cyc,freq,pulsetime,waittime,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
158,43.298,0.64,0.01,1.62,158,15573.6,-0.259142,28.2955,13.2066,89.9713,-0.34381,531.04,499.787,0.0497743,1.8032,2.58819,2.25078,0.330212,-10.3624,7886.67,19.4085,9070.87,18108.2,0.115023,1.86845,2.71869,2.31603,0.395461,0.633286,7900.4,19.6777,9084.6,0.497042,0.99566,0.00397423,15894.8,5696.66,62650.3,81780,-0.00129937,0.620645,13.1211,11.6231,90.8624,70.2372,0.689842,12.9192,12.5388,89.4532,121.696,1.40918,-51.4583 
159,43.223,0.64,0.01,1.62,159,12766.7,-0.0155721,23.2304,13.2117,89.8422,-0.0458042,45.1027,500,-0.966767,0.512153,-0.449678,-0.505088,1.71671,-27.6286,6329.56,18.6664,7799.38,10058.3,-0.792797,0.686123,-0.101738,-0.331118,1.89068,1.0753,6366.16,19.3841,7835.98,0.480037,0.9947,0.00453619,13261.8,3973.36,41082.1,58954.2,-0.00125373,0.505636,13.1297,11.4461,90.8169,69.4629,0.580834,12.9145,12.727,89.3045,120.28,1.51242,-50.8175 
160,43.258,0.64,0.01,1.62,160,15249.2,-0.0742582,27.5184,13.2122,89.82,0.0113637,-13.0619,119.468,0.413921,1.12466,1.16946,-1.85555,-1.191,-2.69761,7625.02,19.5107,9007.32,11840.5,0.430907,1.14165,1.20344,-1.83857,-1.17401,6.08661,7628.6,19.5807,9010.9,0.490327,0.995528,0.00398695,15558.2,5461.64,58624.5,79952.5,-0.00133216,0.59653,13.3753,11.5416,90.7478,69.7115,0.681004,12.8889,12.6154,89.1906,120.897,1.55721,-51.1853 
161,43.243,0.64,0.01,1.62,161,13153.9,-0.0044393,24.1052,13.0348,89.6817,0.00607813,-3.66692,1.11656e-12,1.0211,1.87581,6.63856,0.58096,2.88443,-16.7085,6618.07,12.005,7883.16,10229.2,1.12631,1.98102,6.84897,0.686169,2.98964,0.497585,6640.2,12.439,7905.3,0.488363,0.996732,0.00289018,13596.9,4299.52,45788.9,62670,-0.00135008,0.536033,13.1767,11.3378,90.4027,69.4484,0.606969,12.8572,12.4649,89.2238,120.597,1.17898,-51.1485 
162,43,0.64,0.01,0,162,14858.7,-0.284901,27.1757,13.2469,89.769,-0.207202,693.798,500,0.306854,0.248241,1.00318,0.38144,-0.204906,-23.5401,7532.47,21.254,8756.02,16398.7,0.455079,0.396467,1.29963,0.529666,-0.0566806,0.504745,7563.66,21.8655,8787.21,0.494473,0.994966,0.00456285,15296.4,5254.11,57449.2,75554.5,-0.00129018,0.592571,13.1797,11.622,90.7265,70.2709,0.667021,12.8128,12.4922,89.2002,121.646,1.52628,-51.375 
163,43.218,0.64,0.01,1.62,163,14313,-0.317261,26.2927,13.1929,89.8768,1.08175,181.078,285.759,0.500754,0.306746,2.64474,-2.58347,1.28338,-15.103,7096.72,22.5028,8530.21,17668.5,0.595853,0.401845,2.83494,-2.48837,1.37848,-0.0412052,7116.73,22.8951,8550.22,0.486085,0.994402,0.00490844,14640.9,4878.93,51478.3,71928.6,-0.00120125,0.563879,13.0536,11.6044,90.876,70.0984,0.649664,12.7671,12.5824,89.1886,121.229,1.68741,-51.1301 
164,43.198,0.64,0.01,1.62,164,13554.4,-0.330362,24.8155,13.3741,89.5375,0.379333,-125.822,237.553,1.59659,0.0617958,1.6184,1.17942,1.38107,10.2516,6878.85,13.7298,8076.67,12357.7,1.53204,-0.00275574,1.4893,1.11487,1.31651,0.726732,6865.27,13.4635,8063.09,0.491754,0.99658,0.00306645,13960.8,4531.19,48847,65565.5,-0.00119665,0.554725,13.2009,11.2433,90.4746,69.4372,0.629179,12.6932,12.2827,88.9804,120.627,1.49426,-51.1895 
165,43.2405,0.64,0.01,1.62,165,12548.6,-0.299618,22.9089,13.3813,89.749,-0.0857364,57.5141,236.275,-0.290001,1.30838,3.79933,2.70533,-0.157184,-3.4246,5825.25,20.9987,8010.94,10139.8,-0.268437,1.32994,3.84246,2.7269,-0.13562,0.487347,5829.79,21.0877,8015.47,0.452504,0.99371,0.00482297,12883.4,3790.56,33949,61395.6,-0.00123541,0.456321,13.1787,11.5666,90.621,70.1621,0.584418,13.058,12.9737,89.2778,121.164,1.34316,-51.002 
166,43.268,0.64,0.01,1.62,166,14083.4,-0.244317,25.1707,13.7982,89.6046,-0.390829,1383.17,0.0912864,0.451921,-0.301125,-3.09734,-1.57541,1.83526,-29.734,7321.75,27.8261,8184.37,28903.9,0.639148,-0.113897,-2.72288,-1.38818,2.02249,-0.741725,7361.13,28.5984,8223.76,0.504255,0.993247,0.0063652,14598,4373.46,49876.2,59924.6,-0.00145202,0.526773,13.8488,12.1932,90.5593,69.9862,0.559742,13.3265,13.5417,89.0315,121.403,1.52777,-51.4173 
167,43,0.64,0.01,0,167,14141.3,-0.00335816,25.9787,12.8815,89.3892,-0.0167448,-8.83591,500,1.46794,2.72561,4.78182,2.34314,1.99786,45.0504,7118.13,22.6687,8305.15,10898.6,1.18427,2.44194,4.21447,2.05947,1.71419,0.637132,7058.46,21.4986,8245.48,0.493099,0.994698,0.00477999,14314.5,4878.51,53449.8,69913.4,-0.00128828,0.58067,13.0457,11.3842,90.1787,69.8967,0.64229,12.6641,12.5987,88.8877,120.951,1.29093,-51.0543 
168,43,0.64,0.01,0,168,16180.3,-0.264825,29.3156,13.2173,90.0231,-0.0729261,-569.813,0.0207381,-0.589516,2.5434,8.10237,0.908795,0.316384,-29.5243,8169.51,20.4363,9449.52,13966.3,-0.40361,2.7293,8.47419,1.0947,0.50229,0.316425,8208.62,21.2032,9488.63,0.495731,0.9955,0.00409947,16558.6,6011.06,65696.8,87030.8,-0.00140103,0.626581,13.3189,11.7889,90.9331,70.3333,0.704202,12.9583,12.7854,89.5228,121.847,1.41025,-51.5137 
169,43,0.64,0.01,0,169,14281.1,-0.00438226,25.8838,13.0293,89.7357,-0.0169578,-7.97183,500,2.56239,0.683455,-0.805802,-0.79184,-0.212872,-32.0204,7069.58,20.3319,8556.94,10983,2.76402,0.885078,-0.402554,-0.590217,-0.0112488,1.15219,7112,21.1636,8599.36,0.484487,0.994819,0.00451309,14679.4,4919.67,50918.6,73174,-0.00125397,0.559906,13.2866,11.4322,90.6278,70.0929,0.655952,12.7778,12.524,89.1246,121.39,1.50323,-51.2972 
170,43.188,0.64,0.01,1.62,170,13750.2,-0.167104,24.8,13.3495,89.8857,0.326849,-244.389,499.971,-3.09426,-0.17261,-1.8698,-0.718163,0.748769,-6.46447,7148.19,19.3713,7937.75,13377.6,-3.05356,-0.131905,-1.78839,-0.677457,0.789474,0.632158,7156.76,19.5392,7946.31,0.505795,0.995245,0.00450914,14149.5,4523.97,51528.6,62373.6,-0.00108224,0.56483,13.2167,11.4215,90.6906,69.771,0.609071,12.6473,12.4877,89.319,120.892,1.3716,-51.1213 
171,43.2305,0.64,0.01,1.62,171,13539.2,-0.317953,24.5527,13.4465,89.7091,0.34177,344.471,3.20959,0.587089,1.73161,7.59983,-1.05805,1.08026,-41.5694,6282.36,20.5153,8510.3,14579.9,0.848841,1.99336,8.12333,-0.796298,1.34201,0.294313,6337.42,21.595,8565.37,0.456753,0.994072,0.00462286,13874.9,4333.77,38924.2,70381.3,-0.00117973,0.48132,13.4239,11.6901,90.6831,70.5566,0.634494,12.9105,12.7576,89.249,122.067,1.43413,-51.5106 
172,43.2355,0.64,0.01,1.62,172,12137.3,-0.303235,21.9846,13.556,89.6131,0.353855,-551.694,322.558,0.702228,3.23567,1.13448,-0.0386201,2.92876,-21.2343,5749.22,19.7904,7573.28,16056.7,0.835935,3.36938,1.40189,0.0950868,3.06247,0.840053,5777.35,20.3419,7601.41,0.463427,0.993876,0.00490543,12466.6,3524.19,33106.3,55226.8,-0.00110691,0.444211,13.37,11.7046,90.6215,69.6968,0.56191,13.0834,12.5783,89.0702,121.05,1.5513,-51.3537 
173,43.2455,0.64,0.01,1.62,173,14007.9,-0.331487,25.3273,13.4978,89.5912,2.06069,-941.538,16.0974,-1.29331,-0.691076,-1.29483,1.2217,1.95338,-7.10741,6567.52,18.7286,8760.91,74289.3,-1.24855,-0.646323,-1.20532,1.26645,1.99814,8.33183,6576.94,18.9132,8770.32,0.460092,0.994993,0.00395678,14294.8,4637.16,42737.3,74418.1,-0.00128749,0.504164,13.5264,11.626,90.4783,70.1804,0.651157,12.954,12.7784,89.1049,121.651,1.37344,-51.4705 
174,43,0.64,0.01,0,174,15023.3,-0.364726,27.5787,13.3324,89.7978,-0.131341,48.8713,499.842,-0.393532,1.67001,-0.466383,-1.10631,0.845377,1.70757,7291.63,14.1971,9094.61,12178.5,-0.404284,1.65926,-0.487888,-1.11706,0.834625,2.00668,7289.37,14.1527,9092.35,0.476721,0.996614,0.00285913,15290.6,5357.84,53477.3,82296,-0.00139303,0.568161,13.2043,11.7669,90.7739,69.9873,0.690567,12.9852,12.5459,89.1338,121.558,1.64005,-51.5706 
175,43.238,0.64,0.01,1.62,175,12344.3,-0.373767,22.754,13.647,89.6351,0.262949,-40.0595,7.83494,-1.87577,-0.754465,0.988071,-2.30435,-0.43906,25.4462,5863.53,14.1654,7850.2,10451.5,-2.036,-0.914693,0.667615,-2.46458,-0.599288,1.12486,5829.82,13.5045,7816.5,0.45874,0.995963,0.00317249,12708.3,3765.72,33677,60777.5,-0.00145359,0.443566,13.7116,11.6976,90.5523,69.3693,0.58784,13.0853,12.6789,89.1618,120.638,1.3905,-51.2683 
176,43.253,0.64,0.01,1.62,176,13800.6,-0.316572,25.0386,13.4061,89.7055,0.605847,-134.274,309.571,1.63507,0.601943,5.15683,2.07122,0.490835,3.11239,6990.51,24.7476,8083.08,13575.3,1.61547,0.582345,5.11763,2.05162,0.471237,0.479826,6986.39,24.6667,8078.95,0.495634,0.993859,0.00559287,14095.9,4528.03,49673.2,64613.8,-0.00113604,0.553204,13.2376,11.4729,90.5372,69.5342,0.615839,12.8261,12.4958,89.143,120.195,1.39421,-50.6613 
177,43.263,0.64,0.01,1.62,177,13821.8,-0.342403,24.9573,13.5856,89.5617,0.768977,3894.44,6.03971,1.71979,0.634588,-0.708955,-0.879886,0.39048,21.6866,6893.94,18.7754,8209.85,108526,1.58324,0.498033,-0.982064,-1.01644,0.253925,3.91682,6865.21,18.2122,8181.12,0.48812,0.995379,0.004084,14064.6,4484.08,47422.2,65858.9,-0.00121595,0.533345,13.3937,11.6375,90.4565,70.5437,0.615238,12.9298,12.6718,89.0433,121.808,1.41315,-51.264 
178,43.248,0.64,0.01,1.62,178,15220.2,-0.141551,27.9294,13.0113,89.687,0.00927704,34.1574,500,0.880562,1.2366,2.37402,1.28252,-0.169471,-38.4457,7559.05,18.8893,9072.07,11840.1,1.12264,1.47868,2.85818,1.5246,0.0726113,0.59497,7609.98,19.8879,9123,0.486627,0.995447,0.00399967,15638.2,5603.9,59875.4,82197.3,-0.00139133,0.618199,12.9332,11.3606,90.5469,70.1668,0.689573,12.9587,12.5715,89.1968,121.268,1.35016,-51.1009 
179,43.233,0.64,0.01,1.62,179,12675.4,-0.344904,23.1743,13.5685,89.5862,0.288885,177.018,0.0402044,1.30892,2.54248,3.27856,0.799587,-1.81084,-20.9417,6094.55,19.3394,7965.54,11900.8,1.44078,2.67434,3.54229,0.931451,-1.67898,0.487359,6122.29,19.8833,7993.28,0.465348,0.994349,0.00456134,13156.4,3834.98,36370.7,59845.7,-0.00137525,0.461713,13.4971,11.8026,90.5708,69.5867,0.574842,13.1558,12.9904,89.1915,120.914,1.37928,-51.3272 
180,43.208,0.64,0.01,1.62,180,14720.2,-0.230964,27.3117,12.9424,89.7191,-0.0644251,224.481,0.000245011,1.33635,-0.0552141,-0.929315,-0.22453,4.30062,-47.7754,7372.06,10.5797,8789.5,11977.7,1.63718,0.245615,-0.327657,0.0762988,4.60145,1.05257,7435.35,11.8206,8852.79,0.488339,0.997226,0.00245363,15225.8,5355.26,56654.3,79103.3,-0.00146068,0.596232,12.9706,11.5211,90.6985,70.9815,0.686254,12.688,12.4924,89.1615,122.684,1.53697,-51.7029 
181,43.178,0.64,0.01,1.62,181,15558.7,-0.234391,28.6513,13.0626,89.5631,-0.0483549,233.898,500,1.12957,0.719818,-1.08731,0.11469,2.57787,-47.8477,7958.18,14.9539,9053.38,12551.6,1.43085,1.0211,-0.484741,0.415975,2.87916,1.09211,8021.57,16.1967,9116.76,0.499963,0.996479,0.00326197,16044.3,5726.02,64178.8,81219.4,-0.00158695,0.621383,13.1651,11.8657,90.5706,71.3239,0.681826,12.8893,12.8116,89.0268,123.19,1.54387,-51.8663 
182,43.288,0.64,0.01,1.62,182,15194.3,-0.361046,27.9733,13.2621,89.7676,0.361089,-143.772,422.226,-0.263639,1.14945,1.76084,0.448785,2.95699,-11.9092,7510.53,22.0232,9105.74,13766.8,-0.18865,1.22444,1.91081,0.523774,3.03198,0.706135,7526.31,22.3325,9121.51,0.483906,0.994834,0.00448984,15553.2,5601.59,58706.3,83368.1,-0.00139578,0.608698,13.1774,11.259,90.6562,69.3265,0.699242,12.863,12.5185,89.2866,120.642,1.36958,-51.3152 
183,43.278,0.64,0.01,1.62,183,15689.4,-0.0611916,28.9157,12.9287,89.501,0.101108,-65.9881,500,-0.353024,-0.519975,-3.14561,1.09801,3.65247,-25.8906,7991.73,16.9458,9200.3,12387,-0.189998,-0.356949,-2.81955,1.26103,3.81549,2.64884,8026.03,17.6183,9234.59,0.496892,0.996173,0.00350216,16152.5,5822.89,63674.4,84144,-0.00154063,0.61667,13.2979,11.8206,90.4873,70.9033,0.698584,12.7864,12.7372,88.9595,122.454,1.52783,-51.5506 
184,43.213,0.64,0.01,1.62,184,13849.4,-0.135259,25.3461,13.1186,89.5872,-0.104456,-24.8734,0.139533,0.211083,1.44883,0.361129,1.27559,2.89473,6.40864,6770.99,18.7017,8431.46,10908.7,0.170729,1.40848,0.280422,1.23523,2.85438,0.952864,6762.5,18.5353,8422.97,0.477082,0.995226,0.0040373,14174.7,4630.35,45817.5,71251.4,-0.00130804,0.524585,13.3537,11.6794,90.4051,71.1989,0.648431,12.7951,12.4818,89.0908,122.726,1.31429,-51.5269 
185,43.228,0.64,0.01,1.62,185,13559,-0.337891,25.1736,13.2218,89.7304,0.454102,-749.241,12.7261,0.552421,2.91321,0.796917,-0.118425,1.87126,15.1896,6591.62,13.7261,8337.34,21910.7,0.456777,2.81757,0.605628,-0.21407,1.77561,0.888702,6571.5,13.3316,8317.22,0.473088,0.996462,0.002944,13890.7,4516.26,44495.2,69456.9,-0.00137939,0.521999,13.2071,11.5759,90.7041,69.9232,0.636727,12.8328,12.589,89.2421,121.169,1.462,-51.2455 
186,43.298,0.64,0.01,1.62,186,14490.2,-0.073043,26.4913,13.0165,89.9869,0.019504,55.5198,499.999,1.97881,2.69478,2.60412,2.37519,-0.687592,-38.6117,7433.97,16.9918,8444.56,11260.4,2.22194,2.93791,3.09038,2.61832,-0.444465,0.703535,7485.12,17.9947,8495.71,0.500297,0.995811,0.00388658,14961.3,4959.13,55667.8,69867.9,-0.00137257,0.581791,13.2515,11.6429,90.8502,70.5916,0.633014,12.8522,12.8125,89.4577,121.823,1.39258,-51.2309 
187,43.223,0.64,0.01,1.62,187,15229.2,-0.195464,28.3187,12.9461,89.5084,0.0813436,18.9752,490.772,1.29056,1.59577,3.67948,1.93376,2.70193,-27.7839,7355.43,17.6354,9308.82,11984.8,1.46551,1.77072,4.02937,2.10871,2.87687,0.671103,7392.23,18.3571,9345.63,0.473364,0.995673,0.0036053,15616.4,5459.12,53944.9,84567,-0.00153392,0.567149,13.3972,11.7642,90.5471,70.9045,0.691325,12.9979,12.8648,89.0702,122.456,1.47692,-51.5512 
188,43.258,0.64,0.01,1.62,188,13992.9,-0.347185,25.668,13.3764,89.5663,-0.245701,1606.63,451.191,0.508836,-0.580389,3.23472,1.1471,3.1153,34.5779,7126.25,11.3699,8199.46,24027.4,0.291108,-0.798117,2.79926,0.929373,2.89757,0.542544,7080.44,10.4718,8153.66,0.496676,0.997418,0.00236024,14255.7,4716.08,52588.7,66805.1,-0.0013174,0.569509,13.3105,11.4004,90.5667,69.8259,0.62417,12.7405,12.6789,89.0068,120.73,1.55992,-50.9038 
189,43.243,0.64,0.01,1.62,189,12947.4,-0.340295,24.6519,12.9737,89.5733,0.353724,266.274,476.901,-1.28133,-0.18665,1.65347,-0.724439,0.312637,-52.309,6192,13.4886,8233.06,13477.6,-0.951953,0.142727,2.31222,-0.395063,0.642013,-0.321311,6261.29,14.8473,8302.35,0.461497,0.995867,0.00328347,13567.4,4284.41,39379.3,68577.7,-0.00146522,0.490856,13.1519,11.6431,90.4126,70.5232,0.640477,12.6093,12.5109,89.0056,121.809,1.40698,-51.2862 
190,43,0.64,0.01,0,190,14413.1,-0.00528143,26.8998,12.8648,89.55,-0.133071,31.5157,1.03206,1.01203,-0.509243,1.07363,2.32831,2.99364,-60.9557,7466.09,16.187,8590.66,11402,1.39585,-0.125421,1.84127,2.71213,3.37746,0.79989,7546.84,17.7703,8671.41,0.497233,0.995896,0.00376083,15177.7,5146.22,56309.3,74053.8,-0.00163859,0.588086,13.0744,11.7084,90.4574,70.8087,0.659109,12.9009,12.4911,88.9554,122.368,1.50203,-51.5589 
191,43.218,0.64,0.01,1.62,191,15103.8,-0.113938,27.0906,13.2482,89.4783,1.90395,-2831.58,6.91966e-06,-1.94948,0.659083,-2.85789,-1.29572,1.8686,-36.8516,7263.76,17.3793,9174.94,187184,-1.71743,0.891128,-2.39381,-1.06368,2.10065,-0.096498,7312.57,18.3365,9223.75,0.473935,0.995631,0.00364868,15429.5,5321.87,52266.5,82753.9,-0.00126546,0.556206,13.5245,11.7104,90.3908,71.6975,0.695975,12.845,12.5448,89.0293,123.539,1.36147,-51.8414 
192,43.198,0.64,0.01,1.62,192,13498.4,-0.31403,25.087,13.1071,89.496,0.290524,-90.7576,69.603,2.65708,-0.624747,-1.73025,1.42993,2.48197,31.1761,6653.48,20.5578,8107.64,11562.4,2.46077,-0.821055,-2.12286,1.23362,2.28566,1.6992,6612.18,19.7481,8066.34,0.482269,0.994801,0.00448961,13710.6,4505.72,45980.6,68175.2,-0.00125515,0.532666,13.2029,11.494,90.4528,70.0066,0.644828,12.5486,12.3097,89.0072,121.045,1.44555,-51.0382 
193,43.2405,0.64,0.01,1.62,193,12879.1,-0.368976,23.2044,13.8593,89.3256,2.89067,-1139.64,142.778,0.366275,0.91466,2.74433,0.150604,2.62374,-23.8549,5877.38,18.7683,8385.45,117710,0.516483,1.06487,3.04475,0.300812,2.77395,0.604622,5908.98,19.388,8417.05,0.443751,0.994291,0.0042252,13316,3835.17,32789.8,63771.4,-0.0013868,0.432157,13.7119,11.9685,90.45,69.9,0.581773,13.335,13.3417,88.8951,121.449,1.55494,-51.549 
194,43.268,0.64,0.01,1.62,194,14684.8,-0.323849,26.6278,13.3583,89.6892,-0.986222,1338.96,168.145,1.02318,-2.71409,-1.02565,0.0637117,0.83046,-45.8466,7312.6,20.3267,8653.16,54566.5,1.31187,-2.42541,-0.448283,0.352396,1.11914,-3.96545,7373.33,21.5175,8713.89,0.490198,0.994919,0.00452817,15041.6,4963.26,52833.9,72937.6,-0.00121342,0.558868,13.3827,11.8342,90.7078,70.9187,0.648744,12.7658,12.7957,89.1892,122.468,1.51857,-51.5497 
195,43,0.64,0.01,0,195,15646.9,-0.319224,28.7745,13.0697,89.7306,-1.89208,-0.390431,424.7,1.38313,1.07244,-0.40915,-1.02789,0.913781,-96.3949,7876.57,19.7791,9168.1,12266.5,1.9901,1.67941,0.804796,-0.420917,1.52075,0.85562,8004.26,22.2829,9295.8,0.494562,0.995152,0.00439629,16184.6,5680.09,61105.2,83321.5,-0.00135998,0.60339,13.2721,11.8623,90.6719,71.7379,0.696366,12.6819,12.7988,89.2326,123.542,1.4393,-51.8043 
196,43,0.64,0.01,0,196,16225,-0.382189,29.2953,13.5097,89.3612,-0.0525023,409.593,495.018,-0.570434,0.19652,-0.638415,3.09217,1.03938,-16.0645,8076.39,19.3555,9629.92,13583.7,-0.46928,0.297674,-0.436107,3.19332,1.14053,1.11704,8097.67,19.7728,9651.2,0.488084,0.995745,0.00375981,16590.7,6006.37,63837.4,88809,-0.00140617,0.614172,13.5069,11.7358,90.3808,70.495,0.708618,13.0325,12.8106,88.8285,122.189,1.55231,-51.6938 
197,43,0.64,0.01,0,197,15347.8,-0.381155,28.0604,13.4211,89.4673,-0.330473,476.564,309.714,0.83104,1.42459,1.92301,2.16112,2.3894,-41.1138,7489.07,20.2276,9320.34,17386.5,1.08992,1.68347,2.44077,2.42,2.64829,0.762627,7543.53,21.2955,9374.81,0.477639,0.995084,0.00416702,15793.4,5437.59,53959.2,84018.2,-0.00144004,0.558846,13.5624,11.9502,90.3914,71.3905,0.691483,12.8735,12.8898,88.871,123.087,1.5204,-51.6963 
198,43.188,0.64,0.01,1.62,198,14815.9,-0.315238,26.5695,13.458,89.6949,1.02192,-951.182,111.552,-0.238411,0.413126,0.0167948,-0.868477,-0.429245,-28.2664,7400.94,14.7519,8741.55,43283.1,-0.0604255,0.591111,0.372767,-0.690491,-0.25126,10.7333,7438.39,15.4861,8779,0.490533,0.99637,0.00323893,15163.9,5134.5,54309.2,75744.9,-0.00126132,0.570173,13.5554,11.5514,90.6377,71.1574,0.664751,12.8825,12.5391,89.1794,122.699,1.45836,-51.5413 
199,43.2305,0.64,0.01,1.62,199,13584.8,-0.346983,24.7797,13.4962,89.4661,0.361385,-327.864,109.018,1.92833,2.13117,-0.131031,1.08012,0.475258,-20.5446,6452.81,20.0508,8534.54,14743.9,2.0577,2.26053,0.127697,1.20948,0.604622,0.979601,6480.02,20.5844,8561.76,0.462384,0.994472,0.00440932,14014.4,4335.7,39720.9,69835.4,-0.0013235,0.481636,13.48,11.8967,90.4107,71.1184,0.627428,12.9919,12.8907,89.0273,122.606,1.38337,-51.4879 
200,43.2355,0.64,0.01,1.62,200,12210.8,-0.288662,22.0003,13.6922,89.5165,0.1848,962.628,0.000264354,-1.06932,2.18363,1.26502,-1.36426,1.59065,-56.5911,5891.03,14.3597,7607.93,15597.1,-0.712978,2.53996,1.9777,-1.00792,1.94699,0.583093,5966,15.8296,7682.9,0.468769,0.995378,0.00378106,12727,3475.05,33077.6,54110.7,-0.00121778,0.432278,13.7781,12.0152,90.3907,70.7453,0.550233,13.0377,12.9154,89.0458,122.395,1.34491,-51.6497 
201,43.2455,0.64,0.01,1.62,201,13980,-0.292314,25.0479,13.624,89.4716,-0.00704318,-286.761,9.0734e-09,-1.4494,0.706296,3.15334,0.139908,0.198521,4.30488,6736.85,21.3086,8592.57,11174.7,-1.47651,0.67919,3.09912,0.112801,0.171415,-0.198414,6731.15,21.1968,8586.87,0.471118,0.994519,0.00452668,14287.6,4464.75,43123.9,69631.7,-0.00123651,0.499378,13.6236,11.8689,90.4545,71.8035,0.623068,13.0594,12.9498,88.9634,123.281,1.4911,-51.4773 
202,43,0.64,0.01,0,202,15893.9,-0.378384,28.7495,13.4996,89.5967,0.196213,94.1565,443.567,-1.35789,-0.574584,2.20925,0.650113,0.774329,22.2733,8202.87,17.128,9120.09,13235.6,-1.49814,-0.714833,1.92875,0.509864,0.63408,-1.24347,8173.37,16.5495,9090.59,0.505369,0.996469,0.00334236,16173.1,5786.84,66413.3,80188.9,-0.00141985,0.624271,13.6176,11.7363,90.5242,70.6235,0.675054,13.0122,12.7502,89.0744,122.087,1.44972,-51.4632 
203,43.238,0.64,0.01,1.62,203,12935,-0.363097,23.6509,13.6208,89.2386,-0.0237446,-222.149,55.3417,-0.808439,-0.573703,-0.883096,-2.56086,0.978006,-6.6849,6089.68,19.2384,8157.51,10658.6,-0.766346,-0.53161,-0.79891,-2.51876,1.0201,0.777805,6098.54,19.4121,8166.37,0.459056,0.99446,0.00435973,13284.9,3861.83,34554.1,62356,-0.00131475,0.438497,13.7756,12.1933,90.3062,70.2282,0.584392,13.0934,13.1468,88.7711,121.679,1.53512,-51.4505 
204,43.253,0.64,0.01,1.62,204,15137.3,-0.342331,27.0115,13.61,89.4595,-0.108568,355.245,484.121,-0.595171,-0.433212,-2.10898,1.04295,0.323693,-38.4459,7329.73,24.3785,9095.78,13223,-0.353087,-0.191128,-1.62481,1.28503,0.565776,-4.10599,7380.66,25.3771,9146.71,0.478339,0.994019,0.00508484,15429.8,5132.1,51874.6,78070.5,-0.00123249,0.548514,13.6759,11.8057,90.5101,70.7311,0.658867,13.0949,12.946,89.0296,122.254,1.48049,-51.5226 
205,43.263,0.64,0.01,1.62,205,15698,-0.127573,28.7969,12.9316,89.2315,-0.16663,53.9542,1.76324e-05,-0.0137248,-0.27622,-0.925856,1.27261,-0.0998283,-6.58513,7905.38,17.7566,9128.86,12415.2,0.02774,-0.234755,-0.842926,1.31408,-0.0583635,5.09637,7914.11,17.9277,9137.58,0.496021,0.996051,0.00360114,15955.2,5868.65,63781.2,85325,-0.00135984,0.624821,13.1838,11.6206,90.2116,71.3111,0.712158,12.6697,12.5154,88.8025,122.968,1.40911,-51.657 
206,43.248,0.64,0.01,1.62,206,14531.9,-0.208894,25.933,13.4974,89.4648,-0.0367098,44.2853,500,-0.392824,-0.255155,3.92007,0.102349,0.251467,-4.04906,6970.11,20.955,8841.68,11447.5,-0.367328,-0.229659,3.97107,0.127845,0.276963,-0.0508559,6975.48,21.0601,8847.04,0.472565,0.994744,0.00436594,14760.9,4736.53,46024.2,73736.1,-0.00126259,0.511234,13.6915,12.0499,90.3673,70.8884,0.638731,13.1652,12.9446,89.1157,122.386,1.25157,-51.4981 
207,43.233,0.64,0.01,1.62,207,13006.8,-0.33516,23.7977,13.5364,89.5296,-2.38479,-2435.4,500,-0.327052,-1.08577,-1.16104,-0.321386,0.231816,-35.355,6028.8,19.0357,8336.82,199554,-0.104431,-0.863153,-0.715793,-0.0987649,0.454437,0.460879,6075.63,19.954,8383.65,0.451611,0.994285,0.00436526,13453.2,3998.7,34561.4,66092.7,-0.00132019,0.444506,13.5843,12.0659,90.5141,70.878,0.609375,13.061,12.8578,89.1647,122.293,1.34938,-51.4147 
208,43.208,0.64,0.01,1.62,208,14791.1,-0.373811,27.444,13.2516,89.4059,-0.530971,503.769,486.435,-1.34032,1.9331,2.15321,-0.30178,0.377754,-6.56231,7448.83,23.1855,8839.74,20546.4,-1.299,1.97442,2.23585,-0.260459,0.419076,0.271683,7457.52,23.3559,8848.43,0.489206,0.994549,0.00483881,15244.1,5138.63,54540.5,75728.6,-0.0014982,0.567992,13.2634,11.9617,90.3303,70.7054,0.655845,12.8316,12.9613,88.8675,122.221,1.46277,-51.5155 
209,43.178,0.64,0.01,1.62,209,15139.6,-0.374605,27.417,13.507,89.1207,-0.307364,477.683,450.566,1.00639,0.943011,-1.40464,-0.979373,1.86187,-40.9255,7593.47,20.7134,8960.07,16834.8,1.26409,1.20071,-0.889251,-0.721675,2.11957,1.29906,7647.69,21.7764,9014.28,0.490858,0.995042,0.00443037,15580.3,5315.95,56912.4,78064.1,-0.00142675,0.580904,13.5358,11.7034,90.1721,70.7045,0.666434,12.8876,12.8752,88.7154,122.209,1.45663,-51.5045 
