cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
15,5,15,7441.8,-0.0166532,24.3356,8.43565,124.736,0.00547641,-7.02652,500,-4.56216,-3.87481,-6.52837,-4.2962,0.0358601,-660.991,5851.65,23.0634,3987.79,6684.02,-0.400074,0.287272,1.7958,-0.134116,4.19794,0.687515,6378.15,70.9274,4514.3,0.578366,0.980911,0.0281285,11027.9,-0.00228663,0.980196,8.92477,8.24444,124.955,76.4388,0.638194,8.76498,9.08584,124.532,122.873,0.42306,-46.434 
16,1.8,16,8679.15,-0.0262896,26.7375,8.49349,124.846,0.0260217,37.115,497.479,-4.0927,2.18835,4.62032,0.722696,-0.180751,-337.698,6267.16,22.9116,4424.51,7424.13,-1.96631,4.31474,8.8731,2.84909,1.94564,0.445994,6536.15,47.3652,4693.5,0.574836,0.987477,0.0182506,11370.5,-0.00192949,1.02795,8.94305,8.38537,124.974,76.6651,0.708912,8.71775,9.07185,124.661,122.963,0.313222,-46.2976 
17,10,17,5979.19,-0.0779111,20.1857,8.30819,124.981,0.257212,-81.9196,8.16845,-0.973011,0.819015,-0.720878,-1.08181,-2.07256,-371.741,4674.63,6.75599,3290.62,6145.34,1.36774,3.15977,3.96063,1.25895,0.268192,0.604541,4970.74,33.6747,3586.72,0.573653,0.988283,0.0170009,8665.06,-0.00194679,0.815664,8.80974,8.12144,124.989,76.299,0.542971,8.67727,8.90266,124.382,122.594,0.607263,-46.2947 
18,8,18,6607.79,-0.0304816,21.9016,8.30117,124.76,-0.00682005,28.8226,500,-4.43709,-2.65388,-4.60293,-4.67062,-8.49249,-497.318,5196.46,18.6913,3490.33,5924.89,-1.30561,0.477596,1.66002,-1.53914,-5.36102,1.27356,5592.59,54.7032,3886.46,0.582826,0.983171,0.025273,9595.65,-0.00197468,0.888003,8.77261,8.20598,125.007,76.153,0.57588,8.6084,8.97024,124.567,122.354,0.439569,-46.201 
19,3.5,19,8261.76,-0.0596529,25.7824,8.49114,124.608,0.0110789,57.1272,500,-0.877704,-2.41921,0.659015,-1.44899,0.520691,-472.649,6254.39,12.0589,4110.75,7147.23,2.09844,0.556932,6.6113,1.52715,3.49683,0.537369,6630.88,46.2846,4487.23,0.589269,0.987932,0.0186465,11252.7,-0.00199766,1.04409,9.05211,8.13178,124.724,76.6082,0.677665,8.56748,8.97849,124.526,122.885,0.197996,-46.277 
20,1.1,20,9531.48,-0.0483779,27.3864,8.7109,124.443,0.123491,-14.8058,4.07052e-11,-3.94444,-4.44904,-7.10526,0.553886,-1.68928,-382.509,6692.97,27.4663,4556.8,7825.45,-1.53588,-2.04048,-2.28815,2.96244,0.719274,-0.0482657,6997.65,55.1648,4861.48,0.582896,0.986392,0.020475,12005,-0.00159466,1.06174,9.19497,8.42527,124.549,76.5589,0.70366,8.81941,9.13575,124.309,122.802,0.239822,-46.2435 
21,6,21,7494.31,-0.141782,24.615,8.22821,124.671,0.0629735,281.427,500,0.899534,-1.10096,-0.886358,-2.66465,1.91613,-418.386,5757.27,7.41017,3808.53,7170.19,3.534,1.5335,4.38258,-0.0301817,4.5506,0.686298,6090.53,37.7065,4141.79,0.588083,0.989282,0.0164938,10356.6,-0.00199127,1.003,8.65178,8.14881,124.707,76.8662,0.64703,8.46922,8.90102,124.529,123.228,0.17862,-46.3615 
22,3,22,9083.29,-0.0279403,26.9193,8.53374,124.639,0.0299429,-14.6185,499.722,-1.72523,-3.2051,-8.00388,0.0652974,-2.04299,-402.742,6515.22,38.7313,4376.11,7492.48,0.810729,-0.669144,-2.93197,2.60126,0.492971,10.6495,6836.02,67.8948,4696.91,0.585585,0.982916,0.0259374,11673.8,-0.00167,1.0731,9.00775,8.21893,124.821,76.3704,0.714931,8.56967,8.98625,124.329,122.64,0.491828,-46.2698 
23,1.6,23,9382.3,-0.0298036,27.6744,8.51943,124.675,0.000217337,-65.728,500,-3.21983,0.357422,-0.816565,0.467875,-1.0727,-304.879,6723.85,27.1704,4423.86,7675.57,-1.30008,2.27717,3.02292,2.38762,0.847042,0.582161,6966.69,49.2475,4666.71,0.591731,0.98778,0.0190689,11773.4,-0.00166073,1.12191,8.94719,8.2131,124.816,76.5153,0.725101,8.66236,8.85113,124.355,122.815,0.461398,-46.2997 
24,1.2,24,8618.15,-0.0324577,27.2557,8.40243,124.602,-0.0220562,-6.66054,500,-2.30504,-1.96194,-5.40545,-0.970977,-2.66078,-546.184,6723.31,18.2616,4190.61,7459.96,1.13414,1.47724,1.47291,2.4682,0.778393,0.799082,7158.36,57.8121,4625.67,0.600393,0.986064,0.0225047,11922.8,-0.00215902,1.12657,8.93709,8.18205,124.646,76.5186,0.685164,8.71351,8.91296,124.232,122.873,0.413799,-46.3549 
25,4,25,8947.59,-0.0235198,26.7656,8.41628,124.889,0.0013032,29.4571,500,1.65491,1.97045,-1.36381,0.570406,-0.29194,-374.151,6423.03,40.4904,4300.59,7334.44,4.01083,4.32637,3.34804,2.92634,2.06399,0.799225,6721.06,67.5836,4598.61,0.586601,0.982707,0.026359,11457.6,-0.00167509,1.04377,9.00289,8.3973,125.025,76.074,0.694849,8.54626,9.09354,124.571,122.297,0.453398,-46.2227 
26,2.2,26,8933.01,-0.0301972,26.7975,8.36666,124.72,-0.0105976,26.4228,500,-6.895,-1.19099,-3.43937,-3.49854,-5.36283,-478.095,6490.49,28.3699,4194.5,7307.73,-3.88456,1.81945,2.58151,-0.488097,-2.35239,2.11076,6871.31,62.9899,4575.32,0.593178,0.984211,0.0247336,11583.9,-0.00166691,1.08116,8.97502,8.22797,124.803,76.5036,0.713188,8.41889,8.79008,124.44,122.675,0.362304,-46.1709 
27,2,27,8985.35,-0.313021,27.1437,8.49815,124.676,0.14023,325.3,437.366,-0.755309,-4.99014,-8.50051,1.81503,-0.602082,-374.648,6311.18,23.4375,4480.87,8994.09,1.60375,-2.63107,-3.78238,4.17409,1.75698,4.37303,6609.61,50.5667,4779.29,0.57314,0.986789,0.0191176,11532.3,-0.00169974,1.08233,8.8995,8.03831,124.779,76.6422,0.740363,8.55246,8.88955,124.432,122.85,0.347094,-46.2081 
28,4.5,28,8544.17,-0.0226843,26.0551,8.41234,124.735,0.0417373,9.28221,0.0946062,-4.09506,-1.65858,-5.03766,-1.30869,-1.95198,-560.778,6279.55,20.5437,4259.7,7147.78,-0.563991,1.87248,2.02448,2.22238,1.57908,0.716238,6726.23,61.151,4706.38,0.58116,0.984339,0.0233754,11573.8,-0.00184719,1.0687,8.79906,8.16099,124.797,76.7488,0.695528,8.72384,8.83578,124.415,123.071,0.381819,-46.3224 
29,9,29,7133.71,-0.278694,21.773,8.56834,124.638,2.35519,-240.451,374.89,-4.66254,-1.88441,-0.598052,0.00748347,-4.58078,-400.87,4975.87,14.3073,3791.98,24508.3,-2.13837,0.639764,4.45029,2.53166,-2.05661,-0.298694,5295.18,43.3353,4111.28,0.555644,0.98588,0.019047,9529.8,-0.00150306,0.818586,8.788,8.43283,124.822,76.6142,0.601984,8.6994,9.09479,124.325,122.772,0.497203,-46.158 
30,2.5,30,9048.82,-0.0175324,26.5322,8.53817,124.572,-0.0203891,-15.9469,500,-4.21884,-2.65635,-2.83468,-2.19791,-3.07747,-514.222,6519.81,27.1804,4358.53,7385.1,-0.98092,0.58157,3.64116,1.04001,0.160445,0.180337,6929.41,64.4164,4768.12,0.585226,0.983992,0.0242822,11840.6,-0.00162379,1.05362,9.02611,8.33128,124.727,76.2419,0.696614,8.63544,9.01108,124.227,122.283,0.500127,-46.0416 
31,7,31,7802.48,-0.0407826,22.9506,8.5913,124.493,-0.0239324,26.7655,31.1154,-3.58149,-2.64666,-5.15743,-7.72399,-2.02942,-478.517,5725.32,20.6821,3839.84,6439.56,-0.568393,0.366433,0.868758,-4.71089,0.983672,1.28387,6106.47,55.3327,4221,0.584122,0.98439,0.0235786,10454.1,-0.00160608,0.928491,9.11936,8.25701,124.727,76.5058,0.628295,8.62054,8.86299,124.103,122.876,0.623448,-46.3702 
32,1.4,32,9574.34,-0.35573,28.0454,8.85368,124.568,-0.238227,-1335.21,455.146,-4.88094,-4.8385,-5.63847,-3.81448,-0.432152,-412.14,6586.8,32.8484,4868.35,18437.8,-2.2858,-2.24337,-0.448194,-1.21934,2.16298,0.888888,6915.08,62.6925,5196.64,0.563686,0.984382,0.0217401,12267.6,-0.00177913,1.09134,9.03457,8.217,124.785,76.7486,0.772953,8.81522,8.95502,124.207,122.973,0.578055,-46.2244 
33,5,33,8091.17,-0.0301655,24.974,8.42996,124.553,0.02471,22.7056,499.995,-6.12726,-4.99382,0.568125,-4.97172,-3.0063,-527.652,5932.65,18.4986,4240.55,6871.72,-2.80477,-1.67133,7.21309,-1.64924,0.316186,-4.13776,6352.94,56.7072,4660.84,0.569586,0.98462,0.0219211,11153.6,-0.00191899,1.01276,8.82943,8.06705,124.732,76.8794,0.706428,8.69867,8.73304,124.235,123.285,0.496613,-46.4053 
34,1.8,34,9541.64,-0.0464426,27.1269,8.67367,124.93,-0.014172,52.213,0.000612548,-2.91263,0.887864,-4.46933,-1.81872,-4.07183,-281.411,6617.74,38.239,4550.45,7683.54,-1.14066,2.65983,-0.925392,-0.0467557,-2.29986,0.47206,6841.89,58.6166,4774.6,0.581807,0.985229,0.0221149,11759.7,-0.00148755,1.08309,9.02689,8.24885,125.043,76.5787,0.722789,8.78595,8.96593,124.637,122.895,0.406076,-46.3166 
35,10,35,6233.9,-0.0463035,19.7949,8.40441,124.311,-0.192664,-99.3799,499.806,-2.05369,-2.44917,-3.4875,-2.60587,-3.97547,-389.256,4506.26,15.5041,3535.56,6039.01,0.397349,0.00187178,1.41459,-0.15483,-1.52443,-9.51316,4816.32,43.6911,3845.62,0.548724,0.984373,0.0204996,8777.31,-0.00167371,0.753893,8.88929,8.24733,124.411,76.7194,0.558523,8.7958,9.03055,124.064,123.155,0.346817,-46.4354 
36,8,36,7290.84,-0.0390972,22.9316,8.31403,124.447,0.00251562,36.5497,499.335,-0.214842,1.23436,-0.289369,-2.35842,-2.89115,-499.62,5401.57,20.775,3797.15,6209.42,2.93113,4.38033,6.00258,0.787555,0.254821,0.581889,5799.53,56.9537,4195.12,0.573048,0.983105,0.0243986,10120.5,-0.00177805,0.912679,8.72509,8.31217,124.686,77.0734,0.614135,8.57663,9.08339,124.063,123.349,0.623203,-46.276 
37,3.5,37,8677.19,0.0112149,25.7414,8.48817,124.607,-0.0574983,3.37249,1.97047e-11,-1.9364,-1.19502,-4.33708,-1.90486,-3.0956,-466.815,6148.33,14.1744,4284.71,7119.14,1.00301,1.74438,1.54173,1.03454,-0.156194,0.701647,6520.16,47.9776,4656.54,0.576169,0.987287,0.0186262,11316.4,-0.00165709,1.04593,8.93066,8.08796,124.843,76.3919,0.714256,8.5349,8.82484,124.196,122.528,0.646822,-46.1363 
38,1.1,38,9524.73,-0.0340688,27.7029,8.55727,124.47,0.010638,33.0637,101.784,1.10212,-2.94277,-0.960302,1.93321,-0.468689,-455.212,6736.52,43.3815,4663.37,7728.56,3.96847,-0.0764235,4.77239,4.79956,2.39766,0.699124,7099.12,76.3445,5025.96,0.578299,0.981528,0.02722,12275.9,-0.00173575,1.09,9.07511,8.33453,124.694,76.0579,0.744248,8.61199,9.10848,124.15,122.247,0.544366,-46.1893 
39,6,39,8782.53,0.0121641,25.365,8.48881,124.418,-0.00749705,36.969,500,-0.834168,-3.39763,-6.47326,1.33003,-0.210342,-421.025,5887.78,33.2028,4466.58,7018.36,1.81691,-0.746553,-1.1711,3.98111,2.44074,1.18527,6223.14,63.6902,4801.94,0.557173,0.982405,0.0238499,11169.1,-0.00135129,0.964266,8.83141,8.3406,124.604,77.2317,0.703352,8.64319,9.10714,124.088,123.827,0.516164,-46.5949 
40,3,40,9789.9,-0.136664,28.5511,8.62263,124.579,-0.0802557,-60.4554,0.177106,-7.40987,-6.31162,1.10276,-3.32202,-2.35815,-492.394,7027.07,31.1375,4566.58,8172.1,-4.30939,-3.21114,7.30371,-0.221541,0.742328,-23.0282,7419.28,66.7929,4958.79,0.592271,0.98449,0.0242117,12526.8,-0.00167995,1.14957,8.98593,8.28013,124.786,77.08,0.747148,8.63743,8.95117,124.251,123.489,0.535898,-46.4089 
41,1.6,41,9715.47,-0.152466,27.6611,8.72708,124.616,-0.103306,-2480.28,1.77051,-1.64667,-1.80323,-0.279769,-2.33568,-2.10251,-334.493,6726.59,20.4083,4661.16,16199.5,0.45954,0.302987,3.93266,-0.229472,0.00370681,0.120097,6993.03,44.6297,4927.6,0.579447,0.988955,0.0164103,12068.5,-0.00158985,1.07618,9.13333,8.3787,124.873,77.23,0.735888,8.86501,9.01045,124.223,123.495,0.649829,-46.2653 
42,1.2,42,9663.77,-0.0160054,27.6802,8.74539,124.729,-0.00418722,-16.2913,500,-0.841669,-3.28437,-2.74173,-2.92312,-3.16425,-417.956,6791.63,29.1142,4764.4,7882.54,1.79009,-0.652611,2.52179,-0.291357,-0.532494,0.110611,7124.55,59.3794,5097.32,0.575731,0.985624,0.0210081,12374.8,-0.00178505,1.07345,9.17808,8.44912,124.921,76.7445,0.74923,8.77933,9.11716,124.356,123.118,0.564501,-46.3736 
43,4,43,8711.85,-0.131899,26.5942,8.46786,124.567,0.171337,175.728,500,-3.09539,0.177096,-5.79495,-3.19551,-1.78302,-626.676,6441.58,35.672,4314.23,8311.01,0.850623,4.12311,2.09707,0.750498,2.16299,0.789963,6940.75,81.0511,4813.4,0.583327,0.979974,0.0300853,11898.6,-0.00187728,1.0721,8.82786,8.28872,124.787,77.0552,0.691649,8.58143,9.1622,124.206,123.588,0.581192,-46.5333 
44,2.2,44,9982.45,-0.150078,28.4304,8.56969,124.636,0.0427512,308.34,489.35,-0.368541,1.36411,-2.04628,-1.65394,0.745614,-289.608,6824.54,27.9236,4723.49,8360.41,1.45504,3.1877,1.60089,0.169644,2.5692,0.821777,7055.23,48.8948,4954.17,0.580294,0.988017,0.0178559,12158,-0.00144638,1.11299,8.96698,8.33184,124.781,77.2677,0.770568,8.70875,8.83113,124.293,123.82,0.487564,-46.5528 
45,2,45,9495.68,-0.0232088,28.9812,8.4852,124.403,-0.00689352,32.9408,500,-4.85613,-3.15636,-2.43116,-2.80413,-1.30568,-446.522,6989.19,31.6226,4672.52,8012.61,-2.04449,-0.344725,3.19211,0.00750026,1.50595,-0.378082,7344.86,63.9564,5028.19,0.586467,0.98499,0.0228943,12523.9,-0.00198852,1.18845,8.92982,8.06138,124.556,77.0162,0.758789,8.6702,8.88082,123.988,123.243,0.567413,-46.2265 
46,4.5,46,9132.51,-0.17096,26.3584,8.79017,124.412,0.280215,241.956,500,-5.33228,-4.84494,-10.2606,-3.13361,-1.70766,-479.375,6324.22,40.2583,4671.75,9749.54,-2.31378,-1.82644,-4.22361,-0.115111,1.31083,0.410778,6706.06,74.971,5053.59,0.563002,0.980811,0.026601,11911.3,-0.00168644,1.02144,9.08777,8.33137,124.593,77.1139,0.723644,8.89117,9.014,124.041,123.508,0.551231,-46.3942 
47,9,47,7637.62,-0.278712,22.3978,8.81813,124.612,-0.0995589,649.653,385.588,-3.01428,-4.40675,-7.25452,-0.596351,-0.366182,-521.926,5449.03,38.2294,3849.97,8534.99,0.27215,-1.12032,-0.681669,2.69008,2.92025,1.16706,5864.76,76.0233,4265.7,0.571701,0.977818,0.0317864,10258.4,-0.00150523,0.867052,9.17353,8.34616,124.878,76.6436,0.601372,8.75719,9.13593,124.197,122.963,0.680921,-46.3198 
48,2.5,48,9708.7,-0.0198891,28.5069,8.56217,124.507,-0.0113672,-11.872,500,-1.26865,-1.27225,-5.76761,-2.81487,-2.87298,-372.086,6819.03,27.0932,4803.67,7950.04,1.07428,1.07068,-1.08176,-0.471945,-0.530056,18.6752,7115.41,54.0369,5100.05,0.575287,0.986884,0.0191441,12368.5,-0.00184634,1.12845,9.03956,8.21653,124.641,77.5955,0.793259,8.70938,8.8004,124.246,123.991,0.394741,-46.3959 
49,7,49,8983.87,-0.167672,25.9013,8.69048,124.43,-0.0253486,-117.093,1.515e-07,-5.41938,-4.76272,-2.63939,-5.09688,1.62765,-528.661,6089.21,34.4921,4637.04,7424.21,-2.09054,-1.43388,4.01829,-1.76804,4.95648,-0.0912429,6510.3,72.7737,5058.13,0.555478,0.980813,0.0258189,11720.2,-0.00158232,0.999956,9.03818,8.2489,124.631,76.8209,0.718174,8.93617,8.96182,124.009,123.196,0.622572,-46.3748 
50,1.4,50,10300.8,-0.238883,28.3805,8.83839,124.425,0.0171542,-85.3133,487.621,-4.26414,-0.776866,-4.02442,-3.21281,-0.0245587,-331.533,6844.83,36.4214,4875.98,8213.24,-2.17657,1.31071,0.150725,-1.12524,2.06302,0.323011,7108.91,60.4285,5140.06,0.573153,0.985342,0.0211974,12403.2,-0.00126483,1.11709,8.9201,8.36525,124.577,76.7149,0.735165,8.94749,9.18844,123.863,123.197,0.713452,-46.4825 
51,5,51,9188.12,0.0263788,26.4875,8.62313,124.536,-0.107116,-18.0164,499.987,-4.35914,-4.59255,-9.90541,-4.57051,-0.0295858,-354.689,6325.47,28.9152,4607.45,7498.17,-2.12576,-2.35917,-5.43864,-2.33713,2.2038,0.459213,6608,54.5991,4889.98,0.56747,0.985747,0.0201535,11644.7,-0.00165097,1.02399,8.9934,8.43326,124.688,77.0685,0.715606,8.98662,8.99714,124.141,123.556,0.546867,-46.4875 
52,1.8,52,10443,-0.0307499,29.4053,8.78747,124.435,-0.0264321,7.13,500,-6.8632,-6.27222,-8.55572,-6.70345,0.329233,-605.898,7035.07,47.7694,5279.97,8417.84,-3.04802,-2.45705,-0.925367,-2.88827,4.14441,0.821161,7517.69,91.6439,5762.59,0.558805,0.979112,0.0284617,13453.2,-0.00163901,1.11531,9.10159,8.38682,124.556,77.2611,0.812189,8.81749,9.16009,124.174,123.705,0.382127,-46.4435 
53,10,53,6655.41,-0.0310375,21.1361,8.19149,124.406,0.0368397,-3.70806,500,-3.38676,-6.02279,-6.74828,-6.66265,-2.7562,-507.425,4724.71,33.1754,3727.05,5640.61,-0.191638,-2.82767,-0.358048,-3.46753,0.438921,0.944107,5128.89,69.9193,4131.23,0.546553,0.976699,0.0302342,9384.06,-0.00162205,0.818935,8.65565,8.11238,124.579,77.2645,0.602573,8.49339,9.10113,124.146,123.804,0.43255,-46.5391 
