cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.2,46.05,0.2,-0.19,-0.01,0,2903.7,-3.14002e-05,6.80675,9.92441,98.6722,-0.000402401,5.82763,0.971878,0.711017,1.41043,1.75019,0.317912,0.089536,0.651359,286.196,5.3607,2922.8,2199.15,0.706916,1.40633,1.74199,0.313811,0.0854346,0.590552,285.283,5.29303,2921.88,0.105253,0.968552,0.0033259,2710.44,-0.000150027,0.0423278,9.20882,8.37643,98.9603,69.0458,0.363221,9.7337,9.64928,98.1719,118.887,0.788488,-49.8414 
1,97,43.248,5.6,48.55,-0.2,0.19,0.01,1,7965.6,-0.0217431,17.6004,9.97082,99.0295,0.0104662,-12.6018,267.846,-0.129715,0.561943,2.10163,0.282775,0.0492834,-90.9679,4124.81,13.7663,4121.32,5717.09,0.443086,1.13474,3.24723,0.855575,0.622084,0.484789,4252.4,23.2175,4248.91,0.546652,0.990536,0.0099656,7779,5.37701e-05,0.606469,9.67519,8.40315,98.8909,69.8933,0.512249,9.77224,9.52258,98.4781,119.286,0.412779,-49.3928 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,8259.98,-0.0251872,18.1739,10.0295,98.6831,-0.0018963,5.3294,16.2237,0.746851,0.960735,1.7516,0.371676,-1.06812,-72.5876,3651.27,50.5343,4811.08,5934,1.20392,1.4178,2.66573,0.828741,-0.611053,0.515774,3753.09,58.0759,4912.9,0.479273,0.973634,0.0213117,7830.79,6.45776e-05,0.567987,9.63274,8.13656,98.5961,69.349,0.599306,9.93244,9.39703,98.1262,119.136,0.46992,-49.7868 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,2742.31,-0.000838806,-6.71459,9.37727,98.9415,-0.00313436,13.6745,1.97953e-10,-0.247528,-0.28862,-0.869578,-1.0571,1.40741,-1.23606,18.1715,17.8114,3007.77,2051.1,-0.239745,-0.280837,-0.854012,-1.04931,1.41519,0.153371,19.9052,17.9398,3009.51,0.00790581,0.388017,0.0108616,2517.8,-5.59666e-05,0.00779992,1.76647,6.49165,103.798,61.7878,0.412019,8.90104,9.32089,98.6585,119.37,5.13975,-57.5827 
4,75,47.3227,2.2,46.05,0.2,-0.19,-0.01,4,2923.81,-0.0198534,7.01968,10.282,99.2109,0.0173349,12.0542,500,-0.457858,1.01756,1.43885,-0.393674,-2.00123,33.315,237.329,21.3819,3119.49,2356.38,-0.667634,0.807784,1.0193,-0.60345,-2.21101,1.61589,190.602,17.9206,3072.77,0.0695373,0.858711,0.0106291,2741,-0.000268026,0.0392245,8.77996,9.00496,99.1159,69.0765,0.369913,10.006,9.70914,98.7164,119.089,0.399527,-50.013 
5,97,43.248,5.6,48.55,-0.2,0.19,0.01,5,7632.42,0.00384726,17.2297,9.69389,98.6749,-0.00410088,9.26059,9.76542e-11,0.111085,1.18531,-0.0339037,-0.138997,0.128805,-94.5625,3977.99,15.3131,3948.44,5438.37,0.70652,1.78074,1.15697,0.456438,0.72424,0.76021,4110.63,25.1378,4081.07,0.548236,0.989412,0.0112193,7497.92,8.67765e-05,0.608349,9.45611,8.18491,98.5922,70.0391,0.509509,9.49916,9.38298,98.0943,119.634,0.49789,-49.5948 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,8222.08,-0.0367432,18.1617,10.0631,98.726,-0.0188861,35.2891,418.217,-0.094723,-1.92346,0.936771,0.937557,0.290824,-88.8877,3818.72,13.7786,4709.41,5971.23,0.464979,-1.36376,2.05618,1.49726,0.850527,0.41339,3943.4,23.0137,4834.09,0.49567,0.98989,0.0086935,7955.69,-1.01881e-05,0.574152,9.62534,8.29212,98.5603,68.5807,0.570324,9.97984,9.67336,98.1996,118.229,0.360668,-49.6486 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,3046.79,-0.0168985,-7.37586,9.74537,98.6593,0.0100745,-19.9385,481.155,-1.91162,0.829292,2.52867,0.966296,0.589978,1.87064,20.4272,19.7597,3358.08,2346.49,-1.9234,0.817513,2.50511,0.954517,0.578199,0.14558,17.8035,19.5654,3355.45,0.00635197,0.342093,0.010627,2802.83,-0.157813,0.158151,-2361.54,1659.42,75.4719,52.6113,0.435582,9.15665,9.51244,98.2082,118.873,-22.7363,-66.2621 
8,75,47.3227,2.2,46.05,0.2,-0.19,-0.01,8,3459.22,-0.0727917,7.86195,10.6225,98.5574,0.108673,-7.04045,78.382,-1.09517,-0.346736,0.430578,0.443913,-0.156706,18.4511,236.551,21.8286,3553.49,2743.55,-1.21136,-0.462918,0.198215,0.327731,-0.272887,1.13947,210.671,19.9116,3527.61,0.0671229,0.858074,0.0102907,3138.59,-0.000165086,0.0413453,9.60276,8.45755,98.5997,69.2092,0.410552,10.162,9.82976,98.1344,119.654,0.46532,-50.4449 
9,97,43.248,5.6,48.55,-0.2,0.19,0.01,9,7514.87,-0.0402603,17.2506,9.72719,98.7054,-0.0122142,10.0597,499.861,-0.977697,0.665794,0.134961,1.38829,0.387199,-93.423,4012.47,16.2192,3895.42,5466.43,-0.389437,1.25405,1.31148,1.97655,0.975459,0.744256,4143.5,25.9255,4026.46,0.55354,0.989169,0.0117219,7485.46,-0.00013864,0.617558,9.48698,8.20972,98.5454,69.8196,0.498836,9.72413,9.41196,98.1431,119.407,0.402319,-49.5872 
10,97,43.248,0,48.55,-0.2,0.19,0.01,10,8020.28,-0.00601619,17.5983,10.0704,98.4395,-0.0111083,8.43935,500,0.50918,0.950558,4.77785,2.57781,-0.405376,-94.9169,3567.56,47.711,4689.4,5772.21,1.10685,1.54822,5.97318,3.17547,0.19229,0.502069,3700.69,57.5725,4822.53,0.480397,0.973496,0.0215183,7703.38,-3.85556e-05,0.540184,9.77133,8.26397,98.409,68.5932,0.570917,10.1067,9.55446,97.8341,118.054,0.574907,-49.4608 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,3348.96,-0.0174661,7.94281,9.55083,99.016,-0.00254938,-11.3556,500,0.198549,3.20316,2.55787,-0.52869,-0.19264,-12.5084,151.021,213.263,3111.44,2470.45,0.277311,3.28192,2.71539,-0.449929,-0.113878,0.524518,168.565,214.562,3128.98,0.0609503,0.309835,0.112151,2765.62,-4.15764,4.15964,-4414.09,3386.24,117.947,80.3817,0.456888,9.08026,9.62336,98.649,120.048,19.2983,-39.6664 
12,75,47.3227,2.2,46.05,0.2,-0.19,-0.01,12,3116.99,-0.0192688,-7.01042,10.3663,98.7688,-0.0115914,6.09048,8.66537e-13,-0.996582,0.00851093,-0.459167,-0.062165,-2.35155,-5.02797,274.107,19.2955,3162.02,2368.03,-0.964922,0.0401707,-0.395847,-0.0305052,-2.31989,0.892169,281.159,19.8178,3169.07,0.0965689,0.890194,0.0113885,2911.49,-6.39625e-05,0.040327,9.31866,7.94542,98.8856,68.5086,0.381471,9.89889,9.52778,98.2581,118.505,0.627508,-49.9965 
13,97,43.248,5.6,48.55,-0.2,0.19,0.01,13,7890.52,-0.0470573,17.5417,10.0749,98.5244,0.000149668,50.6528,34.456,0.915501,2.47725,5.77746,1.23751,-0.272617,-110.121,4198.48,11.4773,4011.55,5753.41,1.60891,3.17066,7.16427,1.93092,0.420789,0.498846,4352.94,22.9185,4166,0.557303,0.99087,0.0100323,7810.72,-4.26874e-05,0.62721,9.75167,8.22599,98.4499,69.4983,0.50525,9.87215,9.40203,97.9132,118.829,0.536654,-49.3308 
