cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,-3.98,43.2427,5,0,17708.5,-0.126124,30.8958,13.1409,117.189,0.0863371,32.0484,500,-5.37913,-2.03826,-2.10319,1.38034,-1.49027,-99.53,9739.84,41.8883,8266.7,13306.6,-4.75242,-1.41155,-0.849766,2.00705,-0.863553,0.855242,9819.12,49.0955,8345.98,0.519084,0.991326,0.0107201,18916.2,-0.000724496,0.833501,13.2994,11.05,116.393,87.4467,0.64679,13.2002,12.25,116.405,137.261,-0.0121575,-49.8148 
1,-3,44.2227,0,1,17038.1,-0.0534258,29.6028,13.0945,117.131,0.0103807,28.464,497.43,-5.81419,-2.63678,-4.77745,-1.96566,-2.03559,-136.86,9529.23,49.7591,7739.67,12628.4,-4.95242,-1.77501,-3.05391,-1.10389,-1.17382,0.746754,9638.25,59.6695,7848.69,0.529769,0.989282,0.0138111,18193.3,-0.000637223,0.814891,13.2993,11.0358,116.435,86.9064,0.593477,13.246,12.4726,116.403,136.479,0.0324432,-49.5726 
2,-3,44.2227,0,2,18478.1,-0.0341646,31.4919,13.3543,117.149,0.0517026,-27.4194,0.0505415,-3.35983,-1.56554,-5.15098,-0.874596,-5.44123,-79.6741,10544.1,48.6817,8181.9,13736.5,-2.85814,-1.06386,-4.1476,-0.37291,-4.93954,0.690062,10607.5,54.4511,8245.36,0.541339,0.991097,0.0120188,19595,-0.000702682,0.895015,13.5601,10.9435,116.469,87.392,0.631271,13.4287,12.1964,116.296,136.986,0.172858,-49.5935 
3,-4.18,43.0427,5,3,19992.9,0.0325388,34.772,13.0286,117.136,0.013538,-9.4895,0.0128665,-3.47378,-3.55568,-2.93758,-1.23841,-3.31159,-116.003,11627.2,44.7829,8805.86,14751.8,-2.74335,-2.82524,-1.4767,-0.50797,-2.58116,0.854288,11719.6,53.183,8898.26,0.547167,0.992121,0.01089,21418.7,-0.000804503,1.01162,13.2471,10.8764,116.497,87.244,0.706392,13.157,11.8817,116.415,136.883,0.0818611,-49.6386 
4,-3.96,43.2627,5,4,18545.5,0.00375497,32.365,13.0195,117.173,-0.0109924,-48.0129,500,-0.533203,-2.33976,-5.9818,-3.25825,-2.0932,-151.322,10418.9,42.3882,8587,13734.4,0.419629,-1.38692,-4.07614,-2.30542,-1.14036,0.519845,10539.4,53.3458,8707.53,0.526166,0.99122,0.0111595,20030.6,-0.000892515,0.9095,13.3405,10.7968,116.546,87.6324,0.677639,13.1835,12.164,116.298,137.373,0.248422,-49.7407 
5,-4.2,43.0227,5,5,17060.5,-0.042608,29.785,13.1892,117.422,0.0660923,-39.0401,500,-1.37675,-1.60121,-1.9586,-4.00225,-1.53355,-86.0306,9693.71,57.7559,7903.03,12872.2,-0.83504,-1.0595,-0.875181,-3.46053,-0.991835,0.878819,9762.24,63.9855,7971.55,0.529083,0.98866,0.0145706,18451.2,-0.000908585,0.814801,13.4476,11.1201,116.591,87.1403,0.603303,13.3253,12.4201,116.682,136.715,-0.0906382,-49.5745 
6,-5,42.2227,0,6,17923,-0.0250107,31.1676,13.0807,117.104,-0.00735712,-7.50521,463.683,-2.36939,-3.23886,-5.1794,0.157713,0.700515,-125.226,10488.3,59.6157,7900.74,13273.5,-1.58087,-2.45034,-3.60236,0.946229,1.48903,0.307013,10588,68.6837,8000.49,0.548359,0.988775,0.0155681,19308.6,-0.000863605,0.907406,13.3549,10.884,116.52,87.0573,0.607548,13.3832,12.2669,116.314,136.612,0.205893,-49.5551 
7,-3,44.2227,0,7,18689.8,-0.0201093,32.5959,12.9746,116.957,0.0278997,-23.4298,500,-1.67313,-2.73203,-4.28906,-2.60719,-1.93888,-78.3691,10757.5,36.9797,8236.43,13788.6,-1.17966,-2.23856,-3.30212,-2.11372,-1.44542,0.678766,10820,42.6546,8298.86,0.544655,0.993148,0.00937928,19865.7,-0.000678062,0.949009,13.2786,10.7263,116.272,87.3558,0.666694,13.0667,11.8569,116.113,136.82,0.158456,-49.4644 
8,-4.04,43.1827,5,8,20642.4,-0.0002549,36.2537,12.9329,117.39,0.0159281,-12.0134,6.14669e-11,-2.04497,-2.03457,-3.04407,-0.749012,-1.04608,-61.9347,11500,52.8272,9579.05,15269.4,-1.65498,-1.64459,-2.2641,-0.359025,-0.656094,0.655848,11549.3,57.3121,9628.38,0.523914,0.991391,0.010846,22044.2,-0.000895399,1.01553,13.1855,10.7879,116.791,87.2578,0.75578,13.2284,12.0978,116.519,137.067,0.272388,-49.8092 
9,-3.88,43.3427,5,9,20874.2,-0.0109947,36.3474,13.0005,117.131,-0.000998079,-9.38952,1.45914e-11,-1.56521,-1.64572,-6.49261,-1.47018,-2.8592,-29.2297,11740.6,72.7236,9433.55,15382.9,-1.38115,-1.46167,-6.12451,-1.28613,-2.67515,0.526282,11763.9,74.8402,9456.83,0.532982,0.988989,0.0143687,22071.8,-0.000702249,1.03957,13.2086,10.7255,116.572,86.3679,0.753103,13.0136,12.0697,116.307,135.84,0.265115,-49.472 
