cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,0,3254.65,-3.82226e-05,7.42545,10.3389,98.7504,0.00326339,6.7731,7.94878e-13,-1.0855,-1.3901,0.654039,1.34904,-1.95332,-22.8363,339.319,14.3269,3216.64,2499.86,-0.941703,-1.2463,0.941627,1.49284,-1.80953,1.60242,371.349,16.6995,3248.67,0.12105,0.927044,0.00938037,3067.75,-0.000157539,0.0490021,9.54874,9.01332,99.3347,68.394,0.371318,10.0753,10.0379,98.3257,118.596,1.00899,-50.2025 
1,97,43.248,4,48.55,-0.2,0.19,0.01,1,7157.73,-0.0355635,16.1021,9.90616,98.784,0.0103906,20.5893,49.0546,-2.03226,-0.0162659,0.298315,-2.17901,0.294349,-75.2053,3017.23,35.1124,4307.24,5199.53,-1.55871,0.457282,1.24541,-1.70546,0.767896,2.56937,3122.71,42.9259,4412.72,0.460219,0.976509,0.0176041,6785.27,2.10125e-05,0.488296,9.50383,7.94957,98.7172,68.8213,0.547595,9.93829,9.29328,98.2105,118.281,0.506764,-49.4594 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,8306.29,-0.0108246,17.8419,10.2943,98.6902,-0.0136459,18.9232,500,0.206173,0.344283,2.1334,-1.34467,-0.0730533,-63.6085,3575.74,43.3611,4829.82,5987.47,0.606699,0.744809,2.93445,-0.944143,0.327473,0.200267,3664.96,49.9698,4919.04,0.473035,0.976696,0.0183692,7747.76,7.233e-05,0.540233,9.73206,8.37385,98.8914,68.909,0.572671,10.232,9.71102,98.0611,118.528,0.830298,-49.6186 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,3042.36,-0.05413,-7.36398,9.8076,98.9005,0.304596,-197.163,36.5282,-0.827941,-1.70681,-1.21693,-2.35039,0.541827,-1.54215,-58.3331,14.7806,3326.52,4306.09,-0.81823,-1.69709,-1.19751,-2.34068,0.551538,0.782349,-56.1701,14.9408,3328.69,-0.0207527,1.87086,0.0082005,2706.64,-9.65143e-05,0.0547478,-0.321569,0.129683,109.584,62.483,0.427968,9.4511,9.50374,98.658,118.972,10.9261,-56.4889 
4,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,4,2944.12,-0.0125786,6.92519,10.2044,98.2591,0.0241381,-37.5062,500,-0.428157,0.700143,-1.81524,-1.287,0.717351,-18.709,306.339,3.71908,2937.22,2329.92,-0.310352,0.817948,-1.57963,-1.16919,0.835156,-0.123434,332.58,5.66287,2963.46,0.119108,0.971065,0.00350773,2792.25,-0.000203299,0.0500512,9.69571,8.41667,98.4948,68.2763,0.346669,9.9878,9.94328,97.8,118.299,0.694778,-50.0228 
5,97,43.248,4,48.55,-0.2,0.19,0.01,5,7023.41,-0.0169735,16.3717,9.44288,98.7522,0.00575059,15.6086,1.69637e-10,-0.0185283,0.20707,0.736147,0.183939,0.412983,-75.5206,3065.46,39.7038,4097.16,5035.53,0.457005,0.682603,1.68721,0.659472,0.888516,0.614334,3171.39,47.5501,4203.09,0.476188,0.974432,0.0204145,6659.95,0.00011521,0.519198,8.96609,7.94562,98.8142,68.6641,0.539992,9.55714,9.24386,98.1063,118.234,0.707915,-49.57 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,7903.52,-0.0415391,18.5217,9.52328,98.5092,-0.0749083,86.3871,128.389,1.03767,1.15747,0.357186,-1.14805,-0.0194235,-57.1136,3429.95,46.35,4674.81,5952.64,1.3973,1.5171,1.07644,-0.788423,0.340206,0.696146,3510.06,52.2839,4754.92,0.470729,0.974595,0.0198532,7456.64,1.47951e-05,0.565974,9.11288,8.11358,98.546,69.3479,0.606695,9.53325,9.48066,98.0109,118.885,0.53514,-49.5372 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,2822.16,-0.029518,-6.99666,9.52365,98.8394,-0.0383494,50.8933,500,-1.60599,1.0549,-0.520499,0.719118,-0.49253,-1.77245,-38.4661,8.65442,3096.22,2232.68,-1.59483,1.06606,-0.498178,0.730279,-0.48137,0.3597,-35.9801,8.83857,3098.7,-0.014188,1.75405,0.00522686,2535.94,-7.42087e-05,-0.0132221,-1.25692,1.12188,102.036,61.0334,0.422289,9.06839,9.26812,98.6619,118.114,3.37374,-57.0804 
8,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,8,3459.57,-0.00199317,7.74623,10.4048,98.7765,0.00204676,8.35282,4.93979e-12,-1.01948,1.5088,-0.398009,-0.855507,-0.564285,-28.5618,353.321,13.3918,3364.1,2624.3,-0.839637,1.68865,-0.0383161,-0.675661,-0.384438,0.846368,393.382,16.3592,3404.16,0.122212,0.932161,0.00877485,3218.83,-8.25316e-05,0.0486321,9.84382,8.85682,98.5447,67.9253,0.391844,9.98146,10.0084,98.4618,118.287,0.0829384,-50.3614 
9,97,43.248,4,48.55,-0.2,0.19,0.01,9,7128.32,-0.0297743,16.2493,9.73669,98.7822,0.0216467,20.1478,20.6215,0.114417,2.02825,2.0203,0.0722501,-0.685935,-56.7978,3042.1,43.3827,4207.22,5164.6,0.472058,2.38589,2.73558,0.429891,-0.328294,0.519663,3121.76,49.2838,4286.89,0.467338,0.973115,0.0207384,6679.88,4.34114e-05,0.498063,9.33269,8.1113,98.7444,68.9527,0.540574,9.67593,9.39384,98.2213,118.185,0.523124,-49.2323 
