cyc,field,FB,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
10,202.14,3.309,43.12,10,10,26917.6,-0.123246,44.2422,13.5316,115.838,-0.104137,124.18,39.5587,0.309916,-2.54328,-3.16608,-0.83023,0.665497,3.90803,14116.5,106.458,12138.8,19909.5,0.285308,-2.56789,-3.21529,-0.854838,0.64089,0.437081,14113.4,106.175,12135.7,0.507187,0.987006,0.0158609,27826.7,-0.000198655,1.14331,13.7776,11.3108,115.197,89.6517,0.898198,13.572,12.6712,115.154,139.578,0.043465,-49.9265,555.066,481.327,1036.39 
11,202.14,3.309,43.28,10,11,27296.3,-0.107705,44.2089,13.7296,115.841,0.226779,-275.607,500,0.410657,-2.27227,-0.561056,1.42828,-1.89814,19.0521,13881.1,104.821,12732,21793.6,0.290691,-2.39223,-0.800989,1.30831,-2.0181,0.778262,13865.9,103.441,12716.9,0.491073,0.987113,0.0147628,28236,-0.000232557,1.09292,13.8145,11.6055,115.236,90.3086,0.905645,13.8583,12.9493,115.143,140.398,0.0924752,-50.089,546.187,506.693,1052.88 
12,202.14,3.309,43.3,10,12,27052.2,-0.135388,44.2608,13.6263,115.617,0.174187,-139.125,449.156,0.557733,-0.91533,0.920716,-1.99599,0.490664,34.924,14267.3,110.237,12075.7,20422.2,0.337825,-1.13524,0.480901,-2.2159,0.270757,1.21263,14239.4,107.708,12047.8,0.511226,0.986936,0.0162016,27853.5,-0.000195013,1.16379,13.8024,11.2344,114.858,88.8915,0.892948,13.6769,12.5914,115.042,138.857,-0.184231,-49.9655,562.119,479.101,1041.22 
13,202.14,3.309,43.38,10,13,27379.4,-0.0880695,44.3156,13.7194,115.692,0.366821,-320.247,500,0.150838,0.888409,4.05524,1.98354,0.548077,4.5059,14091.1,123.714,12500.9,23616,0.122465,0.860037,3.9985,1.95517,0.519705,0.463712,14087.5,123.388,12497.3,0.499389,0.984904,0.0178626,28209.4,-0.000178625,1.11562,13.92,11.486,115.057,89.7625,0.899299,13.8199,12.8453,115.068,139.739,-0.0107857,-49.9763,555.878,497.633,1053.51 
14,202.14,3.309,43.14,10,14,29356.9,-0.10269,48.0981,13.5539,115.71,-0.867556,6108.7,0.473053,1.85727,-2.8662,-3.00949,-2.06598,-0.0425527,25.5899,14849,106.406,13779.3,193743,1.69614,-3.02733,-3.33176,-2.22711,-0.203685,0.530325,14828.7,104.553,13758.9,0.488167,0.987812,0.0138048,30376.2,-0.000164819,1.22008,13.7167,11.1959,115.063,89.662,1.02823,13.648,12.4481,115.056,139.657,0.00757136,-49.9949,583.611,544.127,1127.74 
15,202.14,3.309,43.26,10,15,25633.2,-0.0314508,42.5183,13.3969,115.943,0.0942012,-93.2178,2.01023e-05,-1.05723,-1.11639,1.5683,0.123189,-1.37553,-5.87456,12910.9,71.3913,12391.7,18828.6,-1.02024,-1.0794,1.64228,0.160179,-1.33854,2.004,12915.6,71.8167,12396.4,0.479713,0.990363,0.0105593,26923.5,-0.00050811,1.06304,13.7387,-11.202,115.39,90.4751,0.934427,13.4849,12.5064,115.153,140.648,0.237431,-50.1725,509.592,490.838,1000.43 
16,202.14,3.309,43.16,10,16,27327.7,-0.113243,44.6889,13.5703,115.788,0.217541,-162.198,69.5227,2.99993,0.932227,1.53475,-1.10086,-1.09475,30.373,13498.3,93.9396,13153.4,20890.3,2.80868,0.740976,1.15225,-1.29211,-1.286,0.457459,13474.1,91.7402,13129.2,0.475948,0.988225,0.0127082,28310.1,-0.000223947,1.11211,13.8259,11.1121,115.21,89.5817,0.976336,13.6477,12.5445,115.099,139.565,0.111769,-49.9835,532.217,520.632,1052.85 
17,202.14,3.309,42,0,17,27879.3,-0.12583,45.7785,13.5402,115.537,0.224412,-267.429,406.937,-0.620856,0.392929,-2.39897,1.16172,0.349574,13.6301,14588.6,94.134,12551.8,22131.8,-0.706681,0.307104,-2.57062,1.0759,0.263749,-0.576534,14577.7,93.147,12541,0.507068,0.988942,0.0134974,28749,-8.53914e-05,1.19273,13.6876,11.2569,114.985,89.629,0.935187,13.4916,12.6076,114.866,139.56,0.118936,-49.9312,572.481,495.623,1068.1 
18,202.14,3.309,43.4,10,18,29075,0.0123259,47.7691,13.4052,115.726,0.00251201,-29.9207,3.60335e-11,0.839353,-1.24702,2.44028,1.84071,2.78008,39.2687,15051,106.823,13355.4,20848.1,0.592088,-1.49428,1.94575,1.59345,2.53281,0.623632,15019.7,103.979,13324.2,0.499392,0.98803,0.0141717,30076,-0.000159895,1.22879,13.7177,-11.2524,115.075,90.0599,0.999395,13.4312,12.5801,115.098,140.087,-0.0227375,-50.0275,590.832,526.076,1116.91 
19,202.14,3.309,43.2,10,19,26203.2,-0.117905,42.2391,13.7916,115.736,0.225742,-117.322,39.4223,0.993672,0.820652,1.28565,1.7346,-2.80354,17.9275,12796.8,87.8848,12629.3,19825.8,0.880787,0.707768,1.05989,1.62171,-2.91642,0.217065,12782.5,86.5866,12615.1,0.472769,0.988285,0.0124859,27037.5,-0.00020135,1.0145,14.1067,11.372,114.99,89.5617,0.912096,13.8088,12.7964,115.168,139.778,-0.178552,-50.2165,507.115,502.163,1009.28 
20,202.14,3.309,43.18,10,20,27400.1,-0.148287,44.8789,13.6359,115.776,-0.0139034,85.6552,79.9194,-1.34139,-1.38526,-3.3411,-2.81333,-0.956706,27.1508,13950.9,95.5916,12768.4,19960.3,-1.51236,-1.55622,-3.68302,-2.98429,-1.12767,0.660974,13929.3,93.6256,12746.8,0.491625,0.988374,0.0133497,28333.2,-0.000324316,1.12643,13.885,-11.3183,115.135,89.9987,0.930723,13.6551,12.8464,115.109,139.936,0.025505,-49.9369,551.626,508.81,1060.44 
21,202.14,3.309,43.32,10,21,28624.9,-0.137756,46.4378,13.7895,115.878,0.372494,152.711,2.6975e-05,0.764001,0.306443,4.17602,1.21548,-1.06602,45.1208,14737.2,136.141,13183.6,22697.4,0.479887,0.0223296,3.60779,0.931369,-1.35013,0.0226088,14701.3,132.873,13147.7,0.497368,0.984429,0.0182765,29558.1,-0.000299507,1.14181,14.0896,11.5947,115.224,90.0331,0.938123,13.681,13.123,115.318,140.229,-0.0934001,-50.1961,581.488,525.204,1106.69 
22,202.14,3.309,43.24,10,22,23386.6,0.036764,38.3339,13.5134,115.708,-0.0804923,-39.1508,1.2493e-10,-0.250197,0.805723,-2.73642,-2.26222,-0.499467,8.27614,11862.9,78.8608,10992.5,16965.9,-0.302309,0.75361,-2.84065,-2.31434,-0.551579,0.459466,11856.3,78.2615,10985.9,0.488508,0.98858,0.0129528,24270.4,-0.000261047,0.946837,13.7285,11.5292,115.046,90.1979,0.795672,13.7215,12.8564,115.123,140.56,-0.0774215,-50.3626,467.004,437.435,904.438 
23,202.14,3.309,43.34,10,23,28776.4,-0.0573099,47.3264,13.5061,115.811,-0.0367283,57.0037,500,-1.52901,-1.97958,1.65319,3.50504,0.74439,-14.5424,14929.1,114.571,13235.3,20876,-1.43744,-1.88801,1.83633,3.59661,0.835959,0.376128,14940.7,115.624,13246.9,0.499527,0.986638,0.0158243,29909.6,-0.00028193,1.23571,13.7095,-11.1257,115.187,90.4457,0.981311,13.6248,12.572,115.187,140.564,0.000115509,-50.1187,587.056,523.581,1110.64 
24,202.14,3.309,43.22,10,24,23795.3,-0.163768,39.1776,13.667,115.604,0.0959727,72.0523,483.235,1.15507,-3.31441,1.70818,0.92261,-0.140661,17.6989,12101.4,91.6182,11283.6,17655.5,1.04362,-3.42585,1.48529,0.811165,-0.252106,5.39588,12087.3,90.3366,11269.6,0.486962,0.98709,0.0145514,24821.9,-0.000424924,0.945344,13.962,11.6325,115.013,89.2732,0.814966,13.6912,12.9035,114.931,139.349,0.0820762,-50.0754,478.589,448.852,927.442 
25,202.14,3.309,43.1,10,25,27252.3,-0.0705599,44.9034,13.4817,115.779,0.140195,-180.925,500,-1.86614,-0.891941,0.774281,-0.815904,-0.587956,0.631536,14302.7,118.491,12309,20532.6,-1.87011,-0.895918,0.766328,-0.81988,-0.591933,1.22463,14302.2,118.445,12308.5,0.506975,0.985714,0.0174179,28210.8,-0.000278253,1.17298,13.6462,11.2948,115.109,89.5597,0.900993,13.6116,12.8057,115.18,139.536,-0.0706533,-49.9768,563.285,489.424,1052.71 
26,202.14,3.309,43.36,10,26,29961.6,-0.180245,49.006,13.7263,115.777,-0.0782156,79.5828,500,-3.49995,-2.3377,-2.13013,1.21035,4.01941,23.6112,15678.7,134.52,13702.6,22100.3,-3.64862,-2.48637,-2.42748,1.06168,3.87073,0.331285,15659.8,132.81,13683.8,0.503167,0.985375,0.0175648,31122.6,-0.000431576,1.23269,13.9859,11.5135,115.016,89.7724,0.999682,13.6229,12.8263,115.235,139.837,-0.218549,-50.0645,618.561,544.481,1163.04 
27,202.14,3.309,43.12,10,27,28331,-0.178841,46.7482,13.5978,115.649,0.140164,316.733,47.8556,-0.0270744,0.190615,-0.477087,-2.98148,1.47498,-12.4966,14689.6,100.111,13170.9,22138.4,0.0516135,0.269303,-0.319711,-2.90279,1.55366,0.762811,14699.6,101.016,13180.9,0.496708,0.988117,0.013921,29594,-0.000407371,1.19805,13.5814,-11.3519,114.96,90.0842,0.951779,13.7512,12.8472,115.007,140.282,-0.0472584,-50.1982,575.512,523.968,1099.48 
28,202.14,3.309,43.28,10,28,24634.2,-0.111798,40.4864,13.5298,116.065,0.182746,-68.5523,160.943,-2.30122,0.895827,-0.0529592,0.417892,-3.44417,52.9581,12767.4,90.9678,11280.3,18239.6,-2.63469,0.562364,-0.719885,0.0844292,-3.77763,0.888999,12725.2,87.133,11238.1,0.500514,0.988159,0.0140814,25424.3,-0.000207767,1.04336,13.7714,11.2207,115.281,89.4865,0.8363,13.5371,12.6801,115.543,139.518,-0.261921,-50.0313,502.247,447.247,949.494 
