cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,0,13289.7,-0.000180506,19.7995,13.9626,96.236,0.00703442,-19.3323,500,2.55897,5.33292,3.80591,0.108648,-1.28282,-91.313,577.359,21.1938,11565.1,9003.89,3.13395,5.90789,4.95586,0.683622,-0.707843,0.645338,705.435,30.6809,11693.2,0.0641569,0.929272,0.0048101,10995.5,0.00154086,0.0663324,10.7248,9.10489,95.8601,72.9133,0.840903,13.3431,12.2949,95.9097,124.283,-0.0496295,-51.3695 
1,97,43.248,4.4,48.55,-0.2,0.19,0.01,1,23499,0.239745,37.7184,12.8119,96.5709,-0.163983,-1167.99,278.951,6.49447,4.64322,4.17793,2.2767,1.53527,-164.705,10589.9,63.9151,11662,21966.2,7.53157,5.68032,6.25213,3.3138,2.57238,0.753369,10820.9,81.0273,11893,0.50834,0.987065,0.0123947,21286.8,0.00182855,1.05353,12.3172,9.80231,96.7938,73.3966,0.906493,12.884,11.8932,95.9583,124.356,0.835451,-50.959 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,23654.2,0.134467,38.7408,12.6791,96.5559,-0.2242,-123.165,500,4.51441,6.00929,6.57656,0.799612,0.558857,-181.52,10986.9,63.7294,11563.1,16889.1,5.6574,7.15228,8.86253,1.9426,1.70184,0.649933,11241.5,82.5886,11817.7,0.519453,0.987306,0.0127101,21641.1,0.001755,1.11281,12.1785,9.69817,96.8081,74.29,0.922906,12.6416,11.7813,95.8437,125.571,0.96443,-51.2806 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,13412.3,0.0125363,20.7191,13.3095,96.4086,0.0169595,-22.2647,500,4.58059,4.30239,8.5289,2.27205,4.82174,-58.4386,-98.0773,7.87919,12333.9,8989.25,4.94856,4.67037,9.26484,2.64002,5.18971,0.653178,-16.1115,13.9507,12415.9,-0.00147679,-1.94062,0.00206555,10909.9,0.00815939,-0.00980106,10253,87.383,71.1558,66.7652,0.934756,12.8662,12.2757,96.0884,125.136,-24.9326,-58.3707 
4,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,4,14493.8,0.205103,21.3079,13.6837,96.3183,-0.381413,15.732,187,4.00839,3.76241,4.87248,2.64852,-0.505857,-73.3302,772.715,22.2613,12444.6,9686.91,4.47013,4.22415,5.79596,3.11027,-0.0441163,0.669866,875.568,29.88,12547.4,0.0734703,0.943644,0.00436756,11917.3,0.00161794,0.0793104,11.5387,9.84055,96.9834,72.6951,0.884858,13.4484,12.5428,95.9877,124.907,0.995664,-52.2123 
5,97,43.248,4.4,48.55,-0.2,0.19,0.01,5,21469.9,0.19321,35.59,12.488,96.5012,0.44141,-2159.71,176.275,2.24528,1.30842,6.46433,1.50461,3.79938,-171.577,9735.01,46.312,10777.5,45501.9,3.32566,2.3888,8.62508,2.58499,4.87976,0.604432,9975.67,64.1382,11018.2,0.507108,0.988874,0.0106093,19671.7,0.0016545,0.993975,11.9943,9.70687,96.6179,73.7463,0.874765,12.4586,11.7076,95.9663,124.846,0.651615,-51.1 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,24775.7,0.0532007,40.4087,12.88,96.4853,-0.553522,378.428,493.839,4.34819,4.49815,2.69113,1.53349,2.65493,-132.592,11620.9,60.8755,12054.6,23761.8,5.18309,5.33305,4.36092,2.36838,3.48982,0.789686,11806.9,74.6512,12240.5,0.522924,0.989056,0.0111096,22578.5,0.00151163,1.11563,12.4345,10.1272,96.8646,73.5964,0.931505,12.9131,12.059,95.8537,124.774,1.01086,-51.178 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,12926.8,0.024285,20.3782,13.012,96.4662,-0.0398718,27.3726,500,5.31476,5.99005,6.09359,3.18036,4.68678,-72.192,-151.59,5.41831,11945.3,8667.43,5.76933,6.44463,7.00273,3.63493,5.14136,0.74984,-50.3341,12.9188,12046.5,-0.00477073,1.81539,0.00197159,10550.6,0.00556161,-0.00833737,163.584,-69.381,134.998,62.6193,0.961712,12.4795,11.8381,96.1885,124.996,38.8099,-62.3765 
8,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,8,14310.3,0.148937,21.7863,13.4924,96.1525,-0.00305152,-554.362,377.501,3.68341,5.0872,7.10367,4.51687,1.81291,-57.5647,797.402,19.6876,12421,9624.15,4.04588,5.44967,7.82861,4.87934,2.17538,0.678877,878.142,25.6683,12501.8,0.0739195,0.951336,0.00376791,11879.7,0.00141242,0.0899441,11.0746,9.34873,96.0353,72.6439,0.901577,13.2506,12.4859,95.96,125.111,0.0753675,-52.4674 
9,97,43.248,4.4,48.55,-0.2,0.19,0.01,9,22620.5,0.235332,35.9496,12.9254,96.3955,-0.0478809,-280.951,138.959,2.11026,5.96225,9.59425,0.424268,2.81186,-168.232,9938.68,68.6346,11489.5,15564.3,3.16957,7.02156,11.7129,1.48358,3.87117,0.570308,10174.6,86.1132,11725.5,0.496492,0.985405,0.013348,20493.1,0.00203568,1.02336,12.1132,9.43613,96.6845,73.5751,0.899538,12.9133,11.6983,95.6734,124.45,1.01112,-50.8751 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,13716.4,0.180029,20.8444,13.3142,96.0441,-0.161591,3.77459,11.3761,4.26994,4.07588,3.95476,3.6951,-0.400797,-48.6413,-103.948,14.9672,12666,9054.24,4.57622,4.38217,4.56732,4.00138,-0.0945153,0.738001,-35.7239,20.0208,12734.2,-0.00319808,51.9647,0.0028878,11170.4,0.0100246,-0.0111176,-9092.02,111.001,88.7853,66.6236,0.953007,12.9885,12.239,95.7325,125.394,-6.94715,-58.7709 
12,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,12,12131.1,0.170287,18.504,13.1969,96.0643,-0.102265,90.7967,263.682,8.46867,2.12467,0.0177394,-0.975606,1.18991,-21.1273,648.934,46.4075,10393,8251.6,8.6017,2.25771,0.283806,-0.842573,1.32294,0.975584,678.567,48.6025,10422.7,0.0688864,0.888617,0.00851686,9850.52,0.00148582,0.0729733,10.2949,9.6113,95.292,73.0824,0.809305,12.8781,11.8659,95.8256,124.73,-0.533576,-51.6473 
13,97,43.248,4.4,48.55,-0.2,0.19,0.01,13,21466.5,0.184051,36.0708,12.3483,96.5485,-0.00242387,29.8848,174.153,4.76664,7.01112,3.9543,0.657345,3.94674,-122.543,9857.29,42.7952,10633.4,14502,5.53826,7.78274,5.49753,1.42896,4.71836,0.779798,10029.2,55.5269,10805.3,0.51332,0.990404,0.00937752,19537.9,0.0012866,1.00777,11.9005,9.9611,96.833,73.4994,0.85967,12.5337,11.8995,95.784,124.437,1.04897,-50.9377 
14,97,43.248,0,48.55,-0.2,0.19,0.01,14,23984.1,0.222056,39.6842,12.4934,96.6019,-0.31442,48.9604,486.254,2.21657,5.19338,8.30788,3.88373,2.39666,-200.98,10968.9,81.8266,11922,16640.8,3.48209,6.4589,10.8389,5.14925,3.66218,0.633713,11250.8,102.708,12203.9,0.511627,0.984276,0.0152665,21990.2,0.00195577,1.17485,11.7557,9.38193,96.8053,73.8623,0.989588,12.5382,11.36,95.9226,124.586,0.882783,-50.7235 
15,75,46.2227,0,46.05,0.2,-0.19,-0.01,15,13875.9,0.0955213,20.91,13.4291,96.2694,-0.133182,-96.2162,499.966,4.83841,2.79497,9.58957,1.27891,2.16611,-70.0784,18.0565,35.1236,12545.7,9558.23,5.27967,3.23623,10.4721,1.72018,2.60738,0.550854,116.348,42.4045,12644,0.0103484,0.610572,0.00613996,11243.1,0.00176634,0.0173406,-4.17339,-10.1329,122.661,61.3243,1.00609,12.7154,11.5833,96.0777,124.587,26.5834,-63.2625 
16,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,16,13152.2,0.191494,19.9269,13.2469,96.1656,-0.217179,-171.061,385.158,4.54637,4.22503,7.46311,-0.012197,-0.981567,-47.1866,757.015,15.1016,11207.3,9802.44,4.8435,4.52215,8.05735,0.284925,-0.684445,0.526692,823.199,20.0041,11273.5,0.0766202,0.959209,0.00325804,10743.9,0.00150072,0.090569,11.3553,8.72209,96.5611,72.8288,0.849649,12.9443,12.2071,95.9031,124.753,0.658026,-51.924 
