cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,2818.26,-0.0310254,-7.82707,9.23036,114.242,0.044982,-22.519,279.804,-0.861997,-2.56276,-1.70559,-2.57075,0.119981,-23.9369,-38.6138,-8.12352,3590.32,2384.84,-0.711273,-2.41203,-1.40414,-2.42002,0.270705,0.789697,-19.5472,-6.3902,3609.38,-0.0048157,0.636094,-0.00327201,4059.06,-0.000473871,-0.0053353,27.3029,10.5602,97.332,81.2235,0.515496,9.02688,9.16663,113.494,138.817,-16.1618,-57.5938 
12,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,12,3476.71,-0.0749417,8.75217,10.0004,114.703,0.132292,-13.9967,500,2.27411,1.21792,-7.11535,-0.7807,-2.98305,28.1539,506.097,-8.51144,3688.45,2909.5,2.09684,1.04064,-7.4699,-0.957978,-3.16032,0.116064,483.672,-10.5501,3666.02,0.104549,1.03969,-0.00532949,4626.28,-0.000566061,0.0734674,10.318,8.99154,114.91,89.8329,0.449083,9.77553,9.94306,113.857,138.996,1.05392,-49.1636 
13,7,43.248,4,46.05,-0.2,0.19,0.01,13,2216.64,-0.0143538,-6.76883,-9.08962,114.137,0.00470166,-4.06864,500,-0.563776,-0.248972,-3.68016,-1.30514,-1.15347,13.2142,-61.8521,-12.8302,3123.09,2003.5,-0.646983,-0.332178,-3.84657,-1.38834,-1.23667,0.483734,-72.3777,-13.7871,3112.56,-0.0210106,0.749989,-0.00822672,3444.81,-0.00055645,-0.00295032,6.12911,-4994.59,109.028,98.238,0.442474,8.96915,9.3494,113.575,139.62,-4.54695,-41.382 
14,97,43.248,4,48.5,-0.2,0.19,0.01,14,8039.92,-0.0190221,20.5079,8.94989,114.41,-0.00187242,-8.32115,500,-1.36776,-0.679954,-4.43491,-0.698842,0.58499,23.2275,3943.03,-28.7457,4760.87,5975.45,-1.51402,-0.826211,-4.72742,-0.845099,0.438733,0.367486,3924.53,-30.4276,4742.37,0.422746,1.01375,-0.0119605,9283.41,-0.000539531,0.693769,8.77548,8.08206,114.033,89.6896,0.685575,9.194,9.01377,113.657,139.488,0.376005,-49.7988 
15,97,43.248,0,48.5,-0.2,0.19,0.01,15,9201.96,-0.0437961,22.1005,9.2689,114.548,0.0140123,-8.74089,324.281,-0.348874,-1.54814,-3.05209,-0.307347,0.379521,6.59914,4690.8,-39.3042,4986.96,6672.44,-0.390427,-1.58969,-3.1352,-0.348901,0.337968,0.388403,4685.54,-39.7821,4981.7,0.454251,1.01508,-0.01493,10314.9,-0.000437157,0.750294,9.31526,8.43681,114.278,90.3903,0.686551,9.47854,9.20068,113.803,139.813,0.47482,-49.4229 
16,95,43.248,0,40,-0.2,0.19,0.01,16,5167.03,-0.0625177,12.6252,9.45139,114.22,-0.0147351,39.6504,76.7233,-2.06801,-3.88446,-2.99961,-3.20868,-0.9844,-28.8111,-50.9481,-10.8188,5770.71,3903.46,-1.88659,-3.70304,-2.63677,-3.02726,-0.802984,0.781301,-27.999,-8.73248,5793.66,-0.0042951,0.646914,-0.00278424,6518.83,-0.000297014,-0.0110101,10.5554,-9.3817,102.954,79.0199,0.785506,9.29038,9.39155,113.602,139.846,-10.6479,-60.8264 
17,75,46.2227,0,46.05,0.2,-0.19,-0.01,17,2918.62,-0.0172741,-8.03741,9.13459,114.165,-0.00992273,2.65779,499.986,-1.09457,-1.80703,-4.93713,0.0656531,-0.19754,-35.6107,-12.1481,-22.6587,3695.61,2390.87,-0.870343,-1.5828,-4.48867,0.289884,0.0266914,0.322489,16.2171,-20.08,3723.98,0.003839,-0.857012,-0.0100324,4224.31,-0.000542272,-0.00789732,6.66255,7.00828,104.743,83.8903,0.510977,9.06895,9.42279,113.422,138.917,-8.6781,-55.027 
18,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,18,3503.75,-0.00104655,-8.27003,9.841,114.644,-0.0042054,8.21601,1.03529e-11,-1.12477,-3.21478,-6.44883,-1.50504,-0.373148,-73.8931,567.575,-18.155,3469.5,2650.49,-0.659481,-2.74949,-5.51826,-1.03975,0.0921377,0.44118,626.433,-12.8042,3528.36,0.135783,1.0371,-0.00672986,4613.48,-0.000378709,0.0773336,10.1756,9.14739,114.484,90.664,0.431237,9.85326,9.64874,113.888,139.503,0.595916,-48.8387 
19,7,43.248,4,46.05,-0.2,0.19,0.01,19,2759.32,-0.0124806,-7.18403,9.41903,114.27,0.0266465,19.5081,1.60073e-12,-3.72448,-0.819326,0.0671422,-2.76502,-1.51074,-9.25051,-58.9952,-8.44225,3437.67,2219.69,-3.66623,-0.761078,0.183638,-2.70678,-1.4525,1.02185,-51.6268,-7.7724,3445.04,-0.01344,0.791476,-0.00417334,3841.27,-0.000355425,-0.00340023,15.365,-25.8529,101.808,84.2114,0.477336,9.12376,9.20775,113.656,139.308,-11.8478,-55.0963 
20,97,43.248,4,48.5,-0.2,0.19,0.01,20,8297.54,-0.0379006,19.5639,9.46196,114.211,0.064503,-42.5135,499.996,2.04607,-1.48262,-1.58916,-0.336635,-1.89167,-21.9574,4077.4,-14.9749,4612.28,6115.3,2.18433,-1.34436,-1.31264,-0.198375,-1.75341,0.458584,4094.89,-13.3849,4629.77,0.439059,1.00575,-0.00535414,9326.53,-0.000251932,0.640714,9.26567,8.47333,113.887,88.4638,0.615827,9.5563,9.32558,113.479,137.843,0.408702,-49.3793 
21,97,43.248,0,48.5,-0.2,0.19,0.01,21,9779.14,-0.0328484,22.774,9.56286,114.216,-0.00612266,50.2994,499.992,-2.5803,0.2455,-1.88545,-0.3871,-1.34617,-52.9574,4991.41,-7.3393,5186.02,7099.64,-2.24684,0.578959,-1.21853,-0.0536412,-1.01271,0.691726,5033.6,-3.50452,5228.2,0.460048,1.00122,-0.00123631,10941.5,-0.000275595,0.767447,9.50466,8.52433,113.781,90.4676,0.684408,9.56152,9.39654,113.597,140.054,0.184779,-49.586 
22,95,43.248,0,40,-0.2,0.19,0.01,22,5111.67,-0.0209071,12.4436,-9.33636,114.308,0.0409708,5.57329,500,-2.5799,-1.57866,-0.50634,-0.845298,-2.03016,-22.7179,-17.9183,-6.51408,5645.1,3789.42,-2.43685,-1.43561,-0.220243,-0.702249,-1.88711,0.96704,0.177382,-4.86902,5663.2,2.77177e-05,-0.0212601,-0.00158629,6399.59,-0.000384277,0.00830094,-13.1876,13.048,120.314,108.598,0.784643,9.14209,9.2773,113.713,139.051,6.60093,-30.4538 
23,75,46.2227,0,46.05,0.2,-0.19,-0.01,23,3046.93,-0.0969119,-8.24987,9.35547,114.249,0.0852193,107.687,23.7613,-0.359141,-2.81804,-6.08114,-1.35028,-1.06068,-35.9095,-34.0576,-16.6725,3754.62,2811.25,-0.133028,-2.59193,-5.62892,-1.12417,-0.834564,0.454171,-5.45432,-14.0722,3783.22,-0.00127748,0.181323,-0.00689925,4269.59,-0.000552058,0.011173,11.0949,3.85304,118.906,104.177,0.526554,9.05095,9.34289,113.647,138.588,5.25911,-34.4105 
24,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,24,3664.23,0.00282342,8.70024,9.79964,114.539,0.000154296,3.1218,4.06924,-0.803955,-2.50574,-8.45557,-0.905543,-0.671434,-0.880482,562.383,-14.0995,3569.07,2775.49,-0.798411,-2.50019,-8.44448,-0.899999,-0.66589,0.365505,563.084,-14.0357,3569.77,0.122492,1.04561,-0.00729568,4596.92,-0.000330827,0.0749507,9.73147,9.72583,114.496,90.1204,0.439038,9.77182,9.88403,113.977,139.387,0.519201,-49.267 
25,7,43.248,4,46.05,-0.2,0.19,0.01,25,2874.42,-0.0822104,-7.58783,9.45719,114.358,0.167211,-76.8552,220.179,-2.92904,-1.66329,-0.931442,1.98574,-0.552731,-52.4941,26.2111,-6.12958,3500.59,2754.35,-2.5985,-1.33275,-0.270359,2.31629,-0.22219,0.871716,68.0246,-2.32836,3542.41,0.0167098,1.06372,-0.00121225,4070.95,-0.000385807,-0.00479472,6.26562,-12.8791,105.409,78.8769,0.456065,9.12617,9.8434,113.663,139.788,-8.25361,-60.9111 
26,97,43.248,4,48.5,-0.2,0.19,0.01,26,8063.71,-0.0540044,19.9175,9.10152,114.415,0.0769211,13.5894,393.866,-3.121,-0.338975,2.73533,-0.407493,1.4747,-19.1804,3962.64,-17.9288,4631.3,5935.29,-3.00023,-0.218201,2.97688,-0.286719,1.59548,-1.78941,3977.91,-16.5399,4646.58,0.431044,1.00733,-0.00660041,9228.55,-0.000464702,0.669406,9.0757,8.18598,113.97,90.6171,0.662093,9.3242,8.99659,113.717,140.166,0.25325,-49.5485 
27,97,43.248,0,48.5,-0.2,0.19,0.01,27,9153.47,-0.0106404,22.3489,9.10964,114.438,-0.0136625,-24.2626,500,-1.1309,-1.19718,0.410666,-0.710983,-0.368136,-38.2428,4779.72,-25.3399,4832.12,6638.32,-0.890097,-0.956376,0.892276,-0.470178,-0.127331,1.57503,4810.18,-22.5706,4862.58,0.466786,1.00828,-0.00862424,10304.9,-0.000304761,0.791755,9.11465,8.19526,114.075,89.2782,0.689329,9.2668,8.96476,113.758,138.571,0.316957,-49.2925 
28,95,43.248,0,40,-0.2,0.19,0.01,28,4882.81,-0.0131854,11.3906,9.44264,114.375,-0.0210725,-35.4254,397.162,-3.03901,-4.12823,-8.43355,-1.88866,-3.13798,-60.3386,-31.5459,-14.8628,5235.87,3525.64,-2.65907,-3.7483,-7.67368,-1.50872,-2.75804,0.581766,16.516,-10.4936,5283.93,0.00275849,-8.93852,-0.00367175,5987.35,-6.8668e-06,-0.00829449,-11.1824,12.1836,109.026,78.496,0.735684,9.07664,9.14475,113.674,139.14,-4.64716,-60.644 
29,75,46.2227,0,46.05,0.2,-0.19,-0.01,29,2882.3,-0.00418151,-8.16653,8.73783,114.606,-0.000503499,11.9227,2.22268e-11,1.38937,-4.22471,-4.38636,-1.51814,-1.97261,-7.11239,-102.427,-9.50892,3648.21,2323.13,1.43416,-4.17993,-4.29679,-1.47336,-1.92782,0.588577,-96.7615,-8.9939,3653.88,-0.0239977,0.860096,-0.00455494,4032.12,-8.14601e-05,-0.00406028,45.9344,36.0208,91.9204,80.2706,0.530837,8.95701,9.07562,113.918,139.019,-21.9981,-58.748 
30,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,30,3471.09,-0.0744013,-8.10385,10.3478,114.143,-0.254546,51.4618,17.5711,-2.68418,-4.86836,-6.82563,-2.65551,-2.45157,-111.358,589.868,-7.86551,3533.37,3156.27,-1.98298,-4.16717,-5.42324,-1.95432,-1.75037,0.645032,678.569,0.198219,3622.07,0.142213,0.999489,0.0001008,4771.5,-0.000469398,0.064051,10.7343,10.2782,114.162,90.5876,0.425194,9.97083,9.90406,113.392,139.952,0.769811,-49.3645 
31,7,43.248,4,46.05,-0.2,0.19,0.01,31,2030.27,0.00602371,-6.60696,8.65935,114.626,0.000176706,6.97098,3.67089e-13,-0.447609,-2.50053,-1.68174,-1.22102,-1.82368,-25.4574,-94.1604,-10.9058,3047.74,1862.48,-0.287311,-2.34023,-1.36115,-1.06072,-1.66338,0.797231,-73.8827,-9.06239,3068.02,-0.0217752,0.82328,-0.00547103,3392.97,-0.000688368,-0.0150954,-12.3386,-10.0582,90,111.208,0.43344,8.93979,9.37107,114.004,139.564,-24.0039,-28.3564 
32,97,43.248,4,48.5,-0.2,0.19,0.01,32,7762.98,-0.00845593,19.2346,9.03805,114.42,-0.00287308,-10.8202,500,-2.70077,-0.943596,1.64925,-2.28836,-2.877,-22.3639,3796.41,-23.6813,4497.28,5660.19,-2.55995,-0.802777,1.93089,-2.14754,-2.73618,1.30574,3814.22,-22.0619,4515.09,0.427782,1.01023,-0.00908274,8916.28,-0.000392753,0.650199,8.92456,8.18103,113.995,90.1791,0.624251,9.34923,9.10105,113.764,139.746,0.2314,-49.567 
33,97,43.248,0,48.5,-0.2,0.19,0.01,33,9226.58,-0.0222535,21.95,9.29545,114.528,-0.00708295,6.24957,500,-1.52779,1.00266,0.124611,-0.740616,-1.50428,-42.6625,4811.86,-16.793,4778.07,6643.45,-1.25916,1.27129,0.661879,-0.471982,-1.23565,1.64035,4845.85,-13.7037,4812.05,0.471227,1.00497,-0.0052736,10283.5,-0.000169113,0.789409,9.05516,8.2698,114.129,89.3372,0.666509,9.32893,9.05552,113.757,138.776,0.371328,-49.439 
34,95,43.248,0,40,-0.2,0.19,0.01,34,4969.2,-0.0752075,12.2007,9.7162,114.278,0.183726,-106.65,70.8512,-2.38587,-2.01547,-1.01671,-1.95207,-0.113986,-11.2837,0.656767,-5.37507,5620.7,4496.89,-2.31481,-1.94442,-0.874609,-1.88102,-0.0429359,0.876079,9.64464,-4.55799,5629.69,0.00151379,5.78159,-0.00149366,6371.19,-0.000300916,-0.0108268,9.28879,10.5449,106.653,80.6046,0.77975,9.21667,9.20258,113.717,138.342,-7.06473,-57.7371 
35,75,46.2227,0,46.05,0.2,-0.19,-0.01,35,2850.44,-0.100744,-7.78609,9.41942,114.526,0.196473,-67.9279,494.363,-1.07382,-2.44234,-4.9389,-1.37568,1.72971,-42.7004,-13.5975,-14.1169,3540.02,2821.93,-0.804943,-2.17347,-4.40115,-1.10681,1.99858,0.321625,20.415,-11.0249,3574.03,0.00502947,18.205,-0.00571486,4059.07,-0.000432334,-0.00859754,-6.14592,15.5046,107.086,72.1218,0.493677,9.16736,9.22601,113.75,138.965,-6.66314,-66.8436 
36,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,36,3440.12,-0.0354448,8.45306,10.033,114.362,-0.0293267,5.93386,500,0.990327,1.81353,-1.33619,-4.33848,1.22232,-32.4527,601.11,-27.3562,3549.31,2766.5,1.19467,2.01788,-0.927502,-4.13413,1.42667,-1.19574,626.96,-25.0063,3575.16,0.134342,1.07504,-0.0130527,4666.89,-0.000516084,0.0813149,10.1278,9.39119,113.883,90.0089,0.439906,9.71709,9.72954,113.718,138.433,0.165232,-48.4244 
37,7,43.248,4,46.05,-0.2,0.19,0.01,37,2875.66,-0.0197841,-7.27497,9.3374,114.009,0.0581064,-4.04549,0.124688,-1.86666,-2.40968,-3.52384,1.35042,-1.99868,-22.6208,-13.4756,-29.3345,3356.55,2218.98,-1.72422,-2.26725,-3.23896,1.49286,-1.85624,0.573474,4.54271,-27.6964,3374.57,0.00118988,-0.103417,-0.015351,3817.81,-0.000319748,-0.694399,0.0517031,4.05709,109.594,98.7706,0.457959,9.26608,9.35096,113.667,138.008,-4.07341,-39.2379 
38,97,43.248,4,48.5,-0.2,0.19,0.01,38,7561.64,-0.0494506,19.3955,8.76188,114.44,0.0235037,37.2981,422.052,-1.59182,-0.580853,-3.20826,0.198293,-0.726927,-17.7629,3730.75,-16.7891,4308.93,5560.67,-1.47997,-0.469005,-2.98456,0.310141,-0.615079,0.430261,3744.9,-15.5028,4323.08,0.433941,1.0073,-0.00664982,8629.98,-0.000413304,0.658893,8.78497,8.10458,113.978,89.6587,0.637232,8.97396,9.00485,113.937,139.2,0.0415855,-49.541 
39,97,43.248,0,48.5,-0.2,0.19,0.01,39,9080.59,-0.088796,22.5494,9.19375,114.35,1.45662,2854.56,236.88,-1.22362,2.36115,-1.43827,-1.47991,-0.584487,-3.70705,4635.75,-30.9691,5023.2,142106,-1.20028,2.38449,-1.39158,-1.45657,-0.561145,0.374596,4638.7,-30.7007,5026.15,0.449563,1.01172,-0.01138,10318.3,-0.000476609,0.770829,9.06171,8.31397,114.001,89.5301,0.697371,9.33669,9.18839,113.68,138.973,0.320883,-49.4434 
40,95,43.248,0,40,-0.2,0.19,0.01,40,4846.04,-0.0485929,11.7075,9.46176,114.531,0.00357051,37.7164,235.439,-4.24885,-3.39635,-6.99791,-1.79224,-2.42103,-60.9789,15.1096,6.75308,5288.22,3610.44,-3.86488,-3.01239,-6.22998,-1.40828,-2.03706,0.623625,63.6815,11.1687,5336.79,0.0104494,0.765157,0.00384031,6094.25,-0.000208482,-0.00701862,-24.4437,-2.3883,115.197,88.4857,0.751379,9.21398,9.05553,113.865,138.791,1.33154,-50.3058 
41,75,46.2227,0,46.05,0.2,-0.19,-0.01,41,2837.24,-0.0905464,-7.72868,9.30266,114.753,0.110171,-89.8862,254.373,-4.26214,-2.20316,-2.80175,-1.69963,-0.330148,-58.0823,-59.9594,-13.2644,3635.59,2662.87,-3.89641,-1.83743,-2.07029,-1.3339,0.0355809,0.772557,-13.6947,-9.05848,3681.85,-0.00330248,0.463489,-0.00455278,4146.8,-0.000552083,0.00956413,-9.9806,0.48545,127.445,93.1517,0.492311,9.17311,9.37971,113.955,137.786,13.4897,-44.6343 
42,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,42,3156.63,-0.133018,8.59139,-9.73663,114.523,0.0697653,50.0501,145.387,-5.79273,-4.49158,-5.68168,-2.03964,-0.131153,-4.64866,498.465,-24.9251,3504.09,2836.79,-5.76346,-4.46231,-5.62313,-2.01037,-0.101882,0.686928,502.168,-24.5884,3507.79,0.112443,1.09372,-0.0130814,4465.98,-0.00074197,0.0819813,9.98191,8.88163,114.42,90.1109,0.443268,9.56699,9.83739,113.606,139.649,0.813366,-49.5377 
43,7,43.248,4,46.05,-0.2,0.19,0.01,43,2255,-0.0730606,-6.60627,9.49486,114.194,-0.0831162,30.8548,5.47233e-06,-1.55118,-2.74629,-3.28848,-0.690129,1.01025,-28.6376,-47.5881,-19.6247,3123.52,2125.41,-1.37085,-2.56597,-2.92784,-0.509806,1.19057,0.526538,-24.7772,-17.551,3146.33,-0.00701791,0.446505,-0.0103824,3530.57,-0.000660393,0.00233839,-8.93511,-0.286057,95.5565,98.8251,0.434746,9.12766,9.27243,113.489,138.483,-17.9328,-39.6576 
44,97,43.248,4,48.5,-0.2,0.19,0.01,44,8307.91,-0.071707,19.839,9.50613,114.493,0.188778,-74.9753,275.712,1.43192,0.127191,2.9607,-0.946614,0.876841,-25.055,4237.83,-27.2376,4641.91,6600.05,1.58969,0.284956,3.27623,-0.78885,1.03461,0.392912,4257.79,-25.4233,4661.87,0.446979,1.01056,-0.0101478,9525.7,-0.000474693,0.656125,9.42666,8.5064,114.05,89.0732,0.608822,9.69233,9.45477,113.788,138.659,0.261836,-49.5856 
45,97,43.248,0,48.5,-0.2,0.19,0.01,45,9177.16,-0.0216608,22.5106,9.12809,114.294,0.0172416,-52.0411,499.317,-1.50744,1.14069,0.61049,0.322897,3.29053,0.317378,4796.95,-17.4711,4953.13,6718.23,-1.50944,1.13869,0.606493,0.320899,3.28853,0.842271,4796.7,-17.4941,4952.88,0.461511,1.00642,-0.00654912,10393.5,-0.000437248,0.794573,9.21727,8.16351,113.879,88.6956,0.693655,9.28849,9.11831,113.652,138.063,0.227668,-49.3669 
46,95,43.248,0,40,-0.2,0.19,0.01,46,4545.33,-0.050123,11.5109,9.42163,114.487,-0.0477339,-8.41467,500,-1.84098,-3.86446,-3.81853,-3.16951,-0.0160126,-23.7406,-14.9082,-17.8725,5260.46,3543.52,-1.6915,-3.71497,-3.51955,-3.02002,0.133476,0.70205,4.00208,-16.1534,5279.37,0.0006704,-0.164923,-0.00566826,5969.69,-0.000370911,-0.00638627,11.6096,18.1585,109.143,70.8283,0.733164,9.1175,9.30483,113.805,139.652,-4.66203,-68.8234 
47,75,46.2227,0,46.05,0.2,-0.19,-0.01,47,2592.97,-0.00162751,-7.24236,8.95703,114.506,-0.00479466,11.7507,4.74323e-11,-1.84789,-0.821168,-1.01293,0.675867,-2.44114,-4.83246,-32.3795,-10.2346,3292.34,2113.57,-1.81746,-0.790739,-0.952071,0.706295,-2.41071,0.819159,-28.5302,-9.88469,3296.19,-0.00771887,0.622544,-0.00555483,3696.17,-0.460344,0.460483,-4627.71,-1849.39,132.253,112.904,0.46027,9.10171,9.17772,113.906,138.522,18.3471,-25.6173 
48,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,48,3388.71,-0.0677728,-7.95396,10.4155,114.565,0.0223541,-97.3892,500,-0.793377,-2.18455,-5.21825,-0.918001,-1.13184,-51.6584,579.331,-16.2786,3457.68,2767.74,-0.468098,-1.85927,-4.56769,-0.592722,-0.806558,0.4493,620.479,-12.5379,3498.83,0.135649,1.03666,-0.00664498,4574.15,-0.000423132,0.0740569,10.7087,9.01048,114.246,89.6485,0.426204,9.75099,9.68684,113.836,138.821,0.410087,-49.1729 
49,7,43.248,4,46.05,-0.2,0.19,0.01,49,2118.74,0.00888725,-6.34914,9.21734,114.64,-0.0183682,2.24495,5.90338e-13,-2.12682,-5.10415,-4.1476,-1.21026,-0.656381,1.54354,-46.469,-24.2505,3060.42,1906.43,-2.13654,-5.11387,-4.16703,-1.21998,-0.6661,0.686772,-47.6984,-24.3623,3059.19,-0.0139911,0.528033,-0.0148882,3409.19,-0.000715777,0.0124211,0.267042,2.61014,126.199,102.571,0.423569,9.16317,9.25675,113.877,138.77,12.3224,-36.1985 
