cyc,sweep,VVA,ODT1,ODT2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
72,46.05,3,0.15,3,72,9986.13,0.221818,15.1417,12.6643,96.9682,2.7599,193.79,451.924,0.81353,-1.08708,-2.74266,1.24134,-3.88684,-184.941,1191.24,30.532,7597.18,23653.2,1.97805,0.0774409,-0.413609,2.40587,-2.72231,1.31205,1450.63,49.7467,7856.58,0.173429,0.943385,0.0115295,8364.42,2732.48,2408.93,62642.2,0.00173517,0.114804,11.8586,9.48217,97.1693,69.8367,0.644775,12.0295,11.4372,96.6454,120.027,0.52385,-50.1899 
73,46.05,0,0.15,3,73,10562.4,0.0139307,17.1538,12.2398,96.6119,-0.0102405,-5.40756,500,2.63452,-1.12981,-0.887759,-2.14544,0.0944549,-178.52,-38.3205,17.4718,9406.1,6836.63,3.75861,-0.00571782,1.36043,-1.02134,1.21855,0.743824,212.072,36.0193,9656.5,0.0243487,0.770874,0.00682428,8709.79,4341.57,769.689,106032,0.00147532,0.0132696,8.17487,6.1395,119.822,54.2802,0.879519,11.5609,10.9289,96.4435,120.104,23.3782,-65.8235 
74,45.9,3,0.15,3,74,10544.3,0.245482,15.4986,12.9818,96.7619,-0.0245836,-323.332,438.086,-0.395956,0.832213,3.89714,1.41821,2.27609,-147.231,1112.95,42.1316,8078.54,6808.47,0.531118,1.75929,5.75129,2.34529,3.20316,0.576804,1319.45,57.4283,8285.05,0.153241,0.929223,0.0126077,8610.29,2946.95,2475.53,67861.4,0.00185369,0.1241,11.6268,8.44962,96.9942,69.7299,0.653843,12.5792,11.5323,96.4978,119.868,0.496365,-50.1383 
75,45.9,0,0.15,3,75,9371.48,0.247066,14.7104,11.9334,96.6193,-0.233664,-218.649,249.332,1.39236,2.21655,0.699983,-0.467512,1.34555,-150.725,-69.4054,4.56426,8139.18,7377.73,2.34144,3.16563,2.59813,0.481563,2.29462,0.761231,142.001,20.224,8350.58,0.0189575,0.800488,0.00444152,7490.52,3250.34,758.455,77314.9,0.00154742,-0.000521988,-10.8039,0.994935,111.567,64.4436,0.736306,11.8256,11.0638,96.2721,119.899,15.2954,-55.4549 
76,46.05,3,0.15,3,76,10131.3,0.236676,15.2629,12.6599,96.7258,-0.35393,85.8686,404.569,1.88926,0.742255,0.298662,-1.07088,-7.00443,-185.909,1166.78,31.9091,7776.15,7279.51,3.05988,1.91287,2.6399,0.0997387,-5.83381,-0.40526,1427.53,51.2243,8036.91,0.167945,0.940915,0.0116047,8500.01,2817.44,2582.16,64491.2,0.00164752,0.127371,11.158,9.0654,97.3719,70.3332,0.643918,12.1875,11.6676,96.4365,121.181,0.935334,-50.848 
77,46.05,0,0.15,3,77,10824.1,0.190042,17.6683,12.0875,96.7703,0.832937,-1182.69,257.594,1.53758,2.05977,0.971773,-0.793844,2.46686,-141.129,-57.002,14.5039,9759.28,39020.7,2.42623,2.94842,2.74908,0.0948079,3.35552,0.762479,140.945,29.1667,9957.23,0.0158307,0.73414,0.00536693,8903.31,4580.57,706.653,112297,0.00122649,0.0105202,8.85202,8.12407,118.136,52.9215,0.883289,11.94,11.1142,96.4505,119.014,21.6856,-66.0921 
78,45.9,3,0.15,3,78,10445.5,0.232004,15.7116,12.7664,96.6291,0.0733648,3.99899,113.078,-0.224206,1.60501,1.24329,1.48804,1.16701,-195.244,1220.53,40.7612,8040.67,6539.09,1.00519,2.83441,3.70209,2.71744,2.39641,0.707473,1494.38,61.0463,8314.52,0.169601,0.933281,0.0133445,8811.15,2860.94,2695.26,65731.6,0.00154988,0.126427,11.1848,9.87309,96.8873,70.089,0.630098,12.6167,12.0137,96.2334,120.631,0.653906,-50.5421 
79,45.9,0,0.15,3,79,8965.79,0.00333517,13.8619,12.6433,96.4768,-0.0240692,0.355117,500,3.31506,-1.48646,3.02901,2.95432,1.56469,-170.593,3.00772,13.0578,7711.03,5705.56,4.38924,-0.412282,5.17737,4.02849,2.63887,0.672768,242.28,30.7817,7950.31,0.0334708,0.818105,0.0070817,7238.55,2962.98,720.687,69906.5,0.00145557,0.00891769,-2.46357,12.2485,106.102,60.6346,0.694472,11.9195,11.1374,96.2068,119.719,9.8955,-59.0846 
80,46.05,3,0.15,3,80,11193.6,0.20105,17.5073,12.5857,96.5152,0.232634,-589.232,22.935,1.58476,-0.154302,5.18046,3.4487,-1.58786,-159.11,1215.86,6.77729,8893.25,11635.1,2.58663,0.847569,7.18421,4.45057,-0.585984,0.503955,1439.02,23.3082,9116.42,0.152093,0.972436,0.00468767,9461.47,3640.7,2913.89,85273.9,0.00139954,0.136487,11.2959,9.18211,97.0199,69.4057,0.736936,12.3931,11.6367,96.1763,119.602,0.843605,-50.1964 
81,46.05,0,0.15,3,81,9397.75,0.0808011,15.6258,11.873,96.4865,0.0179532,-76.5671,2.9303e-05,-0.291859,2.21423,-3.38711,0.0379198,-1.84919,-118.611,-50.7786,1.0072,8371.23,6084.19,0.455,2.96109,-1.8934,0.784779,-1.10233,2.57109,115.584,13.3304,8537.59,0.0151513,0.832066,0.00286797,7628.66,3480.3,712.559,83748.4,0.00746053,-0.00887475,-382.967,116.909,135,40.0039,0.769182,11.5169,11.2547,96.2915,120.57,38.7084,-80.5663 
