cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,51,51,10025.3,-0.0213878,22.1971,11.2554,122.581,-0.00745284,1.31305,500,-0.339751,0.967558,-5.33997,-0.741803,-2.45896,-577.251,156.513,84.9186,11967.3,8133.31,3.29505,4.60236,1.92963,2.893,1.17584,0.861137,616.315,126.719,12427.1,0.0459382,0.735396,0.0184376,13416.2,-0.00171814,-0.0131436,20.9022,6.63717,105.907,75.9184,1.11352,11.7548,11.3482,122.385,133.113,-16.4778,-57.1944 
52,52,52,10422.8,-0.323782,23.0465,11.4168,122.416,0.140004,-101.799,479.433,0.239621,-5.33092,-8.30158,-0.140177,0.897433,-524.411,99.1883,68.2588,12234.4,9029.3,3.5417,-2.02884,-1.69742,3.1619,4.19951,1.23651,516.901,106.233,12652.1,0.0381517,0.73548,0.0152315,13548.6,-0.00158021,-0.0161993,21.0031,6.64279,110.347,75.9268,1.13244,11.7298,11.4378,122.308,132.77,-11.9612,-56.8428 
53,53,53,10728.1,-0.392986,24.4432,11.4256,122.431,-1.59502,-485.184,165.419,0.0820614,1.29236,0.713748,-2.62664,-3.04644,-604.811,120.868,88.1941,12897.7,34283.7,3.89039,5.10069,8.33041,1.18169,0.761896,0.56759,602.622,131.99,13379.4,0.0418969,0.722911,0.0178483,14383.4,-0.00196723,-0.0151399,17.0482,7.2026,111.936,75.1528,1.19724,11.8088,11.3624,122.277,132.096,-10.3412,-56.9435 
54,54,54,11325,-0.378562,25.151,11.4876,122.463,0.0853624,171.766,23.4479,-2.7574,-4.68138,-5.97742,-3.78889,1.00778,-567.916,96.9006,88.4432,13377.5,9882.79,0.818616,-1.10536,1.17462,-0.212872,4.5838,0.776638,549.267,129.567,13829.9,0.0371275,0.707809,0.0169652,14794.1,-0.00179156,-0.0193582,16.4883,6.97406,110.572,75.8776,1.23825,11.7914,11.3615,122.249,132.846,-11.6773,-56.9679 
55,55,55,9832.23,-0.0148006,22.3764,11.1651,122.491,0.000669395,-5.72774,500,-2.03628,-6.00764,-1.26571,-3.86057,-1.54732,-572.281,68.0575,56.0942,11995.6,8133.08,1.56722,-2.40414,5.94129,-0.257066,2.05617,0.139378,523.9,97.5344,12451.4,0.0392469,0.754263,0.0142243,13348.8,-0.00193894,-0.0136649,15.7248,6.50574,112.046,76.7525,1.1324,11.7468,11.1872,122.236,131.793,-10.1896,-55.0408 
56,56,56,10521.2,-0.333604,23.2223,11.4703,122.624,0.023026,-93.6998,102.782,0.37616,-2.71299,-5.02494,-2.72249,-5.42098,-589.761,132.174,70.1042,12397.6,8741.36,4.08973,1.00058,2.4022,0.99108,-1.70741,0.645494,601.94,112.81,12867.3,0.0434448,0.753029,0.0158934,13855.3,-0.00172807,-0.0138662,15.9403,6.75605,109.307,75.5885,1.14716,11.8837,11.3276,122.393,132.412,-13.0862,-56.8237 
57,57,57,11734.4,-0.340468,24.8324,-11.8192,122.62,0.0858958,158.386,175.092,-1.64241,0.58988,-2.78467,-5.2202,-2.58511,-598.092,147.299,96.1396,13547.4,9997.24,2.12362,4.35591,4.74738,-1.45418,1.18091,0.566593,623.702,139.449,14023.8,0.041392,0.718768,0.0179879,15068.2,-0.0016992,-0.0155177,15.1466,7.3745,114.181,75.6349,1.19632,12.1736,11.6132,122.374,132.366,-8.19337,-56.7313 
58,58,58,10830.2,-0.128408,23.2436,11.6323,122.455,0.0835218,-139.219,429.675,2.2442,1.06398,-3.06395,0.538316,-1.45019,-618.144,128.648,90.0896,12705.4,9180.14,6.13649,4.95627,4.72063,4.43061,2.4421,0.791915,621.023,134.851,13197.8,0.0436886,0.724637,0.0184743,14214.7,-0.0016665,-0.0141028,19.9684,7.05431,110.282,76.7896,1.15191,11.9526,11.4646,122.423,132.619,-12.1409,-55.8296 
59,59,59,10100.8,-0.146206,22.2592,11.3005,122.55,0.120657,46.3112,455.945,-0.888069,-0.197716,0.12443,-2.15688,-5.70259,-620.016,108.353,77.9013,11997.8,8370.37,3.01601,3.70636,7.93258,1.74719,-1.79852,0.456807,602.218,122.798,12491.7,0.0447126,0.737006,0.0177865,13468.7,-0.00166858,-0.0197889,15.6419,7.4176,112.107,75.441,1.1352,11.7912,11.1501,122.307,132.061,-10.1996,-56.6196 
60,60,60,10758.9,-0.222363,23.5118,11.4946,122.553,-0.101794,-191.128,500,0.0723145,0.574337,-0.668334,-0.678552,1.08504,-607.845,85.5085,86.5322,12797.6,9431.16,3.89975,4.40177,6.98654,3.14888,4.91248,0.700783,569.679,130.548,13281.8,0.0399776,0.713761,0.0177842,14249.9,-0.00181898,-0.0163683,14.2664,7.53246,112.174,76.0071,1.18811,11.9007,11.2362,122.332,132.035,-10.1578,-56.0275 
61,61,61,11820.7,-0.0630564,24.6576,11.5564,122.575,0.012452,18.4127,2.28264e-06,-0.932268,0.591988,0.450091,0.291421,-4.71326,-624.351,250.367,96.8718,13406.6,9283.63,2.9991,4.52336,8.31283,4.22279,-0.781891,0.568751,747.686,142.083,13903.9,0.0496185,0.75044,0.0184765,15068.7,-0.0015209,-0.0114882,17.6436,6.08299,106.028,76.5493,1.20141,12.0719,11.5292,122.27,131.912,-16.2419,-55.363 
62,62,62,11470.6,-0.35654,24.6077,11.7683,122.384,0.0415893,64.0454,469.719,1.89426,-0.40562,-4.99771,-1.79072,-3.8358,-639.22,185.256,105.369,13380.8,9513.84,5.91926,3.61938,3.05229,2.23428,0.189202,0.796709,694.419,151.656,13889.9,0.0462914,0.723491,0.0197164,15001,-0.00175769,-0.015087,18.0319,6.39793,108.066,75.8311,1.19587,12.0747,11.5457,122.122,132.194,-14.0557,-56.3631 
63,63,63,10214.6,-0.371743,23.0248,11.4674,122.402,0.105041,234.566,146.527,-3.75429,-0.622086,-4.61084,-2.66218,-4.35862,-661.631,116.34,75.5883,12264.9,9397.26,0.411818,3.54403,3.72139,1.50393,-0.192512,0.585991,643.353,123.499,12791.9,0.0465558,0.748541,0.0174738,13819,-0.00187977,-0.0125572,16.8093,6.60299,111.147,75.4479,1.13353,11.8533,11.3631,122.221,131.963,-11.0738,-56.5152 
64,64,64,10691.8,-0.343809,23.4463,11.5681,122.578,0.128127,75.9363,475.369,0.458188,-1.95254,-5.37688,0.134757,0.275031,-608.949,137.131,82.0877,12611.2,9146.17,4.29258,1.88185,2.2919,3.96915,4.10942,0.861474,622.181,126.183,13096.2,0.044091,0.738054,0.0174393,14111.3,-0.00177189,-0.012707,20.0738,7.31842,108.143,75.4699,1.13933,11.9252,11.5919,122.328,132.152,-14.1849,-56.6821 
65,65,65,10550.3,-0.374383,23.2353,11.6902,122.475,0.168537,187.116,340.655,0.745861,-3.76885,-0.748663,-3.29073,-3.38132,-622.633,117.379,62.9927,12637.1,9868.87,4.66641,0.151698,7.09244,0.629819,0.53923,0.457748,613.329,108.079,13133,0.0433745,0.764304,0.0149334,14140.3,-0.00193538,-0.012759,13.4722,6.84137,112.846,75.699,1.16021,12.0615,11.2435,122.213,131.468,-9.36695,-55.7691 
66,66,66,10856.1,-0.283848,24.0337,11.4222,122.575,0.350611,-108.484,1.45783e-10,-3.13541,-1.81982,-7.3767,-5.94087,-1.22006,-584.727,85.4905,74.1144,12835.3,10174.6,0.546459,1.86205,-0.0129558,-2.259,2.46182,1.00499,551.247,116.456,13301,0.0386805,0.730085,0.0158724,14251.3,-0.00175677,-0.0184136,14.8138,6.79784,111.342,77.7085,1.21334,11.7919,11.1323,122.32,131.857,-10.9779,-54.1482 
67,67,67,10443.5,-0.355364,23.1687,11.5305,122.581,0.133808,49.7034,476.371,-2.95719,-2.53546,-4.50828,-5.02585,-0.499886,-528.545,123.537,68.2815,12349,8913,0.370914,0.792642,2.14793,-1.69774,2.82822,0.516446,544.542,106.555,12770,0.0397544,0.744914,0.0151381,13697.7,-0.00175391,-0.0130045,16.2009,7.29477,112.547,75.4985,1.13771,11.8523,11.411,122.351,132.555,-9.80416,-57.0569 
68,68,68,11549.5,-0.303547,24.5118,11.6391,122.826,0.0680602,163.827,163.562,2.04887,-1.38224,-0.333306,-3.80253,-3.40952,-648.819,186.891,103.079,13276.2,9650.31,6.13432,2.7032,7.83758,0.282917,0.67592,0.55554,703.7,150.061,13793,0.047195,0.728236,0.0196475,14910.5,-0.0016055,-0.0130241,16.0906,7.38408,110.307,75.9112,1.20968,11.8872,11.5007,122.522,132.382,-12.2145,-56.4703 
69,69,69,10721,-0.286134,23.2134,11.769,122.449,0.198643,404.944,364.814,-1.79446,-0.898359,-1.06867,-5.20777,-5.04244,-594.525,133.991,79.8221,12651.3,11512.1,1.9491,2.8452,6.41846,-1.4642,-1.29887,0.240391,607.552,122.873,13124.9,0.043009,0.738593,0.0169531,14126.2,-0.00173918,-0.0166061,15.8346,7.19091,112.631,76.2395,1.1737,11.8502,11.3185,122.267,132.334,-9.63522,-56.0948 
70,70,70,10222,-0.331739,22.5356,11.5221,122.624,0.355185,4.00672,2.38824,-1.84696,-2.97971,-5.58828,-7.51931,1.02788,-659.02,201.339,79.0903,12024.3,8499.05,2.30271,1.16996,2.71106,-3.36964,5.17755,0.660763,726.273,126.812,12549.2,0.0531992,0.765955,0.0182746,13651.9,-0.00163877,-0.0141817,19.0389,4.52369,105.287,77.7107,1.11966,11.7546,11.3399,122.338,132.123,-17.0518,-54.4119 
71,71,71,10866.9,-0.312014,23.761,11.4233,122.318,-0.00940096,110.758,460.644,-1.74601,-5.43268,-5.6012,-0.798701,-5.8031,-606.577,152.396,67.0843,12707.5,8869.77,2.07344,-1.61323,2.03771,3.02075,-1.98365,0.423566,635.557,111.008,13190.7,0.0446884,0.765896,0.0152658,14222,-0.00166323,-0.019457,11.0458,6.94249,117.713,76.2291,1.17015,11.7664,11.458,122.073,134.066,-4.35965,-57.8364 
72,72,72,10678,-0.128847,23.6546,11.4524,122.463,0.440763,30.3116,500,-2.96699,0.118283,-9.28891,-6.68174,-4.62801,-706.23,149.555,80.9776,12833.9,9253.69,1.47995,4.56522,-0.395026,-2.2348,-0.181064,1.12214,712.093,132.117,13396.4,0.0490747,0.754897,0.017843,14510.4,-0.00196609,-0.0125463,18.5078,5.57803,112.288,77.5062,1.19248,11.9347,11.2038,122.279,131.972,-9.99124,-54.4653 
73,73,73,10832.5,-0.364567,23.6614,11.6917,122.589,0.0385749,-39.4644,498.904,-0.5957,-0.429525,-6.08395,-5.41782,-4.08671,-586.48,160.543,81.6068,12748.7,9055.16,3.09721,3.26338,1.30187,-1.72492,-0.393806,0.765164,627.696,124.075,13215.8,0.0440798,0.742987,0.0170004,14240,-0.00176439,-0.0136324,18.1879,6.82578,110.089,75.4926,1.17227,11.9795,11.318,122.356,132.142,-12.2671,-56.6494 
74,74,74,10334.4,-0.0962146,23.5144,11.0277,122.869,0.0574752,47.3071,4.75017,0.287844,0.433927,-4.85232,-2.62139,-3.87146,-582.751,90.761,68.0486,12458.6,8529.91,3.95727,4.10335,2.48654,1.04804,-0.202034,0.781752,554.943,110.247,12922.8,0.0400235,0.742026,0.0154722,13865.4,-0.00188132,-0.0168152,17.1785,6.38054,113.171,75.4132,1.16862,11.6518,11.355,122.473,131.792,-9.30284,-56.3787 
75,75,75,10419.6,-0.0200775,22.4632,11.5114,122.655,0.0154986,28.1736,7.54147e-12,-2.24604,-5.68444,-8.62635,-4.88484,-5.58997,-619.427,132.584,86.7353,12328.7,8431.94,1.65432,-1.78408,-0.825619,-0.98447,-1.68961,0.772522,625.98,131.59,12822.1,0.0452536,0.731062,0.0185543,13832.7,-0.00173008,-0.0161476,17.4728,6.27444,111.72,76.1795,1.11536,12.0823,11.3916,122.409,132.228,-10.689,-56.0481 
76,76,76,11125,-0.371385,24.5634,11.5521,122.572,-0.187201,1956.73,493.82,-3.67543,-2.20335,-4.89792,-3.99128,0.137742,-624.219,152.19,75.8721,13204.3,21161.6,0.255112,1.72719,2.96317,-0.0607321,4.06829,0.669032,649.404,121.073,13701.5,0.0439917,0.753997,0.016017,14762,-0.00190948,-0.0120897,19.1544,6.46988,109.864,76.5942,1.21873,11.8823,11.3476,122.404,132.347,-12.5403,-55.7524 
77,77,77,11281.3,-0.371092,24.5928,11.6753,122.322,0.406925,-1174.04,488.201,-0.908475,-4.93149,-5.20825,-2.47692,-2.02113,-588.472,177.733,94.785,13218.8,24899.2,2.79698,-1.22604,2.20265,1.22853,1.68432,0.670579,646.473,137.398,13687.5,0.0438447,0.728897,0.0181557,14744.6,-0.00181194,-0.0133041,15.6052,6.32322,113.672,76.3581,1.20134,11.9403,11.4833,122.138,132.512,-8.46635,-56.1534 
78,78,78,10242.9,-0.113622,23.0504,11.2671,122.548,-0.0168724,101.337,0.0223835,-3.14745,-0.724895,-3.32478,-2.14217,-0.347087,-600.914,57.6001,67.3208,12479.8,8510.1,0.636341,3.0589,4.24281,1.64163,3.43671,0.674041,536.25,110.834,12958.5,0.0386251,0.734378,0.0155112,13883.5,-0.00203944,-0.0131901,18.7307,6.40214,111.111,77.0282,1.17107,11.8973,11.1554,122.415,131.867,-11.3034,-54.8391 
79,79,79,11129.7,-0.183114,24.131,11.5708,122.48,-0.0703853,235.461,1.85276e-08,3.12732,-3.4832,0.411163,-1.56088,-2.05631,-664.932,140.787,98.1182,13139.4,9628.88,7.31422,0.703701,8.78497,2.62602,2.13059,0.592524,670.43,146.268,13669.1,0.0454542,0.723695,0.0193306,14749.6,-0.00186675,-0.0120249,19.5628,6.43975,110.209,75.4186,1.1813,12.0414,11.5177,122.248,132.425,-12.0383,-57.0062 
80,80,80,11601.6,-0.0885442,24.682,11.5164,122.55,-0.000157223,-6.98569,488.127,-3.4098,-2.33963,-6.82815,-5.9537,0.879082,-638.781,109.598,75.1057,13622.1,9253.24,0.612431,1.6826,1.21632,-1.93147,4.90132,0.812332,618.411,121.361,14130.9,0.0407566,0.744362,0.0155743,15173.3,-0.00184653,-0.0172921,18.3541,6.73924,110.533,76.1306,1.23444,12.0313,11.4435,122.376,132.786,-11.843,-56.6554 
81,81,81,11950.2,0.0240644,24.7504,11.5743,122.468,-0.0303476,4.19074,6.84965e-13,-3.25256,-1.67579,-5.94537,-3.12213,-0.370125,-597.831,261.448,106.294,13574.3,9329.66,0.511824,2.08859,1.58339,0.642248,3.39426,0.807381,737.642,149.584,14050.5,0.0484984,0.738075,0.0192342,15209.6,-0.00150693,-0.00976749,-21.5214,-7.03218,104.024,75.6586,1.19553,12.0464,11.7242,122.293,132.886,-18.2694,-57.2279 
82,82,82,10915,-0.348116,23.9028,11.5705,122.544,0.328621,437.409,450.27,-2.32932,-2.20805,-3.82995,-2.06073,-3.27903,-623.584,144.83,85.2957,12867.6,13682.5,1.59722,1.71849,4.02314,1.86581,0.647507,0.59165,641.538,130.451,13364.3,0.0445303,0.737546,0.0176635,14406.8,-0.00178497,-0.010044,22.8033,6.96149,109.091,75.3928,1.17594,11.8798,11.4633,122.426,131.915,-13.3343,-56.5227 
83,83,83,11210.1,-0.306077,24.5675,11.4012,122.558,0.0932624,254.333,499.957,1.62456,0.879749,-4.67724,-6.61921,-2.10984,-556.45,143.464,82.2713,13126.5,9890.29,5.12838,4.38357,2.33039,-3.1154,1.39397,0.769745,586.697,122.565,13569.7,0.0402854,0.732285,0.0163661,14563.5,-0.00169287,-0.0137661,19.9959,6.40256,106.656,76.5387,1.21937,11.7696,11.3331,122.426,132.482,-15.7699,-55.9438 
84,84,84,10970,-0.0350509,23.7507,11.474,122.542,0.00182342,7.96593,499.999,-0.619327,1.60133,-6.45837,-4.47022,-4.01207,-601.436,161.824,94.1823,12975.7,8871.77,3.16775,5.38841,1.1158,-0.683143,-0.224992,0.872682,640.89,137.734,13454.8,0.0442014,0.726695,0.0185083,14499.3,-0.00187777,-0.0103711,20.0648,6.93035,108.179,77.074,1.19262,12.0005,11.3129,122.326,132.196,-14.1476,-55.1218 
85,85,85,11133.5,-0.0463292,24.0474,11.5222,122.419,0.003899,-18.7561,499.999,1.9322,-2.83905,-1.98421,-5.03535,-3.66972,-651.113,196.402,99.9917,13106.9,9022.21,6.03208,1.26083,6.21557,-0.935467,0.430169,0.521997,715.038,147.14,13625.6,0.0484792,0.735232,0.0195046,14749.4,-0.00183627,-0.00985049,21.1518,6.82773,103.027,74.3066,1.16787,12.0561,11.6025,122.237,132.406,-19.2102,-58.099 
86,86,86,10553.4,-0.209654,23.5961,11.3847,122.265,0.0430363,-103.779,31.7414,-0.203401,-2.22845,-4.11764,-6.54019,-4.4419,-625.263,180.761,72.3955,12474.7,8890.32,3.73371,1.70866,3.75659,-2.60307,-0.50479,0.383266,678.805,117.672,12972.7,0.0483456,0.767244,0.0164347,14040.7,-0.00172988,-0.0133497,21.1082,5.26895,107.184,76.9081,1.1587,11.8956,11.2334,122.28,132.417,-15.0962,-55.5088 
87,87,87,10385.6,-0.0473361,22.6788,11.2131,122.468,0.0333599,-48.0718,0.00616346,-1.88931,-3.12151,-6.88691,-5.82888,-5.34604,-566.278,105.641,82.2312,12306.4,8330.47,1.6764,0.444193,0.244498,-2.26318,-1.78034,1.14567,556.703,123.237,12757.5,0.0406444,0.720775,0.0174835,13696.9,-0.00171772,-0.0119511,21.1568,6.80118,110.321,76.5225,1.16392,11.7535,11.1732,122.379,131.268,-12.0578,-54.7457 
88,88,88,11043.5,-0.334105,23.8552,11.6439,122.599,0.145174,37.3709,302.404,0.318778,-0.436118,-0.164485,-10.7854,-2.75615,-586.776,166.409,91.279,12827,9218.9,4.01355,3.25865,7.22505,-7.09059,0.938618,0.134235,633.797,133.769,13294.4,0.0442379,0.730271,0.0181981,14327,-0.00163555,-0.0105193,19.4256,7.25701,106.32,75.7767,1.1894,11.8937,11.2771,122.467,132.74,-16.1465,-56.9633 
89,89,89,10897.1,-0.337268,23.6023,11.6493,122.683,0.0792013,-73.141,440.137,-1.19078,-3.05563,-8.23204,-7.08021,-9.19044,-615.236,174.37,80.007,12699.2,9139.08,2.6832,0.81835,-0.484086,-3.20623,-5.31646,0.912068,664.429,124.558,13189.3,0.0466285,0.752975,0.0170991,14249.4,-0.00159791,-0.0135603,21.5858,6.11298,105.397,75.744,1.16225,11.9841,11.3092,122.442,131.93,-17.0446,-56.1862 
90,90,90,9496.96,-0.341706,21.9799,11.1483,122.673,0.195852,530.647,0.00133988,-0.0739363,0.195817,-8.50409,-3.68941,-3.99766,-530.287,144.565,79.7866,11449.8,11360,3.26514,3.53489,-1.82593,-0.350329,-0.658583,1.46049,566.959,118.186,11872.2,0.0443098,0.732709,0.0180077,12795.3,-0.00173106,-0.0126713,17.9031,6.41519,107.204,75.4316,1.09848,11.457,11.2744,122.461,132.041,-15.2572,-56.6099 
91,91,91,11614.6,-0.328986,24.3475,11.8942,122.76,0.0137719,134.835,121.85,3.00619,-0.948102,-7.76694,-6.687,-1.21122,-550.006,237.535,91.1526,13231.3,9487.69,6.46943,2.51514,-0.84045,-3.22376,2.25202,1.11718,675.635,130.98,13669.4,0.0457899,0.746682,0.0173448,14755.1,-0.00153432,-0.0116493,20.3518,7.17736,104.527,75.3184,1.18634,12.1435,11.477,122.55,133.096,-18.0226,-57.7772 
92,92,92,11758.4,-0.0280933,24.7312,11.614,122.632,-0.00500484,7.94673,7.22434e-12,-3.70165,-1.62491,-2.66961,-3.79645,-6.51928,-605.337,195.023,108.6,13568,9351.52,0.109994,2.18674,4.95368,0.0151934,-2.70763,-0.086816,677.197,152.434,14050.1,0.0447029,0.717402,0.019594,15148.8,-0.00169621,-0.0148774,18.3367,6.7273,103.301,75.6262,1.21469,12.1263,11.5064,122.456,131.415,-19.1547,-55.7886 
93,93,93,10676.3,-0.041565,23.2112,11.2634,122.649,-0.0229034,105.964,499.625,-0.644656,-2.36889,-2.62381,-7.08653,-4.71178,-525.073,110.833,71.1391,12501.6,8589.65,2.66159,0.937354,3.98867,-3.78028,-1.40554,-0.660709,529.073,109.161,12919.9,0.0382374,0.734717,0.0153256,13836.5,-0.00166939,-0.0136968,19.2011,7.47497,107.806,75.1985,1.1756,11.7748,11.2682,122.472,131.403,-14.6661,-56.2043 
94,94,94,10151.6,-0.0484871,22.0593,11.3504,122.828,-0.00235269,-2.45514,500,0.391704,1.20817,-2.52301,-6.45385,-3.78888,-548.845,180.799,78.2248,11851.3,8150.96,3.84763,4.66409,4.38884,-2.99792,-0.332954,0.541381,617.974,117.968,12288.5,0.0465512,0.749588,0.0173767,13275.2,-0.00157229,-0.010052,19.5866,6.94706,109.598,75.2962,1.10096,11.7584,11.4027,122.586,133.345,-12.988,-58.0488 
95,95,95,10705.7,-0.334321,23.2723,11.6214,122.493,0.387615,227.255,3.22512,0.360299,-0.916869,-6.54184,-5.00401,-1.39034,-547.585,187.18,69.5585,12531.9,11671.8,3.8083,2.53113,0.35416,-1.55601,2.05766,0.950779,623.352,109.211,12968.1,0.0445873,0.765346,0.0152763,13980.5,-0.00167652,-0.0119118,18.4501,7.30693,108.881,74.8353,1.17049,11.8534,11.2496,122.303,132.839,-13.4221,-58.0042 
96,96,96,9974.32,-0.358115,22.2121,11.5823,122.624,0.22903,411.477,232.689,1.68975,-1.22799,-9.06137,-3.34407,-6.70467,-553.177,181.303,64.7105,11875.7,11442.7,5.17296,2.25521,-2.09495,0.139137,-3.22146,1.93072,621.929,104.767,12316.4,0.0467342,0.772322,0.0154279,13307.8,-0.00171605,-0.012926,20.9085,6.59047,109.065,75.9657,1.12081,11.8227,11.157,122.42,132.708,-13.3547,-56.7423 
97,97,97,10456.6,-0.362141,23.2701,11.5256,122.698,0.143105,6.95045,460.885,-2.44428,0.172842,-0.881813,-5.1342,-6.59726,-578.231,118.94,66.8672,12466,8763.22,1.19668,3.81381,6.40011,-1.49323,-2.95629,0.0805853,579.521,108.738,12926.6,0.0417105,0.752808,0.0152593,13893.9,-0.00184021,-0.0120167,18.4069,6.99955,112.364,75.9843,1.16616,11.8129,11.2698,122.486,132.4,-10.1223,-56.4153 
98,98,98,11083.6,-0.307824,23.5907,11.6856,122.643,0.328644,212.277,32.7111,-2.01915,1.92259,-9.17666,-4.75872,-5.32528,-576.438,191.902,81.9808,12807,11245,1.61053,5.55226,-1.9173,-1.12904,-1.6956,1.792,651.056,123.722,13266.1,0.0454801,0.750436,0.0168896,14315.2,-0.00153511,-0.011602,20.6609,7.05394,106.828,75.0162,1.18006,11.8957,11.3147,122.369,131.797,-15.5407,-56.7813 
99,99,99,11209.8,-0.0524953,23.3583,11.638,122.805,0.0166223,2.77209,486.827,-0.126712,-0.974146,-6.17553,-1.01691,-5.12833,-477.609,179.145,83.9984,12688.3,8850.89,2.88066,2.03323,-0.160777,1.99047,-2.12096,1.03478,559.578,118.583,13068.7,0.0399119,0.729473,0.0164401,14020.3,-0.00137327,-0.0141216,20.8795,6.19457,105.891,76.9599,1.13323,12.0486,11.5916,122.487,132.419,-16.5958,-55.4593 
100,100,100,10879.1,-0.351044,23.9155,11.5456,122.519,0.0974591,139.093,31.6156,0.672893,-1.89102,-11.0004,-5.47401,-3.20409,-572.628,190.814,85.5275,12737.7,9429.91,4.27858,1.71467,-3.78902,-1.86833,0.401593,6.13771,646.933,126.993,13193.8,0.0454417,0.744311,0.0174217,14236.6,-0.00163458,-0.012332,20.3295,7.44984,107.388,75.3996,1.1892,11.7401,11.3089,122.231,132.115,-14.8427,-56.7151 
101,101,101,11942.1,-0.0136958,24.2201,11.7125,122.762,-0.0146816,8.62479,0.000830495,2.57655,-1.38369,-9.80494,-1.3482,-3.96421,-528.557,214.146,84.7933,13361.1,9238.76,5.90474,1.9445,-3.14857,1.97999,-0.636024,1.52089,635.161,123.067,13782.1,0.0428275,0.746784,0.0161829,14830.7,-0.00135369,-0.0148562,15.8555,7.61668,110.959,75.0342,1.1974,12.0951,11.5268,122.521,132.596,-11.5612,-57.5621 
