cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,0,3426,-0.00369523,9.17115,9.27709,99.493,-0.00123754,6.70989,3.0254e-12,0.0174557,-0.438264,4.74426,-1.11082,-3.34605,-31.0754,358.498,-4.97144,3517.22,2769.96,0.213129,-0.242591,5.13561,-0.915149,-3.15038,-3.93513,402.085,-1.74282,3560.81,0.119755,1.00764,-0.000902426,3357.55,-0.000317653,0.0605983,9.34744,8.91946,98.885,68.4197,0.445548,9.12611,10.0179,99.2116,118.363,-0.326583,-49.9435 
1,97,43.248,4.2,48.55,-0.2,0.19,0.01,1,8236.71,-0.0710527,20.0228,9.3379,99.4262,0.0520112,14.7133,495.266,2.43826,2.95357,3.17833,0.272094,-5.60983,-75.3786,3452.27,33.1677,5024.74,6111.44,2.9129,3.42821,4.12761,0.746733,-5.13519,0.321146,3558,40.9992,5130.47,0.455203,0.980233,0.0145073,7816.29,-4.91753e-06,0.598689,8.7627,8.1276,99.4221,68.4864,0.661679,9.32594,9.45774,98.8798,118.07,0.542241,-49.5831 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,10293.4,-0.075088,24.3233,9.54243,99.0923,-0.0356433,169.426,291.929,-0.541597,-0.401219,9.0538,-0.535025,-7.50073,-116.445,4678.66,-16.4079,5914.58,7752.32,0.191627,0.332006,10.5203,0.1982,-6.7675,-1.35112,4841.99,-4.30974,6077.91,0.48975,1.00156,-0.00130791,9886.65,-0.000113845,0.758167,9.24142,8.24694,99.0606,67.596,0.746867,9.58512,9.73985,98.4814,117.02,0.579156,-49.4244 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,3626.69,-0.0566458,9.86474,9.12833,99.4071,0.113191,-45.0846,300.928,1.02086,2.13586,1.87478,-3.47337,-1.72399,-27.1082,-84.6326,-11.9865,4105.33,3097.5,1.19155,2.30655,2.21617,-3.30268,-1.5533,-1.58207,-46.6107,-9.1701,4143.35,-0.0137398,0.743886,-0.00409365,3392.37,-0.000412772,0.00942889,14.8074,9.83213,123.926,52.7779,0.559616,8.74484,9.81068,99.0455,118.184,24.8809,-65.4058 
4,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,4,3893.94,0.00169685,9.55438,9.74118,99.0862,-0.00887366,6.33077,0.974531,2.60995,1.566,0.501316,-5.00128,-2.71311,-30.3919,425.885,7.85529,3802.04,3031.6,2.80132,1.75737,0.884055,-4.80991,-2.52174,1.46802,468.512,11.0129,3844.67,0.128023,0.96049,0.00524893,3659.59,-0.000218317,0.0676348,9.54234,8.95561,99.6101,68.3947,0.442732,9.74342,10.3281,98.7078,117.811,0.902297,-49.416 
5,97,43.248,4.2,48.55,-0.2,0.19,0.01,5,8563.74,-0.0127951,21.1535,9.21872,99.2473,-0.0180297,4.65958,500,0.884313,3.33959,2.30369,-1.71805,-2.74787,-105.937,3590.53,32.7877,5348.53,6350.89,1.55137,4.00665,3.63781,-1.051,-2.08082,0.400099,3739.12,43.7941,5497.11,0.450403,0.979915,0.0144633,8301.72,-0.000170034,0.629845,8.94053,7.95188,99.2953,68.6912,0.72357,9.23867,9.30542,98.6981,118.057,0.597254,-49.3656 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,9690.47,-0.0450624,22.6631,-9.65414,98.8885,0.0532611,-152.367,499.988,1.96858,3.52785,5.80896,-1.95512,-3.6569,-95.6198,4213.34,33.5754,5673.96,7386.61,2.57067,4.12994,7.01314,-1.35302,-3.05481,0.246378,4347.46,43.5099,5808.08,0.474191,0.982787,0.0136119,9168.16,-2.6032e-05,0.717622,9.24492,8.00357,98.9142,68.27,0.741174,9.6025,9.2692,98.3071,117.601,0.60707,-49.3307 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,3395.3,-0.0587408,9.14425,9.5197,99.2455,0.126924,31.167,2.66945e-12,-0.0874157,1.03311,-1.06314,-0.966464,-1.92906,-15.5239,-121.094,3.57857,3890.58,2962.56,0.0103343,1.13086,-0.867638,-0.868714,-1.83131,0.642427,-99.3206,5.19144,3912.35,-0.0315511,1.10068,0.0024384,3147.93,-0.000410598,0.0101292,-12.7511,8.74411,119.226,52.5461,0.51067,9.1609,9.703,98.9537,117.914,20.2727,-65.3677 
8,75,47.3227,2.4,46.05,0.2,-0.19,-0.01,8,3974.26,-0.00989611,9.78231,-9.79472,98.6861,0.00978821,-2.11244,2.11916e-12,1.43999,0.912563,7.81938,-4.59449,-3.35019,-22.4726,408.939,20.9335,3896.83,3119.77,1.5815,1.05407,8.10239,-4.45299,-3.20868,-1.63382,440.459,23.2683,3928.35,0.119011,0.915375,0.0107934,3700.99,-0.000186735,0.0764786,9.45187,8.1714,98.8449,67.7852,0.459277,9.73042,10.0766,98.0395,116.999,0.805362,-49.2135 
9,97,43.248,4.2,48.55,-0.2,0.19,0.01,9,8448.38,-0.0728602,21.0177,9.12441,99.0358,0.0322038,33.041,472.673,4.36139,-0.0309775,0.632774,-2.48817,-2.20525,-96.5603,3546.26,38.5187,5116.79,6277.52,4.9694,0.577037,1.8488,-1.88015,-1.59724,0.528107,3681.69,48.5509,5252.23,0.457863,0.977443,0.0167431,8041.04,4.40108e-05,0.651497,8.4857,7.91496,99.0763,68.1127,0.701906,9.16234,9.2133,98.3696,117.261,0.706709,-49.1486 
