cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
101,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,101,26643.1,0.010654,43.6235,12.7274,97.0834,0.0670756,-133.249,499.935,0.3884,2.84135,1.03805,-0.852626,1.00331,-293.51,12083.6,71.2089,13241.7,18365,2.23655,4.6895,4.73435,0.995527,2.85146,0.694704,12495.3,101.703,13653.4,0.524404,0.985956,0.013536,23827.6,0.00199776,1.24223,12.0079,9.71156,97.3321,71.6313,1.07308,12.7409,11.538,96.4421,122.404,0.889992,-50.7726 
102,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,102,14499.5,0.113917,21.5334,13.4441,97.008,0.0964474,-53.0485,500,-2.06279,4.28261,5.03205,-1.17873,-0.722919,-177.218,994.169,57.519,12055.9,9590.63,-0.946893,5.3985,7.26384,-0.0628357,0.392974,0.396971,1242.73,75.9312,12304.5,0.108484,0.903403,0.0112399,11455.5,0.00191988,0.108275,10.8542,9.57724,98.2479,72.1616,0.901354,13.0413,12.2049,96.5658,123.187,1.68215,-51.025 
103,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,103,25727.6,0.22948,42.6767,12.485,97.0839,0.103897,-45.248,486.991,2.14039,0.582041,2.27591,2.43133,-2.55723,-280.529,11731.5,81.7706,12846.9,17498.1,3.9068,2.34846,5.80874,4.19774,-0.790815,0.624538,12125,110.916,13240.4,0.524561,0.984244,0.015197,23114.5,0.00171374,1.21046,11.9502,9.71855,97.3052,71.9232,1.04305,12.6267,11.7088,96.4171,122.532,0.88815,-50.6085 
104,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,104,26199.9,0.229721,43.2595,12.5532,97.1217,0.0385605,-127.377,323.753,-0.23425,0.0739359,4.0375,1.83268,-0.607291,-269.81,12113.2,76.0155,12926.9,17837.8,1.46467,1.77285,7.43533,3.5316,1.09163,0.513906,12491.6,104.048,13305.4,0.530766,0.985633,0.0142007,23535,0.00192218,1.23792,12.0098,9.68901,97.2603,72.1008,1.05906,12.514,11.6226,96.5716,122.625,0.688782,-50.5246 
105,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,105,15068.5,0.195546,22.9167,13.315,96.7049,0.130372,72.1124,460.1,1.12687,2.13506,1.45434,-0.859701,1.25227,-168.074,-27.5754,52.0416,13829.8,10239.2,2.18518,3.19338,3.57097,0.198617,2.31059,0.688363,208.165,69.5038,14065.5,0.0175186,0.631192,0.00902054,11882.5,0.0016426,0.00688163,0.613069,3.6033,104.663,64.6636,1.08283,12.8564,11.8616,96.4653,122.407,8.19759,-57.7435 
106,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,106,25875.6,-0.016719,42.8825,12.5611,97.0669,0.0224014,-6.27294,1.91931e-11,-0.00505436,0.608742,2.83902,-0.384242,-1.73668,-320.517,11771.9,83.2679,12877.3,17539.5,2.01315,2.62695,6.87543,1.63397,0.281525,0.488093,12221.4,116.568,13326.8,0.524914,0.983582,0.0158572,23282.7,0.00205454,1.22993,11.78,9.59448,97.2738,72.1923,1.056,12.5573,11.5768,96.521,122.827,0.752764,-50.6349 
107,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,107,26290.9,0.267675,43.2733,12.4952,97.0631,-0.668803,-852.392,146.094,0.969197,1.36339,2.25387,-0.964759,-0.26699,-311.801,12045.6,75.5015,13051.2,36159.9,2.93253,3.32672,6.18053,0.998569,1.69634,0.591631,12483,107.896,13488.5,0.527188,0.985099,0.0145213,23678.4,0.00185956,1.2374,12.0043,9.67773,97.1937,72.6077,1.06515,12.6267,11.6135,96.471,123.57,0.722774,-50.962 
108,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,108,14955.7,0.199436,22.4048,13.4504,96.7247,0.120299,79.9109,0.0175431,1.73491,1.31642,1.23406,2.1307,-0.268676,-159.283,1094.83,37.5763,12577.1,10123,2.73787,2.31938,3.23998,3.13366,0.734284,0.733667,1318.24,54.1252,12800.5,0.11038,0.932964,0.00772887,11942.7,0.0016927,0.11523,11.2166,9.37763,97.4781,71.3835,0.936661,13.0948,12.3038,96.3731,122.305,1.10497,-50.9216 
109,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,109,25591,0.247945,41.1498,12.8541,97.1587,0.308622,694.387,152.634,2.58866,1.94178,3.88968,2.12366,3.31255,-283.524,11269.4,64.6171,13121.9,24195.2,4.37393,3.72706,7.46023,3.90893,5.09782,0.696343,11667,94.0742,13519.5,0.509739,0.986086,0.0126558,22888.3,0.00178605,1.1056,12.3036,9.89186,97.4922,72.653,1.03422,12.8012,11.911,96.523,123.626,0.969202,-50.9732 
110,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,110,26512.7,-0.00919886,44.2828,12.5159,97.0829,0.0177728,-63.317,500,2.07482,2.35042,4.14161,0.0206168,0.425426,-330.281,12325.6,75.1929,12966.9,18078.9,4.15452,4.43011,8.301,2.10031,2.50512,0.613746,12788.9,109.508,13430.2,0.534296,0.985236,0.014798,23935.9,0.00189952,1.29287,11.9131,9.55992,97.2918,72.1037,1.08401,12.483,11.4505,96.4105,122.8,0.881289,-50.6965 
111,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,111,15661,0.227255,24.0437,13.0765,96.9682,-0.156423,50.9206,297.519,-0.264253,2.67845,-1.55389,-2.33404,4.90559,-167.673,4.42083,23.5013,14336.9,10494.3,0.79154,3.73424,0.557698,-1.27825,5.96139,0.942897,239.599,40.9219,14572.1,0.0194251,0.769889,0.00514643,12334.5,0.00170781,0.01148,7.3668,5.95612,95.746,67.0222,1.12976,12.6877,11.9289,96.7311,122.684,-0.985151,-55.6616 
112,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,112,26385.6,0.140415,42.5394,12.8103,96.8708,0.0346073,-71.4135,500,1.22931,4.81948,5.93844,1.12327,-1.03658,-283.743,11768.4,82.6873,13316.8,17820.1,3.01597,6.60613,9.51175,2.90992,0.750079,0.582706,12166.4,112.167,13714.7,0.516628,0.984122,0.0148422,23549.7,0.00192844,1.14597,12.2074,10.0365,97.0605,72.332,1.03141,12.8925,12.0232,96.2953,123.247,0.765225,-50.9148 
113,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,113,27088.1,0.255712,43.7665,12.7801,96.7989,-0.0284322,-143.014,9.36581,2.11326,2.36563,0.00772774,-0.0836589,0.612445,-310.483,11940.2,83.3548,13882.5,18340.7,4.06829,4.32066,3.91779,1.87137,2.56747,0.76604,12375.7,115.613,14318,0.510135,0.983915,0.0146563,24259.6,0.00195636,1.20566,12.1512,9.76969,97.0007,71.6303,1.0939,12.8659,11.7544,96.1825,122.185,0.818238,-50.5547 
114,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,114,14962.2,0.250064,22.5824,13.1366,96.6258,-0.186199,-391.802,177.078,2.36581,2.75308,0.331539,-1.77647,-0.334168,-179.668,1107.39,54.5491,12537.2,12032,3.49713,3.8844,2.59418,-0.645149,0.797154,0.743853,1359.39,73.216,12789.2,0.113524,0.913865,0.0104357,11974.4,0.00180489,0.111728,11.8041,9.04776,96.5611,71.4696,0.951921,12.8246,12.2736,96.3731,123.116,0.187968,-51.6463 
115,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,115,23940.6,0.250335,39.7057,12.3819,97.2544,-0.205031,320.582,218.26,2.31588,5.02663,4.80449,-0.132697,1.83454,-312.269,10587.5,68.9764,12285,18144,4.28216,6.9929,8.73703,1.83358,3.80081,0.659328,11025.5,101.42,12723,0.510781,0.984157,0.0144717,21585.6,0.00188179,1.12122,11.761,9.4587,97.4051,72.0568,1.02715,12.3521,11.5192,96.6702,122.758,0.734829,-50.7014 
116,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,116,25961.1,0.0131933,43.3847,12.478,96.9196,-0.0106104,-5.53579,3.47561e-12,2.85823,2.8549,1.57807,-0.600593,-0.417943,-355.802,11908.6,87.008,12906,17624.8,5.09862,5.09529,6.05885,1.6398,1.82245,0.692678,12407.6,123.974,13405,0.527226,0.982815,0.0167511,23533.8,0.00198738,1.28408,11.8121,9.30526,97.0575,72.1011,1.09234,12.3916,11.321,96.3048,122.583,0.752713,-50.4823 
117,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,117,14627.8,0.140521,22.7648,12.8716,96.7654,0.0608413,-275.283,500,2.96025,3.45806,3.98141,-3.48222,-1.03743,-175.456,-72.9713,45.1313,13286.2,10084,4.06504,4.56286,6.191,-2.37742,0.0673661,0.50507,173.123,63.3605,13532.3,0.0151797,0.609579,0.00855131,11404.9,0.00169453,0.0105048,-14.7058,-0.180175,90.6349,65.1876,1.07577,12.5634,11.7615,96.6016,122.429,-5.96669,-57.2418 
118,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,118,25407.7,0.264528,41.924,12.4486,97.0088,0.175668,49.377,490.939,2.2824,3.12343,3.24139,1.1463,1.80469,-309.222,11715,89.4778,12517.9,17271.8,4.22948,5.07052,7.13556,3.09338,3.75178,0.693499,12148.7,121.605,12951.6,0.530546,0.982785,0.0170018,22898.6,0.00187981,1.18786,12.0682,9.74887,97.1464,71.711,1.02959,12.3987,11.6821,96.4417,122.363,0.704623,-50.6523 
119,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,119,27051.8,0.0489346,44.6289,12.6678,96.9951,-0.0789839,-169.937,500,4.18607,2.10792,4.67481,1.51179,-1.34601,-305.102,12371.7,103.441,13534.5,18840.9,6.10721,4.02907,8.5171,3.43294,0.575135,0.624159,12799.7,135.14,13962.5,0.524824,0.981859,0.0175171,24388.5,0.00192123,1.25894,11.9896,9.75583,97.1849,71.6152,1.08885,12.658,11.7016,96.4436,122.186,0.741294,-50.5704 
120,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,120,15395.4,0.1287,23.414,13.1343,97.2156,-0.0021492,76.3678,500,-0.15917,-3.25306,2.1982,1.42193,0.599283,-204.047,1038.42,32.7522,12972.6,10016.4,1.12566,-1.96823,4.76786,2.70676,1.88411,0.44014,1324.62,53.9519,13258.8,0.107436,0.933465,0.00744001,12329.4,0.0018181,0.123711,10.7602,9.07305,97.4774,71.5232,0.967353,12.8926,12.4154,96.9288,122.718,0.548588,-51.195 
121,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,121,25523.5,-0.0344589,41.6682,12.7387,97.0244,0.0181042,21.9544,500,1.37364,1.4239,4.16546,-2.05641,-0.0191853,-348.508,11384.8,84.7507,12941.1,17292.2,3.5681,3.61836,8.55439,0.138049,2.17528,0.526182,11873.6,120.959,13429.9,0.515786,0.982485,0.0163206,23020.4,0.00209026,1.15944,12.0004,9.69963,97.1425,72.3779,1.04547,12.5405,11.6565,96.4436,123.076,0.698868,-50.6986 
122,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,122,28778.5,0.282934,46.6885,12.7018,97.3721,-0.171098,-144.393,49.1434,1.04061,-0.173395,4.38056,1.13294,0.0194158,-324.178,13030,98.3981,14407.1,20109.2,3.08188,1.86787,8.46309,3.1742,2.06068,0.54616,13484.7,132.079,14861.8,0.522258,0.983148,0.0161074,25820,0.00218407,1.31951,12.119,9.697,97.567,73.4587,1.14642,12.7517,11.7303,96.7998,124.647,0.767191,-51.1883 
123,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,123,14426.2,0.24853,22.1039,12.9015,96.717,0.0343678,-10.621,4.76281,-1.27045,0.406414,2.29253,-1.17152,-1.4657,-160.564,14.2847,28.1012,13079.7,9295.26,-0.259422,1.41744,4.31459,-0.160492,-0.454671,0.111758,239.491,44.7832,13304.9,0.0212267,0.753445,0.00616217,11282.6,0.00176566,0.0145937,-8.27187,9.36039,119.174,56.6684,1.06929,12.469,11.5902,96.4155,122.315,22.7585,-65.6466 
124,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,124,25434,-0.0035968,41.6904,12.6194,97.1618,0.0198669,-27.476,500,-0.742698,-1.43185,4.39861,0.45185,-2.91912,-296.777,11422.6,83.5392,12630.2,17144.3,1.12603,0.436876,8.13606,2.32058,-1.05039,0.258278,11838.8,114.373,13046.5,0.522285,0.983375,0.0158924,22667.4,0.002193,1.17508,11.9522,9.67626,97.2506,71.9201,1.03022,12.4494,11.6606,96.6247,122.748,0.625915,-50.8278 
125,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,125,26344.1,0.252484,43.1135,12.6086,97.2177,2.9031,-1157.21,473.162,-0.739815,0.387514,2.62453,-1.15517,-3.09332,-309.29,12125.1,84.404,12978,127059,1.2077,2.33503,6.51956,0.792341,-1.1458,0.328491,12558.9,116.538,13411.8,0.530121,0.984021,0.0157543,23690.7,0.00183999,1.22197,12.1448,9.83866,97.3944,72.5703,1.03624,12.6426,11.8179,96.6125,123.431,0.781909,-50.8612 
126,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,126,15003.7,0.117674,22.2498,13.5055,96.671,-0.304983,278.275,500,-0.981001,3.47744,0.595093,0.913939,0.217447,-211.503,951.818,43.0004,12635.8,12544.8,0.35078,4.80922,3.25865,2.24572,1.54923,0.733195,1248.47,64.9748,12932.5,0.104192,0.916526,0.00917014,11982.4,0.00180566,0.107696,11.4997,9.12261,97.3055,71.2375,0.951951,13.1114,12.0955,96.3431,121.959,0.962335,-50.7211 
127,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,127,24393.6,0.300058,40.2789,12.3101,96.9738,-0.941849,1008.65,138.681,3.46379,0.418591,4.56902,-2.70262,1.81451,-288.843,10817,61.292,12170.7,47066.6,5.28256,2.23736,8.20655,-0.883854,3.63328,0.555824,11222.1,91.3017,12575.8,0.518102,0.985962,0.0131973,21660.1,0.00205046,1.14247,11.8268,9.61575,97.1644,71.9169,1.0241,12.3073,11.4636,96.4032,122.849,0.761238,-50.9318 
128,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,128,27560.4,0.272608,45.322,12.5268,96.9939,0.163523,-120.382,91.3683,-1.13587,-0.865583,2.83349,-0.389034,0.689119,-323.634,12818.7,102.138,13586.2,19122.6,0.90197,1.17225,6.90916,1.6488,2.72695,0.482814,13272.6,135.763,14040.2,0.532482,0.982414,0.0175007,24926,0.0020493,1.31358,11.9939,9.65851,97.1308,72.12,1.10845,12.5377,11.5896,96.4353,122.743,0.695446,-50.623 
129,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,129,13371.2,0.216633,20.6893,12.8176,96.8572,-0.263587,-333.401,0.343464,0.825833,-1.25125,6.44384,2.31897,-2.05418,-183.18,-46.5648,44.9857,12145.9,11493.5,1.97927,-0.0978112,8.75072,3.4724,-0.900748,0.337259,210.363,64.0174,12402.9,0.0200255,0.652504,0.00941847,10504.7,0.00169218,0.0834084,0.413447,1.3601,100.51,64.8914,1.00549,12.3379,11.5745,96.694,121.636,3.8163,-56.7445 
130,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,130,24892.7,0.303244,40.4996,12.5018,97.106,-0.212252,-273.67,170.68,2.32234,2.18317,1.00362,4.17269,0.518968,-316.87,11081,59.9128,12517.4,18373.2,4.31758,4.17842,4.99411,6.16794,2.51421,0.774759,11525.4,92.8343,12961.8,0.517213,0.9861,0.0130216,22283.8,0.00210773,1.15125,11.8688,9.62538,97.1813,72.3065,1.02302,12.5337,11.5676,96.6301,123.226,0.551238,-50.919 
131,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,131,23195.9,-0.0281564,38.6969,12.3827,96.9925,0.057941,-78.4421,9.41714e-12,-2.3234,3.76251,-0.857644,0.166827,2.11396,-319.119,10034.2,70.5433,11991.8,15746.6,-0.314,5.77192,3.16117,2.17623,4.12336,0.788107,10481.7,103.699,12439.3,0.503775,0.982981,0.0151241,20806.4,0.00207169,1.12276,11.6566,9.10587,97.0308,71.638,1.03234,12.2569,11.0886,96.4955,122.217,0.535284,-50.5788 
132,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,132,13554.8,0.247277,20.4761,13.0098,96.727,-0.0536697,18.0609,460.186,0.622015,0.38101,1.22418,4.21725,0.939242,-214.552,939.75,31.0918,11296.3,8703.41,1.97299,1.73199,3.92613,5.56823,2.29022,0.74653,1240.68,53.383,11597.2,0.114176,0.929975,0.00840808,10866.4,0.00178623,0.101781,11.2552,9.28463,96.7616,70.9034,0.880498,12.6862,12.0058,96.5368,122.019,0.22475,-51.1157 
133,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,133,23614.4,0.250683,38.4584,12.5983,97.1053,-0.348225,107.158,33.74,3.47108,2.17446,0.391935,-0.108763,-1.81818,-305.837,10732.3,89.6999,11758.2,16987.2,5.39686,4.10024,4.24349,1.81701,0.107591,0.729114,11161.3,121.475,12187.2,0.524579,0.98131,0.01803,21276.7,0.00211714,1.10296,11.9785,9.54794,97.1745,72.4064,0.961248,12.4883,11.4892,96.6318,123.013,0.542729,-50.6064 
134,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,134,25594.6,0.00837022,41.9677,12.7042,97.2745,0.00993536,-47.5322,499.578,0.583224,-1.96672,0.318076,0.475021,-0.837217,-318.026,11633.3,75.8351,12760,17371.6,2.58575,0.0358017,4.32312,2.47754,1.16531,0.591678,12079.4,108.877,13206.1,0.52427,0.984471,0.0149599,23040.5,0.00208043,1.21165,11.9,9.56871,97.4347,72.2441,1.04262,12.5989,11.4804,96.665,122.806,0.76965,-50.5618 
135,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,135,14977.8,0.0199246,23.2444,13.1305,96.7686,-2.28768,292.814,499.996,0.64355,1.78135,2.18653,-1.53291,1.07257,-184.735,-83.0054,14.4957,13787,31741.9,1.80678,2.94458,4.51299,-0.369676,2.2358,0.594537,176.104,33.689,14046.1,0.0148807,0.749188,0.00439877,11834.4,0.00145801,-0.136771,0.104262,10.4028,102.258,59.6725,1.08788,12.7547,11.9714,96.4683,121.694,5.78946,-62.0215 
136,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,136,24462.4,0.260456,40.1287,12.5054,97.1507,-0.364006,495.806,462.336,1.47957,-0.735352,-0.286133,0.226232,0.399746,-303.967,11062.1,62.6281,12225.8,22211.1,3.39356,1.17865,3.54186,2.14023,2.31374,0.718185,11488.5,94.2091,12652.1,0.522447,0.985852,0.0135309,21989.7,0.00186903,1.15236,12.0243,9.52674,97.2212,72.639,1.00322,12.5591,11.5418,96.6452,123.487,0.575995,-50.8476 
137,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,137,25421.2,0.0949363,41.9043,12.5765,96.9305,0.0570137,-109.262,500,3.45078,0.911339,3.27004,1.23685,1.28147,-332.505,11602.8,95.9578,12656.1,17358.7,5.54447,3.00503,7.45743,3.33055,3.37517,0.671662,12069.2,130.504,13122.5,0.525641,0.981429,0.0179902,22960.9,0.00187673,1.20703,12.0048,9.555,97.1073,72.221,1.03928,12.4641,11.6285,96.3066,122.8,0.800617,-50.5788 
138,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,138,14795.5,0.18938,22.4819,13.3398,96.7551,-0.0984649,-82.1238,0.0633037,1.99907,2.64465,0.361858,-4.59722,-0.927773,-155.864,1009.8,21.9639,12596.3,10026.1,2.98051,3.62609,2.32472,-3.61579,0.0536604,0.567025,1228.42,38.1576,12815,0.103534,0.948443,0.0054551,11864.8,0.00155849,0.110654,11.4066,9.16244,96.6944,71.3329,0.957594,13.003,12.1356,96.5146,122.665,0.179763,-51.3318 
139,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,139,25719,0.227985,42.3627,12.5374,97.2234,-0.271097,-200.059,499.215,0.545111,2.96245,1.95203,-1.5778,1.74249,-296.018,11682.3,76.7823,12898.4,19055.2,2.40906,4.8264,5.67992,0.286147,3.60644,0.66207,12097.5,107.537,13313.6,0.522621,0.984682,0.014661,23147.8,0.00185252,1.17674,11.9652,9.93497,97.2834,71.7536,1.02893,12.5811,11.8298,96.6382,122.27,0.645194,-50.5169 
140,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,140,26947.3,0.298776,44.2511,12.4619,97.1051,0.195872,-357.288,204.768,1.01619,1.93814,7.04095,-0.769051,3.74208,-325.681,12419.4,97.7087,13201.7,20229.8,3.06692,3.98886,11.1424,1.28167,5.7928,0.559112,12876.2,131.546,13658.5,0.531795,0.982436,0.0174321,24212.8,0.00211948,1.27634,11.908,9.76923,97.2195,72.0945,1.07623,12.4917,11.6336,96.5642,122.691,0.655384,-50.5964 
141,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,141,13884.6,0.234681,21.2807,12.9216,96.6772,0.190589,-264.176,475.825,2.44322,-0.344535,-5.928,-2.16991,-2.45225,-154.8,-37.4641,36.9525,12582,10590.6,3.41796,0.630202,-3.97853,-1.19517,-1.47751,-0.528413,179.658,53.0357,12799.1,0.0166305,0.659367,0.00757531,10802.9,0.00171217,0.00348426,45.678,-0.00489074,124.391,58.5696,1.03596,12.5413,11.52,96.426,122.057,27.9651,-63.4877 
142,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,142,23903.6,0.231756,39.4827,12.3994,97.1417,-0.201546,8194.46,500,-0.2092,3.16798,5.51605,2.20629,-0.0345581,-335.34,10705.8,76.9912,12012,69700.6,1.90235,5.27953,9.73915,4.31784,2.07699,0.582295,11176.2,111.832,12482.3,0.518941,0.98279,0.0162359,21536.5,0.00206893,1.13166,11.7126,9.57072,97.2444,71.8897,0.986493,12.4386,11.5177,96.6086,122.212,0.635755,-50.3227 
143,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,143,25154.5,0.32679,41.275,12.34,97.0815,-0.0992836,221.576,63.5012,-2.12579,3.20989,0.237852,0.658078,1.43435,-319.49,10785.2,78.5184,13006.4,17296.7,-0.114049,5.22163,4.26133,2.66982,3.44609,0.724806,11233.3,111.712,13454.5,0.501475,0.982894,0.0150645,22400.6,0.00239174,1.14996,11.7954,9.39923,97.1655,72.4362,1.10273,12.2522,11.262,96.5777,123.362,0.587804,-50.9253 
144,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,144,14413.7,0.255277,21.5752,13.1697,96.8729,-0.150173,-138.661,18.3851,-2.42438,1.57071,2.65435,0.856946,-2.21805,-220.191,923.567,62.6005,12114.6,9927.52,-1.0379,2.95719,5.42731,2.24343,-0.831568,0.380335,1232.41,85.4774,12423.5,0.106758,0.891761,0.0125156,11543.9,0.00184778,0.10073,11.25,8.94325,97.1071,71.1033,0.917752,12.945,12.1545,96.5333,122.112,0.573839,-51.0083 
145,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,145,25350.7,0.304044,41.7774,12.3554,97.2182,-0.0939846,-59.2156,315.537,3.05262,2.00544,1.57983,0.0269836,-2.02595,-288.274,10894.8,101.999,13104.8,16984.4,4.8678,3.82063,5.21019,1.84217,-0.210764,0.664508,11299.2,131.949,13509.1,0.501923,0.979973,0.0176746,22511.7,0.00226074,1.15664,11.7873,9.4783,97.3798,72.263,1.09733,12.3714,11.3735,96.7106,123.001,0.66922,-50.7375 
146,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,146,27926,0.272171,45.8652,12.5527,97.2113,-0.0851224,-512.864,351.343,-4.19136,0.710504,6.56088,0.765559,-1.10291,-290.076,12672.4,103.163,13921,20163.1,-2.36483,2.53703,10.2139,2.59209,0.723617,0.254558,13079.3,133.301,14327.8,0.52377,0.982477,0.0168495,24971.4,0.00210197,1.28466,12.1188,9.74715,97.2848,72.055,1.12455,12.4771,11.7837,96.7115,122.878,0.573362,-50.8231 
147,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,147,15196.5,0.231731,23.546,12.903,97.0376,0.513999,610.772,27.1711,-0.495735,1.28159,-0.708263,-0.186227,-0.0655155,-151.605,-37.8474,38.3468,13924.6,20109.8,0.45888,2.23621,1.20097,0.768388,0.889099,0.783748,174.793,54.0979,14137.2,0.0146778,0.648668,0.0069997,11908.7,0.00159893,0.0179477,-5.39299,4.54741,95.7903,68.0149,1.08514,12.7001,12.0934,96.78,122.043,-0.989703,-54.0277 
148,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,148,25091.9,0.273044,40.951,12.5533,97.0143,-0.179025,-236.944,75.9005,-0.71614,-1.20255,4.77786,-0.870636,-2.77326,-272.133,10971.8,72.2377,12833.4,18115.6,0.997411,0.511001,8.20496,0.842914,-1.05971,0.136009,11353.5,100.511,13215.1,0.508623,0.984744,0.0138171,22322,0.0021198,1.14711,11.8576,9.6215,97.2226,72.5244,1.04184,12.6248,11.5008,96.3661,123.647,0.856464,-51.1221 
149,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,149,25670,0.0196505,42.427,12.488,96.9638,-0.0112269,-6.91957,4.57985e-13,1.56886,-3.4029,-0.29306,1.80323,-0.390946,-323.424,11827.5,97.6673,12505.1,17250.2,3.60537,-1.36638,3.77997,3.83975,1.64557,0.671429,12281.2,131.27,12958.7,0.533109,0.981638,0.0183184,23036.9,0.0023391,1.2506,11.8135,9.4512,97.0918,72.0132,1.04158,12.3157,11.4571,96.4164,122.578,0.675419,-50.5647 
150,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,150,14141,0.255481,21.2108,13.1155,97.0876,-0.391655,141.623,15.8546,-1.76062,-2.60605,3.69484,0.355428,-2.86364,-207.199,964.579,53.3399,11781.3,10861.7,-0.455945,-1.30137,6.3042,1.66011,-1.55896,-0.356316,1255.2,74.8671,12071.9,0.111327,0.905485,0.0112953,11274.9,0.00193464,0.1146,10.2655,9.22714,97.6182,70.8979,0.905827,12.8507,11.9665,96.6839,121.459,0.93428,-50.5608 
151,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,151,24473,0.0574548,40.4323,12.5237,97.1113,0.201991,-138.483,500,-0.28233,3.06482,3.34488,-0.831679,0.542485,-315.167,10897,59.6085,12247.5,17394.3,1.70219,5.04934,7.31392,1.15284,2.52701,0.587839,11339,92.3531,12689.5,0.518442,0.985947,0.0132293,21871.3,0.00190084,1.12824,11.969,9.66762,97.2973,71.5987,1.00582,12.511,11.6519,96.4898,122.291,0.807497,-50.6925 
152,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,152,27374.9,0.0134489,45.5508,12.5682,97.2516,-0.0064012,-37.7136,500,-2.50677,-1.15277,-0.849363,1.31217,4.13672,-301.541,12181,91.8552,13902.4,18644.3,-0.608044,0.745957,2.94809,3.2109,6.03545,0.760947,12603.9,123.184,14325.4,0.514572,0.983184,0.0155933,24494,0.00204308,1.26676,12.0289,9.55225,97.3992,72.2318,1.1564,12.4392,11.5041,96.684,122.849,0.715132,-50.6168 
153,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,153,14191.4,0.242194,21.8425,12.8554,96.9093,0.307766,48.1157,275.071,1.51222,1.40853,1.63441,-1.59606,1.562,-133.769,-14.1876,35.2612,12847.7,9622.84,2.35452,2.25083,3.31902,-0.753751,2.40431,0.653363,173.436,49.1593,13035.3,0.0157773,0.668438,0.00689908,10992.8,0.00170725,0.0133888,-9.17987,3.91851,92.5074,67.8482,1.03107,12.5373,11.8367,96.6817,122.14,-4.17426,-54.2913 
