cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
49,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,49,24785.8,0.23546,40.6045,12.6016,96.8957,-0.0281553,-415.289,157.098,0.329845,-1.20704,1.22022,0.0807643,-1.91894,-247.155,10962.9,72.941,12627.7,17037.6,1.88612,0.34923,4.33276,1.63704,-0.362664,0.447527,11309.6,98.6195,12974.4,0.512248,0.984969,0.0138087,22078.3,0.00192476,1.13484,12.0224,9.57056,96.9681,71.9555,1.02716,12.6087,11.5932,96.3524,122.69,0.615622,-50.7345 
50,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,50,27103.9,0.0364879,44.7443,12.6587,97.1275,0.0667028,-43.7769,500,1.50283,0.194187,0.764173,-1.76402,-3.20355,-310.506,11983.6,69.5344,13993.6,18533.4,3.45801,2.14936,4.67452,0.191153,-1.24837,0.493259,12419.1,101.795,14429.1,0.509079,0.985859,0.012829,24395.3,0.00186874,1.26362,12.0547,9.39632,97.2751,72.4965,1.16827,12.6069,11.3164,96.5914,123.106,0.683718,-50.6092 
51,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,51,13726.8,0.0114175,21.5179,13.0211,96.7136,-0.119595,72.0217,500,4.7014,-1.23253,5.28817,-0.883252,-3.79772,-148.441,-14.2423,40.4042,12550.8,9401.41,5.6361,-0.297834,7.15756,0.0514425,-2.86303,0.260906,193.961,55.8266,12759,0.0179861,0.66503,0.00799565,10783.9,0.00154388,0.240135,-0.0547322,-39.9914,119.609,51.3512,1.03569,12.5391,11.5311,96.4352,122.444,23.1736,-71.0932 
52,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,52,24924.6,0.130731,40.881,12.6025,96.9548,-0.12583,-295.955,500,0.892519,3.73378,-0.374756,-2.52071,1.33221,-296.242,10902.6,88.6059,12796.2,17983.8,2.75788,5.59914,3.35596,-0.65535,3.19757,0.76458,11318.1,119.384,13211.7,0.507906,0.981875,0.0163732,22283.8,0.00191431,1.12821,11.9129,9.65554,97.1391,72.6639,1.03418,12.7201,11.6137,96.3665,123.601,0.772565,-50.9372 
53,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,53,25899.4,0.115595,42.8966,12.5484,96.9385,0.0405787,-56.711,2.5643e-12,0.664463,2.49444,0.591188,-1.4318,-0.464337,-261.662,11589.7,66.5537,13187.3,17597.9,2.31208,4.14205,3.88642,0.215814,1.18328,0.668949,11956.7,93.7393,13554.3,0.515226,0.986466,0.0125795,23206.8,0.00182893,1.20278,11.9848,9.62172,97.0975,72.8572,1.08713,12.5951,11.4529,96.3353,123.778,0.762149,-50.9207 
54,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,54,14925,0.204844,22.4073,13.4315,96.4967,0.0882592,-60.7779,499.19,-0.741203,1.59959,-1.97719,2.57192,1.58301,-117.613,978.675,47.3451,12634.7,9972,-0.000626251,2.34017,-0.496041,3.31249,2.32358,1.06632,1143.64,59.5646,12799.7,0.097187,0.916468,0.00849954,11767.4,0.00161808,0.109013,11.1997,9.19526,97.1319,71.0987,0.924004,13.1929,12.4952,96.2162,122.546,0.915703,-51.447 
55,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,55,24246.7,0.0742843,39.9122,12.619,96.9528,-0.0645695,80.0287,498.037,-0.546232,-0.081084,2.49071,-2.90076,4.31778,-271.342,10729.3,92.6193,12346.7,16563.8,1.16234,1.62749,5.90786,-1.19219,6.02635,0.563411,11109.8,120.811,12727.2,0.512601,0.981326,0.0171853,21673.5,0.00178148,1.0968,12.0852,9.67251,97.2523,72.372,1.00267,12.5688,11.7137,96.2636,123.078,0.988662,-50.706 
56,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,56,26144,0.19282,43.7905,12.4689,96.9161,0.0386206,-135.094,438.826,2.22541,1.45856,-1.30296,0.467249,2.44124,-261.186,12109.3,89.1519,13080.2,17944.6,3.87003,3.10319,1.98628,2.11187,4.08586,0.868955,12475.6,116.288,13446.5,0.527818,0.98395,0.0156811,23636.2,0.00150687,1.22391,12.0857,9.84516,97.0459,72.2757,1.06608,12.4786,11.7822,96.3641,122.957,0.681807,-50.681 
57,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,57,13748.6,0.172932,21.6945,12.8618,96.7657,0.068801,-35.7036,121.134,1.14576,0.587702,-1.96727,1.90034,-0.581541,-162.575,-55.041,15.3772,12755.2,9163.3,2.16945,1.61139,0.0801111,2.92403,0.44215,0.988915,172.986,32.2681,12983.2,0.0157991,0.753899,0.00455743,10949.1,0.00154007,-0.026749,7.08311,26.5068,114.213,93,1.02374,12.7183,11.9111,96.4884,121.808,17.7244,-28.8082 
58,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,58,25929.7,-0.0538687,42.7183,12.7487,97.044,-0.0400421,93.8311,499.481,2.77153,1.69632,1.3786,-0.92612,-5.57837,-263.057,11529.3,77.6713,13212.5,17850.9,4.42793,3.35272,4.6914,0.73028,-3.92197,0.494481,11898.2,105.002,13581.5,0.5135,0.984791,0.0140418,23170.9,0.00160444,1.1549,12.1292,9.93053,97.2162,71.8489,1.04825,12.8238,11.8628,96.3979,122.564,0.818296,-50.7156 
59,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,59,25864.2,0.293279,41.8852,12.6191,97.0616,0.00593992,-949.119,211.485,1.76066,0.366792,-2.48836,-2.66789,-0.731395,-310.337,11602.7,109.357,12968.2,17389.6,3.71477,2.3209,1.41985,-0.713786,1.22271,0.821726,12038,141.6,13403.5,0.51971,0.97983,0.0190892,23162.9,0.00224058,1.19254,12.0252,9.54694,97.1902,72.2357,1.0556,12.5633,11.5559,96.4418,122.974,0.748354,-50.7382 
60,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,60,14859,0.203773,22.2127,13.4902,96.6984,-0.955032,914.575,287.39,0.813661,-0.155911,-1.09947,0.760594,-0.78097,-195.997,1025.19,41.6156,12603.9,38188.3,2.0478,1.07823,1.3688,1.99473,0.453168,0.802844,1300.09,61.9788,12878.9,0.108435,0.922997,0.00878714,11989.5,0.00166109,0.11203,11.0042,8.9468,96.4832,71.3752,0.93279,13.2173,12.2634,96.3918,122.523,0.091331,-51.1474 
61,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,61,25536,0.176726,41.2843,12.7796,97.0213,0.218545,494.915,1.61226,0.166835,2.44173,-5.37532,1.77586,0.671026,-295.301,11370.2,89.5068,12907.7,20696.1,2.02627,4.30116,-1.65646,3.63529,2.53046,1.15286,11784.4,120.187,13321.9,0.515918,0.982465,0.0163474,22841.6,0.00189946,1.14508,12.1437,9.76528,97.1483,71.5783,1.0402,12.6606,11.7261,96.4701,122.083,0.678183,-50.5044 
62,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,62,24705.1,0.0218864,41.0669,12.5628,96.9463,-0.0372122,-12.4711,500,-0.539213,2.39196,0.949394,-0.494489,0.0609108,-276.962,11335.9,84.8419,12280.9,16809.9,1.20474,4.13592,4.43731,1.24947,1.80487,0.654208,11724.3,113.617,12669.4,0.527175,0.983324,0.0162512,22239.9,0.00190503,1.2006,11.8929,9.47117,97.0225,72.8853,1.02494,12.4495,11.3428,96.4208,123.584,0.601664,-50.6989 
63,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,63,14742.1,0.242521,22.7213,12.883,96.6233,-0.109826,-183.278,58.8714,3.90996,2.76687,-1.17163,-0.729235,-1.88421,-158.244,-69.6037,39.1033,13400.6,10184.2,4.90639,3.7633,0.82122,0.267188,-0.887788,0.907419,152.35,55.5443,13622.5,0.0132951,0.610492,0.00745498,11459,0.00176885,0.00849362,-7.16181,-4.28926,95.2639,65.9122,1.07774,12.5471,11.776,96.3517,122.282,-1.08784,-56.3701 
64,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,64,26122.3,0.33132,41.7777,12.6825,96.723,-0.433214,-968.474,216.339,4.93114,2.84004,4.52839,0.167739,-0.765345,-313.144,11782.2,103.075,12858.6,30906.2,6.90292,4.81182,8.47195,2.13952,1.20644,0.639992,12221.4,135.61,13297.8,0.525458,0.980952,0.0184393,23258.5,0.00237174,1.19549,12.1296,9.63268,96.8184,72.2413,1.03365,12.6803,11.6024,96.1905,122.873,0.62787,-50.6314 
65,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,65,25820.2,0.24164,42.5217,12.5454,96.8901,0.0586005,-207.122,106.465,1.58426,-1.52984,-3.858,1.41005,-0.989809,-270.555,11614.9,90.9338,12993.6,17760.7,3.28787,0.173767,-0.450778,3.11366,0.713801,1.06592,11994.4,119.043,13373.1,0.51937,0.982928,0.0161333,23094,0.00181128,1.17648,12.0347,9.81479,97.1088,72.099,1.06022,12.5384,11.7196,96.281,122.711,0.827772,-50.6122 
66,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,66,15287,0.032465,23.2089,13.5768,96.9756,-0.0560338,11.4527,7.03312e-13,-3.70226,-0.962809,2.72077,-0.47484,0.160797,-103.723,1016.21,26.291,12992.4,10278.5,-3.04914,-0.309694,4.027,0.178275,0.813912,-1.4254,1161.69,37.0674,13137.9,0.0962766,0.947114,0.00517046,12066.1,0.00162178,0.114573,11.4023,9.09772,97.4545,71.4564,0.963416,13.1639,12.3049,96.6652,122.85,0.789368,-51.3931 
67,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,67,25259.4,0.135048,41.2832,12.6876,96.9071,0.0977892,-122.419,500,3.23806,1.1975,7.34085,-1.35634,0.536856,-271.932,11376.8,94.6346,12785.3,17440.6,4.95035,2.90979,10.7654,0.355943,2.24914,0.49293,11758.2,122.887,13166.7,0.518289,0.982039,0.0169021,22686.5,0.00188984,1.13795,12.0366,9.84042,97.1846,72.6558,1.03218,12.59,11.709,96.2409,123.422,0.943676,-50.7661 
68,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,68,26830.7,0.249613,43.7597,12.6714,97.1306,-0.706947,285.785,97.8628,2.14222,-1.21241,0.683835,-1.31428,2.42888,-271.58,12370.8,83.608,13224.7,24627.6,3.85229,0.497658,4.10397,0.395789,4.13894,0.684034,12751.7,111.824,13605.6,0.53034,0.984886,0.0149144,24044.4,0.00192429,1.27174,12.081,9.60305,97.2894,72.0658,1.06827,12.7575,11.6117,96.6002,122.803,0.689162,-50.7375 
69,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,69,14578.3,0.185983,22.2406,13.2898,96.7143,0.068973,-697.45,498.9,0.210133,1.80312,5.43865,-1.54104,1.9361,-154.737,-20.5567,14.6432,13484.9,11187.8,1.18447,2.77746,7.38732,-0.566704,2.91044,0.460503,196.476,30.7197,13701.9,0.0169829,0.785165,0.00411302,11569.1,0.00164422,-0.0213266,7.27867,27.8588,114.66,92.9994,1.02304,13.0139,12.2676,96.5569,122.868,18.1033,-29.8689 
70,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,70,26679.4,0.265037,42.9889,12.7812,96.8794,-0.769207,234.1,200.792,1.85568,2.63198,1.66389,-0.208469,0.459407,-273.667,11773.8,102.12,13611.4,23748.4,3.57889,4.35519,5.11031,1.51474,2.18261,0.694757,12157.7,130.553,13995.2,0.511392,0.981555,0.0168936,23773.7,0.00195567,1.16896,12.2256,9.85283,97.0971,72.2129,1.06926,12.8421,11.8523,96.2911,123.048,0.805981,-50.8352 
71,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,71,26319.3,0.242844,42.6048,12.7722,97.0143,0.0245389,-177.679,499.094,2.04101,2.66741,1.69373,-0.459132,0.554148,-265.006,11947.8,73.7522,13208.6,17856,3.70968,4.33608,5.03107,1.20954,2.22282,0.695256,12319.5,101.285,13580.3,0.522209,0.985816,0.0135527,23591.1,0.00168258,1.17839,12.2175,9.94571,97.1638,73.1609,1.03921,12.8906,11.8861,96.4226,124.215,0.741148,-51.0541 
72,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,72,15695.7,0.242826,23.1708,13.5255,96.6438,-0.266766,106.108,498.669,1.76194,1.58333,1.08289,-2.36766,-2.33194,-148.525,1101.69,52.4246,13115.3,11123.6,2.69716,2.51856,2.95334,-1.43243,-1.39672,0.446931,1310.01,67.8558,13323.6,0.105914,0.916887,0.00929446,12368.6,0.00182114,0.120758,11.4293,9.27442,97.6826,71.533,0.969812,13.2242,12.3012,96.3415,122.76,1.34106,-51.2269 
73,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,73,25402.6,-0.0117537,41.4688,12.8335,96.8403,0.0157915,-5.30042,1.97143,3.19281,-0.0784244,1.11759,-2.91767,0.726063,-286.044,11623.6,78.9992,12688.5,17327.2,4.99395,1.72272,4.71988,-1.11653,2.52721,0.632615,12024.8,108.718,13089.7,0.525347,0.984424,0.0150692,22889.3,0.00152924,1.12269,12.2433,10.1476,97.077,73.3521,0.972712,12.965,12.1741,96.2195,124.605,0.857481,-51.2527 
74,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,74,27970,0.0222662,45.9624,12.6576,97.1924,-0.0133288,-37.595,495.839,1.13809,2.39568,1.29936,1.88065,-1.54235,-266.846,12839.1,93.7491,13743.6,18955,2.81834,4.07593,4.65987,3.56091,0.137902,0.694494,13213.4,121.473,14117.8,0.529994,0.984167,0.0156026,24931.2,0.00222053,1.30089,12.0587,9.73706,97.4689,72.7862,1.11829,12.5475,11.6493,96.6249,123.607,0.844039,-50.8204 
75,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,75,14396.4,0.228364,21.6852,13.2104,96.8915,0.0859709,-181.305,499.999,1.60414,0.517192,-1.37897,0.462081,-4.02523,-185.212,4.49596,-5.17735,13040.5,9832.91,2.77038,1.68342,0.953494,1.62831,-2.859,0.771706,264.274,14.0655,13300.2,0.0233799,0.914796,0.0019443,11303.5,0.00166908,-0.0143413,0.162526,-1.99189,109.086,52.1017,1.02617,12.8015,11.9111,96.5425,122.997,12.5436,-70.8948 
76,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,76,25955.4,0.271031,42.0218,12.6852,96.9095,0.11954,99.7056,414.586,1.94521,2.60265,2.35565,1.22237,-1.1192,-291.513,11132.3,98.564,13480.1,17740.7,3.78079,4.43823,6.02681,3.05795,0.716379,0.665552,11541.2,128.851,13889,0.500289,0.980837,0.0168024,23069,0.00199563,1.10976,12.2071,9.84171,97.1241,72.9607,1.07173,12.6302,11.8854,96.2632,123.948,0.860856,-50.9876 
77,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,77,25728.6,-0.0230946,43.0247,12.514,97.0619,0.136255,62.5079,499.954,1.35035,3.6074,1.47124,2.47345,-5.03454,-257.908,11400.5,73.8681,13176.4,17804.4,2.97432,5.23138,4.7192,4.09743,-3.41056,0.6533,11762.2,100.664,13538.1,0.511427,0.985244,0.0135121,22998.9,0.00181929,1.19394,11.88,9.60089,97.2065,71.7086,1.08996,12.4997,11.5499,96.4699,122.216,0.736566,-50.5077 
78,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,78,15079.6,0.226724,22.8412,13.2147,96.8155,-0.0240378,31.9073,4.53802,1.96862,5.11902,5.15981,-1.33581,-3.8083,-186.4,1002.02,47.3067,12796.5,9850.87,3.14233,6.29274,7.50723,-0.162094,-2.63458,0.469289,1263.46,66.673,13058,0.104405,0.915459,0.00931801,12101.6,0.0016302,0.1164,11.3943,8.78552,96.6978,71.5946,0.961705,12.9482,12.3386,96.4757,123.359,0.222094,-51.7641 
79,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,79,24200.5,0.0233685,39.7302,12.6631,97.0229,0.032194,-54.9565,1.14311e-12,1.46139,2.72201,1.27186,1.26711,3.80286,-293.532,10550.3,100.79,12514.7,16435.4,3.30969,4.5703,4.96845,3.1154,5.65116,0.770139,10962,131.286,12926.5,0.505372,0.979471,0.0183656,21691,0.0019267,1.10065,11.8439,9.58863,97.1517,71.9924,1.01312,12.6239,11.6133,96.4396,122.706,0.712126,-50.7138 
80,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,80,26632.3,0.306227,43.8481,12.4011,97.1069,0.0470349,-282.768,37.0019,-0.0668755,1.6612,1.12222,-1.99833,-3.6792,-315.057,12088.6,114.35,13216.3,18134.4,1.91695,3.64503,5.08988,-0.0145041,-1.69537,0.430789,12530.5,147.083,13658.2,0.525017,0.979872,0.0194515,23866.8,0.00219129,1.26157,11.8582,9.59844,97.2077,72.0493,1.09265,12.4169,11.5403,96.5377,122.581,0.669992,-50.532 
81,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,81,14545.5,0.178215,22.5854,13.0942,96.7575,-0.102305,-104.118,495.978,0.0869372,0.480893,-0.890074,-2.80576,-5.25115,-129.639,-5.36447,26.2322,13433.6,9974.04,0.90324,1.2972,0.742531,-1.98946,-4.43485,1.21329,176.467,39.7012,13615.4,0.0153754,0.717509,0.00534269,11477.3,0.00129018,0.0142627,11.0046,-7.28364,120.101,56.5671,1.05793,12.8158,11.9246,96.5373,122.378,23.5637,-65.8111 
82,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,82,25037.6,0.234041,41.0853,12.5912,97.1008,-0.544626,-354.238,0.236767,1.31585,-2.19341,-0.914918,-0.778381,-2.19693,-286.088,11374.2,90.5958,12542,23120.7,3.11727,-0.391985,2.68792,1.02304,-0.395511,0.555034,11775.5,120.319,12943.3,0.522926,0.982433,0.0168357,22518.4,0.00184004,1.16118,11.9547,9.7464,97.3188,72.4325,1.00608,12.6013,11.7942,96.4524,123.057,0.866427,-50.6249 
83,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,83,25814,-0.0160475,42.4531,12.7181,97.1235,0.0207894,-13.3372,2.51792e-12,2.36665,2.49173,1.0227,0.843887,-2.58019,-315.027,11578.5,91.9496,13070.4,17585.2,4.35029,4.47538,4.98999,2.82753,-0.596549,0.689032,12020.4,124.68,13512.2,0.517327,0.982172,0.0167133,23235.5,0.00198479,1.20291,11.8812,9.59263,97.2768,72.2646,1.06086,12.6178,11.6175,96.4515,122.995,0.825297,-50.7302 
84,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,84,14873.8,0.0406703,22.7057,13.3526,96.7707,-0.0521194,46.1021,500,0.150232,-0.86695,0.583996,-2.20337,-1.50729,-175.021,1051.01,35.5721,12590.7,9947.73,1.25229,0.235111,2.78812,-1.10131,-0.405227,-0.00691003,1296.49,53.7561,12836.2,0.108488,0.932349,0.00765542,11950.5,0.00150655,0.122182,10.7565,9.44037,97.2403,71.1919,0.934289,13.1116,12.3957,96.4688,122.873,0.771461,-51.681 
85,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,85,25647.5,-0.0168307,41.7652,12.7557,97.0016,-0.0438526,17.2028,0.0563751,-0.341508,2.09174,7.99675,-0.293522,-2.77947,-345.128,11470.1,74.551,12933.1,17367.2,1.83167,4.26492,12.3431,1.87966,-0.606294,0.373862,11954.2,110.409,13417.1,0.517711,0.984094,0.0149322,23090.4,0.00203115,1.15646,12.2007,9.64399,97.1714,72.5028,1.0546,12.5639,11.618,96.3809,123.43,0.790489,-50.9275 
86,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,86,25534.3,0.166375,42.7972,12.3923,97.1275,0.381997,-510.505,499.968,3.3673,3.71772,4.84304,0.720112,4.15363,-253.264,11978.8,79.3474,12456.2,23613.1,4.96204,5.31245,8.03251,2.31485,5.74836,0.695395,12334,105.661,12811.5,0.53702,0.98523,0.0149651,22967.5,0.0019463,1.26304,11.8975,9.45656,97.3524,72.1666,1.05574,12.2767,11.383,96.4431,122.874,0.909267,-50.707 
87,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,87,14997.4,0.233565,23.2138,12.8923,96.6027,0.313103,-54.1972,455.415,1.9525,-0.102953,2.61566,2.31232,0.0699168,-155.054,53.2157,48.5213,13547.3,10294.9,2.92883,0.873381,4.56833,3.28865,1.04625,0.640443,270.694,64.6308,13764.8,0.0231452,0.705304,0.00857518,11695.5,0.00178621,0.0157453,6.85586,6.16729,94.8996,67.9227,1.08505,12.5282,11.8994,96.3466,123.261,-1.44699,-55.3387 
88,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,88,25476.9,0.0738771,41.8566,12.7036,97.1626,-0.0108988,74.0709,77.6329,-1.12821,3.78108,4.39566,-1.98333,4.39445,-277.256,11486.6,85.7013,12733.9,17335.9,0.617595,5.52688,7.88727,-0.237521,6.14026,0.60434,11875.5,114.507,13122.7,0.521602,0.983406,0.0158196,22767.4,0.00207458,1.17253,12.0223,9.68404,97.2533,72.7179,1.04017,12.5196,11.5867,96.6656,123.407,0.587747,-50.689 
89,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,89,26876,0.280067,43.9259,12.5673,97.0061,0.0522782,-302.91,26.1883,0.933342,0.703277,2.14317,-2.09813,1.76631,-293.01,12139,81.9738,13415.5,18485.8,2.77835,2.54828,5.83318,-0.253125,3.61132,0.598211,12550,112.416,13826.5,0.522351,0.984566,0.0147562,24026,0.00189078,1.24538,12.0427,9.71198,97.1939,71.9165,1.08212,12.7171,11.7057,96.4251,122.453,0.768824,-50.5363 
90,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,90,15358.5,0.267102,22.7374,13.3401,96.6397,0.1195,-87.673,93.4069,1.30583,0.95283,-3.01183,-2.05063,-1.07259,-204.255,1018.85,31.783,12914.3,10215.1,2.59197,2.23897,-0.439541,-0.764491,0.213554,1.11445,1305.34,53.0044,13200.7,0.106455,0.933654,0.00734222,12262,0.00183588,0.117095,10.7272,9.35006,96.4713,71.0641,0.945948,13.2424,12.3345,96.2563,122.469,0.215045,-51.4052 
91,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,91,25778.7,0.296812,41.6073,12.6491,97.061,-0.0123495,-89.8383,4.40623,3.00169,0.773689,2.16006,-2.81159,1.02371,-305.955,11763.1,71.3084,12639.4,17168.7,4.92821,2.70021,6.01309,-0.885076,2.95022,0.617163,12192.2,103.096,13068.5,0.529197,0.985418,0.014324,23039.1,0.00209148,1.19898,12.0657,9.70638,97.2842,72.5192,1.01803,12.7541,11.5895,96.423,123.268,0.861225,-50.7487 
92,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,92,27536.2,0.281441,45.4071,12.4714,97.1266,0.133113,44.4752,177.061,0.907933,4.54613,4.45431,1.4167,0.786814,-312.342,12852,116.668,13368.4,18627.4,2.87467,6.51286,8.38778,3.38343,2.75355,0.649227,13290.1,149.119,13806.4,0.536986,0.980743,0.0195079,24749.5,0.00214686,1.35168,11.8351,9.55811,97.2511,72.0425,1.09721,12.5888,11.5017,96.5158,122.475,0.735371,-50.433 
93,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,93,14106.4,0.215672,21.6595,13.0176,96.7938,-0.180333,2.91086,85.2843,1.1223,0.943116,-0.95097,1.47512,2.84631,-169.098,-18.7542,33.4,12957.1,9195.67,2.18706,2.00788,1.17856,2.53989,3.91108,0.900329,218.422,50.9686,13194.3,0.019555,0.710045,0.00706566,11169.7,0.00141215,0.0140543,-9.80903,8.27171,118.416,55.7899,1.03043,12.7009,11.8312,96.4665,122.333,21.9495,-66.5427 
94,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,94,25161.2,-0.00655838,41.684,12.5735,97.1203,-0.025083,-1.35218,2.24176e-12,2.50512,-0.243998,-1.65045,-0.4871,0.584208,-283.264,10958,104.878,13008.2,17062.7,4.28875,1.53964,1.91682,1.29653,2.36784,0.831999,11355.3,134.308,13405.5,0.505088,0.979721,0.0181213,22481.9,0.00203008,1.14154,11.8385,9.60569,97.2591,72.4612,1.07857,12.4341,11.5019,96.5348,123.249,0.724306,-50.7883 
95,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,95,25349.3,0.225155,41.9912,12.5048,96.8462,0.0497437,21.9212,101.506,0.83495,2.04134,1.35309,-0.222534,-3.34204,-277.524,11437,60.1255,12781,17129,2.58244,3.78883,4.84808,1.52496,-1.59455,0.565186,11826.2,88.9591,13170.2,0.519663,0.987007,0.0122897,22757.5,0.00172495,1.17656,11.9932,9.7112,96.9322,71.7991,1.03591,12.5806,11.739,96.2508,122.435,0.681398,-50.636 
96,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,96,15391.6,0.11136,23.2426,13.5666,96.6863,0.014031,-38.4349,500,1.75131,3.75429,-1.01349,0.830973,-4.32955,-176.887,1151.09,23.1561,13099.7,10282.4,2.86512,4.8681,1.21413,1.94478,-3.21574,0.841836,1399.19,41.5339,13347.8,0.112134,0.950618,0.00569935,12477.9,0.00137954,0.119937,11.8042,9.39189,97.3523,70.6259,0.93314,13.38,12.7206,96.3157,122.119,1.03666,-51.4936 
97,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,97,24836.6,-0.0160653,41.2957,12.5558,96.9171,-0.00225129,-13.9774,1.80276e-11,2.35901,1.39125,-0.757667,-2.0394,-1.27054,-314.19,11271.1,79.0078,12404,16879.9,4.33737,3.36961,3.19907,-0.0610279,0.707831,0.723093,11711.8,111.651,12844.7,0.523482,0.983591,0.01576,22372.9,0.00177111,1.17043,11.9121,9.66049,97.1211,72.1163,1.01593,12.5153,11.679,96.3086,122.998,0.812518,-50.8812 
98,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,98,28484.7,0.00365282,46.7405,12.7646,96.7847,0.00494039,-22.337,4.90663e-12,4.49931,1.00421,2.52743,0.477482,-0.825774,-292.607,13138.8,106.709,14098.4,19425.6,6.34178,2.84668,6.21237,2.31995,1.0167,0.668452,13549.2,137.11,14508.8,0.529442,0.982599,0.0171103,25591.5,0.00199596,1.33612,12.0278,9.73374,96.9928,72.5724,1.14042,12.7538,11.6039,96.0888,123.389,0.904075,-50.8164 
99,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,99,14406.7,0.0458649,22.1515,13.2357,96.9569,0.0135307,-27.0487,500,0.77027,-2.17761,0.364703,1.28811,1.68818,-178.01,-50.9328,37.4308,13147.4,9556.25,1.89115,-1.05673,2.60647,2.40899,2.80906,0.698986,198.744,55.9253,13397.1,0.0175594,0.670044,0.00763107,11318.3,0.00154262,0.0115087,6.87525,5.70416,98.2725,69.1481,1.04121,12.729,11.8946,96.6821,122.855,1.59037,-53.7066 
100,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,100,25167.9,0.249239,41.5091,12.4893,96.7884,0.00620086,-317.746,380.344,0.153814,4.52526,-0.7898,1.14057,-2.64306,-271.98,10907.7,85.2357,13103.5,16940.4,1.8664,6.23785,2.63537,2.85315,-0.930476,0.791872,11289.2,113.493,13485,0.50215,0.982711,0.0152669,22481.8,0.00189337,1.12103,11.9449,9.72271,96.9647,71.9555,1.06646,12.5298,11.6437,96.2169,122.751,0.74778,-50.7957 
