cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
669,7,8,2.5,669,21423.6,-0.0375585,40.275,12.2985,118.016,0.0917301,-86.359,500,-4.65061,-5.30109,-7.04878,-4.99937,-10.9609,-221.611,11506.9,23.5618,11128.3,16382.3,-3.25518,-3.90566,-4.25793,-3.60395,-9.56548,0.82683,11683.5,39.6092,11304.9,0.508234,0.994102,0.00641285,22988.3,-0.0015043,1.13622,12.4958,10.181,117.438,88.3232,0.974266,12.4083,11.4884,117.344,137.799,0.0936022,-49.4755 
670,2,3,2.5,670,20452.4,-0.37981,39.1781,12.4388,118.015,0.706272,-169.471,447.082,0.27134,-4.77674,-6.1897,-5.91996,-8.11302,-233.025,11869.3,19.8316,9933.4,19760.5,1.73864,-3.30944,-3.25511,-4.45266,-6.64573,0.795588,12054.9,36.7055,10119,0.543653,0.9947,0.00663767,22173.9,-0.00161995,1.1478,12.6111,10.3208,117.493,87.965,0.892161,12.2142,11.3555,117.286,137.331,0.206349,-49.3663 
671,1,2,2.5,671,20188.7,-0.246999,38.8383,12.1736,118.129,-2.33951,237.583,1.23504e-05,-7.64555,-5.53067,-13.0336,-8.03596,-7.42888,-201.219,11560.6,21.741,9937.94,33485.3,-6.37853,-4.26365,-10.4996,-6.76894,-6.16186,0.691847,11720.9,36.3117,10098.2,0.537184,0.994608,0.00658036,21819.1,-0.00146929,1.1659,12.4078,10.0109,117.653,88.3584,0.915144,12.1464,11.0647,117.434,137.876,0.219036,-49.5175 
672,9,10,2.5,672,20748.8,-0.0271832,38.9128,12.3662,117.989,0.0131675,-8.94224,11.9166,-3.29604,-4.93645,-10.222,-4.10425,-1.01719,-250.71,11556.4,25.7197,10289.1,15668.5,-1.71739,-3.3578,-7.06465,-2.52559,0.56147,0.499101,11756.1,43.8743,10488.8,0.528485,0.993511,0.00764652,22245,-0.00139039,1.14413,12.5382,10.12,117.536,87.8971,0.922725,12.372,11.248,117.263,137.355,0.272973,-49.4575 
674,25,26,2.5,674,20912.5,-0.331198,39.4906,12.4538,117.987,-0.299042,189.246,405.583,-6.9822,-4.30654,-8.19007,-3.52419,-4.60471,-230.622,11208.7,37.9033,10921.3,17852.3,-5.53003,-2.85438,-5.28574,-2.07203,-3.15254,0.720253,11392.4,54.6032,11105,0.506387,0.991682,0.00897629,22497.4,-0.00145583,1.09018,12.5954,10.2486,117.515,88.1062,0.958625,12.4247,11.3991,117.206,137.378,0.308904,-49.272 
675,20,21,2.5,675,22202.7,-0.332925,41.2889,12.5949,117.909,-0.69055,140.749,119.985,-2.83494,-3.10012,-13.0184,-2.76342,-4.8558,-221.696,11845.4,53.5589,11420.6,20092.7,-1.43898,-1.70416,-10.2265,-1.36746,-3.45984,0.438011,12022,69.6125,11597.2,0.508993,0.989968,0.0109364,23619.2,-0.00136075,1.13942,12.6893,10.2899,117.419,87.9666,1.00837,12.3939,11.3791,117.192,137.286,0.227202,-49.3198 
676,6,7,2.5,676,23365.9,-0.314136,42.7322,12.711,118.217,-0.0695136,266.876,0.244527,-3.00711,-4.48995,-6.00523,-4.81208,-4.53569,-182.268,12787.8,46.8995,11455.4,18285.8,-1.85942,-3.34226,-3.70984,-3.66439,-3.388,0.767611,12933,60.0979,11600.6,0.527154,0.991934,0.00945297,24533.6,-0.00117577,1.2163,12.743,10.3421,117.709,88.1402,0.989523,12.5033,11.5079,117.502,137.44,0.206618,-49.2999 
677,8,9,2.5,677,22207.9,-0.315974,41.7594,12.4097,118.102,-0.121048,228.796,125.929,-2.71388,-0.222297,-9.7991,-7.54679,-7.19803,-200.424,12274,33.8225,10931.1,17771.4,-1.45186,1.03972,-7.27507,-6.28477,-5.93601,0.634565,12433.7,48.3357,11090.7,0.528544,0.993243,0.00796435,23524.4,-0.00126569,1.21436,12.5293,10.1351,117.576,88.3737,0.984229,12.3403,11.1582,117.375,137.739,0.201552,-49.3648 
678,10,11,2.5,678,20734.6,0.0154086,39.0462,12.2677,118.269,0.00481032,-24.664,1.3962e-05,-6.40382,-4.11618,-10.524,-9.71391,-6.72198,-192.032,11464.5,23.6553,10407.4,15597.1,-5.19464,-2.907,-8.10568,-8.50474,-5.5128,0.731821,11617.4,37.5608,10560.4,0.523831,0.994374,0.00650928,22177.8,-0.00136784,1.12635,12.4573,10.2391,117.864,87.8695,0.941245,12.29,11.1883,117.474,137.013,0.390067,-49.1438 
679,18,19,2.5,679,21216.6,-0.178483,39.9154,12.5516,118.018,0.168866,-0.0421521,452.888,-7.23208,-8.10803,-11.5755,-5.92744,-4.43525,-212.752,11655.5,44.4255,10778.2,16309.5,-5.89244,-6.76839,-8.89626,-4.5878,-3.09561,0.695756,11825,59.8314,10947.6,0.519264,0.991223,0.00996719,22772.6,-0.00152528,1.11496,12.7171,10.3752,117.867,87.6134,0.939949,12.4697,11.4392,117.355,136.843,0.511111,-49.23 
680,12,13,2.5,680,21562.4,0.0470464,40.0125,12.3788,117.946,-0.0162686,55.6786,1.38151e-12,-5.38413,-3.80627,-10.9021,-2.99013,-5.13199,-187.85,11721.3,32.3832,10925.9,16153.4,-4.20129,-2.62342,-8.53645,-1.80729,-3.94914,0.595766,11870.9,45.9858,11075.5,0.517331,0.993266,0.00759039,22946.5,-0.0013307,1.15036,12.5258,10.1681,117.364,87.7532,0.96655,12.4953,11.2781,117.258,137.035,0.106007,-49.2821 
681,40,41,2.5,681,18617.6,-0.0509556,35.5455,12.3105,118.132,0.0233132,-36.7273,500,-9.49148,-1.39479,-13.2958,-2.00872,-9.62492,-225.18,9956.48,10.3099,10065.9,14272.7,-8.07358,0.0231137,-10.46,-0.590824,-8.20702,0.616966,10135.8,26.6158,10245.2,0.497317,0.995426,0.00476276,20381.1,-0.00165337,0.972544,12.5698,10.2678,117.679,88.3783,0.883799,12.4888,11.3787,117.372,137.833,0.306705,-49.455 
682,60,61,2.5,682,17585.5,-0.182944,32.4537,-12.8751,118.069,0.29378,-135.398,64.8651,-5.4276,-2.0616,-9.40337,-6.00082,-5.66794,-214.287,9491.87,20.0153,9252.27,14897.1,-4.0783,-0.712295,-6.70476,-4.65152,-4.31863,0.672387,9662.56,35.5323,9422.96,0.506277,0.993606,0.00689834,19085.5,-0.00146342,0.874586,12.9836,10.5464,117.536,88.3186,0.777683,12.6888,11.7625,117.399,137.825,0.136197,-49.5068 
683,50,51,2.5,683,19331.9,-0.347771,35.8284,12.821,117.992,0.0261059,458.09,483.861,-3.77936,-4.82182,-9.67752,-8.21113,-6.68248,-203.066,10489.5,31.1952,9985.13,15342.9,-2.50071,-3.54317,-7.12022,-6.93248,-5.40383,0.72078,10651.3,45.8997,10146.9,0.512126,0.992515,0.00826396,20798.1,-0.00145167,0.973998,12.9936,10.4441,117.492,88.0792,0.834949,12.6824,11.7941,117.235,137.731,0.256744,-49.6519 
684,3,4,2.5,684,22086.7,-0.310057,41.3827,-12.4428,118.074,-0.043537,216.918,312.525,-6.8107,-5.88481,-6.21211,-6.92114,-5.21839,-242.261,12278.3,29.5419,10893.7,17069.7,-5.28525,-4.35935,-3.16121,-5.39569,-3.69294,0.855616,12471.3,47.0847,11086.7,0.529388,0.993436,0.00776262,23558,-0.00134366,1.21218,12.5239,10.1177,117.566,87.649,0.976994,12.3936,11.2095,117.347,137.04,0.218133,-49.3913 
685,5,6,2.5,685,20261.3,-0.327197,38.338,12.4475,118.066,1.67877,156.749,105.699,-10.1963,-2.18777,-10.4146,-1.43828,-3.55853,-193.134,11585.6,41.0694,9841.93,24101,-8.98023,-0.971651,-7.98236,-0.22217,-2.34242,0.610594,11739.5,55.0547,9995.77,0.540112,0.99186,0.010044,21735.2,-0.00136481,1.12493,12.6049,10.2541,117.656,87.4542,0.884338,12.2555,11.2431,117.396,136.814,0.259628,-49.3603 
686,16,17,2.5,686,21024.1,-0.332152,38.7965,12.7419,118.049,0.198102,21.0895,468.544,-3.08745,-7.33737,-11.236,-3.14294,-2.23009,-145.766,11775.5,30.5882,10341.9,16228.4,-2.1696,-6.41952,-9.4003,-2.2251,-1.31224,0.56332,11891.6,41.1435,10458,0.532072,0.993982,0.00719497,22349.7,-0.00141217,1.09433,12.7825,10.5844,117.619,88.4523,0.878147,12.5758,11.6993,117.363,137.952,0.25577,-49.4995 
687,14,15,2.5,687,21542.5,-0.319556,40.2808,12.5164,118.057,0.242664,115.751,461.597,-5.07957,-5.01096,-5.20463,-8.12806,-5.85902,-191.037,11637.1,44.2763,10951.3,17326.8,-3.87666,-3.80805,-2.7988,-6.92515,-4.65611,0.873155,11789.2,58.1098,11103.5,0.514978,0.991448,0.00954857,22892.7,-0.00129395,1.15537,12.4144,10.1385,117.603,87.3985,0.964524,12.5434,11.2866,117.429,136.765,0.173405,-49.3664 
688,4,5,2.5,688,21868.3,-0.0254453,40.8597,12.3109,117.882,0.0090943,19.5886,11.7667,-1.16459,-0.792851,-7.70021,-3.5383,-3.93306,-175.481,12377.1,35.5276,10554.5,16380.8,-0.0596329,0.312104,-5.4903,-2.43335,-2.8281,0.477078,12516.9,48.2346,10694.3,0.539261,0.993301,0.00824002,23211.1,-0.00129635,1.20848,12.501,10.2457,117.492,88.4197,0.927844,12.2876,11.5088,117.215,137.878,0.277057,-49.4584 
689,7,8,2.5,689,22060.8,-0.107692,41.2936,12.2643,117.892,-0.0306837,121.392,500,-6.55267,-2.63968,-4.05546,-1.67835,1.17466,-212.779,11878.4,24.3697,11191.5,16607.4,-5.21285,-1.29987,-1.37583,-0.338537,2.51448,0.759158,12047.8,39.7775,11361,0.514671,0.994255,0.00640831,23408.8,-0.00129658,1.17589,12.4897,10.1534,117.393,87.9626,1.00036,12.3252,11.293,117.217,137.368,0.176116,-49.4054 
690,2,3,2.5,690,19862.1,-0.279741,37.8216,12.2459,118.076,0.352778,-49.2353,315.334,-5.00975,-2.08733,-6.12918,-5.92633,-3.65554,-153.442,10881.9,29.2606,9988.04,15642.8,-4.04357,-1.12115,-4.19681,-4.96015,-2.68935,0.753289,11004.1,40.3717,10110.3,0.521166,0.993621,0.00730208,21114.3,-0.00124148,1.11649,12.293,9.9541,117.578,87.8535,0.917392,12.2141,11.0688,117.331,137.036,0.2475,-49.1823 
691,1,2,2.5,691,21576.7,-0.308611,40.2645,12.5091,117.932,0.368802,-97.8818,0.0163647,-6.65976,-6.61341,-3.90288,-3.12424,-4.15443,-243.171,11973.5,43.492,10675.8,17571.4,-5.12858,-5.08222,-0.840514,-1.59306,-2.62325,0.944948,12167.1,61.1007,10869.5,0.528165,0.991288,0.0102489,23036.6,-0.00128097,1.13932,12.6716,10.3884,117.424,88.2245,0.935027,12.2793,11.5168,117.209,137.45,0.21568,-49.2258 
692,9,10,2.5,692,21470.6,-0.28924,40.8423,12.3648,118.091,0.327399,63.2482,500,-7.77476,-4.58638,-9.91916,-4.39237,-4.75139,-196.977,12090.7,43.0338,10614.4,17113.7,-6.53445,-3.34607,-7.43853,-3.15205,-3.51107,0.689831,12247.6,57.2975,10771.3,0.532065,0.99188,0.00970387,23018.9,-0.00152108,1.17792,12.6486,10.2402,117.5,87.7738,0.948487,12.2067,11.3727,117.471,137.12,0.0297236,-49.3457 
693,30,31,2.5,693,21234.5,-0.300405,39.5531,12.5227,118.168,0.267208,-53.8288,495.837,-5.3496,-5.10519,-3.77561,-2.73943,-4.43216,-195.334,11487.4,31.1007,10682.1,16592.2,-4.11963,-3.87523,-1.31568,-1.50947,-3.2022,0.906172,11643,45.2453,10837.7,0.517911,0.993245,0.00763174,22480.7,-0.0012317,1.10978,12.5355,10.3649,117.766,87.832,0.934398,12.4352,11.4582,117.399,137.267,0.367593,-49.4349 
694,25,26,2.5,694,21289,-0.305333,39.6292,12.5427,117.956,0.551992,-212.351,27.4887,-6.61717,-4.5011,-8.94146,-4.37768,-6.12533,-192.919,11407.2,27.8898,10850,19996.6,-5.40241,-3.28634,-6.51194,-3.16292,-4.91057,0.720207,11560.9,41.8596,11003.7,0.512347,0.993703,0.00695888,22564.5,-0.00124985,1.11373,12.5922,10.206,117.532,87.7517,0.957938,12.4134,11.3628,117.225,137.263,0.306186,-49.511 
695,20,21,2.5,695,20945.4,-0.129707,39.5864,12.2115,118.076,-0.0130308,21.6909,497.033,-5.04378,-2.5673,-5.31083,-1.98224,-1.51115,-195.033,11000.2,31.2643,10912.8,15745.8,-3.81571,-1.33923,-2.8547,-0.754173,-0.283078,0.684455,11155.6,45.3871,11068.2,0.501967,0.99293,0.00749728,22223.7,-0.00118365,1.0987,12.3928,10.1197,117.643,88.0376,0.979212,12.2798,11.2547,117.368,137.236,0.274613,-49.1986 
696,6,7,2.5,696,21136.2,-0.0139888,39.1191,12.4746,117.937,-0.0712148,0.713005,1.89873,-6.60888,-2.53512,-9.32474,-3.44075,-2.89298,-224.488,11755.2,36.082,10440.2,15887.5,-5.19534,-1.12158,-6.49767,-2.02722,-1.47944,0.601889,11934,52.3376,10619,0.529154,0.992384,0.00899748,22552.9,-0.00130608,1.15117,12.7125,10.0743,117.392,87.5084,0.931219,12.4363,11.2019,117.285,136.845,0.106733,-49.3363 
697,8,9,2.5,697,23003.6,-0.0390018,42.1167,12.5314,117.937,-0.0170831,-52.4138,500,-3.11204,-2.97366,-8.48937,-0.789833,-3.00511,-255.301,12719.6,54.9292,11261.2,17210.1,-1.50447,-1.36609,-5.27424,0.817732,-1.39754,0.395476,12922.9,73.4162,11464.5,0.5299,0.990156,0.0116589,24387.4,-0.00125213,1.20593,12.75,10.3769,117.453,87.8088,0.994657,12.3572,11.3694,117.194,137.003,0.25876,-49.1941 
698,10,11,2.5,698,21409.3,-0.349543,40.5207,12.4549,117.995,0.370541,-97.1477,373.827,-6.69602,-5.63564,-8.29265,-2.78591,-0.877529,-237.533,11860.1,44.1142,10749.5,17600.9,-5.20034,-4.13996,-5.30128,-1.29023,0.618153,0.65382,12049.3,61.3146,10938.7,0.524155,0.991173,0.01022,22988,-0.00142187,1.16847,12.4377,10.2272,117.477,87.6818,0.957068,12.3903,11.2563,117.296,136.907,0.180816,-49.2255 
699,18,19,2.5,699,20864.5,0.0584558,38.9821,12.2905,117.852,-0.0421028,-21.9761,499.73,-7.23537,-2.37021,-11.9542,-4.03816,-2.91606,-171.828,11483.2,39.4798,10509.3,15626.8,-6.15342,-1.28826,-9.79032,-2.95621,-1.8341,0.555436,11620.1,51.9222,10646.2,0.52187,0.992241,0.00890411,22266.2,-0.00130575,1.1098,12.5678,10.2964,117.406,87.821,0.93545,12.1813,11.4272,117.116,137.068,0.289593,-49.2471 
700,12,13,2.5,700,20740.3,-0.16443,38.4265,12.5107,118.266,0.169455,13.8878,500,-5.57807,-2.84996,-5.70167,-5.32464,-3.97521,-202.954,11363.3,29.6826,10361.7,15726.4,-4.30012,-1.57201,-3.14577,-4.0467,-2.69726,0.800419,11525,44.379,10523.3,0.522715,0.993306,0.00770864,22048.3,-0.00127028,1.0782,12.7526,-10.3748,117.714,89.1706,0.896687,12.3284,11.6835,117.534,138.889,0.180702,-49.7183 
701,40,41,2.5,701,20550.5,-0.264074,37.9891,12.5387,117.828,0.253122,-2.93294,151.378,-6.32774,-5.70107,-3.79313,-4.24314,-4.95401,-217.926,10549.5,36.4445,10915.3,15530.4,-4.95551,-4.32884,-1.04868,-2.87091,-3.58178,0.937525,10723.1,52.2251,11088.9,0.491615,0.991549,0.00860109,21812,-0.00122794,1.00837,12.7231,10.3407,117.362,87.8527,0.949681,12.4982,11.4773,117.073,137.317,0.288379,-49.4642 
702,60,61,2.5,702,18148.1,-0.294525,34.2136,-12.4981,118.092,0.0631377,104.325,499.777,-4.49603,-5.30529,-10.3191,-4.22646,-6.54754,-224.704,9775.71,22.1016,9424.93,14134.4,-3.08113,-3.89039,-7.48926,-2.81156,-5.13264,0.665732,9954.69,38.373,9603.92,0.508967,0.993299,0.00730646,19558.6,-0.00132837,0.927173,12.6823,10.4754,117.573,87.7331,0.819987,12.4206,11.5537,117.359,137.051,0.214354,-49.3174 
703,50,51,2.5,703,18492.7,-0.0408989,34.2565,12.6194,118.128,-0.00499791,123.805,0.826148,-4.86909,-4.67335,-10.7443,-3.1976,-5.39385,-163.817,9983.89,31.4969,9655.91,14092.8,-3.83758,-3.64184,-8.6813,-2.16609,-4.36234,0.617381,10114.4,43.3593,9786.4,0.50824,0.992554,0.00809551,19900.8,-0.00149053,0.946433,12.9212,10.2947,117.482,87.8366,0.821238,12.6505,11.6882,117.401,137.238,0.0807077,-49.4012 
704,3,4,2.5,704,21003.2,-0.277769,39.3818,12.3846,118.087,-0.909039,1090.43,58.7092,-10.0597,-4.57047,-6.10551,-2.04235,-7.18719,-218.646,11913.5,38.8939,10132.4,48145.3,-8.68294,-3.19371,-3.352,-0.665595,-5.81043,0.845563,12087.7,54.7266,10306.5,0.539768,0.992139,0.00968665,22394.2,-0.00136438,1.16359,12.5697,10.25,117.562,88.126,0.895604,12.3553,11.4249,117.433,137.65,0.1293,-49.524 
705,5,6,2.5,705,23120.3,0.0118969,42.5933,12.5098,117.84,-0.0547086,-20.0486,499.962,-2.19619,-3.54549,-13.7302,-6.10339,-4.28858,-214.056,12985.7,52.0928,11302.9,17381.2,-0.848335,-2.19763,-11.0345,-4.75554,-2.94073,0.493289,13156.2,67.5931,11473.4,0.534162,0.991089,0.0107359,24629.5,-0.0015139,1.22782,12.789,10.4101,117.305,87.399,0.975663,12.4693,11.581,117.19,136.658,0.114497,-49.2591 
706,16,17,2.5,706,22429.5,-0.268052,41.8838,12.358,118.087,0.0624784,-86.7103,10.1528,-3.95576,-3.87873,-7.36477,-2.31779,-7.94485,-154.309,12075.8,42.2311,11204.3,17025.9,-2.98412,-2.90709,-5.42149,-1.34615,-6.97321,0.723845,12198.7,53.4049,11327.2,0.518522,0.992397,0.00861028,23525.9,-0.00113985,1.1793,12.4764,10.28,117.591,87.7878,0.992183,12.3109,11.4163,117.388,137.173,0.202957,-49.3848 
707,14,15,2.5,707,21756.3,-0.140437,40.4114,12.421,118.051,0.136645,-134.622,0.000714515,-1.28231,-2.20167,-6.7893,-4.08188,-1.02028,-210.644,11931.8,39.2534,10762.5,16938.9,0.0440619,-0.875301,-4.13656,-2.75551,0.306094,0.442303,12099.6,54.5066,10930.3,0.525385,0.992178,0.00910248,23029.9,-0.00113153,1.19999,12.4771,9.9574,117.562,87.5306,0.970798,12.3163,11.1443,117.413,136.803,0.148513,-49.2724 
708,4,5,2.5,708,20596.5,-0.318055,39.1792,-12.3396,117.924,0.00674368,319.288,144.855,-3.75142,-3.38462,-8.92722,-5.8265,-3.3769,-210.197,11813.3,17.6802,9929.66,15808.1,-2.42787,-2.06107,-6.28011,-4.50295,-2.05334,0.637519,11980.8,32.9011,10097.1,0.54266,0.995217,0.00596663,22077.9,-0.00140196,1.16015,12.5486,10.1973,117.403,87.4571,0.900373,12.2025,11.2335,117.233,136.532,0.169907,-49.0745 
709,7,8,2.5,709,21137.3,-0.042012,39.3086,12.3882,117.995,0.0174439,-19.168,499.948,-4.10858,-5.13767,-10.4269,-6.58765,-4.4104,-228.475,11746.6,44.2521,10425.9,15863.1,-2.66994,-3.69903,-7.54965,-5.149,-2.97176,0.657447,11928.6,60.7965,10607.9,0.529301,0.99116,0.0104473,22536.5,-0.00126668,1.14056,12.4941,10.3296,117.542,87.9309,0.919685,12.4024,11.3468,117.209,137.436,0.33324,-49.5049 
