cyc,detuning,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,-4.025,43.1977,0,8813.1,-0.196181,26.708,8.73628,119.406,0.0908965,140.42,499.973,-1.63521,-3.89079,-0.152153,-6.34994,-3.14638,-533.378,4827.6,-4.3077,6291.84,8011.13,1.72332,-0.532247,6.56492,-2.99141,0.212155,-0.319119,5252.46,34.3155,6716.69,0.479167,0.988696,0.00932355,10961.6 
1,-4.02,43.2027,1,8921.45,-0.00922367,26.8887,8.70601,119.376,0.000199368,-30.8947,500,-1.40572,-3.85026,-9.65497,-3.25154,-4.62492,-486.16,5283.26,-14.0921,6009.03,7620.7,1.65549,-0.789045,-3.53253,-0.190317,-1.5637,0.200803,5670.5,21.1119,6396.27,0.510519,0.993527,0.00604342,11107.3 
2,-4.035,43.1877,2,8856.89,-0.0503403,26.9333,-8.56307,119.333,-0.518334,-413.224,499.728,-1.37795,-0.379124,-4.14096,-4.44558,-3.38238,-621.211,5177.13,3.22514,6021.68,14480.4,2.53365,3.53247,3.68224,-0.533983,0.529217,0.622087,5671.95,48.2085,6516.5,0.505928,0.985344,0.0134445,11211 
3,-4.045,43.1777,3,7913.15,-0.412663,25.214,8.67306,119.354,1.01749,127.674,358.499,0.887817,-1.38651,-5.57655,-6.62019,-0.125507,-655.874,4960.74,-17.8686,5391.09,11347.8,5.01768,2.74335,2.68319,-2.49032,4.00436,0.775621,5483.17,29.6249,5913.52,0.521726,0.990634,0.00914397,10509.7 
4,-4.04,43.1827,4,8398.47,-0.0170535,26.1534,8.45249,119.44,0.0633892,-9.12103,500,-4.16003,-3.91494,-5.4822,-1.04755,-3.23429,-522.853,4884.83,-20.6885,5829.4,7215.11,-0.867766,-0.622679,1.10233,2.24472,0.0579779,0.424245,5301.3,17.1725,6245.88,0.499637,0.994363,0.0050392,10610.3 
5,-3.965,43.2577,5,7847.96,-0.0206745,25.1447,8.4678,119.477,-0.00453241,6.64275,500,-0.893828,-1.83959,-3.2985,-3.19649,-4.06006,-606.332,4596.34,-22.1761,5775.05,6932.25,2.92409,1.97833,4.33733,0.621424,-0.242149,0.549088,5079.3,21.7299,6258.02,0.488459,0.992569,0.00635575,10398.6 
6,-3.99,43.2327,6,8635.78,-0.0198343,25.4622,8.7984,119.3,0.00451936,-11.2259,500,-0.478799,-5.02807,-11.7149,-2.79918,-2.51681,-549.938,5020.28,-2.36285,5836.31,7294.45,2.98401,-1.56526,-4.78925,0.663631,0.946002,-1.71983,5458.32,37.4595,6274.35,0.505797,0.988133,0.0108782,10791.5 
7,-3.94,43.2827,7,8824.99,0.0235785,26.9899,-8.56169,119.208,-0.185806,-20.8749,500,-1.53732,-1.79317,-2.09075,-5.66772,-6.55007,-620.92,4905.97,3.15604,6321.07,7648.66,2.37245,2.1166,5.72879,-1.75795,-2.6403,0.0156009,5400.55,48.1184,6815.65,0.482457,0.984647,0.0128383,11193.9 
8,-4.01,43.2127,8,8713.98,-0.0241889,26.5882,8.66696,119.298,0.00129434,-11.3579,500,-6.97325,-2.99787,-5.52137,-7.78087,-6.23288,-564.653,5133.86,-16.4023,5996.66,7502.03,-3.41778,0.557596,1.58958,-4.2254,-2.67741,1.19448,5583.62,24.4856,6446.43,0.504708,0.992384,0.00694828,11063.1 
9,-4.055,43.1677,9,8013.35,-0.0256092,24.4942,8.55852,119.185,0.0177485,-17.7444,500,-1.02288,-0.652172,-7.63497,-5.26902,-4.81672,-504.726,4723.07,0.541916,5335.23,6834.55,2.15525,2.52596,-1.27872,-2.09089,-1.6386,-2.91045,5125.1,37.0904,5737.27,0.512419,0.987494,0.0117687,10001.8 
10,-3.93,43.2927,10,8259.73,-0.418758,26.0046,8.71811,119.356,0.0761631,-48.2826,485.664,-2.61729,1.02853,-2.67299,-5.77967,-2.65032,-546.906,4975.84,-0.0577914,5706.83,7499.9,0.826425,4.47226,4.21445,-2.33595,0.793402,0.471249,5411.47,39.545,6142.46,0.508953,0.987373,0.0117204,10632.6 
11,-4.05,43.1727,11,8850.58,-0.0237502,26.8703,-8.53244,119.297,-0.00839335,3.29935,500,-1.91162,0.0572167,-11.5571,-2.84503,-4.21157,-546.072,5217.68,-13.9457,5800.84,7464.38,1.52685,3.49568,-4.6802,0.593441,-0.773105,29.7723,5652.64,25.5967,6235.8,0.516078,0.992138,0.00750471,10953.1 
12,-3.935,43.2877,12,9168.95,-0.0313357,26.6025,8.63445,119.389,-0.00122646,-6.40623,478.77,-0.158894,-3.69826,-8.73869,-2.16534,-8.21108,-563.525,5073.71,-1.73323,6222.32,7477.68,3.38947,-0.149894,-1.64196,1.38302,-4.66271,0.0238475,5522.57,39.073,6671.19,0.493391,0.98777,0.010674,11193.1 
