cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.1927,0,8826.39,-0.182405,30.1406,8.27408,124.271,3.54566,-3127.63,0.0822408,-6.86932,-4.76961,-3.53383,-8.43196,1.43318,-563.442,7069.5,17.2687,4585.63,369119,-3.32148,-1.22176,3.56185,-4.88411,4.98102,5.02707,7518.3,58.0689,5034.43,0.591817,0.986664,0.0208054,12703.8,-0.00260105,1.18404,8.76917,8.29084,124.493,79.322,0.794508,8.26989,8.85712,124.031,126.043,0.462655,-46.7206 
1,43.2727,1,9364.28,-0.0355154,29.2339,8.46647,124.231,0.00827967,22.9692,499.764,-3.73396,-3.17681,-2.53663,-0.246012,-6.07926,-449.923,7182.78,44.3823,4507.76,8063.39,-0.900913,-0.343763,3.12946,2.58703,-3.24622,-1.55342,7541.16,76.9623,4866.14,0.600732,0.982454,0.0283097,12553.3,-0.00216411,1.18038,8.90861,8.33841,124.551,78.8892,0.738132,8.58553,9.01373,123.883,125.335,0.66784,-46.4455 
2,43.2407,2,9471.33,-0.412361,29.2612,8.863,124.116,-0.925821,-3808.2,1.37086e-05,-3.4108,-3.7304,1.45033,0.471564,0.404644,-425.759,7203.59,36.1189,4630.9,123216,-0.729908,-1.04951,6.81211,3.15246,3.08554,0.39559,7542.72,66.9491,4970.04,0.595704,0.984705,0.0242133,12661.9,-0.00213511,1.13937,8.98898,8.53979,124.322,78.8706,0.73876,8.56257,9.20879,123.713,125.456,0.609113,-46.5849 
3,43.2627,3,9649.44,-0.0535321,31.3823,8.42023,124.298,0.0364302,32.2227,500,-3.36488,-4.71658,-7.2594,-4.20819,0.674628,-542.727,7527.53,13.8993,4936.42,8640.31,0.0525275,-1.29917,-0.42459,-0.790785,4.09204,1.26048,7959.83,53.1995,5368.72,0.590071,0.988439,0.0179265,13489.6,-0.00272675,1.25577,8.93452,8.2587,124.621,79.2755,0.835758,8.54707,8.88266,123.833,125.905,0.787876,-46.6291 
4,43.2877,4,8665.39,-0.0552353,29.362,8.30867,124.09,0.0182017,-40.6619,500,-0.237662,-3.97446,-9.82725,3.54789,-5.22266,-579.486,7054.94,34.2302,4442,7965.77,3.41121,-0.325594,-2.52951,7.19675,-1.57379,1.40937,7516.52,76.1922,4903.58,0.598106,0.98257,0.0278263,12567.2,-0.002614,1.18076,8.77853,8.31061,124.429,79.0791,0.766053,8.30515,8.8561,123.619,125.594,0.809938,-46.5148 
5,43.2317,5,8730.91,-0.544957,28.5688,8.80148,124.005,0.158025,835.803,473.752,-7.29552,-6.48761,-6.15088,-7.90951,1.50851,-535.664,6992.93,22.7587,4420.75,12485,-3.92258,-3.11467,0.594985,-4.53658,4.88144,1.09758,7419.6,61.5474,4847.43,0.597755,0.985691,0.0228545,12412.5,-0.00250382,1.13674,9.0089,8.36968,124.324,78.7667,0.733911,8.56458,8.91685,123.601,125.244,0.722822,-46.4773 
6,43.2537,6,8760.85,-0.5017,28.314,8.73039,124.259,1.56769,92.5476,282.35,-5.51375,-3.40468,-17.3071,-3.56805,-3.54154,-503.906,6843.31,36.2833,4420.94,12770,-2.34079,-0.231722,-10.9612,-0.395084,-0.368576,0.233342,7244.69,72.7724,4822.32,0.593259,0.982725,0.0270469,12211.7,-0.00232371,1.09519,8.98318,8.5329,124.564,79.388,0.72497,8.48129,9.05509,123.895,125.955,0.668989,-46.5673 
7,43.2557,7,10012.5,-0.0258572,30.6949,8.67996,124.331,-0.00268395,15.1744,496.429,-5.97564,-2.75066,-10.7328,-2.39704,-2.12204,-476.684,7575.81,38.2227,5036.05,8674.51,-2.97409,0.250892,-4.72966,0.604513,0.879512,0.207607,7955.51,72.7405,5415.74,0.587828,0.984251,0.0241445,13533.7,-0.00242689,1.17886,9.16194,8.57286,124.633,79.1533,0.796419,8.7275,9.1796,123.965,125.66,0.668227,-46.5065 
8,43.2597,8,9318.28,-0.159435,29.5373,8.70286,124.225,0.00479196,132.99,499.999,-7.70716,-6.84262,-4.44988,-6.54163,-1.87394,-486.945,7164.42,39.0423,4828.56,8388.88,-4.641,-3.77645,1.68245,-3.47546,1.19222,1.18656,7552.29,74.3032,5216.43,0.584307,0.983074,0.0255682,12925.2,-0.00244202,1.14962,9.01652,8.47636,124.554,79.2833,0.773355,8.74712,8.90483,123.858,125.838,0.695737,-46.555 
9,43.2227,9,9792.85,-0.42768,30.4987,8.71439,124.142,0.390457,-278.294,0.000247936,-0.698367,-0.674425,-0.845609,-4.26783,2.4699,-559.172,7607.53,43.2939,4654.72,12189.3,2.82259,2.84653,6.1963,-0.746871,5.99085,0.637842,8052.93,83.7849,5100.12,0.605208,0.982118,0.0293733,13306.1,-0.0022604,1.20383,9.0595,8.48759,124.39,79.0443,0.756669,8.58259,9.05856,123.726,125.632,0.664369,-46.5881 
10,43.2587,10,9100.55,-0.304973,29.519,8.55208,124.379,0.300902,418.33,500,-3.79635,-3.56344,-8.97131,0.946195,-1.36393,-530.035,7056.81,34.7308,4671.27,12315.7,-0.45886,-0.225955,-2.29634,4.28368,1.97356,1.70094,7479.01,73.1119,5093.46,0.587729,0.98318,0.0257606,12725.3,-0.00240767,1.171,8.84304,8.31019,124.658,79.3445,0.76881,8.64031,8.86702,123.851,125.973,0.806783,-46.6289 
