cyc,detuning,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,-3.995,43.2277,0,10096,-0.407966,29.555,8.98541,119.68,-0.0253167,779.21,61.8066,-0.653508,0.532822,1.17232,-5.17506,-3.36459,-549.503,6219.41,9.21791,6205.16,9287.16,2.80657,3.9929,8.09247,-1.71499,0.0954876,0.39028,6657.11,49.0088,6642.86,0.505586,0.987281,0.0134082,13167.1 
1,-4.03,43.1927,1,10890.7,-0.365744,31.2415,8.89963,119.956,0.040027,-50.8913,239.628,0.337057,-3.64433,-3.78228,-2.56374,-1.58382,-503.958,6871.42,6.99292,6182.12,9117.36,3.51034,-0.47104,2.5643,0.60955,1.58946,0.671354,7272.84,43.4857,6583.54,0.529908,0.989645,0.0120212,13724.7 
2,-3.965,43.2577,2,11903.2,-0.374354,33.4684,8.99381,119.975,-0.0665646,545.587,287.858,1.40321,1.71317,-4.05535,-4.47567,-4.65108,-533.521,7352.71,23.2095,6780.12,10981,4.76265,5.07261,2.66353,-1.11624,-1.29165,0.736046,7777.67,61.8431,7205.09,0.524149,0.986276,0.0155652,14838.7 
3,-4.02,43.2027,3,10883.7,-0.367526,31.543,8.81751,120.037,0.108719,-381.718,416.651,-0.187132,-3.49129,-1.85773,-3.04715,-3.74367,-527.646,6851.09,12.563,6337.09,10405,3.13531,-0.168843,4.78716,0.275295,-0.421225,0.370748,7271.38,50.7712,6757.38,0.523361,0.987928,0.0136516,13893.6 
4,-4.015,43.2077,4,11659.4,-0.321489,32.14,9.01423,119.835,-0.147206,156.573,86.0699,0.381222,-3.01873,-8.25096,-5.30232,-3.49567,-415.087,7192.66,19.2161,6395.92,10181.6,2.99492,-0.405039,-3.02358,-2.68862,-0.881975,0.244917,7523.29,49.2736,6726.55,0.532988,0.988668,0.0133142,14115.3 
5,-4.01,43.2127,5,9881.72,-0.0168023,29.6982,-8.54046,119.792,0.0217241,27.503,2.71399e-11,-2.42987,-0.576993,-10.797,-6.66014,-5.17227,-533.767,6386.13,13.5804,5943.66,8276.15,0.931119,2.78399,-4.07499,-3.29915,-1.81128,0.255072,6811.29,52.2317,6368.82,0.521829,0.986758,0.0148826,13052.7 
6,-4.025,43.1977,6,11881,-0.387812,33.3395,9.05988,119.644,0.0790772,608.152,51.3137,-3.53383,0.705479,-4.3003,-7.0099,-4.91459,-529.152,7109.81,15.1881,6998.06,11398.3,-0.201906,4.03741,2.36355,-3.67798,-1.58266,-1.51866,7531.3,53.5052,7419.55,0.508787,0.98772,0.01311,14802.5 
7,-3.95,43.2727,7,11267.2,-0.0470837,31.3281,9.01964,119.779,0.0569757,-13.6925,0.00271944,1.27071,-2.48079,-9.62457,-5.6219,-5.39745,-501.357,7115.41,14.4847,6309.13,9223.94,4.42763,0.676128,-3.31074,-2.46499,-2.24054,-0.13673,7514.76,50.7892,6708.48,0.533375,0.988311,0.0137546,14089.1 
8,-4.005,43.2177,8,10499.5,-0.015473,30.8794,8.66795,119.685,-0.0383571,-80.7903,499.143,-1.85415,-2.07849,-6.15568,-7.16619,-5.09954,-479.836,6917.85,12.0797,6000.19,8814.13,1.16725,0.942906,-0.11288,-4.14479,-2.07814,0.973287,7300.06,46.8258,6382.4,0.538559,0.988899,0.0133348,13554.8 
9,-3.935,43.2877,9,10024.9,-0.402487,29.4627,8.91221,119.594,-0.170163,121.401,13.7461,-1.28082,0.271246,-7.10298,-4.24966,-2.85237,-488.128,6563.95,5.51171,5838.81,9220.26,1.79279,3.34486,-0.955753,-1.17605,0.22124,1.29617,6952.76,40.8583,6227.62,0.53254,0.989821,0.0119414,13055.8 
