cyc,sweep,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
52,46.05,3,52,-830.771,-1.14182,-8.69566,12.8155,96.8934,0.209075,1739.15,9.08746,-0.0160996,-0.711124,-3.97909,-4.34339,-2.41541,-471.976,268.19,-20.6336,3581.77,15464.5,2.95581,2.26078,1.96472,-1.37148,0.556493,0.691388,930.182,28.4028,4243.76,0.199409,0.949275,0.0121788,4664.69,-0.00590623,0.100474,11.0562,9.38702,96.9592,66.0469,0.353139,12.613,11.2379,96.4499,115.209,0.509327,-49.1623 
53,46.05,0,53,438.141,-0.0129276,-7.8293,10.7534,96.8504,0.0569931,8.22582,2.75688,-2.76019,-4.43442,0.431385,-4.55002,-3.72101,-327.114,-459.346,-25.6379,4181.64,2755.98,-0.700442,-2.37467,4.55089,-2.49027,-1.66126,2.70079,-0.536634,8.34801,4640.45,-0.000131429,-0.0381338,0.00330293,4083.06,-0.00388437,-0.00434112,82.3366,7.90593,70.0085,62.5122,0.44688,11.605,10.4719,96.355,115.62,-26.3465,-53.1079 
54,45.9,3,54,-2105.24,0.000119431,-9.68079e-15,126.995,59.1655,0.000361835,5.7411,165.932,0.973531,-3.17238,-9.96577,-3.17103,-5.41756,-584.309,-6.26576,-25.4248,4207.91,0.067624,4.65277,0.506855,-2.60729,0.508207,-1.73832,2.97191,813.285,35.2826,5027.46,0.155283,0.929437,0.0127629,5237.45,-0.00783382,0.0862803,10.9548,9.32309,95.9572,66.7394,0.413037,13.0553,10.9627,96.3112,115.815,-0.353989,-49.076 
55,45.9,0,55,5237.29,0.0472921,8.83725,12.2661,96.7745,-0.058766,194.077,132.799,-0.668636,-3.75839,9.44693,-3.41079,-3.78198,-34.5779,-42.137,-5.14238,4813.64,3900.02,-0.450908,-3.54066,9.88239,-3.19306,-3.56425,12.405,6.36191,-1.54987,4862.14,0.00148468,1.74317,-0.000587541,4285.05,0.000566301,-0.00317712,0.00549942,12.8343,102.898,64.7092,0.476095,11.8818,10.1484,96.1408,115.871,6.7574,-51.1617 
56,46.05,3,56,7782.44,0.570063,8.22998,12.6853,96.4857,0.0366398,-113.914,78.2577,0.340818,1.97685,8.56384,-1.25878,3.63065,150.819,1121.87,47.5438,4153,3534.43,-0.608852,1.02718,6.6645,-2.20845,2.68098,0.117911,910.332,31.8743,3941.46,0.207894,0.942263,0.0146783,4378.82,0.00326945,0.0926504,11.2815,9.43347,96.5158,65.5432,0.342934,12.3933,10.9168,96.0213,114.393,0.494473,-48.8498 
57,46.05,0,57,-563.152,-1.00202,-8.49837,11.9315,96.7739,-0.0997352,5457.69,348.801,1.33691,-5.56513,9.2666,1.48782,-4.61332,-384.529,-494.115,-31.1764,3932.12,21020.4,3.75819,-3.14385,14.1092,3.9091,-2.19204,0.141808,45.2251,8.77471,4471.46,0.0113628,0.746525,0.00360189,3980.11,-0.00500935,0.015331,2.85242,3.06786,98.3339,64.4266,0.462998,11.2574,10.1489,96.3915,116.231,1.94242,-51.8043 
58,45.9,3,58,13914,0.302147,11.3989,15.5641,96.8241,-1.86109,387.865,500,4.84693,2.44743,8.92132,2.07737,1.80322,484.147,1573.63,82.6463,6194.36,29274,1.79839,-0.601114,2.82424,-0.971177,-1.24532,-0.564664,894.562,32.3453,5515.3,0.155629,0.94049,0.0106878,5748.02,0.00781477,0.0943816,11.5658,9.42223,97.1694,65.4761,0.448817,13.0957,11.3539,96.304,115.15,0.865451,-49.674 
59,45.9,0,59,1611.98,-0.000241869,-8.79158,11.1005,96.8631,-0.00196501,14.7263,9.14813e-12,1.50304,-0.679688,6.42892,3.23266,-0.957509,-319.178,-354.461,-0.936431,4804.95,3177.85,3.51281,1.33009,10.4485,5.24244,1.05227,0.515962,93.2162,32.2249,5252.62,0.0197679,0.623062,0.011175,4715.52,-0.00352312,0.0114112,-7.51909,5.54623,101.099,65.0807,0.51131,11.8801,10.113,96.3409,115.57,4.75777,-50.4891 
60,46.05,3,60,2796.98,0.00261018,8.40808,11.8904,96.6275,-0.010116,9.85687,5.02805e-12,6.43,-3.35514,-0.376298,6.85274,-5.73856,-187.087,617.96,17.1641,3936.76,3257.77,7.60804,-2.17711,1.97977,8.03078,-4.56053,0.818052,880.367,36.6017,4199.17,0.192403,0.932178,0.0158028,4575.64,-0.00208088,0.0924039,11.4709,9.38332,96.4188,66.7556,0.360403,12.3697,11.0423,96.1848,116.499,0.234064,-49.7432 
61,46.05,0,61,2121.56,-0.0858622,-8.37701,11.1901,96.8183,0.550572,179.603,500,-0.128618,0.964087,6.63322,-2.75333,1.06612,-289.864,-270.449,10.9494,4448.19,6270.55,1.69658,2.78928,10.2836,-0.928132,2.89131,0.385417,136.113,41.0651,4854.75,0.0308767,0.654463,0.0153428,4408.29,-0.00307526,0.00237061,40.1692,-83.2159,74.0805,92.9981,0.472549,11.4201,10.3391,96.3076,116.318,-22.2271,-23.3198 
62,45.9,3,62,2870.42,0.00374168,10.4298,12.0163,96.9983,-0.0225413,6.47079,3.50563e-11,-0.482799,-0.684141,4.57336,1.65963,1.52648,-311.168,497.051,-14.3432,5217.02,4084.57,1.47655,1.2752,8.49205,3.61897,3.48582,0.537182,933.495,17.986,5653.47,0.157991,0.967382,0.00582633,5908.55,-0.00356072,0.0880387,12.0833,9.27753,97.3528,66.2828,0.451309,12.9849,11.5882,96.5763,116.943,0.776492,-50.6597 
63,45.9,0,63,4645.98,-0.0950528,9.18371,12.1625,96.8703,0.243724,-166.873,407.823,1.99453,-5.10674,19.5265,1.14197,-8.11496,-118.263,-60.8234,-1.41085,4921.04,4960.08,2.7392,-4.36206,21.0159,1.88664,-7.37029,-0.510916,105.052,10.8762,5086.91,0.0229294,0.846611,0.00392311,4581.54,-0.000253524,0.0460704,2.0594,1.82235,94.9737,65.006,0.496568,11.7291,10.2668,96.2533,115.919,-1.27959,-50.9134 
64,46.05,3,64,-87.8898,-0.115464,7.96782,11.0753,96.6602,-0.0461293,176.632,4.66332e-05,0.533286,-0.458163,-2.49692,0.552144,-1.02966,-361.851,358.83,9.02847,3518.62,3137.93,2.81177,1.82032,2.06004,2.83062,1.24881,0.808752,866.361,46.6234,4026.15,0.196482,0.913929,0.0208863,4409.37,-0.00488792,0.0955337,10.833,9.38919,96.7706,65.677,0.352226,12.3924,10.9249,96.2716,114.441,0.499027,-48.764 
65,46.05,0,65,-2682.8,0.000117002,4.94845e-15,126.878,59.1544,0.000359769,5.73419,166.156,-1.5957,0.839483,-2.29554,1.13823,0.625545,-564.195,-730.556,-40.9849,3969.75,0.067157,1.95689,4.39207,4.80963,4.69081,4.17813,0.759849,60.7823,17.6328,4761.09,0.0142999,0.663275,0.00677604,4250.54,-0.00734621,-0.00318804,-49.8365,-7.27788,135,69.6253,0.476571,11.4106,10.3231,96.0774,115.231,38.9222,-45.6058 
66,45.9,3,66,1004.55,-1.02958,-10.676,12.9802,96.7406,0.536228,1520.37,330.36,-1.10018,-0.611819,1.35488,0.618171,-1.38928,-429.308,317.152,-15.8914,4842.93,31050.8,1.60305,2.09142,6.76135,3.32141,1.31396,0.551967,919.298,28.712,5445.08,0.160971,0.948176,0.00962002,5710.96,-0.00515485,0.0908541,11.3372,9.15363,97.1966,65.7865,0.447042,12.7798,11.2997,96.3774,116.052,0.819236,-50.2655 
67,45.9,0,67,-508.195,-0.00501153,-7.97002,10.3759,96.6074,0.00883623,-4.5644,500,0.00813034,5.31582,2.1502,-0.994161,5.37228,-427.665,-516.538,-29.4822,4194.16,2693.36,2.70102,8.00871,7.53599,1.69873,8.06517,0.73095,83.3038,14.9506,4794,0.0193639,0.760993,0.00571197,4302.03,-0.00501296,-0.00887389,-22.2904,20.9245,108.115,92.9984,0.47448,11.8364,10.3072,96.0793,115.707,12.0361,-22.7085 
68,46.05,3,68,305.979,-0.247205,-8.65539,11.4044,96.7236,-0.386179,178.131,499.98,-2.23915,-0.365556,3.33119,-3.88526,-5.57956,-453.024,368.487,-20.7825,3887.29,5452.69,0.613419,2.48702,9.03633,-1.03269,-2.72698,-0.0786952,1003.9,26.285,4522.7,0.201429,0.956187,0.0105925,4983.87,-0.00493519,0.0937733,11.551,9.53717,96.8026,67.4114,0.373677,12.2442,11.467,96.3969,117.743,0.405684,-50.3313 
69,46.05,0,69,15329.7,1.15903,9.64911,13.3109,96.5997,-1.18691,1024.09,500,8.98154,5.52395,9.14175,8.79035,3.77937,722.906,967.478,84.0084,5668.96,43749.9,4.4296,0.972004,0.0378543,4.2384,-0.77258,0.995749,-46.4684,8.90124,4655.02,-0.0114738,1.50426,0.00351008,4049.95,0.01114,-0.011561,10.973,9.48634,71.7321,62.445,0.480853,11.2811,10.286,96.1364,115.851,-24.4042,-53.4055 
70,45.9,3,70,7019.52,0.0470659,11.3839,12.9251,96.7839,0.016626,-41.0967,45.4277,1.33831,5.09427,3.7936,2.27705,5.29393,-30.9702,951.857,13.9271,5706.69,4812.05,1.53332,5.28928,4.18362,2.47206,5.48894,0.779429,995.296,17.1448,5750.13,0.164365,0.970737,0.00546248,6055.41,0.000573071,0.100075,11.4981,8.91779,97.003,66.2076,0.464719,12.8618,11.5284,96.4471,116.655,0.555931,-50.4475 
71,45.9,0,71,21634.1,2.34843,10.0652,13.6479,96.783,10.3698,-5480.04,0.00250195,11.0947,10.7343,13.5753,9.1741,6.90569,1143.68,1487.27,122.177,6755.69,1.85438e+06,3.89326,3.53283,-0.827524,1.97268,-0.295732,1.1,-116.85,3.35315,5151.58,-0.0264573,1.05287,0.00119759,4416.54,0.0169618,-0.0107621,10.6357,9.73575,113.177,78.8045,0.496839,11.9931,10.6241,96.3302,116.63,16.8467,-37.8253 
72,46.05,3,72,-1499.77,0.000119441,-3.20492e-15,126.993,59.1653,0.000361844,5.74097,165.936,-4.7347,4.30127,-3.1351,-2.37524,1.71426,-476.695,212.455,-20.16,3327.05,0.067624,-1.73308,7.30289,2.86814,0.626375,4.71588,0.791865,881.066,29.3667,3995.66,0.200368,0.944886,0.013358,4397.25,-0.00623988,0.0830914,11.7171,9.49797,96.4087,66.4643,0.357995,12.0145,10.9341,95.9933,115.501,0.415441,-49.0364 
73,46.05,0,73,19823.8,2.87662,8.89445,11.7364,96.7373,-2.54972,2994.5,3.03035,7.82042,11.209,5.31927,6.95789,4.40612,1064.63,1413.72,116.922,6059.17,251947,1.11676,4.50539,-8.08805,0.25423,-2.29754,-0.793672,-79.5218,6.31152,4565.93,-0.0201909,1.1613,0.00253989,3938.5,0.0158445,-0.00447659,86.5823,5.49847,100.965,66.0551,0.465145,11.4374,10.3934,96.3583,116.236,4.60703,-50.1808 
74,45.9,3,74,23994.7,0.370405,6.89705,68.4828,96.1746,0.221493,-369.599,2.11006,5.25448,7.81806,17.4742,6.04871,7.70145,1191.58,2475.49,136.411,7178.74,18040.8,-2.24857,0.315,2.46808,-1.45434,0.19839,4.42102,804.182,12.6106,5507.43,0.142315,0.973291,0.00420024,5650.72,0.0182284,0.084059,11.6665,9.77669,96.3583,66.1714,0.455063,12.9554,11.259,95.9636,116.446,0.394729,-50.2751 
75,45.9,0,75,-2992.07,0.000117002,4.82728e-16,126.878,59.1544,0.000359769,5.73419,166.156,-4.463,-7.30207,-0.317939,-4.54495,-2.79109,-613.842,-797.39,-48.5298,4549.84,0.067157,-0.597806,-3.43687,7.41246,-0.679755,1.07411,-0.965058,63.5828,15.246,5410.82,0.0131775,0.704415,0.00516367,4825.1,-0.00887892,0.00234712,25.6556,-5068.62,96.0363,69.4053,0.511185,11.7262,10.5451,96.2605,116.39,-0.224224,-46.9848 
76,46.05,3,76,90.8245,-0.235984,7.89985,11.3269,96.4243,-0.103078,870.326,7.46721e-13,-1.48644,-2.80189,-1.51564,-3.43699,-1.05771,-365.812,379.003,-20.4744,3462.83,5833.31,0.816985,-0.498472,3.0912,-1.13357,1.24572,0.122281,892.09,17.5321,3975.91,0.203168,0.966751,0.00805744,4390.9,-0.0046046,0.0752884,12.1196,10.6861,95.8268,66.3402,0.343902,12.3547,10.9333,96.0133,115.125,-0.186507,-48.7848 
77,46.05,0,77,21506.4,0.310455,5.72776,79.4981,98.0278,-0.34913,-127.876,500,6.54319,8.1033,12.9616,8.48099,9.68594,1143.33,1529.43,114.315,6513.74,16276.4,-0.656056,0.904051,-1.4369,1.28174,2.48669,1.55704,-74.2054,-4.47266,4910.11,-0.0174737,0.904585,-0.00168081,4246.69,0.0172279,-0.0171916,-6.58731,24.837,115.043,93,0.486555,11.7975,10.4971,96.2036,116.434,18.839,-23.4339 
78,45.9,3,78,9950.81,0.716045,10.4048,12.9695,96.5689,0.18959,-275.57,201.557,-0.708344,3.16462,2.07549,-1.02226,6.45057,222.921,1186.63,46.6638,5579.51,6093.65,-2.11202,1.76095,-0.731861,-2.42593,5.04689,1.47584,873.966,23.5032,5266.84,0.158649,0.955053,0.00815334,5508.79,0.00403934,0.0917646,10.9261,10.2261,96.6412,67.1081,0.415089,13.0754,11.6752,95.9792,116.401,0.661952,-49.2928 
79,46.05,3,79,20008.5,2.80864,9.1145,12.7391,97.0206,-68.9896,-17787.7,251.679,5.66108,0.97184,13.2807,1.54761,0.700241,967.664,2328.58,98.4974,5707.35,3.99521e+07,-0.432036,-5.12128,1.09442,-4.54551,-5.39288,1.07602,971.333,-2.03911,4350.11,0.202385,1.00369,-0.000864231,4799.43,0.0152943,0.0913737,11.8305,10.2264,96.7263,67.4641,0.373885,12.4515,10.9905,96.4734,116.921,0.252893,-49.4568 
80,46.05,0,80,-3419.94,0.000117002,5.1582e-15,126.878,59.1544,0.000359769,5.73419,166.156,-16.8151,-6.10999,8.04577,-16.9422,-4.04302,-621.707,-804.893,-58.8328,3861.99,0.067157,-12.9004,-2.19527,15.8752,-13.0275,-0.128301,2.28271,67.1107,5.76011,4734,0.0158541,0.869412,0.00223638,4233.03,-0.00813253,-0.00501832,159.65,2.66247,70,64.2677,0.463234,11.6064,10.5437,96.116,116.212,-26.116,-51.9445 
81,45.9,3,81,815.744,-1.08244,-10.706,13.1207,96.6352,-4.25335,3520.57,482.713,-1.3283,-5.9185,-4.21888,-3.83451,-3.85657,-388.344,318.63,-12.5754,4816.54,492033,1.117,-3.4732,0.671719,-1.38921,-1.41127,1.14977,863.32,27.772,5361.23,0.154683,0.946705,0.0094522,5581.21,-0.00534821,0.0893793,11.4007,9.89215,96.5158,66.0189,0.438365,12.872,11.3253,96.3029,115.555,0.212923,-49.5362 
82,45.9,0,82,7459.52,0.274998,9.22035,12.4274,96.7847,-0.426951,-73.9921,6.17623e-08,2.2668,2.73172,2.23497,1.54177,1.28218,137.963,205.494,20.6938,5169.44,4758.52,1.39809,1.86301,0.497533,0.673055,0.413465,0.897313,11.9877,6.35995,4975.94,0.00273018,0.518553,0.00234894,4390.81,0.00284513,-0.0142969,8.0901,23.5516,114.557,93,0.474681,11.922,10.6201,96.2837,116.945,18.2732,-23.9448 
83,46.05,3,83,560.599,-0.957949,-9.42561,12.8173,96.7885,0.268093,13.1562,99.9256,5.1892,-7.80701,-4.37643,1.50053,-7.08486,-367.357,498.819,-16.8079,3953.35,4047.6,7.50235,-5.49385,0.249879,3.81369,-4.77171,0.807837,1014.07,21.3591,4468.61,0.205011,0.964451,0.00872806,4946.45,-0.00480375,0.099263,11.5113,10.3147,97.0142,66.9597,0.361,12.6717,11.4893,96.1013,116.105,0.912973,-49.1452 
84,46.05,0,84,-2173.1,0.000117618,1.5504e-14,127.017,59.1694,0.000362992,5.7387,166.014,-11.7543,-1.95454,-8.2479,-8.10645,2.66613,-544.696,-658.49,-37.5881,4154.32,0.067812,-8.32446,1.47527,-1.38829,-4.67664,6.09593,0.796385,105.499,19.0037,4918.31,0.0237954,0.760324,0.00706734,4433.61,-0.00685858,-0.0170247,5.64293,23.7112,114.185,92.9988,0.476827,11.5218,10.5032,96.4333,116.808,17.7518,-23.8093 
85,45.9,3,85,5533.89,-0.139414,10.415,13.0594,96.6434,-0.122913,184.204,180.332,-2.87623,-3.41631,0.624643,-4.03523,-5.04066,-100.247,754.431,6.7087,5228.66,5164.75,-2.245,-2.78508,1.8871,-3.404,-4.40943,1.17224,895.037,17.124,5369.27,0.159259,0.967603,0.00584063,5619.99,-0.000441814,0.0904514,11.3821,9.59247,96.0998,66.903,0.431484,12.8412,11.4114,96.1818,115.999,-0.0819616,-49.0959 
86,45.9,0,86,-1195.68,0.000126862,-3.86842e-14,126.266,59.2858,0.000368208,5.72347,166.324,1.22819,-2.85995,-4.29965,1.58889,-6.54649,-439.102,-621.218,-30.9879,4033.19,0.0686038,3.9931,-0.0950397,1.23017,4.3538,-3.78158,0.784197,-5.33442,14.6331,4649.08,-0.00130558,-0.263123,0.00576466,4085.85,-0.0056463,-0.00484198,84.9132,6.12544,110.544,65.9228,0.452885,11.6782,10.4314,96.3844,115.545,14.1597,-49.6222 
87,46.05,3,87,2835.93,0.00519335,8.19047,11.7175,96.6581,-0.0174599,20.2125,5.02026e-12,-1.45263,-11.3016,6.25011,-6.2421,-11.9758,-170.932,568.836,13.3296,3798.43,3135.69,-0.376314,-10.2253,8.40273,-5.16579,-10.8995,1.46007,808.584,31.0888,4038.17,0.185363,0.936957,0.0139835,4362.18,-0.00180719,0.0842002,11.2081,10.0504,96.3731,66.2354,0.339676,12.325,11.2006,96.1958,115.033,0.177244,-48.7979 
88,46.05,0,88,8374.55,0.292701,9.49174,12.4978,96.6351,0.3342,-477.701,499.997,-1.42904,-0.888385,5.48088,-3.27319,-1.76941,222.113,288.36,44.6513,5226.99,9058.71,-2.82763,-2.28697,2.68371,-4.67178,-3.16799,1.2613,-23.1748,21.5747,4915.46,-0.00538644,-1.5894,0.00802042,4302.43,0.00389713,-0.00386406,94.4178,6.7157,70.0008,64.1621,0.494277,11.4988,10.2101,96.1573,116.35,-26.1566,-52.1881 
89,45.9,3,89,15833.3,1.86781,10.2383,12.9034,96.4723,4.48463,-7433.99,192.379,-2.12872,9.05376,10.6317,-3.97103,8.22305,634.119,1667.05,74.1201,6088.15,1.08959e+06,-6.1216,5.06088,2.64593,-7.96391,4.23017,2.23151,777.635,8.23754,5198.74,0.145284,0.9818,0.00291037,5352.52,0.0102452,0.086346,10.9357,9.54062,96.2335,67.4046,0.432849,12.5431,11.5028,96.0291,117.247,0.204373,-49.8423 
90,45.9,0,90,4621.5,-0.021151,8.84421,12.2425,96.6647,0.0286653,-22.413,500,-1.52723,11.9646,-14.169,0.607682,10.2332,-64.2507,-37.4798,7.03246,4931.66,3545.63,-1.12266,12.3692,-13.3598,1.01225,10.6377,2.40089,52.638,13.7079,5021.77,0.0117711,0.68694,0.00500321,4471.8,-0.000682705,0.00188353,34.5325,5123.41,89.4783,61.7268,0.483216,11.7315,10.2218,96.3144,116.67,-6.8361,-54.9431 
91,46.05,3,91,20576.3,3.06837,6.40425,14.3763,96.4968,0.330459,-3147.72,7.11424,12.914,11.9238,-2.39257,11.0015,14.6221,1047.84,2337.21,134.911,5743.14,36858.8,6.31599,5.32583,-15.5885,4.40352,8.0241,2.83807,867.513,26.0443,4273.44,0.187443,0.950084,0.011102,4628.14,0.0159122,0.090952,11.4995,9.95338,96.1883,67.0063,0.369204,12.5114,11.1219,96.0895,116.295,0.098723,-49.2885 
92,46.05,0,92,-331.071,-1.05549,9.40173,-11.9622,96.7131,0.466384,1298.64,230.034,-1.16407,2.91949,-7.03748,-2.19211,1.07589,-406.969,-573.162,-12.0575,4515.43,23377.5,1.3985,5.48206,-1.91234,0.37046,3.63847,1.21302,-2.34896,30.2249,5086.24,-0.000525077,-0.0464728,0.0108282,4473.55,-0.00524024,-0.0152606,9.73079,9.09014,70.0218,61.2941,0.48596,11.6555,10.591,96.327,116.059,-26.3053,-54.765 
93,45.9,3,93,70.6288,-0.00371576,9.24925,11.3975,96.7978,-0.00236527,15.3645,1.87114e-13,3.02886,-14.5573,-4.99444,3.6593,-13.8819,-471.178,237.32,-30.3257,4653.91,3432.91,5.99575,-11.5904,0.939333,6.62618,-10.915,1.10502,898.194,18.6279,5314.78,0.161105,0.964977,0.00641503,5575.2,-0.00597914,0.0854252,11.7134,9.84971,96.2357,66.9367,0.432144,13.0034,11.1305,96.2229,116.582,0.0127597,-49.6455 
94,45.9,0,94,3326.23,-0.203436,8.15013,12.1488,96.3846,0.731311,-175.12,500,-4.50442,-6.09542,4.37746,-5.85563,-4.91937,-124.446,-131.767,13.5503,4318.37,7392.24,-3.72082,-5.31182,5.94466,-5.07203,-4.13577,1.48347,42.7796,26.4798,4492.92,0.0107041,0.480027,0.0107401,3996.55,-0.000922797,-0.0120777,7.37966,11.1739,116.849,74.7389,0.447911,11.7809,10.006,95.9246,115.384,20.9245,-40.6451 
95,46.05,3,95,23336,3.55287,8.41554,12.357,96.692,-3.56886,-1708.5,488.198,6.96404,6.36915,8.69193,6.85031,8.25692,1270.55,2527.43,155.142,5670.41,201875,-1.03629,-1.63118,-7.30875,-1.15003,0.256586,0.327602,745.355,23.1363,3888.33,0.178867,0.948478,0.010842,4167.09,0.0192795,0.0829221,10.9885,9.95875,96.1735,67.4752,0.344791,12.0486,11.1318,96.139,116.588,0.0345438,-49.1131 
96,46.05,0,96,16989.7,0.63277,10.3085,15.7491,96.3466,-0.0962573,162.758,499.988,2.51149,4.76699,6.07051,1.202,5.41014,820.158,1069.44,102.946,6063.31,5795.02,-2.65283,-0.397328,-4.25812,-3.96231,0.245826,0.613768,-80.9079,17.7345,4912.96,-0.0190708,1.62229,0.00660559,4242.5,0.0126305,-0.0132166,9.58217,9.59013,115.068,75.1079,0.504544,11.3969,10.1403,96.0421,116.618,19.0259,-41.5106 
97,45.9,3,97,5723.39,0.0264166,9.43218,12.8398,96.021,-0.00152173,-19.9037,492.47,2.44764,-2.20341,0.885933,0.117098,-1.55133,14.2221,765.922,21.219,4642.66,3943.44,2.35809,-2.29296,0.706828,0.0275452,-1.64088,1.84008,745.974,19.7414,4622.71,0.154961,0.955738,0.00780535,4813.96,0.000457927,0.0837896,11.1321,9.96503,95.2934,67.3482,0.394415,12.5124,11.219,95.7062,116.302,-0.412779,-48.9539 
98,45.9,0,98,-4446.54,0.000117002,-2.12947e-15,126.878,59.1544,0.000359769,5.73419,166.156,3.14726,-12.5053,-7.13099,1.35509,-13.1328,-683.102,-875.406,-50.2141,3808.6,0.067157,7.44857,-8.20396,1.47163,5.6564,-8.83151,1.5985,82.7109,20.7575,4766.72,0.0193366,0.694836,0.00795795,4277.42,-0.00918751,-1.62888,-0.0749496,11.8753,101.606,66.2703,0.446396,12.0128,10.3366,95.8794,115.981,5.72639,-49.7103 
99,46.05,3,99,23693,3.04367,8.46192,14.182,96.4945,-0.672791,-2341.86,500,10.4456,11.257,9.60236,11.3446,11.6429,1296.48,2549.8,153.749,5670.12,55197.1,2.28199,3.09338,-6.72485,3.18103,3.4793,2.26625,731.354,19.0492,3851.68,0.177477,0.956406,0.00902824,4120.83,0.0196717,0.0784647,11.5784,9.82337,95.6843,68.7942,0.342982,12.2057,11.0062,95.8861,117.633,-0.201831,-48.839 
100,46.05,0,100,5919.48,0.192462,9.11866,11.7072,96.448,0.0251225,-318.727,220.33,7.97947,-2.06964,-5.0782,4.85368,-3.05233,66.7093,51.5813,26.5505,4908.37,3735.87,7.55942,-2.48969,-5.9183,4.43363,-3.47238,53.5258,-41.985,19.6197,4814.8,-0.0100082,5.48787,0.00745041,4195.04,0.00143339,-0.0118264,10.0804,8.21304,116.119,72.858,0.473527,11.4529,10.3947,95.9782,115.69,20.1408,-42.8322 
101,45.9,3,101,-222.293,0.0010386,-9.31226,11.5778,96.0731,-0.000466104,0.319299,4.09313e-11,-16.2061,-0.79191,6.00567,-17.0306,-1.55201,-518.203,243.466,-41.1848,4642.67,3509.74,-12.9431,2.47108,12.5316,-13.7676,1.71098,2.25354,970.296,12.6544,5369.5,0.170363,0.977686,0.00432257,5695.45,-0.00644302,0.0955938,11.559,9.2026,95.5283,67.6899,0.426274,13.0374,11.5508,95.6295,117.3,-0.101195,-49.6103 
102,45.9,0,102,19504.6,2.44804,3.70899,18.9537,95.6275,-1.00717,-2606.15,0.258708,11.5546,4.59328,3.50567,8.95143,3.87951,991.658,1337.89,114.663,6087.56,87735.8,5.31039,-1.65093,-8.98274,2.70722,-2.36469,-0.803494,-53.0022,11.6334,4696.66,-0.0129905,1.62365,0.00454207,4080.06,0.0153916,-0.0130925,-9.39656,-9.2289,114.714,72.1709,0.457832,11.8808,10.298,95.9395,116.821,18.7746,-44.6497 
103,46.05,3,103,-1133.02,0.000136893,2.49791e-14,125.665,59.5303,0.000369764,5.70803,166.453,-5.48083,-5.12638,-8.67216,-7.54654,-5.50217,-495.257,175.532,-17.6452,3553.76,0.0687077,-2.36233,-2.00788,-2.43515,-4.42804,-2.38367,0.821169,870.179,33.8101,4248.41,0.188809,0.936334,0.0144482,4608.78,-0.00599922,0.0862189,10.8772,10.0858,95.9193,67.9136,0.3471,12.2997,11.3446,96.1103,116.495,-0.19094,-48.5818 
104,46.05,0,104,-1213.4,0.000135582,4.74201e-15,125.89,59.449,0.000369588,5.72561,166.217,-2.01066,-3.00828,3.4264,-2.72942,-3.47711,-419.429,-608.731,-28.6057,3983.75,0.0688866,0.630368,-0.367243,8.70847,-0.0883826,-0.836082,-0.0821833,-20.4411,14.9713,4572.04,-0.00510652,-3.54962,0.00599588,4002.95,-0.00559785,-0.00375185,93.9273,6.77987,106.712,65.218,0.462937,11.3347,10.3268,95.9595,117.024,10.7526,-51.8059 
105,45.9,3,105,2850.54,-0.00757926,8.75426,12.1998,96.5744,-0.00472076,-5.45995,500,3.19031,-10.9937,6.71103,-1.16575,-10.6468,-190.662,461.49,-8.73187,4421.54,3477.54,4.39086,-9.7932,9.11213,0.0347995,-9.44624,2.59816,728.912,11.0772,4688.96,0.15013,0.974094,0.00433294,4855.2,-0.00249958,0.0816747,11.3443,9.25517,96.2913,67.6337,0.382465,12.8805,11.4211,95.8819,117.208,0.409456,-49.5745 
106,45.9,0,106,-177.485,-0.506752,8.04401,11.6122,96.2936,-0.144022,1153.26,499.974,0.30519,-3.00123,-5.67287,-2.44549,-4.32684,-354.463,-518.504,-17.1961,4186.33,8447.72,2.53715,-0.769273,-1.20895,-0.213526,-2.09488,0.308967,-21.3355,19.6312,4683.5,-0.0052036,-1.63878,0.00766215,4100.14,-0.00482654,0.0123205,6.21063,-3.36441,93.7211,65.0034,0.459447,11.8738,10.1393,95.7006,115.737,-1.97959,-50.7338 
107,46.05,3,107,18896.9,0.362107,5.38837,67.5303,96.6398,-0.122752,299.004,500,4.61515,5.18176,11.0258,2.25883,6.8783,928.436,2104.79,116.057,5353.28,13040.3,-1.23096,-0.664349,-0.666402,-3.58728,1.03219,0.869762,802.573,19.5966,4051.06,0.18376,0.959021,0.00883231,4367.5,0.0144743,0.0950171,11.0508,8.99372,96.5629,67.0863,0.355168,12.3667,11.1478,95.8029,116.694,0.759925,-49.6073 
108,46.05,0,108,-1850.59,0.000117618,-5.69911e-15,127.017,59.1694,0.000362992,5.7387,166.014,-5.46738,5.27323,-6.02707,-5.626,5.53738,-524.548,-681.816,-34.2637,3985.7,0.067812,-2.16445,8.57616,0.578801,-2.32306,8.84032,0.957151,53.9131,20.2347,4721.43,0.0128097,0.603569,0.00783291,4208.77,-0.00625783,-0.004321,104.891,8.1732,86.9128,63.0615,0.462876,11.3707,10.4912,95.8953,117.037,-8.98256,-53.9754 
