cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,15,2.5,0,5517.72,-0.00760682,13.7903,10.2226,89.6354,-0.00952642,-20.4776,500,-0.972418,-0.393075,-0.575885,0.468097,0.533436,-28.7911,842.847,807.16,2599.69,4595.48,-0.791127,-0.211784,-0.213305,0.649388,0.714726,2.44226,845.566,814.231,2602.41,0.269659,0.372419,0.365623,3135.68,1790.67,3386.79,29716.7,-0.00103538,0.214253,9.84938,9.25545,90.4369,73.6627,0.600018,10.2625,9.82121,89.2224,125.258,1.21442,-51.5956 
4,90,2.5,4,4032.76,-0.00289779,10.6001,10.2145,89.2681,-0.0141217,14.4245,500,-1.58095,0.315898,-2.51278,-1.46618,-2.26423,-98.2618,534.054,640.037,2082.03,3531.36,-0.962217,0.934626,-1.27532,-0.847449,-1.6455,0.664023,543.335,664.168,2091.32,0.227938,0.318554,0.369094,2383.69,1183.64,1359.99,18976.4,-0.00112537,0.135836,9.82805,9.07144,90.051,73.0991,0.47316,10.5776,10.1452,88.9198,124.718,1.13118,-51.619 
5,1,2.5,5,5926.93,-0.0471781,15.3706,10.1313,88.9823,-1.48679,-173.46,1.81417e-06,-0.418084,-0.63023,-1.26156,1.38539,0.148311,-79.6199,978.398,888.91,2792.37,13464.8,0.0832613,-0.128885,-0.25887,1.88674,0.649656,1.11599,985.919,908.463,2799.89,0.285789,0.382773,0.374099,3449.82,2102.08,4593.38,34147.9,-0.0013734,0.252772,9.7604,9.15675,89.7825,73.5505,0.637835,10.4191,10.0028,88.5544,125.478,1.22809,-51.9279 
6,30,2.5,6,5331.62,-0.255834,13.8856,10.4297,89.062,0.735665,-102.857,124.116,0.440412,1.08084,-0.618223,0.116706,2.02467,-71.9642,824.931,796.707,2546.67,7177.71,0.893552,1.53398,0.288056,0.569845,2.47781,0.950018,831.728,814.379,2553.47,0.270149,0.368528,0.370081,3078.78,1734.74,3206.55,28331.5,-0.0012159,0.205982,9.93374,9.54105,90.039,73.4467,0.5832,10.3678,9.98334,88.618,125.065,1.42096,-51.6182 
11,150,2.5,11,3614.75,-0.0137472,9.48575,10.2919,89.2418,-0.0115916,-1.40166,500,1.32356,0.0706704,-2.03306,-1.5885,0.563447,-58.7754,358.264,554.892,1982.82,3178.6,1.69365,0.440763,-1.29287,-1.21841,0.93354,3.3225,363.815,569.326,1988.38,0.172132,0.267485,0.345312,2113.59,1026.12,631.096,17174.6,-0.000971781,0.0881625,10.4174,9.57233,90.0701,73.5299,0.451059,10.3935,10.054,88.9536,124.723,1.11646,-51.1935 
12,105,2.5,12,4067.91,-0.183562,10.5252,10.4926,89.2791,0.0629777,-83.824,2.94064e-06,-0.672833,-0.183023,3.15041,-1.54408,-1.66779,-63.1189,464,608.653,2096.54,3766.92,-0.27539,0.21442,3.9453,-1.14664,-1.27035,-1.68873,469.962,624.154,2102.5,0.202556,0.300827,0.353526,2320.16,1155.21,1068.88,19229,-0.000953595,0.119409,10.1662,9.54259,90.4282,72.9754,0.477734,10.3068,10.0891,88.8266,124.106,1.60163,-51.1305 
13,60,2.5,13,4946.61,-0.00428529,13.0024,9.82493,89.5437,-0.00773947,7.46593,0.0385131,-0.439195,3.63808,-1.07594,0.12587,0.647896,-81.8363,704.679,705.804,2480.37,4160.49,0.076107,4.15339,-0.0453338,0.641172,1.1632,1.00757,712.408,725.901,2488.09,0.245494,0.359306,0.349565,2901.93,1606.79,2374.8,26961.2,-0.00111948,0.181181,9.62753,9.09844,90.4278,73.5927,0.57131,10.175,10.0023,89.18,125.391,1.24776,-51.7978 
14,45,2.5,14,4780.88,-0.19699,12.1438,10.3911,89.5312,0.162287,35.8164,488.964,-0.119655,2.82139,-0.701287,-1.395,0.460455,-52.9483,703.085,700.509,2284.68,4297.02,0.213746,3.15479,-0.0344841,-1.0616,0.793856,1.01125,708.086,713.511,2289.68,0.260039,0.361872,0.364692,2723,1392.97,2346.49,22904.7,-0.000930375,0.178369,10.0893,9.21097,90.5342,72.8467,0.526552,10.0901,10.0029,89.1087,124.096,1.42553,-51.2492 
16,120,2.5,16,3934.12,-0.00197202,9.71329,10.6136,89.2855,0.00365029,4.18716,3.76073e-08,-1.1049,0.458086,-0.255057,1.0245,0.769827,-63.2386,475.924,562.19,1962.31,3356.51,-0.706708,0.856283,0.541337,1.4227,1.16802,0.83504,481.897,577.72,1968.28,0.217661,0.322791,0.350938,2213.99,1040.9,1060.59,16729.9,-0.000923257,0.115532,10.1877,9.51837,90.0487,72.5192,0.439408,10.7579,10.166,89.0019,124.035,1.04672,-51.5156 
17,75,2.5,17,4508.81,-0.201549,11.5337,10.4739,88.9192,0.8664,-547.01,0.207118,-0.0652757,-0.609429,-1.59267,-1.27892,-1.47473,-59.5364,594.107,651.896,2258.22,19360.5,0.309609,-0.234544,-0.842896,-0.90404,-1.09984,0.695893,599.73,666.516,2263.85,0.231385,0.339572,0.351638,2591.92,1335.91,1685.68,22452.8,-0.00090449,0.153738,9.85791,8.87813,90.3079,73.4718,0.521524,10.2192,9.87365,88.5382,125.105,1.76965,-51.6329 
