cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.03,47.25,1.88,0,11330.9,-0.100377,21.7189,12.8428,119.183,0.0296337,-20.767,500,-6.20753,-3.70941,-7.63889,-6.44047,-7.27286,-185.917,1569.49,40.828,11012.1,9100.19,-5.03686,-2.53874,-5.29755,-5.2698,-6.10219,0.7815,1717.58,54.2906,11160.2,0.133375,0.947584,0.00888165,12877.8,-0.00150973,0.149016,13.0081,10.8033,119.008,92.1791,0.849508,13.1986,12.3864,118.462,140.477,0.54585,-48.2979 
1,0.02,47.24,1.38,1,10517.7,-0.32966,20.3257,13.0792,119.154,0.0208356,154.187,482.384,-3.5084,-5.63337,-12.2887,-6.01823,-9.97002,-181.398,120.803,29.8468,11510,8758.72,-2.36618,-4.49115,-10.0043,-4.87602,-8.8278,0.672692,265.293,42.9823,11654.4,0.0222566,0.779101,0.00674795,11919.7,-0.00178814,0.0102419,10.8666,131.754,128.775,98,0.910638,12.9999,12.053,118.279,139.455,10.4957,-41.4549 
2,0.09,47.31,2.76,2,12124.8,-0.300487,23.0536,12.9024,119.148,0.0334465,6.22797,375.026,-3.57338,-3.38517,-7.75913,-7.3506,-4.64034,-143.504,1281.52,44.882,11903.6,9689.61,-2.66977,-2.48156,-5.95192,-6.44699,-3.73674,0.720396,1395.83,55.2734,12017.9,0.10406,0.935193,0.00840116,13413.7,-0.00134506,0.116961,13.2197,11.0338,119.035,91.2465,0.925694,13.1134,12.3737,118.427,139.393,0.607954,-48.1465 
3,0.02,47.25,1.79,3,10657,-0.0441804,20.2663,12.7688,119.058,0.0124733,-12.8546,0.00501852,-4.53381,-6.13094,-8.51726,-3.17833,-3.60772,-143.947,1022.06,30.5441,10681.3,8429.26,-3.62741,-5.22455,-6.70447,-2.27193,-2.70132,0.673426,1136.72,40.9677,10796,0.0952606,0.940671,0.00694174,11932.7,-0.0012902,0.102078,12.9209,10.7737,119.188,91.9966,0.850819,13.0968,12.0529,118.257,139.314,0.930934,-47.3174 
4,-1,46.22,10,4,10476.5,-0.33344,20.6115,12.8752,119.151,1.13693,-1664.11,489.897,-8.74478,-7.99257,-11.4444,-5.34969,-6.37014,-237.865,-90.3369,29.3431,11881.3,70229.3,-7.24701,-6.4948,-8.44888,-3.85192,-4.87237,0.726706,99.1312,46.5675,12070.8,0.0081456,0.548826,0.00705645,12169.9,-0.00129507,-0.0194428,16.7907,9.3312,115.443,77.6593,0.936817,13.0223,12.2477,118.333,139.874,-2.88965,-62.2144 
5,-0.02,47.2027,10,5,11270.1,-0.327283,22.1002,12.7564,119.398,0.212033,-545.671,499.144,-5.64817,-3.7393,-9.42234,-4.98531,-5.89208,-186.678,72.5997,45.4618,12427.9,12943.8,-4.4727,-2.56384,-7.07141,-3.80985,-4.71662,0.687582,221.296,58.9797,12576.6,0.0172916,0.681938,0.00856483,12797.9,-0.0010952,-0.0186652,20.5268,7.02065,113.944,74.6223,0.989709,12.8705,12.2476,118.589,139.894,-4.64541,-65.2715 
6,0.01,47.23,1.36,6,10846.2,-0.304732,20.6861,13.0596,119.072,-0.0633368,174.206,449.011,-6.16738,-9.80603,-9.73606,-5.63238,-4.94355,-177.648,441.506,32.0331,11484.5,9153.54,-5.04878,-8.68743,-7.49886,-4.51377,-3.82494,0.746436,583.009,44.897,11626,0.0477523,0.881239,0.00706355,12209,-0.0013637,0.0446964,13.2485,-12.5308,119.049,96.3901,0.908526,13.1482,12.091,118.356,139.481,0.692907,-43.0913 
7,-0.005,47.2177,1.38,7,10511.2,-0.0360334,20.6674,12.3769,119.264,0.0113465,3.57032,7.37069e-08,-8.58615,-6.03643,-9.40215,-5.04695,-4.25849,-223.187,519.796,35.3325,11242.4,8328.41,-7.1808,-4.63108,-6.59146,-3.6416,-2.85314,0.735262,697.573,51.494,11420.2,0.0575661,0.885596,0.00823768,12117.8,-0.00145137,0.054496,11.9847,-12.6004,119.647,94.3781,0.917808,12.8442,11.9384,118.399,139.471,1.24814,-45.0931 
8,0.06,47.28,2.32,8,11953.8,-0.258876,22.1119,13.0704,119.229,0.0436123,-86.8301,60.5782,-4.82219,-5.13819,-10.6595,-0.723068,-4.65457,-108.581,1218.46,45.4758,11498.1,9531.57,-4.13848,-4.45449,-9.29205,-0.03936,-3.97086,0.575613,1304.95,53.3384,11584.5,0.101241,0.933245,0.00841022,12889.5,-0.00101217,0.113188,13.4621,10.6396,119.887,91.7082,0.8973,13.1153,12.2647,118.503,140.012,1.38459,-48.3042 
9,0.02,47.24,1.39,9,11095.8,-0.317468,21.5054,12.8814,119.256,-0.0108651,86.5679,103.333,-8.77543,-5.41673,-6.65773,-6.12228,-6.67297,-189.645,141.349,51.0146,12119.6,9048.52,-7.58128,-4.22258,-4.26944,-4.92814,-5.47882,0.838769,292.409,64.7472,12270.7,0.0232753,0.720722,0.00962647,12563.1,-0.00102563,-0.0168642,16.0034,-7.16586,115.729,73.9604,0.950485,13.003,12.311,118.479,140.202,-2.75051,-66.2419 
