cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.25,46.05,0.2,-0.19,-0.01,0,1800.32,-0.00252029,-5.17929,-8.08694,99.0959,0.00250542,23.6758,3.2543e-11,-1.27385,-3.41565,-2.25569,-3.56656,-3.90715,-61.8425,114.589,1.47426,1905.91,1365.41,-0.884448,-3.02625,-1.47687,-3.17715,-3.51774,0.877767,201.329,7.89945,1992.65,0.10852,0.935748,0.00724972,1855.23,-5.77845e-05,0.0339053,8.45342,7.42986,98.9459,68.2045,0.307397,7.49692,8.9496,98.9134,117.755,0.032545,-49.5503 
1,97,43.248,3.95,48.55,-0.2,0.19,0.01,1,5144.96,-0.00123298,13.2975,8.10362,99.6401,-0.00530172,4.17244,7.41877e-12,0.136038,-1.31599,0.288465,-2.52925,-4.30489,-97.3236,1942.64,35.0922,3077.61,3508.59,0.748859,-0.70317,1.51411,-1.91643,-3.69207,1.37397,2079.14,45.2037,3214.11,0.438004,0.963347,0.0252533,4746.86,0.00035713,0.435002,7.39181,7.43989,99.7526,68.7647,0.490709,8.10198,8.7673,99.0614,118.21,0.691233,-49.4457 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,5144.2,-0.0150989,14.5466,7.85431,99.1616,-0.046144,14.7219,2.04362e-12,-0.499073,-3.54434,0.130095,-0.866763,1.21617,-86.2501,2190.43,35.8099,3121.38,3741.45,0.044021,-3.00124,1.21628,-0.323669,1.75927,4.98339,2311.4,44.7709,3242.36,0.462044,0.967215,0.0248051,5002.56,-6.58654e-06,0.485758,7.65233,7.3399,99.2007,69.1265,0.546784,7.79243,8.41103,98.7713,118.534,0.429416,-49.4072 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,1833.18,0.00334517,-5.46871,7.78491,98.9684,-0.00203906,-10.2716,499.999,-0.823801,-4.65732,-2.70752,1.32509,-1.13118,-22.6877,-59.533,14.5291,2101.96,1386.59,-0.680943,-4.51446,-2.4218,1.46795,-0.988325,0.660697,-27.7113,16.8863,2133.78,-0.0158957,-15.0627,0.0143686,1743.33,-5.24495e-05,-0.00982029,0.44064,5.53436,103.483,59.7239,0.363026,7.18815,8.85206,98.901,118.51,4.58244,-58.7865 
4,75,47.3227,2.25,46.05,0.2,-0.19,-0.01,4,1703.44,-0.0162797,-5.40438,8.13636,98.5675,0.0309421,26.774,500,2.40245,0.172556,-6.22329,-0.184201,1.03075,-14.197,91.5205,12.4509,1943.85,1458.4,2.49184,0.26195,-6.0445,-0.0948062,1.12015,-1.66822,111.433,13.9259,1963.76,0.0639922,0.820547,0.0128947,1741.36,-0.000291283,0.0323983,9.12188,6.89522,99.0739,68.2919,0.31575,7.90073,8.94826,98.2434,118.087,0.830487,-49.7947 
5,97,43.248,3.95,48.55,-0.2,0.19,0.01,5,4544.01,-0.0337551,12.9797,7.89932,99.2037,0.0577348,-45.9863,128.006,-0.338335,-2.86003,-4.475,-3.50179,-1.23264,-47.0985,1933.21,34.423,2895.18,3424.14,-0.0417684,-2.56346,-3.88187,-3.20522,-0.936075,0.634764,1999.27,39.3163,2961.24,0.448559,0.966731,0.0238737,4457.1,-0.000152478,0.417041,7.67229,7.42108,99.3665,68.7904,0.496506,7.90271,8.60567,98.7536,118.246,0.612987,-49.4556 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,5313.93,-0.0126067,14.752,8.06951,99.099,0.00299474,5.61805,1.34514e-10,2.1089,-1.95568,-5.516,-2.85048,-0.0758903,-67.7958,2480.05,-10.3414,3049.14,3875.75,2.53579,-1.52879,-4.66222,-2.42359,0.351002,0.186037,2575.14,-3.29769,3144.24,0.496666,1.00225,-0.00193575,5184.86,-7.31477e-05,0.532299,7.84473,7.29331,99.2615,68.561,0.522896,7.95196,8.54791,98.4387,117.911,0.822787,-49.3502 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,1612.73,-0.000660207,-5.90202,7.12064,98.7636,-0.00139851,14.2972,4.47053e-12,-1.25405,-1.39088,-6.39277,0.869441,-0.904415,-26.726,-185.103,9.96642,2108.8,1368.74,-1.08577,-1.2226,-6.0562,1.03773,-0.736128,0.248887,-147.618,12.7432,2146.28,-0.0903524,1.17795,0.0108188,1633.8,-0.000288687,-0.0122349,10.3712,8.17875,73.3757,68.901,0.375156,7.22863,8.94444,98.6156,118.681,-25.2399,-49.7802 
8,75,47.3227,2.25,46.05,0.2,-0.19,-0.01,8,1919.07,-0.0403213,-5.4728,8.45228,98.6329,0.019569,64.569,302.666,-2.36899,-3.07327,-2.67911,-4.01968,-2.85235,-21.5003,116.683,4.10255,1970.04,1546.97,-2.23361,-2.93789,-2.40834,-3.8843,-2.71697,0.830172,146.84,6.33634,2000.2,0.0812613,0.929787,0.00580167,1807,-0.000114238,0.0428639,8.14025,6.89674,97.7378,68.5751,0.308696,8.04739,9.04867,98.4501,118.052,-0.712242,-49.4766 
9,97,43.248,3.95,48.55,-0.2,0.19,0.01,9,4447.2,-0.00716624,12.9719,7.72005,98.9271,0.00619876,-18.3312,500,0.287691,-0.391626,-6.2935,3.1716,3.94997,-102.037,1922.64,25.4606,2880.78,3263.7,0.930193,0.250876,-5.0085,3.8141,4.59247,2.09376,2065.76,36.0619,3023.89,0.451474,0.970356,0.0214961,4575.59,-0.00020228,0.420109,7.64517,7.5138,98.9736,69.1485,0.493366,7.6696,8.66506,98.5062,118.543,0.467412,-49.3946 
10,97,43.248,0,48.55,-0.2,0.19,0.01,10,5244.21,-0.0275215,14.6132,8.00875,99.0749,0.0262017,-10.7986,66.0871,-2.73076,-2.0333,-4.45194,-3.61282,-0.2673,-97.0582,2246.62,36.2575,3164.8,3819.03,-2.11961,-1.42215,-3.22964,-3.00167,0.343849,0.657486,2382.75,46.3414,3300.94,0.465151,0.967085,0.0252091,5122.53,-6.389e-05,0.503112,7.68436,7.37001,99.2013,68.5257,0.541955,7.89192,8.54308,98.5989,117.859,0.602487,-49.3332 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,1716.63,0.00649253,-5.61873,7.41504,98.51,-0.00055595,8.6427,9.88392e-12,-0.079184,-0.907592,-0.458168,-1.30431,-2.24722,-40.9061,-130.804,12.8964,2113.16,1356.43,0.178391,-0.650017,0.0569811,-1.04673,-1.98964,1.01651,-73.4291,17.1464,2170.53,-0.042491,1.69102,0.0143432,1728.11,-0.000135506,-0.00541854,-12.2869,-17.779,78.0681,61.1541,0.353614,7.44539,9.05595,98.5764,117.999,-20.5083,-56.8448 
12,75,47.3227,2.25,46.05,0.2,-0.19,-0.01,12,1972.71,-0.0686525,-6.00222,8.43612,99.0286,0.0968284,131.57,493.415,0.46411,-2.15958,-4.1052,-4.63208,-1.34779,-16.7644,40.0601,8.07018,2188.35,2063.07,0.569671,-2.05402,-3.89408,-4.52652,-1.24223,0.650667,63.5737,9.81193,2211.87,0.03347,0.787343,0.00810542,1899.42,-0.000252478,0.0310956,9.19097,7.27296,99.8375,68.8759,0.348315,7.76591,9.28563,98.8149,118.767,1.02264,-49.8908 
13,97,43.248,3.95,48.55,-0.2,0.19,0.01,13,5296.66,-0.0230545,14.5296,8.09835,99.099,-0.0407419,37.7472,138.161,5.66733,-1.65169,-7.44321,3.33753,-0.356756,-79.908,2092.87,18.6309,3336.6,3880.48,6.17049,-1.14853,-6.43689,3.84069,0.146404,3.50252,2204.95,26.933,3448.68,0.435129,0.979071,0.0141822,5067.35,2.67659e-05,0.426143,7.62334,7.89051,99.2662,70.6221,0.542623,7.94359,9.038,98.7218,120.5,0.544383,-49.8776 
14,97,43.248,0,48.55,-0.2,0.19,0.01,14,5053.54,-0.00651236,13.8919,7.95491,99.0161,-0.000244862,-1.6796,172.562,2.09126,-2.60826,-3.28652,0.340366,-1.37336,-70.9294,2067.59,27.4713,3042.76,3597.45,2.53788,-2.16164,-2.39328,0.786989,-0.926738,-0.109651,2167.08,34.8406,3142.25,0.453825,0.972635,0.0200161,4775.14,8.76106e-05,0.460051,7.5701,7.42658,99.1426,69.0893,0.518356,7.95199,8.49575,98.5921,118.363,0.550515,-49.2737 
15,75,46.2227,0,46.05,0.2,-0.19,-0.01,15,1905.3,-0.00931232,-5.87096,8.15762,99.1831,0.0636736,-0.281808,500,2.36153,-0.0470205,-12.1789,-4.27824,0.310775,-5.00869,-180.787,14.7522,2340.97,1559.66,2.39306,-0.0154821,-12.1158,-4.2467,0.342314,0.111915,-173.762,15.2726,2348,-0.09789,1.18177,0.0118401,1775.08,-9.01718e-05,-0.000555853,5207.27,23.8397,116.564,69.3804,0.363685,7.80904,9.13052,98.9868,118.926,17.5772,-49.5454 
