cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
26,30,2.5,26,5345.82,-0.253766,13.9057,10.42,89.0639,0.931118,-1389.31,0.23913,-0.438217,0.716422,-0.503372,-0.825759,-2.39446,-39.2787,1685.25,14.8445,5059.92,46828.2,-0.190889,0.96375,-0.00871649,-0.578432,-2.14713,0.995556,1737.28,15.8647,5111.95,0.278598,0.984271,0.0056844,6235.8,1775.16,4333.72,38803.7,-0.0011688,0.206626,9.83664,9.0274,90.0715,73.5088,0.595587,10.2666,10.0004,88.6701,125.088,1.40138,-51.5797 
31,150,2.5,31,3611.54,-0.210771,9.94464,10.292,89.366,0.145967,-314.546,113.191,1.71268,0.337096,0.455822,1.19891,0.966189,-90.6859,886.628,8.23575,4004.08,4826.47,2.28371,0.908121,1.59787,1.76994,1.53721,0.802655,1006.76,10.5912,4124.21,0.217158,0.981923,0.00470837,4636.06,1056.95,1278.44,23397.4,-0.00103824,0.105007,9.2695,9.17941,90.0617,73.7432,0.458621,10.3132,10.0947,88.9921,125.733,1.06961,-51.9899 
32,105,2.5,32,4312.05,-0.0238231,10.9794,10.2921,89.2328,0.00429718,2.06453,500,0.821178,0.884696,2.80684,-0.451436,-0.0556974,-63.3723,1116.54,11.5573,4437.28,3678.84,1.22022,1.28373,3.60491,-0.0523979,0.343341,0.436715,1200.49,13.2033,4521.23,0.231792,0.981116,0.00535071,5179.17,1277.42,1784.93,28541.6,-0.00105003,0.121397,10.0851,9.44312,89.9488,73.9732,0.497016,10.594,10.2264,88.8806,125.944,1.06822,-51.9711 
33,60,2.5,33,4615.85,-0.0317384,11.97,10.0446,89.2282,0.0900452,-54.3457,7.28656,0.134183,0.975512,-1.54606,-1.50204,0.236879,-59.5007,1378.55,14.2186,4548.47,4073.3,0.508842,1.35017,-0.796737,-1.12738,0.611539,2.45807,1457.37,15.7641,4627.29,0.263569,0.981422,0.00623648,5529.39,1422.44,2915.35,31110.7,-0.00105711,0.167725,9.83472,8.94599,90.0662,72.6593,0.535328,10.2215,9.95248,88.744,124.384,1.32216,-51.7246 
34,45,2.5,34,5128.52,-0.0532482,12.5047,10.4934,89.3767,-0.0802648,93.0696,499.996,-0.638568,0.510174,1.75226,-1.12811,0.565082,-69.9954,1594.64,17.8529,4808.74,4514.74,-0.197825,0.950916,2.63374,-0.687371,1.00582,0.289194,1687.36,19.671,4901.46,0.281196,0.980007,0.00733865,6000.64,1540.65,3666.78,33341.5,-0.000934944,0.183579,10.3678,8.97991,90.197,73.4102,0.548081,10.3103,10.0771,88.9089,125.121,1.28806,-51.7107 
36,120,2.5,36,4332.67,-0.206294,10.9693,10.7123,89.4099,0.17278,-67.0299,490.847,-1.19771,1.24294,0.64491,-1.19063,-2.30029,-55.5017,1066.78,12.514,4481.86,4202.24,-0.848234,1.59242,1.34387,-0.841151,-1.95081,2.90916,1140.3,13.9557,4555.38,0.221459,0.979032,0.00561172,5149.03,1269.3,1743.38,28277.2,-0.000991917,0.12157,9.96715,9.17764,90.1744,73.1217,0.492324,10.7188,10.2034,89.0533,124.724,1.12106,-51.6025 
37,75,2.5,37,4502.39,-0.00600471,11.333,10.2125,89.4391,-0.000802129,13.653,1.10825e-12,-1.47486,1.21938,-0.646834,-2.31126,1.11957,-69.7643,1246.64,15.883,4510.26,3768.01,-1.03557,1.65866,0.23174,-1.87198,1.55886,0.572209,1339.06,17.6951,4602.67,0.248461,0.977397,0.00703222,5389.41,1319.83,2253.36,29134.3,-0.00092436,0.14012,10.0105,9.31531,90.4797,73.2579,0.512224,10.3056,10.0724,88.9979,124.564,1.48182,-51.3057 
40,15,2.5,40,5710.72,-0.0296066,14.4573,10.1274,89.7213,-0.0338045,-23.5625,500,-0.665269,1.34503,1.24701,1.41216,2.16695,-80.877,1913.03,19.0744,5147.99,4792.24,-0.156009,1.85429,2.26553,1.92142,2.67621,0.735379,2020.16,21.1751,5255.12,0.304027,0.981987,0.00736792,6644.67,1871.06,5851.18,39822.5,-0.0011439,0.244477,9.57914,9.1048,90.4617,72.8127,0.598412,10.4139,10.005,89.2889,124.137,1.17283,-51.3239 
44,90,2.5,44,4277.22,-0.0209782,11.2402,9.94654,89.425,-0.000782071,-19.0757,500,-0.722772,0.336763,-2.43019,-0.457597,-2.2141,-70.0406,1114.83,15.5014,4391.14,3639.97,-0.281745,0.77779,-1.54813,-0.0165702,-1.77308,0.455215,1207.62,17.3206,4483.92,0.234331,0.975515,0.00706546,5153.47,1300.49,1933.34,29042.5,-0.00101236,0.13138,9.97278,9.09544,90.4941,72.8101,0.516715,10.1434,10.0382,89.0667,123.996,1.42744,-51.1854 
45,1,2.5,45,6382.19,-0.186443,15.879,10.3802,89.459,0.16826,12.0916,3.01248e-06,-0.199708,-0.763822,-4.05055,-0.567762,-2.12741,-60.0994,2176.58,14.5219,5653.39,5431.93,0.178722,-0.385392,-3.29369,-0.189332,-1.74898,0.394394,2256.19,16.0829,5733.01,0.309015,0.987679,0.00514112,7301.24,2175.63,6611.94,46841.7,-0.00117062,0.248149,10.1955,9.40571,90.1756,73.4238,0.642053,10.4823,10.1666,89.0183,124.966,1.15731,-51.5422 
46,30,2.5,46,5530.41,-0.0219406,14.2724,9.93259,89.3863,0.0155838,13.7863,499.989,-1.01118,-0.903686,-0.572868,-2.51906,0.814097,-49.4175,1678.51,11.9368,5103.76,4621.81,-0.700014,-0.592517,0.04947,-2.20789,1.12527,1.02127,1743.97,13.2204,5169.23,0.277134,0.986908,0.00468912,6292.89,1846.99,4656.68,40418.4,-0.00113653,0.212736,9.88005,9.14633,90.4264,72.573,0.609934,10.2391,9.9515,88.9702,124.124,1.45625,-51.5508 
51,150,2.5,51,3796.29,-0.230949,10.3223,10.5258,89.5482,-0.164383,224.872,411.904,1.21076,1.15608,-0.886121,-0.830161,2.88039,-46.9034,850.887,10.4863,4237.87,4740.29,1.5061,1.45142,-0.295444,-0.534823,3.17573,1.05571,913.019,11.7046,4300,0.194383,0.978058,0.00498919,4697.02,1171.28,1197.05,26164.6,-0.00113762,0.0930862,10.0183,9.71428,90.4559,72.9982,0.47987,10.4668,10.1689,89.1638,124.2,1.2921,-51.2021 
52,105,2.5,52,3874.46,-0.204178,10.1382,10.585,89.3467,-0.103419,142.361,473.264,1.12539,1.41529,-0.328975,0.431888,-1.39928,-85.7768,1036.71,7.04067,4096.65,3972.68,1.6655,1.9554,0.751253,0.972002,-0.859162,0.832496,1150.33,9.26864,4210.28,0.236919,0.986096,0.00403889,4855.38,1105.78,1624.25,24195.3,-0.0010666,0.11527,10.4661,9.16365,90.2603,72.9793,0.459978,10.516,10.1687,89.0193,124.551,1.24093,-51.5718 
53,60,2.5,53,4915.74,-0.232091,12.6845,10.4929,89.5218,-0.118866,251.291,15.5645,-1.07583,0.278168,-0.999039,-1.41809,-1.29931,-55.461,1411.44,10.8866,4821.22,5305.11,-0.726603,0.627391,-0.300593,-1.06887,-0.950087,0.875724,1484.91,12.3272,4894.68,0.256362,0.98568,0.00461789,5792.23,1546.86,2932.74,34303,-0.0011147,0.162953,10.2001,9.16655,90.5582,73.0333,0.551223,10.356,10.2205,89.1477,124.676,1.41043,-51.6428 
54,45,2.5,54,5168.9,-0.0214681,13.226,10.1801,89.5659,0.0283475,-13.5297,500,-0.421588,2.29929,0.674857,-1.1017,-0.433536,-71.1288,1656.31,11.5293,4866.65,4395.55,0.0262912,2.74717,1.57062,-0.653818,0.0143434,0.576037,1750.54,13.3768,4960.87,0.286218,0.986804,0.00494262,6116.1,1659.03,4176.5,35919.6,-0.00117667,0.200164,10.1123,9.02212,90.5802,73.3453,0.568874,10.3791,10.0199,89.1792,124.665,1.40095,-51.32 
56,120,2.5,56,4356.83,-0.196043,10.9953,10.629,89.2913,0.404663,-214.923,1.11851,-1.51767,0.00826344,-2.30649,-2.16752,-0.592911,-89.0993,1083.46,13.1524,4462.22,6635.68,-0.956633,0.569298,-1.18442,-1.60649,-0.0318763,0.631034,1201.48,15.4667,4580.25,0.229637,0.977969,0.00618202,5232.1,1239.68,1732.17,27700.1,-0.00102006,0.116288,10.4107,9.91718,90.4577,72.7475,0.484698,10.5777,10.4528,88.9526,124.079,1.50511,-51.3318 
57,75,2.5,57,4782.58,-0.224279,12.4787,10.3632,89.408,0.121547,-64.113,21.5955,-0.339969,0.319849,1.39689,-0.0707419,-0.390255,-54.3505,1404.05,9.09351,4665.75,4463.43,0.00226116,0.66208,2.08135,0.271489,-0.0480248,0.299009,1476.04,10.5052,4737.74,0.261466,0.987698,0.00406797,5645.26,1445.54,3008.01,31705.4,-0.0011214,0.165843,9.78665,9.56387,90.1355,72.9044,0.527022,10.3814,10.3277,89.0653,124.303,1.07019,-51.3987 
60,15,2.5,60,5882.98,-0.00568012,14.9455,10.0155,89.9252,-0.0231234,12.7232,500,-1.11028,1.46085,1.99208,-1.6619,-2.21425,-37.0832,2004.15,14.0225,5249.76,4882.38,-0.876774,1.69435,2.45908,-1.4284,-1.98074,19.5624,2053.27,14.9857,5298.89,0.305715,0.987389,0.00518264,6716.29,1989.69,6409.71,42216.8,-0.00124625,0.253427,9.90878,9.02821,90.5058,72.3447,0.615711,10.3487,10.0969,89.6549,123.818,0.850957,-51.4728 
64,90,2.5,64,4269.72,-0.219087,11.1846,-10.5135,89.4861,-0.191608,199.895,414.955,-0.383447,2.57928,-2.39664,-1.74069,-1.63957,-48.975,1270.93,3.91705,4311.29,5074.77,-0.075065,2.88766,-1.77988,-1.43231,-1.33119,-0.02837,1335.8,5.18912,4376.17,0.257537,0.993248,0.00217955,5186.83,1255.05,2307.58,27278.8,-0.00106601,0.141461,10.4331,9.11538,90.5937,73.2161,0.493861,10.3708,10.0798,89.0762,124.465,1.51755,-51.2494 
65,1,2.5,65,6607.74,-0.223202,15.9961,10.5552,88.9818,-0.126491,182.108,499.981,0.665622,-0.0642987,-0.791377,-2.64295,-1.59778,-50.7237,2175.83,17.6738,5714.47,6246.22,0.985016,0.255095,-0.15259,-2.32356,-1.27838,0.939314,2243.02,18.9913,5781.66,0.305968,0.985399,0.00601445,7330.88,2274.52,7337.83,48103.6,-0.000974904,0.268318,9.94729,9.0323,90.0419,71.7006,0.65799,10.5098,9.9105,88.5734,123.134,1.46844,-51.4335 
66,30,2.5,66,5148.59,-0.225018,13.0956,10.4884,89.1121,0.0714933,220.248,166.344,2.36391,0.0368517,0.0314667,-1.05232,0.343563,-28.9748,1698.7,11.8268,4727.29,4983.87,2.54635,0.219298,0.39636,-0.869874,0.52601,0.859354,1737.08,12.5794,4765.67,0.292888,0.987486,0.00483887,5930.87,1554.97,4589.35,32861.8,-0.00105903,0.213785,9.71874,9.05773,90.1163,72.2739,0.540578,10.3911,10.138,88.7273,123.764,1.38902,-51.4902 
71,150,2.5,71,3643.05,-0.031715,9.46584,10.2723,89.2961,0.0129275,-28.5567,497.032,0.61147,1.41841,-3.94427,-0.517811,-0.799296,-51.0158,844.785,10.7825,3961.77,3177.36,0.932703,1.73965,-3.3018,-0.196578,-0.478063,-1.53187,912.364,12.1076,4029.35,0.204649,0.977304,0.00550478,4458.19,1009.42,1148.62,22246.3,-0.000934934,0.0933722,9.79493,9.5881,90.0201,73.3528,0.441269,10.39,10.265,88.9144,125.084,1.10571,-51.731 
72,105,2.5,72,3847.34,-0.201681,10.1493,10.4875,89.4777,-0.128394,293.443,494.354,-0.505697,-0.25985,0.418832,-0.53211,-1.1524,-85.4433,1096.65,11.916,3960.87,4691.5,0.0323164,0.278164,1.49486,0.00590411,-0.61439,-0.24899,1209.84,14.1353,4074.06,0.252312,0.979963,0.00635077,4795.01,1041.08,1794.69,22353.9,-0.000948245,0.124036,9.82229,9.43995,90.5564,72.6238,0.444542,10.2916,10.2717,88.9884,123.511,1.56803,-50.8874 
73,60,2.5,73,5201.53,-0.210519,12.9686,10.5531,89.586,-0.0613883,100.51,207.359,-0.752427,-0.502066,-1.30766,-0.952478,-2.43261,-54.273,1459.46,6.94046,4954.46,4656.05,-0.410684,-0.160324,-0.624174,-0.610735,-2.09086,0.839823,1531.35,8.35015,5026.35,0.257174,0.990548,0.00305091,5954.54,1602.68,3074.68,35644,-0.000934266,0.170752,9.82299,9.03319,90.6052,73.0144,0.558987,10.4878,10.1954,89.1952,124.617,1.40999,-51.6027 
74,45,2.5,74,4945.57,-0.243336,12.8638,10.4961,90.0049,-0.43285,416.347,388.366,-0.934426,-0.774287,-3.35238,0.947651,-0.120988,-6.25536,1500.6,13.6881,4715.27,10262,-0.895038,-0.734899,-3.2736,0.987039,-0.0815996,0.18121,1508.89,13.8506,4723.56,0.266323,0.98419,0.00537246,5665.62,1573.73,3635.9,34168.7,-0.00109433,0.187428,9.65153,9.27108,91.1145,72.8444,0.562381,10.2276,9.89776,89.5005,124.302,1.61399,-51.4579 
76,120,2.5,76,4089.34,-0.0400394,10.4595,10.2971,89.4374,0.0743523,-33.5774,8.23675e-13,-1.025,0.606852,-2.32035,-0.669646,-2.3837,-61.1864,936.74,9.81612,4298.84,3587.37,-0.639727,0.992126,-1.5498,-0.284371,-1.99842,0.554681,1017.79,11.4054,4379.89,0.208902,0.980767,0.004774,4872.1,1188.64,1519.63,26487.8,-0.000990444,0.112261,9.82695,9.34092,90.6315,72.3951,0.479965,10.4636,10.2865,89.0545,123.315,1.57701,-50.9202 
77,75,2.5,77,4377.57,-0.208334,11.0613,10.7323,89.8147,-0.256379,150.987,175.891,1.88418,-1.48667,1.95517,-0.113461,-0.683454,-92.6348,1311.26,11.7666,4302.22,5124.64,2.46747,-0.903368,3.12176,0.469836,-0.100157,0.382507,1433.98,14.1727,4424.93,0.269144,0.982998,0.0058655,5327.92,1240.59,2439.81,26877,-0.000947184,0.144325,10.3379,9.3824,90.8535,72.8788,0.492308,10.4294,9.92913,89.2371,123.843,1.61646,-50.9641 
80,15,2.5,80,5603.52,-0.0698847,14.003,10.2584,90.1782,-0.0572761,64.2556,500,-0.241627,0.133929,-1.05126,-0.0191554,-1.33959,-70.9739,1931.85,14.6876,4985.13,4796.04,0.205276,0.580833,-0.157455,0.427748,-0.892688,1.96176,2025.86,16.5311,5079.15,0.311887,0.985921,0.00595976,6495.52,1778.83,5456.79,37767.2,-0.00110014,0.226886,10.3208,9.06592,91.0316,72.3045,0.584602,10.3693,9.99761,89.7356,123.505,1.29602,-51.201 
84,90,2.5,84,4262.29,-0.00715735,10.927,10.1065,89.4922,-0.00295894,0.755305,500,0.802196,-1.97936,1.18078,-0.706093,-0.177089,-64.1245,1236.23,9.71814,4250.41,3595.05,1.20597,-1.57559,1.98833,-0.302318,0.226686,-0.288544,1321.17,11.3837,4335.36,0.257223,0.985145,0.00481369,5136.29,1202.43,2328.91,26143.2,-0.00101113,0.143898,9.89834,9.34549,90.5025,73.6157,0.480041,10.4111,10.2088,89.0774,124.66,1.4251,-51.0443 
85,1,2.5,85,6054.27,-0.277796,15.2747,10.6719,89.3176,0.0770929,221.789,490.548,-1.26733,-0.85868,0.905463,-1.84488,-0.346919,-41.0195,1971.37,12.0412,5559.7,5863.14,-1.00904,-0.600392,1.42204,-1.58659,-0.0886301,1.76346,2025.71,13.1066,5614.04,0.290797,0.988804,0.00428218,6966.06,2062.96,5722.12,44763.8,-0.00121964,0.237443,9.81644,9.16501,90.3235,73.1032,0.623999,10.619,10.1755,88.7248,124.727,1.59863,-51.6239 
86,30,2.5,86,5825.03,-0.26534,14.9135,10.5018,89.0825,0.169858,140.521,343.859,-0.375278,-0.337334,-0.778259,-0.185159,-0.0889254,-36.8084,1860.09,16.2172,5383.46,5875.46,-0.143505,-0.105561,-0.314713,0.0466143,0.142848,0.159235,1908.85,17.1733,5432.22,0.285363,0.9845,0.00578987,6689.2,1994.95,5321.86,43459.9,-0.00127677,0.224472,10.112,9.2813,90.3155,72.078,0.622294,10.4113,10.1243,88.6018,123.365,1.71371,-51.2871 
91,150,2.5,91,3994.86,-0.232018,10.8389,10.4333,89.5544,0.251956,-137.72,494.648,1.92841,0.320771,2.9286,-0.194861,-1.31181,-83.2809,913.055,8.62754,4312.68,4810.9,2.45281,0.845169,3.97739,0.329537,-0.787411,0.416591,1023.38,10.7907,4423,0.208189,0.981882,0.00447403,4915.61,1175.57,1426.11,26248.7,-0.0011066,0.105999,9.94466,9.38843,90.3654,73.098,0.470942,10.6037,10.4732,89.3033,124.596,1.06207,-51.4981 
92,105,2.5,92,4423.78,-0.0358659,11.5767,10,89.587,0.0930104,-63.2526,6.49096e-07,1.13919,-0.419092,-0.0756875,-1.0954,1.17819,-59.3351,1112.33,6.38056,4567.06,3960.12,1.51281,-0.0454746,0.671547,-0.721783,1.5518,0.773806,1190.93,7.92173,4645.66,0.225592,0.988493,0.0031313,5279.11,1373,1988.53,30763.9,-0.00105754,0.127598,10.1478,9.52195,90.4076,72.762,0.529049,10.2851,10.0227,89.2553,124.398,1.15237,-51.6357 
93,60,2.5,93,5108.77,-0.193406,12.5133,10.6209,89.25,0.0517084,-166.805,499.972,0.301691,-2.38285,-0.601414,0.741473,-0.341235,-61.0482,1463.47,10.7352,4840.47,4607.21,0.686095,-1.99845,0.167394,1.12588,0.0431692,-5.94885,1544.34,12.3209,4921.34,0.262861,0.986231,0.00459064,5875.12,1513.89,2893.96,33602.7,-0.000887952,0.157148,10.5263,9.4146,89.9741,71.9889,0.545864,10.4129,10.1439,88.9317,123.372,1.0424,-51.3835 
94,45,2.5,94,5314.76,-0.239531,13.5739,10.506,89.3922,-0.111254,11.0726,199.953,1.30031,1.31944,0.717177,-1.95222,1.56015,-25.8922,1660.2,12.2723,4960.44,4682.46,1.46334,1.48247,1.04325,-1.78918,1.72319,0.734073,1694.5,12.9448,4994.74,0.278249,0.986808,0.00475148,6089.87,1674.88,4154.43,36481.3,-0.00114388,0.197315,9.92451,9.39893,90.2511,73.1944,0.566454,10.5267,10.1315,89.0554,124.509,1.1957,-51.3143 
96,120,2.5,96,3955.9,-0.199774,10.1329,10.7159,89.7619,0.702139,-140.541,382.777,0.734013,1.54408,1.15681,0.897139,-1.8095,-92.4932,1008.06,13.5525,4174.44,6747.07,1.31642,2.12648,2.32162,1.47954,-1.22709,0.614155,1130.59,15.9549,4296.97,0.230172,0.975899,0.0067934,4911.92,1098.95,1436.34,24228.2,-0.000923793,0.103898,10.1877,9.66771,90.9071,73.2326,0.459346,10.4733,10.2474,89.3182,124.783,1.58888,-51.5504 
97,75,2.5,97,4609.8,-0.00580971,11.4527,10.3555,89.5494,-0.0114536,2.33847,499.999,0.208721,-2.61005,-0.886956,-0.573938,-0.0189827,-56.4084,1282.69,12.4098,4503.85,3861.61,0.563909,-2.25486,-0.176579,-0.21875,0.336206,0.899102,1357.41,13.8749,4578.57,0.252,0.982427,0.00555134,5386.56,1331.97,2250.76,29401.7,-0.00090057,0.132832,10.6636,9.80505,90.6054,73.369,0.515191,10.2641,10.0945,89.1571,124.624,1.44833,-51.2546 
