cyc,freq,VVA,pulsetime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
95,42.888,5,0.01,0.78,95,13792.8,-0.0483181,24.9667,12.2195,90.6481,-0.00334553,-53.3755,384.088,-0.726724,1.65801,0.539947,4.64047,3.80823,67.9174,7068.83,17.2408,6956.06,9937.16,-1.15438,1.23035,-0.315369,4.21281,3.38057,1.04288,6978.87,15.4767,6866.1,0.535969,0.996134,0.00413508,13021,4640.43,59821.9,56846.3,0.000172119,0.663608,11.8575,10.5999,91.3109,70.3832,0.632947,11.6177,11.364,90.0316,121.273,1.27935,-50.8894 
97,43.098,5,0.01,0.78,97,13571.3,-0.0369819,24.7922,12.0595,90.8162,-0.00479253,49.0467,47.4294,-1.88582,0.225563,0.214147,0.0710172,1.16462,87.4516,6902.07,14.4569,6947.04,9740.53,-2.43648,-0.325096,-0.887172,-0.479642,0.61396,0.747563,6786.23,12.1854,6831.2,0.53027,0.996868,0.00327517,12797.7,4631.19,59063.7,57732,0.000111154,0.672814,11.6237,10.3876,91.7317,69.6834,0.641729,11.6704,11.1827,90.1345,120.5,1.5972,-50.8169 
104,43.368,5,0.01,0.78,104,13401.9,-0.0258726,24.2522,12.1584,90.8256,-0.00329667,-10.6164,500,-0.142793,0.968668,1.23608,4.71671,-0.209425,95.8718,6817.22,20.4371,6744.14,9600.06,-0.746472,0.364988,0.0287245,4.11304,-0.813104,0.990254,6690.22,17.9469,6617.14,0.534649,0.995327,0.00497129,12513.3,4515.73,58280.5,55368.6,0.000260007,0.674269,11.6836,10.1562,91.6625,69.3432,0.634135,11.603,11.0249,90.2254,120.175,1.43711,-50.8314 
107,43.158,5,0.01,0.78,107,13258.1,-0.0215354,23.8996,12.1521,90.8764,0.0360777,-45.1767,0.0447225,-1.26929,1.42662,2.10297,-0.0770387,0.169632,76.0845,6539.16,22.323,6867.09,9507.48,-1.74837,0.947534,1.1448,-0.556123,-0.309452,3.19476,6438.37,20.3468,6766.3,0.519529,0.9945,0.00550885,12392.7,4442.81,53847.5,57713.1,0.000322051,0.650128,11.6719,10.0824,91.6915,70.3794,0.652922,11.4898,10.9463,90.1454,121.361,1.54618,-50.9821 
108,42,0,0.01,0.78,108,13067.5,-0.00384222,23.7618,12.0786,90.7347,-0.00326424,7.64936,6.91139e-11,-2.79713,0.907275,-0.542403,2.85379,0.457956,112.616,6659.39,15.2477,6604.6,9343.92,-3.50624,0.198161,-1.96063,2.14468,-0.251157,0.419106,6510.21,12.3226,6455.42,0.534018,0.996699,0.00350404,12191,4385.93,55655.5,54404.8,0.000168964,0.655413,11.7885,10.1779,91.4376,70.0548,0.635001,11.428,10.953,90.1459,120.89,1.29165,-50.8352 
110,43.548,5,0.01,0.78,110,12574,-0.0414138,22.4863,12.3552,90.3699,-0.0127516,39.4206,57.7233,0.477362,-0.482973,2.60271,2.19137,0.649681,108.585,6361.81,16.7526,6380.62,9060.38,-0.206371,-1.16671,1.23525,1.50763,-0.0340517,0.0752423,6217.97,13.9322,6236.78,0.531163,0.996094,0.00409817,11706.3,3917.9,49527,48602.8,0.000319565,0.61839,11.7504,10.1708,91.0985,69.4271,0.589086,11.678,11.1008,89.8352,119.905,1.26327,-50.4776 
112,43.608,5,0.01,0.78,112,13133.1,-0.0342264,23.3289,12.3946,91.0355,0.0366429,22.111,164.643,-1.09563,-0.439325,-2.16807,-0.36001,-2.01768,105.912,6590.65,13.4839,6704.4,9439.22,-1.76253,-1.10622,-3.50187,-1.02691,-2.68458,0.652665,6450.36,10.7329,6564.1,0.52756,0.997097,0.00300297,12226.8,4134.04,51752.5,52215,0.000315809,0.620321,11.918,10.4203,91.8873,70.7946,0.605002,11.7067,11.3139,90.3331,121.881,1.55424,-51.0865 
113,43.188,5,0.01,0.78,113,11575.5,-0.0193527,20.4542,12.4,90.7599,0.00300437,-47.6468,110.896,0.363065,0.442773,1.93853,1.88016,1.47277,45.1558,5637.77,14.3436,6064.24,8261.22,0.0787309,0.158439,1.36986,1.59583,1.18843,0.688051,5577.95,13.1707,6004.43,0.513536,0.995885,0.0040244,10861.8,3286.29,38071.5,43708.9,0.000433617,0.540238,11.9717,9.99821,91.4664,69.9482,0.561408,11.5471,11.1076,90.057,120.611,1.40937,-50.6627 
114,43.068,5,0.01,0.78,114,12892.1,-0.00133852,22.7812,12.4326,90.8166,0.00202984,-3.33847,1.21886e-10,0.629282,1.01436,0.346503,1.02693,3.96372,112.169,6552.92,17.3592,6414.25,9220.29,-0.0770177,0.308061,-1.0661,0.320635,3.25742,1.38866,6404.33,14.4457,6265.66,0.537361,0.996068,0.00422907,11918.1,4060.26,53221.6,48617.5,0.000375207,0.639268,11.8495,10.1412,91.6893,69.1583,0.586532,11.7303,11.1456,90.1127,119.81,1.57662,-50.6515 
115,43.488,5,0.01,0.78,115,12902.8,-0.0274075,23.0027,12.3193,90.4607,0.0207679,7.97202,326.413,-1.36925,0.296639,-0.903658,-0.454249,-1.22124,38.5912,6377.38,18.0226,6684.19,9230.25,-1.61225,0.0536405,-1.38966,-0.697247,-1.46424,0.728038,6326.26,17.0203,6633.07,0.520108,0.995314,0.00470456,12163.4,4089.11,48939,53521.5,0.000364581,0.60627,11.9377,10.2725,91.2506,70.2781,0.626011,11.5792,10.9559,89.935,121.239,1.31556,-50.9605 
117,43.578,5,0.01,0.78,117,13458,-0.036642,24.0837,12.3105,90.8357,0.0350067,8.79983,130.051,-2.10381,-1.50433,-0.000172635,1.79996,1.25561,98.3391,6877.14,10.9196,6801.87,9661.56,-2.72303,-2.12354,-1.2386,1.18074,0.636393,0.709796,6746.87,8.36536,6671.6,0.534707,0.997835,0.00230445,12617.9,4439.5,57049.8,54716.1,0.000272258,0.656943,11.9248,10.2416,91.6175,69.6272,0.624529,11.5868,11.2543,90.1808,120.558,1.43668,-50.9312 
119,43.218,5,0.01,0.78,119,13107.8,-0.0387992,23.754,12.1714,91.0373,0.102586,-6.66819,287.341,-0.473878,-1.08941,0.30145,-1.5378,1.42841,83.8737,6219.04,15.6084,7128.04,9434.12,-1.00201,-1.61754,-0.754811,-2.06593,0.900278,0.833742,6107.93,13.4299,7016.94,0.497274,0.996167,0.00351325,12282.8,4265.57,47144.1,60206.4,0.000182669,0.597465,11.8884,10.2715,92.034,69.4999,0.655821,11.5376,11.2989,90.3102,120.183,1.72379,-50.6831 
122,43.638,5,0.01,0.78,122,12267.3,-0.059824,21.73,12.5747,90.7447,0.136744,92.8627,205.253,-0.561784,-0.381518,-2.94769,1.01043,1.40766,129.175,6102.9,9.19683,6314.19,9308.54,-1.37517,-1.1949,-4.57446,0.197043,0.594273,0.279977,5931.78,5.84162,6143.07,0.523192,0.99828,0.00174865,11337.7,3660.55,44862,46658.6,0.000320629,0.578973,11.9137,10.3488,91.5645,70.0519,0.574769,11.6611,11.2075,90.0596,120.926,1.50487,-50.8744 
123,43.038,5,0.01,0.78,123,13131.6,-0.0400878,23.5948,12.2817,90.8139,0.0449362,25.1388,0.123319,0.681078,0.524194,1.75267,2.15779,0.0319541,93.0359,6777.93,16.8595,6531.68,9470.19,0.095255,-0.061629,0.581022,1.57197,-0.553868,0.644144,6654.69,14.443,6408.44,0.541291,0.996216,0.00413448,12294.1,4244.61,55762.2,50804.8,0.000295013,0.646919,11.9204,10.3381,91.6437,70.2061,0.607373,11.4234,11.1952,90.148,121.124,1.49569,-50.9175 
126,43.338,5,0.01,0.78,126,12406,-0.0256857,22.5264,-12.092,90.5954,-0.0134898,17.8344,30.046,-0.921805,-0.596695,-1.09692,0.502864,-1.3488,63.9953,6429.91,19.4042,6226.76,8875.04,-1.32477,-0.999656,-1.90285,0.0999027,-1.75176,0.676339,6345.13,17.742,6141.99,0.540008,0.995131,0.00529302,11750.1,3957.44,51837.5,47346.5,0.000199852,0.633394,11.705,10.2058,91.4793,70.0157,0.592718,11.4119,10.9374,89.8205,120.847,1.65881,-50.8317 
127,43.308,5,0.01,0.78,127,12277.1,-0.0448134,22.1632,12.2618,90.9436,0.0447828,-46.2203,212.122,-0.419309,0.745528,-1.02245,3.17182,0.752505,125.377,6254.15,20.2253,6232.53,8914.06,-1.20877,-0.0439346,-2.60138,2.38236,-0.0369579,-0.724267,6088.06,16.9688,6066.44,0.532801,0.995146,0.00512625,11426.5,3765.32,47805.8,46440.5,0.000232615,0.601858,11.768,10.3552,91.7798,70.1023,0.57909,11.5589,11.1048,90.3508,121.07,1.42902,-50.9677 
132,42.978,5,0.01,0.78,132,12561.2,-0.0268862,22.1771,12.4406,90.9148,-0.037297,44.1984,21.8773,-1.77603,-0.116246,2.51817,0.842147,-0.201988,74.2101,6077.29,13.4477,6596.09,9035.01,-2.24332,-0.583527,1.5836,0.374866,-0.669269,2.02989,5978.99,11.5201,6497.79,0.511154,0.996639,0.0032553,11697,3817.6,44470.9,51085.3,0.000391332,0.579288,11.7711,10.364,91.6888,70.2174,0.602324,11.6567,11.1927,90.3108,121.036,1.37797,-50.8189 
135,43.458,5,0.01,0.78,135,12222.9,-0.0250459,21.8915,12.2577,90.7731,0.0209367,-26.0305,384.492,0.742133,1.18384,0.105386,1.68346,2.47238,102.84,6237.78,15.2431,6142.18,8753.07,0.0945744,0.536282,-1.18973,1.03591,1.82482,1.51686,6101.55,12.572,6005.95,0.535845,0.996407,0.00384118,11386.8,3743.17,48330.3,45369.6,0.000319564,0.612718,11.647,10.1965,91.5329,69.9558,0.573858,11.5023,11.0902,90.2058,120.574,1.32704,-50.6179 
136,42,0,0.01,0.78,136,12479.6,-0.0249365,22.7879,12.0197,90.6399,0.0326947,-124.03,4.46035,-3.18281,-0.352803,1.91283,0.569127,2.12194,95.5748,6282.41,14.953,6431.62,9048.45,-3.78462,-0.954612,0.709217,-0.0326822,1.52014,1.27894,6155.81,12.4706,6305.02,0.525948,0.996467,0.00363023,11704.2,4027.84,50006.7,50904.3,0.000301165,0.631699,11.5292,10.0036,91.5197,69.8088,0.617127,11.3155,10.9519,89.9792,120.583,1.54051,-50.7743 
138,43.398,5,0.01,0.78,138,13114.9,-0.028729,23.5041,12.2589,90.6231,0.014051,12.1271,184.601,-3.21621,-1.58374,-1.46639,-1.57103,-1.27826,78.9776,6588.7,19.4555,6748.28,9385.26,-3.71351,-2.08104,-2.461,-2.06833,-1.77556,0.796602,6484.08,17.4041,6643.66,0.525857,0.995325,0.00480251,12330.5,4260.38,53002.3,54187.3,0.000321669,0.638251,11.8333,10.1488,91.5591,70.0282,0.627636,11.4241,11.1888,89.9757,120.774,1.58339,-50.7458 
139,43.248,5,0.01,0.78,139,11273.5,-0.0282361,19.7388,12.5681,90.4955,0.00296667,27.7109,290.97,-3.17736,-0.5776,-2.30158,-1.67976,-2.21427,78.1382,5406.96,17.2784,6017.3,8078.48,-3.66937,-1.06962,-3.28561,-2.17178,-2.70628,0.745354,5303.45,15.2489,5913.79,0.504726,0.994993,0.00472746,10507.6,3127.48,35010.6,42571.2,0.00033167,0.512938,11.9719,10.1956,91.3915,69.8949,0.551238,11.7203,11.0793,89.9293,120.926,1.46223,-51.0311 
140,43.008,5,0.01,0.78,140,13944.9,-0.0380323,25.5541,12.0222,90.7637,-0.0910982,103.969,467.389,1.67102,-1.46052,-0.406137,1.21008,-1.63081,69.7237,6936.79,19.2997,7261.55,10309.2,1.23198,-1.89955,-1.2842,0.771049,-2.06984,0.60493,6844.43,17.4887,7169.19,0.520358,0.995548,0.00447356,13153.3,4823.95,58625.2,63183.5,0.000190623,0.666626,11.7582,10.3857,91.6175,70.2034,0.674058,11.5114,11.239,90.1849,121.353,1.43259,-51.1492 
143,43.278,5,0.01,0.78,143,12667.7,-0.0366464,23.1053,12.0888,90.6638,-0.00202245,14.8709,177.674,-1.46144,0.924887,-1.83832,-1.57975,-1.37161,112.488,6389.93,12.4489,6511.25,9093.66,-2.16975,0.216581,-3.25493,-2.28805,-2.07992,0.660098,6240.92,9.52712,6362.24,0.527118,0.997336,0.00275087,11839.7,4078.59,50631.9,51816.9,0.000200143,0.626145,11.684,10.227,91.4974,69.7068,0.616958,11.4031,11.0913,90.0239,120.515,1.47348,-50.8086 
144,43.128,5,0.01,0.78,144,12459,-0.0340029,22.792,-12.043,90.7449,0.00562794,-38.5431,19.7196,-2.12477,0.161968,0.354448,0.0721672,0.34326,111.471,6301.43,14.9762,6394.69,8942.46,-2.82667,-0.539937,-1.04936,-0.629738,-0.358645,0.80583,6153.77,12.0808,6247.03,0.528168,0.996576,0.00354971,11651.2,4040.82,50317.7,50945.5,0.000222963,0.631829,11.6134,10.0113,91.6588,69.7639,0.61772,11.2971,10.9708,90.0229,120.528,1.6359,-50.7643 
145,42.948,5,0.01,0.78,145,12186.3,-0.0303129,21.7305,12.3395,90.8786,0.0278587,-40.5257,98.4847,-1.41904,-2.61601,-1.33431,0.828648,0.923635,53.7124,6163.8,18.5232,6200.98,8765.69,-1.75726,-2.95422,-2.01074,0.490435,0.585422,0.643887,6092.64,17.128,6129.82,0.5304,0.995104,0.00512088,11486.9,3648.05,46159.2,44877.4,0.000348171,0.591789,11.7923,10.2888,91.7334,69.8626,0.565841,11.5667,11.2113,90.1198,120.77,1.61354,-50.9075 
148,42.858,5,0.01,0.78,148,12696.2,-0.035329,22.909,12.2129,90.7552,0.000611933,61.3733,243.227,-0.273027,0.808637,0.550367,0.698672,0.881321,66.5164,6310.73,17.5088,6577.05,9109.2,-0.691863,0.389801,-0.287306,0.279836,0.462485,2.87839,6222.62,15.7811,6488.94,0.521468,0.995581,0.00446003,11932.9,4038.16,48984.8,52224.1,0.000325879,0.612566,11.8054,10.192,91.4912,69.7026,0.620388,11.3477,11.0781,90.0205,120.365,1.47068,-50.6621 
149,43.518,5,0.01,0.78,149,13649.8,-0.0278389,24.3981,12.2817,90.6345,-0.02608,30.3004,473.066,-2.25559,0.32944,0.861056,-0.833138,0.793248,66.3999,6576.88,14.631,7214.83,9780.35,-2.6737,-0.0886625,0.0248505,-1.25124,0.375145,1.00688,6488.92,12.9063,7126.87,0.508513,0.996531,0.00332485,12760.6,4530.81,52730.5,61286.8,0.000297371,0.63293,11.7718,10.3437,91.3993,70.8729,0.657908,11.6604,11.2954,90.003,122.083,1.39637,-51.2101 
150,42.918,5,0.01,0.78,150,12997.9,-0.0170805,22.7035,12.521,90.9861,0.0193869,-11.0724,20.3664,-1.58389,-2.376,-1.4467,0.324238,0.544615,75.4838,6524.22,22.4764,6548.49,9260.96,-2.05919,-2.8513,-2.39731,-0.151063,0.0693132,0.675581,6424.23,20.5158,6448.5,0.530976,0.994442,0.00582648,12098.9,4062.47,52029.9,49848.8,0.000460121,0.630437,11.8634,10.1712,91.7879,69.6872,0.594145,11.7,11.1794,90.3154,120.452,1.47244,-50.7649 
152,43.428,5,0.01,0.78,152,12389.5,-0.0222502,22.2846,-12.1897,90.6996,0.0141316,-25.5183,0.0170786,-1.46128,-1.30588,-1.60918,-0.0570617,0.932042,70.8511,6138.76,19.3526,6447.87,8854.59,-1.90741,-1.75201,-2.50144,-0.503192,0.485911,0.595115,6044.91,17.5123,6354.02,0.519481,0.994956,0.00505139,11636.4,3909.98,47086.5,50883.8,0.000340399,0.60728,11.7073,10.0609,91.5373,69.5522,0.618627,11.3547,10.8527,90.0298,120.229,1.5074,-50.6768 
153,42.888,5,0.01,0.78,153,13039.6,-0.0206906,23.4392,12.1841,90.7784,0.0660943,9.82284,26.5762,-1.57712,-1.03936,-0.816873,-1.17961,-0.841861,21.239,6583.82,21.7452,6619.53,9317.94,-1.71085,-1.17309,-1.08435,-1.31334,-0.975598,0.826705,6555.69,21.1935,6591.4,0.530562,0.994374,0.0058881,12356.1,4307.42,54412.5,53843.1,0.000325378,0.655457,11.6185,10.0705,91.5925,69.5813,0.630801,11.4979,10.9222,90.1517,120.447,1.44079,-50.8659 
155,43.098,5,0.01,0.78,155,12140.1,-0.0122286,21.8168,12.1506,90.9072,0.0144766,23.2544,3.31491,-0.994892,-1.63949,2.00706,-2.82025,-0.855353,66.8206,6093.55,15.1648,6180.63,8640.45,-1.41564,-2.06024,1.16556,-3.241,-1.2761,1.17072,6005.04,13.4292,6092.11,0.528329,0.996102,0.00404425,11366.1,3701.5,45837.6,46786.1,0.000310235,0.592589,11.7409,10.2406,91.485,70.2329,0.587115,11.5514,10.8842,90.2976,121.257,1.18741,-51.0238 
162,43.368,5,0.01,0.78,162,13418.8,-0.0315852,24.298,12.162,90.6922,-0.0133816,-24.1563,500,-1.52402,-2.99722,-3.32731,-0.0306284,-1.11858,62.0614,6840.78,17.4153,6806.85,9630.44,-1.91481,-3.388,-4.10888,-0.421412,-1.50936,0.637744,6758.57,15.8033,6724.64,0.533168,0.995925,0.0043104,12676.3,4459.94,57014.6,55448.9,0.00022005,0.656349,11.886,10.311,91.32,69.7551,0.633307,11.4317,11.2401,90.1363,120.695,1.18374,-50.94 
165,43.158,5,0.01,0.78,165,13151.8,-0.0265064,23.4382,12.3168,90.6943,0.0362115,-16.745,341.028,-3.34417,-2.86084,-0.485657,2.24819,0.332022,35.3451,6596.4,15.4003,6688.71,9417.32,-3.56673,-3.0834,-0.930774,2.02563,0.109463,0.829084,6549.58,14.4822,6641.89,0.528429,0.996145,0.00400052,12394.4,4289.82,53821,54103.8,0.000280657,0.64107,11.8603,10.2163,91.4078,70.2059,0.627097,11.6256,10.9926,90.006,121.124,1.40184,-50.9182 
166,42,0,0.01,0.78,166,12698,-0.0279592,22.4602,12.4215,90.7859,-0.00506727,23.3774,227.195,-1.84045,0.700494,0.204072,2.54188,0.451891,53.672,6307.73,12.6243,6574.74,9085.88,-2.1784,0.362536,-0.471845,2.20392,0.113932,16.655,6236.64,11.2302,6503.64,0.521465,0.996859,0.00317079,11959.8,3900.71,47914.7,49998.4,0.000332972,0.597987,11.9912,10.3165,91.5204,69.8043,0.596969,11.5656,11.2473,90.2142,120.502,1.30626,-50.6981 
168,43.548,5,0.01,0.78,168,12137.5,-0.00718867,21.3591,12.3816,90.7695,0.000261524,-4.28085,61.9236,0.14294,0.59913,1.02339,1.20148,2.32233,77.9832,6007.04,18.6391,6257.79,8609.11,-0.348099,0.108091,0.0413147,0.710437,1.83129,0.982367,5903.74,16.6136,6154.49,0.521546,0.995099,0.00494803,11319.7,3631.97,43875,46937.2,0.000384757,0.575415,11.877,10.2696,91.4721,70.2303,0.586551,11.4677,10.9952,90.21,121.113,1.26211,-50.8826 
170,43.608,5,0.01,0.78,170,13193.7,-0.0305482,23.862,12.1554,90.8478,0.0156344,28.9137,66.4569,-3.37518,-1.61322,-0.385072,0.19554,-2.26439,74.5776,6497.79,25.014,6888.26,9456.86,-3.84477,-2.08282,-1.32426,-0.274055,-2.73398,0.870928,6399,23.0769,6789.47,0.517144,0.993729,0.00622221,12373.7,4426.88,53170.7,58219.8,0.000268716,0.648096,11.6832,10.0073,91.6633,70.4406,0.653526,11.5147,10.9899,90.1192,121.483,1.54411,-51.0423 
171,43.188,5,0.01,0.78,171,14014,-0.0517135,25.1778,12.3231,90.6806,0.0453828,-21.3461,115.328,-1.87051,-2.56256,-0.151802,-1.62305,-2.57564,51.081,6917.08,20.0653,7389.46,10131.8,-2.19215,-2.8842,-0.795088,-1.94469,-2.89729,0.925786,6849.42,18.7385,7321.8,0.51528,0.995235,0.00469233,13292.6,4886.98,57435.3,65758.5,0.00015325,0.657559,11.9944,10.2463,91.5543,70.9879,0.687399,11.6647,11.1115,90.0437,122.255,1.51056,-51.2667 
172,43.068,5,0.01,0.78,172,12065.2,-0.0402107,21.9255,12.1609,90.6238,-0.00628542,-32.5074,495.217,-3.22165,-0.18014,-1.4303,-3.22093,-0.327671,113.178,6152.31,18.9143,6184.49,8686.47,-3.9343,-0.89279,-2.8556,-3.93358,-1.04032,0.774379,6002.38,15.9747,6034.57,0.530583,0.995364,0.00485274,11312.8,3707.92,47406.7,45139.5,0.000213768,0.61328,11.4474,10.175,91.407,70.0389,0.566471,11.7348,11.1124,89.9299,120.89,1.4771,-50.8515 
173,43.488,5,0.01,0.78,173,13097.1,-0.0331655,23.4903,12.271,90.6501,0.000850437,26.8493,389.608,-2.83826,0.418816,0.240493,0.278563,0.482827,54.938,6500.96,16.411,6796.35,9384.26,-3.18419,0.0728857,-0.451367,-0.0673669,0.136897,0.870785,6428.19,14.9841,6723.57,0.520715,0.995937,0.00408851,12344.9,4243.94,52103.7,54564.8,0.00027363,0.63623,11.6241,10.2319,91.261,70.1932,0.621661,11.7219,11.1926,90.1222,121.199,1.13882,-51.0055 
175,43.578,5,0.01,0.78,175,13576.6,-0.0452149,24.5151,12.2269,90.7908,0.044021,-4.92602,0.0734702,-0.198001,-0.886018,0.339591,-2.68811,-0.192658,98.6471,6790.42,14.1773,7034.98,9764.71,-0.819155,-1.50717,-0.902717,-3.30927,-0.813812,0.877217,6659.74,11.615,6904.31,0.522926,0.996957,0.00308938,12735.5,4563.68,56177.6,58696.2,0.000244169,0.65495,11.7747,10.2842,91.591,69.9763,0.648794,11.4609,11.3171,90.2884,120.891,1.30258,-50.9145 
177,43.218,5,0.01,0.78,177,12308.1,-0.02593,22.2918,-12.1251,90.7612,0.00678254,34.2355,182.924,-1.63068,1.46153,0.604241,0.661844,0.172049,47.7968,5789.65,27.1031,6674.62,8806.45,-1.93164,1.16056,0.00231396,0.36088,-0.128914,1.00431,5726.34,25.8616,6611.3,0.496032,0.992159,0.00715426,11544.3,3779.42,41868.8,52736.1,0.000226423,0.568726,11.6679,10.2212,91.6565,70.0538,0.609944,11.6148,11.335,90.1604,121.001,1.49613,-50.9475 
180,43.638,5,0.01,0.78,180,10874.4,-0.00745199,19.4921,12.1616,90.5552,0.00372194,-1.3921,350.881,-1.48896,-1.44128,2.73399,0.288617,0.954157,92.575,5488.94,13.2805,5546.52,7717.06,-2.07188,-2.0242,1.56815,-0.294303,0.371237,1.6398,5366.3,10.876,5423.89,0.529256,0.996466,0.0036802,10139.3,2973.28,37229.3,36510.9,0.000386378,0.538775,11.5846,10.1758,91.3714,70.0005,0.51722,11.27,11.1736,89.9107,120.664,1.46074,-50.6633 
181,43.038,5,0.01,0.78,181,14399.5,-0.0507354,25.9636,12.2685,90.7851,0.455112,175.923,42.6715,-1.89754,0.79072,1.92608,-1.07795,4.86957,59.532,6918.87,20.7886,7768.07,12975.7,-2.2724,0.415863,1.17636,-1.45281,4.49472,0.501907,6840.01,19.2423,7689.21,0.502701,0.995101,0.00458873,13606.5,5059.1,57524.4,70148.4,0.000148045,0.654683,11.8046,10.5091,91.6745,70.4841,0.699968,11.7522,11.3635,90.0611,121.669,1.61338,-51.1849 
