cyc,sweep,VVA,ODT1,ODT2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
46,45.9,3,0.2,4,46,11724.3,0.0145166,17.67,13.402,96.5579,0.00920709,5.8825,495.535,1.59749,-0.376896,2.06316,-0.358467,0.249337,-175.211,1076.62,26.3904,9501.47,7710.77,2.70075,0.726363,4.26968,0.744792,1.3526,0.56406,1322.37,44.5942,9747.23,0.133574,0.944274,0.00835731,9899.93,3740.91,2152.35,89097.7,0.00160674,0.104881,11.791,9.7731,97.0464,70.2134,0.728871,12.775,12.0683,96.3006,121.291,0.745829,-51.0773 
47,45.9,0,0.2,4,47,11169.5,0.207737,17.2663,12.6871,96.7004,0.0414856,-58.5921,301.286,3.81521,1.92341,1.88885,2.61674,2.3483,-132.378,-26.634,27.66,10062.7,7210.26,4.64876,2.75696,3.55595,3.45029,3.18185,0.797886,159.039,41.4136,10248.4,0.017329,0.686956,0.0073889,9177.65,4496.17,743.103,109965,0.00143742,0.00846074,9.02783,4.64324,94.7148,67.8581,0.850489,12.2139,11.4874,96.3828,120.989,-1.66799,-53.1313 
48,46.05,3,0.2,4,48,12089.7,0.188649,18.2883,13.1895,96.858,0.0990795,-219.892,435.58,-0.359913,4.90538,3.32465,-2.7894,-0.350421,-176.53,1267.28,46.337,9763.43,8561.53,0.751652,6.01695,5.54778,-1.67783,0.761144,0.51334,1514.88,64.6778,10011,0.146725,0.930478,0.0117612,10324.6,3888.67,2716.45,92159.6,0.00137133,0.119876,12.3114,9.95673,97.4407,69.5244,0.725355,12.9764,12.4365,96.4808,120.033,0.959882,-50.5088 
49,46.05,0,0.2,4,49,11551.5,0.215805,18.2904,12.3343,97.009,-0.161407,342.471,500,0.666283,1.20807,-0.227209,0.0788839,-0.220961,-142.221,-104.096,23.1332,10398,9143.49,1.56181,2.1036,1.56385,0.974412,0.674567,0.772638,95.3827,37.9094,10597.4,0.0101243,0.589786,0.00654649,9421.12,4825.45,770.509,118425,0.00153548,0.0167316,-2.88595,5.51796,91.6455,65.2599,0.889145,12.024,11.4981,96.6994,120.329,-5.05391,-55.0686 
50,45.9,3,0.2,4,50,11803.6,0.181742,17.7801,13.261,96.8629,-0.0655288,-48.1616,424.298,0.499265,0.65519,3.61204,0.912436,-0.322539,-201.73,1075.44,33.5161,9630.22,7778.21,1.7695,1.92543,6.15252,2.18267,0.947699,0.52592,1358.38,54.475,9913.17,0.134734,0.934422,0.0100213,10082,3890.81,2312.51,92610.8,0.00140122,0.114213,11.4661,9.49505,96.6999,68.2482,0.737749,13.0635,11.9796,96.592,118.876,0.107856,-50.6281 
51,45.9,0,0.2,4,51,11054.6,0.013013,17.1718,12.7767,96.657,-0.0009856,-2.77471,1.85566e-12,1.71058,-0.0516874,4.41289,-0.653961,-3.32061,-170.178,-87.1086,20.6155,9894.42,7142.24,2.78215,1.01988,6.55602,0.417605,-2.24905,0.23111,151.583,38.2963,10133.1,0.0167149,0.693421,0.00691378,9068.72,4366.48,721.794,106426,0.00633835,-0.00807487,275.932,91.66,135,40,0.837197,12.2716,11.3399,96.3171,119.638,38.6828,-79.638 
52,46.05,3,0.2,4,52,12264.9,0.0161468,18.5705,13.3541,96.7688,-0.0297128,22.5731,7.28216,1.68428,2.24566,-0.299094,2.06742,-1.63921,-180.398,1186.54,30.1063,9987,8094.84,2.8202,3.38158,1.97274,3.20334,-0.503293,0.818591,1439.57,48.849,10240,0.137747,0.943946,0.00871102,10450.8,4069.27,2527.62,96997.8,0.0014061,0.112141,12.5748,9.87001,96.6564,69.0943,0.7477,13.0711,12.234,96.4938,119.95,0.162629,-50.8556 
53,46.05,0,0.2,4,53,11280.3,0.215429,17.6746,12.4885,97.0407,0.236588,-178.095,53.8428,1.12365,-0.336165,4.24034,-1.34701,-3.00892,-133.397,-88.5135,22.123,10269.5,8557.12,1.96361,0.503799,5.92027,-0.507043,-2.16896,-0.0365194,98.5885,35.9825,10456.6,0.0106004,0.610237,0.00629895,9300.44,4668.9,757.992,114464,0.00595503,-0.00737248,341.328,-96.3375,135,40,0.86598,12.1982,11.5087,96.6989,120.686,38.301,-80.686 
54,45.9,3,0.2,4,54,12170.6,0.153211,18.4728,13.3704,96.6752,0.300806,-357.884,5.92408,1.54407,-0.209673,-0.627424,-2.45646,-2.68693,-154.277,1226.71,22.3534,9981.53,11544.8,2.51551,0.761769,1.31546,-1.48502,-1.71548,0.0551476,1443.1,38.3822,10197.9,0.138529,0.955525,0.00688545,10417.3,4043.65,2601.65,96774.3,0.00125858,0.120705,11.9324,9.78913,96.9005,70.0165,0.743484,13.1257,12.2961,96.4465,120.927,0.454031,-50.9106 
55,45.9,0,0.2,4,55,10996.2,0.198284,17.0784,12.6692,96.657,-0.188127,45.7247,125.158,4.69955,1.88838,4.85689,2.50036,-0.0379713,-164.961,-109.462,-7.3989,9955.92,7323.56,5.73826,2.92709,6.93431,3.53908,1.00074,0.655686,121.911,9.73987,10187.3,0.0134164,0.877337,0.00175811,9086.73,4358.04,710.209,106539,0.00132723,0.00205425,0.291803,46.7041,104.561,43.7891,0.826505,12.5013,11.5058,96.3719,119.569,8.18929,-75.7802 
56,46.05,3,0.2,4,56,12135.1,0.161632,18.3158,13.1765,96.6776,3.41467,-7524.67,500,1.76035,0.976622,5.89896,-1.46054,1.2312,-184.925,1254.66,19.3871,9722.32,844291,2.92478,2.14105,8.22781,-0.296118,2.39562,0.465489,1514.04,38.6002,9981.69,0.147024,0.95729,0.00707321,10297.9,3931.21,2666.58,93167.2,0.00146067,0.120307,11.8172,10.0189,96.7096,69.2396,0.732626,12.9776,12.3054,96.3722,119.603,0.337367,-50.3639 
57,46.05,0,0.2,4,57,10672.2,0.203436,17.0348,12.2542,96.8127,-0.148952,85.8601,467.669,3.08252,1.99139,2.56663,4.81136,-3.08992,-130.071,0.739454,22.4354,9568.86,7211.73,3.90154,2.81041,4.20468,5.63038,-2.27089,0.705475,183.177,35.9494,9751.3,0.0209003,0.744355,0.00674534,8764.32,4263.77,780.334,103825,0.00776591,-0.00871833,534.558,121.778,135,40,0.844098,11.9027,11.2422,96.4983,120.486,38.5017,-80.4862 
58,45.9,3,0.2,4,58,12251.8,0.0447667,18.182,13.3765,96.9315,-0.0310189,4.53103,499.999,1.4509,1.70247,1.94065,-0.878215,-2.3655,-154.928,1092.66,30.4775,9720.08,7921.92,2.42644,2.67801,3.89173,0.0973243,-1.38996,0.494813,1309.96,46.5738,9937.38,0.130282,0.941426,0.00855956,10054.9,3992.03,2429.56,94889.7,0.00187909,0.12076,11.3231,8.91354,97.4261,69.7323,0.754857,12.8146,11.9377,96.6267,120.588,0.799451,-50.8559 
59,45.9,0,0.2,4,59,10369.3,0.180104,16.5415,12.3817,96.735,-0.185185,-116.115,444.912,0.0949848,0.89988,1.52347,-1.59726,0.3517,-152.896,-114.723,22.0327,9442.36,7367.31,1.05773,1.86263,3.44896,-0.63451,1.31445,0.510734,99.729,37.918,9656.81,0.0115995,0.600468,0.00718119,8597.72,4051.63,738.326,98429.1,0.00106359,0.0323388,1.46017,1.72021,107.253,68.8344,0.794335,12.3568,11.6418,96.3505,120.08,10.9026,-51.2453 
60,46.05,3,0.2,4,60,10949.1,0.238637,16.4439,12.8273,96.6957,0.0145322,-134.234,499.925,0.361305,4.16341,8.73684,2.64611,1.87023,-165.479,1083.82,21.7682,8664.71,6929.97,1.40328,5.20539,10.8208,3.68809,2.91221,0.549692,1315.92,38.9608,8896.81,0.143893,0.950739,0.00800237,9145.11,3293.98,2337.79,77043.4,0.00163532,0.110898,11.7042,9.52783,97.1914,69.176,0.690678,12.4758,11.8663,96.2825,119.741,0.908959,-50.5653 
61,46.05,0,0.2,4,61,11361.7,0.104464,18.4338,12.3167,96.6676,-0.103849,144.836,0.216815,4.16472,0.276303,2.77337,0.739392,1.92562,-159.325,-52.9156,15.9,10293.7,7880.62,5.16795,1.27953,4.77983,1.74262,2.92884,0.699359,170.553,32.4533,10517.2,0.0180946,0.750191,0.00565213,9425.66,4862.49,776.155,119236,0.00793258,-0.00892484,8675.59,122.506,127.925,40.0006,0.894733,12.0982,11.3277,96.3004,120.114,31.6242,-80.1138 
62,45.9,3,0.2,4,62,12312.6,0.263316,17.8839,13.285,96.4526,-0.660431,530.03,498.678,-0.889261,3.68927,2.07675,1.55249,-0.114404,-204.874,1182.73,34.1052,9750.43,19129.5,0.400773,4.97931,4.65681,2.84253,1.17563,0.668673,1470.08,55.3908,10037.8,0.14268,0.938141,0.0100629,10303.3,3926.78,2532.42,92853.4,0.00180107,0.118509,11.7741,9.39112,96.4529,70.0582,0.733174,13.085,12.1164,96.1235,120.976,0.329483,-50.9176 
63,45.9,0,0.2,4,63,11354.6,0.182682,17.6339,12.8118,96.9014,0.243626,-56.0233,465.849,0.612493,1.0933,7.47253,2.91465,1.70238,-144.26,-35.4436,18.6119,10300.7,7798.82,1.52086,2.00167,9.28926,3.82301,2.61074,0.517329,166.895,33.5999,10503.1,0.0177367,0.739472,0.00585848,9409.6,4616.48,735.389,113086,0.00109878,0.00576945,8.00342,-4467.32,105.058,92.9919,0.853322,12.388,11.4589,96.523,121.112,8.5348,-28.1197 
64,46.05,3,0.2,4,64,11718.9,0.0194559,17.0385,13.5444,96.9087,0.0763465,-16.0848,383.996,1.71667,3.21221,0.918011,0.828715,-1.41022,-159.121,1227.72,36.8332,8997.35,7552.49,2.71861,4.21415,2.92189,1.83066,-0.408282,0.740899,1450.91,53.3652,9220.53,0.15169,0.939526,0.010549,9564.98,3424.59,2677.41,79775.8,0.00190855,0.120483,11.7016,9.88559,97.3574,69.0088,0.683563,12.93,12.0885,96.5275,119.503,0.829811,-50.4941 
65,46.05,0,0.2,4,65,9745.82,0.00278237,16.1356,12.2253,96.6905,0.00541039,1.73493,0.04406,2.63068,2.53582,0.9786,-1.94507,0.703338,-134.337,-22.6925,21.5252,8785.6,6421.89,3.47657,3.3817,2.67037,-1.09919,1.54922,0.732392,165.728,35.4823,8974.03,0.0205545,0.727446,0.00723081,8062.87,3756.39,684.05,91061.1,0.00119561,0.0128905,-5.54691,7.22006,119.99,55.0025,0.801385,11.7838,11.078,96.34,119.085,23.65,-64.0824 
66,45.9,3,0.2,4,66,12445.1,0.0403933,18.44,13.4041,96.6275,-0.144559,8.56615,500,1.24432,1.54289,1.41445,0.539165,-0.790823,-185.916,1061.2,35.3283,10002.1,8086.56,2.41498,2.71356,3.75578,1.70983,0.379842,0.657757,1321.97,54.6443,10262.9,0.127686,0.932543,0.00971296,10353.3,4091.23,2210.5,97913.7,0.00183543,0.110198,11.4051,9.48378,96.957,69.8955,0.757525,12.9429,12.1001,96.3866,120.512,0.570348,-50.6161 
67,45.9,0,0.2,4,67,9964.36,0.196165,15.5181,12.5142,96.7622,0.358882,129.427,408.952,1.17793,2.00328,0.280504,-0.185434,2.36965,-127.517,-40.3913,19.4413,8845.7,7833.8,1.98087,2.80622,1.88638,0.617506,3.17259,0.819719,138.464,32.6898,9024.55,0.0171364,0.707636,0.00662847,8080.07,3738.4,726.042,90175.8,0.00145481,0.00805132,-6.49632,-5.01065,91.8988,68.3836,0.79326,12.0624,10.9154,96.4302,119.819,-4.53147,-51.4352 
68,46.05,3,0.2,4,68,10803.2,0.181685,16.4111,13.0434,96.7427,-0.13749,-33.4926,33.895,2.63112,-1.57497,-0.0356233,1.40427,1.08541,-164.523,1194.33,24.7417,8516.57,7118.18,3.66708,-0.539014,2.03629,2.44023,2.12137,0.790633,1425.09,41.835,8747.33,0.156213,0.951137,0.00873312,9122.74,3118.86,2691.7,72238.9,0.00133683,0.124788,11.9458,9.3956,97.1786,69.0397,0.647306,12.844,12.3157,96.3832,119.614,0.795363,-50.574 
69,46.05,0,0.2,4,69,10931.2,0.0176256,17.4523,12.8724,96.6883,-0.025943,13.2308,1.95555e-12,3.03493,2.00547,-2.83892,1.66163,0.845219,-120.307,6.97296,40.4873,9908.16,7324.38,3.79248,2.76301,-1.32384,2.41917,1.60276,1.14306,175.716,52.9868,10076.9,0.0194303,0.654575,0.00959331,9043.39,4386.92,692.864,107518,0.00126176,0.00789859,-9.23163,5.1721,95.613,64.3564,0.838102,12.2455,11.5454,96.376,120.464,-0.763056,-56.1073 
70,45.9,3,0.2,4,70,12005.3,0.176779,18.3191,13.1407,96.9459,-0.127441,-69.335,19.4498,0.84892,3.42542,-3.65883,-1.86747,0.206907,-180.593,1103.91,27.818,9831.58,8124.06,1.98607,4.56256,-1.38454,-0.730322,1.34405,1.23963,1357.2,46.5809,10084.9,0.132644,0.943341,0.0084367,10231.9,4053.85,2477.06,96795.6,0.00143018,0.121457,11.0804,9.27642,97.2344,69.4894,0.758197,12.8349,12.0774,96.4735,120.333,0.760828,-50.8432 
71,45.9,0,0.2,4,71,10694.1,0.253851,16.1793,12.5781,96.691,0.0159912,24.1068,374.627,-0.105064,2.70671,3.5719,0.306048,-1.11567,-191.079,-69.8522,21.8465,9388.06,6637.28,1.09811,3.90988,5.97824,1.50922,0.0875003,0.524893,198.154,41.6988,9656.06,0.0227881,0.730853,0.00789218,8695.49,3969.65,759.436,96013.4,0.0016895,0.0279888,2.47106,-2.0419,118.224,49.5193,0.797203,12.2168,11.3665,96.3779,120.394,21.8463,-70.8749 
