cyc,detuning,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,-3.995,43.2277,0,11309.9,-0.40311,31.5017,9.24971,119.726,0.0559902,93.1033,499.82,-1.59427,-2.45902,-0.0211074,-4.32836,-3.78074,-557.742,6245.44,22.7209,7333.42,9655.13,1.91768,1.05294,7.0028,-0.816405,-0.26879,0.212126,6689.71,63.1083,7777.68,0.467425,0.983759,0.0147268,14311.8 
1,-4.03,43.1927,1,12026.9,-0.0422347,33.3795,8.96885,119.897,0.163607,-272.572,56.1247,-3.50349,-4.23026,-9.12447,-6.50634,-1.60868,-483.561,6809.48,22.405,7387.65,11197.4,-0.458638,-1.18541,-3.03477,-3.46149,1.43618,0.547328,7194.66,57.4208,7772.82,0.485731,0.986226,0.0134256,14812 
2,-3.965,43.2577,2,12115.4,-0.278795,32.9331,9.21815,119.867,0.0817617,110.301,499.734,2.76465,-0.315167,-4.06514,-0.720426,-1.9579,-485.088,6752.49,36.0142,7417.06,10176.2,5.81912,2.7393,2.0438,2.33404,1.09657,0.854356,7138.88,71.1406,7803.45,0.482805,0.98286,0.0165163,14786.3 
3,-4.02,43.2027,3,12480.8,-0.359067,34.4953,9.03954,119.724,-0.219088,264.02,121.714,-4.51506,-5.30225,-4.36791,-2.69688,-2.86682,-422.275,7114.17,28.9099,7409.18,12033.8,-1.8561,-2.6433,0.95,-0.0379277,-0.207871,1.25032,7450.53,59.4878,7745.54,0.495343,0.98622,0.0139505,15041.2 
4,-4.015,43.2077,4,11717.9,-0.347816,32.7084,8.98769,119.909,0.020069,-16.0424,288.425,-2.30207,-2.08885,-7.36131,-5.43655,-6.72455,-456.557,6453.67,21.2821,7330.32,9580.28,0.572745,0.785967,-1.61168,-2.56174,-3.84973,0.758167,6817.34,54.3425,7693.99,0.47483,0.986242,0.0128437,14357.4 
5,-4.01,43.2127,5,11763.7,-0.35942,32.373,9.1522,119.855,0.114765,107.996,16.7019,-1.24939,-4.01197,-4.8445,-3.69048,-2.77993,-482.746,6421.05,31.3989,7387.76,10048.5,1.79033,-0.972249,1.23494,-0.650761,0.259793,0.25698,6805.58,66.3557,7772.29,0.471875,0.983223,0.0154834,14422.4 
6,-4.025,43.1977,6,11458.9,-0.230648,32.0381,9.07261,120.018,0.0857081,21.235,500,-3.73253,-6.00916,-10.0415,-4.56531,-4.86736,-484.217,6281.29,9.2371,7384.78,9521.5,-0.683541,-2.96017,-3.94349,-1.51632,-1.81837,0.638937,6666.98,44.3005,7770.47,0.466809,0.988505,0.0103929,14282 
7,-3.95,43.2727,7,11500.4,-0.407654,32.9609,8.98128,120.011,0.0431031,-97.7293,495.53,-3.22889,-3.05701,-7.74545,-3.55963,-3.12118,-523.843,6447.84,12.0957,7381.21,9773.92,0.0696165,0.241488,-1.14845,-0.261129,0.177321,-0.246754,6865.1,50.0285,7798.47,0.473207,0.987408,0.0116794,14507.6 
8,-4.005,43.2177,8,12201.7,-0.00412561,33.3161,9.07612,119.971,0.00198934,-15.2042,3.57343e-13,-1.82983,-4.29132,-10.0984,-8.74653,-7.76458,-403.929,6903.39,12.2106,7399.98,9844.49,0.713597,-1.74789,-5.01152,-6.2031,-5.22115,0.713137,7225.13,41.46,7721.72,0.488435,0.990058,0.00979389,14792.4 
9,-3.935,43.2877,9,11437.4,-0.257434,32.1205,9.01395,120.047,0.169011,285.376,1.00897e-08,-4.61398,-0.930455,-9.06084,-3.0123,-6.29524,-482.422,6251.22,15.2437,7335.74,10995.3,-1.5763,2.10723,-2.98548,0.0253824,-3.25756,0.475009,6635.48,50.177,7720.01,0.467252,0.986939,0.0118313,14201.1 
