cyc,detuning,freq,VVA,time,buffer,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,-5,42.2227,0,20,21,51,17606.3,-0.340565,35.1762,-11.9699,118.325,0.200634,-276.636,7.56606,-4.17521,-4.70037,-7.64022,-1.7898,-2.04341,-146.997,9909.94,11.5297,9053.93,15513.6,-3.24961,-3.77476,-5.78901,-0.864193,-1.11781,0.608729,10027,22.1741,9171.02,0.522294,0.996145,0.00443418,19198,-0.00148425,1.02325,12.1074,9.99417,117.787,85.4011,0.872084,11.8584,10.8839,117.696,134.225,0.0905885,-48.8241 
52,-3.87,43.3527,3.5,20,21,52,17220.5,-0.0232371,34.482,11.7435,117.733,-0.0142895,6.36695,5.63183e-11,-0.968829,-4.10279,-11.1781,-5.61407,-3.98769,-145.455,9843.45,11.7105,8788.04,13185.1,-0.0529373,-3.1869,-9.3463,-4.69817,-3.0718,0.54086,9959.31,22.2433,8903.9,0.527975,0.996107,0.00458077,18863.2,-0.00151556,1.05756,12.0167,9.7322,117.282,86.0876,0.861515,11.8463,10.6214,117.144,135,0.138531,-48.9122 
53,-3.885,43.3377,3.5,20,21,53,16904.4,-0.258534,33.9998,11.8686,118.192,-0.341173,358.748,500,-2.63659,-5.83286,-8.61068,-4.50424,-5.06812,-103.884,9474.89,27.3978,8705.24,17120.6,-1.98246,-5.17873,-7.30242,-3.85011,-4.41399,0.6787,9557.64,34.9202,8787.98,0.520977,0.993647,0.00726666,18345.6,-0.00142824,1.01005,11.8655,9.94256,117.705,85.7687,0.836697,11.8822,10.8466,117.545,134.463,0.159376,-48.6945 
54,-4.16,43.0627,3.5,20,21,54,18823.8,-0.367372,37.2205,12.1047,118.143,-0.0309919,846.813,302.535,-5.86217,-6.31294,-9.23292,-2.08952,-3.6736,-143.56,10587.4,29.2974,9632.6,15521,-4.95821,-5.40898,-7.425,-1.18556,-2.76964,0.65858,10701.8,39.693,9746.96,0.523346,0.993551,0.00744584,20448.7,-0.00150884,1.10171,12.1269,9.91823,117.73,85.8571,0.929986,11.9697,10.7014,117.46,134.668,0.270754,-48.8109 
55,-5,42.2227,0,20,21,55,18202.7,-0.286987,36.6759,11.7457,118.45,0.312244,129.559,1.19048e-08,-1.84035,-6.24762,-5.58149,1.13918,-2.639,-231.421,10004.4,20.4122,9520.57,15340.4,-0.383149,-4.79042,-2.6671,2.59638,-1.18181,0.584958,10188.7,37.17,9704.91,0.512159,0.993656,0.00700587,19893.6,-0.00143672,1.09278,11.8231,9.70544,117.935,85.3472,0.944665,11.8539,10.5043,117.935,134.071,-0.000175799,-48.7238 
56,-4.03,43.1927,3.5,20,21,56,19027.9,0.0252223,37.1136,12.0175,118.114,-0.0510923,-71.1306,3.6084e-12,0.582698,-0.3509,-10.9352,-6.70202,-2.895,-159.364,10635.6,18.2934,9858.48,14637.4,1.58617,0.652573,-8.92821,-5.69855,-1.89153,0.374755,10762.5,29.8333,9985.42,0.518728,0.995172,0.00547351,20748,-0.00162337,1.08604,12.2316,10.0412,117.487,85.885,0.93136,12.0932,10.8618,117.606,134.642,-0.119436,-48.757 
57,-4.08,43.1427,3.5,20,21,57,18942.8,-0.342268,37.903,11.8798,118.315,0.438997,989.056,49.6331,-6.65702,-4.13688,-12.8251,-4.37052,-2.53167,-173.295,10629.9,7.81501,9744.71,28792.5,-5.56583,-3.04569,-10.6427,-3.27932,-1.44047,0.556072,10767.9,20.3638,9882.75,0.521433,0.996701,0.00378137,20650.7,-0.00159857,1.12211,12.0689,9.88657,117.892,86.1987,0.949717,11.8419,10.7098,117.655,134.921,0.237259,-48.7226 
58,-4.01,43.2127,3.5,20,21,58,16913.4,-0.277181,34.0821,11.9505,118.424,0.0970954,95.9883,0.00884711,-2.49229,-4.48162,-9.17262,-3.65005,-3.38263,-143.935,9243.77,20.5216,9202.08,13562.3,-1.58597,-3.5753,-7.35998,-2.74373,-2.47631,0.58515,9358.42,30.9442,9316.73,0.501116,0.994247,0.0060811,18675.1,-0.00164212,0.95728,12.026,10.0312,118.026,85.9456,0.877222,12.0597,10.832,117.762,134.634,0.264425,-48.6886 
59,-4.06,43.1627,3.5,20,21,59,17390.4,-0.341035,34.5098,12.0667,118.319,0.045516,141.513,480.529,-6.71296,-4.81601,-13.1189,-3.56846,-5.37766,-162.202,9711.2,21.6612,9025.65,13765.5,-5.69162,-3.79467,-11.0762,-2.54712,-4.35632,0.596728,9840.4,33.4067,9154.85,0.518045,0.994094,0.00667708,18995.2,-0.00147455,1.00871,12.0841,9.99944,117.765,86.5362,0.847127,11.9939,10.9942,117.732,135.424,0.0333122,-48.8873 
60,-5,42.2227,0,20,21,60,18389.2,-0.0396807,36.2156,12.0397,118.066,-0.0507937,5.92957,500,-4.88188,-6.10967,-13.6323,-1.98969,-5.29396,-163.082,10195,29.5532,9757.63,14203.8,-3.85499,-5.08278,-11.5785,-0.96281,-4.26707,0.550281,10324.9,41.3623,9887.53,0.51082,0.993038,0.00764712,20212.5,-0.00165677,1.04773,12.364,9.89908,117.653,85.3846,0.93416,11.9169,10.791,117.422,134.348,0.230717,-48.9636 
61,-3.93,43.2927,3.5,20,21,61,19082.7,-0.289449,37.3996,11.9608,118.24,-0.0176471,1017.96,432.019,-4.69146,-5.73849,-16.2269,-3.29804,-5.9835,-174.746,10240.6,22.5902,9979.75,15146.8,-3.59113,-4.63816,-14.0263,-2.19771,-4.88317,0.521883,10379.8,35.2439,10118.9,0.506363,0.994093,0.00637509,20498.7,-0.00133363,1.09939,11.9777,9.76532,117.803,85.8847,0.96869,12.0068,10.6428,117.658,134.647,0.144495,-48.762 
62,-4.115,43.1077,3.5,20,21,62,18219.4,-0.339243,36.4829,11.9748,118.094,0.0726062,421.227,499.997,-4.78029,-3.47912,-11.3225,-4.98207,-2.89967,-179.687,10282.5,30.1498,9444.16,15217.4,-3.64884,-2.34768,-9.05966,-3.85063,-1.76823,0.561807,10425.6,43.1614,9587.28,0.520944,0.992807,0.00822485,20012.9,-0.00163957,1.04296,12.1715,10.1569,117.596,86.5941,0.889852,11.9603,11.0033,117.467,135.501,0.129,-48.9064 
63,-5,42.2227,0,20,21,63,18398.3,-0.0104861,36.221,11.8755,118.043,0.0267025,-33.6327,498.725,-2.21348,-6.78645,-8.6588,-4.2841,-0.238401,-187.513,10104.6,26.9307,9644.8,14031.8,-1.03276,-5.60573,-6.29736,-3.10338,0.942318,0.582871,10253.9,40.5089,9794.16,0.511466,0.993134,0.00756139,20048.1,-0.00149034,1.06897,12.1339,9.7958,117.519,85.8336,0.931732,11.9377,10.7082,117.441,134.619,0.0779443,-48.7853 
64,-3.795,43.4277,3.5,20,21,64,18019.6,-0.0953118,35.9709,11.7703,118.26,-0.0325293,64.9596,499.998,-2.26115,-4.35356,-14.4535,-4.15727,-5.24588,-260.045,10130.1,18.271,9357.71,13851.5,-0.623715,-2.71612,-11.1787,-2.51983,-3.60844,0.458576,10337.2,37.1015,9564.85,0.519404,0.993758,0.00709473,19902,-0.00153016,1.08262,11.9725,9.77659,117.8,85.3603,0.905385,11.9247,10.6845,117.692,133.887,0.10836,-48.5262 
65,-4.205,43.0177,3.5,20,21,65,17486.4,-0.014541,34.5614,-11.7964,118.242,-0.00313988,72.2774,500,-3.69191,-3.93366,-8.90335,-1.02607,1.49563,-128.867,9699.73,18.6237,9070.48,13279.3,-2.88047,-3.12222,-7.28047,-0.214629,2.30707,0.349419,9802.38,27.9552,9173.13,0.516581,0.995034,0.0055825,18975.5,-0.00134256,1.00888,12.1547,9.90416,117.783,86.0669,0.887105,11.789,10.6602,117.659,134.921,0.123562,-48.8542 
66,-4.04,43.1827,3.5,20,21,66,18770,-0.325601,36.9888,12.0603,118.165,0.0248972,131.136,499.537,-3.38725,-5.49849,-11.3943,-4.42752,-0.130368,-209.176,10511.6,45.9579,9650.4,14628.2,-2.07013,-4.18137,-8.76003,-3.1104,1.18675,0.482731,10678.2,61.1048,9817.01,0.521011,0.990085,0.011336,20495.3,-0.00149302,1.06883,12.1577,10.1148,117.607,86.1536,0.908503,12.0003,10.9443,117.64,135.215,-0.0335006,-49.0619 
67,-3.825,43.3977,3.5,20,21,67,19000.5,-0.0973947,37.3002,11.947,117.949,0.16361,-683.46,499.999,-4.76372,-6.06724,-10.6276,-6.7589,-4.53289,-125.07,10176.2,18.7083,10130.1,18146.7,-3.97619,-5.2797,-9.05256,-5.97137,-3.74535,0.676985,10275.8,27.765,10229.7,0.501124,0.995294,0.00497486,20505.6,-0.00150428,1.06322,12.2343,9.85284,117.528,85.9385,0.982686,11.926,10.7149,117.29,134.873,0.237818,-48.9341 
68,-4.145,43.0777,3.5,20,21,68,19122.4,-0.319814,37.3914,12.0786,117.918,0.753495,-1263.39,76.2535,-5.24538,-6.7216,-9.664,-2.9238,-0.0443982,-124.387,10232.4,17.4505,10124.7,45691.6,-4.46215,-5.93837,-8.09754,-2.14057,0.738833,0.593084,10331.5,26.4576,10223.8,0.50262,0.995538,0.00474446,20555.3,-0.00136372,1.06981,12.122,9.87118,117.361,85.5798,0.975337,12.0643,10.6459,117.355,134.434,0.0060075,-48.8545 
69,-3.855,43.3677,3.5,20,21,69,17282.5,-0.323206,35.0372,11.7605,118.358,0.383497,549.101,42.8521,-5.49998,-3.23593,-4.49271,-5.54522,-2.36965,-171.764,9667.97,6.3258,9029.06,20268.7,-4.41843,-2.15438,-2.3296,-4.46367,-1.2881,0.841028,9804.78,18.7636,9165.88,0.516839,0.996662,0.00375684,18970.7,-0.00152012,1.05222,11.819,9.74225,117.896,86.2607,0.903362,11.7645,10.5148,117.75,135.312,0.146072,-49.051 
70,-3.97,43.2527,3.5,20,21,70,15665.2,-0.326627,32.3952,11.6472,118.276,-0.682053,-103.687,2.95222,-4.39443,-5.37548,-6.40216,-0.817233,-1.52473,-185.7,8909.92,0.699154,8283.63,14585,-3.22513,-4.20618,-4.06356,0.352069,-0.355424,0.646593,9057.84,14.1461,8431.54,0.517905,0.997274,0.00308109,17489.4,-0.00159186,0.962126,11.7717,9.84951,117.828,86.482,0.825475,11.7071,10.609,117.623,135.192,0.204769,-48.7102 
71,-4.19,43.0327,3.5,20,21,71,17544.1,-0.341596,35.3091,11.8899,118.177,-0.256266,564.979,371.317,-9.36945,-7.32594,-14.6617,-5.82075,-4.72069,-157.199,9760.82,15.119,9138.63,18379.8,-8.37961,-6.3361,-12.682,-4.83091,-3.73085,0.647326,9886.04,26.5022,9263.85,0.516245,0.995331,0.0052423,19149.9,-0.0014567,1.04498,11.9558,9.77704,117.691,86.3375,0.909664,11.7702,10.5611,117.63,135.227,0.0609876,-48.8898 
72,-3.94,43.2827,3.5,20,21,72,18128.9,-0.203992,36.0142,11.8996,118.114,0.428181,242.484,9.27338e-08,-2.42098,-2.3107,-7.95586,-3.75925,-3.01666,-144.344,9911.64,6.59315,9590.17,17330.8,-1.51208,-1.4018,-6.13807,-2.85036,-2.10776,0.561882,10026.6,17.0455,9705.14,0.508146,0.997034,0.00322492,19731.8,-0.00149243,1.04709,11.9952,9.89224,117.533,86.4698,0.929353,11.9953,10.6427,117.522,135.234,0.0109112,-48.7645 
73,-3.96,43.2627,3.5,20,21,73,16716.2,-0.0179084,33.8748,11.6457,118.547,0.0278025,-30.6024,500,-7.60348,-5.75055,-10.8209,-1.34258,-3.51795,-293.561,9673.85,26.7173,8686.45,12869.8,-5.755,-3.90208,-7.12393,0.505895,-1.66947,0.603004,9907.68,47.9748,8920.28,0.526222,0.991597,0.00980996,18828,-0.00168034,1.03095,11.9275,9.8194,118.083,86.287,0.858486,11.8105,10.5967,118.032,135.228,0.0506936,-48.9407 
74,-3.98,43.2427,3.5,20,21,74,15462.2,0.0135675,31.0023,11.8004,118.172,-0.234574,122.81,500,-6.9664,-1.53441,-9.60226,-4.81468,-6.19328,-137.863,8616.21,8.54253,8360.19,12847.1,-6.09832,-0.666329,-7.86609,-3.94659,-5.3252,0.67091,8726.02,18.5255,8470.01,0.507444,0.996298,0.00401286,17196,-0.0015795,0.926093,12.1183,9.66408,117.738,86.1746,0.818043,11.839,10.6314,117.517,135.072,0.220582,-48.8978 
75,-4.05,43.1727,3.5,20,21,75,15871.7,-0.0679531,32.3701,-11.6904,118.17,-0.508829,-10.4824,499.986,-3.96202,-7.51729,-9.57947,-6.65725,-3.11223,-137.326,8982.26,15.9164,8471.08,12492.4,-3.09731,-6.65259,-7.85006,-5.79255,-2.24753,0.693836,9091.64,25.8605,8580.47,0.514463,0.995047,0.00552123,17672.1,-0.00164629,0.954333,12.0316,9.83067,117.678,86.2408,0.828177,11.632,10.8464,117.487,135.292,0.190472,-49.0511 
76,-3.92,43.3027,3.5,20,21,76,16907,-0.111792,34.5755,11.5532,118.237,-0.00290613,53.5297,500,-6.70201,-5.37755,-9.49762,-2.59791,-2.23056,-244.962,9638.93,25.4329,8733.61,13008.7,-5.15955,-3.83509,-6.4127,-1.05545,-0.688092,0.626101,9834.05,43.1713,8928.73,0.524125,0.992376,0.00882812,18762.8,-0.00149294,1.06446,11.742,9.64967,117.733,85.4428,0.872292,11.6915,10.5227,117.689,134.135,0.0444125,-48.6921 
77,-4.13,43.0927,3.5,20,21,77,17366.2,-0.363098,35.8565,11.6686,118.162,0.134513,88.9007,5.47503,-3.07179,-4.6287,-10.6541,-6.59399,-6.83541,-156.013,9634.49,15.7403,9346.34,14009.5,-2.08941,-3.64633,-8.68933,-5.61162,-5.85304,0.664372,9758.76,27.0375,9470.61,0.507493,0.995175,0.00523149,19229.4,-0.00166275,1.0528,11.7879,9.73742,117.562,86.0046,0.94348,11.6148,10.5002,117.547,135.04,0.0144772,-49.0352 
78,-3.91,43.3127,3.5,20,21,78,17327.5,-0.359757,35.3081,11.8153,118.375,-0.0335783,120.906,328.922,-5.83545,-3.24437,-10.2913,-7.2858,-2.65491,-113.899,9542.33,6.26834,9281.37,13712.6,-5.11826,-2.52718,-8.85695,-6.56861,-1.93772,0.645846,9633.06,14.516,9372.09,0.506866,0.99737,0.00284504,19005.1,-0.00155414,1.04316,11.8145,9.69394,117.923,86.3259,0.903269,11.8222,10.7181,117.81,135.204,0.113093,-48.8782 
79,-4.07,43.1527,3.5,20,21,79,18717.5,-0.0204244,36.3474,12.0333,118.104,-0.0409757,-95.4191,483.174,-4.69644,-4.89857,-9.98426,-7.47278,-4.0501,-106.139,10013.7,20.3364,10115.2,14365.4,-4.02811,-4.23024,-8.6476,-6.80445,-3.38177,0.680808,10098.2,28.0222,10199.7,0.497499,0.995167,0.00503542,20297.9,-0.00160567,1.03483,12.3089,9.88405,117.592,85.9373,0.97119,12.1009,10.7024,117.431,134.663,0.161274,-48.7261 
80,-4,43.2227,3.5,20,21,80,16926.4,-0.321649,33.7065,11.99,118.03,0.00928403,111.343,38.3934,-4.87788,-2.8161,-7.64828,-4.84694,-6.04249,-145.2,9474.79,21.7082,8822.9,13189.8,-3.96359,-1.90182,-5.81972,-3.93266,-5.1282,0.719478,9590.45,32.2224,8938.55,0.517591,0.994155,0.00659676,18529,-0.00146918,0.983399,12.0943,9.99233,117.484,85.8978,0.837154,11.9326,10.9104,117.421,134.958,0.0629383,-49.0602 
81,-3.99,43.2327,3.5,20,21,81,14234.7,0.0200154,29.477,11.4983,118.248,-0.0276919,-16.6999,4.58222e-07,-4.45687,-4.57905,-10.533,-6.0798,-6.98138,-204.207,8001.32,12.5482,7714.67,11048.6,-3.17104,-3.29321,-7.96137,-4.79397,-5.69554,0.68046,8163.98,27.3353,7877.32,0.508935,0.994175,0.00635173,16041.3,-0.00159818,0.874449,11.8817,9.70707,117.787,85.9801,0.783746,11.5691,10.5633,117.54,134.791,0.24688,-48.8109 
82,-3.95,43.2727,3.5,20,21,82,17465.3,-0.382052,35.6046,11.872,118.245,0.880983,-285.539,211.725,-4.85554,-5.73904,-15.6894,-6.22526,-4.58137,-140.758,9850.58,13.8902,9240.19,21949.1,-3.96923,-4.85273,-13.9168,-5.33894,-3.69506,0.56199,9962.7,24.0828,9352.31,0.515801,0.995788,0.00472114,19315,-0.00174886,1.05408,11.9152,9.84971,117.64,85.8207,0.925639,11.9186,10.3885,117.734,134.546,-0.0944248,-48.7249 
83,-4.175,43.0477,3.5,20,21,83,17794.1,-0.330494,35.5927,11.9603,118.117,0.461765,386.929,200.64,-5.00064,-5.64551,-13.1977,-6.49022,-7.20979,-194.26,9901.63,11.2863,9257.7,19674.3,-3.77744,-4.42231,-10.7513,-5.26702,-5.98659,0.644051,10056.4,25.3531,9412.43,0.516538,0.995607,0.00493736,19468.8,-0.00147316,1.06719,11.9392,9.76286,117.669,85.9984,0.923402,11.8309,10.4468,117.43,134.735,0.238713,-48.7366 
84,-3.9,43.3227,3.5,20,21,84,18125.3,-0.332876,36.4762,11.8285,117.969,0.165719,136.748,0.727242,-6.3215,-1.84256,-5.23147,-4.18343,-3.68672,-210.192,10066.4,26.15,9567.33,14783.1,-4.99798,-0.519042,-2.58443,-2.85991,-2.3632,0.80604,10233.9,41.3705,9734.75,0.512497,0.992975,0.00776772,19968.6,-0.00157785,1.07332,11.7949,9.91371,117.387,85.6876,0.928382,11.9343,10.6979,117.515,134.39,-0.128226,-48.7026 
85,-4.1,43.1227,3.5,20,21,85,18842.8,0.0151744,37.0872,11.8874,118.192,0.0249092,-248.83,0.0449031,-5.06603,-4.02685,-4.56416,-2.89792,-2.10899,-153.228,10606.1,0.0832488,9700.25,14553.5,-4.10119,-3.06201,-2.6345,-1.93308,-1.14416,0.795378,10728.2,11.1788,9822.3,0.522041,0.99818,0.00209213,20550.5,-0.00165891,1.1012,12.1146,10.0016,117.744,86.2313,0.926575,12.0639,10.7822,117.609,134.941,0.134863,-48.7098 
86,-4.09,43.1327,3.5,20,21,86,17331.7,-0.0964708,35.3664,11.6261,118.204,0.00939314,6.08192,500,-7.61871,-4.14915,-8.71816,-7.10614,-4.13955,-187.6,9681.65,5.25374,9184.17,13386.9,-6.43745,-2.96788,-6.35563,-5.92487,-2.95828,0.742104,9831.08,18.8383,9333.6,0.512979,0.996658,0.00370421,19164.7,-0.00170775,1.0562,12.0245,9.61117,117.667,85.8917,0.921242,11.6613,10.616,117.639,134.809,0.0275603,-48.9169 
87,-3.84,43.3827,3.5,20,21,87,17079.2,-0.155812,34.4057,11.769,118.271,0.076034,-7.15404,1.87363e-05,-2.86548,-6.47368,-7.93089,-6.85871,-8.27537,-146.233,9546.8,0.124148,8962.41,13199.3,-1.94469,-5.55289,-6.08931,-5.93792,-7.35458,0.773458,9663.28,10.7132,9078.89,0.51559,0.998064,0.002169,18742.2,-0.00154901,1.02379,11.957,9.82844,117.808,86.2519,0.885109,11.7416,10.6324,117.686,134.973,0.122546,-48.7213 
88,-4.02,43.2027,3.5,20,21,88,16432.3,-0.0343486,33.2692,11.5968,118.242,0.00662563,14.1512,495.372,-5.57331,-5.5039,0.384905,0.28164,-1.16651,-238.465,9403.94,0.557744,8546.99,12562.7,-4.07176,-4.00236,3.388,1.78319,0.335041,2.31937,9593.89,17.8255,8736.94,0.523375,0.996759,0.00374428,18330.8,-0.00163965,0.988585,12.0116,9.93594,117.532,86.4469,0.824916,11.8647,10.8464,117.716,135.346,-0.183596,-48.8989 
89,-3.81,43.4127,3.5,20,21,89,16958.1,-0.00820281,34.7637,11.4376,118.352,0.0455506,-46.3513,500,-6.04377,-2.31427,-11.0162,-6.79873,0.721977,-243.133,9471.51,-0.822195,8989.52,13012.4,-4.51283,-0.78333,-7.95432,-5.26779,2.25292,0.510965,9665.18,16.7836,9183.18,0.512786,0.99697,0.00335542,18848.4,-0.00153575,1.06261,11.6132,9.58201,117.911,86.157,0.907654,11.6893,10.4525,117.691,135.018,0.220332,-48.8609 
90,-5,42.2227,0,20,21,90,16256,-0.296273,33.9009,11.4068,118.233,-0.0134043,130.562,244.687,-6.75779,-7.88411,-1.71778,-2.63357,1.40116,-188.879,9058.13,-8.08277,8639.55,12645.4,-5.56847,-6.6948,0.66086,-1.44425,2.59048,1.0632,9208.58,5.59441,8790,0.511628,0.998938,0.00117104,17998.6,-0.00147615,1.02265,11.5172,9.58592,117.76,86.0286,0.888491,11.501,10.4525,117.639,134.864,0.120675,-48.8351 
91,-3.87,43.3527,3.5,20,21,91,17847.7,-0.182903,35.7629,-11.7908,118.249,-0.0466092,760.386,0.000115031,-7.69173,-2.02584,-7.05625,-3.42358,-2.26406,-209.838,9757.54,18.7863,9549.81,14880.6,-6.37044,-0.704545,-4.41367,-2.10228,-0.942769,0.696315,9924.69,33.9811,9716.95,0.505288,0.994044,0.00640078,19641.6,-0.00157054,1.03459,11.9596,9.88579,117.754,85.6635,0.917977,11.8826,10.837,117.641,134.425,0.113024,-48.7619 
92,-3.885,43.3377,3.5,20,21,92,17234.1,-0.279924,34.4267,11.7959,118.164,-0.814062,896.359,492.15,-3.8358,-6.84719,-4.47853,-0.33768,-1.11403,-155.956,9576.11,-7.17541,8960.31,36973.6,-2.85378,-5.86518,-2.5145,0.644332,-0.132018,0.765463,9700.33,4.11773,9084.54,0.516391,0.999258,0.00083427,18784.9,-0.00140126,1.02983,11.8793,9.79483,117.667,86.1312,0.875202,11.8892,10.6514,117.554,135.005,0.113038,-48.8736 
93,-4.16,43.0627,3.5,20,21,93,16946.7,-0.0189494,34.0268,11.6295,118.142,-0.0084966,-13.0668,2.0129e-11,-3.09869,-3.23321,-5.78468,-5.28685,-3.0643,-194.05,9517.31,6.38605,8789.4,12885.5,-1.87681,-2.01133,-3.34092,-4.06497,-1.84242,0.745676,9671.88,20.4377,8943.97,0.519551,0.996316,0.00419171,18615.8,-0.00151589,1.03591,11.9709,9.67081,117.646,85.4658,0.884789,11.7653,10.4519,117.449,134.281,0.197117,-48.8151 
94,-5,42.2227,0,20,21,94,18090.4,-0.0260058,36.1533,11.6439,118.21,0.00615492,-1.62385,500,-11.1062,-9.25296,-5.26153,-4.58658,-3.11932,-222.405,9621.08,22.1812,9878.5,13704.2,-9.7058,-7.85254,-2.46069,-3.18616,-1.71889,0.901273,9798.23,38.286,10055.7,0.493517,0.993208,0.0069648,19853.9,-0.00145547,1.02816,11.9207,9.81686,117.778,86.1145,0.958058,11.8199,10.7369,117.59,134.987,0.187943,-48.8726 
95,-4.03,43.1927,3.5,20,21,95,17979,-0.240194,36.7666,-11.4033,118.403,0.063397,-94.1577,92.0293,-5.48289,-7.49974,-5.86853,-0.209465,-1.20478,-221.499,9562.31,-9.7151,9717.86,13842.7,-4.08817,-6.10502,-3.07909,1.18526,0.189944,0.741189,9738.74,6.32421,9894.29,0.496039,0.998865,0.00117605,19633,-0.00143852,1.0757,11.6336,9.57592,117.899,86.4781,0.974403,11.6961,10.5706,117.885,135.391,0.0144102,-48.9124 
96,-4.08,43.1427,3.5,20,21,96,18801.9,0.0140341,37.0953,11.7538,118.119,-0.0819533,-16.6971,500,-8.23404,-6.56922,-7.12397,-2.50788,-2.80154,-162.182,10315.2,0.651239,9826.37,14238.1,-7.21282,-5.548,-5.08154,-1.48667,-1.78032,0.759276,10444.4,12.3952,9955.55,0.511981,0.997927,0.00228828,20399.9,-0.00148035,1.1201,11.967,9.64028,117.622,85.6197,0.959207,11.9697,10.6041,117.519,134.404,0.102565,-48.7844 
97,-4.01,43.2127,3.5,20,21,97,16225.1,-0.171094,33.4909,11.5288,118.228,0.438873,-370.53,8.09009,-8.06112,-5.18871,-8.73994,0.0255869,-4.38052,-189.76,8929.92,-6.52567,8819.77,17862.8,-6.86625,-3.99384,-6.35021,1.22045,-3.18565,0.668837,9081.07,7.21528,8970.92,0.503051,0.998611,0.00147941,18052,-0.00160627,1.0103,11.7518,9.47524,117.719,86.1099,0.897975,11.5924,10.4367,117.59,134.853,0.12883,-48.7434 
98,-4.06,43.1627,3.5,20,21,98,17116.5,-0.132715,34.2938,11.679,118.089,-0.0760836,32.2685,0.194426,-3.01818,-1.58631,-9.3304,-3.8847,-3.95552,-242.068,9483.52,8.57188,8947.3,13118.1,-1.49394,-0.062075,-6.28192,-2.36046,-2.43128,0.502606,9676.33,26.1006,9140.11,0.514249,0.995302,0.00523281,18816.4,-0.00143719,1.02779,11.8596,9.7524,117.557,85.9163,0.871342,11.8717,10.7154,117.521,134.971,0.0354368,-49.0546 
99,-5,42.2227,0,20,21,99,16986.1,-0.284886,34.7845,-11.5359,118.366,-0.440843,32.1485,7.83973,-0.960374,-8.00892,-6.21933,2.05937,-3.1236,-119.835,9459.59,0.759877,8803.58,13524.1,-0.205805,-7.25435,-4.71019,2.81394,-2.36904,0.598293,9555.05,9.43741,8899.04,0.517774,0.998275,0.00194974,18454.1,-0.00145462,1.05047,11.8178,9.62893,117.804,86.5808,0.889074,11.6117,10.5413,117.801,135.672,0.00386899,-49.0908 
100,-3.93,43.2927,3.5,20,21,100,16321.2,-0.291186,33.5924,11.5366,118.296,-0.0652707,153.616,68.9503,-5.2269,-2.77046,-3.65018,-4.75369,-3.84667,-243.488,9028.42,12.0326,8674.22,12942.2,-3.69372,-1.23728,-0.583827,-3.22051,-2.31349,0.947159,9222.37,29.6641,8868.16,0.50979,0.994403,0.00612412,18090.5,-0.00140833,1.01129,11.6699,9.58006,117.722,86.0685,0.887629,11.5842,10.3584,117.763,135.072,-0.0411358,-49.0035 
101,-4.115,43.1077,3.5,20,21,101,18992.2,-0.0862638,37.3697,11.8463,118.319,0.0384541,-172.08,51.3298,-5.16132,-0.00638696,-8.66418,-5.56183,-3.68272,-164.14,10684.3,29.6383,9637.5,14626.5,-4.12777,1.02716,-6.59708,-4.52829,-2.64917,0.609065,10815,41.5241,9768.24,0.525428,0.993326,0.00776981,20583.3,-0.00142076,1.12599,12.0071,9.88629,117.685,86.0181,0.911004,11.991,10.8767,117.732,134.909,-0.0470454,-48.8913 
102,-5,42.2227,0,20,21,102,17882.9,-0.332023,36.2221,11.7632,118.02,0.287134,244.674,227.695,-7.55244,-3.57741,-5.71155,-6.17299,-7.11743,-295.786,10256.7,14.2575,9134.74,16157.6,-5.68996,-1.71493,-1.98658,-4.3105,-5.25495,0.895206,10492.3,35.6761,9370.34,0.528242,0.994085,0.00696468,19862.6,-0.00163905,1.10181,12.0189,9.72958,117.55,85.3562,0.89737,11.8673,10.6174,117.358,134.121,0.192416,-48.7644 
103,-3.795,43.4277,3.5,20,21,103,17944.9,-0.305722,35.2987,12.0248,118.064,0.148918,272.969,456.943,-2.42181,-4.27563,-8.80398,-5.832,-1.026,-209.669,9976.54,22.9999,9159.79,15140.8,-1.10159,-2.95541,-6.16352,-4.51177,0.29423,0.573106,10143.6,38.1825,9326.8,0.520974,0.993456,0.00748485,19470.4,-0.001341,1.04743,12.1086,9.84805,117.582,85.6359,0.880888,11.9604,10.7853,117.511,134.643,0.0707381,-49.0074 
104,-4.205,43.0177,3.5,20,21,104,19411.6,-0.331259,38.2219,12.0145,118.116,-0.507635,585.112,81.8218,-6.63843,-4.82111,-10.1135,-7.05399,-5.13053,-174.614,10682.7,17.4508,10028.2,24618.1,-5.53893,-3.72161,-7.91455,-5.95449,-4.03104,0.708602,10821.8,30.095,10167.3,0.515591,0.995157,0.00542302,20989.1,-0.00139997,1.13267,12.0747,9.75847,117.565,85.6101,0.963748,12.022,10.6907,117.551,134.245,0.0139774,-48.6348 
