cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,-1,46.2227,10,0,7991.98,-0.00773078,17.2774,10.9953,117.958,-0.00452963,-10.3406,500,-7.01174,-3.88149,-2.96588,-5.03994,-4.62893,-148.565,-33.8697,26.87,8894.38,6185.66,-6.07626,-2.94602,-1.09493,-4.10447,-3.69346,0.938882,84.4679,37.628,9012.71,0.00997696,0.561932,0.00763208,8466.29,-0.000613701,-0.0161477,13.5615,9.96945,113.193,78.0055,0.926375,11.1218,10.545,117.449,139.327,-4.25632,-61.3213 
1,-0.01,47.2127,1.8,1,8917.71,-0.127854,18.6007,11.1934,117.949,0.229808,603.875,147.694,-7.92915,-6.21481,-7.81387,-5.48642,-3.92541,-124.728,309.413,60.3034,9171.56,11295.4,-7.14377,-5.42943,-6.24312,-4.70105,-3.14003,0.765802,408.764,69.3353,9270.91,0.0452637,0.771106,0.0135895,9030.71,-0.000125443,-0.0150342,13.741,5.13089,108.873,75.4722,0.917313,11.2073,10.9029,117.48,139.357,-8.60677,-63.8849 
2,0.205,47.4277,3.4,2,9579.66,-0.13564,19.1727,11.6554,118.086,-0.0356663,37.1072,258.579,-4.70593,-5.1791,-8.511,-3.79906,-3.81867,-179.692,771.791,50.5133,9405.11,7317.66,-3.57445,-4.04763,-6.24805,-2.66759,-2.68719,0.675002,914.923,63.5253,9548.24,0.0934091,0.891658,0.0121073,9794.79,-0.000695497,0.0522024,13.0936,15.9418,118.696,95.2954,0.869348,11.7806,11.342,117.57,140.046,1.12626,-44.7507 
3,0.13,47.3527,2.4,3,9925.78,-0.0236494,20.0633,11.4494,117.921,0.00870006,0.40394,413.412,-1.68715,-2.14778,-10.9666,-6.6457,-4.162,-149.706,574.882,60.893,9958.22,7478.03,-0.744492,-1.20512,-9.08129,-5.70304,-3.21934,0.544872,694.129,71.7336,10077.5,0.0689565,0.846847,0.0129428,10066.2,-0.000707003,0.0461324,-11.9457,16.2453,119.183,97.0268,0.944023,11.6437,11.1449,117.363,138.88,1.82032,-41.8532 
4,-0.015,47.2077,10,4,9376.7,-0.00464206,19.0701,11.3537,117.761,-0.00218833,-25.2337,500,-2.25948,-5.33236,-7.67095,-1.54179,-3.30262,-131.289,341.695,43.6169,9600.93,7050.13,-1.43279,-4.50566,-6.01757,-0.715102,-2.47593,0.602723,446.272,53.1239,9705.51,0.0471129,0.827596,0.00998226,9472.4,-0.000182163,-0.012822,10.3562,5.38644,115.922,72.2636,0.936066,11.5189,10.9582,117.245,139.642,-1.32259,-67.3783 
5,-0.006,47.2167,1.45,5,9135.79,0.0143365,18.8361,11.2254,118.017,-0.0404433,29.6566,0.0484042,-3.28278,-3.74349,-10.4705,-3.86212,-2.5466,-105.202,553.429,68.1647,9199.36,6922.21,-2.62035,-3.08106,-9.14565,-3.19969,-1.88417,0.541132,637.227,75.7827,9283.16,0.0687366,0.827732,0.0148152,9270.56,-0.000692694,0.0412021,-12.3098,-18.1177,118.877,98,0.903735,11.3603,10.9468,117.475,139.383,1.40193,-41.3827 
6,0.016,47.2387,1.5,6,8413.35,-0.108048,17.3796,11.2203,118.169,0.181568,4.67458,448.397,-3.31009,-2.02482,-7.97957,-2.93107,-2.28046,-158.653,840.782,31.1784,8125.32,6375.64,-2.3111,-1.02583,-5.98158,-1.93208,-1.28147,0.522698,967.155,42.6668,8251.7,0.111923,0.92833,0.00943505,8641.23,-0.00050123,0.106866,-9.86184,9.61792,118.345,91.4191,0.791005,11.4687,11.0153,117.637,139.5,0.708056,-48.0812 
7,0.1,47.3227,2,7,8538.41,-0.154858,17.6223,11.524,118.14,0.682676,-252.967,491.328,-4.10238,-4.94419,-7.961,-2.56771,-2.25643,-109.076,360.095,31.4949,8789.69,12232.7,-3.41556,-4.25737,-6.58737,-1.88089,-1.56961,0.628059,446.978,39.3934,8876.57,0.0513638,0.866377,0.0081088,8702.19,-0.000166833,-0.00980933,13.5169,-5.85156,109.065,72.901,0.861406,11.4388,10.9334,117.532,139.704,-8.46694,-66.8032 
8,-0.008,47.2147,1.55,8,8828.31,-0.0018747,18.7782,10.8632,118.253,-0.00455533,-36.198,500,-6.6181,-4.57364,-6.81353,-2.0973,-7.83251,-188.332,306.975,79.7984,9235.8,6645.99,-5.43222,-3.38776,-4.44178,-0.911425,-6.64663,0.786656,456.988,93.4359,9385.82,0.0497495,0.736483,0.018008,9185.8,-0.000276407,-0.0115052,-12.2837,7.03834,113.143,71.754,0.937965,11.1949,10.7637,117.585,139.112,-4.44155,-67.3584 
9,0,47.2227,1.32,9,8651.6,-0.128289,18.7203,10.9753,118.185,0.794896,128.151,7.27234e-09,-9.16862,-3.16863,-2.39429,-0.841945,-3.79588,-153.212,323.08,46.6738,9056.18,10004.5,-8.20389,-2.2039,-0.46482,0.122789,-2.83115,0.965774,445.119,57.7682,9178.22,0.049563,0.814918,0.0114614,8980.86,-0.000296975,-0.0108183,11.6676,7.17369,116.879,70.5299,0.954613,11.0976,10.4829,117.64,139.48,-0.761021,-68.9496 
