cyc,sweep,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
19,45.9,0,19,3620.94,-0.00527722,7.63051,-10.6252,95.4657,0.00464716,4.80741,5.86652e-13,-0.557556,0.0659936,-0.456175,-0.448448,0.827093,-52.7347,-23.7753,13.8892,3733.21,2640.02,-0.2255,0.39805,0.207937,-0.116392,1.15915,0.853899,50.1902,19.3681,3807.17,0.0147597,0.596903,0.00928428,3400.5,-7.37645e-05,0.00430232,-1.32793,-2880.19,108.542,57.614,0.448893,10.4707,9.50021,94.9109,123.124,13.631,-65.5099 
20,46.05,3,20,3582.38,0.00253313,6.39817,-12.1171,95.4955,-0.00978132,9.57894,68.4793,0.502949,-0.275849,-1.8873,1.11621,1.0185,-56.5423,655.22,25.3239,2883.02,2526.82,0.858981,0.0801827,-1.17524,1.47225,1.37454,1.45016,734.526,31.1984,2962.33,0.219827,0.930813,0.0190313,3341.38,0.000257654,0.069703,11.1173,9.1273,96.1155,70.6813,0.290759,11.2006,10.3623,94.9826,121.305,1.1329,-50.6232 
21,46.05,0,21,4093.06,0.0189301,7.97374,10.8808,95.6578,0.00546398,-9.95247,317.102,1.16816,-0.801398,-3.09211,-0.629427,0.476007,-24.9419,52.6988,10.6737,3889.9,2826.12,1.32521,-0.644346,-2.77801,-0.472375,0.633059,-0.434579,87.6823,13.2651,3924.88,0.024758,0.79067,0.00618732,3541.58,0.000342553,0.00596475,-11.25,9.66375,115.079,55.4025,0.459278,10.2786,9.62007,95.2302,122.57,19.8484,-67.1673 
22,45.9,3,22,5131.2,0.0186711,9.16418,11.9312,95.406,-0.0178987,11.0725,12.343,0.202616,1.61938,1.73764,-1.04456,0.540247,-45.239,724.947,29.6855,4292.73,3565.83,0.487474,1.90424,2.30736,-0.759707,0.825105,0.515716,788.399,34.3856,4356.18,0.170581,0.929087,0.0143323,4621.84,0.000375047,0.0760446,11.19,9.11065,96.3002,72.1735,0.421926,11.4381,10.4938,94.935,123.323,1.36517,-51.1496 
23,45.9,0,23,4114.76,0.00564892,8.25601,10.7207,95.5419,-0.00035478,9.01776,9.65618e-10,0.937031,0.986271,1.00187,-1.23734,-0.459612,-5.50536,29.5541,20.4418,4029.48,2881.41,0.971697,1.02094,1.0712,-1.20268,-0.424946,0.254147,37.2759,21.0138,4037.2,0.0103832,0.503388,0.00949717,3590.01,0.000258333,0.0164274,1.43341,0.101407,120.976,56.9211,0.480356,10.3521,9.51764,95.0422,122.942,25.9333,-66.0212 
24,46.05,3,24,3395.15,-0.00585731,6.61373,11.3055,95.6838,0.00747406,7.99994,5.57998e-12,-0.751677,-0.0589388,0.357617,0.750374,-0.730908,-41.138,515.899,24.1565,2898.21,2436.01,-0.492642,0.200096,0.875688,1.00941,-0.471873,0.21861,573.599,28.4306,2955.91,0.180673,0.920184,0.0174093,3174.8,0.000117986,0.0633338,10.7591,9.12414,95.9173,71.3128,0.310231,10.7807,10.1595,95.1529,121.899,0.764359,-50.5862 
25,46.05,0,25,3728.57,-0.0158864,7.76552,10.6615,95.6213,0.0342981,6.10251,108.865,-0.322901,-1.32906,-1.7884,0.833728,0.31024,-34.9202,-11.5363,32.9833,3738.6,2701.96,-0.103018,-1.10918,-1.34863,1.05361,0.530123,-0.380249,37.4426,36.6113,3787.58,0.0111089,0.368848,0.0174946,3370.51,0.000137141,0.00479833,13.4127,-9.00549,117.688,54.6645,0.462834,10.0421,9.35342,95.3103,123.278,22.3772,-68.6131 
26,45.9,3,26,4599.7,-0.00154354,8.26765,12.1059,95.6316,-0.00414279,2.86031,226.74,0.452282,2.18981,2.78254,0.776973,-0.661265,-29.3148,609.733,22.3464,3972.76,3258.56,0.636869,2.37439,3.15171,0.96156,-0.476677,0.525906,650.85,25.3921,4013.88,0.155592,0.936089,0.0115191,4183.06,0.000283355,0.0690505,10.7101,9.05396,95.1962,72.0184,0.391433,11.3658,10.4033,95.2281,123.032,-0.0318619,-51.014 
27,45.9,0,27,3798.41,0.00488826,7.76146,10.5589,95.5435,-0.0131383,-4.37429,418.595,-0.455022,0.107611,1.16172,0.578613,-1.61397,11.1373,65.8594,21.277,3739.1,2669.7,-0.525151,0.0374823,1.02147,0.508484,-1.6841,2.59152,50.2382,20.1199,3723.48,0.0151006,0.587939,0.00985576,3326.9,0.000216766,0.00821413,10.983,-7.92316,114.209,57.5554,0.450519,10.1117,9.49206,95.099,123.177,19.1099,-65.6213 
28,46.05,3,28,4001.09,0.0135505,7.15473,11.9324,95.8577,-0.0105952,9.49384,328.151,0.738805,0.2072,0.160065,-1.35556,-0.826471,-32.1446,682.878,29.5297,3241.56,2782.45,0.941211,0.409606,0.564877,-1.15315,-0.624065,-3.0792,727.964,32.8694,3286.65,0.201083,0.92677,0.0180894,3620.21,0.000303931,0.0696177,11.6892,9.15081,96.1197,72.1106,0.331351,11.2911,10.1436,95.2746,123.1,0.845172,-50.9896 
29,46.05,0,29,3322.45,-0.00471763,6.86832,10.5854,95.4264,0.000173861,10.873,11.1734,0.669159,0.0245751,0.86006,1.28962,-1.68393,-13.0349,7.44897,26.7372,3305.93,2366.8,0.751236,0.106652,1.02421,1.3717,-1.60185,0.379997,25.7317,28.0915,3324.21,0.00871955,0.343585,0.0153283,2951.04,0.000146998,-0.000291727,0.733137,-0.151579,110.982,49.9745,0.413676,10.0602,9.3612,95.0141,122.029,15.9683,-72.0543 
30,45.9,3,30,4214.37,-0.00644347,7.78117,11.9866,95.6958,-0.000241618,8.80931,1.71532e-11,-0.649941,-0.794373,2.45567,-0.0331937,1.35508,-21.1358,586.349,31.0109,3669.41,3036.3,-0.516854,-0.661286,2.72185,0.0998929,1.48817,0.130892,615.994,33.2068,3699.05,0.159124,0.913794,0.0162678,3871.16,0.000222365,0.0625314,10.9056,8.88049,96.128,71.1927,0.371559,11.4471,10.0936,94.9574,121.939,1.1706,-50.7461 
31,45.9,0,31,3948.76,0.00469124,7.72748,11.0309,95.5094,-0.00900037,9.08854,224.85,1.39398,1.64575,1.35529,0.695041,1.74263,-45.0135,42.3286,34.0339,3856.1,2777.54,1.67741,1.92919,1.92217,0.978479,2.02606,0.774746,105.464,38.7107,3919.23,0.0296716,0.608888,0.0178695,3554.39,0.000215372,0.00825154,11.3786,6.63319,117.668,54.5376,0.464878,10.3736,9.37133,95.0827,122.252,22.5854,-67.7143 
32,46.05,3,32,3698.06,0.00447526,6.73552,11.8506,95.8265,-0.0109752,6.80072,48.4165,-0.345517,1.43697,2.66455,1.38988,-1.22718,-66.0523,661.153,36.839,2974.37,2600.83,0.0703971,1.85288,3.49638,1.8058,-0.811269,0.454899,753.798,43.7016,3067.02,0.218317,0.907889,0.0255766,3452.77,0.000291456,0.0689805,10.9816,9.05558,96.0182,72.0502,0.314845,10.9768,10.1195,95.1183,122.48,0.89985,-50.4295 
33,46.05,0,33,3710.15,0.0140891,7.6245,10.3451,95.6933,-0.0212088,13.0364,2.18051e-11,1.16635,-1.21754,1.51078,-0.427458,0.554886,-27.2047,36.1972,19.218,3603.27,2576.69,1.33766,-1.04624,1.85338,-0.256157,0.726187,0.291203,74.3544,22.0445,3641.43,0.0226773,0.658398,0.0110288,3278.81,0.000197153,0.0069866,11.0085,-7.77191,117.111,55.056,0.443198,9.94049,9.6492,95.351,123.131,21.7604,-68.0755 
34,45.9,3,34,4617.03,0.0104017,8.28008,11.9696,95.5824,-0.00927398,-11.6978,364.928,0.207726,-1.42282,1.50848,0.725363,-0.384456,-35.1549,667.945,27.249,3877.3,3229.87,0.429087,-1.20146,1.95121,0.946724,-0.163095,0.00573447,717.253,30.9015,3926.61,0.171893,0.929891,0.0142898,4172.67,0.000352995,0.0753503,11.0315,8.53737,96.7265,72.1869,0.391476,11.2217,10.3032,95.0355,123.22,1.69093,-51.033 
35,45.9,0,35,3892.63,0.0100107,7.69713,10.8376,95.3902,-0.0191955,22.1966,263.76,0.0027009,0.129059,0.995867,-0.152762,-0.949219,-28.3376,78.5886,27.5291,3732.06,2729.42,0.181135,0.307494,1.35274,0.0256723,-0.770785,-0.233965,118.335,30.4733,3771.81,0.0344244,0.689344,0.0146645,3437.53,0.000221569,0.00807257,10.7363,10.0197,113.557,54.9859,0.465878,10.2664,9.23806,94.8476,123.453,18.7099,-68.4675 
36,45.9,0,36,3681.06,-0.000429176,7.37488,10.8486,95.8067,-0.00602879,-2.66086,313.517,1.05617,0.0554916,2.39918,1.4765,2.34808,-44.3465,53.9018,40.8192,3594.27,2605.01,1.33541,0.33473,2.95765,1.75574,2.62731,0.671767,116.102,45.4266,3656.47,0.0348258,0.593573,0.0223736,3333.8,0.000287465,-0.00416515,37.0143,-4.50499,118.655,78.0881,0.440991,10.3305,9.30178,95.3155,122.122,23.3395,-44.0344 
37,45.9,0,37,3619.67,-0.0115007,7.44947,10.7295,95.1492,0.0146989,-1.88997,16.041,0.882115,-0.364708,1.22227,1.52169,0.39439,-16.3897,-1.60579,25.2487,3589.2,2602.85,0.985316,-0.261506,1.42867,1.62489,0.497592,0.665805,21.3823,26.9515,3612.19,0.00668174,0.311935,0.0135581,3200.11,0.000129867,-0.00308927,1.52681,-0.153053,113.684,57.6169,0.435509,10.3836,9.4809,94.7896,123.462,18.8945,-65.8448 
38,45.9,0,38,3788.92,0.0167508,7.58466,10.6005,95.7906,-0.0638076,-35.2517,395.267,0.624175,-0.801756,1.94214,-0.245895,0.922131,-53.0472,43.2869,22.6287,3656.64,2690.56,0.958199,-0.467732,2.61019,0.0881296,1.25616,0.412773,117.691,28.1401,3731.04,0.0346046,0.705005,0.0137031,3401.01,0.00023079,0.0100121,7.47492,7.03427,110.565,57.3917,0.463276,10.0677,9.25048,95.2335,122.991,15.3316,-65.599 
39,45.9,0,39,4051.86,0.0186491,7.89852,10.8763,95.2506,-0.0582479,32.4389,7.59269,1.41575,-0.870715,1.73396,0.871929,0.805361,-58.9207,67.0568,15.4256,3850.56,2858.05,1.78676,-0.499708,2.47597,1.24294,1.17637,0.599508,149.699,21.5472,3933.2,0.0414573,0.798792,0.00999075,3610.92,0.000284426,0.00672767,10.2904,9.09005,113.403,54.8277,0.449009,10.3775,9.79129,94.7287,122.123,18.6739,-67.2956 
40,45.9,0,40,3800.65,0.0291119,7.4342,10.6608,95.5089,-0.0629046,-28.9732,295.196,-1.88118,0.391255,0.292895,0.0327319,-1.56948,-47.2937,29.646,21.664,3597.66,2639.32,-1.58338,0.68905,0.888487,0.330528,-1.27169,1.93821,95.98,26.5777,3664,0.028907,0.673587,0.0131859,3320.3,0.000356812,0.00972755,1.44463,-30.9185,92.116,92.9999,0.43918,10.191,9.35565,95.0651,123.394,-2.94916,-30.3938 
41,45.9,0,41,3619.23,0.00766892,7.29965,10.6506,95.3207,-0.0161661,8.72022,130.766,-0.666946,3.64814,-0.337887,-0.842832,0.327602,-63.7523,0.919296,26.7492,3538.76,2535.46,-0.265515,4.04957,0.464975,-0.441401,0.729033,0.897507,90.3381,33.3728,3628.18,0.0275158,0.607353,0.0166618,3283.14,0.000226346,0.00655694,6.99491,-6.06057,112.589,58.0717,0.425486,10.2054,9.5267,94.9132,122.572,17.6759,-64.5 
42,45.9,0,42,3940.29,-0.000523169,7.75023,11.0511,95.8576,-0.0145182,5.71977,216.815,-0.24578,0.0433256,2.66639,1.10601,-2.58611,-38.4767,36.1849,20.3699,3822.86,2790.84,-0.00350307,0.285603,3.15094,1.34829,-2.34383,-0.292691,90.1522,24.3675,3876.83,0.0257448,0.678881,0.0114459,3501.76,0.00021667,0.00840165,13.6554,8.51275,117.793,56.1389,0.44842,10.409,9.58074,95.2361,121.595,22.5568,-65.4564 
43,45.9,0,43,3268.84,0.0120572,6.71667,10.3672,95.4837,-0.00486364,13.17,8.15744,0.0918413,1.75156,3.71277,1.55132,-0.414712,-49.9904,-9.94878,20.9052,3233.82,2268.88,0.406617,2.06634,4.34232,1.8661,-0.099936,0.493987,60.1676,26.099,3303.94,0.0202746,0.568472,0.0143427,2967.63,0.00019848,-0.0144212,-0.106879,8.10464,105.943,76.5573,0.401261,10.0849,9.32483,94.8458,121.515,11.0969,-44.9581 
44,45.9,0,44,4156.48,0.00651238,8.25025,10.7478,95.3282,0.0176943,-0.138297,4.63758e-12,1.40108,1.98318,1.89312,-0.0622923,0.541239,-51.4118,48.6738,20.0882,4034.91,2886.64,1.72481,2.30691,2.54058,0.261434,0.864966,0.669999,120.784,25.4297,4107.02,0.0323387,0.730758,0.0112772,3734.96,0.000213095,0.00682372,12.8244,7.83459,116.489,57.564,0.477047,10.3343,9.67596,94.8722,123.51,21.6172,-65.9462 
45,45.9,0,45,3435.21,-0.000114387,6.85654,10.4305,95.9599,-0.0312365,-25.2071,500,1.14378,0.928452,4.45831,1.5552,1.09497,-27.4542,79.3339,21.4506,3244.96,2353.74,1.31665,1.10132,4.80405,1.72807,1.26784,0.529841,117.841,24.303,3283.47,0.0391851,0.734802,0.0134511,3007.3,0.000298741,0.00839715,11.0251,-9.22622,116.798,56.0871,0.412038,9.82968,9.30085,95.5449,123.673,21.2529,-67.5857 
46,45.9,0,46,3845.22,-0.000590513,7.86597,10.3962,95.5577,0.0279409,-38.7043,500,1.16146,-1.06179,3.51444,1.15832,-0.325444,-45.1209,48.5184,25.9168,3721.34,2697.3,1.44557,-0.777671,4.08267,1.44243,-0.0413298,0.336332,111.805,30.6047,3784.63,0.0324799,0.676118,0.0146777,3442.28,0.000244977,0.00981528,8.94146,7.9779,118.048,54.2922,0.471758,10.0237,9.19739,95.1266,123.086,22.9212,-68.7942 
47,45.9,0,47,4333.17,0.0173456,8.45538,10.8991,95.79,0.0166705,-5.75357,269.211,0.86273,0.394937,1.74536,1.76057,-0.332433,-45.8961,64.6045,19.6531,4161.56,3003.1,1.15173,0.683933,2.32335,2.04957,-0.0434376,0.623147,128.978,24.4216,4225.93,0.03352,0.751114,0.0105334,3847.8,0.000271367,0.00821026,11.9081,10.3539,114.559,56.2945,0.483505,10.4698,9.64882,95.3111,122.861,19.2479,-66.5662 
48,45.9,0,48,3773.68,0.0180916,7.51138,10.6397,95.4712,-0.0430594,12.9918,1.09132,-0.0201955,1.4569,1.53891,1.16669,-2.0269,-33.9227,60.5006,16.9403,3654.95,2619.82,0.193406,1.6705,1.96611,1.38029,-1.8133,0.421223,108.08,20.4647,3702.53,0.0321065,0.751113,0.0100791,3366.31,0.000228009,0.00780722,10.5687,-10.1064,113.641,56.4828,0.451899,10.1036,9.3487,94.9902,123.092,18.651,-66.6089 
49,45.9,0,49,3373.67,0.0226489,6.71134,10.5363,95.8967,0.0906628,34.4772,119.371,0.760456,-0.109724,3.57774,0.914625,0.595758,-16.3841,72.2929,18.768,3272.99,2403.69,0.863622,-0.00655777,3.78407,1.01779,0.698925,0.404819,95.2732,20.4703,3295.97,0.031803,0.726743,0.0113113,2995.73,0.000216642,0.00602394,12.9938,10.1452,114.734,55.9816,0.408044,10.1046,9.20621,95.3342,122.778,19.4,-66.7965 
50,45.9,0,50,3468.33,-0.00212582,7.04188,10.7327,95.6001,-0.000359922,7.17051,44.0303,0.645062,0.0376033,3.47063,-0.927686,0.451339,-33.6486,23.76,26.7006,3430.28,2460.41,0.856938,0.24948,3.89438,-0.71581,0.663215,0.212971,70.9555,30.1966,3477.47,0.0226613,0.573149,0.015744,3131.13,0.000198279,0.0105996,0.995638,-9.78652,103.15,49.7033,0.415407,10.2233,9.42557,95.137,123.194,8.01279,-73.4909 
51,45.9,0,51,3807.09,0.0141781,7.64838,10.602,95.5864,-0.0346363,0.90899,72.5444,0.401957,-0.231093,1.19755,-3.82649,1.00895,-32.2779,14.6311,24.6167,3648.85,2640.7,0.605202,-0.0278476,1.60404,-3.62325,1.21219,7.98449,59.904,27.9702,3694.12,0.0180939,0.550326,0.0137557,3310.73,0.000276407,0.00766765,11.1182,6.94011,117.382,55.7084,0.443623,10.1975,9.45154,95.0932,121.992,22.2886,-66.2831 
52,45.9,0,52,4391.2,0.0125616,8.55879,10.9781,95.5606,0.0864141,-73.7023,20.1643,0.941769,-0.485313,1.21381,-0.0655967,-1.11685,-10.4424,12.2492,32.4157,4251.6,3266,1.00752,-0.41956,1.34532,0.000156561,-1.05109,-0.524712,26.8957,33.5007,4266.25,0.00711302,0.314489,0.0142589,3781.19,0.000259912,0.00888055,-10.6796,8.06596,117.652,56.3508,0.494216,10.5677,9.56186,95.0264,123.539,22.6252,-67.188 
53,45.9,0,53,3361.44,0.0100837,6.82365,10.5328,95.6176,-0.0146014,6.57901,8.77822,1.85132,1.11131,0.19759,2.06637,0.329989,-43.2936,22.0698,23.4553,3270.93,2342.8,2.12393,1.38392,0.742807,2.33898,0.602597,0.896721,82.7934,27.9534,3331.66,0.0274637,0.628595,0.0152205,3014.65,0.000209067,0.00621351,-12.3137,-6.72629,118.635,54.5835,0.401932,10.0594,9.44174,95.0754,123.06,23.5593,-68.4768 
54,45.9,0,54,3414.29,0.0089551,6.85966,10.6635,95.6779,-0.00582364,-7.94617,243.1,0.477612,0.872156,1.87793,0.925735,0.129587,-28.1924,37.9434,23.2283,3318.38,2382.71,0.655132,1.04968,2.23297,1.10326,0.307107,0.582477,77.486,26.1574,3357.92,0.0255522,0.628632,0.0141465,3032.46,0.000270191,0.00240349,0.0303749,8.83824,106.316,62.9913,0.404209,10.207,9.3583,95.1267,122.491,11.1894,-59.4998 
55,45.9,0,55,3722.8,0.0059461,7.47938,10.5047,95.7105,-0.0360109,10.0371,1.52641e-07,0.0195178,-0.976042,-0.199646,0.50702,-0.583243,-63.9957,59.0899,21.6967,3578.37,2569.44,0.422482,-0.573078,0.606282,0.909984,-0.180279,0.488538,148.85,28.3456,3668.13,0.0440802,0.750045,0.0140351,3376.8,0.000267938,0.00557987,18.1794,-7.55156,117.837,55.0239,0.442698,10.1476,9.27169,95.27,123.041,22.5666,-68.0174 
