cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,97,43.248,0,48.55,-0.2,0.19,0.01,10,20047.4,-0.0444531,36.0499,12.2192,114.257,0.0283709,16.3355,203.61,-0.291562,-1.91076,1.63877,1.56162,-0.777922,-177.168,11016.6,34.5099,8951.96,14354.8,0.824017,-0.795182,3.86993,2.6772,0.337658,0.440246,11157.7,47.3391,9093.08,0.520589,0.99263,0.00949901,21432.9,-6.10784e-05,1.1112,12.3836,9.96556,113.742,89.3369,0.830443,11.9568,11.0174,113.633,139.364,0.109032,-50.0274 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,9560.6,-0.0259599,17.6798,12.2676,114.189,0.0108772,8.15512,500,-1.24787,1.03089,0.474865,-0.433458,-0.599819,-288.155,85.4692,31.2863,9832.88,7063.35,0.566566,2.84533,4.10374,1.38098,1.21462,0.594141,314.995,52.1523,10062.4,0.0269561,0.775351,0.00945712,11685.5,-0.00135983,0.0103029,-25.1987,68.3773,134.998,113,0.920142,11.9881,10.7648,113.395,138.162,21.6035,-25.1619 
12,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,12,10008,-0.00306065,17.7192,12.8423,114.067,0.00126929,10.3262,0.00239408,-4.37462,-1.98396,-1.25054,1.01011,3.22793,-238.77,1505.94,24.9938,8817.55,7408.11,-2.87114,-0.480487,1.7564,2.51358,4.7314,0.689119,1696.13,42.2837,9007.74,0.142833,0.958197,0.00857299,11874.9,-0.000405368,0.127309,13.0757,11.3877,113.812,90.6634,0.735436,12.6913,11.7125,113.328,139.344,0.48371,-48.6802 
13,97,43.248,4.5,48.55,-0.2,0.19,0.01,13,17881.9,-0.0529606,33.0378,11.9387,114.279,-0.0214019,109.93,468.245,0.950707,-2.06164,5.82159,1.82609,-0.136884,-214.145,9504.95,-1.60417,8477.29,12916.5,2.29912,-0.713222,8.51842,3.1745,1.21153,0.412132,9675.52,13.9026,8647.87,0.497517,0.997492,0.00295269,19447.6,-0.000303873,0.984205,12.1517,9.94647,113.84,89.5972,0.817846,11.9279,10.7026,113.66,139.602,0.180002,-50.0051 
14,97,43.248,0,48.55,-0.2,0.19,0.01,14,19314.7,-0.0576662,34.9347,12.2196,114.419,-0.0242638,62.2437,500,1.7333,5.16785,1.03067,1.51694,1.46471,-168.824,10143.7,28.3105,9170.02,13945.8,2.79634,6.23089,3.15675,2.57998,2.52775,0.817442,10278.2,40.5355,9304.49,0.494327,0.993146,0.00796133,20792.3,-0.000157797,1.05412,12.2939,9.74408,114.025,89.3328,0.862129,12.1138,10.7832,113.642,139.26,0.383841,-49.9276 
15,75,46.2227,0,46.05,0.2,-0.19,-0.01,15,9765.82,-0.0751121,18.3443,12.2925,114.283,0.00675407,236.889,4.8246e-07,-5.01908,-1.43469,0.846596,1.79496,-0.475912,-289.024,101.769,29.1478,10128.3,7392.8,-3.19917,0.385215,4.48641,3.61486,1.34399,0.32345,331.987,50.0768,10358.5,0.0275803,0.791158,0.0088268,12037.1,-0.000531155,0.0170166,15.4289,11.4434,118.263,103.891,0.937494,12.0211,11.0074,113.588,139.536,4.6755,-35.6444 
16,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,16,9836.25,-0.0137039,17.6036,12.7375,114.241,0.042034,-22.6656,500,0.729247,-1.45896,1.6686,2.53211,-3.47678,-214.932,1340.07,21.8437,8793.24,7330.32,2.08262,-0.105591,4.37534,3.88548,-2.1234,0.460796,1511.27,37.4075,8964.45,0.129822,0.958482,0.00762823,11641.1,-0.000396535,0.124678,12.0947,11.0691,113.718,90.4311,0.725713,12.8231,11.7514,113.511,139.402,0.206096,-48.971 
17,97,43.248,4.5,48.55,-0.2,0.19,0.01,17,19231,-0.031831,34.8239,12.1876,114.42,-0.0377841,-1.24525,0.363609,-4.3629,-1.78847,-0.624044,1.69542,1.98562,-132.405,10010.1,19.9074,9260.99,13817.8,-3.52918,-0.954748,1.04339,2.52914,2.81934,0.453134,10115.5,29.4951,9366.46,0.488682,0.994923,0.00576736,20699.6,-0.000206254,1.00921,12.3362,10.0167,113.972,88.7547,0.859124,11.9786,11.0616,113.764,138.838,0.208204,-50.0831 
18,97,43.248,0,48.55,-0.2,0.19,0.01,18,19251.5,-0.0829725,35.4748,12.0531,114.305,0.011488,-97.6823,180.185,-0.210646,0.718481,0.314325,0.10548,0.598877,-162.356,10470.2,22.3327,8848.21,13955.7,0.811669,1.7408,2.35896,1.1278,1.62119,0.692059,10599.6,34.0893,8977.53,0.510966,0.994403,0.00694621,20744.2,-0.000198354,1.07045,12.2182,9.96348,113.809,89.6239,0.820611,11.9194,11.0794,113.558,139.764,0.251278,-50.1398 
19,75,46.2227,0,46.05,0.2,-0.19,-0.01,19,8759.06,-0.111531,16.538,12.2636,114.293,0.360952,185.562,279.94,-0.392548,-2.17014,2.41694,0.567027,2.31533,-257.996,89.0611,34.6413,9005.13,8782.71,1.23198,-0.545605,5.666,2.19156,3.93986,0.546131,294.564,53.3234,9210.64,0.0275227,0.759421,0.010552,10702.6,-0.000482568,0.0202408,-14.707,9.79659,118.893,103.148,0.836144,12.0241,11.0531,113.69,137.854,5.203,-34.7065 
20,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,20,9881.88,-0.148135,18.1241,12.7702,114.443,-0.109928,221.766,479.131,0.476177,-0.158165,-2.38759,0.615319,-0.280241,-236.184,1488.1,28.5511,8783.95,8327.99,1.96337,1.32903,0.586796,2.10251,1.20695,0.918372,1676.23,45.6538,8972.08,0.141877,0.954505,0.00928639,11814.7,-0.000530457,0.1311,12.8276,11.2507,114.247,90.238,0.732447,12.728,11.7507,113.697,139.372,0.550027,-49.1339 
21,97,43.248,4.5,48.55,-0.2,0.19,0.01,21,18662.3,-0.105139,34.5498,12.0781,114.464,0.099943,290.793,61.74,1.36248,0.257154,0.812727,1.60506,-1.83616,-181.09,9520,4.83272,9303.95,14530.5,2.50275,1.39743,3.09327,2.74533,-0.695884,0.657933,9664.25,17.9459,9448.19,0.475119,0.996761,0.00348669,20340.7,-0.000332702,1.0087,12.164,9.69034,114.08,89.2707,0.887008,11.9321,10.8116,113.754,139.22,0.325791,-49.9494 
22,97,43.248,0,48.55,-0.2,0.19,0.01,22,19806,0.023835,36.0689,12.0612,114.551,-0.0335058,-4.16045,2.76777e-12,0.137337,0.874618,2.15789,2.94082,3.84022,-166.115,10459.9,16.0332,9275.7,14166.4,1.18332,1.9206,4.24984,3.9868,4.8862,0.738096,10592.2,28.062,9408.01,0.499084,0.995385,0.00546456,21223.2,-0.000107062,1.10266,12.1528,9.72291,114.167,88.6513,0.876707,12.0267,10.8042,113.795,138.544,0.372792,-49.8924 
23,75,46.2227,0,46.05,0.2,-0.19,-0.01,23,9804.15,-0.015253,18.1609,12.4608,114.5,0.00911987,22.5349,1.09452e-10,0.0150541,-1.46878,0.867941,2.53173,-1.07034,-232.362,170.258,39.0806,10036.3,7373.49,1.47818,-0.00565097,3.79419,3.99485,0.392788,0.606997,355.343,55.9065,10221.4,0.029847,0.784111,0.00997504,11905.5,-0.000465325,0.0237781,-15.2961,9.14682,116.653,104.91,0.902613,12.2204,11.1769,113.807,138.362,2.84658,-33.4525 
24,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,24,9394.07,-0.108523,16.7016,12.9545,114.244,-0.0264341,209.84,411.639,-2.1384,-1.0186,-2.27862,3.22032,1.91372,-206.741,1384.26,38.6041,8286.57,7223.81,-0.836609,0.283192,0.324965,4.52211,3.21552,0.956724,1548.94,53.5748,8451.25,0.139559,0.942926,0.0115428,11098.9,-0.000336604,0.111447,13.5697,11.3534,113.468,90.9882,0.681209,12.6591,11.901,113.542,139.613,-0.0743223,-48.6244 
25,97,43.248,4.5,48.55,-0.2,0.19,0.01,25,17104.3,0.0145829,31.1798,12.106,114.561,-0.000449235,-23.7379,500,-0.020899,1.10999,4.88071,1.13492,-0.24451,-187.096,9052.56,13.0668,8128.64,12288,1.1572,2.28808,7.2369,2.31302,0.933585,0.480435,9201.58,26.6149,8277.67,0.495899,0.994964,0.005888,18555.3,-0.000198487,0.912456,12.3775,9.97831,114.237,89.8236,0.766974,11.927,10.8963,113.769,139.879,0.467416,-50.0554 
26,97,43.248,0,48.55,-0.2,0.19,0.01,26,18750.8,-0.0500035,34.3299,12.0293,114.477,0.0045666,-13.6027,56.9408,0.0302373,-0.992333,0.714507,1.19684,0.38364,-155.69,10008.8,18.2511,8768.24,13445.4,1.01058,-0.0119942,2.67518,2.17718,1.36398,0.629215,10132.8,29.525,8892.25,0.502095,0.994927,0.00607918,20181,-0.000175718,1.04491,12.1828,9.78422,114.048,88.8952,0.840971,11.902,10.7579,113.772,138.947,0.27619,-50.0522 
27,75,46.2227,0,46.05,0.2,-0.19,-0.01,27,9540.15,0.00105828,18.1532,12.0235,114.711,-0.00331047,-7.4191,2.73984e-11,-1.65784,-2.76268,1.42388,0.670652,-3.0557,-290.501,104.479,18.5876,9852.73,7106.05,0.171363,-0.933476,5.08229,2.49986,-1.22649,0.0914008,335.874,39.6235,10084.1,0.0286315,0.828878,0.00718616,11730.9,-0.000534592,0.021828,16.1194,8.16146,117.729,102.764,0.930228,11.86,11.0098,114.052,139.02,3.67757,-36.2556 
28,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,28,9732.56,-0.0205296,17.2948,12.7927,114.518,-0.0131577,0.714661,500,-3.09078,-2.79841,2.89462,3.22058,-2.79646,-232.642,1413.43,9.44815,8642.14,7202.63,-1.6259,-1.33353,5.82438,4.68546,-1.33158,0.0634298,1598.74,26.2943,8827.45,0.138135,0.972023,0.00545713,11573.8,-0.000389981,0.12101,13.0767,11.1857,114.121,90.5876,0.735591,12.6461,11.5011,113.814,139.643,0.306757,-49.0551 
29,97,43.248,4.5,48.55,-0.2,0.19,0.01,29,18306.8,-0.0170972,33.215,12.163,114.579,-0.000331691,-11.5234,1.15803e-11,-0.660748,0.395782,0.913817,-0.479322,0.576475,-157.861,9476.28,7.27063,8729.71,13151.5,0.33326,1.38979,2.90183,0.514685,1.57048,0.567539,9602.02,18.7017,8855.45,0.489682,0.996603,0.00387524,19608.7,-0.000117882,0.966587,12.3078,9.93294,114.187,89.0075,0.81798,12.0316,10.9554,113.744,138.915,0.443081,-49.9075 
30,97,43.248,0,48.55,-0.2,0.19,0.01,30,19507.8,-0.0527062,35.2343,12.196,114.438,0.138836,-113.4,113.689,1.72282,1.74066,3.49485,3.338,-1.76394,-137.813,10093.2,18.9895,9343.87,14501.2,2.59059,2.60843,5.23039,4.20577,-0.896169,0.619304,10203,28.9689,9453.65,0.488518,0.995056,0.00561309,20885.6,-4.14171e-05,1.0386,12.2064,9.89465,114.033,89.2993,0.863224,12.0424,10.9861,113.625,139.076,0.40819,-49.7766 
31,75,46.2227,0,46.05,0.2,-0.19,-0.01,31,9604.08,-0.0244208,17.9616,12.148,114.471,0.0166562,18.7133,500,-0.588349,-1.70765,2.19665,0.643549,0.467327,-226.213,128.181,26.7853,9823.82,7113.2,0.836055,-0.283241,5.04546,2.06795,1.89173,0.47212,308.368,43.1659,10004,0.0265539,0.803233,0.00788575,11612.9,-0.00123954,0.00950314,22.9877,74.1324,133.327,113,0.907193,11.9311,11.0262,113.627,139.273,19.6999,-26.2726 
32,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,32,9297.08,-0.128834,16.8075,12.8845,114.673,0.067124,4.10982,409.577,-0.0691519,-2.43009,0.476548,0.41412,-1.52409,-218.724,1395.95,13.3644,8171.42,7058.62,1.30809,-1.05284,3.23104,1.79136,-0.146846,0.370267,1570.17,29.2027,8345.64,0.142733,0.968479,0.00640453,11000.7,-0.000350599,0.125664,12.9066,10.7546,114.281,90.748,0.692265,12.5665,11.6516,113.782,139.913,0.498502,-49.165 
33,97,43.248,4.5,48.55,-0.2,0.19,0.01,33,17068.3,0.00708299,31.0555,12.0501,114.102,0.00277411,3.61695,5.99674e-11,3.18674,-0.59593,3.70208,3.63225,-0.156766,-108.044,9356.78,11.3017,7652.68,12182.5,3.86707,0.084395,5.06273,4.31257,0.523559,0.634468,9442.84,19.1254,7738.74,0.51919,0.996468,0.00453193,18187.6,-9.82264e-05,0.964118,12.174,9.93243,113.675,89.6228,0.709288,11.9068,11.1254,113.397,139.781,0.278061,-50.1578 
34,97,43.248,0,48.55,-0.2,0.19,0.01,34,19611.9,-0.0103528,36.0252,11.9195,114.362,-0.0130239,30.048,3.79348e-12,2.26905,-2.68665,-1.05187,0.0828784,0.527124,-141.763,10405.6,27.6343,9245.6,13991.3,3.16169,-1.794,0.733424,0.975523,1.41977,0.836887,10518.5,37.8997,9358.52,0.498659,0.993734,0.00740483,21093.7,-0.000145533,1.09567,12.0419,9.79422,113.893,89.5547,0.877885,11.8385,10.8864,113.677,139.573,0.216569,-50.018 
35,75,46.2227,0,46.05,0.2,-0.19,-0.01,35,9122.31,-0.173937,17.8587,12.2,114.547,0.209274,1109.04,478.545,-3.0658,-5.38783,-5.10824,-2.64564,0.000879727,-273.452,90.0066,23.323,9646.09,14648,-1.34395,-3.66598,-1.66454,-0.923786,1.72273,0.7167,307.821,43.1243,9863.9,0.0268745,0.803105,0.00798921,11454,-0.000727021,0.0202288,-14.4328,-10.869,121.188,107.365,0.9074,11.9327,10.9639,113.843,139.741,7.34417,-32.3766 
36,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,36,9041.97,-0.0245068,15.9987,12.7989,114.643,-0.00577986,10.098,500,-0.12152,1.14272,0.00101378,-0.393043,0.320439,-193.712,1336.6,21.0115,7932.53,6667.71,1.09823,2.36247,2.44051,0.826707,1.54019,0.704828,1490.9,35.0387,8086.83,0.140267,0.960497,0.00791828,10629,-0.000319334,0.117947,13.0732,10.8447,113.929,89.8323,0.687688,12.5987,11.3714,113.942,138.663,-0.0130358,-48.8306 
37,97,43.248,4.5,48.55,-0.2,0.19,0.01,37,17573.4,-0.0175316,32.1859,11.9952,114.419,0.0140276,0.136194,500,0.803374,-0.575192,1.65365,0.445001,0.119189,-154.08,9077.74,9.52132,8500.07,12568.1,1.77357,0.395008,3.59405,1.4152,1.08939,0.565265,9200.47,20.6786,8622.8,0.485661,0.996082,0.00439819,18944.2,-0.000137931,0.950615,12.1463,9.79392,113.931,89.2715,0.797277,11.9669,10.9207,113.809,139.457,0.12181,-50.1854 
38,97,43.248,0,48.55,-0.2,0.19,0.01,38,18760.4,-0.00574245,34.6921,11.8662,114.424,-0.0445741,14.5717,9.04677e-11,0.187552,1.61838,-1.93913,2.46968,-1.00319,-170.927,10116.5,14.5057,8572.87,13422.1,1.26383,2.69466,0.213426,3.54596,0.0730897,0.972606,10252.6,26.8829,8709.01,0.510238,0.995432,0.00565404,20093.8,-5.0686e-05,1.06997,12.0542,9.75263,113.979,89.0948,0.827919,11.7963,10.7336,113.645,138.921,0.333984,-49.8264 
39,75,46.2227,0,46.05,0.2,-0.19,-0.01,39,9759.84,-0.100113,17.9994,12.4088,114.436,0.0113567,84.0959,0.649892,-1.82534,-0.12311,-2.48064,0.0856005,-0.226329,-262.695,69.1564,28.7787,10000.8,7301.92,-0.171219,1.53101,0.827602,1.73972,1.42779,0.84545,278.402,47.8011,10210,0.023562,0.768952,0.00855058,11815.7,-0.000506188,0.0203393,-14.7979,-11.1098,120.057,105.964,0.915244,12.267,10.9817,113.723,138.755,6.33477,-32.7908 
40,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,40,10123.7,-0.0917406,17.9752,12.8125,114.564,-0.00811491,78.9713,480.436,-0.0752673,0.73807,-0.180602,3.5371,-0.423161,-241.443,1498.11,40.459,8857.34,7518.08,1.44503,2.25837,2.86,5.0574,1.09714,0.775121,1690.43,57.9425,9049.65,0.141856,0.94341,0.011657,11916.5,-0.000328773,0.12644,13,11.2968,114.388,90.5503,0.7355,12.721,11.7635,113.78,139.595,0.608367,-49.0452 
41,97,43.248,4.5,48.55,-0.2,0.19,0.01,41,17777.5,-0.0428063,32.179,12.1068,114.33,0.0364185,-1.26454,4.35283e-11,-1.77665,1.10723,1.38805,1.62293,2.52857,-160.96,9099.44,31.8427,8576.37,12683.7,-0.763126,2.12075,3.41509,2.63645,3.54208,0.688155,9227.65,43.4982,8704.58,0.48404,0.991818,0.00912133,19063.8,9.99782e-06,0.926485,12.1258,10.0296,113.939,89.6713,0.789466,11.9843,11.1032,113.568,139.866,0.370979,-50.1952 
42,97,43.248,0,48.55,-0.2,0.19,0.01,42,18551.7,0.245887,33.9448,11.7818,114.431,-0.410142,763.219,2.4798e-12,-0.528176,0.954249,2.00416,1.57607,-0.716323,-177.08,10021.4,4.42623,8547.2,23209.2,0.586852,2.06928,4.23422,2.6911,0.398706,0.575736,10162.4,17.2491,8688.25,0.508626,0.997038,0.00364386,19980.1,-0.000210153,1.07412,11.9915,9.72181,113.993,89.1028,0.82462,11.9074,10.6986,113.643,139.014,0.350274,-49.9113 
43,75,46.2227,0,46.05,0.2,-0.19,-0.01,43,10679.1,-0.102782,19.7177,12.3555,114.406,0.0768282,-185.44,493.65,0.125299,-1.03005,0.6559,1.77165,-0.186067,-320.361,72.8136,30.1598,10917,8394.5,2.14253,0.987181,4.69036,3.78888,1.83116,0.651018,327.993,53.3579,11172.2,0.0253226,0.778398,0.00872109,12952.6,-0.000463339,0.0192895,15.5165,10.5833,120.617,104.945,1.00187,12.1811,10.9912,113.685,138.209,6.93203,-33.2635 
44,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,44,10118.2,-0.107537,17.6357,13.1546,114.597,0.0209305,54.1912,19.464,-1.51318,-0.0192617,1.60264,1.65796,0.208059,-264.04,1498.81,27.9531,8856.8,7588.99,0.149407,1.64333,4.92782,3.32055,1.87065,0.586306,1709.12,47.0729,9067.12,0.142963,0.954018,0.00947288,11955,-0.000399764,0.128728,13.4344,11.0123,114.428,90.0155,0.729581,13.01,11.6421,113.656,138.816,0.77214,-48.8007 
45,97,43.248,4.5,48.55,-0.2,0.19,0.01,45,17316.8,-0.0204638,32.0478,11.8613,113.922,-0.0450348,47.6169,500,0.436103,0.0388027,3.14572,3.04415,0.582901,-201.254,9280.84,4.5968,8093.92,12444.3,1.70335,1.30605,5.6802,4.3114,1.85014,0.617524,9441.15,19.1701,8254.22,0.503034,0.996459,0.00425999,18768.4,-0.00019034,0.994525,12.081,9.61079,113.513,88.819,0.790159,11.7206,10.7319,113.209,138.863,0.303958,-50.0445 
46,97,43.248,0,48.55,-0.2,0.19,0.01,46,18911.4,-0.0518019,34.9232,11.9617,114.629,0.0220562,-33.763,499.941,1.14134,-0.432637,1.56269,-2.09686,-2.15737,-144.851,9851.05,7.92365,9040.87,13623.1,2.05343,0.479451,3.38686,-1.18477,-1.24528,0.0294657,9966.42,18.4127,9156.25,0.490643,0.996777,0.00369069,20313,-0.000121461,1.03449,12.0408,9.82266,114.148,89.373,0.850086,11.8743,11.0058,113.917,139.486,0.231381,-50.1131 
47,75,46.2227,0,46.05,0.2,-0.19,-0.01,47,9307.1,-0.143375,17.6041,12.4075,114.489,-0.0673951,-81.7525,379.722,-0.132937,-1.44219,-1.57703,-0.424672,-0.424414,-316.564,95.5514,29.7352,9688.36,7289.76,1.86038,0.551124,2.40961,1.56864,1.5689,0.697235,347.706,52.6584,9940.51,0.0300252,0.790496,0.00966398,11580.5,-0.000567382,0.0194479,14.4417,10.9732,119.968,103.948,0.869944,12.1038,11.2876,113.666,138.281,6.30157,-34.3339 
48,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,48,8942.53,-0.0775382,16.1133,12.6006,114.476,0.116429,0.0578356,7.41774,-0.701828,0.686288,2.28825,-1.82292,-0.792242,-238.713,1207.16,17.0218,8100.5,6609.78,0.801283,2.1894,5.29447,-0.319806,0.710869,0.389772,1397.3,34.3075,8290.65,0.129792,0.958803,0.00756515,10765.7,-0.000489744,0.109409,12.9172,10.8954,114.231,90.116,0.694366,12.6449,11.5024,113.679,138.921,0.552319,-48.805 
49,97,43.248,4.5,48.55,-0.2,0.19,0.01,49,19256.6,-0.0232186,34.785,12.1005,114.421,-0.0231538,-38.0507,2.79898,-0.698637,-0.408285,1.69588,-0.154916,0.212302,-149.644,9789.1,28.4307,9338.81,13730.9,0.243634,0.533986,3.58042,0.787355,1.15457,0.431676,9908.3,39.2668,9458.01,0.481082,0.993112,0.00758983,20595.8,4.06768e-05,1.0049,12.2124,9.88412,113.985,90.037,0.872426,11.8626,11.0274,113.68,140.115,0.304788,-50.0784 
50,97,43.248,0,48.55,-0.2,0.19,0.01,50,18846.8,-0.0411054,34.9435,11.8489,114.424,0.0648702,-100.415,99.5258,2.84277,1.03775,4.7444,0.570685,-0.287401,-204.055,9906.78,6.08127,9043.12,13690.5,4.12765,2.32263,7.31416,1.85557,0.997481,0.559852,10069.3,20.8574,9205.66,0.491865,0.996388,0.00415634,20471.7,-0.000249207,1.05853,12.0819,9.66088,114.066,89.9898,0.888522,11.7708,10.6013,113.645,140.177,0.421131,-50.1876 
51,75,46.2227,0,46.05,0.2,-0.19,-0.01,51,10428.6,-0.050498,18.9969,12.4106,114.436,-0.0987903,43.6139,0.00044263,1.62014,0.193111,0.0745131,0.792385,2.20869,-282.625,184.944,52.4178,10475.4,7815.1,3.39975,1.97272,3.63374,2.572,3.9883,0.766567,410.065,72.8834,10700.6,0.0328007,0.762754,0.0123914,12501.7,-0.000336539,0.0216043,-15.3348,13.2722,120.673,107.091,0.947503,12.1397,11.1343,113.749,139.409,6.92424,-32.3183 
