cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,0,8687.11,-0.129598,15.6301,13.013,98.0809,-0.0194515,-11.4452,485.968,2.43568,2.38919,3.24383,5.29196,1.43615,-43.4995,819.809,30.0172,8248.39,6628.39,2.70958,2.66309,3.79164,5.56586,1.71005,0.769368,880.821,34.5367,8309.4,0.113251,0.935789,0.00759823,7777.63,-0.000417437,0.106589,11.4643,8.92497,98.0279,67.9799,0.659125,12.8997,11.8258,97.5312,118.128,0.496684,-50.1477 
1,97,43.248,4.8,48.55,-0.2,0.19,0.01,1,17338.2,-0.0940409,31.6606,12.3311,98.0938,0.216984,-227.661,500,3.86069,3.93837,1.89601,1.25124,-1.87487,-149.437,8070.98,13.9317,9746.22,14317.2,4.80166,4.87934,3.77795,2.1922,-0.933901,0.743298,8280.58,29.4576,9955.82,0.500521,0.993813,0.00542094,16543.9,-0.000347849,0.859076,11.9506,9.582,98.0096,68.1742,0.856275,12.3748,11.1614,97.5013,117.748,0.508307,-49.5735 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,19311.5,-0.155066,35.4082,12.3435,99.0596,-0.221837,58.8549,11.7573,2.73745,6.03393,5.14186,-1.81773,0.389789,-161.774,9382.72,27.4158,10393.2,14652.8,3.7561,7.05257,7.17915,-0.799083,1.40844,0.613966,9609.63,44.2235,10620.1,0.521573,0.992011,0.00761236,18424.3,-0.000340663,1.00086,11.8264,9.63046,99.0009,68.1983,0.919747,12.3535,11.1554,98.4608,117.769,0.540093,-49.5703 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,8648.56,-0.0508058,16.2174,12.4452,98.1904,-0.0887218,20.5643,5.35098,5.48992,3.79927,1.57069,3.21079,2.40922,-58.7274,-142.365,5.3552,9220.28,6629.57,5.85971,4.16906,2.31027,3.58058,2.77901,0.876447,-59.9946,11.4567,9302.65,-0.00783097,1.50192,0.00226352,7661.2,-0.0011701,0.00503029,-4624.81,13.2541,130.213,45.6883,0.796083,12.3412,11.4436,97.8788,118.323,32.3339,-72.6348 
4,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,4,8704.63,-0.158794,15.6422,13.2389,98.0735,0.182331,-31.5841,450.852,3.05547,5.40418,-1.25781,0.190099,-1.04788,-39.2548,738.687,18.4575,8383.44,6928.77,3.30265,5.65136,-0.763456,0.437276,-0.800705,1.09754,793.746,22.536,8438.5,0.101792,0.952666,0.00489546,7797.7,-0.000485897,0.0948624,11.5961,9.11947,98.1089,67.1651,0.661395,12.993,11.9226,97.5779,117.765,0.530981,-50.6003 
5,97,43.248,4.8,48.55,-0.2,0.19,0.01,5,16507.4,-0.150187,30.3765,12.3647,98.8322,0.174569,-67.993,167.002,-0.293161,5.06141,3.75234,-0.411177,-2.00094,-149.505,7864.32,2.52155,9095.12,12613.3,0.64823,6.0028,5.63512,0.530214,-1.05955,0.520693,8074.02,18.0545,9304.81,0.51111,0.996102,0.00356158,15797,-0.00046982,0.810695,12.048,9.87964,98.8691,68.9267,0.788834,12.2871,11.4959,98.2061,118.808,0.663029,-49.8808 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,18581.5,-0.147729,34.425,12.2112,98.5589,0.196845,-18.7036,471.933,5.08045,5.89519,3.27411,0.81856,-0.054495,-183.159,8897.28,3.10124,10222.6,13804.3,6.23375,7.04849,5.58071,1.97186,1.09881,0.745563,9154.18,22.1307,10479.5,0.512777,0.995787,0.0038751,17852.2,-0.000402186,0.968866,11.6704,9.62561,98.3801,68.8683,0.89186,12.2942,11.2809,98.0063,118.582,0.373838,-49.7137 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,9254.8,-0.045138,17.0761,12.5617,98.1271,0.0461465,-19.849,500,4.48752,2.89996,-0.478587,0.131001,-5.30699,-65.0288,-188.177,-3.43517,9792.68,7012.64,4.89699,3.30943,0.340352,0.54047,-4.89752,0.918765,-96.968,3.32107,9883.89,-0.0119615,1.06376,0.00061858,8106.66,-0.000691188,0.0207848,-7.06246,15.0314,118.184,45.7794,0.817418,12.5142,11.6802,97.7892,118.109,20.3952,-72.3298 
8,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,8,9148.23,-0.136649,16.3254,13.2369,98.3153,0.222845,-104.975,500,2.72053,3.783,-4.42814,-2.36102,-0.450342,-63.7854,862.754,32.6786,8643.54,7796.2,3.12217,4.18464,-3.62486,-1.95938,-0.0487022,3.16556,952.22,39.3057,8733.01,0.116116,0.93263,0.00822281,8200.62,-0.000318666,0.101899,10.8514,9.67589,97.9842,68.5625,0.659161,13.0921,12.1933,97.8748,118.291,0.109331,-49.7288 
9,97,43.248,4.8,48.55,-0.2,0.19,0.01,9,16423.9,-0.107961,30.0745,12.2693,98.6112,0.660387,-19.0767,203.042,3.93932,2.02404,3.62868,-0.363092,-1.76584,-171.593,7666.18,32.7165,9133.44,12422.1,5.0198,3.10452,5.78963,0.717384,-0.685364,0.584853,7906.85,50.5443,9374.12,0.504027,0.988937,0.00983477,15687.4,-0.00016401,0.824254,11.6863,9.70079,98.5004,69.5223,0.799954,12.2519,11.2024,98.0372,119.392,0.463279,-49.8699 
