cyc,wait,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
140,80.01,2.5,140,2192.5,-0.208907,-7.13249,9.99859,91.0361,0.169203,-165.446,72.9346,0.0504781,-3.47999,3.2321,0.453038,-0.0703256,-36.1306,901.518,7.33409,2577.53,3232.83,0.277983,-3.25249,3.68711,0.680542,0.157179,-1.37828,949.38,8.27255,2625.39,0.291245,0.98498,0.00577093,3259.72,557.281,1521.35,10136.4,-0.00105396,0.12289,9.80463,8.19333,91.712,67.7553,0.315688,9.64484,9.72392,90.6661,117.63,1.04591,-49.8745 
141,90.01,2.5,141,2390.07,-0.248831,7.9085,-10.1326,91.0783,0.102977,23.4545,220.063,0.7119,0.0976019,2.65219,0.726505,0.297709,-24.6415,949.129,12.5549,2802.75,2687.24,0.867061,0.252763,2.96251,0.881666,0.45287,0.453095,981.771,13.1949,2835.39,0.282368,0.977021,0.00849966,3476.92,656.967,1630.47,12402.2,-0.00116197,0.124686,9.457,8.81457,91.4846,68.4579,0.350843,9.82546,9.51464,90.8011,118.679,0.683491,-50.2211 
142,40.01,2.5,142,2562.63,-0.111329,7.77753,9.92086,90.7917,-0.151312,179.781,0.354116,0.17667,0.0885071,1.13831,-0.0124998,-0.308193,-4.83049,1055.45,14.3141,2768.04,3397.36,0.207087,0.118923,1.19914,0.0179165,-0.277777,0.0522799,1061.84,14.4395,2774.44,0.303094,0.976756,0.00949615,3503.36,636.685,1897.17,11749.4,-0.000971522,0.133574,9.72954,8.9178,91.5572,68.0583,0.34559,9.49221,9.58386,90.2764,118.246,1.28082,-50.1878 
143,60.01,2.5,143,2506.94,-0.25936,8.10224,10.3509,90.9903,-0.0473364,125.196,307.168,-1.64409,-0.347555,2.16829,-0.740646,-0.89386,-30.4969,1098.75,10.4169,2851.35,2923.03,-1.45206,-0.155524,2.55236,-0.548615,-0.701829,9.34998,1139.15,11.209,2891.75,0.309225,0.983072,0.00708976,3683.89,699.581,2137.35,12807.8,-0.00124135,0.144127,10.1849,8.45303,91.6116,68.1389,0.357957,9.86102,9.39597,90.4481,118.19,1.16346,-50.0509 
144,20.01,2.5,144,2837.43,-0.233619,8.6413,10.1982,91.2829,0.309235,330.639,0.181482,0.934086,0.689732,-2.794,0.441103,-2.20503,18.114,1244.83,5.59246,2939.53,6197.21,0.820027,0.575673,-3.02212,0.327044,-2.31909,0.164807,1220.83,5.12197,2915.54,0.322417,0.992711,0.00322574,3786.51,743.827,2716.81,13612.9,-0.00105017,0.168328,9.47476,8.63262,91.8893,68.3952,0.375793,9.52697,9.37652,90.7663,118.47,1.12305,-50.0744 
145,10.01,2.5,145,2973.44,-0.150858,9.28278,9.64464,91.4337,0.632581,-243.701,9.30216e-09,0.680567,-2.07901,3.04072,0.819359,1.87288,-44.0748,1386.01,13.6738,3034.34,7932.9,0.958095,-1.80148,3.59577,1.09689,2.15041,0.400673,1444.4,14.8186,3092.72,0.346712,0.982363,0.00874913,4165.99,829.115,3156.68,15207.7,-0.00112791,0.181509,9.59294,8.6262,91.9255,68.0811,0.403999,9.33459,9.25827,90.8629,117.944,1.0626,-49.8625 
146,70.01,2.5,146,2331.89,-0.00259727,7.28584,9.61872,90.6801,0.0138144,3.36361,4.1487e-12,0.220175,1.07573,0.195117,0.417786,-0.78786,-51.6531,901.16,6.49011,2718.97,2282.86,0.545421,1.40098,0.845608,0.743031,-0.462614,0.724775,969.583,7.83174,2787.4,0.283297,0.986062,0.00514911,3422.49,619.956,1513.19,11550.9,-0.00103965,0.117327,10.2093,8.49789,91.0262,68.1905,0.345838,9.4887,9.39711,90.1441,117.603,0.882138,-49.4129 
147,100.01,2.5,147,2244.02,-0.0143825,-7.11354,9.59672,91.0018,0.0219377,-23.2956,499.275,1.09089,1.13085,-0.949535,-0.561198,0.396145,-20.8304,837.14,9.70887,2681.19,2238.94,1.22205,1.26202,-0.687207,-0.430034,0.527309,1.36281,864.734,10.2499,2708.78,0.266198,0.979678,0.0069222,3248.46,596.966,1327.38,11248.7,-0.00105736,0.113326,9.39068,8.39954,92.085,68.3081,0.333491,9.75747,9.59189,90.3176,118.641,1.76734,-50.3329 
148,30.01,2.5,148,3119.97,-0.228137,9.30303,10.0657,90.9313,0.0949186,-273.932,444.148,-1.04125,1.60451,3.16786,0.123039,-0.315334,-9.63905,1303.33,10.6691,3190.62,3894.77,-0.980558,1.66521,3.28925,0.183733,-0.254639,0.157249,1316.1,10.9195,3203.39,0.318276,0.985688,0.00624006,4135.08,834.187,2775.06,15768.3,-0.00105166,0.166989,9.88698,8.58113,91.5216,68.5683,0.398759,9.66649,9.50816,90.3749,118.599,1.14672,-50.0306 
149,0.01,2.5,149,2865.06,-0.240035,8.64474,10.3478,90.63,0.417826,108.556,20.8257,0.133629,-0.40716,1.09442,0.923985,0.942873,-16.2719,1296.65,9.71065,2903.47,4388.56,0.236089,-0.3047,1.29933,1.02644,1.04533,0.60656,1318.21,10.1333,2925.02,0.338677,0.986726,0.00634122,3892.23,747.389,2959.22,13423.6,-0.00108358,0.180745,9.39848,8.33833,91.2478,68.2093,0.36581,9.98767,9.2816,90.0854,118.215,1.16237,-50.0062 
150,50.01,2.5,150,2406.38,-0.000714179,7.64465,9.50279,90.7561,-0.000646135,12.2323,2.12999e-11,-1.36001,-0.209631,1.30407,-0.0442057,-0.84366,-21.2308,1086.75,11.3157,2643.74,2365.11,-1.22632,-0.0759465,1.57144,0.0894791,-0.709975,5.47286,1114.87,11.8672,2671.87,0.321649,0.981713,0.00811537,3466.12,633.915,2172.9,11200.1,-0.0010441,0.154908,9.16755,8.18747,91.377,68.5655,0.340587,9.65444,9.23156,90.4114,118.776,0.96563,-50.2105 
151,80.01,2.5,151,2255.39,-0.216225,-7.38972,9.94772,90.5649,0.124372,-350.207,461.802,-0.0664656,0.981426,0.533588,1.5509,0.108505,-33.1357,922.99,6.10592,2658.25,3810.91,0.142181,1.19007,0.950882,1.75955,0.317152,0.7819,966.884,6.96659,2702.14,0.289073,0.987548,0.00472681,3344.77,593.279,1552.43,10849,-0.00102955,0.123331,9.57122,8.36339,91.4569,68.8833,0.332668,9.43617,9.58407,89.9867,118.92,1.4702,-50.0364 
152,90.01,2.5,152,1980.86,-0.0299935,-6.81025,9.31681,90.983,0.0475023,-13.3743,500,0.517872,-0.388379,-2.277,-0.699626,0.498419,-41.7323,898.062,6.94908,2396.59,2086.18,0.780649,-0.125602,-1.75144,-0.436849,0.761196,-1.26857,953.344,8.03303,2451.88,0.306443,0.985468,0.00599905,3110.99,521.801,1564.55,8977.4,-0.00105673,0.128379,9.07337,8.26086,91.8177,68.6638,0.302558,9.49902,9.4976,90.4652,118.815,1.35251,-50.1514 
153,40.01,2.5,153,2172.65,-0.226039,-7.46364,9.75752,90.6966,0.0203775,-99.3643,499.615,0.919444,0.0910974,0.617602,1.36206,0.562165,-3.10606,959.283,8.1058,2548.86,2436.66,0.939002,0.110655,0.656718,1.38162,0.581723,0.821044,963.397,8.18647,2552.98,0.300122,0.985347,0.00587228,3210.02,578.601,1778.83,10270.6,-0.0011127,0.133639,9.60479,8.52643,91.4683,68.2831,0.326149,9.17597,9.68826,90.1655,117.96,1.30282,-49.6771 
154,60.01,2.5,154,2278.85,-0.234588,7.89498,9.63896,90.9682,0.531004,-267.716,482.399,1.32547,-0.873243,-2.69796,-0.602166,-0.703563,-70.2435,1034.65,12.234,2683.66,7105,1.76777,-0.430939,-1.81335,-0.159862,-0.261258,-1.02014,1127.7,14.0585,2776.71,0.315775,0.978649,0.0092404,3571.21,641.184,1946.89,11625.5,-0.00119089,0.142663,9.35331,8.3881,91.5482,68.0653,0.346631,9.40584,9.50286,90.562,118.119,0.98624,-50.0541 
155,20.01,2.5,155,2901.88,-0.221846,8.8338,9.98334,91.2127,0.333968,-141.273,168.413,-1.15959,-0.866434,-1.71904,-0.294261,0.17572,-36.8109,1355.45,11.1842,2955.84,4406.79,-0.927798,-0.634645,-1.25546,-0.062473,0.407509,0.492306,1404.21,12.1403,3004.61,0.346867,0.985096,0.00738816,4048.26,758.355,2909.63,13687.7,-0.00105616,0.173147,9.46987,8.69095,92.1117,67.9087,0.372585,9.5429,9.54808,90.5973,117.647,1.51437,-49.7384 
156,10.01,2.5,156,3106.79,-0.237539,9.73368,9.70051,90.9463,0.24598,-200.03,365.944,-0.0606446,-0.223301,-3.58878,-1.42049,-0.0886314,13.2991,1372.46,7.28381,3188.28,4675.47,-0.144385,-0.307042,-3.75626,-1.50423,-0.172372,0.361646,1354.84,6.93838,3170.67,0.326859,0.991118,0.0040149,4145.03,869.723,3274.96,16195.3,-0.00119048,0.187022,9.16119,8.8077,91.607,68.6732,0.404272,9.67439,9.51823,90.5659,118.628,1.04105,-49.9551 
157,70.01,2.5,157,1861.57,-0.241831,-7.12685,9.52183,90.7489,-0.419145,-431.037,216.116,-0.489578,1.70747,2.11534,0.861982,1.37594,-39.0905,910.698,3.08336,2420,8090.4,-0.243436,1.95361,2.60763,1.10812,1.62208,0.630019,962.48,4.0987,2471.78,0.306752,0.992603,0.00304527,3137.65,548.031,1508.51,9680.96,-0.00125932,0.121859,9.08339,8.84938,91.4357,67.8058,0.317573,9.51743,9.29212,90.2624,117.506,1.17331,-49.7002 
158,100.01,2.5,158,1733.95,0.00596853,6.12895,9.69786,91.0363,-0.00265853,9.64793,0.000762273,0.29099,1.243,-0.272387,0.349188,-0.915198,-53.0501,755.656,5.70016,2358.24,1935.73,0.625033,1.57705,0.395698,0.683231,-0.581155,0.853437,825.93,7.07809,2428.51,0.278746,0.985224,0.00534029,2963.02,487.571,1119.82,8461.67,-0.0012178,0.0989921,10.0057,8.49447,91.5135,68.7267,0.284238,10.0282,9.61481,90.4375,118.722,1.07605,-49.9948 
159,30.01,2.5,159,2400.17,-0.165444,7.52713,10.0311,90.484,-0.280171,-593.755,499.986,0.352156,-0.761424,2.81435,0.372579,-0.199829,13.3257,1133.3,9.29406,2592.35,7873.3,0.268248,-0.845333,2.64653,0.28867,-0.283737,-0.275818,1115.64,8.94793,2574.69,0.329938,0.986159,0.00636122,3381.37,601.204,2121.85,10517.7,-0.0010716,0.143834,9.87445,8.61298,91.0427,67.3295,0.323237,9.78424,9.4865,90.0014,117.257,1.04129,-49.9271 
160,0.01,2.5,160,2860.76,-0.0120868,8.63005,9.81406,90.5542,-0.0608204,25.9348,500,0.0502668,0.693882,0.63546,-1.00576,0.20321,5.43843,1248.45,12.3329,3007.39,2808.48,0.0160224,0.659638,0.566971,-1.04,0.168966,-0.525773,1241.25,12.1916,3000.19,0.319793,0.983102,0.00742999,3881.42,758.539,2598.27,14079.5,-0.00111842,0.163758,9.75638,8.4365,90.9336,68.571,0.37308,9.84129,9.52204,90.06,118.555,0.873571,-49.9844 
161,50.01,2.5,161,2623.06,-0.242993,-8.08374,10.4571,91.1801,-0.704552,112.27,98.9426,-0.924447,-0.538019,-2.04369,-0.208879,-0.302364,-15.5073,1083.05,9.80452,2890.04,5326.79,-0.826802,-0.440374,-1.8484,-0.111233,-0.204719,0.461348,1103.59,10.2073,2910.58,0.301124,0.984072,0.00641873,3664.9,687.559,2040.27,12795.4,-0.0010925,0.143651,9.87563,8.24097,91.7913,68.3165,0.35337,9.89428,9.58878,90.7878,118.486,1.00347,-50.1691 
162,80.01,2.5,162,2579.48,-0.220517,7.73836,10.4722,90.818,-0.0990666,277.276,439.841,-0.711699,0.0538013,-0.453899,-0.0819542,-0.0562683,-14.6031,909.621,11.3236,2955.77,3532.23,-0.619747,0.145753,-0.269995,0.00999775,0.0356836,0.613358,928.965,11.7029,2975.12,0.261897,0.978429,0.00719396,3547.07,662.138,1453.89,12836.8,-0.0010417,0.11442,10.2307,8.41129,91.4759,67.9141,0.347484,10.007,9.84355,90.4858,117.841,0.990001,-49.9272 
163,90.01,2.5,163,1879.77,-0.20716,-6.64729,9.6767,91.0347,0.00865798,-326.884,331.968,-0.753547,1.29573,-1.5237,-0.246586,-1.26709,-5.52622,729.739,10.9936,2439.4,2186.09,-0.71875,1.33053,-1.45411,-0.211789,-1.2323,0.364022,737.059,11.1371,2446.72,0.255022,0.974238,0.00831527,2890.17,518.994,1171.68,9305.09,-0.00104438,0.109822,8.9249,7.99695,91.5577,67.8537,0.308048,9.58199,9.38227,90.7582,117.854,0.799546,-49.9999 
164,40.01,2.5,164,2882.38,-0.0155988,9.04637,9.46292,90.4824,0.0212183,5.10633,46.0913,-0.143469,-0.969199,-2.3903,-1.17907,-1.40595,4.34521,1255.76,9.51413,3069.68,2790.26,-0.17083,-0.99656,-2.44502,-1.20643,-1.43331,0.608931,1250.01,9.40127,3063.92,0.316758,0.987009,0.00562051,3946.26,767.781,2604.88,14248,-0.00110388,0.165703,9.3778,8.5656,91.0414,68.0685,0.375595,9.71127,9.65605,90.1017,118.009,0.939673,-49.9401 
165,60.01,2.5,165,2157.58,-0.0797339,-7.23045,9.79148,91.1991,0.107501,-63.7622,499.999,-1.19324,-0.57867,1.627,-1.36919,0.0504799,-29.7248,1044.62,10.361,2476.66,2527.81,-1.00607,-0.391501,2.00134,-1.18202,0.237649,6.87589,1084,11.133,2516.04,0.328672,0.982344,0.0080851,3298.11,568.34,1987.17,9736.35,-0.00118194,0.140359,9.8561,8.50963,91.6422,68.4878,0.311446,9.81236,9.42736,90.7601,118.834,0.882117,-50.3464 
166,20.01,2.5,166,2998.17,-0.0425457,9.39136,9.69524,91.2035,0.184121,-5.9429,499.095,-0.894682,2.12754,0.194512,-0.770559,-0.558654,-11.6496,1343.24,13.9115,3101.28,2999.65,-0.821328,2.20089,0.341221,-0.697204,-0.485299,0.36609,1358.67,14.214,3116.71,0.331272,0.982021,0.00833109,4101.38,863.736,3273.07,15971.5,-0.00122019,0.186336,9.56188,8.51661,91.9028,67.4885,0.410498,9.45818,9.31529,90.6229,117.249,1.27988,-49.7607 
167,10.01,2.5,167,3040.76,-0.221508,9.36438,9.73577,90.6401,0.35715,-30.4243,43.369,-1.61621,0.123794,-1.54311,0.119248,-0.234399,12.5728,1310.9,11.8961,3135.35,3321.59,-1.69538,0.0446269,-1.70144,0.0400802,-0.313567,0.530724,1294.25,11.5696,3118.69,0.320462,0.984597,0.00678737,4038.7,831.97,3034.8,15438.9,-0.00108261,0.185247,8.97389,8.43085,91.1831,68.7302,0.395819,9.58746,9.53967,90.2013,119.064,0.98179,-50.3342 
168,70.01,2.5,168,1989.44,-0.222506,-6.86332,9.97818,91.0034,0.0493553,57.3189,466.157,0.731801,-0.0321623,0.441484,0.258541,0.880896,-35.1033,886.554,9.64248,2474.82,2321.46,0.952837,0.188874,0.883556,0.479577,1.10193,0.755029,933.055,10.5543,2521.32,0.296037,0.980589,0.00765206,3151.81,545.77,1432.52,9625.55,-0.00111718,0.11583,9.79169,8.40478,91.4491,68.8773,0.314412,9.60213,9.34556,90.4161,118.749,1.033,-49.8721 
169,100.01,2.5,169,1858.82,-0.0629593,-6.719,9.44368,91.1497,0.0494518,-39.7053,500,-0.962644,-0.159872,0.471738,0.663222,1.1041,-67.1927,758.342,6.61023,2482.22,2129.49,-0.53955,0.263222,1.31793,1.08632,1.52719,0.639429,847.35,8.3555,2571.23,0.272457,0.983036,0.00595051,3110.03,540.386,1205.38,9783.48,-0.00118603,0.109163,9.34264,8.21002,92.063,68.477,0.315756,9.71721,9.32019,90.665,118.348,1.39793,-49.8707 
170,30.01,2.5,170,2476.16,-0.0213007,8.14756,9.48524,90.9532,-0.0100273,9.71949,500,0.67726,-1.44053,1.72796,-0.286571,0.739636,9.79081,1154.61,8.4316,2763.79,2518.94,0.61561,-1.50218,1.60466,-0.348221,0.677985,-0.531378,1141.64,8.17729,2750.82,0.320474,0.98762,0.00544616,3562.36,697.597,2387.28,12526.4,-0.00121004,0.161178,9.24483,8.34045,91.2489,68.196,0.358024,9.71913,9.30979,90.3559,118.371,0.89292,-50.175 
171,0.01,2.5,171,2541.97,-0.24588,7.84703,10.5898,90.6517,-0.126751,176.794,97.1558,-0.471334,0.812198,1.93121,1.36662,1.86243,-40.8132,1281.56,11.7189,2713.94,3434.61,-0.214344,1.06919,2.44519,1.62361,2.11942,0.652823,1335.63,12.779,2768,0.35414,0.983532,0.00843272,3771.47,651.575,2628.56,11256.6,-0.00117403,0.161821,9.97778,8.57854,91.1586,68.4223,0.331586,10.0012,9.45263,90.0129,118.172,1.14576,-49.7494 
172,50.01,2.5,172,2703.17,-0.241962,8.61703,9.99832,90.9209,1.51264,-693.701,327.268,-0.962772,0.182369,2.86886,-0.186372,-0.449361,-21.8236,1098.08,11.9016,3009.87,36963.5,-0.825355,0.319786,3.1437,-0.0489545,-0.311944,-0.380492,1126.99,12.4684,3038.77,0.296489,0.981007,0.00750166,3801.11,743.729,2108.61,14117.4,-0.00117481,0.145333,9.55339,8.63823,91.5772,69.3264,0.372899,9.71073,9.71789,90.6055,120.112,0.971645,-50.7859 
173,80.01,2.5,173,1988.22,-0.238842,-7.14494,9.83525,91.0836,0.302651,-58.2555,466.469,2.48277,-0.775159,-0.0177888,0.382654,-2.10848,-17.4603,861.857,10.6711,2482.77,2861.54,2.59271,-0.665216,0.202096,0.492596,-1.99854,0.675948,884.986,11.1247,2505.89,0.286387,0.978475,0.0081115,3090.17,541.331,1444.45,9652.44,-0.00107979,0.12289,8.75808,8.52552,91.6446,68.0929,0.316256,9.3779,9.47758,90.5874,118.316,1.05723,-50.223 
174,90.01,2.5,174,2135.29,-0.00969992,-7.33121,9.45767,91.3749,0.0158712,-6.90438,500,0.829232,0.200145,1.30753,0.447741,0.0593756,-24.4262,917.62,7.13939,2616.29,2260.69,0.983038,0.35395,1.61514,0.601546,0.213181,0.571223,949.977,7.77384,2648.65,0.289557,0.985882,0.00537754,3280.79,588.962,1537.27,10686.3,-0.00114175,0.122886,9.08569,8.8075,92.1799,67.6199,0.328695,9.62568,9.48026,90.8519,117.586,1.32803,-49.9665 
175,40.01,2.5,175,2789.19,-0.157079,8.85693,9.73464,90.811,-0.206398,105.049,0.000317562,-0.940863,0.87041,1.03161,0.444985,-1.07104,-5.50722,1202.52,11.9327,3014.72,3512.53,-0.906186,0.905087,1.10096,0.479663,-1.03637,-1.02696,1209.82,12.0758,3022.02,0.31268,0.982832,0.00730714,3869.19,764.865,2444.26,14395,-0.00112098,0.160299,9.54094,8.3881,91.2397,68.4753,0.384157,9.49383,9.53208,90.2641,118.784,0.975596,-50.3084 
