cyc,field,FB,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
17,201.75,3.093,43.15,10,17,19229.6,-0.0188836,31.0156,13.9378,115.96,0.0172429,-41.2465,500,-2.64132,-1.31112,-4.31329,-2.497,0.60099,48.4061,9296.76,65.9055,9550.71,14095.6,-2.94612,-1.61592,-4.92289,-2.8018,0.29619,0.589435,9258.2,62.4003,9512.15,0.46275,0.988342,0.01194,20006.9,-0.000518537,0.704648,14.2633,11.7891,115.162,90.4762,0.644607,14.1893,13.5977,115.281,140.815,-0.119763,-50.3386,369.814,388.095,757.908 
18,201.75,3.093,43.13,10,18,16566.4,-0.136352,27.4714,13.6619,116.028,-0.1227,-158.13,51.2985,-0.923484,-0.345484,-0.999661,-1.8051,2.15844,44.9514,7814.09,44.0433,8548.09,12849.2,-1.20653,-0.628532,-1.56576,-2.08815,1.87539,0.566703,7778.28,40.7882,8512.29,0.4471,0.990907,0.00874957,17397.2,-0.000488934,0.618162,13.9715,11.53,115.35,90.1153,0.59983,13.9071,13.214,115.484,140.296,-0.133676,-50.1809,310.56,343.622,654.182 
19,201.75,3.093,43.31,10,19,23738.2,-0.168359,38.2356,13.9856,116.101,0.0951233,42.6933,495.079,-0.449206,-3.39516,-1.85068,0.0117833,-0.675539,-1.27275,12208.6,92.8669,10965,17540,-0.441191,-3.38714,-1.83465,0.0197975,-0.667525,0.70928,12209.6,92.9591,10966.1,0.496301,0.986851,0.0153754,24601.3,-0.000390648,0.914365,14.3027,11.8555,115.429,90.4426,0.758107,14.0303,13.2837,115.482,140.832,-0.0529558,-50.3896,483.538,440.826,924.364 
20,201.75,3.093,43.35,10,20,24494.7,-0.177907,39.6683,13.9214,115.964,0.0139013,-12.5997,400.123,-1.47112,-1.80213,-4.14944,-2.16204,-1.4665,34.8473,12575.3,81.8485,11353.3,17982.9,-1.69055,-2.02155,-4.58829,-2.38147,-1.68592,0.629012,12547.6,79.3251,11325.6,0.495062,0.989058,0.0127379,25345.5,-0.000473857,0.972315,14.2201,11.5803,115.281,89.5185,0.785879,14.1397,13.1972,115.337,139.767,-0.0557476,-50.2482,499.168,457.305,956.473 
21,201.75,3.093,43.09,10,21,20864.1,-0.034648,33.6299,13.967,116.033,0.0084146,-8.46523,500,1.57294,-2.04337,-0.386602,-0.112508,-1.47391,51.8579,10354.6,80.2004,10073.2,15292.9,1.2464,-2.36991,-1.03967,-0.439043,-1.80044,0.763854,10313.3,76.4453,10031.9,0.47638,0.987195,0.0138429,21649.4,-0.000474801,0.765903,14.3611,11.9854,115.305,89.492,0.693449,14.215,13.234,115.346,139.765,-0.0409121,-50.2735,411.298,407.028,818.326 
22,201.75,3.093,43.19,10,22,22998.2,-0.124938,37.2357,13.9026,115.786,-0.0446527,19.2503,500,1.73008,0.584985,2.64796,0.294687,-0.540459,-20.4205,11524,63.3269,11002.5,16879.9,1.85866,0.713568,2.90512,0.423269,-0.411877,0.470713,11540.2,64.8056,11018.8,0.481014,0.990268,0.010718,23991.5,-0.000466176,0.893031,14.2308,11.5335,114.996,89.4521,0.77396,14.1264,12.9644,115.179,139.682,-0.18265,-50.2297,456.851,441.805,898.656 
23,201.75,3.093,43.05,10,23,23972.8,-0.18005,38.6457,14.0027,115.756,-0.0169178,-8.10876,494.414,-1.11668,-1.02022,0.365956,1.34683,-0.368088,47.0436,12274.5,88.9305,11043.1,17620.5,-1.4129,-1.31644,-0.226485,1.05061,-0.664309,0.911857,12237,85.524,11005.6,0.49596,0.987917,0.0141129,24673.3,-0.000273177,0.939064,14.3088,11.5837,115.022,89.4588,0.773819,14.0689,13.037,115.152,139.501,-0.13018,-50.0427,485.21,442.563,927.773 
24,201.75,3.093,43.27,10,24,24732.7,-0.174653,39.3148,14.1687,115.789,0.282547,-105.785,50.9718,-2.065,1.44114,-0.0799875,0.545556,0.280953,48.9851,12366.9,110.66,11653.9,19106.4,-2.37345,1.1327,-0.696879,0.23711,-0.0274929,0.596717,12327.9,107.113,11614.9,0.484345,0.985023,0.0167041,25452.7,-0.000336439,0.926736,14.4599,11.7565,115.071,89.8655,0.796013,14.0447,13.4375,115.285,140.268,-0.214001,-50.4023,491.411,468.695,960.106 
25,201.75,3.093,43.23,10,25,22970.7,-0.103302,37.2166,13.7216,115.89,-0.0664134,62.1569,17.189,0.850223,0.122889,0.208489,0.404566,-1.03834,18.006,11627.7,77.066,10781.3,16758.5,0.736844,0.00951039,-0.0182686,0.291187,-1.15172,0.862073,11613.3,75.7621,10767,0.488365,0.988712,0.0127962,23780,-0.000233497,0.931327,13.805,11.4393,115.154,90.5154,0.774889,13.8674,12.8121,115.223,140.778,-0.0693535,-50.2628,458.274,429.013,887.287 
26,201.75,3.093,43.07,10,26,25119.9,-0.17841,40.0635,14.1244,115.909,0.252432,6.83622,109.969,-1.67636,-3.18891,-1.32109,-1.27246,-2.69134,-1.34625,12365.2,100.182,12032.2,18477.2,-1.66788,-3.18043,-1.30414,-1.26398,-2.68287,0.870868,12366.2,100.279,12033.3,0.476287,0.986008,0.015119,25963.8,-0.000338774,0.939871,14.2413,11.7363,115.13,89.4095,0.816593,14.2193,13.3884,115.401,139.603,-0.270832,-50.1931,490.066,485.001,975.068 
27,201.75,3.093,43.17,10,27,21655.3,-0.143651,34.8626,13.9598,115.902,0.132251,177.573,244.016,2.41344,-0.259892,-1.81736,-0.82973,-2.74702,-23.7165,10741.8,72.6523,10341.8,16607.4,2.56277,-0.110556,-1.51869,-0.680394,-2.59769,0.352248,10760.7,74.3697,10360.7,0.478928,0.98805,0.0130502,22468.3,-0.000334908,0.827427,14.2859,11.5575,115.184,89.4971,0.715426,14.0585,13.2653,115.284,139.631,-0.100052,-50.134,426.017,416.066,842.083 
28,201.75,3.093,43.21,10,28,26080.9,-0.181248,41.1732,14.2585,115.975,0.464167,-254.898,195.387,-2.47386,-2.30883,1.85976,1.09966,-1.72982,27.3831,13284.4,98.1563,12033.4,22962.6,-2.64628,-2.48125,1.51491,0.927238,-1.90224,1.33022,13262.6,96.1734,12011.6,0.494215,0.987469,0.0145349,26835.6,-0.000288908,0.989273,14.5445,11.7455,115.328,90.299,0.827401,14.1556,13.2026,115.24,140.549,0.0884806,-50.25,526.979,482.34,1009.32 
29,201.75,3.093,43.29,10,29,26176.1,-0.150556,41.1177,14.2435,115.716,0.276853,-152.714,31.9412,-1.82325,-3.31713,5.18847,1.36413,-2.96292,-44.2742,13181.4,133.3,12029.2,20441.4,-1.54447,-3.03834,5.74603,1.64291,-2.68414,-46.1007,13216.7,136.506,12064.4,0.49225,0.982246,0.0204174,26849.5,-0.000200105,0.978816,14.5473,11.8112,114.953,89.5544,0.814406,14.2194,13.4181,115.178,139.88,-0.225514,-50.3259,524.614,484.895,1009.51 
30,201.75,3.093,43.11,10,30,18766.5,-0.0114086,30.1556,14.0537,115.767,-0.0179973,27.8045,142.018,0.471944,0.328216,-1.39661,-0.720362,-2.63169,-33.1179,8951,72.3788,9376.44,13812.3,0.680479,0.536751,-0.979541,-0.511827,-2.42315,0.636842,8977.38,74.7769,9402.82,0.45797,0.985633,0.014438,19602.6,-0.000471729,0.665864,14.3817,11.9447,115.005,89.8916,0.637029,14.232,13.473,115.358,140.295,-0.353371,-50.4031,357.027,381.14,738.167 
31,201.75,3.093,43.25,10,31,25659.1,-0.146941,40.2393,14.2651,115.895,2.53791,-1804.42,130.366,1.05067,1.99232,0.98297,1.439,4.26368,-22.3089,12834.2,109.37,11988.6,167762,1.19115,2.1328,1.26392,1.57947,4.40415,0.880441,12852,110.985,12006.4,0.486464,0.985113,0.016743,26419.2,-0.000259972,0.966828,14.3001,11.7821,115.312,90.3484,0.795749,14.4753,13.4707,115.232,140.68,0.0802681,-50.3315,508.179,484.19,992.37 
32,201.75,3.093,42,0,32,24406.2,-0.0505274,38.8239,14.0332,115.907,0.112699,-91.0827,9.00034e-12,0.306871,1.20582,5.58916,1.18204,0.22641,-19.0026,12604.2,93.8862,11097.2,18070,0.426525,1.32547,5.82847,1.30169,0.346064,0.368409,12619.4,95.2622,11112.3,0.50124,0.986962,0.0155463,25176.3,-0.000316815,0.967777,14.242,11.6295,115.218,89.6276,0.771446,14.2085,13.065,115.251,139.956,-0.0325981,-50.3281,499.628,446.511,946.14 
33,201.75,3.093,43.33,10,33,26543.8,-0.100771,41.5834,14.2643,115.942,0.136111,-82.9358,500,1.57994,-1.43093,0.655306,-1.22614,-1.30551,51.4168,13294,132.207,12360.1,19676.7,1.25618,-1.75469,0.00779044,-1.5499,-1.62927,1.00212,13253,128.484,12319.1,0.487716,0.983317,0.0188504,27173.6,-0.000369124,0.971244,14.5861,11.9763,115.327,90.1314,0.813733,14.4013,13.7179,115.247,140.441,0.0801385,-50.31,529.695,502.15,1031.85 
34,201.75,3.093,43.15,10,34,20038.4,-0.130229,32.0954,14.0217,115.917,-0.0586606,-262.78,19.694,-2.59054,-0.36738,2.52345,0.804374,0.22713,-14.3157,9520.68,73.8653,9893.2,15151.8,-2.50039,-0.277238,2.70374,0.894516,0.317272,-1.37609,9532.08,74.902,9904.6,0.459947,0.986435,0.0137392,20724.3,-0.000307859,0.706928,14.4301,11.9145,115.057,89.7864,0.676558,14.1393,13.4126,115.457,140.272,-0.399433,-50.4858,379.258,400.267,779.525 
35,201.75,3.093,43.13,10,35,18791.5,-0.136102,29.8104,14.2103,116.08,0.410387,-369.791,61.2708,-0.617389,-0.630744,0.522837,-2.91149,2.9542,-15.9999,8899.65,97.3106,9314.94,18730.2,-0.516642,-0.529996,0.724331,-2.81074,3.05495,10.2739,8912.4,98.4692,9327.68,0.458158,0.981032,0.0190755,19452.7,-0.000366712,0.637462,14.5602,12.2751,115.407,90.1232,0.615021,14.3889,13.724,115.412,140.729,-0.00498106,-50.6054,355.964,379.344,735.309 
36,201.75,3.093,43.31,10,36,24543.3,-0.130273,39.3192,13.9344,115.931,-0.000987198,-68.2222,264.695,-0.745031,-0.916563,0.0252142,-0.65957,0.938705,21.1085,12528.8,104.385,11236.4,17837.9,-0.877946,-1.04948,-0.240615,-0.792484,0.805791,0.888332,12512,102.857,11219.6,0.496701,0.985818,0.0166072,25190.1,-0.000234273,0.983634,14.0043,11.5188,115.179,89.9222,0.773262,14.1387,13.2956,115.33,140.188,-0.150486,-50.2657,494.691,453.304,947.995 
37,201.75,3.093,43.35,10,37,26972.9,-0.170461,42.2551,14.3252,115.824,-0.277199,406.967,497.503,1.47327,-1.95575,2.42458,-0.718593,-1.63575,-8.13137,13409.1,135.584,12639.5,23377.3,1.52447,-1.90454,2.52698,-0.667392,-1.58455,25.0589,13415.6,136.173,12646,0.48422,0.982547,0.0194501,27705.5,-0.000259914,0.974701,14.5055,12.0693,115.291,90.6056,0.84024,14.3415,13.5698,115.109,141.054,0.181282,-50.4484,532.647,510.601,1043.25 
38,201.75,3.093,43.09,10,38,19231.2,0.00130432,31.3369,13.6619,115.801,-0.0164883,30.5105,6.96974e-13,0.670355,0.0715022,-3.15998,-0.572743,0.113965,-44.5585,8855.05,55.0586,10182,13953.2,0.950928,0.352075,-2.59884,-0.29217,0.394538,-1.17755,8890.54,58.2852,10217.4,0.435038,0.988657,0.010399,20436.3,-0.000453573,0.685212,14.0153,11.7291,115.079,91.2935,0.717395,13.8549,13.0126,115.267,141.586,-0.188095,-50.2921,351.282,403.137,754.419 
39,201.75,3.093,43.19,10,39,25465.1,-0.0685374,39.7428,14.2804,115.817,0.0709271,-57.6534,4.25029e-11,2.8556,-2.78448,-1.32677,1.02932,-0.108195,-7.00505,12742.2,138.077,11766.3,18608.4,2.8997,-2.74037,-1.23855,1.07343,-0.0640865,-16.7241,12747.7,138.585,11771.8,0.489358,0.98133,0.021226,26049.9,-0.000234333,0.936389,14.5493,11.9521,115.279,89.9759,0.781014,14.2587,13.6937,115.181,140.282,0.0980558,-50.3059,508.309,476.31,984.619 
40,201.75,3.093,43.05,10,40,26172.6,-0.16324,40.8905,14.3612,115.656,0.364187,-270.163,499.999,-2.42002,-0.536124,2.12195,-1.68323,0.00971713,-14.4358,13347.9,145.486,11875.2,22319.4,-2.32912,-0.445226,2.30375,-1.59233,0.100616,2.174,13359.4,146.531,11886.7,0.498646,0.981167,0.022204,26791.4,-0.000212026,0.966554,14.5014,12.1426,114.911,89.4929,0.796271,14.2817,13.4975,115.106,139.694,-0.195423,-50.2009,531.284,479.545,1010.83 
