cyc,wait,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
41,80.01,0,41,3895.24,-0.203766,10.41,10.3476,90.5092,1.1343,-555.5,304.834,0.25097,-0.356591,-2.4547,-0.328996,0.755547,-54.3469,294.353,13.5579,4928.18,24018.5,0.593178,-0.0143834,-1.77028,0.0132118,1.09775,-20.9852,366.345,14.9695,5000.17,0.0768583,0.933264,0.00548465,4766.5,1563.16,310.126,37276,-8.81054,8.81373,5458.06,3565.94,76.9221,61.2401,0.603563,9.67693,9.7015,90.2014,118.238,-13.2793,-56.9983 
42,90.01,0,42,3458.6,-0.217035,9.73147,10.249,90.9039,-0.183357,139.844,499.852,-1.06789,-1.01312,0.0478643,-0.678717,-1.13892,-67.4119,238.405,11.8644,4629.05,4081.52,-0.643417,-0.588643,0.896814,-0.254243,-0.714445,1.68778,327.703,13.6154,4718.35,0.0731506,0.93222,0.00528751,4479.85,1397.48,282.944,32843.8,-29.449,29.4536,8647.74,4892.9,83.3074,79.4841,0.576354,9.5612,9.39968,90.6387,118.136,-7.33131,-38.6523 
43,40.01,0,43,3754.1,0.00055955,10.3455,9.76596,90.354,0.00177036,0.445004,500,-0.490878,-0.26446,-1.33529,1.11285,1.70143,-57.9369,313.172,18.0567,4835.93,3289,-0.126065,0.100353,-0.605662,1.47766,2.06624,1.20795,389.92,19.5615,4912.68,0.0827314,0.919291,0.00728157,4713.08,1543.15,302.406,36759.4,-28.8233,28.8279,7284.13,5245.85,88.7968,77.2165,0.61248,9.44361,9.45263,90.1586,117.482,-1.36184,-40.2655 
44,60.01,0,44,4050.45,-0.00513963,10.7166,10.0769,90.4972,0.0010323,-19.6055,500,-0.596933,-0.877057,-1.07376,-0.11985,-0.00554873,-33.7302,306.306,11.3374,5106.72,3516.08,-0.384543,-0.664667,-0.648982,0.0925407,0.206841,0.536047,350.988,12.2135,5151.4,0.0718615,0.9426,0.00434847,4884.22,1698.85,317.927,40778.2,-2.79334,2.79408,4506.45,2906.08,81.6643,80.6842,0.639087,9.76835,9.47947,90.1385,117.92,-8.47417,-37.2356 
45,20.01,0,45,3741.26,-0.0635549,10.0345,10.0774,90.7165,0.765209,-877.526,278.314,-0.76692,0.474211,-1.38791,0.847671,0.6175,-49.2714,344.191,18.3795,4894.87,25151.1,-0.456671,0.78446,-0.767417,1.15792,0.927749,1.46622,409.459,19.6593,4960.14,0.0857617,0.92249,0.00724819,4774.39,1602.62,336.129,38068.5,-61.8052,61.81,11716.3,7094.19,88.6681,77.0087,0.628407,9.60628,9.16563,90.6022,119.605,-1.9341,-42.5965 
46,10.01,0,46,3703.19,-0.186118,10.1248,10.0294,90.8199,0.419566,-74.274,154.775,-1.25407,-1.29668,1.26269,-1.85975,-2.15974,-46.155,337.167,13.3715,4722.05,4320.08,-0.963449,-1.00605,1.84394,-1.56912,-1.86912,1.51741,398.307,14.5703,4783.19,0.0864474,0.939835,0.00558003,4607.51,1470.83,329.681,34815.4,-37.4115,37.4159,9397.49,5788.45,87.3649,77.8091,0.600606,9.26283,9.48827,90.4542,119.229,-3.08923,-41.4196 
47,70.01,0,47,3721.36,-0.201558,10.1805,10.1852,90.6099,0.218784,-220.928,406.254,0.374604,-0.528702,-0.011452,-0.619428,0.15049,-100.608,219.571,13.1535,4843.94,4948.95,1.0081,0.104799,1.25555,0.0140727,0.783991,0.603492,352.844,15.7667,4977.22,0.0745529,0.927473,0.00580151,4732.79,1518.47,309.44,36091.6,-30.146,30.1503,9216.05,4971.02,77.9377,79.6303,0.59705,9.7148,9.52745,90.4459,119.646,-12.5082,-40.016 
48,100.01,0,48,3675.82,-0.226652,9.96414,10.5927,90.6433,-0.893093,925.395,3.13236,-0.553751,1.09529,1.4848,1.20476,-2.28268,-58.9231,206.966,10.3556,4811.74,30340,-0.182728,1.46631,2.22684,1.57578,-1.91166,0.298532,285.02,11.886,4889.79,0.0621224,0.931984,0.00445781,4588.04,1452.26,291.717,34366,-23.5235,23.5276,7800.69,4665.8,80.3684,78.0865,0.573456,9.84072,9.71582,90.3064,118.403,-9.938,-40.3168 
49,30.01,0,49,3474.44,-0.21947,9.61734,10.467,90.3411,0.108644,-95.754,1.60454e-08,-0.312692,0.211199,1.15017,0.858779,-0.752876,-47.4828,283.764,13.9102,4571.64,3615.63,-0.0137058,0.510185,1.74815,1.15777,-0.453889,0.407107,346.663,15.1436,4634.54,0.0783408,0.928982,0.00598314,4425.06,1363.89,302.971,32042.1,-33.6643,33.6688,8867.62,5379.71,88.2492,77.2075,0.562269,9.78531,9.43028,89.9792,118.431,-1.73,-41.2239 
50,0.01,0,50,3842.28,-0.226932,10.0349,10.8816,90.4768,1.32772,-1293.63,121.839,-0.265099,-0.823026,-2.25669,1.3006,-1.51732,-38.4515,315.665,11.658,4881.94,59467.4,-0.0229799,-0.580907,-1.77245,1.54272,-1.2752,0.159503,366.6,12.6567,4932.88,0.0778753,0.943024,0.00470422,4707.53,1479.59,312.405,35024.7,-37.9163,37.9208,9380.98,5706.9,88.2392,78.149,0.579169,10.0171,9.4802,90.1866,118.981,-1.94742,-40.8324 
51,50.01,0,51,3194.12,-0.161504,8.69643,10.6702,90.847,0.274514,32.5292,8.30034e-06,-0.498553,-0.705742,-2.61706,-0.996616,0.454779,-57.8583,238.965,10.7355,4281.41,3311.39,-0.134235,-0.341424,-1.88842,-0.632298,0.819097,0.13267,315.609,12.2383,4358.06,0.0760375,0.936453,0.0051464,4150.7,1169.2,280.406,27152.7,-29.2427,29.2468,8927.72,5097.68,86.2118,77.9105,0.510071,9.76463,9.72136,90.557,119.45,-4.3452,-41.5392 
52,80.01,0,52,3611.57,-0.220325,10.2555,10.0857,90.5615,0.470948,-480.823,205.372,-1.26816,-0.0245902,0.443173,1.45421,-1.11563,-51.0755,215.767,11.9059,4731.96,10738.6,-0.946549,0.297019,1.08639,1.77582,-0.794025,0.234209,283.426,13.2325,4799.62,0.0628845,0.924468,0.00505301,4507.09,1499.15,306.902,35554.9,-27.3217,27.3258,8269.46,5027.99,85.174,78.1693,0.601057,9.47662,9.48245,90.2391,118.68,-5.06508,-40.5109 
53,90.01,0,53,3982.59,-0.229029,11.4693,9.95903,90.624,-0.255711,412.072,500,0.326794,0.391759,0.172865,0.729034,0.124277,-46.695,220.174,20.9531,5250.91,7148.52,0.62082,0.685784,0.760916,1.02306,0.418302,0.783146,282.029,22.166,5312.77,0.0568922,0.87909,0.00762702,4957.26,1825.97,339.665,43783.3,-24.306,24.31,8115.67,4611.06,81.8267,77.7427,0.659061,9.67006,9.57809,90.5451,119.881,-8.71845,-42.1387 
54,40.01,0,54,4104.24,-0.221157,11.5448,9.89445,90.4001,0.156769,77.4067,477.233,-0.771713,-2.89432,-2.96718,1.34851,0.533845,-31.8549,265.788,13.1435,5215.53,4113.59,-0.571131,-2.69374,-2.56602,1.54909,0.734427,0.276643,307.986,13.9709,5257.73,0.0624111,0.926455,0.00487102,4934.79,1842.53,339.011,44239.4,-27.9484,27.9526,8499.62,4945.08,84.8232,78.0214,0.671674,9.29889,9.65736,90.3036,118.125,-5.4804,-40.1037 
55,60.01,0,55,3555.64,-0.203661,9.62343,10.4247,90.9062,-0.242746,6.00944,497.875,1.15148,-1.42697,-1.67135,0.215337,-1.55442,-62.118,312.747,20.3785,4556.59,3313.29,1.54262,-1.03583,-0.889074,0.606477,-1.16328,0.0532612,395.033,21.992,4638.87,0.0882314,0.911224,0.00865746,4477.24,1372.78,292.272,32289.3,-32.4195,32.424,8233.56,5456.57,86.435,78.5652,0.575591,9.41518,9.41084,90.6893,119.701,-4.25437,-41.1354 
56,20.01,0,56,3569.25,-0.219406,9.98705,10.2544,90.7933,0.262672,381.669,445.433,-2.25009,-0.173902,-1.30253,-1.42854,-0.843248,-53.8107,381.203,6.9616,4642.37,6597.4,-1.91126,0.164929,-0.624868,-1.08971,-0.504416,0.842416,452.485,8.35928,4713.65,0.0983555,0.968683,0.00325619,4600.5,1439.9,335.03,33749.4,-10.7701,10.773,6757.22,3826.95,78.8702,64.6623,0.57851,9.58413,9.66521,90.5684,117.623,-11.6982,-52.9605 
57,10.01,0,57,3738.24,-0.0216554,10.7302,9.55823,90.7184,-0.0101323,-13.3163,500,-0.249321,-1.13206,-0.690646,-0.395608,0.567136,-38.2307,315.637,12.2837,4899.63,3343.13,-0.0085926,-0.891333,-0.209189,-0.15488,0.807864,0.541383,366.28,13.2767,4950.27,0.0775603,0.940351,0.00491626,4722.52,1641.37,324.809,39038.2,-29.4327,29.4374,7101.2,5219.89,91.2059,76.5134,0.643783,9.25039,9.29493,90.6234,119.117,0.582449,-42.6035 
58,70.01,0,58,3474.08,-0.256287,10.0527,10.3978,90.4115,0.21687,-213.79,94.7118,0.955931,-0.734612,-0.256824,-0.542456,-0.517658,-11.7148,216.312,9.50441,4709.7,4911.98,1.0297,-0.660847,-0.109295,-0.468691,-0.443894,0.832634,231.831,9.80868,4725.21,0.0528086,0.931062,0.00380931,4390.02,1450.82,300.948,34312.4,-0.00110926,0.000526701,0.119778,0.534347,100.551,54.4374,0.574621,9.93591,9.78155,90.2907,120.199,10.2601,-65.7616 
59,100.01,0,59,3732.73,-0.214461,10.0581,10.4792,90.5626,-0.0492238,107.072,16.6888,-0.735408,-1.34876,1.64606,3.10707,-0.349476,-63.8708,332.162,8.6827,4747.11,3602.71,-0.33323,-0.946584,2.45041,3.50925,0.0527012,0.482222,416.77,10.3417,4831.72,0.0892692,0.958383,0.00392731,4668.69,1463.47,311.828,34671.5,-9.85831,9.86158,5848.71,3712.97,76.8472,61.392,0.586124,9.65823,9.62614,90.3417,118.92,-13.4944,-57.5284 
60,30.01,0,60,3420.03,-0.0934356,9.38614,10.0792,90.7614,0.176861,77.1699,1.3114e-06,0.50945,-0.0296883,0.608338,0.476411,-0.570024,-55.521,249.453,16.4747,4461.64,3524,0.859051,0.319913,1.30754,0.826012,-0.220423,0.577134,323,17.9168,4535.18,0.0748733,0.911517,0.0072249,4313.96,1334.93,297.262,31351.7,-14.396,14.3998,6533.85,3718.85,84.5563,76.3167,0.560598,9.79094,9.29735,90.4879,119.923,-5.93157,-43.6058 
61,0.01,0,61,3438.95,-0.159444,9.38722,11.011,89.8475,0.402598,-525.568,20.8165,-0.771823,0.0476638,-3.97101,-0.968714,1.10292,-9.66387,284.621,8.52802,4573.17,10252.8,-0.710972,0.108515,-3.84931,-0.907863,1.16377,0.0825932,297.423,8.77902,4585.97,0.06864,0.950882,0.00351399,4333.08,1374.81,316.925,32261.4,-30.4045,30.4085,9221.5,5259.15,85.6118,74.8736,0.559055,9.99751,9.43479,89.8392,119.183,-4.22739,-44.3094 
62,50.01,0,62,3534.6,-0.0164114,9.64071,10.1453,90.8324,0.0227923,-24.5751,497.888,-0.143419,-0.218785,-1.15893,1.58669,1.2984,-18.7129,281.96,14.0513,4686.16,3202.2,-0.0255886,-0.100955,-0.923271,1.70452,1.41623,1.44582,306.749,14.5374,4710.95,0.0688953,0.923416,0.00565236,4452.39,1423.7,305.028,33599.1,-31.1478,31.1521,8531.31,5316.46,80.1888,76.2269,0.569916,9.81958,9.61594,90.5341,119.528,-10.3453,-43.3014 
63,80.01,0,63,3576.97,-0.239124,10.3965,10.0817,90.428,0.431629,97.6501,158.133,1.69473,0.248628,0.120585,2.33531,1.90851,-31.8129,236.205,11.5829,4830.03,4784.13,1.89505,0.448945,0.52122,2.53563,2.10882,0.930594,278.346,12.4092,4872.17,0.0609626,0.927628,0.00466986,4565.86,1536.66,301.237,36429.9,-24.761,24.7652,7419.87,4800.05,82.5798,75.6086,0.604742,9.6318,9.46547,90.1534,119.405,-7.57361,-43.7964 
64,90.01,0,64,3325.71,-0.257406,9.70414,10.4522,90.3511,0.601058,-147.754,465.97,0.145158,0.931558,-0.236008,0.737226,-0.504955,-69.6392,177.553,12.4903,4656.07,6192.9,0.583658,1.37006,0.640991,1.17573,-0.0664551,0.826945,269.803,14.2992,4748.32,0.0606526,0.915125,0.00551674,4448.33,1459.6,295.768,34352.3,-26.259,26.2628,10163.1,4694.64,70.0455,77.7618,0.58478,9.88069,9.34341,90.2336,119.808,-20.188,-42.0462 
65,40.01,0,65,3224.37,-0.191718,9.44916,10.1427,90.3111,1.3576,450.479,364.68,-0.880034,-0.165718,-1.67744,-0.465676,-0.265546,-80.8179,227.784,11.7952,4434.78,23028.5,-0.371145,0.343171,-0.659659,0.0432131,0.243342,-0.644715,334.841,13.8944,4541.84,0.0773009,0.932299,0.00560379,4331.66,1351.24,316.656,31613.2,-14.7072,14.711,7628.15,3498.87,73.9947,78.9356,0.561816,9.68991,9.44271,90.1209,118.842,-16.1262,-39.9069 
66,60.01,0,66,3541.07,-0.22318,9.97172,10.2517,90.8766,-0.039706,36.8679,343.794,-0.705429,1.88825,-0.637094,0.68486,-0.163198,-45.6317,303.301,10.0835,4662.8,3375.49,-0.418098,2.17558,-0.0624325,0.972191,0.124133,1.02237,363.748,11.2688,4723.24,0.0804716,0.948574,0.00437569,4520.2,1443.58,302.081,34142.3,-34.6307,34.6349,8224.1,5924.43,88.8073,75.115,0.587061,9.57799,9.43605,90.54,119.005,-1.73267,-43.8903 
67,20.01,0,67,3560.59,-0.223298,9.51806,10.7862,90.7346,0.503299,-572.007,304.654,1.26071,0.321818,0.0462308,-0.705815,1.41381,-53.028,367.82,16.3592,4582.05,12713.8,1.59461,0.655721,0.714037,-0.371912,1.74771,0.835482,438.065,17.7366,4652.29,0.0966587,0.933833,0.00697394,4532.08,1379.15,329.663,32297.2,-3.46941,3.47089,4495.73,2643.55,75.4991,79.4664,0.563611,9.88278,9.46164,90.393,119.566,-14.8939,-40.0994 
68,10.01,0,68,3364.34,-0.216947,9.74216,10.0266,90.5148,0.334278,-130.892,491.702,-0.62181,0.587576,-2.02666,-1.34423,-0.0851312,-34.9325,275.052,6.50405,4510.65,4604.18,-0.401849,0.807537,-1.58674,-1.12427,0.134829,0.268951,321.326,7.41139,4556.93,0.0741849,0.961202,0.00298705,4331.42,1359.22,299.602,31863.9,-37.9598,37.9641,9466.27,5821.58,87.0275,76.308,0.568433,9.41725,9.55072,90.3737,118.813,-3.34614,-42.5049 
69,70.01,0,69,4043.19,-0.00219009,10.8651,10.0283,90.2635,-0.0159914,12.7437,499.978,0.603447,0.347398,0.0870175,2.07944,0.676477,-41.7162,209.852,11.4157,5135.84,3553.59,0.866123,0.610074,0.612369,2.34212,0.939152,0.885961,265.112,12.4992,5191.1,0.0548515,0.923782,0.00441587,4833.28,1669.59,296.834,39982.7,-24.2123,24.2162,8098.04,4841.45,81.4173,76.4601,0.620904,9.78981,9.72577,90.0792,119.179,-8.66194,-42.7194 
70,100.01,0,70,3929.09,-0.233745,10.3511,10.8059,90.3538,0.18753,148.726,18.862,-1.0442,0.767148,0.219525,-0.270405,-2.09667,-48.6647,276.306,12.6856,5062.43,4549.12,-0.737773,1.07358,0.832383,0.0360242,-1.79025,2.42036,340.771,13.9496,5126.9,0.0702267,0.933152,0.00498714,4852.44,1617.45,295.607,38516.5,-1.24082,1.24182,2971.72,1675.9,79.2478,80.6568,0.609616,10.0994,9.57584,90.2365,118.477,-10.9887,-37.8205 
71,30.01,0,71,3336.91,-0.242451,9.44602,10.5841,90.6177,0.132545,-19.7005,496.411,-0.00789082,-1.4204,-1.46687,0.168787,-0.672594,-27.4548,250.576,14.5921,4488.21,3339.59,0.164985,-1.24753,-1.12112,0.341663,-0.499719,0.525296,286.944,15.3052,4524.58,0.0672226,0.914627,0.00619266,4268.57,1310.71,309.578,30548.3,-30.8987,30.9031,8750.25,5152.78,85.8713,77.2609,0.548961,9.76823,9.43518,90.3441,118.909,-4.47284,-41.6479 
72,0.01,0,72,3553.36,-0.238549,9.73684,10.7055,89.8368,0.842876,-814.5,273.407,-0.89847,1.54044,-0.287172,-1.21053,1.28256,-50.6335,325.379,12.7746,4701.59,25741.9,-0.579645,1.85927,0.350479,-0.891707,1.60138,0.850208,392.452,14.0898,4768.66,0.0855224,0.940886,0.00541334,4588.87,1461.91,323.451,34433.1,-29.8102,29.8143,9038.2,5139.33,88.7996,75.1222,0.583315,9.89098,9.35563,89.5988,118.122,-0.799233,-42.9997 
73,50.01,0,73,3604.21,-0.210782,9.84757,10.3774,90.6653,0.162734,-147.144,2.29524,0.109964,0.600418,0.539196,-1.55669,0.42228,-73.7995,278.429,10.9443,4679.35,4106.19,0.57466,1.06511,1.46859,-1.092,0.886976,0.494173,376.19,12.8611,4777.11,0.0821366,0.943549,0.00493492,4580.05,1447.09,307.75,34078.5,-11.0969,11.0998,6700.08,4124.33,80.5813,58.8247,0.583062,9.67004,9.53741,90.4814,118.358,-9.90018,-59.5334 
74,80.01,0,74,3449.13,-0.180351,9.97956,9.89119,90.3391,0.61154,-370.397,499.996,-0.426293,-0.563772,-0.674768,-0.726118,-1.39,-42.9418,246.274,11.64,4587.66,10587.1,-0.155899,-0.293379,-0.133981,-0.455724,-1.11961,0.937931,303.158,12.7554,4644.55,0.0690508,0.931418,0.00503354,4390.36,1431.83,313.438,33728.9,-28.7476,28.7517,8472.84,5070.05,87.3263,77.5844,0.585934,9.43359,9.49492,90.3139,118.911,-2.98753,-41.3265 
75,90.01,0,75,3929.48,-0.0385553,10.8098,9.89383,90.5516,0.105031,-76.6694,500,-0.710669,2.28628,0.810596,-0.500931,-0.289917,-72.958,302.409,14.8286,5057.57,3743.74,-0.251272,2.74568,1.72939,-0.041534,0.16948,0.602598,399.054,16.7236,5154.22,0.0808659,0.931672,0.00594147,4934.76,1682.3,330.882,40172,-25.9828,25.9868,8457.8,4859.25,80.4546,76.9043,0.632612,9.57824,9.60772,90.3303,118.817,-9.87572,-41.9126 
76,40.01,0,76,3423.49,-0.119826,9.97881,-9.62379,90.2387,-0.0413126,-31.4389,500,0.935172,-0.53706,0.762084,0.19108,-0.494725,-35.8566,220.614,5.567,4546.19,3168.51,1.16095,-0.31128,1.21364,0.416859,-0.268946,0.451145,268.112,6.49834,4593.69,0.0621988,0.95931,0.00259911,4310.56,1418.34,305.831,33486,-0.000934797,1.62797,0.0127244,-30.7009,101.578,61.8872,0.587916,9.47588,9.53849,90.0813,118.734,11.4963,-56.8468 
77,60.01,0,77,3321.4,-0.221914,9.79622,9.93355,90.7151,0.635634,-190.297,468.344,-1.06739,0.72342,0.580555,-0.000688126,0.660854,-49.0094,223.418,16.3523,4458.44,7105.43,-0.75879,1.03202,1.19775,0.307911,0.969453,0.564191,288.339,17.6252,4523.36,0.0675442,0.903365,0.00712659,4268.89,1336.55,284.982,31373.9,-0.762656,0.762726,-2676.46,-2100.05,79.2106,87.6806,0.571244,9.32575,9.57013,90.5963,118.301,-11.3858,-30.62 
78,20.01,0,78,2936.76,7.15549e-05,8.6675,9.73431,91.049,-0.00108495,8.78328,1.79072e-11,0.544522,0.589142,-0.281732,0.832161,0.460187,-19.613,253.349,11.0121,4048.55,2746.9,0.66802,0.71264,-0.034736,0.955659,0.583684,1.01204,279.33,11.5215,4074.53,0.0722731,0.932677,0.00518191,3864.92,1142.81,300.813,26375.9,-1.34781,1.34882,2982.87,1836.31,73.1849,82.9457,0.527312,9.3656,9.31622,90.7861,118.297,-17.6012,-35.3508 
79,10.01,0,79,3598.05,-0.168456,9.91187,10.4709,90.3282,0.222544,-189.051,500,-0.396683,0.527413,-1.39497,-2.0915,-0.118352,-28.6789,347.651,15.2977,4721.37,4748.18,-0.216099,0.707996,-1.0338,-1.91092,0.0622313,0.567554,385.642,16.0426,4759.36,0.0843139,0.932141,0.00617094,4573.88,1451.98,335.347,34117.9,-4.67056,4.67365,3836.46,2379.5,80.3923,77.4057,0.586909,9.59541,9.43882,90.1713,118.194,-9.77902,-40.7881 
80,70.01,0,80,3060.53,-0.0166379,8.98816,9.93654,90.3846,0.0804098,-60.3878,500,0.97788,-1.16694,-0.0738509,0.844993,0.743761,-47.711,198.452,14.3391,4317.26,3065.45,1.2783,-0.866514,0.526996,1.14542,1.04419,0.831544,261.654,15.5783,4380.46,0.0635628,0.90564,0.00650848,4116.46,1283.07,285.552,29848.9,-26.2766,26.281,6682.62,5227,88.7902,73.2935,0.552232,9.69388,9.18482,90.2045,118.022,-1.41429,-44.7285 
81,100.01,0,81,4042.39,-0.0922826,11.4226,9.69962,90.4894,0.132726,-27.4055,85.5841,0.136599,1.06006,0.805807,1.75382,0.639517,-56.9946,232.059,13.8259,5266.36,3725.14,0.495479,1.41894,1.52357,2.1127,0.998396,0.767362,307.558,15.3063,5341.86,0.0614085,0.919885,0.00525055,5008.4,1816.08,308.192,43765.3,-24.1439,24.1479,8549.07,4650.09,73.4546,77.7038,0.655919,9.68433,9.66187,90.3172,118.765,-16.8626,-41.0609 
82,30.01,0,82,3629.42,-0.27376,10.6756,10.2928,90.5674,-0.15087,276.735,131.321,-0.280031,0.487208,0.424029,-0.473345,0.821203,-24.4233,252.01,8.23135,4929.97,4936.13,-0.126244,0.640996,0.731603,-0.319557,0.97499,0.615308,284.363,8.86572,4962.32,0.0611375,0.948262,0.00328032,4651.21,1637.56,309.942,38920.5,-32.9153,32.9192,9890.01,5365.27,81.9829,74.9858,0.618426,9.88194,9.45889,90.4255,118.705,-8.4426,-43.7193 
83,0.01,0,83,3799.62,-0.00235394,10.1602,10.3951,90.2703,0.00661341,-18.2051,500,-1.13384,0.711916,2.06452,0.339371,0.981562,-38.3847,352.996,12.6665,4939.57,3442.07,-0.892142,0.953614,2.54792,0.581069,1.22326,0.422728,403.843,13.6635,4990.42,0.0842145,0.944101,0.00501827,4795.41,1605.55,326.749,38241,-1.24712,1.24832,2786.37,1612.75,77.1439,78.0129,0.609976,10.1726,9.35811,90.0413,118.74,-12.8974,-40.7275 
84,50.01,0,84,3597.1,-0.251798,10.1245,10.5377,90.6642,0.109156,8.14836,102.287,0.270319,0.915762,-0.094462,0.612889,1.1433,-52.733,232.422,11.5715,4826.07,3502.03,0.602364,1.24781,0.569629,0.944935,1.47535,0.88231,302.276,12.9412,4895.92,0.0655598,0.9303,0.00484556,4610.69,1533.3,305.715,36331,-29.4161,29.4201,8862.2,5162.48,81.5622,76.2203,0.598508,9.87465,9.39673,90.3912,118.377,-8.82896,-42.1562 
85,80.01,0,85,3265,-0.164635,9.38369,9.95366,90.9073,0.230909,-134.361,0.304821,1.06829,-0.809756,2.47682,0.549948,1.3006,-44.652,243.905,10.6715,4378.41,4050.52,1.34945,-0.528594,3.03915,0.83111,1.58176,0.51551,303.054,11.8313,4437.56,0.0720167,0.936049,0.00488737,4208.11,1288.06,295.229,30152.5,-24.6837,24.6875,9112.69,4707.36,80.8457,77.708,0.548879,9.58509,9.5324,90.5518,118.627,-9.70607,-40.9193 
86,90.01,0,86,3829.82,-0.221449,10.3896,10.4241,90.6684,-0.517991,325.115,499.829,-0.0864797,2.29018,-1.93765,-2.17494,-0.409551,-78.2932,270.348,8.83295,4962.73,9007.79,0.406512,2.78317,-0.951666,-1.68195,0.0834404,2.48811,374.061,10.8665,5066.44,0.0774047,0.951622,0.00393541,4832.53,1522.37,308.394,36238.1,-33.0704,33.0746,10018.9,5258.59,77.3612,79.4708,0.585109,9.88793,9.78098,90.4559,119.311,-13.0947,-39.8398 
87,40.01,0,87,3778.87,-0.228651,10.5359,10.2518,90.9853,0.869234,437.118,53.1417,-0.884164,0.33688,2.01853,0.101571,1.23739,-87.9412,320.442,14.3889,4866.89,15885,-0.330422,0.890622,3.12601,0.655313,1.79113,0.490268,436.936,16.6731,4983.39,0.0906071,0.937402,0.00612545,4822.32,1546.25,317.789,36722.7,-27.1804,27.1848,8521.8,4743.75,82.4696,78.5669,0.600532,9.64223,9.65008,90.7384,120.174,-8.26874,-41.6072 
