cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,0,13046.2,0.00588526,17.3484,15.4428,97.1192,-0.00373784,-21.3935,500,-1.09808,-2.74346,-1.0041,-1.42584,2.4471,-151.648,621.836,34.5316,11119.4,8723.88,-0.143192,-1.78857,0.905678,-0.470951,3.40199,0.524566,834.537,50.2872,11332.1,0.0772238,0.904608,0.00810826,10806.7,0.00179683,0.0438049,11.1315,10.0153,97.2939,71.6828,0.658967,14.585,13.8903,96.8836,124.563,0.410329,-52.8805 
1,97,43.248,4.4,48.55,-0.2,0.19,0.01,1,21817.9,0.0334887,31.2065,14.5519,97.0529,0.167,-54.8317,500,0.7327,2.29091,9.84603,3.83542,4.22584,-263.276,9989.89,153.485,10617.5,15081,2.39048,3.94869,13.1616,5.4932,5.88362,0.573749,10359.2,180.839,10986.8,0.517246,0.970356,0.0294281,20027.6,0.00210964,0.779526,13.357,11.1382,97.2629,72.9493,0.636343,14.5309,13.6445,96.6314,124.058,0.631527,-51.1083 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,22095,0.228301,31.5848,14.3755,96.8578,-0.00792038,91.3236,130.275,1.12062,1.78391,7.61135,4.77562,2.82706,-279.043,10295.2,152.525,10568.8,14804.3,2.87768,3.54097,11.1255,6.53268,4.58412,0.611824,10686.6,181.516,10960.2,0.525618,0.971134,0.0296048,20331.6,0.00217819,0.811112,13.3837,10.9992,96.9795,72.3929,0.640865,14.3809,13.5968,96.4616,123.287,0.517962,-50.8938 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,13251.3,-0.000465813,17.7621,15.2299,96.6331,-0.00255886,8.00683,1.74182e-10,-0.277427,0.903091,10.0279,3.05722,0.597997,-136.856,278.836,39.4865,11497,8806.8,0.584321,1.76484,11.7514,3.91897,1.45975,0.396723,470.791,53.7053,11689,0.0437655,0.83359,0.00839256,10757.1,0.00183428,0.0107,17.0551,10.8184,111.279,59.8525,0.709921,14.3252,13.6164,96.4615,123.951,14.8173,-64.0981 
4,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,4,11934.1,0.224919,15.5804,15.0009,97.0055,-0.109266,-84.9614,479.304,1.27251,1.66464,5.35645,1.59426,3.35286,-114.471,618.973,55.1717,9895.25,7910.55,1.9933,2.38544,6.79804,2.31505,4.07365,0.612989,779.529,67.0647,10055.8,0.0809594,0.869145,0.0121364,9628.64,0.00204922,0.0358587,11.8081,10.3156,98.5312,72.1069,0.611795,14.2367,13.4751,96.8111,124.831,1.72015,-52.7242 
5,97,43.248,4.4,48.55,-0.2,0.19,0.01,5,19800.9,0.125879,28.1097,14.5505,97.044,-0.324714,115.402,500,1.06805,4.31474,5.67726,1.53776,0.0751776,-230.02,9093.22,138.168,9500.76,14534.5,2.51643,5.76311,8.57401,2.98614,1.52355,0.598656,9415.84,162.066,9823.39,0.521352,0.97076,0.0294946,18060.4,0.0021576,0.71975,13.2924,10.9249,97.3145,73.2004,0.569257,14.4316,13.6728,96.5625,124.179,0.751991,-50.9783 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,24071.9,0.0290285,35.0292,14.4033,96.956,-0.0260231,13.7275,500,2.5233,1.6923,1.95395,2.2316,1.54314,-247.633,11315.7,157.548,11590.8,16436,4.08257,3.25158,5.07251,3.79088,3.10242,0.737175,11663,183.277,11938.2,0.526105,0.973236,0.0275025,22168.6,0.00195746,0.866034,13.5417,11.3044,97.1844,72.5224,0.701454,14.3302,13.829,96.5413,123.635,0.643131,-51.1125 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,11699.3,0.225537,15.434,14.8081,97.216,0.0187538,-129.631,444.819,3.1433,-0.137304,3.46427,1.58176,0.44246,-145.963,289.151,54.0061,10018.3,7519.17,4.06239,0.781784,5.30244,2.50085,1.36155,0.621498,493.877,69.1711,10223,0.0520412,0.803148,0.0123106,9490.12,0.0019532,0.017413,-10.1732,-8.34272,118.457,56.3241,0.661494,13.916,12.876,96.9611,123.5,21.4959,-67.1755 
8,75,47.3227,2.5,46.05,0.2,-0.19,-0.01,8,14000.1,0.254442,18.0531,15.2467,96.6579,-0.666134,263.025,464.705,0.207842,2.52106,4.8436,2.82605,2.30296,-150.089,722.127,61.1321,11688.9,14663.9,1.15292,3.46614,6.73374,3.77112,3.24803,0.633477,932.642,76.7258,11899.4,0.081781,0.874151,0.0117382,11404.1,0.00224008,0.0465007,11.4685,10.6857,96.7423,70.9908,0.691296,14.6432,13.7385,96.4746,124.137,0.267673,-53.1458 
9,97,43.248,4.4,48.55,-0.2,0.19,0.01,9,19789.1,0.142507,28.5207,14.3103,97.0637,-0.348431,96.4839,500,-0.214207,2.25052,6.15047,4.49762,0.546458,-207.774,9153.03,139.323,9470.81,14380.7,1.09409,3.55882,8.76707,5.80592,1.85476,0.584118,9444.45,160.91,9762.24,0.523667,0.971048,0.0294685,18035.2,0.0021211,0.738197,13.0213,10.9758,97.2572,72.88,0.576051,14.2661,13.5843,96.727,123.874,0.530292,-50.9942 
