cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,95,43.248,0,40,-0.2,0.19,0.01,10,10230.7,0.061944,18.5365,11.6096,115.649,0.0509289,-28.4962,175.15,-7.28048,-8.0221,-7.87632,-3.77165,-1.16106,-173.152,-41.2693,67.1933,10200.5,7052.78,-6.19019,-6.93181,-5.69574,-2.68136,-0.0707695,0.73594,96.6524,79.7317,10338.4,0.00820543,0.409227,0.0140076,11779.1,-9.51726e-05,0.0328514,10.3292,-11.6959,117.79,102.848,1.02168,11.6761,10.2882,114.606,133.711,3.18455,-30.8631 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,8453.45,0.075384,14.5762,12.0109,115.722,-0.390279,-48.0532,19.13,-7.28819,-3.2098,-5.45042,-0.34205,-4.3207,-198.395,-18.8469,60.7684,8459.93,6309.71,-6.03895,-1.96055,-2.95193,0.907192,-3.07146,0.774931,139.182,75.1347,8617.96,0.0140909,0.514217,0.0158063,9877.48,-0.000129837,0.034565,7.94821,9.39295,118.211,100.73,0.80571,12.1483,10.5046,114.552,133.835,3.65947,-33.1048 
12,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,12,8959.85,-0.000896958,15.0562,-12.6042,115.629,-0.0324851,33.4209,3.49135e-10,-9.79022,-8.38673,-8.55093,-3.05243,-2.65899,-140.466,1330.32,43.5509,7591.58,6213.04,-8.90574,-7.50226,-6.78198,-2.16795,-1.77452,0.750042,1442.2,53.7223,7703.47,0.142129,0.938802,0.0126835,10147.1,-7.50498e-05,0.146338,11.1996,10.5852,115.203,86.3555,0.631763,12.9577,11.4213,114.54,134.147,0.66238,-47.792 
13,7,43.248,4.2,46.05,-0.2,0.19,0.01,13,7533.47,0.0843992,12.5844,12.0196,116.076,-0.178735,133.991,0.315494,-6.27179,-7.84342,-7.95984,-5.2131,-3.72917,-85.9362,-29.3324,52.944,7394.88,5703.62,-5.73067,-7.3023,-6.87761,-4.67198,-3.18805,0.752342,39.1189,59.1668,7463.33,0.00461707,0.274209,0.0143934,8472.68,4.55512e-05,0.024719,-7.615,-11.2106,118.563,102.365,0.698279,12.3148,10.4173,114.763,133.795,3.79995,-31.4297 
14,97,43.248,4.2,48.5,-0.2,0.19,0.01,14,16906.4,0.0122773,31.0442,11.3737,115.257,-0.00249901,6.28666,5.71717e-12,-4.94806,-5.5941,-4.06274,0.305521,-3.11311,-140.691,8578.17,14.2888,7955.62,11494.6,-4.06217,-4.7082,-2.29095,1.19142,-2.22722,0.810621,8690.24,24.4766,8067.69,0.488031,0.995095,0.00555771,17806.7,0.000237546,1.03997,11.3221,9.15406,114.633,85.2955,0.818769,11.7344,10.003,114.279,133.675,0.353494,-48.3796 
15,97,43.248,0,48.5,-0.2,0.19,0.01,15,18677.4,0.147856,33.5845,11.5807,115.293,0.320423,-475.446,285.244,-5.47383,-6.5811,-2.00866,-3.6454,-0.442399,-75.8115,9810.54,29.2282,8338.47,17620.4,-4.99647,-6.10374,-1.05393,-3.16804,0.0349661,0.931058,9870.93,34.7179,8398.86,0.509819,0.993883,0.00755707,19361.6,0.000352194,1.13521,11.6143,9.34443,114.543,85.5634,0.841412,11.7704,10.1779,114.539,134.249,0.00347828,-48.6858 
16,95,43.248,0,40,-0.2,0.19,0.01,16,9322.34,-0.00717676,16.7298,11.4898,115.522,-0.00356087,23.8116,3.00845e-11,-9.22725,-4.39056,-6.06554,-5.1021,-4.53709,-96.7838,-43.0132,56.3151,9145.45,6260.21,-8.61783,-3.78113,-4.84669,-4.49267,-3.92767,0.811163,34.0787,63.3235,9222.54,0.00325939,0.235196,0.0124902,10455.6,-0.000987734,0.0120302,28.26,59.6489,135,113,0.936876,11.4732,10.0384,114.354,133.325,20.6461,-20.3247 
17,75,46.2227,0,46.05,0.2,-0.19,-0.01,17,7838.47,0.0670683,13.8205,11.7693,115.872,-0.0576248,-54.4602,95.161,-3.67764,-6.62547,-9.13305,-4.22137,-1.75604,-116.14,-93.2345,62.4609,7953.74,5397.2,-2.94634,-5.89417,-7.67045,-3.49007,-1.02473,0.635188,-0.724622,70.8709,8046.25,-7.97029e-05,-0.00587692,0.0159661,9091.54,0.000957972,-0.0126606,23.9888,43.9389,90,77.4805,0.763683,11.9279,10.5408,114.662,134.362,-24.6624,-56.8817 
18,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,18,8346.97,0.100003,13.9292,12.2023,115.61,0.0270477,42.5779,17.7092,-4.95606,-4.90865,-9.3326,-1.29677,-5.38932,-56.4452,1119.36,51.4437,7062.07,5570.52,-4.60064,-4.55323,-8.62176,-0.941345,-5.0339,0.636992,1164.32,55.531,7107.03,0.126621,0.922965,0.0141891,9195.26,0.000126174,0.124142,11.0314,10.7406,115.686,86.4129,0.623589,12.4418,11.0628,114.471,134.244,1.21458,-47.8314 
19,7,43.248,4.2,46.05,-0.2,0.19,0.01,19,7359.74,0.00237329,12.6887,12.1974,115.707,-0.0079737,-1.80788,1.8668e-12,-7.39315,-9.66345,-10.0134,-5.19645,-2.36949,-71.868,-93.4089,55.4717,7517.44,5038.71,-6.94062,-9.21092,-9.1083,-4.74391,-1.91695,0.714658,-36.1634,60.6759,7574.69,-0.00424292,-0.516476,0.0145413,8523.23,-0.00109156,0.0106201,-26.4108,-57.9537,134.999,113,0.684126,12.1884,10.7019,114.384,133.311,20.6152,-20.3114 
20,97,43.248,4.2,48.5,-0.2,0.19,0.01,20,15988.1,0.11659,29.278,11.41,115.285,-0.0502289,-1.34516,459.546,-4.20735,-5.67729,-3.91218,0.171698,-1.61532,-60.5422,8317.65,8.73207,7299.89,10877,-3.82613,-5.29607,-3.14974,0.552916,-1.2341,0.756835,8365.87,13.1161,7348.11,0.501875,0.997264,0.00327731,16669.2,0.000187184,0.989401,11.424,9.29615,114.525,85.4573,0.723587,11.8952,10.2545,114.573,133.949,-0.0479438,-48.4917 
21,97,43.248,0,48.5,-0.2,0.19,0.01,21,19516.8,-0.00329821,34.7426,11.7519,115.232,-0.0357842,23.5923,6.98394e-11,-5.25503,-6.43486,-0.626086,-1.0078,-2.12888,-56.2846,10344.5,45.88,8510.29,13318.8,-4.90062,-6.08045,0.0827318,-0.65339,-1.77447,1.00621,10389.3,49.9557,8555.12,0.518001,0.991656,0.0106421,20056.6,0.000595063,1.16448,11.6554,9.49845,114.428,85.1564,0.84163,11.6883,10.3687,114.637,133.772,-0.208779,-48.6156 
22,95,43.248,0,40,-0.2,0.19,0.01,22,9955.12,0.0802969,17.3221,11.9433,115.563,-0.0758681,-893.034,499.958,-9.09543,-8.22103,-4.51331,-0.374506,-2.98679,-89.1357,-56.0971,73.381,9819.14,8940.3,-8.53417,-7.65976,-3.39078,0.186758,-2.42552,0.844627,14.9028,79.8356,9890.14,0.0013317,0.0963863,0.014652,11190.8,1.15806e-05,0.0315068,12.4825,-10.3146,120.635,108.038,0.964891,11.882,10.274,114.455,133.86,6.17986,-25.822 
23,75,46.2227,0,46.05,0.2,-0.19,-0.01,23,8804.32,-0.00146812,15.1841,12.3466,115.637,-0.0197147,10.7679,8.52202e-12,-8.12904,-10.9261,-12.4915,-4.06078,-4.09593,-78.3043,-46.6644,70.1724,8828.24,6109.72,-7.63598,-10.4331,-11.5054,-3.56771,-3.60287,0.686886,15.7078,75.8426,8890.61,0.00156109,0.105825,0.0154712,10062.1,-0.178712,0.179439,1353.36,1420.7,107.636,105.833,0.811807,12.3504,10.72,114.443,133.988,-6.80778,-28.1553 
24,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,24,7774.26,0.0760538,12.6415,12.3489,115.738,-0.0148637,-117.803,500,-5.72795,-8.67308,-6.31368,-1.00179,-1.07007,-61.1371,1040.03,53.3111,6413.26,5138.87,-5.34298,-8.28811,-5.54375,-0.61683,-0.685104,0.729266,1088.73,57.7382,6461.96,0.129754,0.915075,0.0161928,8390.75,0.000286267,0.110322,10.8877,11.0722,115.104,85.9792,0.570556,12.5376,10.9039,114.545,133.734,0.559386,-47.7551 
25,7,43.248,4.2,46.05,-0.2,0.19,0.01,25,6961.85,0.0419523,12.3267,11.6114,115.697,-0.0894144,5.4902,37.5273,-7.49046,-8.77623,-10.0536,-0.39153,-1.64806,-19.8715,-154.509,31.2223,7118.93,4675.35,-7.36533,-8.65111,-9.80334,-0.266404,-1.52294,0.644924,-138.681,32.6612,7134.76,-0.0175023,1.70111,0.0083622,7923.6,0.000918274,-0.0137728,23.9423,45.1821,90,80.2012,0.690781,12.0159,10.5265,114.501,134.411,-24.5009,-54.2095 
26,97,43.248,4.2,48.5,-0.2,0.19,0.01,26,17934.1,0.105494,31.7354,11.7723,115.556,0.0130268,41.0259,494.858,-6.0622,-4.37064,-6.64387,-1.00009,-1.44872,-40.9811,8940.56,33.4692,8465.9,12179.2,-5.80415,-4.1126,-6.12777,-0.742038,-1.19067,0.659137,8973.2,36.4367,8498.54,0.483039,0.992944,0.00783597,18576.6,0.00041976,1.01292,11.5673,9.50284,114.676,85.7282,0.811844,12.0652,10.476,114.746,134.453,-0.0700879,-48.7246 
27,97,43.248,0,48.5,-0.2,0.19,0.01,27,20101.5,-0.004181,35.5206,-11.8543,115.294,0.0373155,-20.2257,0.0104251,-2.96536,-7.02837,-5.08443,-2.7227,-1.49458,9.76446,10334.7,49.6508,9012.77,13731.8,-3.02684,-7.08986,-5.2074,-2.78418,-1.55606,0.735186,10326.9,48.9438,9004.99,0.503689,0.991774,0.00991293,20502.5,0.000712822,1.14003,11.6926,9.64487,114.506,85.8678,0.881323,11.7738,10.397,114.574,134.706,-0.0682392,-48.8383 
28,95,43.248,0,40,-0.2,0.19,0.01,28,9218.77,0.0040525,17.2671,11.5033,115.692,-0.0126956,-0.636153,7.86136e-10,-11.9266,-10.4085,-4.96786,-1.56116,-3.80304,-59.7369,-8.92152,75.6889,9356.31,6466.25,-11.5504,-10.0323,-4.21556,-1.18501,-3.4269,0.861377,38.6611,80.0146,9403.89,0.00362503,0.216362,0.015432,10665.1,-0.000541497,0.0272724,8.96532,-44.3289,122.507,113,0.929147,11.5482,10.2199,114.394,134.52,8.11276,-21.5202 
29,75,46.2227,0,46.05,0.2,-0.19,-0.01,29,8010.75,0.0585617,13.6093,12.2978,115.595,-0.0438737,-71.2048,499.149,-2.53349,-5.44249,-5.72649,-2.97279,0.255337,-5.29583,-37.4389,30.6419,7859.9,5549.97,-2.50015,-5.40914,-5.6598,-2.93945,0.288683,0.651057,-33.2206,31.0253,7864.11,-0.00375237,-1.5764,0.007215,8853.23,-0.000824553,0.00874641,28.424,-65.5582,135,113,0.733444,11.9579,10.6779,114.484,133.773,20.5162,-20.7734 
30,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,30,9073.69,0.0237582,14.6215,13.1347,115.123,-0.0941654,-61.3522,500,-3.97758,-4.80882,-5.74916,-4.12046,-2.64069,22.0225,1383.76,85.9204,7342.91,6439.92,-4.11625,-4.94749,-6.0265,-4.25913,-2.77936,0.727662,1366.22,84.3257,7325.37,0.141667,0.902516,0.020765,9643.89,0.000318021,0.126061,11.8633,11.3514,114.663,86.2331,0.616417,12.9221,11.2747,114.159,133.778,0.50465,-47.545 
31,7,43.248,4.2,46.05,-0.2,0.19,0.01,31,7711.89,-0.00398775,13.2343,12.6917,115.547,0.00108169,3.26232,144.427,-2.42586,-5.70278,-7.26643,-0.19946,-2.9138,22.8014,18.871,57.6866,7730.35,5467.97,-2.56944,-5.84635,-7.55358,-0.343035,-3.05738,0.610033,0.708837,56.0355,7712.19,8.13308e-05,0.00717658,0.0132076,8715.49,-0.000205652,0.0240178,15.2108,-8.98103,123.167,108.916,0.691722,12.3911,10.9762,114.577,134.463,8.59079,-25.547 
32,97,43.248,4.2,48.5,-0.2,0.19,0.01,32,18134.2,-0.00713841,32.9398,-11.7302,115.091,-0.099654,68.2732,500,-1.6263,-5.25966,-8.16141,-2.19563,0.0603665,-17.1483,9155.28,53.7245,8537.81,12799.7,-1.51832,-5.15168,-7.94545,-2.08766,0.168345,0.51947,9168.94,54.9662,8551.47,0.486878,0.989618,0.0117019,18832.1,0.000338881,1.02356,11.6599,9.55554,114.377,86.428,0.855939,11.6326,10.3938,114.418,135.342,-0.0411685,-48.914 
33,97,43.248,0,48.5,-0.2,0.19,0.01,33,19413.4,-0.0100708,35.506,11.7072,114.951,-0.024067,2.17989,1.39634e-10,-1.88107,-4.54055,-3.95554,0.276909,-2.45324,-43.2022,10466.5,28.4837,8612.93,13533.3,-1.60903,-4.26852,-3.41147,0.548942,-2.18121,0.687631,10500.9,31.612,8647.34,0.517989,0.994759,0.00668913,20272.4,0.000278801,1.17226,11.6907,9.4679,114.326,85.6543,0.863741,11.6789,10.3383,114.301,134.307,0.0247779,-48.6524 
34,95,43.248,0,40,-0.2,0.19,0.01,34,10736.3,0.034257,18.6677,12.2845,115.317,-0.04169,25.6123,495.934,0.638701,-7.44798,-8.8735,-1.50357,-1.83794,-14.6359,51.2512,100.892,10433.1,7500.03,0.730859,-7.35582,-8.68919,-1.41141,-1.74578,0.529585,62.9092,101.952,10444.8,0.00530185,0.260682,0.0176633,11865.5,-0.000214406,0.0231342,-9.3832,56.7786,124.428,113,0.981334,11.8662,10.5039,114.247,134.247,10.1806,-21.2468 
35,75,46.2227,0,46.05,0.2,-0.19,-0.01,35,7335.09,0.000400692,13.2828,11.965,115.485,-0.00535844,4.39464,1.82004e-10,-4.40588,-6.66462,-12.3292,1.53637,-5.32798,2.68894,24.2703,84.0399,7373.31,5174.42,-4.42281,-6.68155,-12.3631,1.51944,-5.34491,0.547023,22.1285,83.8451,7371.16,0.00264963,0.131048,0.0205234,8351.54,0.000316158,-0.01663,12.8238,19.3781,90,105.126,0.710734,11.8523,10.6407,114.446,134.374,-24.4464,-29.2476 
36,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,36,9126.06,0.0267733,15.1297,12.8736,115.013,0.0364333,316.216,38.9674,-2.69948,-6.54717,-5.69396,-3.70167,-4.10443,-92.8694,1485.73,64.3421,7509.27,6715.58,-2.11471,-5.9624,-4.52441,-3.1169,-3.51966,0.76482,1559.7,71.067,7583.25,0.153987,0.926151,0.0169705,10128.8,0.000108991,0.131023,11.98,11.3789,114.166,86.9529,0.623872,12.893,11.4956,114.2,134.83,-0.0338181,-47.8773 
37,7,43.248,4.2,46.05,-0.2,0.19,0.01,37,7312.02,-0.00379514,12.5147,12.3234,115.136,0.00393762,1.2975,5.78591e-12,-1.34077,-3.52026,-4.58324,0.709399,-1.60437,3.88746,32.5082,50.2437,7078.37,5020.66,-1.36525,-3.54474,-4.63219,0.684921,-1.62885,0.558254,29.4117,49.9622,7075.28,0.00366525,0.251714,0.012841,8024.48,0.000472926,-0.0128498,-13.1216,20.7011,90,104.935,0.666381,12.0288,10.7957,114.146,134.849,-24.1457,-29.9134 
38,97,43.248,4.2,48.5,-0.2,0.19,0.01,38,18347.6,0.108609,32.8623,11.7527,114.962,0.155482,-145.104,262.577,1.77985,-6.10353,-2.22328,-0.455082,1.55144,44.3917,9196.72,35.7527,8530.65,13307.2,1.50032,-6.38305,-2.78232,-0.734605,1.27191,0.609649,9161.36,32.5382,8495.29,0.488319,0.993823,0.00700609,18761,0.000591786,1.02899,11.5879,9.56212,114.289,85.7937,0.827318,11.8751,10.445,114.224,134.734,0.0649162,-48.9401 
39,97,43.248,0,48.5,-0.2,0.19,0.01,39,21041.5,0.0981154,36.9638,12.0639,114.948,-0.0740306,-5.06456,308.102,2.80862,-4.06412,-3.74932,1.23217,-2.09731,20.9054,10879.1,58.9169,9528.85,14528.6,2.67698,-4.19575,-4.01259,1.10053,-2.22895,0.397489,10862.5,57.4031,9512.2,0.50263,0.990837,0.0109943,21611.3,0.000594957,1.14517,11.9788,9.80482,114.331,86.3012,0.893411,11.9619,10.7706,114.239,135.17,0.091557,-48.8685 
40,95,43.248,0,40,-0.2,0.19,0.01,40,10808.8,-0.0192503,19.1224,12.3921,115.193,0.00523245,-3.08655,299.033,-3.58813,-6.39951,-7.52299,0.333272,-1.71557,-17.5927,38.0975,63.5627,10755.7,7714.56,-3.47735,-6.28873,-7.30144,0.444048,-1.60479,0.599444,52.1107,64.8366,10769.7,0.00426372,0.314726,0.0109683,12221.9,-0.00055216,0.0195823,10.4941,62.3073,126.118,113,1.01542,11.9178,10.5363,114.142,134.513,11.9761,-21.5128 
41,75,46.2227,0,46.05,0.2,-0.19,-0.01,41,8604.11,0.0709686,14.2025,12.544,114.912,0.188944,-210.957,414.708,-0.602009,-4.34289,-8.707,-3.68835,-2.60475,16.842,32.6937,47.9331,8220.18,7097.14,-0.708059,-4.44894,-8.9191,-3.7944,-2.7108,0.56664,19.2784,46.7135,8206.76,0.00207453,0.190824,0.0103766,9292.92,0.000591132,-0.0151167,12.7345,12.9997,90,106.221,0.781544,12.0934,10.5529,114.164,134.501,-24.1639,-28.2799 
42,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,42,8512.24,0.00128086,14.4882,12.752,115.138,-0.010207,1.16985,33.1431,-0.687982,-7.7041,-6.707,-0.776895,-5.03328,3.3395,1288.29,30.168,7206.38,6014.73,-0.70901,-7.72513,-6.74906,-0.797923,-5.05431,0.679158,1285.63,29.9261,7203.72,0.136394,0.960859,0.00759448,9425.83,-1.81524e-05,0.122928,11.9912,10.9201,114.848,86.3202,0.619386,12.8045,11.1554,114.237,134.308,0.611404,-47.988 
43,7,43.248,4.2,46.05,-0.2,0.19,0.01,43,6816.53,-0.0129664,12.0497,12.4043,115.369,0.0172122,0.380966,2.50329e-09,-3.25398,-7.0936,-7.54283,-3.08705,-1.30965,-31.2005,-5.87886,56.9553,6947.82,4865.91,-3.05752,-6.89714,-7.14991,-2.89058,-1.11319,0.661276,18.9735,59.2146,6972.67,0.00240228,0.15476,0.0154029,7898.1,-0.00107905,0.0101123,26.0312,62.6158,135,113,0.644079,12.1014,10.5565,114.289,134.184,20.7112,-21.1839 
44,97,43.248,4.2,48.5,-0.2,0.19,0.01,44,17798.5,0.115266,31.8005,11.7329,114.944,-0.0241422,-137.715,490.773,0.542804,-1.5949,-0.229251,1.9854,-2.46694,82.551,8910.13,38.8143,8146.93,12254.3,0.023003,-2.1147,-1.26885,1.4656,-2.98674,0.740079,8844.38,32.8365,8081.18,0.492007,0.993545,0.00742948,17976.1,0.000707813,1.03746,11.4871,9.29188,114.369,86.2858,0.805603,11.806,10.2576,114.084,135.101,0.284715,-48.815 
45,97,43.248,0,48.5,-0.2,0.19,0.01,45,20229.5,-0.015988,36.1201,11.9875,114.897,-0.00729657,1.454,1.3186e-11,1.44171,-2.86287,-1.76865,-4.24931,-2.23979,-20.7755,10676.6,55.2402,9055.11,14095.6,1.57253,-2.73205,-1.50702,-4.11849,-2.10898,0.830558,10693.2,56.7446,9071.66,0.510557,0.990799,0.0113914,20944.2,0.000481544,1.16958,11.7639,9.59474,114.284,86.2362,0.880648,11.9143,10.409,114.207,135.025,0.0775166,-48.7884 
46,95,43.248,0,40,-0.2,0.19,0.01,46,9108.82,0.00119244,16.5735,-11.9153,115.046,0.0300892,-14.7606,2.17435e-10,-3.12865,-6.41984,-3.76087,-1.69686,-1.57914,-35.0578,113.672,61.0137,8977.57,6443.02,-2.9079,-6.19909,-3.31937,-1.47611,-1.35839,0.782491,141.597,63.5524,9005.49,0.0137235,0.560084,0.012833,10317.8,-9.4758e-05,0.0354139,12.8648,-9.82074,120.521,107.498,0.910178,11.624,10.2525,114.266,134.443,6.25488,-26.9447 
47,75,46.2227,0,46.05,0.2,-0.19,-0.01,47,7401.9,-0.00725976,13.3915,12.0682,115.048,0.038842,-8.97742,1.33836,-2.19195,-3.80198,-5.05556,-4.13608,-4.81632,-27.8648,19.1411,50.2987,7479.2,5272.33,-2.01649,-3.62652,-4.70464,-3.96062,-4.64086,0.751723,41.3364,52.3165,7501.39,0.00485288,0.311057,0.0126843,8517.91,0.000118239,-0.00993954,9.38902,18.6063,108.632,70.0037,0.725806,11.9204,10.4952,114.185,134.962,-5.55278,-64.9581 
48,75,47.3227,2.8,46.05,0.2,-0.19,-0.01,48,9101.22,0.00663765,15.0193,13.1125,114.992,0.0149719,36.1035,0.261706,-5.26883,-2.6265,-6.33098,-2.33906,-5.36101,4.77766,1468.21,78.9151,7501.3,6428.63,-5.29891,-2.65659,-6.39115,-2.36914,-5.39109,0.710898,1464.4,78.5692,7497.49,0.147375,0.914167,0.0189385,9936.57,0.000134909,0.126624,11.7473,11.6417,114.254,87.362,0.601225,13.0687,11.7529,114.208,135.509,0.0463093,-48.1466 
49,7,43.248,4.2,46.05,-0.2,0.19,0.01,49,6764.63,0.00946042,11.7708,12.3921,114.886,-0.00332925,-6.37934,381.142,-3.72472,-3.33804,-5.6325,-1.17843,-2.77094,-6.20434,-19.4993,44.9735,6746.16,4749.08,-3.68565,-3.29897,-5.55436,-1.13936,-2.73188,0.66153,-14.5574,45.4227,6751.11,-0.00191187,-0.224192,0.0122423,7614.19,0.000206964,-0.0179085,-12.4587,10.7328,90,106.653,0.630997,12.2098,10.6981,114.123,134.614,-24.1234,-27.9608 
