cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,7,8,10,0,21315.5,-0.301314,38.875,-12.7884,118.433,0.233945,-243.304,114.498,-4.29976,-2.6522,-7.94416,-2.18028,0.621788,-246.873,11072.9,30.3519,11143,18036.8,-2.74527,-1.0977,-4.83516,-0.62578,2.17628,0.321631,11269.6,48.2286,11339.7,0.498449,0.992566,0.00777373,22609.2,-0.00131678,1.05661,12.9701,10.2117,117.962,87.6551,0.96869,12.7257,11.3213,117.748,137.104,0.21427,-49.4493 
1,2,3,10,1,23679.3,-0.30283,43.7955,12.5285,118.601,-0.0887189,-332.282,0.876545,-6.03153,-4.40823,-8.10833,-4.26565,-1.35108,-151.541,12218.5,33.2704,12312.1,18821.4,-5.07732,-3.45402,-6.19991,-3.31144,-0.39687,0.663771,12339.2,44.2439,12432.8,0.498111,0.993764,0.00651271,24772,-0.00131845,1.19875,12.717,10.1331,118.013,87.8463,1.09154,12.5411,11.2515,117.995,136.998,0.0181727,-49.1515 
2,1,2,10,2,22721.8,-0.258238,42.4715,12.3103,118.647,-0.010921,-157.756,174.692,-4.81501,-3.67215,-7.80927,-7.31256,-3.80729,-162.083,12354.1,37.9008,11262.4,17076.1,-3.79442,-2.65155,-5.76809,-6.29197,-2.78669,0.729105,12483.2,49.6377,11391.5,0.522864,0.993089,0.00796294,23874.7,-0.00118182,1.21936,12.4752,10.2042,118.178,87.306,1.01456,12.3524,11.1426,118.067,136.648,0.111,-49.3425 
3,9,10,10,3,20515,-0.263227,37.3819,12.7192,118.436,0.419749,-190.522,362.423,-8.04518,-2.03347,-4.6642,-4.65669,-4.56759,-196.718,10168.7,9.19093,11138,18081.4,-6.8065,-0.794783,-2.18684,-3.41801,-3.32891,0.867745,10325.4,23.4358,11294.7,0.477583,0.996044,0.00380768,21620.2,-0.00119665,0.964226,12.903,10.3384,117.968,87.4896,0.961646,12.6773,11.4348,117.775,136.911,0.192935,-49.4214 
4,30,31,10,4,16758,-0.00596923,30.1238,12.9045,118.466,0.00862275,-6.93516,500,-5.44985,-3.50987,-8.71104,-4.65404,-6.22478,-181.23,8349.09,10.7449,9365.75,12656.5,-4.3087,-2.36871,-6.42873,-3.51288,-5.08362,0.703781,8493.45,23.8682,9510.1,0.471765,0.995106,0.00460198,18003.6,-0.00131904,0.764961,13.2691,10.4394,118,87.6622,0.781974,13.0315,11.5522,117.764,137.193,0.235196,-49.5305 
5,25,26,10,5,16325.6,-0.0239919,29.6703,12.7103,118.694,0.000707254,10.3072,500,-5.868,-2.68416,-6.37115,-4.75717,-5.81432,-188.538,7825.16,15.6672,9505.77,12276.7,-4.68082,-1.49699,-3.9968,-3.56999,-4.62715,0.782449,7975.33,29.3197,9655.95,0.45234,0.993608,0.00556233,17631.3,-0.00139084,0.721001,13.1427,10.5092,118.176,87.4441,0.789754,13.1067,11.5733,118.103,136.685,0.0733813,-49.2406 
6,20,21,10,6,16041.3,-0.0242389,28.9153,12.8751,118.559,-0.00595154,-7.41996,6.6803e-12,-5.25985,-1.75941,-2.76557,-2.43754,0.0459328,-156.096,7932.17,17.014,9080,12120.6,-4.27696,-0.776517,-0.799784,-1.45465,1.02883,0.872627,8056.51,28.3173,9204.33,0.46675,0.993887,0.00563533,17260.8,-0.00138353,0.719677,13.3143,10.541,118.096,87.5929,0.729286,13.1749,11.9471,117.969,137.061,0.126645,-49.4677 
7,6,7,10,7,22288.5,0.00614591,40.4996,12.5732,118.578,-0.0158131,-15.2429,4.10547e-12,-4.24701,-4.74313,-7.66235,-6.3691,-3.72563,-107.823,11638.2,45.2835,11514.3,16584.3,-3.56808,-4.0642,-6.30448,-5.69016,-3.0467,0.721946,11724,53.0913,11600.1,0.502656,0.992138,0.00836042,23324.2,-0.00125498,1.1018,12.8747,10.355,118.171,87.8336,0.998283,12.5882,11.4336,117.892,137.315,0.27991,-49.4815 
8,8,9,10,8,19744.1,0.0472803,36.4383,12.3734,118.385,-0.0716262,-69.7145,0.53573,-5.0755,-6.14332,-11.1896,-6.70519,-2.7255,-211.101,10345.2,19.8041,10445.3,14839.8,-3.74625,-4.81407,-8.53113,-5.37594,-1.39625,0.642505,10513.3,35.0905,10613.4,0.497631,0.994193,0.00605355,21126.8,-0.00131616,1.00883,12.5685,10.232,117.841,87.2207,0.906867,12.6562,11.3702,117.778,136.47,0.0629864,-49.2492 
9,10,11,10,9,19644.8,-0.00529754,36.2868,12.5358,118.568,0.0222897,-65.4339,500,-8.29118,-4.09364,-7.2339,-4.64743,-3.52428,-155.291,10042.3,6.86257,10692.4,14855.5,-7.31335,-3.11581,-5.27825,-3.6696,-2.54645,0.759242,10166,18.1076,10816.1,0.484508,0.996893,0.00307445,20982.1,-0.00146004,0.974314,12.8002,10.1629,117.988,87.5582,0.94761,12.835,11.0398,117.875,137.061,0.112212,-49.5032 
10,18,19,10,10,13690.4,-0.326487,26.5146,12.612,118.493,0.0643651,31.068,493.276,-6.04267,-5.22137,-11.4438,-5.9512,-7.62001,-204.823,7179.11,-8.51359,7842.88,10950.9,-4.75296,-3.93166,-8.86434,-4.66149,-6.3303,0.689414,7342.26,6.31812,8006.03,0.478376,0.998496,0.00145162,15348.3,-0.00163908,0.706919,12.7096,10.152,117.812,87.2304,0.694783,12.842,11.1317,117.932,136.405,-0.119756,-49.1751 
11,12,13,10,11,17686.7,-0.0146779,32.6958,-12.5624,118.487,-0.0345867,49.1285,500,-6.7105,-4.78765,-8.0167,-5.95575,-5.2909,-193.1,9029.17,7.73545,9649.95,13426.1,-5.4946,-3.57175,-5.58491,-4.73985,-4.07501,0.762001,9182.98,21.7183,9803.76,0.483652,0.995878,0.00406423,18986.7,-0.00134653,0.857723,12.8509,10.3261,117.952,86.8508,0.840253,12.7646,11.34,118.018,136.264,-0.0658051,-49.4132 
12,40,41,10,12,17527.9,-0.307257,33.0412,12.5775,118.62,0.113983,194.243,345.767,-6.74473,-6.32556,-9.9425,-6.69044,-4.17952,-204.932,9076.83,33.9211,9616.07,14249.1,-5.45433,-5.03516,-7.3617,-5.40004,-2.88912,0.718378,9240.07,48.7607,9779.31,0.485824,0.99085,0.00910135,19019.4,-0.00144052,0.865389,12.8411,10.302,118.154,87.0707,0.84113,12.5881,11.3638,117.974,136.518,0.180613,-49.447 
13,60,61,10,13,17668.6,-0.162074,32.5032,-12.7339,118.452,0.0325017,-316.157,500,-5.67816,-2.12612,-8.52906,-5.92166,-2.16021,-197.24,9154.31,-1.84016,9548.92,13808.1,-4.43619,-0.884157,-6.04513,-4.67969,-0.918239,0.643637,9311.42,12.4425,9706.03,0.489625,0.997667,0.00235589,19017.5,-0.00144303,0.867358,12.9805,10.3095,117.859,87.5609,0.811345,12.9227,11.4921,117.965,137.092,-0.105938,-49.5307 
14,50,51,10,14,18605.7,-0.289228,34.2056,12.774,118.629,1.23414,-480.026,110.39,-6.67847,-6.67823,-7.91453,-4.93898,-6.7234,-272.278,9387.53,30.6002,10268.9,33509.2,-4.96401,-4.96377,-4.48561,-3.22452,-5.00893,0.801932,9604.41,50.3165,10485.8,0.478065,0.990915,0.00876197,20090.2,-0.00144199,0.878342,12.9112,10.4434,117.997,87.7211,0.872376,12.9515,11.4707,117.907,137.344,0.0904608,-49.6227 
15,3,4,10,15,23776.5,-0.296888,42.9665,12.7731,118.533,0.198094,-354.765,394.34,-7.36894,-6.56826,-4.0159,-0.311639,-1.84702,-161.962,12355.8,77.5822,12177.5,20153.6,-6.34911,-5.54843,-1.97624,0.708191,-0.827189,0.858767,12484.9,89.3102,12306.5,0.503596,0.987636,0.0131921,24791.4,-0.00112378,1.16607,12.9019,10.297,118.038,86.8455,1.05223,12.5926,11.4768,117.857,136.102,0.180801,-49.2564 
16,5,6,10,16,22903,-0.213964,41.3328,12.6233,118.474,0.0568476,57.1887,35.7384,-7.42869,-4.30767,-9.29209,-0.655021,-3.27263,-176.358,11966.1,34.7008,11555,17090.7,-6.31821,-3.19719,-7.07113,0.455455,-2.16215,0.613456,12106.6,47.4713,11695.4,0.508637,0.993185,0.00742154,23802,-0.000965054,1.14058,12.7384,10.3118,117.874,86.8815,1.01808,12.5871,11.2571,117.898,135.968,-0.0245952,-49.0866 
17,16,17,10,17,16109.9,-0.0393234,29.8707,12.6829,118.537,0.0503479,-413.504,495.682,-8.27554,-7.08985,-3.58974,-3.74714,-2.45473,-196.629,8222.6,18.2911,9019.82,13010.5,-7.03741,-5.85173,-1.11349,-2.50902,-1.21661,0.937191,8379.22,32.5295,9176.44,0.477295,0.993252,0.0064877,17555.7,-0.00147628,0.777819,12.8325,10.4249,117.901,86.5216,0.777029,13.0139,11.2606,118.005,136.024,-0.104018,-49.5024 
18,14,15,10,18,16723.4,-0.263186,30.411,12.9263,118.417,0.0187396,53.9593,382.003,-4.49618,-7.03363,-7.77941,-2.23685,-2.66631,-181.98,8504.87,25.1077,9128.71,12829.7,-3.3503,-5.88775,-5.48765,-1.09097,-1.52043,0.683474,8649.83,38.2854,9273.67,0.482597,0.992314,0.00754754,17923.5,-0.0012252,0.796715,13.0707,10.3181,117.984,87.5924,0.779775,12.9427,11.3459,117.767,136.901,0.216607,-49.3089 
19,4,5,10,19,21992.4,-0.0659064,40.7341,-12.3454,118.613,0.0278322,16.5251,3.2366e-12,-9.06341,-4.56175,-7.23065,-4.64584,-5.33009,-141.586,11569.2,13.0137,11320.1,16385.4,-8.17188,-3.67022,-5.44759,-3.75431,-4.43856,0.786223,11682,23.2662,11432.9,0.505388,0.996527,0.00373472,23114.9,-0.00121316,1.17229,12.5628,9.8749,118.099,87.3556,1.03015,12.4632,10.977,117.986,136.454,0.113037,-49.0985 
20,7,8,10,20,21988.6,-0.285561,39.8923,12.7846,118.368,0.264207,103.14,170.518,-3.4051,-7.53123,-12.286,-2.54651,-6.66454,-171.309,11383.5,44.6033,11429.9,17489.5,-2.32641,-6.45254,-10.1286,-1.46782,-5.58585,0.609857,11519.9,57.0082,11566.3,0.498995,0.991414,0.0089977,23086.2,-0.00126669,1.06138,12.9451,10.4454,117.903,87.255,0.962023,12.7725,11.682,117.754,136.636,0.148967,-49.3812 
21,2,3,10,21,22800.7,0.0419291,42.1973,12.2955,118.59,0.0374288,134.632,9.52557e-12,-6.78461,-7.18719,-7.40918,-4.97516,-5.81926,-183.412,12444.4,48.8566,11256.9,17053.9,-5.62971,-6.03229,-5.09939,-3.82027,-4.66436,0.798012,12590.5,62.1379,11402.9,0.524747,0.991437,0.0099384,23993.4,-0.00122595,1.22787,12.5316,10.1586,118.162,86.6811,0.997004,12.4464,11.2926,117.898,135.699,0.263689,-49.0177 
22,1,2,10,22,23604.3,-0.324492,43.4431,12.6491,118.625,0.245157,88.7961,392.398,-7.81226,-9.76221,-13.3039,-4.1226,-4.71465,-216.692,12856.8,38.5852,11796.3,18597.3,-6.44781,-8.39776,-10.575,-2.75815,-3.3502,0.664594,13029.4,54.2763,11968.9,0.521211,0.992763,0.00828431,24998.4,-0.00144161,1.23432,12.8554,10.2124,118.113,87.6203,1.05175,12.5389,11.1649,118.001,136.909,0.112613,-49.2885 
23,9,10,10,23,19288.4,-0.0673439,35.757,12.5373,118.498,0.0183389,-157.588,500,-5.4996,-6.30677,-10.0309,-3.25204,-7.92588,-194.553,10082.3,18.3127,10328.9,14687.6,-4.27455,-5.08172,-7.58083,-2.027,-6.70084,0.704623,10237.3,32.4008,10483.9,0.49405,0.994492,0.00566087,20721.1,-0.00147989,0.976935,12.7076,10.2644,117.939,87.4333,0.897882,12.7257,11.3334,117.939,136.775,-0.00011951,-49.3415 
24,30,31,10,24,17772.8,-0.040525,31.4084,13.1925,118.687,-0.0360746,277.406,500,-6.30149,-3.49057,-8.39035,-6.23488,-2.69627,-215.501,8976.49,32.4645,9847.78,13814.4,-4.94454,-2.13362,-5.67644,-4.87792,-1.33931,0.700797,9148.14,48.0695,10019.4,0.477272,0.990888,0.00876031,19167.6,-0.00142627,0.762435,13.6858,10.955,118.205,87.72,0.788569,13.186,11.8579,117.965,137.016,0.239141,-49.2956 
25,25,26,10,25,15748.6,-0.044811,28.2681,12.8368,118.55,-0.000951308,-14.7288,500,-1.95839,-3.63739,-2.67912,-2.36475,-4.56871,-157.376,7704.03,6.70241,8940.91,11813.2,-0.967437,-2.64643,-0.697206,-1.37379,-3.57775,0.924729,7829.38,18.0984,9066.27,0.463396,0.995971,0.00366381,16895.7,-0.00127817,0.705639,13.2872,10.4405,117.884,87.1429,0.746226,13.0808,11.5617,117.84,136.42,0.0434278,-49.2768 
