cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
96,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,96,5049.05,0.0149203,7.97024,11.191,96.2356,-0.185102,129.68,9.99359e-05,-1.64219,-0.511252,3.02988,1.37333,-0.750593,-139.764,334.049,32.0578,3757.88,3685.01,-0.762138,0.368803,4.78999,2.25338,0.129461,0.293459,530.081,46.5787,3953.91,0.139062,0.866721,0.0212398,3811.83,0.00131196,0.0517334,9.37265,7.68869,96.8114,71.4519,0.42667,10.4151,9.55295,95.8917,121.975,0.919758,-50.5233 
97,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,97,9051.34,0.28832,16.9154,9.69017,96.5895,-0.139853,-8.41015,163.662,1.82668,1.26388,0.695132,1.35856,-0.368671,-182.083,2917.87,64.535,4897.07,5374.19,2.97321,2.41041,2.98819,2.50509,0.777857,0.743608,3173.26,83.4527,5152.46,0.425952,0.956002,0.0289716,7449.8,0.00181695,0.521565,9.11388,7.32609,96.7777,71.2817,0.650045,9.43484,8.86369,95.9117,121.492,0.865988,-50.2107 
98,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,98,9668.84,0.018139,18.9038,10.0332,96.8944,0.160112,-13.8239,500,0.374484,-4.41362,4.48965,1.91884,-1.36164,-243.383,3489.37,41.3757,5202.61,6246.26,1.907,-2.8811,7.55469,3.45136,0.170884,0.25955,3830.74,66.6623,5543.98,0.454297,0.970447,0.02167,8432.24,0.00126161,0.603219,9.3507,7.56006,97.0678,70.628,0.676764,9.79931,9.16116,96.3743,120.561,0.693511,-49.9332 
99,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,99,4876.82,0.216594,8.0532,10.104,96.2417,-0.358372,327.954,111.461,-1.06683,0.533879,0.500123,1.2752,-0.951524,-108.336,-7.51303,33.9564,3893.23,6474.83,-0.384664,1.21604,1.86445,1.95736,-0.269362,0.574698,144.439,45.2121,4045.18,0.0412453,0.646085,0.0201734,3501.94,0.00123187,0.00450091,-7.25844,85.5957,102.979,92.9991,0.483521,9.61652,9.15607,95.9322,121.138,7.04676,-28.1389 
100,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,100,9533.92,0.00649665,18.42,10.005,96.5336,0.00349935,0.625077,5.04546e-12,-1.43401,-0.3198,-6.59918,-3.38533,1.29629,-240.898,3223.9,53.5249,5197.41,5999.35,0.0828661,1.19707,-3.56544,-1.86846,2.81316,-1.65919,3561.78,78.5533,5535.3,0.436703,0.962839,0.025476,8156.08,0.00146565,0.548181,9.23795,7.64654,96.7347,71.5601,0.645145,9.88592,9.49858,95.9583,121.984,0.776493,-50.4239 
101,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,101,8887.08,0.0635834,17.0415,9.7833,96.7074,1.0767,-282.518,500,1.39838,-3.13335,2.8127,-0.427571,-3.12484,-248.613,3078.84,51.3249,4673.37,15329.6,2.96384,-1.5679,5.94361,1.13788,-1.55938,0.140854,3427.54,77.1548,5022.07,0.451238,0.9621,0.0275216,7595.86,0.00158435,0.545133,8.99141,7.51102,97.0564,70.4272,0.621935,9.46037,9.03177,96.099,120.252,0.957325,-49.8251 
102,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,102,4670.64,0.212788,7.66954,10.0818,96.5813,-0.362798,72.9415,499.963,0.655161,-3.60638,-1.85433,-1.06336,-0.0233967,-137.62,262.385,33.5216,3493.38,3378.57,1.52172,-2.73982,-0.121218,-0.1968,0.843159,0.825073,455.411,47.8198,3686.4,0.129557,0.844768,0.023338,3515.13,0.00124877,0.0418872,9.81445,7.50013,95.8612,70.6715,0.413482,9.92572,9.555,96.5063,121.607,-0.645145,-50.935 
103,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,103,9009.25,0.0352556,17.2724,9.80782,96.5184,-0.0451116,-22.6753,500,1.01384,1.02014,-3.45248,0.141035,-2.60542,-236.58,2889.92,41.8432,4959.5,5547.97,2.50352,2.50982,-0.473117,1.63072,-1.11573,1.09359,3221.75,66.423,5291.32,0.42316,0.965177,0.0226017,7613.55,0.00167662,0.511685,9.11979,7.43127,96.8524,71.306,0.660184,9.39002,8.98051,95.9118,121.406,0.940619,-50.1001 
104,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,104,9609.56,0.276658,18.3328,9.67447,96.6605,-0.189266,-11.9317,495.252,-0.0573561,1.39238,-1.78711,4.68012,-1.86462,-187.397,3328.34,46.6534,5145.5,5847.18,1.12263,2.57237,0.572866,5.86011,-0.684634,0.939336,3591.19,66.1233,5408.34,0.444448,0.968784,0.0220258,8080.11,0.00164522,0.579406,9.15973,7.49351,96.807,71.3128,0.675699,9.6771,8.91784,96.0589,121.401,0.748056,-50.0884 
105,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,105,5156.05,0.276397,7.98527,10.1002,96.2922,0.403306,-308.645,247.476,0.850843,-0.125247,-0.112639,-0.990401,-1.4151,-176.712,7.08553,34.6991,3949.06,6677.71,1.96355,0.987461,2.11278,0.122307,-0.302397,0.567382,254.941,53.0588,4196.92,0.0681956,0.733023,0.0227585,3738.38,0.00936792,-0.0101838,571.474,134.98,135,40,0.481466,9.50695,9.45213,96.1478,121.498,38.8522,-81.4982 
106,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,106,9222.29,0.00293148,17.7744,9.874,96.9698,-0.00379736,1.26301,8.46996e-12,-2.6696,0.721041,4.98443,2.17731,0.7661,-192.316,3210.5,57.9632,4880.53,5713.4,-1.45864,1.932,7.40635,3.38827,1.97706,0.440821,3480.24,77.9441,5150.27,0.448776,0.962285,0.0271223,7754.96,0.00154371,0.563154,9.16043,7.56938,97.3248,71.2258,0.647859,9.58061,8.94196,96.3947,121.246,0.930044,-50.0202 
107,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,107,9251.22,0.266508,17.9049,9.53524,96.5502,-0.00338256,-124.23,352.478,2.07457,-0.390085,1.77655,-2.54313,-3.69399,-141.017,3104.43,50.359,5039.98,5571.43,2.96252,0.497863,3.55245,-1.65518,-2.80605,-0.392243,3302.22,65.0102,5237.77,0.431687,0.966695,0.0223528,7649.56,0.00162354,0.556429,8.89473,7.54403,96.757,71.4407,0.66059,9.4878,9.03255,95.9724,121.582,0.784554,-50.1413 
108,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,108,4746.67,0.24722,7.38691,10.1625,96.364,-0.220047,-177.112,329.253,1.68662,-2.05264,0.79486,1.79344,0.625207,-143.681,328.598,36.3371,3415.9,3712.46,2.59134,-1.14792,2.60431,2.69816,1.52993,0.685311,530.125,51.2651,3617.42,0.150067,0.855263,0.0254416,3532.59,0.00148656,0.0472477,8.65104,8.35679,96.4222,70.7398,0.390983,9.90936,9.54192,96.1345,120.551,0.287668,-49.8114 
109,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,109,9105.77,0.107241,17.8446,9.74056,96.7335,-0.126391,-7.14631,7.49363e-09,0.173689,-0.540226,4.13028,0.538959,1.88033,-163.113,3025.51,44.6454,5081.98,5687.69,1.20077,0.486854,6.18444,1.56604,2.90741,0.499054,3254.29,61.5922,5310.76,0.424719,0.967941,0.0209172,7662.22,0.00143104,0.529186,9.00201,7.69642,96.9094,71.0587,0.651886,9.63878,9.19989,96.2142,121.284,0.695242,-50.225 
110,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,110,10084,0.0702544,19.6118,9.87634,96.4948,0.123327,-68.5129,500,-0.680632,-1.47734,1.06524,-4.68411,2.9922,-228.772,3681.73,49.7465,5298,6580.4,0.759885,-0.0368179,3.94627,-3.24359,4.43271,0.326398,4002.6,73.515,5618.88,0.46186,0.968859,0.0235341,8666.27,0.00154995,0.62369,9.39672,7.62421,96.6314,70.0082,0.67644,9.62191,9.27268,95.9747,119.933,0.65671,-49.9253 
111,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,111,4790.87,0.00978962,7.87833,10.4773,96.3759,-0.021259,11.4236,3.15373e-09,-3.93473,-1.66002,-3.93234,-1.82473,-0.682019,-99.2227,56.6631,36.3398,3836.51,2694.98,-3.30995,-1.03525,-2.68278,-1.19995,-0.0572398,0.676195,195.833,46.6486,3975.67,0.0560219,0.705785,0.0211571,3495.64,0.00131085,0.00757811,-12.6107,2.16984,112.842,67.8303,0.467719,9.68242,9.4554,96.1769,123.015,16.6649,-55.1848 
112,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,112,9186.4,0.270649,17.4595,9.67098,96.7167,0.150675,-107.265,6.31704,-0.882685,-0.140123,3.61298,0.690397,0.411663,-213.764,2926.9,45.4501,5133.18,6022.77,0.463328,1.20589,6.30501,2.03641,1.75768,0.464239,3226.73,67.6593,5433.01,0.417099,0.964604,0.022426,7736.12,0.00167522,0.508116,8.98906,7.592,96.8428,72.0262,0.667857,9.56362,9.05893,96.3606,122.223,0.482238,-50.1972 
113,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,113,9108.16,0.265777,17.6507,9.50121,96.8037,-0.421993,-272.29,474.798,0.54698,-0.581639,0.549985,-0.102151,-1.42323,-199.85,3089.39,50.5817,4929.96,9199.82,1.80538,0.676765,3.06679,1.15625,-0.164826,0.531098,3369.7,71.3453,5210.27,0.437952,0.964272,0.0246037,7694.22,0.00155538,0.535238,9.08478,7.55473,97.0169,71.9291,0.654589,9.47886,9.06995,96.3271,122.206,0.689724,-50.2772 
114,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,114,4675.86,0.15447,7.34896,10.3714,96.4668,-0.122852,-341.258,500,-1.52235,-0.903293,-3.05312,2.42492,-0.166195,-157.954,324.55,16.3111,3361.13,3845.95,-0.527758,0.0913005,-1.06393,3.41952,0.828399,1.38723,546.096,32.7219,3582.67,0.155154,0.905092,0.0165463,3519.71,0.00132802,0.0512332,8.96328,7.55118,96.2677,71.348,0.406776,9.93483,9.38975,96.2918,121.703,-0.0241343,-50.355 
115,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,115,9601.27,0.291759,18.1048,9.6918,96.3689,-0.52302,-30.7286,92.7994,3.14926,3.31724,0.0715423,1.80438,2.01616,-182.504,3179.6,54.6143,5164.19,6235.25,4.29844,4.46642,2.3699,2.95356,3.16534,0.862643,3435.58,73.5758,5420.17,0.433002,0.963876,0.0243955,7934.31,0.00171376,0.548793,9.21802,7.57251,96.5485,71.6633,0.658159,9.70163,9.21697,95.8828,122.116,0.665748,-50.4529 
116,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,116,9564.74,0.28487,18.8593,9.3034,96.4619,-0.327875,-103.819,261.147,0.529162,0.620574,4.79454,-1.06725,-0.897859,-218.84,3385.67,59.5269,5118.34,6819.77,1.90714,1.99855,7.5505,0.310726,0.480121,0.383484,3692.61,82.2636,5425.29,0.45056,0.962477,0.0271729,8195.6,0.00157021,0.623558,8.77029,7.47514,96.5545,71.4252,0.673413,9.50819,8.98806,95.8334,121.615,0.721006,-50.1894 
117,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,117,4598.95,0.235328,7.69816,9.51001,96.3016,-0.852212,911.549,102.215,-0.300277,0.476746,-0.591542,1.89203,-2.02853,-167.207,13.8429,31.3795,3630.27,27671.7,0.752583,1.52961,1.51418,2.94489,-0.975673,0.737377,248.367,48.7517,3864.8,0.0718625,0.744322,0.0227092,3456.15,0.00734762,-0.00810414,809.395,126.785,134.999,40,0.455335,9.40944,9.39109,96.214,121.96,38.7854,-81.9603 
118,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,118,9490.67,0.00323259,18.0245,10.0506,96.3519,-0.0151892,-6.13903,485.172,2.12122,-0.816209,1.12671,0.153713,-2.44289,-206.049,3196.37,46.6801,5184.58,5900.29,3.41866,0.481225,3.72158,1.45115,-1.14545,0.530528,3485.37,68.0877,5473.59,0.434128,0.966943,0.0224012,8028.45,0.0015566,0.526327,9.36077,7.86673,96.6148,71.4937,0.628717,9.86392,9.50188,95.8676,121.934,0.747219,-50.4406 
119,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,119,9326.63,0.0108454,18.288,9.85456,96.7952,-0.0197019,-0.98365,0.979904,1.79944,0.465887,-4.17383,-0.618406,1.00812,-197.923,3227.12,24.6867,5069.01,5867.38,3.04571,1.71216,-1.68129,0.627865,2.25439,1.28215,3504.73,45.2502,5346.61,0.441267,0.977905,0.015351,7942.42,0.00140446,0.550141,9.29012,7.67989,96.9351,71.2606,0.64666,9.68139,9.30329,96.4363,121.458,0.498714,-50.1972 
120,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,120,5042.15,0.267415,7.81543,10.1336,96.1756,0.0534712,-839.22,232.643,-1.35931,1.36691,-5.46863,-1.62283,-1.04757,-172.43,269.452,14.4811,3703.23,4038.96,-0.27356,2.45266,-3.29713,-0.537084,0.0381743,-1.03911,511.302,32.3959,3945.08,0.135061,0.900188,0.0149014,3785.72,0.00147321,0.0489175,8.97747,8.04702,96.8972,70.9978,0.419045,9.96847,9.72696,96.0363,120.65,0.860829,-49.6526 
121,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,121,9239.43,0.255812,17.8762,9.6041,96.6561,-0.278046,-134.188,487.743,-1.97989,0.217354,-1.00405,0.467005,-0.325285,-205.055,3105.15,53.117,5081.12,6803.48,-0.688713,1.50853,1.5783,1.75818,0.965889,0.69187,3392.75,74.4214,5368.73,0.432264,0.963032,0.0248994,7848.8,0.0015106,0.536659,9.02363,7.67754,96.8667,70.6249,0.643861,9.56377,9.4153,96.1251,120.728,0.741584,-50.1031 
122,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,122,10306.3,0.281151,19.7599,9.71583,96.4142,0.215571,-453.493,425.932,0.535062,-0.787216,-2.56555,0.564157,-2.4806,-230.871,3653.5,46.4405,5552.44,9432.13,1.98879,0.666516,0.341916,2.01789,-1.02687,0.914269,3977.32,70.4271,5876.25,0.449181,0.969944,0.0216008,8854.61,0.00157996,0.632598,9.30286,7.54439,96.5716,71.3289,0.712823,9.69055,9.12062,95.9179,121.478,0.653752,-50.1487 
123,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,123,4892.11,0.178005,8.17414,9.88897,95.9231,10.5877,-9554.44,500,1.3279,-1.74521,1.19364,-1.56202,-0.575594,-135.751,-40.2409,18.3171,3968.3,3.29571e+06,2.18269,-0.890422,2.90322,-0.707232,0.279193,0.229393,150.163,32.4211,4158.7,0.0416901,0.725776,0.0141577,3601.89,0.00129144,-0.000174489,-71.1413,0.0146013,109.661,59.2842,0.475063,9.74652,9.61128,95.8282,121.302,13.8332,-62.0174 
124,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,124,9386.63,0.205356,17.6893,9.77607,96.5507,-0.0487175,-48.2668,0.000844187,-0.442862,0.918637,-5.33096,-0.915054,-1.90979,-249.816,3100.9,51.2408,5190.41,5706.04,1.13016,2.49166,-2.18491,0.657968,-0.336773,2.24277,3451.29,77.1957,5540.8,0.428723,0.962332,0.0250224,8050.15,0.00160639,0.519974,9.21877,7.65656,96.7958,71.7169,0.654227,9.69618,9.31856,96.0884,121.936,0.707367,-50.2195 
125,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,125,8838.49,0.236144,17.3079,9.54514,97.0615,0.243355,-388.71,46.8543,1.35843,-2.63874,-0.508048,0.558812,0.10816,-220.772,3056.78,49.3458,4827.6,8457.37,2.74857,-1.24859,2.27224,1.94896,1.4983,0.685263,3366.43,72.2832,5137.25,0.44119,0.963785,0.0252643,7630.36,0.00138273,0.54677,9.05837,7.59493,97.1827,69.9017,0.629328,9.47627,9.08099,96.6106,119.64,0.572043,-49.7387 
126,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,126,4975.45,0.241166,8.01181,10.0758,96.6139,-1.06576,652.889,338.664,-2.7765,-3.19403,0.573268,1.86505,1,-158.039,381.633,44.1817,3616.38,25279.2,-1.78137,-2.19889,2.56353,2.86019,1.99513,0.254482,603.299,60.6014,3838.04,0.159229,0.850494,0.0282641,3788.88,0.0014683,0.0459128,10.6989,8.14202,96.2682,71.798,0.424653,9.47983,9.7892,96.5269,121.828,-0.258744,-50.0299 
127,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,127,9085.22,0.225706,17.2001,9.97406,96.553,0.673851,-203.155,326.87,-1.80888,-1.13898,-3.44916,-1.83492,1.50183,-239.738,3146.84,35.6264,5017.74,10041.1,-0.299317,0.370585,-0.43003,-0.325357,3.01139,1.18478,3483.1,60.5342,5353.99,0.439402,0.970484,0.0204026,7926.91,0.00132544,0.529669,9.17328,7.85602,96.796,71.0465,0.595535,9.99015,9.63293,96.0136,121.323,0.782367,-50.2765 
128,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,128,10387.6,0.253836,20.2707,9.70611,96.6682,0.464213,1036.56,333.766,-2.36868,1.23426,-3.6531,1.03035,-1.79502,-213.907,3851.32,61.8888,5469.36,22069,-1.02176,2.58117,-0.959267,2.37727,-0.448106,1.37926,4151.35,84.1129,5769.39,0.46436,0.965756,0.026154,8939.94,0.00147098,0.65514,9.35955,7.72272,96.9006,71.3609,0.687761,9.65173,9.39223,96.1201,121.301,0.780481,-49.9405 
129,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,129,5238.47,0.00495983,8.17736,10.2727,96.3519,0.00619654,-0.948219,1.59364e-12,-0.638179,1.40195,-1.92649,1.48862,-0.611927,-142.445,31.8263,43.3094,3914.74,2734.77,0.258761,2.29889,-0.132608,2.38556,0.285012,1.02602,231.62,58.1089,4114.53,0.0635152,0.694907,0.0253561,3646.68,0.00181567,0.0178956,-27.9613,-0.153046,100.697,67.7141,0.480183,9.38773,9.42013,96.2763,119.925,4.42041,-52.2106 
130,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,130,9359.32,0.0118789,18.6319,9.77637,96.9222,0.0131517,3.2207,500,1.38186,-1.03903,4.02759,-2.69996,-2.42129,-192.578,3341.91,40.4007,4991.99,5931.02,2.59447,0.173579,6.45281,-1.48734,-1.20868,0.01104,3612.02,60.4088,5262.09,0.452659,0.971565,0.0207094,7979.55,0.00140098,0.582063,9.10263,7.72562,97.0689,70.9184,0.648181,9.46945,9.28727,96.5104,121.111,0.558569,-50.1922 
131,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,131,8982.85,0.0320666,17.468,9.64359,96.458,0.216115,-71.9467,0.00010595,-0.365923,-1.10285,-2.28977,-2.81205,0.78023,-200.303,2772.19,45.955,5124.26,5989.91,0.89533,0.158399,0.232737,-1.55079,2.04148,0.86904,3053.14,66.7656,5405.21,0.404954,0.963142,0.0222477,7539.46,0.00157865,0.502032,8.91674,7.45508,96.6269,72.0206,0.682156,9.41625,9.00233,96.0733,122.495,0.55365,-50.4748 
132,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,132,4711.57,0.191831,7.39026,10.9047,96.129,-0.275927,178.782,490.989,1.60576,-1.28362,-3.38229,-0.613881,-1.67391,-182.788,397.572,33.4952,3495.04,4229.3,2.75673,-0.13265,-1.08035,0.537087,-0.522943,1.69348,653.95,52.4861,3751.42,0.173571,0.876843,0.0251254,3767.63,0.00118182,0.0558954,10.0943,7.53471,95.8244,70.8864,0.376334,10.3778,10.0754,96.0438,120.535,-0.219349,-49.6481 
133,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,133,8821.51,0.0596185,16.9986,9.71696,96.5976,-0.00433309,22.7184,500,1.31171,-1.98905,0.392323,-0.149347,-2.51357,-218.861,2952.67,38.4224,4770.9,5380.17,2.68982,-0.610938,3.14854,1.22876,-1.13546,0.40825,3259.64,61.1612,5077.87,0.436115,0.968208,0.0217059,7474.28,0.00161879,0.510716,9.0869,7.65353,96.9663,71.537,0.614093,9.40881,9.21127,96.0618,121.56,0.904575,-50.0229 
134,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,134,9769.85,0.203089,19.5568,9.67293,96.6928,0.873041,-61.2447,10.262,1.84002,2.29167,-4.01715,1.52958,-2.8585,-204.364,3751.85,58.8045,5151.92,7898.75,3.12685,3.57849,-1.4435,2.81641,-1.57167,1.22185,4038.49,80.0371,5438.56,0.4722,0.96648,0.026394,8552.5,0.00120155,0.635654,9.34426,7.77152,96.8254,71.6477,0.661642,9.61945,9.30041,96.0704,121.73,0.75499,-50.0821 
135,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,135,4818.75,0.242597,7.85026,9.82891,96.3679,-0.23697,-497.407,2.00724,0.104188,-1.28409,1.35778,-3.74618,-1.94886,-143.693,-59.6034,37.1439,3791.35,6348.87,1.00898,-0.379294,3.16737,-2.84139,-1.04407,36.8303,141.94,52.073,3992.9,0.04107,0.609007,0.02346,3456.04,0.00138546,-0.00254641,-0.102113,-2.45652,94.4378,70.1712,0.489449,9.43884,9.19467,96.1575,121.769,-1.71976,-51.5979 
136,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,136,9278.18,0.0496103,18.1577,9.58873,96.5753,-0.0567419,-27.1436,500,-0.275549,1.06714,4.9555,-1.55364,0.447539,-188.743,3276.72,47.873,4835.58,5717.96,0.912916,2.2556,7.33243,-0.365173,1.636,0.377118,3541.45,67.4827,5100.31,0.45551,0.96773,0.0237932,7774.71,0.00165327,0.586545,8.94034,7.46008,96.8283,71.6178,0.654338,9.33827,8.96905,96.0248,121.819,0.803547,-50.2017 
137,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,137,9124.85,0.259187,17.6959,9.53967,96.561,-0.998498,-156.413,0.876265,0.108414,-0.0817655,-2.74575,0.946186,-2.38826,-177.209,3041.94,46.1057,5016.52,10579.5,1.22425,1.03407,-0.514075,2.06203,-1.27242,1.20288,3290.49,64.5171,5265.07,0.42954,0.966826,0.0220745,7660.5,0.00148452,0.536191,8.9673,7.7205,96.5137,70.9225,0.642448,9.59762,9.23498,96.1184,120.995,0.395296,-50.0727 
138,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,138,4644.19,0.174844,7.69953,10.5268,96.3476,-0.95104,533.22,176.859,1.14327,-0.987206,-4.38188,0.921,-0.529711,-149.717,390.859,18.7037,3547.17,19146.7,2.08599,-0.0444794,-2.49642,1.86373,0.413016,2.37028,600.851,34.2587,3757.16,0.16155,0.909273,0.0165193,3719.29,0.00103764,0.0562277,9.92315,7.681,96.74,71.7491,0.397863,10.2687,9.8431,96.067,121.098,0.67294,-49.3492 
139,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,139,9093.14,0.000223747,17.6029,9.83451,96.6285,0.0169956,13.2205,496.64,0.201894,-0.813272,-0.146925,-1.20696,-3.79099,-192.629,3049.72,54.2022,4974.11,5642.8,1.41483,0.399664,2.27895,0.0059735,-2.57805,-0.497965,3319.9,74.2156,5244.3,0.432692,0.962352,0.0254066,7672.67,0.00159136,0.542022,8.90523,7.51877,96.81,71.2689,0.645075,9.63892,9.02333,96.0247,121.62,0.785325,-50.3512 
140,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,140,10170.9,0.251157,19.7581,-9.74029,96.5739,-0.714535,-98.2578,26.5874,0.642183,0.372854,0.902639,-0.326877,0.252081,-180.347,3703.03,46.178,5419.95,8550.39,1.77778,1.50845,3.17383,0.808717,1.38768,0.633357,3955.99,64.9153,5672.91,0.456574,0.972085,0.0206441,8664.5,0.00159476,0.621247,9.17339,7.75692,96.7565,71.0827,0.678415,9.63382,9.38806,96.0561,121.075,0.700381,-49.992 
141,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,141,4780.41,0.00111065,7.89709,10.3309,96.6031,-0.0116681,11.608,2.23516e-12,0.794149,0.932649,-1.21297,-1.73367,-3.68059,-139.705,-11.4124,18.9366,3774.58,2660.24,1.67384,1.81234,0.546399,-0.853986,-2.8009,-0.4467,184.538,33.4514,3970.53,0.0530269,0.759172,0.0152824,3480.08,0.00785455,-0.00867609,-471.458,-131.64,135,40,0.453652,9.44012,9.75171,96.5644,121.133,38.4356,-81.1331 
142,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,142,9176.66,0.266272,17.6913,9.56033,96.3404,-0.367398,-11.4325,458.632,-0.125943,1.1476,-2.48117,0.90824,-0.93546,-212.507,3129.45,53.2795,5003.07,5642.64,1.21216,2.4857,0.195036,2.24634,0.402641,0.970187,3427.51,75.3582,5301.13,0.437884,0.96295,0.0255182,7827.45,0.00153516,0.556165,9.11091,7.41346,96.6681,71.0414,0.674094,9.43693,8.88613,95.7169,121.04,0.951232,-49.9989 
143,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,143,9283.31,0.0493673,18.1068,9.76604,96.5349,-0.0224741,28.2893,500,2.24755,1.33229,2.58369,0.466681,1.2505,-120.852,3102.98,60.4549,5089,5777.16,3.00852,2.09327,4.10563,1.22765,2.01147,0.670139,3272.49,73.011,5258.5,0.428502,0.962424,0.0249386,7637.04,0.00153961,0.541331,9.25736,7.48894,96.8952,71.6751,0.66863,9.38595,9.21292,96.0289,121.973,0.866242,-50.2977 
144,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,144,4991.28,0.0134683,7.97718,10.8261,96.8056,-0.0381944,14.576,500,0.726395,2.20379,-1.04443,0.547426,-0.520088,-126.96,377.814,31.7208,3650.2,2829.49,1.52583,3.00322,0.55444,1.34686,0.279345,0.917367,555.888,44.9115,3828.28,0.148898,0.876127,0.0211535,3733.36,0.00139781,0.0479681,10.0294,8.17058,97.6949,71.1566,0.412269,10.0363,9.7914,96.524,121.436,1.17097,-50.2789 
145,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,145,9225.85,0.135636,18.1953,9.58774,96.8358,-0.369443,82.8614,0.0139492,1.95624,2.31058,0.127595,-0.815476,1.0305,-132.703,3165.08,50.0382,5062.86,6675.54,2.79184,3.14618,1.79879,0.0201225,1.8661,0.813074,3351.21,63.8256,5248.99,0.434778,0.967745,0.0219085,7707.88,0.00151289,0.563582,8.74345,7.6375,97.1433,71.7717,0.646254,9.489,9.34845,96.2572,122.108,0.886098,-50.3366 
146,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,146,10212.5,0.27382,19.5918,9.73766,96.782,-0.0381529,-29.2377,89.54,0.160973,-0.866239,1.98881,1.74751,0.761383,-203.155,3799.39,56.4435,5296.2,6246.77,1.44019,0.412975,4.54724,3.02673,2.0406,0.603475,4084.34,77.5505,5581.15,0.468565,0.967841,0.0249574,8716.69,0.00163082,0.638941,9.18408,7.7063,97.1815,70.7514,0.691607,9.61143,9.08954,96.1143,120.697,1.06721,-49.9453 
147,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,147,5070.11,0.197607,8.19736,10.3336,96.2331,0.0247596,-17.9232,2.97237e-07,0.266633,0.805764,-8.14979,-4.28049,-2.12186,-162.282,84.5821,15.727,4039.05,2771.98,1.28848,1.82761,-6.1061,-3.25864,-1.10002,0.169088,312.198,32.5875,4266.66,0.0810161,0.845547,0.0138742,3853.53,0.00130861,0.00870724,10.9872,5.52184,96.665,68.8606,0.487247,9.88511,9.54107,96.103,121.378,0.562012,-52.5175 
