cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
44,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,44,10316.8,0.181672,19.4564,9.95969,96.8479,0.0474816,191.591,500,-1.28948,-0.15651,1.67523,4.63725,1.39734,-198.05,3659.71,62.1866,5435.69,6604.3,-0.0424098,1.09056,4.16936,5.88431,2.64441,0.696691,3937.5,82.7632,5713.47,0.453646,0.964521,0.0259905,8679.68,0.00179512,0.64939,9.22789,7.3354,97.0428,71.5504,0.702623,9.71014,8.94058,96.1868,121.9,0.856013,-50.3492 
45,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,45,4738.75,0.160435,7.87663,10.0943,96.3419,-0.515086,188.286,500,-1.45104,-1.50863,-2.11636,-2.20767,1.52795,-136.277,13.2639,28.592,3858.2,5745.42,-0.592936,-0.650525,-0.400156,-1.34957,2.38606,0.340901,204.406,42.7507,4049.34,0.0573312,0.732062,0.0190769,3565.36,0.00124013,-0.00398187,-14.726,-0.100917,113.665,69.6127,0.474927,9.75776,9.32978,96.1639,120.73,17.5008,-51.1177 
46,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,46,8730.72,0.107756,17.2037,9.74591,96.8114,0.506001,-117.345,0.256831,1.43861,-3.2133,1.76182,-3.22292,0.728729,-223.716,3109.48,48.4321,4693.72,7390.99,2.84729,-1.80462,4.57917,-1.81424,2.13741,0.229745,3423.26,71.6752,5007.51,0.451648,0.964654,0.0256897,7579.49,0.00117526,0.524532,9.34777,7.69444,97.0196,70.9094,0.615305,9.66696,9.28138,96.3493,121.206,0.67032,-50.2963 
47,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,47,9722.22,0.30954,17.9472,9.59968,96.5017,-2.74077,-115.214,500,-0.767911,-1.64187,-2.3446,-0.314428,-1.79206,-226.173,3135.39,73.6628,5185.21,15888.1,0.656237,-0.217724,0.503699,1.10972,-0.367912,0.700895,3452.62,97.1613,5502.44,0.43052,0.953064,0.0315029,8019.64,0.00200168,0.570855,8.93402,7.39195,96.6537,71.0483,0.677338,9.54247,8.89589,95.9019,121.093,0.751807,-50.0442 
48,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,48,4993.93,0.0132667,7.93233,11.2221,96.344,-0.0543727,21.6039,500,-1.04489,0.33242,2.62125,-1.37926,-2.18318,-164.597,385.261,17.1865,3728.19,2936.04,-0.0084696,1.36884,4.69409,-0.342836,-1.14676,-0.0283071,616.124,34.2874,3959.05,0.157894,0.911255,0.0157031,3902.13,0.00124893,0.04781,9.89427,8.84593,94.9858,70.5326,0.405942,10.5291,9.84368,96.1905,121.286,-1.2047,-50.7532 
49,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,49,9247.14,0.00878041,17.6965,9.69895,96.8065,0.135311,-10.2971,496.153,1.6849,2.69482,-1.94397,0.783291,-1.2098,-222.714,3045.27,58.2907,5023.03,5632.72,3.08727,4.09719,0.860779,2.18566,0.192568,0.917419,3357.65,81.4298,5335.41,0.43124,0.959287,0.0273457,7786.05,0.00176419,0.514273,9.19201,7.5595,96.8233,71.2142,0.661966,9.4177,9.05995,96.2661,121.407,0.557198,-50.1926 
50,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,50,10478.4,0.00928015,20.1988,9.91723,96.7929,-0.0099541,8.84725,1.66943e-12,-2.1462,-1.08505,1.272,-1.1773,1.52084,-254.193,3730.39,63.5773,5590,6523.81,-0.545613,0.515543,4.47318,0.423291,3.12143,0.440001,4086.92,89.9871,5946.53,0.452967,0.962898,0.02712,9022.54,0.00167623,0.654533,9.20841,7.41725,97.1104,72.0134,0.728593,9.71503,8.99261,96.1809,122.477,0.92949,-50.4632 
51,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,51,5250.36,0.292396,7.76284,10.4198,96.4561,-0.17843,135.225,189.102,2.39225,1.40539,0.712838,0.300874,-1.21568,-138.853,95.7523,38.5702,3868.66,3418.59,3.26657,2.27971,2.46148,1.1752,-0.341357,0.721602,290.507,52.9965,4063.42,0.0793055,0.758008,0.0234617,3663.14,0.00184415,-0.000182728,-0.177249,8.37636,100.094,72.1008,0.468726,9.74709,9.25445,96.2831,120.75,3.81122,-48.6495 
52,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,52,8267.21,0.00690755,16.063,9.60818,96.6842,0.00499412,-4.17112,0.0705321,-1.79435,-0.959254,-2.36127,-1.16919,-2.79679,-196,2644.79,51.6135,4617.95,5024.83,-0.560186,0.274908,0.10705,0.0649684,-1.56263,1.06388,2919.7,71.9772,4892.86,0.418249,0.958643,0.0263836,6980.78,0.00153635,0.477494,8.83095,7.4044,96.921,71.1759,0.614495,9.32124,9.02803,96.1826,121.433,0.738455,-50.2572 
53,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,53,9308.96,0.228646,17.4737,9.79416,96.5234,0.450718,-221.287,2.20221e-05,-0.877091,0.436433,-3.09867,-1.35573,-3.00305,-172.151,3076.6,56.1513,5076.88,8817.99,0.206896,1.52042,-0.930691,-0.271747,-1.91906,0.332447,3318.06,74.0371,5318.33,0.429118,0.962419,0.025003,7732.28,0.00164417,0.509377,9.4125,7.7149,96.8299,71.6798,0.65472,9.47443,9.25685,95.9253,122.394,0.904578,-50.7138 
54,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,54,5024.18,0.246078,7.65861,-10.606,96.3274,-0.0800733,-260.717,491.106,-1.53717,-4.58583,-0.543776,1.52859,-1.018,-205.576,363.815,21.5145,3691.83,3323.81,-0.242708,-3.29138,2.04514,2.82305,0.27646,-0.269827,652.156,42.8731,3980.18,0.164865,0.896824,0.0194565,3955.7,0.00145158,0.0403749,10.2168,7.64788,96.8296,70.9304,0.419003,10.0323,9.76539,95.9917,121.604,0.837894,-50.6734 
55,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,55,9280.46,0.00846021,17.8682,9.99287,96.6632,-0.0873434,-14.3665,464.8,0.819207,-3.92591,0.376873,-1.19281,-2.13248,-189.736,3179.41,47.3011,4966.64,5853.4,2.01392,-2.7312,2.7663,0.00190303,-0.937765,-1.48508,3445.54,67.0139,5232.76,0.442375,0.967084,0.0230474,7788.73,0.00150992,0.537522,9.35811,7.6789,96.9765,71.5497,0.636806,9.62881,9.30267,96.1961,121.794,0.780472,-50.2441 
56,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,56,10036.1,0.160521,19.5328,9.79006,96.6837,1.12535,-48.9902,500,-0.251581,0.901501,2.70921,-1.43643,-0.19234,-202.745,3537.82,59.7997,5448.31,8019.77,1.02505,2.17813,5.26246,-0.159802,1.08429,0.439575,3822.19,80.864,5732.68,0.44546,0.964298,0.0253263,8580.31,0.00150344,0.619719,9.00416,7.52693,96.9548,71.8691,0.699407,9.7688,9.22153,96.0328,122.364,0.921962,-50.4945 
57,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,57,4437.12,0.0074815,7.32773,10.8817,96.3972,0.0140461,-2.33461,0.0216858,-1.72124,-1.5645,-2.40598,-0.811945,-0.339326,-112.936,20.0035,13.2371,3613.35,2596.81,-1.01011,-0.853375,-0.983725,-0.100816,0.371803,0.618153,178.407,24.9707,3771.76,0.0539163,0.803253,0.0120486,3308.97,0.00189052,-0.00158759,59.3937,4770.98,134.997,61.765,0.438397,9.95326,9.4269,96.4205,119.703,38.5767,-57.938 
58,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,58,9543.54,0.0543572,17.9494,10.0419,96.6693,-0.0694539,5.85982,1.18988e-09,-0.532564,1.8324,0.917568,1.29923,-2.78369,-206.868,3247.88,31.3859,5136.74,5880.83,0.770026,3.13499,3.52275,2.60182,-1.48109,0.58791,3538.03,52.8786,5426.89,0.439925,0.974512,0.0176326,8042.36,0.00169264,0.53558,9.24087,7.73582,96.8633,71.0247,0.649584,9.72115,9.25127,96.1216,121.524,0.741692,-50.4994 
59,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,59,8963.1,0.118618,17.0463,9.78417,96.7279,0.497368,85.687,500,-3.34414,0.58518,1.41241,-1.01381,0.782496,-183.889,2969.75,46.5216,4819.69,6816.73,-2.18624,1.74308,3.72822,0.144089,1.9404,0.305674,3227.68,65.627,5077.61,0.433705,0.965641,0.0232551,7442.09,0.0016621,0.511386,9.19419,7.53593,96.939,71.1908,0.640094,9.48425,8.9815,96.1343,121.475,0.804743,-50.2838 
60,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,60,4911.25,0.00894491,7.51535,10.8523,96.2724,0.00271494,-25.971,500,-0.588564,-2.05587,2.65863,0.832204,-4.52028,-163.415,339.388,29.3732,3406.04,2657.31,0.440419,-1.02689,4.7166,1.86119,-3.4913,-0.886629,568.594,46.3514,3635.24,0.158566,0.875152,0.0229489,3585.85,0.00151459,0.0511266,11.0073,7.44052,96.034,70.9728,0.399192,9.98317,9.50495,96.1102,121.698,-0.0761643,-50.7254 
61,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,61,9488.38,0.232371,18.2804,9.83298,96.4163,1.60625,1013.21,26.8171,-0.940759,0.740494,-0.960096,-0.443939,-0.280863,-181.09,3231.8,38.5438,5294.24,58831,0.199514,1.88077,1.32045,0.696334,0.85941,0.733591,3485.8,57.3583,5548.24,0.430833,0.97201,0.018688,8090.84,0.00135995,0.53202,9.43196,7.66831,96.6545,71.8616,0.680359,9.6999,9.32358,95.8237,122.331,0.830855,-50.4696 
62,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,62,10138.6,0.319138,18.8141,9.78175,96.5767,-0.0234621,93.0235,122.29,-1.37075,-0.673414,-2.54634,2.57237,0.560708,-225.531,3538.12,67.7827,5328.56,6062,0.0493551,0.746695,0.293876,3.99248,1.98082,0.958394,3854.45,91.2145,5644.89,0.451356,0.960234,0.0289057,8539.71,0.00186422,0.633034,9.14286,7.27269,96.8363,71.5528,0.695899,9.6779,8.88701,96.0879,121.678,0.748393,-50.125 
63,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,63,5201.09,0.311198,7.59802,10.2244,96.4757,-1.04698,393.97,477.741,-0.280064,-1.2023,-0.72812,-3.4559,-0.00730103,-164.132,38.9155,49.7342,3795.14,15956.5,0.75343,-0.168809,1.33887,-2.4224,1.02619,-1.53922,269.126,66.7868,4025.35,0.0745467,0.697212,0.029657,3610.17,0.00561988,-0.00671483,7848.1,-77.712,71.9509,40,0.473442,9.79823,8.94287,96.2957,120.948,-24.3447,-80.9483 
64,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,64,8494.28,0.207429,16.9271,9.51676,96.6355,-0.799138,380.386,222.513,2.3002,1.4032,-4.07859,-4.53279,0.862433,-196.132,2903.41,47.2362,4758.5,15139.6,3.53519,2.63819,-1.60861,-3.2978,2.09742,1.47813,3178.5,67.6135,5033.6,0.432074,0.96411,0.0241465,7356.39,0.00124483,0.523223,9.02909,7.33381,96.9776,72.0452,0.638038,9.45282,9.04582,96.0673,122.378,0.910306,-50.3327 
65,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,65,9003.49,-0.0383534,17.1956,9.97734,96.8625,-0.0146317,45.8262,4.11886e-13,1.41866,-0.698532,1.32527,0.125207,0.41623,-164.153,2979.25,48.0335,4861.11,5606.88,2.45229,0.335093,3.39252,1.15883,1.44986,0.613986,3209.49,65.0883,5091.35,0.431655,0.965726,0.0230078,7435.31,0.00164871,0.530109,9.17847,7.37878,97.1328,71.1631,0.643817,9.53521,8.91205,96.3639,121.223,0.768927,-50.0601 
66,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,66,4720.57,0.206625,7.51418,10.5276,96.5365,-0.272737,45.739,69.6164,-2.03185,-1.45335,-4.66425,-3.60906,-4.34196,-137.317,334.163,39.7017,3498.21,2981.26,-1.1672,-0.5887,-2.93495,-2.74441,-3.47731,0.731049,526.764,53.9685,3690.81,0.146725,0.847966,0.0262295,3590.14,0.00129482,0.049732,9.6117,7.62676,95.9376,71.3871,0.39903,10.0067,9.69533,96.1973,121.744,-0.259752,-50.3567 
67,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,67,8980.06,0.263702,17.1727,9.58759,96.6459,-0.763261,-75.7602,499.873,-0.0439916,1.37363,2.61868,-0.931653,-0.799844,-201.919,2899.84,44.7246,4952.35,7242.12,1.22744,2.64507,5.16155,0.33978,0.471589,0.475741,3183.05,65.7033,5235.56,0.422796,0.965137,0.022595,7528.57,0.00149611,0.522864,9.17277,7.40746,96.9797,70.5614,0.655203,9.5883,9.0133,95.9618,120.652,1.0179,-50.091 
68,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,68,10023.9,0.0991641,19.3551,9.64194,97.0002,0.188828,-56.0249,498.964,-2.27797,1.46039,-0.872924,-0.357453,-3.10427,-208.812,3507.01,53.4823,5299.2,6419.51,-0.963134,2.77522,1.75674,0.957379,-1.78944,0.358098,3799.89,75.177,5592.07,0.450154,0.966537,0.0241659,8441.31,0.00188261,0.638934,8.78996,7.3499,97.2766,72.3149,0.708779,9.37936,8.88108,96.4093,122.763,0.867327,-50.4482 
69,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,69,4691.26,0.213125,7.90003,9.84017,96.3196,-2.1874,1097.82,413.481,-0.636729,-1.82061,0.250475,-1.47312,-0.526591,-120.118,14.3912,33.1953,3834.82,80703.1,0.119621,-1.06426,1.76318,-0.716765,0.22976,-4.31826,182.868,45.6751,4003.29,0.0521646,0.695846,0.0205847,3505.6,0.00111094,0.00354948,3.71466,-4378.08,107.942,92.5963,0.495014,9.45807,9.14355,95.9678,120.636,11.9742,-28.04 
70,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,70,9460.79,0.0185528,18.2705,9.97646,96.4965,0.00466198,-20.6657,499.996,-3.28389,1.33114,-1.90487,-3.48947,-2.45954,-219.701,3268.26,39.6902,5115.92,5936.8,-1.9005,2.71453,0.861926,-2.10607,-1.07614,1.57223,3576.41,62.5162,5424.07,0.442714,0.970318,0.0207901,8078.39,0.00152563,0.565705,9.20832,7.55348,96.7094,71.5999,0.644111,9.72271,9.31604,95.8914,122.058,0.818,-50.4583 
71,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,71,9318.09,0.196316,17.9316,10.0234,96.501,1.09642,-117.754,485.123,1.92417,1.83277,-0.717131,0.587445,0.226601,-199.097,3303.68,53.5978,5115.01,10053.9,3.17783,3.08643,1.79018,1.8411,1.48026,0.842632,3582.93,74.2831,5394.26,0.444523,0.964988,0.0247396,8060.17,0.0012113,0.53471,9.54066,7.91367,96.6429,70.7177,0.618702,9.95942,9.62847,95.8885,120.891,0.754399,-50.1732 
72,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,72,4844.16,0.203851,8.12262,-10.1082,96.1247,-0.318513,138.202,136.995,-0.115134,-2.06998,-0.429159,-1.87022,1.10966,-131.921,298.302,22.1615,3610.5,4105.77,0.715537,-1.23931,1.23218,-1.03955,1.94033,0.234281,483.334,35.8676,3795.53,0.133017,0.885061,0.0171099,3633.63,0.00121915,0.0475085,9.61247,8.16188,95.4907,70.6124,0.439242,9.79576,9.5409,95.83,121.604,-0.339294,-50.9921 
73,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,73,8697.54,0.178787,17.2135,9.79748,96.7289,-0.296229,-53.5893,1.90243,1.00878,2.36302,0.922164,0.843073,-1.01235,-182.794,2922.23,40.8946,4881.11,6006.85,2.15978,3.51402,3.22417,1.99408,0.138657,0.70771,3178.61,59.8861,5137.5,0.427076,0.968082,0.0210214,7442.74,0.00113488,0.512166,9.23433,7.57465,97.0161,70.3126,0.642627,9.63986,9.23129,96.1908,120.544,0.825274,-50.2315 
74,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,74,9889.48,0.109556,19.2162,9.98538,96.8744,0.151395,70.7695,500,3.58376,2.22741,5.60924,-0.659841,-0.0131631,-181.817,3533.89,46.4017,5380.91,6595.15,4.72861,3.37226,7.89895,0.485013,1.13169,0.551617,3788.9,65.2918,5635.93,0.447505,0.970726,0.0208947,8466.72,0.00140351,0.578086,9.31583,7.82679,96.9895,72.0774,0.678139,9.82016,9.34823,96.3242,122.676,0.665292,-50.5989 
75,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,75,4557.86,0.153265,7.9778,10.2313,96.5992,-0.255096,118.524,0.229699,-1.25049,0.97923,-0.149692,-1.31117,-0.462267,-114.705,-19.9967,18.2279,3810.69,3641.35,-0.528226,1.70149,1.29484,-0.588903,0.259997,0.39471,140.888,30.1453,3971.57,0.0409879,0.727568,0.0137893,3437.29,0.00100941,0.0164175,-6.5048,-1.24785,98.9788,66.8775,0.46306,9.76,9.65677,96.2987,121.523,2.68006,-54.6459 
76,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,76,9507.25,0.212891,18.4149,9.90336,96.8231,0.719322,-378.769,47.4215,-0.897801,2.23893,-1.5073,-1.60295,-0.699528,-159.963,3299.84,43.1496,5178.01,14806.1,0.109442,3.24617,0.507188,-0.595708,0.307714,0.858122,3524.2,59.7691,5402.37,0.440076,0.971176,0.0199731,8008.17,0.00136838,0.561416,9.31363,7.65618,96.8984,72.3138,0.668159,9.71225,9.26247,96.3041,122.973,0.594301,-50.6591 
77,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,77,9712.25,0.266625,19.0168,9.50365,96.6435,0.153304,-98.5061,499.02,2.10495,-0.135345,0.248107,1.11395,1.06392,-171.225,3234.29,61.3516,5375.58,6374.92,3.18311,0.94281,2.40442,2.1921,2.14207,0.778691,3474.45,79.1412,5615.74,0.427072,0.961666,0.0253034,8135.52,0.00165467,0.571142,8.84156,7.49927,96.813,72.699,0.726142,9.30001,9.08576,96.1302,123.492,0.682827,-50.7929 
78,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,78,4026.89,0.142573,7.13442,9.99407,97.0055,-0.0460655,65.1273,499.511,-3.47488,2.06665,-1.57632,-1.02918,1.29962,-114.745,297.407,7.33719,3072.82,2418.77,-2.75236,2.78916,-0.131281,-0.306663,2.02214,1.08099,458.347,19.2587,3233.76,0.14586,0.931505,0.0108516,3142.37,0.000789387,0.0444623,10.3479,8.36932,96.51,70.7412,0.38345,9.90775,9.49025,96.456,121.298,0.0539892,-50.5573 
79,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,79,8738.52,0.235608,17.1362,9.51758,96.8102,0.583733,-232.067,366.964,0.756608,1.73877,3.06178,0.431622,-0.943412,-181.821,2941.12,40.4158,4793.7,9719.15,1.90149,2.88365,5.35154,1.5765,0.20147,0.550844,3196.14,59.3063,5048.72,0.432695,0.968549,0.0211805,7386.58,0.00141173,0.539366,8.84954,7.38758,96.9839,70.7046,0.644932,9.54861,8.92123,96.3257,121.095,0.658221,-50.3899 
80,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,80,9873.82,0.248035,18.8454,9.88819,96.9348,0.466648,3166.24,485.568,0.245057,-0.878386,-2.69625,0.639824,1.5409,-197.821,3531.77,66.7418,5319.57,54164.3,1.49068,0.367239,-0.205001,1.88545,2.78652,1.03241,3809.23,87.2946,5597.03,0.450543,0.961442,0.0279282,8454.77,0.00154169,0.60624,9.31967,7.40571,97.1625,71.9273,0.697532,9.70091,8.97289,96.3263,122.548,0.836259,-50.6203 
81,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,81,4875.06,0.230818,7.96101,10.0136,96.2265,0.335812,305.663,374.623,1.04701,-0.425046,1.19297,-2.01583,0.629189,-145.322,14.1023,19.8364,3837.31,5936.54,1.96207,0.49001,3.02309,-1.10077,1.54424,0.489226,217.931,34.9348,4041.13,0.0610097,0.780927,0.015675,3572.07,0.231307,-0.231716,-1452.84,1018.44,131.962,41.7597,0.486721,9.73173,9.27901,96.0536,121.274,35.9088,-79.5141 
82,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,82,9509.77,0.245373,18.3562,9.74443,96.8975,-0.033316,-54.0052,499.784,1.6332,-0.185742,3.3334,4.06941,1.90169,-208.235,3293.89,38.3619,5198.25,5881.42,2.9444,1.12546,5.9558,5.38061,3.21289,0.680125,3585.96,59.9967,5490.32,0.440377,0.971554,0.0197328,8142.92,0.00144857,0.55179,9.21806,7.64676,97.021,71.2649,0.664642,9.70148,9.35432,96.3084,121.647,0.712661,-50.3819 
83,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,83,9118.23,0.233875,18.1233,9.42688,96.791,-1.68368,50.5102,7.32539e-13,1.36425,3.22938,1.93402,0.110448,-1.99606,-195.66,3106.09,49.53,5004.21,8330.03,2.59627,4.4614,4.39805,1.34247,-0.764041,0.634536,3380.52,69.8583,5278.64,0.435533,0.965098,0.0237985,7761.79,0.0013743,0.555418,9.07803,7.4473,96.8437,71.7956,0.67849,9.45362,9.00375,96.2445,122.234,0.599216,-50.4382 
84,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,84,4737.17,0.0434249,8.20523,10.7321,96.5586,-0.0920621,98.8063,18.4313,0.369576,1.49274,2.23538,1.00933,0.44423,-130.358,353.164,20.6779,3613.2,3162.74,1.19041,2.31357,3.87704,1.83016,1.26506,0.62992,536.004,34.2216,3796.04,0.145388,0.899499,0.0163354,3686.72,0.000985656,0.0525474,10.4049,8.01031,97.6551,69.1416,0.41763,10.2011,9.8307,95.9518,119.742,1.70334,-50.6008 
85,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,85,9867.83,0.270899,18.5952,9.87477,96.7568,0.12255,-94.9838,435.245,1.41827,-0.120926,-1.26206,0.711347,0.14073,-182.69,3370.78,60.1637,5339.76,6356.48,2.56861,1.02942,1.03864,1.8617,1.29108,0.866661,3627.02,79.1444,5596,0.438486,0.963218,0.0253915,8271.7,0.0016177,0.55665,9.37666,7.66518,97.0775,71.1362,0.685526,9.74092,9.21991,96.2047,121.269,0.87277,-50.1332 
86,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,86,9990.47,0.21657,19.4874,9.87647,96.8091,-1.23098,949.31,252.771,0.228368,0.341433,3.9969,0.45267,-0.782631,-187.442,3696.57,48.6657,5356.56,44306.8,1.40864,1.52171,6.35745,1.63294,0.397644,0.438308,3959.48,68.1402,5619.47,0.459142,0.970764,0.0218489,8623.64,0.00134169,0.626558,9.33289,7.59402,96.9903,71.2635,0.691043,9.81757,9.1349,96.206,121.582,0.784247,-50.3187 
87,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,87,4951.91,0.236267,8.19233,9.85919,96.6455,-0.338445,247.861,33.548,-2.061,-2.89554,-2.48309,1.38519,-0.650711,-121.194,92.6579,24.2978,3850.83,5360.13,-1.29787,-2.13241,-0.956838,2.14832,0.112417,0.550016,262.645,36.8894,4020.82,0.0729584,0.802701,0.0166197,3599.92,0.00145981,0.0105637,5.27801,6.9051,92.3591,69.1852,0.504726,9.3439,9.08278,96.365,120.898,-4.00589,-51.7125 
88,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,88,9447.5,0.236728,18.3246,9.7338,96.5249,1.54667,259.998,498.64,-2.2731,-0.192672,-3.31178,-1.14338,-0.152457,-149.872,3069.3,43.4778,5307.51,18897.2,-1.32939,0.751033,-1.42437,-0.199678,0.791248,-0.00936361,3279.51,59.0489,5517.72,0.417282,0.969453,0.0193325,7859.22,0.00147786,0.559657,8.95372,7.44296,96.9297,72.4542,0.701207,9.66762,8.96905,95.9255,123.174,1.00425,-50.7195 
89,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,89,9348.02,0.0138627,18.1096,9.80616,96.7151,0.0114502,-6.34384,500,-0.111883,-1.62922,2.91363,1.16526,3.41964,-236.279,3239.24,45.7053,4988.74,5783.35,1.37591,-0.141428,5.8892,2.65305,4.90743,0.598942,3570.65,70.2538,5320.15,0.447093,0.966714,0.0237478,7986.37,0.00163046,0.55441,9.17639,7.52973,97.0073,71.0784,0.647713,9.51611,9.20642,96.1305,121.037,0.876797,-49.9582 
90,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,90,4913.43,0.144561,7.88665,10.5353,96.4313,-0.147476,-143.008,500,-3.37311,-1.18472,1.50325,-1.66802,-1.65958,-166.199,325.914,26.5818,3601.71,3391.36,-2.32659,-0.138212,3.59627,-0.621506,-0.613068,35.8776,559.025,43.8492,3834.82,0.149395,0.8793,0.020629,3741.93,0.00129155,0.0621115,9.4766,7.14899,95.9098,70.7861,0.426135,9.9898,9.52636,96.0307,120.866,-0.120879,-50.0795 
91,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,91,9264.7,0.271781,17.6538,9.65362,96.5686,-0.0820818,-165.099,55.8599,-2.25332,-2.56984,2.17104,2.67771,0.627089,-196.054,3138.88,56.2441,4978.49,5988.98,-1.01883,-1.33534,4.64004,3.91221,1.86159,0.424289,3413.87,76.6133,5253.47,0.439125,0.962211,0.0261613,7774.25,0.00165439,0.544529,9.0414,7.47132,96.7655,71.3425,0.66352,9.54186,8.99704,96.0475,121.807,0.717978,-50.4646 
92,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,92,9911.04,0.207452,19.5206,9.82333,96.7369,0.0914296,-43.2096,161.048,0.361506,0.923807,-0.867583,3.66339,3.76406,-226.595,3626.37,64.3557,5380.62,6370.94,1.78831,2.35062,1.98603,5.0902,5.19087,0.878945,3944.19,87.898,5698.45,0.454719,0.962464,0.0276292,8673.9,0.00122323,0.613107,9.3128,7.71778,96.9119,71.433,0.683052,9.81315,9.36291,96.1347,122.002,0.777198,-50.569 
93,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,93,4642.9,0.0963435,7.80072,10.1928,96.2988,-0.111591,-64.3104,3.76807e-08,-0.0484365,-0.720455,0.215767,3.11715,0.0872758,-171.857,55.6492,19.3169,3693.76,2821.96,1.0337,0.361683,2.38004,4.19929,1.16941,0.739719,296.696,37.1722,3934.81,0.083281,0.820175,0.0171047,3562.59,0.00111635,0.00354321,5.57972,5109.67,107.965,58.9963,0.483891,9.40128,9.11202,95.8944,121.49,12.0702,-62.4933 
94,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,94,9609.22,0.113806,18.1607,9.8801,96.8976,-0.496852,-48.4082,8.524e-06,-1.52793,-2.14048,2.43297,-0.278367,1.55813,-164.86,3251.81,61.3908,5087.36,6624,-0.489854,-1.10241,4.50913,0.759711,2.59621,0.281161,3483.04,78.5191,5318.59,0.441032,0.962047,0.0264753,7897.47,0.00171882,0.548816,9.2478,7.7096,96.8778,71.0405,0.650215,9.65845,9.24642,96.4383,121.122,0.439492,-50.0813 
95,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,95,9808.41,0.247593,18.8768,9.79909,96.8977,-0.159945,-311.604,378.431,0.946672,-0.350555,-1.74891,0.0345452,-0.0127805,-176.107,3387.48,49.0958,5331.22,7644.01,2.05557,0.758343,0.468884,1.14344,1.09612,0.915094,3634.48,67.3926,5578.23,0.439775,0.96857,0.0217706,8264.41,0.00152008,0.567874,9.17791,7.76692,97.0595,71.7867,0.669631,9.80007,9.37693,96.3402,122.271,0.719284,-50.4845 
