cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
240,7,8,3,240,22858,-0.110573,40.8519,12.7808,118.419,-0.0458359,-134.646,0.711753,-8.12239,-8.48252,-8.93118,-5.64312,-0.775768,-180.697,12302.7,61.101,11408.6,17197.6,-6.98458,-7.34472,-6.65558,-4.50531,0.362034,0.735135,12446.6,74.1857,11552.6,0.518627,0.989677,0.0116909,23999.2,-0.00120912,1.12973,12.9865,10.5183,117.953,87.3253,0.960323,12.7724,11.6257,117.743,136.386,0.210417,-49.0606 
241,2,3,3,241,21523.6,-0.228698,40.6825,12.3483,118.366,0.152339,182.747,500,-1.96042,-5.62454,-12.8366,-3.51196,-4.21196,-242.243,11775.8,37.2094,10973.4,17259.7,-0.435083,-4.0992,-9.78594,-1.98662,-2.68663,0.484773,11968.7,54.7507,11166.3,0.517342,0.992058,0.00895137,23135.1,-0.00147629,1.15163,12.4914,10.2629,117.793,87.0648,0.97565,12.37,11.3211,117.804,136.253,-0.0118728,-49.1885 
242,1,2,3,242,22595.7,-0.174212,41.5182,12.6532,118.333,-0.224546,-175.249,500,-8.62115,-2.98654,-8.15902,-9.8013,-0.513426,-175.597,12578.7,66.2865,11081.6,18382.5,-7.51546,-1.88085,-5.94765,-8.69561,0.592259,0.74634,12718.5,79.0019,11221.5,0.531266,0.989247,0.0128028,23940,-0.00138388,1.18115,12.8635,10.4023,117.853,87.9801,0.968987,12.512,11.3886,117.654,137.303,0.198656,-49.3231 
243,9,10,3,243,22481.3,-0.239517,42.2425,12.3118,118.557,0.00138632,-253.232,500,-4.11643,-4.90643,-4.96298,-2.61479,-8.5154,-219.718,12269.8,39.152,11200.2,16941.9,-2.73293,-3.52292,-2.19597,-1.23129,-7.1319,0.869404,12444.8,55.0623,11375.2,0.522452,0.992317,0.00883801,23820,-0.00135839,1.20278,12.6127,10.2038,118.096,86.9112,1.01595,12.3095,11.1608,117.854,136.09,0.241586,-49.1792 
244,30,31,3,244,19926.9,-0.00100456,36.7778,-12.4513,118.637,-0.038512,22.1386,1.2263e-11,-8.55242,-3.44245,-12.2422,-6.93402,-4.09528,-174.973,10584.4,18.825,10360.9,14935,-7.45066,-2.34069,-10.0386,-5.83226,-2.99352,0.649682,10723.8,31.4953,10500.2,0.505266,0.994887,0.005495,21224,-0.00132925,1.02282,12.8588,10.1439,118.143,86.9162,0.906303,12.5941,11.3234,118.034,136.033,0.109398,-49.1172 
245,25,26,3,245,21235.4,-0.0132048,39.0261,-12.5054,118.637,0.0440516,-64.6731,5.20672e-12,-6.69416,-3.62881,-7.01518,-6.77224,-5.31157,-164.084,11221.4,33.3658,11026,15980,-5.66097,-2.59561,-4.94879,-5.73904,-4.27837,0.7869,11352.1,45.2476,11156.7,0.50434,0.993073,0.00741552,22508.8,-0.00137341,1.07887,12.7642,10.2574,118.103,87.4887,0.961805,12.6646,11.3338,117.968,136.912,0.134721,-49.4238 
246,20,21,3,246,21021.4,-0.28074,38.4987,12.6875,118.62,0.090504,250.25,40.855,-6.62901,-5.34182,-8.77446,-2.76132,-7.0328,-205.49,11243.6,41.083,10760.6,16638,-5.3351,-4.0479,-6.18663,-1.4674,-5.73889,0.72837,11407.2,55.963,10924.3,0.510813,0.991488,0.00934852,22331.5,-0.00126076,1.06674,12.7697,10.3551,118.169,87.0194,0.936538,12.7482,11.229,117.864,136.258,0.305612,-49.2382 
247,6,7,3,247,22914.2,-0.32085,42.6508,12.523,118.518,-0.16022,183.17,44.03,-7.87505,-2.34899,-4.54423,-3.62342,-2.88134,-245.482,12334.2,36.2713,11697,18342.6,-6.32932,-0.80326,-1.45277,-2.07769,-1.33561,0.878923,12529.8,54.0472,11892.6,0.513046,0.992508,0.00830217,24422.3,-0.00138987,1.22113,12.5964,10.0459,117.999,86.4991,1.05586,12.5766,10.9635,117.817,135.415,0.182258,-48.916 
248,8,9,3,248,22417.5,-0.0226515,41.9944,12.2674,118.587,-0.0131062,-33.3258,489.592,-7.25194,-6.10623,-10.4075,-4.75578,-5.731,-209.693,12164.1,34.4141,11383.1,16784.5,-5.93156,-4.78585,-7.76675,-3.4354,-4.41062,0.705025,12331.1,49.5985,11550.1,0.516351,0.99301,0.00784826,23881.2,-0.00146273,1.18538,12.5893,10.2596,118.098,86.9708,1.02675,12.3573,11.1864,118.026,136.284,0.0715354,-49.3136 
249,10,11,3,249,20863.7,-0.302265,39.5903,12.3128,118.616,0.305861,58.7615,0.000626612,-7.87085,-5.33262,-6.38443,-5.88946,-4.70633,-132.953,11345.7,25.169,10667,16453.8,-7.03368,-4.49545,-4.71008,-5.05229,-3.86916,0.8128,11451.6,34.7965,10772.9,0.51527,0.994711,0.00591481,22224.5,-0.00138236,1.1173,12.4927,10.1667,118.227,87.9369,0.972366,12.1894,11.2186,117.96,137.164,0.266931,-49.2273 
250,18,19,3,250,22117.5,-0.312903,40.6952,-12.6774,118.494,0.186011,-7.85055,24.7399,-5.68578,-4.36912,-13.0834,-4.78281,-4.13154,-207.306,11514.7,39.4309,11643.1,16842.1,-4.38043,-3.06376,-10.4726,-3.47746,-2.82618,0.567612,11679.8,54.4425,11808.3,0.497265,0.991909,0.00842158,23488,-0.0013396,1.09646,12.8051,10.3234,118.009,87.0777,1.01797,12.6167,11.2671,117.739,136.199,0.270187,-49.1217 
251,12,13,3,251,21841.9,-0.298192,40.1843,-12.6481,118.45,0.144757,166.403,86.2492,-7.50226,-2.67022,-7.13535,-4.17616,-8.19627,-190.936,12021.2,33.8517,10777.9,17329.5,-6.29999,-1.46795,-4.73081,-2.97389,-6.994,0.78943,12173.3,47.6779,10930,0.526908,0.993193,0.00797141,23103.3,-0.0012729,1.15164,12.7046,10.3031,117.993,87.4439,0.931192,12.7358,11.3496,117.718,136.673,0.275147,-49.2287 
252,40,41,3,252,18853.7,-0.055576,34.734,12.6547,118.56,-0.00194612,-99.5318,5.19503e-05,-4.26876,-2.22927,-8.75213,-2.65717,-3.59047,-181.346,10160.2,21.351,9821.73,14315.1,-3.12687,-1.08738,-6.46835,-1.51528,-2.44858,0.558368,10304.7,34.4827,9966.18,0.508349,0.994178,0.00633326,20270.8,-0.00147793,0.937996,12.9674,10.5653,117.974,87.2593,0.825989,12.8318,11.6109,117.954,136.545,0.0198795,-49.2854 
253,60,61,3,253,17483.8,-0.0408594,32.224,12.6334,118.58,-0.0100339,27.877,500,-5.35551,-3.66272,-12.5807,-5.12185,-4.56901,-117.083,9141.67,10.9079,9466.41,13261.6,-4.61827,-2.92548,-11.1062,-4.38461,-3.83176,0.586612,9234.93,19.3862,9559.68,0.491361,0.99634,0.00372173,18794.6,-0.00145437,0.850601,13.0033,10.4618,117.838,87.2159,0.803921,12.8056,11.5344,118.048,136.487,-0.209527,-49.2709 
254,50,51,3,254,16852.8,-0.00667292,31.9676,12.3198,118.579,-0.0151891,4.2659,500,-4.16846,-2.87929,-7.55931,-3.54754,-3.87943,-178.669,8972.25,19.3046,9164.51,12822.8,-3.04344,-1.75426,-5.30925,-2.42251,-2.7544,0.652624,9114.57,32.2424,9306.83,0.494782,0.993848,0.00634129,18421.4,-0.00156109,0.863149,12.7211,10.3382,118.09,87.3118,0.805881,12.5427,11.3466,117.919,136.505,0.171155,-49.1928 
255,3,4,3,255,22984.5,-0.132648,42.4173,12.5974,118.386,-0.0963386,-269.969,500,-5.21517,-6.99948,-8.14349,-4.482,-5.81865,-170.639,12440.6,44.3374,11671.5,18241.5,-4.1407,-5.92501,-5.99455,-3.40753,-4.74418,0.752414,12576.6,56.6938,11807.4,0.515772,0.992173,0.00876739,24384,-0.00149968,1.17781,12.8482,10.3499,117.792,87.2095,1.00956,12.5765,11.4892,117.77,136.445,0.0221406,-49.236 
256,5,6,3,256,22454,-0.347055,41.8199,12.6038,118.75,-0.00156248,-17.0482,499.651,-4.50931,-3.94286,-7.66582,-5.31105,-7.07038,-193.029,12525.1,48.2054,11107,17159.4,-3.29386,-2.72741,-5.23492,-4.0956,-5.85493,0.753148,12678.8,62.1831,11260.7,0.529618,0.99149,0.0100699,23939.6,-0.00146671,1.19538,12.7737,10.3273,118.192,87.0397,0.977788,12.4578,11.3163,118.131,136.031,0.0611553,-48.991 
257,16,17,3,257,22456.1,-0.0927062,40.8005,12.7611,118.324,0.0243695,36.0066,500,-6.70915,-4.10457,-9.81481,1.245,-5.74224,-181.99,12284.5,71.1624,11253.3,16977.7,-5.5632,-2.95862,-7.52292,2.39094,-4.5963,0.587787,12429.5,84.3408,11398.3,0.521638,0.988265,0.0134472,23827.8,-0.00148868,1.11535,13.0536,10.619,117.832,87.8327,0.947003,12.7731,11.6783,117.627,137.135,0.204949,-49.3023 
258,14,15,3,258,22942.5,-0.046604,42.1095,12.5418,118.522,-0.022854,26.9355,2.62129e-11,-10.6318,-5.29198,-9.15573,-3.94306,-1.06942,-208.589,12259.7,37.469,11757.2,17212.3,-9.31835,-3.97855,-6.52887,-2.62963,0.244009,0.706058,12425.9,52.5734,11923.4,0.510319,0.99265,0.00805692,24349.2,-0.00138892,1.14875,12.9193,10.4077,117.958,87.3668,1.02424,12.4897,11.4116,117.913,136.568,0.0449369,-49.2013 
259,4,5,3,259,22802.8,-0.289693,41.8592,12.6176,118.478,0.174874,180.999,382.279,-4.9986,-3.37192,-5.52582,-9.24898,-4.04922,-158.475,12102.1,32.439,11541.6,18223.8,-4.00072,-2.37404,-3.53007,-8.25111,-3.05134,0.833544,12228.3,43.9146,11667.8,0.511728,0.993755,0.00688546,23896.1,-0.00121737,1.15535,12.8165,10.2813,117.986,87.4975,1.01467,12.5256,11.3389,117.787,136.731,0.199248,-49.2335 
260,7,8,3,260,21633.9,-0.294654,40.7493,12.3524,118.342,0.53291,-372.949,205.108,-6.53818,-5.01691,-6.54044,-3.12367,-4.1376,-163.753,11437.4,28.8058,11295.7,22855.6,-5.50707,-3.9858,-4.47822,-2.09256,-3.10649,0.766396,11567.8,40.6635,11426.2,0.50308,0.993886,0.00651299,22994,-0.00131844,1.126,12.4635,10.2064,117.844,87.2795,1.01305,12.3362,11.218,117.733,136.326,0.111327,-49.0469 
261,2,3,3,261,22898.5,-0.308263,42.3406,12.6975,118.422,-0.104189,-57.6635,499.998,-1.38694,-5.78678,-4.34185,-5.19768,-3.31058,-212.755,12758.3,65.3864,11342.1,17696.8,-0.0472765,-4.44712,-1.66253,-3.85802,-1.97092,0.861293,12927.7,80.7926,11511.5,0.528973,0.989182,0.0127636,24439.3,-0.00153847,1.19476,12.8824,10.4191,118.004,87.0857,0.969587,12.6287,11.5657,117.622,136.284,0.381693,-49.198 
262,1,2,3,262,23152.2,-0.280069,42.696,12.7102,118.445,-0.173871,294.435,500,-6.24742,-4.72119,-4.38746,-3.60483,-7.89252,-136.25,12934.8,51.3242,11385.2,19332.3,-5.38949,-3.86326,-2.6716,-2.7469,-7.03458,0.876918,13043.4,61.1904,11493.7,0.531577,0.991857,0.00971177,24537.1,-0.0015421,1.20513,12.9542,10.4555,117.921,87.0578,0.974939,12.5814,11.5697,117.847,136.181,0.0742159,-49.1227 
263,9,10,3,263,21928.2,-0.0307584,40.8844,12.3589,118.453,-0.0198299,18.9765,500,-3.9072,-5.26358,-11.0908,-5.03963,-2.40323,-212.858,11922.6,31.6206,11082.6,16461,-2.56688,-3.92326,-8.41013,-3.69932,-1.06292,0.572276,12092.1,47.0342,11252.1,0.517991,0.993239,0.00764119,23344.3,-0.00141704,1.17146,12.6021,10.1688,117.935,86.993,1.00276,12.4888,11.0423,117.834,136.255,0.1017,-49.2622 
264,30,31,3,264,19793.2,-0.0762745,36.4903,12.5794,118.479,0.0932191,-8.83506,500,-6.06919,-1.68166,-6.86442,-3.69528,-3.33529,-174.551,10796.3,29.7909,10068.5,14969.6,-4.97009,-0.582564,-4.66622,-2.59618,-2.23619,0.689978,10935.3,42.4306,10207.5,0.517211,0.993256,0.00759906,21142.9,-0.00136389,1.0236,12.8349,10.3362,117.871,87.0824,0.883987,12.6046,11.282,117.958,136.291,-0.0867215,-49.2088 
265,25,26,3,265,20266.6,0.0121881,37.5715,12.4068,118.479,0.0089123,-20.9332,0.000158393,-8.10472,-4.05415,-4.49621,-1.60963,-2.62997,-207.462,10744.8,24.9944,10521.6,15180.5,-6.79838,-2.74782,-1.88354,-0.303297,-1.32363,0.855741,10910,40.0172,10686.9,0.505167,0.993622,0.00685055,21596.9,-0.00126819,1.04711,12.6359,10.1898,118.119,87.5519,0.944818,12.4793,11.1233,117.803,136.832,0.316328,-49.2797 
266,20,21,3,266,19414.9,-0.359491,37.2375,12.42,118.468,0.135554,87.7539,8.37322,-5.58543,-6.89026,-11.213,-1.14874,-3.99326,-227.593,10786.4,21.9171,9927.5,15442.7,-4.15234,-5.45717,-8.34687,0.284352,-2.56017,0.587446,10967.7,38.3977,10108.8,0.520376,0.993911,0.00694852,21076.5,-0.00162459,1.05636,12.5273,10.2726,117.976,87.9827,0.878376,12.4407,11.3974,117.816,137.306,0.16007,-49.3234 
267,6,7,3,267,21946.8,-0.333268,40.5326,-12.7184,118.489,0.1891,54.9812,475.524,-11.9324,-2.46506,-8.76494,-6.91153,-3.89541,-166.75,11752.6,38.2233,11234.7,17120,-10.8824,-1.41508,-6.66499,-5.86155,-2.84543,0.759121,11885.4,50.2981,11367.5,0.511136,0.992649,0.00808492,23252.9,-0.00139427,1.11884,12.7875,10.3446,117.974,87.6045,0.972766,12.6701,11.3845,117.877,136.846,0.0962056,-49.2416 
268,8,9,3,268,22726.9,-0.0448413,41.238,12.6414,118.498,-0.178177,-699.459,500,-6.52041,-4.82157,-5.12052,-0.268482,-2.7793,-207.754,12303.3,55.6873,11258.2,21027.3,-5.21224,-3.5134,-2.50418,1.03969,-1.47112,0.785256,12468.8,70.7312,11423.7,0.521871,0.99017,0.011277,23892.4,-0.00116943,1.16169,12.8286,10.3783,117.995,87.0819,0.972665,12.5857,11.4436,117.888,136.217,0.107198,-49.135 
269,10,11,3,269,21659.5,-0.076251,40.8222,12.2369,118.532,0.00617961,49.6532,500,-6.53343,-6.09641,-6.88609,-5.03117,-3.10833,-206.651,12003.7,28.9925,10794.1,16271.6,-5.23221,-4.79519,-4.28364,-3.72995,-1.80711,0.784179,12168.3,43.9566,10958.7,0.526153,0.993718,0.00733472,23127,-0.00138545,1.20245,12.4812,10.0272,118.051,86.9305,0.99654,12.1694,11.0647,117.878,136.168,0.172773,-49.2371 
270,18,19,3,270,21048.6,-0.0388455,39.7228,-12.2887,118.617,0.0666822,-89.383,6.63097e-12,-6.11707,-6.23751,-8.14192,-2.29475,-3.12542,-191.784,11422.1,18.4971,10799.3,16084.7,-4.90946,-5.0299,-5.72669,-1.08713,-1.91781,0.693284,11574.9,32.3846,10952.1,0.513825,0.995128,0.0054175,22527,-0.00145989,1.13742,12.5477,10.0833,118.076,87.771,0.979723,12.3152,11.1318,118.084,137.067,-0.00836386,-49.296 
271,12,13,3,271,22585.8,-0.0208494,41.3369,12.5786,118.507,-0.0101725,-16.1779,500,-6.03879,-4.18063,-9.67585,-3.29566,-4.75519,-125.152,12204.7,59.5808,11492.2,16931.8,-5.25074,-3.39258,-8.09976,-2.50761,-3.96714,0.651141,12304.3,68.6434,11591.8,0.514908,0.990332,0.0107907,23896.2,-0.00145829,1.13632,12.8338,10.519,118.044,87.361,0.987968,12.6373,11.5044,117.756,136.577,0.287205,-49.2158 
272,40,41,3,272,17250.1,-0.0370486,32.6091,12.2896,118.633,0.00776949,-6.9443,493.418,-3.88618,-5.19397,-5.22362,-2.84564,-2.26012,-220.219,9301.4,24.0041,9028.51,13047.6,-2.49952,-3.80731,-2.4503,-1.45898,-0.87346,0.779045,9476.81,39.9507,9203.92,0.507304,0.992677,0.00793245,18680.7,-0.00133407,0.905011,12.7961,10.1234,118.141,86.9912,0.81471,12.3379,11.2106,117.958,136.295,0.182377,-49.3039 
273,60,61,3,273,16304.5,-0.096683,30.2165,12.6633,118.474,0.114439,0.381269,499.984,-4.43453,-2.14475,-4.62186,-1.23993,-1.77906,-168.435,8430.82,12.5276,9067.51,12457.7,-3.37394,-1.08416,-2.50067,-0.179334,-0.718471,0.68171,8564.99,24.7244,9201.68,0.482082,0.994974,0.00492525,17766.7,-0.00149742,0.80189,13.0795,10.1796,117.963,87.0156,0.775828,12.8387,11.4287,117.804,136.218,0.159234,-49.2021 
274,50,51,3,274,18043.9,-0.198992,33.8003,12.6237,118.535,0.0383603,16.2887,12.6621,-2.3291,-7.19033,-9.48546,-3.37651,-3.91527,-248.728,9418.26,12.8148,9797.55,13910.3,-0.762927,-5.62416,-6.35312,-1.81034,-2.3491,0.624068,9616.38,30.8257,9995.67,0.49033,0.994422,0.0056488,19612.1,-0.00152267,0.893854,12.9212,10.3113,118.021,87.8306,0.854052,12.6647,11.388,117.922,137.133,0.0995123,-49.3022 
275,3,4,3,275,22620.8,-0.0308061,41.74,12.3763,118.464,-0.0215324,-46.2774,500,-4.05573,-4.79734,-3.89105,-3.61997,-4.05531,-230.077,12334.8,34.1647,11222.2,16849.1,-2.60699,-3.3486,-0.993586,-2.17123,-2.60658,0.915274,12518.1,50.8252,11405.5,0.523253,0.992945,0.00814195,23923.6,-0.00131228,1.18385,12.6459,10.3716,117.932,87.6592,0.993075,12.4758,11.3135,117.876,136.809,0.0559577,-49.1497 
276,5,6,3,276,21369.5,-0.332922,40.2005,12.4857,118.72,0.532774,71.5404,116.579,-7.43389,-7.51962,-4.34885,-0.889009,-2.31631,-170.816,11749.2,29.0874,10802.9,17580.3,-6.3583,-6.44403,-2.19768,0.186576,-1.24072,0.863109,11885.2,41.4566,10939,0.520729,0.993933,0.00693281,22824.2,-0.00147157,1.15356,12.6985,10.0918,118.227,86.6496,0.979768,12.3451,11.1188,118.022,135.813,0.204494,-49.1632 
277,16,17,3,277,22159.3,-0.0604848,40.3633,-12.6498,118.298,0.0590083,-28.8506,4.06065e-09,-5.1083,-3.99539,-8.68011,-2.47141,-5.97229,-167.093,12077,41.7654,11077.2,16676.8,-4.05616,-2.94325,-6.57583,-1.41926,-4.92015,0.6698,12210.1,53.8651,11210.3,0.521344,0.992339,0.0087736,23420.3,-0.00133681,1.13566,12.9195,10.3785,117.735,87.3125,0.955003,12.574,11.4794,117.632,136.557,0.10259,-49.2443 
278,14,15,3,278,22293.8,-0.17248,39.9477,12.9005,118.402,0.0701073,144.66,0.00192076,-1.72231,-4.19499,-10.7612,-2.52457,-2.00627,-230.416,11991.7,63.219,11255.4,17106.4,-0.271448,-2.74413,-7.85944,-1.0737,-0.555405,0.371452,12175.3,79.904,11438.9,0.515592,0.988645,0.0127042,23614.2,-0.00132703,1.08619,13.1175,10.5916,117.93,87.2966,0.935504,12.836,11.7192,117.799,136.486,0.1308,-49.1896 
279,4,5,3,279,22185.5,-0.357617,41.4753,12.5968,118.339,0.0298433,236.909,0.147354,-5.79713,-8.27824,-12.0184,-3.42802,-6.85001,-183.936,12100.7,25.5114,11301.7,17237.9,-4.63894,-7.12005,-9.70198,-2.26982,-5.69181,0.670254,12247.2,38.8306,11448.2,0.51686,0.994482,0.00620936,23695.4,-0.00155038,1.16664,12.6743,10.2995,117.868,87.3451,0.986295,12.6634,11.2986,117.727,136.543,0.141081,-49.1982 
280,7,8,3,280,21534.4,-0.301752,40.6753,12.3719,118.573,0.186187,-215.108,314.017,-6.83941,-3.07983,-8.01224,-6.07773,-5.63465,-230.206,11871.2,26.8012,10786,17685.6,-5.38986,-1.63029,-5.11316,-4.62819,-4.18511,0.755896,12054.6,43.4709,10969.3,0.523568,0.993729,0.00724727,23023.9,-0.00144495,1.17858,12.6028,10.0497,117.996,86.2554,0.981149,12.4801,11.0001,117.95,135.227,0.0451918,-48.9712 
281,2,3,3,281,21618.7,-0.0465416,40.0157,12.4435,118.474,0.0264654,-23.8698,2.99297,-8.14527,-7.43721,-12.2955,-5.75621,-5.3368,-218.026,12052.7,26.4992,10691.1,16230,-6.77242,-6.06436,-9.54982,-4.38335,-3.96395,0.689274,12226.4,42.287,10864.8,0.529483,0.993984,0.00711864,23091.2,-0.00140792,1.18015,12.6674,10.1442,117.776,87.2912,0.951908,12.5101,11.1548,118.013,136.387,-0.237199,-49.0961 
282,1,2,3,282,23526.5,-0.142089,43.0917,12.6689,118.243,-0.030196,-79.6961,500,-5.95981,-8.3893,-11.328,-3.16292,-5.91946,-158.93,12648.7,69.1476,11945.5,17850,-4.95906,-7.38855,-9.32651,-2.16218,-4.91872,0.675656,12775.3,80.6561,12072.1,0.514151,0.989072,0.0121579,24847.3,-0.00135671,1.16797,12.899,10.5404,117.725,87.0539,1.02121,12.5419,11.5832,117.531,136.092,0.194212,-49.038 
