cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,-4.04,43.1827,4,0,14376.2,-0.0718372,31.0497,10.4252,119.36,5.43802,767.001,1.28117e-06,-0.372194,-0.116927,1.7099,-0.213588,-0.327666,-34.8034,5649.84,547.636,6400.88,146316,-0.153047,0.102221,2.14819,0.00555935,-0.108519,-0.077108,5656.77,556.142,6407.81,0.447484,0.853206,0.137841,12641.3,-0.000500348,0.932368,10.5423,8.55253,118.997,88.1728,0.991313,10.5646,9.459,118.636,137.606,0.360881,-49.4336 
1,-4.18,43.0427,4,1,13451.7,-0.136814,29.6511,10.3776,119.528,-0.14561,10.334,495.357,-1.73001,-2.81719,-4.99327,-3.4618,-0.227062,-0.0432457,5634.7,492.512,5775.34,10065.8,-1.72974,-2.81692,-4.99272,-3.46153,-0.22679,0.622555,5634.71,492.522,5775.35,0.472321,0.867329,0.135767,11929.8,-0.000559453,0.939293,10.3476,8.55848,119.08,87.535,0.892643,10.5516,9.49531,118.843,136.845,0.236411,-49.3098 
2,-4.35,42.8727,4,2,12964.6,-0.00608609,28.5844,10.0465,119.512,-0.00372485,-6.31195,500,-4.25066,-0.823111,-2.87277,-1.38614,-0.240495,7.91126,5263.55,477.199,5680.13,9349.21,-4.30048,-0.872926,-2.9724,-1.43596,-0.29031,0.698908,5261.98,475.266,5678.56,0.459497,0.863512,0.13358,11451.6,-0.000343338,0.892789,10.1435,8.50511,119.213,88.3669,0.897593,10.3246,9.34762,118.85,137.848,0.363536,-49.4814 
3,-3.9,43.3227,4,3,12992.8,-0.0202858,28.7996,10.2512,119.463,0.0561764,11.2922,500,-2.1887,-2.39022,-7.13675,-3.46114,-1.88393,17.636,5257.75,480.977,5870.88,9631.4,-2.29975,-2.50127,-7.35885,-3.57219,-1.99498,0.58488,5254.24,476.667,5867.37,0.45102,0.862991,0.130172,11649.7,-0.000662522,0.892056,10.2945,8.40734,119.086,87.8794,0.897467,10.5506,9.63356,118.794,137.394,0.29146,-49.5144 
4,-4.12,43.1027,4,4,14368.9,-0.101715,30.9477,10.5519,119.321,-0.0458322,63.6623,500,-8.13624,0.458571,-6.33971,-0.161157,-5.39252,22.8309,5742.49,585.684,6190.6,10725.5,-8.28,0.31481,-6.62723,-0.304917,-5.53628,0.67567,5737.94,580.104,6186.05,0.459744,0.849672,0.1473,12480.7,-0.000488281,0.939891,10.5356,8.68111,119.081,88.5119,0.944733,10.6428,9.63817,118.538,137.84,0.543267,-49.3282 
5,-5,42.2227,0,5,13537.9,-0.0939659,29.6196,10.4292,119.544,-0.00466585,-52.9201,499.194,-4.83224,-2.61091,-2.29527,1.09801,1.37659,-2.58605,5617.68,554.099,5873.32,10064.1,-4.81596,-2.59462,-2.26271,1.11429,1.39287,0.68425,5618.19,554.731,5873.84,0.467377,0.852666,0.14819,12020.7,-0.000602491,0.931688,10.3885,8.59276,119.044,88.0828,0.902707,10.579,9.53996,118.913,137.364,0.131567,-49.2808 
6,-4.23,42.9927,4,6,12526,-0.136826,28.5627,10.0738,119.547,0.406552,-236.64,0.00044107,-2.55202,-7.12612,-3.59627,-1.37116,-0.455256,-25.1323,5258.03,469.238,5628.47,12498.6,-2.39377,-6.96786,-3.27977,-1.21291,-0.297005,0.768236,5263.04,475.38,5633.47,0.461527,0.863507,0.134533,11403.5,-0.000707391,0.885178,10.2001,8.5419,119.186,88.0385,0.88043,10.2864,9.51847,118.793,137.489,0.392613,-49.4509 
7,-4.14,43.0827,4,7,13606.9,-0.0969128,29.9254,10.3481,119.227,0.013398,52.957,500,0.160613,1.12497,-1.53998,-0.593626,-1.44156,7.0672,5577.1,561.353,5937.07,10103.9,0.116113,1.08047,-1.62898,-0.638126,-1.48606,0.36283,5575.69,559.626,5935.66,0.462883,0.850597,0.147977,12045.6,-0.00059528,0.914957,10.4129,8.68795,118.818,87.9579,0.91761,10.462,9.60882,118.538,137.379,0.280075,-49.4212 
8,-3.62,43.6027,4,8,14165.2,-0.126316,30.9816,-10.404,119.393,0.0509185,69.8344,497.837,-5.48524,-4.73955,-5.17034,-2.12521,-1.33529,-29.4497,5814.77,586.907,5935.07,10608.7,-5.2998,-4.55411,-4.79947,-1.93977,-1.14985,0.729501,5820.63,594.104,5940.93,0.473367,0.84845,0.155558,12296.3,-0.000512596,0.947291,10.3413,8.89952,119.183,88.7347,0.905599,10.5149,9.82228,118.601,138.315,0.581923,-49.5799 
9,-3.74,43.4827,4,9,13360.4,0.00229343,29.4703,10.26,119.285,-0.0107006,3.66648,6.72321e-11,-4.10859,-3.24917,-6.00448,-2.50812,0.26434,7.63136,5546.61,531.589,5751.98,9844.24,-4.15664,-3.29722,-6.10058,-2.55617,0.216287,0.616179,5545.09,529.724,5750.46,0.469402,0.856767,0.145074,11813.1,-0.000491696,0.923414,10.2571,8.65503,118.919,88.2404,0.895993,10.3643,9.53902,118.631,137.42,0.287244,-49.1793 
