cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,0,14254.6,-0.396898,23.6332,15.006,114.517,-0.234163,813.25,247.164,-0.0885388,-0.899544,-0.627732,1.49094,0.728227,-114.876,1044.04,164.713,12931.6,17743.9,0.634804,-0.176201,0.818953,2.21428,1.45157,0.834334,1135.55,173.032,13023.1,0.0716356,0.789477,0.0238904,15851.7,-0.000655446,0.0545264,14.5145,16.8459,115.238,98.3012,0.765027,14.8715,14.9826,114.052,145.475,1.18675,-47.1735 
1,97,43.248,5.6,48.55,-0.2,0.19,0.01,1,25180.5,-0.297615,39.6334,14.652,114.599,0.567923,-247.661,499.957,0.186712,1.13615,1.07777,1.25686,3.58596,-18.3182,12034.9,213.087,11810.9,23482.7,0.302056,1.2515,1.30846,1.37221,3.70131,0.835114,12049.5,214.414,11825.5,0.474161,0.9698,0.0323207,25412.3,-0.00025519,0.776917,14.8916,13.4652,114.234,93.4041,0.704029,14.4795,15.337,113.989,145.163,0.244941,-51.7593 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,25709.4,-0.312332,40.1738,14.7824,114.684,0.38771,-133.844,458.379,-0.384198,3.48813,5.77905,2.45838,2.34472,-99.0411,12363.1,190.165,12069.6,21021.6,0.239437,4.11177,7.02632,3.08201,2.96836,0.596835,12442,197.337,12148.5,0.475434,0.972994,0.0290533,26169.8,-0.000105787,0.80858,15.0494,13.0508,114.361,93.3132,0.740423,14.4228,14.7699,113.967,144.909,0.393558,-51.5956 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,13905.2,-0.34204,23.7099,14.375,114.529,0.10566,262.25,13.0414,-3.9461,0.493903,-2.55831,0.46958,-2.15321,-244.213,434.744,138.339,13351.3,11997.2,-2.40836,2.03164,0.517169,2.00732,-0.615471,0.66249,629.268,156.023,13545.8,0.039487,0.697399,0.0207768,15936.1,-0.000645247,0.03123,14.2781,12.8762,118.268,104.948,0.842176,14.2694,14.4478,113.993,144.575,4.27504,-39.6271 
4,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,4,14405,-0.459049,24.5481,14.8669,114.424,0.0673011,76.6435,0.65906,-0.369245,4.33177,5.26768,-2.09116,-2.65072,-217.602,1014.02,152.094,13286.6,12048.4,1.00094,5.70195,8.00804,-0.720984,-1.28054,0.369912,1187.34,167.851,13460,0.0724118,0.801672,0.022456,16397.1,-0.000877369,0.0522044,15.0155,16.2218,115.692,98.3538,0.781902,14.7206,15.2909,113.901,144.667,1.79106,-46.3132 
5,97,43.248,5.6,48.55,-0.2,0.19,0.01,5,25592.5,0.0139807,39.3056,14.9143,114.784,-0.091362,43.6003,5.57515e-12,0.78081,-0.090101,-0.210333,6.17884,2.36682,-76.5009,12324.9,223.782,11983.1,19212.9,1.26252,0.391605,0.753079,6.66054,2.84853,0.936802,12385.9,229.321,12044,0.47646,0.968616,0.0338856,25995.6,-0.000517351,0.752796,15.558,13.7307,114.384,93.7169,0.688421,14.6887,15.8235,114.219,145.703,0.165755,-51.9865 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,29222.1,-0.0527457,45.416,14.496,114.779,-0.0394953,86.8004,500,-2.26232,1.41609,1.78065,1.50769,4.03802,-47.6442,13862.6,198.027,13871.5,21543.1,-1.96232,1.71609,2.38066,1.80769,4.33803,0.712486,13900.6,201.477,13909.4,0.469325,0.975263,0.0259894,29618.2,-6.239e-05,0.90918,14.9885,13.0922,114.539,93.152,0.85863,14.2217,14.7875,114.025,144.806,0.514131,-51.6542 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,15475.9,-0.10577,26.0882,14.3836,114.26,0.0728514,-10.8318,499.973,-2.33561,-2.21114,-0.539765,0.714538,0.0659126,-235.018,493.816,159.623,14837.1,12241,-0.855762,-0.731299,2.41992,2.19438,1.54576,0.470824,681.017,176.641,15024.3,0.0385659,0.687799,0.0211985,17658.5,-0.00063566,0.0393779,12.8872,10.9028,116.552,105.846,0.927878,14.2227,14.6206,113.922,144.25,2.6299,-38.4036 
8,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,8,13990.2,-0.102407,22.863,14.8951,114.684,0.0310494,-38.6694,500,-0.50429,-3.77291,1.13599,-1.01075,-0.825029,-262.76,1089.85,166.689,12601.1,11125,1.15024,-2.11838,4.44505,0.643778,0.829498,0.102043,1299.15,185.716,12810.4,0.0823559,0.799894,0.026011,15774.9,-0.000763248,0.0537168,15.1231,16.5785,114.17,96.5239,0.72132,15.0066,15.5738,114.218,144.838,-0.0474846,-48.3145 
9,97,43.248,5.6,48.55,-0.2,0.19,0.01,9,26081,-0.0643145,40.8505,14.5509,114.611,0.0693476,-42.6031,500,-1.51124,1.62836,2.73085,2.04774,3.37764,-95.2075,12517,201.772,12234.6,19446.3,-0.911747,2.22786,3.92984,2.64724,3.97714,0.668936,12592.8,208.667,12310.5,0.475136,0.971819,0.0302789,26503.6,-0.000218047,0.818181,15.0215,13.1727,114.298,93.6697,0.742325,14.314,15.1288,113.895,145.403,0.403037,-51.733 
