cyc,sweep,VVA,ODT1,ODT2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
118,45.9,3,0.1,2,118,9873.07,0.0114947,15.0681,13.0927,96.0053,-0.0127896,-19.0808,500,0.639479,-0.242371,4.72135,-3.20447,2.48339,-135.026,1296.09,41.0733,7510.27,6430.15,1.4897,0.607849,6.42179,-2.35425,3.33361,0.323929,1485.48,55.102,7699.66,0.179814,0.939043,0.0130113,8261.18,2734.12,3080.62,61692.6,0.00150364,0.142868,11.3853,8.92849,96.2866,70.0906,0.636231,12.4557,11.1654,95.5737,120.395,0.712855,-50.3047 
119,45.9,0,0.1,2,119,9071.84,0.0177048,14.5344,12.0799,96.331,-0.0143891,-0.942162,499.556,0.938478,1.67087,4.15304,0.167796,5.74798,-167.972,33.2511,28.3769,7821.3,5715.96,1.99615,2.72855,6.26839,1.22547,6.80566,0.670505,268.848,45.8285,8056.9,0.0365336,0.770233,0.0103694,7358.92,3177.07,798.368,75277.2,0.00147417,0.013783,5.46852,7.05297,117.705,55.3358,0.741449,11.5528,10.8578,96.0401,121.447,21.665,-66.1107 
120,46.05,3,0.1,2,120,10148.9,0.238109,15.4222,12.5434,96.0071,-0.108563,-158.794,453.517,5.16564,1.51856,3.63529,-2.04009,-0.0711674,-152.88,1337.86,50.5785,7583.07,6858.51,6.12828,2.4812,5.56058,-1.07745,0.891477,0.602364,1552.29,66.4622,7797.5,0.184487,0.930295,0.0154585,8414.09,2778.85,3005.07,63039,0.0016688,0.136439,11.3897,9.51445,96.27,69.8874,0.642738,12.2252,11.4059,95.649,120.323,0.620968,-50.4353 
121,46.05,0,0.1,2,121,9741.79,0.00238136,16.4858,11.8445,96.3866,-0.00539596,-3.75047,2.18007e-11,3.38414,0.478449,1.95963,1.12826,0.218571,-123.151,-72.5916,17.0158,8726.15,6357.24,4.15958,1.2539,3.51053,1.90371,0.994019,0.703045,100.139,29.8106,8898.88,0.0126261,0.65748,0.00613308,7931.15,3986.34,716.598,96755.9,0.00131187,0.0212719,0.548674,-0.773882,119.496,55.8306,0.859243,11.3701,10.6126,96.1646,120.107,23.331,-64.2761 
122,45.9,3,0.1,2,122,10033.6,0.00228863,15.4798,13.161,96.0551,-0.0029114,4.03138,500,2.22518,1.44355,3.11336,1.10115,0.826323,-137.795,1308.57,40.4771,7713.25,6632.46,3.09284,2.31121,4.84868,1.96881,1.69398,0.651563,1501.84,54.7936,7906.52,0.177532,0.939984,0.0126052,8459.58,2711.57,2924.04,61814.7,0.00127861,0.130573,11.601,10.135,96.5027,70.4812,0.613407,12.8081,11.7497,95.6413,121.114,0.861304,-50.6328 
123,45.9,0,0.1,2,123,8236.75,0.166987,13.4172,-11.9234,96.2978,0.0934409,-407.802,109.927,2.67915,1.72009,1.6696,1.42976,0.819749,-167.691,-34.0815,13.6776,7270.12,6448.27,3.73505,2.77599,3.78141,2.48567,1.87566,0.74195,201.122,31.1001,7505.32,0.0295515,0.787025,0.00757537,6805.81,2786.27,679.608,65904.5,0.00120369,0.000133832,1.67538,3.64521,111.764,53.8167,0.696838,11.6248,10.6838,95.9658,120.529,15.7984,-66.7125 
124,46.05,3,0.1,2,124,9822.13,0.176108,15.5093,12.4687,96.3001,-0.244135,6.04883,375.002,1.53328,2.66233,-1.02902,1.21615,5.09968,-156.729,1374.65,37.5171,7411.72,6343.24,2.52017,3.64921,0.944738,2.20303,6.08656,0.938668,1594.47,53.8007,7631.54,0.191869,0.944244,0.0128199,8310.23,2713.83,3255.91,61309,0.00142841,0.143998,11.6011,9.49591,96.9623,69.6909,0.641882,12.0038,11.3455,95.9083,119.953,1.054,-50.2619 
125,46.05,0,0.1,2,125,9659.22,0.0283467,16.0569,12.0729,96.5427,0.0046664,-4.2742,8.51879e-08,2.93273,1.95223,0.894683,0.171889,3.96902,-142.943,-60.5544,26.9097,8657.69,6311.21,3.83281,2.85231,2.69483,1.07196,4.8691,0.824109,139.937,41.761,8858.18,0.0176351,0.656924,0.00860964,7935.14,3798.49,692.212,92159.5,0.00715274,-0.0086563,256.236,119.66,134.999,40,0.821282,11.5831,10.8336,96.1051,119.496,38.8936,-79.4955 
126,45.9,3,0.1,2,126,10167.1,0.224972,15.4082,12.6771,95.8623,0.0861963,-142.718,34.843,-0.342151,0.916168,3.3022,1.98629,0.525792,-167.215,1237.5,30.2998,7662.28,6759.17,0.710757,1.96908,5.40801,3.0392,1.5787,0.574365,1472.03,47.6728,7896.81,0.1748,0.946365,0.0109984,8421.23,2801.01,2816.64,63763.3,0.00165378,0.13185,11.6322,9.27785,96.0236,69.5103,0.642812,12.3639,11.3973,95.4671,119.553,0.556585,-50.0423 
127,45.9,0,0.1,2,127,7815.31,0.205745,12.8354,11.4082,96.3057,0.296433,-311.883,392.499,1.73429,3.87418,3.97103,2.03253,-4.57364,-134.113,-60.6557,13.3115,6887.62,7776.36,2.57876,4.71865,5.65998,2.877,-3.72917,0.532435,127.45,27.2453,7075.72,0.020058,0.727749,0.00704312,6354.09,2565.77,695.709,60154.1,0.00487969,-0.00642354,-209.691,-87.2884,134.998,40,0.688199,11.1397,10.3776,95.8624,119.887,39.1361,-79.8869 
128,46.05,3,0.1,2,128,10546.3,0.206287,16.3938,12.554,96.1567,1.18753,-3162.18,40.0851,0.657176,2.20426,-2.61628,-1.00918,0.60435,-174.352,1449.26,30.7802,8076.35,128944,1.75502,3.3021,-0.420585,0.0886672,1.7022,1.06544,1693.8,48.8946,8320.9,0.187862,0.951912,0.0107085,9016.19,3074.2,3825.41,69939.6,0.00137719,0.162265,11.5465,9.15457,96.654,70.083,0.671059,12.3309,11.5552,95.7895,120.313,0.864507,-50.2304 
129,46.05,0,0.1,2,129,10237.4,0.2275,16.6695,11.7923,96.0514,0.0089085,-161.913,451.123,4.79993,-0.767131,-5.27728,1.6714,3.26291,-152.617,0.72371,33.4709,8970.09,6446.03,5.76091,0.193855,-3.35531,2.63239,4.22389,1.35484,214.783,49.3271,9184.15,0.0258874,0.713315,0.00979683,8296.84,4104.1,732.435,99665.5,0.00187244,-0.0194445,6.31476,25.9468,113.72,93,0.862853,11.502,10.7051,95.7998,119.898,17.9203,-26.8979 
130,45.9,3,0.1,2,130,10309.9,0.176118,15.6556,13.0288,96.1,-0.152908,157.152,54.0245,2.98729,3.14801,3.58023,-0.29181,-2.31862,-170.125,1216.94,48.895,8016.51,7422.27,4.05852,4.21924,5.7227,0.779423,-1.24738,0.577115,1455.56,66.5704,8255.13,0.166921,0.925894,0.0146375,8720.07,2856.78,2870.69,65561.1,0.00135174,0.134247,11.5764,9.41129,96.5745,69.4726,0.628059,12.8571,11.8327,95.6827,119.802,0.891829,-50.3297 
131,45.9,0,0.1,2,131,7975.29,0.181759,13.1346,11.62,96.5803,-0.0815936,-88.8366,85.0384,-1.3193,-1.25487,-0.17248,0.954377,-1.54116,-149.85,23.9867,11.4919,6979.91,5204.36,-0.375739,-0.311309,1.71465,1.89794,-0.597596,0.26345,234.166,27.0607,7190.09,0.0356882,0.831785,0.00688524,6561.44,2720.29,683.878,64155.2,0.00138244,-0.0134854,-8.43289,8.94905,70.3009,65.9167,0.713272,11.1961,10.2951,96.2775,119.984,-25.9765,-54.0672 
132,46.05,3,0.1,2,132,9425.78,0.169766,14.9063,12.4438,96.0421,0.346141,-151.476,64.4885,2.88914,2.24116,2.93328,-1.00306,-2.59052,-162.176,1382.3,23.3457,7163.22,7745.16,3.91031,3.26234,4.97564,0.0181199,-1.56934,0.53047,1609.77,40.1951,7390.69,0.198404,0.958133,0.00991913,8113.58,2544.88,3314.75,56728.3,0.00123003,0.146484,11.6084,9.45789,96.5549,69.8576,0.612242,12.1272,11.4096,95.6838,120.304,0.871116,-50.4459 
133,46.05,0,0.1,2,133,9766.27,0.0198631,16.9459,11.6395,96.331,0.0695634,-7.50314,15.5212,0.177857,0.761366,1.95199,2.62079,-0.841003,-102.325,-29.1208,8.42039,8785.51,6437.86,0.822171,1.40568,3.24062,3.2651,-0.196689,0.620398,114.4,19.0516,8929.03,0.0143503,0.774332,0.00391505,7971.95,4179.08,738.25,101761,0.00127544,-0.252541,93.7241,0.0304421,120.784,67.142,0.896992,11.1689,10.4235,96.0519,118.754,24.7322,-51.6118 
134,45.9,3,0.1,2,134,9629.83,0.253241,14.4534,12.4854,96.167,0.252742,-666.899,301.638,6.07265,2.64943,-0.888619,-2.40466,3.25783,-161.5,1286.51,45.4901,7090.58,11361.4,7.08957,3.66635,1.14522,-1.38774,4.27475,0.922558,1513.03,62.2693,7317.1,0.190269,0.932817,0.0154345,7952.08,2458.1,2918.51,54739.8,0.00167696,0.134027,11.6157,9.28619,96.2377,70.2872,0.596976,12.1974,11.4664,95.9352,120.626,0.302495,-50.3389 
135,45.9,0,0.1,2,135,7478.11,0.00876637,12.6091,11.6744,96.1836,-0.000921245,4.08124,9.77908e-12,2.1257,0.912981,0.823968,-3.16498,1.521,-125.336,18.6045,30.0622,6595.64,4792.07,2.91491,1.70219,2.40239,-2.37577,2.31021,0.654528,194.401,43.0841,6771.43,0.0315931,0.720542,0.0115848,6153.26,2410.08,727.388,55897.8,0.00116287,0.0145221,-5.59936,2.606,90.9925,65.9069,0.659316,11.2796,10.4238,95.8855,121.269,-4.89307,-55.3625 
136,46.05,3,0.1,2,136,9748.87,0.0391795,15.8861,12.4223,96.5167,-0.0460352,-56.4304,62.9828,1.10221,0.0012643,-3.26676,-2.78678,0.382192,-147.961,1330.98,42.4637,7510.85,6508.67,2.03388,0.932935,-1.40342,-1.8551,1.31386,2.373,1538.51,57.8363,7718.38,0.18468,0.938274,0.0136155,8330.69,2749.58,3390.81,62259.5,0.00130181,0.158305,10.9649,8.78142,97.0887,70.0457,0.643402,12.1815,11.3115,96.2046,120.197,0.884152,-50.1511 
137,46.05,0,0.1,2,137,8693.82,0.00719113,14.9791,11.6304,96.3185,0.0107826,1.90262,499.997,1.06403,2.0628,-0.603713,1.18984,-0.126814,-150.212,-13.4537,-3.72528,7829.81,5671.88,2.00987,3.00864,1.28798,2.13568,0.819031,0.860928,197.233,11.8812,8040.5,0.027119,0.904635,0.00271462,7272.87,3267.2,722.337,78271.9,0.00485955,-0.00619235,233.126,99.5589,135,40,0.768453,11.2383,10.7992,96.0842,120.938,38.9157,-80.9381 
138,45.9,3,0.1,2,138,10486.4,0.180138,16.0786,12.8962,96.0176,-0.38521,-110.702,198.151,4.36092,-0.941819,3.12098,1.85527,-2.12475,-175.213,1465.92,40.3408,7955.61,8138.18,5.46419,0.161451,5.32752,2.95854,-1.02148,0.586701,1711.67,58.5447,8201.36,0.191701,0.943525,0.012979,8928.87,2895.29,3753.82,65803.7,0.00141453,0.158018,11.8816,9.32301,96.3761,70.0809,0.640098,12.5061,11.7528,95.5826,120.701,0.793486,-50.6205 
139,45.9,0,0.1,2,139,8250.63,0.163741,13.2882,12.1002,96.3586,-3.61842,3548.56,34.0064,1.42639,-1.22077,3.08361,-1.96082,-1.12357,-123.353,-4.62612,1.5034,7331.14,423225,2.20312,-0.444049,4.63705,-1.18409,-0.346842,0.0468915,168.389,14.3193,7504.15,0.0248653,0.870462,0.00350277,6772.04,2856.22,711.746,67539.5,0.00115716,0.0205356,4.93774,-1.78725,91.2027,70.9953,0.711091,11.6362,10.5247,95.978,120.472,-4.77529,-49.4763 
140,46.05,3,0.1,2,140,9880.49,0.189977,15.455,12.4927,96.171,-0.934341,185.432,199.409,0.0370635,-0.532815,4.64458,-0.686561,1.69871,-126.69,1313.66,36.8575,7517.43,11925.3,0.834799,0.264921,6.24005,0.111175,2.49644,0.372695,1491.36,50.0201,7695.12,0.180485,0.944559,0.0118324,8263.06,2818.95,3163.54,63747.8,0.00144131,0.144073,11.3836,9.1797,96.4581,69.3773,0.655837,12.0923,11.1955,95.8181,119.442,0.639918,-50.0647 
141,46.05,0,0.1,2,141,9413.32,0.176914,15.9396,11.5693,96.0434,-0.0890402,-148.77,1.80818,2.41085,-1.71063,1.51737,-1.83558,0.26827,-175.364,-36.5564,22.3423,8440.82,6434.34,3.51507,-0.606416,3.7258,-0.731358,1.37249,0.487904,209.408,40.5618,8686.79,0.0266633,0.746842,0.00852812,7853.78,3888.89,724.887,94143.7,0.00592214,-0.00741731,-237.515,-104.955,135,40,0.862652,11.1566,10.3969,95.8015,119.075,39.1985,-79.0747 
142,45.9,3,0.1,2,142,10173.5,0.193992,15.4551,12.8751,96.253,0.633135,101.657,195.792,-1.76074,2.90526,-0.076809,2.90637,0.303198,-154.804,1306.85,19.907,7822.21,8572.86,-0.785981,3.88001,1.87271,3.88113,1.27795,0.815056,1523.98,35.9905,8039.34,0.177236,0.960312,0.00817928,8598.59,2825.33,3222.56,64050.6,0.00140832,0.1482,11.455,8.96151,96.2137,69.2019,0.632029,12.5516,11.6746,95.9797,119.853,0.234053,-50.6515 
143,45.9,0,0.1,2,143,7690.42,0.165016,12.6489,11.727,95.9554,0.107649,-175.276,324.637,-0.153477,3.09013,7.56234,-3.83461,-3.33125,-146.084,-24.2987,27.1347,6798.72,5442.99,0.766375,4.00998,9.40204,-2.91476,-2.4114,-0.0621091,180.598,42.3123,7003.62,0.0284686,0.709217,0.0110066,6343.78,2547.28,709.573,59469,0.00113681,0.00858487,-7.93697,3.96841,93.0413,69.4944,0.676583,11.3565,10.4606,95.6638,119.813,-2.62246,-50.3182 
