cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,15,2.5,0,11048,-0.314386,21.1747,13.0171,88.9304,1.77069,-1383.84,492.638,-1.37184,-1.39139,-1.64329,2.92861,0.630838,-57.5415,2752.05,28.885,9753,88740,-1.00952,-1.02907,-0.918639,3.29094,0.993162,1.69234,2828.27,30.3796,9829.22,0.246408,0.981549,0.00566124,11478,4146.3,7154.11,96827.7,-0.00118537,0.200148,12.9309,12.1598,89.9824,76.1316,0.772629,12.5521,12.1782,88.6801,127.264,1.30235,-51.1326 
4,90,2.5,4,8226.01,-0.100611,16.8415,12.3241,88.4887,0.748604,247.877,7.64045e-07,-1.35217,1.0943,0.930458,-0.647253,0.291822,-28.4768,1496.63,21.0041,8141,12797.3,-1.17285,1.27361,1.28908,-0.467942,0.471133,0.0746161,1534.35,21.7437,8178.72,0.175723,0.9758,0.0048735,8731.62,2851.35,2411.48,67945.4,-0.0013573,0.101799,12.8337,13.9039,89.5971,77.5292,0.648407,12.3834,12.3152,88.316,127.941,1.28115,-50.4115 
5,1,2.5,5,12583,-0.246222,24.0634,12.5187,89.2733,-0.296393,221.497,215.599,-2.39513,0.365515,-1.079,-2.49813,0.365507,-125.564,3044.4,32.5078,10914.5,11943.6,-1.60448,1.15616,0.502286,-1.70749,1.15615,2.00986,3210.73,35.7692,11080.8,0.247706,0.980877,0.00591122,12961.8,5226.41,9017.59,122611,-0.000998797,0.229987,12.4748,11.9612,90.2965,76.5343,0.875763,12.3724,12.1674,89.0194,128.271,1.27713,-51.737 
6,30,2.5,6,10529.2,-0.282648,20.6121,12.651,88.8894,0.329998,138.377,370.472,-2.16859,1.11006,-2.07273,-0.691283,2.42937,-99.8672,2524.67,28.5398,9384.27,9975.24,-1.53975,1.7389,-0.815053,-0.0624461,3.0582,1.34248,2656.96,31.1338,9516.57,0.240851,0.979906,0.00599041,11031.5,3833.41,5940.53,90250.5,-0.00103112,0.182445,12.4974,12.3025,90.2746,76.4559,0.750766,12.4002,12.1726,88.5196,128.085,1.755,-51.6292 
11,150,2.5,11,8155.01,-0.0821331,16.4568,12.417,88.6819,0.0754599,86.6688,0.000128973,-0.92359,1.51344,2.06292,-0.403192,-1.01232,-94.6825,1080.43,22.4274,8461.04,6864.97,-0.327399,2.10963,3.2553,0.192998,-0.416126,0.323841,1205.86,24.8867,8586.46,0.137624,0.965142,0.00531075,8761.94,2841.56,1242.1,69235.9,-0.0014739,0.0592141,14.4112,17.0731,89.2181,78.656,0.634433,12.734,12.7499,88.4911,126.352,0.727072,-47.696 
12,105,2.5,12,8308.67,-0.27442,16.6909,12.6774,88.9351,-0.343335,373.88,460.256,-3.57689,0.189533,-1.53592,-2.61801,0.806853,-116.407,1421.33,23.7702,8273.34,11066.9,-2.8439,0.92252,-0.0699472,-1.88503,1.53984,0.970063,1575.53,26.7938,8427.54,0.175219,0.971099,0.00582253,8991.77,2779.18,1926.56,67113.3,-0.00118361,0.0883477,13.069,14.0435,90.3886,76.7577,0.634309,12.52,12.5629,88.7476,126.733,1.64099,-49.9754 
13,60,2.5,13,9082.1,-0.115351,17.6686,12.6362,88.9021,0.139368,90.58,500,-1.28684,1.61641,0.671972,-0.942231,-2.56288,-120.638,1958.54,26.3246,8431.96,7678.94,-0.527215,2.37603,2.19122,-0.182608,-1.80325,-0.0667153,2118.35,29.458,8591.77,0.218858,0.976242,0.00627627,9679.1,2998.41,3566.14,71146.7,-0.0010357,0.134041,12.8559,12.8836,90.2323,75.2788,0.66056,12.4444,12.3465,88.6124,125.993,1.61991,-50.7141 
14,45,2.5,14,10993.4,-0.151213,21.4878,12.5174,88.7039,-0.176383,672.322,500,-2.09412,-0.300581,2.19888,-1.51733,-1.043,-120.183,2334.18,33.4047,10140.4,12616.3,-1.33735,0.456181,3.7124,-0.760568,-0.286234,-1.08044,2493.38,36.5264,10299.7,0.215745,0.975004,0.00649038,11557.1,4287.97,5445.92,102219,-0.00134411,0.173751,12.421,12.4761,89.7556,75.7785,0.778874,12.6642,12.5591,88.5309,126.342,1.22471,-50.5632 
16,120,2.5,16,8454.93,-0.0115683,16.6616,12.4296,88.9076,0.0214057,7.66561,0.396526,-0.0221525,-1.25958,0.00212784,-0.882886,-2.00818,-82.5533,1410.64,25.5403,8330.07,6747.03,0.497664,-0.739767,1.04176,-0.363069,-1.48837,1.99047,1520,27.6845,8439.42,0.169895,0.969111,0.0060065,8946.69,2826.24,1964.23,68086.9,-0.00113528,0.0902746,13.1378,13.9968,89.6971,75.8171,0.63788,12.5104,12.6061,88.8389,125.308,0.858222,-49.4908 
17,75,2.5,17,9494.04,-0.253172,18.6638,12.5877,88.5313,0.212573,196.001,73.702,-1.09637,-0.175495,-1.25713,-2.21363,1.0825,-85.5561,1777.45,32.5165,9019.48,9004.21,-0.557641,0.363229,-0.179681,-1.6749,1.62122,0.579959,1890.79,34.7387,9132.81,0.190456,0.968849,0.00695811,9927.66,3398.9,3012.01,81843.5,-0.00119074,0.115209,13.3898,13.8003,89.4615,77.3533,0.7059,12.4667,12.421,88.4338,127.386,1.0277,-50.0325 
