cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
20,15,2.5,20,12265.5,-0.268492,23.0282,12.8917,89.0468,0.171634,300.505,238.191,1.19766,0.274336,-0.419939,-0.337325,-0.40799,-86.8414,3019.34,30.1437,10547.7,11343.2,1.74448,0.821153,0.673695,0.209492,0.138827,0.812218,3134.38,32.3993,10662.7,0.250398,0.982232,0.00556618,12517.6,4693.21,8637.76,109740,-0.00101776,0.220934,12.7759,12.2069,90.0836,75.138,0.807821,12.6969,12.4829,88.8049,125.707,1.27874,-50.5693 
24,90,2.5,24,8990.89,-0.0130432,17.2907,12.4967,88.5728,-0.0455109,-19.283,499.003,-0.308161,0.830881,-1.82364,-1.2686,0.912648,-119.495,1649.07,26.8164,8586.81,7062.57,0.444269,1.58331,-0.318776,-0.516173,1.66508,1.11155,1807.37,29.9202,8745.1,0.190188,0.971845,0.00626304,9503.05,3094.27,2482.05,74536.2,-0.00101596,0.10351,13.3517,13.7396,89.6473,77.1036,0.679275,12.478,12.1933,88.4562,127.191,1.19112,-50.0877 
25,1,2.5,25,14045.7,-0.0288242,25.7631,12.8311,88.9449,0.0973524,-32.5354,500,-0.979265,1.8626,-1.38027,-1.54046,-1.87256,-92.6036,3689.05,40.8915,11798.2,10864.3,-0.396164,2.4457,-0.214071,-0.95736,-1.28946,0.479597,3811.72,43.2968,11920.9,0.266514,0.980509,0.00664608,14302.1,5896.15,12841.6,136872,-0.00107164,0.274467,12.7671,11.9678,89.9115,74.6314,0.902155,12.8547,12.3322,88.7593,125.818,1.1522,-51.1867 
26,30,2.5,26,11396.1,-0.043591,21.6497,12.5303,88.8169,-0.180396,-33.4419,4.79215e-09,-0.350741,-1.66891,0.498307,-0.69897,0.487958,-105.687,2704.21,34.2777,10036,9027.4,0.31474,-1.00343,1.82927,-0.033489,1.15344,0.190778,2844.21,37.0228,10176,0.241053,0.977728,0.0066574,11799.1,4290.85,6868.66,101270,-0.00114808,0.192737,12.7992,12.5568,89.7134,75.721,0.780417,12.5922,12.4572,88.5883,126.7,1.12513,-50.979 
31,150,2.5,31,8276.02,-0.193045,16.3128,12.5301,88.8581,0.0697377,53.3421,1.85388,-0.239066,0.176658,-0.467161,-1.0734,-0.764151,-102.899,1134.64,24.3583,8379.63,6775.05,0.408863,0.824587,0.828696,-0.425473,-0.116222,0.454967,1270.95,27.031,8515.94,0.145003,0.964116,0.00581317,8764.97,2829.64,1326.06,68900.1,-0.0011586,0.0634119,13.6394,16.9314,89.8262,78.7963,0.643906,12.4802,12.5237,88.7112,126.448,1.11493,-47.6515 
32,105,2.5,32,9023.29,-0.0236245,17.4198,12.6488,88.4043,-0.0177514,8.40128,500,1.65157,0.203881,-1.43328,-1.41347,-0.87686,-84.7093,1544.9,27.0656,8836.31,7177.61,2.18496,0.737273,-0.366492,-0.880079,-0.343468,1.2751,1657.11,29.2658,8948.52,0.173851,0.97002,0.00598846,9531.81,3163.82,2112.14,76652.5,-0.00135179,0.0846247,14.8232,15.3563,89.0873,77.5752,0.67334,12.6644,12.6053,88.2352,126.604,0.852041,-49.0286 
33,60,2.5,33,9942.82,-0.212018,18.948,13.0337,88.5198,0.140426,120.582,0.0119815,-0.88651,1.0104,-1.64546,-0.889551,-1.27718,-117.15,1971.33,33.8099,9248.31,8590.69,-0.148849,1.74806,-0.170143,-0.15189,-0.539522,1.23065,2126.51,36.8528,9403.5,0.204441,0.970565,0.00716755,10401.6,3424.79,3388.6,82525.4,-0.00110302,0.11888,13.6579,14.5148,89.4807,75.8759,0.697657,12.6391,12.6426,88.3861,126.111,1.09462,-50.2353 
34,45,2.5,34,11180.1,-0.274668,21.388,12.8107,88.6834,0.457665,-129.33,488.128,-1.96961,1.54545,0.740799,-0.628109,-2.79766,-108.411,2386.78,28.7478,10190.1,10846.3,-1.28698,2.22808,2.10606,0.054523,-2.11502,-1.13453,2530.38,31.5637,10333.8,0.217684,0.978637,0.00559509,11624.1,4325.03,5102.91,103977,-0.00124246,0.158144,13.0419,13.4435,89.8008,76.1098,0.790429,12.7176,12.3504,88.49,127.057,1.31089,-50.9472 
36,120,2.5,36,8187.15,-0.276879,16.9133,12.3711,88.6385,-0.0824607,-29.8983,494.848,1.61889,1.49857,-3.4054,-1.15052,1.14211,-83.0308,1312.35,25.4215,8299.67,6891.58,2.14172,2.02139,-2.35975,-0.627699,1.66493,1.83073,1422.34,27.5781,8409.66,0.161211,0.967182,0.00600462,8822.84,2887.09,1801.35,70102.2,-0.00139398,0.0837124,12.6837,15.3121,89.3457,77.1528,0.656865,12.4551,12.3151,88.5828,126.527,0.762936,-49.3739 
37,75,2.5,37,9009.35,-0.107303,18.0527,12.3231,88.8162,0.0202855,-84.6481,500,0.200825,0.650691,0.840622,0.951781,-0.426791,-56.9057,1712,21.8587,8640.76,7297.87,0.559146,1.00901,1.55726,1.3101,-0.0684706,0.643406,1787.38,23.3368,8716.14,0.188989,0.977662,0.00490789,9457.59,3172.08,2944.43,76205.3,-0.00128589,0.118218,12.615,13.7788,89.8675,76.0933,0.682905,12.4516,12.3771,88.7139,126.351,1.15362,-50.2578 
40,15,2.5,40,11569,-0.316202,22.2249,12.9204,88.8849,0.376918,-369.442,162.022,0.00310634,-0.109033,-4.20614,-2.28252,1.6622,-59.7127,2882.73,30.8127,10200.7,13880.8,0.379101,0.266962,-3.45415,-1.90652,2.03819,-0.290585,2961.83,32.3637,10279.8,0.246653,0.981237,0.005766,12008.1,4430.25,7725.76,103867,-0.00126363,0.2052,13.0552,12.4178,90.1022,75.8607,0.792935,12.5631,12.4106,88.6299,126.806,1.4723,-50.9452 
44,90,2.5,44,8251.17,-0.117677,16.5737,12.3846,88.815,-1.21958,455.323,6.32399e-06,-0.688713,0.920303,1.33584,0.148743,0.810517,-110.275,1505.16,27.2303,8122.88,24758.8,0.00565887,1.61467,2.72459,0.843114,1.50489,0.592915,1651.24,30.0946,8268.96,0.184953,0.969091,0.00665964,8927.93,2792.98,2253.95,67302.5,-0.00117923,0.102631,12.8125,13.1388,89.9557,76.0422,0.64825,12.3464,12.2383,88.5828,126.614,1.37291,-50.5714 
45,1,2.5,45,13820.3,-0.31633,26.0286,12.9116,88.7072,-0.548633,-141.576,10.483,0.644904,-1.09266,-4.45126,0.345435,1.19701,-115.868,3752.95,36.1357,11545.6,13468.7,1.37449,-0.363075,-2.99208,1.07502,1.9266,3.93066,3906.44,39.1453,11699.1,0.27507,0.982766,0.00612595,14201.6,5637.45,13629.9,129314,-0.00139663,0.279341,12.6774,12.4857,89.6465,75.1354,0.861171,12.9226,12.7476,88.5307,126.367,1.11578,-51.232 
46,30,2.5,46,12988.1,-0.00790396,24.5875,12.6448,88.7278,0.00522669,11.923,1.57221e-12,0.311248,-1.15686,-0.0704521,-0.147871,0.0884209,-74.0517,2938.11,37.5071,11594.5,10123,0.777532,-0.690571,0.862115,0.318413,0.554705,0.52688,3036.2,39.4306,11692.6,0.227846,0.977778,0.00617373,13325.7,5295.85,7899.64,126385,-0.0015455,0.204143,12.7156,13.2386,89.9956,76.7441,0.834266,12.9819,13.231,88.5518,128.043,1.44386,-51.2989 
51,150,2.5,51,7594.19,-0.0120636,14.9344,12.6355,88.6579,-0.0111178,-3.69271,499.619,-0.919919,1.01786,-0.593298,-0.964558,-1.10655,-92.5032,1075.67,22.3501,7830.24,6144.26,-0.337451,1.60033,0.571638,-0.38209,-0.524087,0.384234,1198.21,24.7528,7952.78,0.146183,0.96511,0.00570082,8196.65,2479.57,1116.17,60278.6,-0.00135057,0.0494877,17.2984,17.9241,88.6684,78.9519,0.604786,12.6169,12.3034,88.4584,126.325,0.20996,-47.3735 
52,105,2.5,52,7920.61,-0.0425635,15.3735,12.7293,88.8134,-0.0235943,-15.6243,500,1.07249,0.0282746,-2.03318,-1.22897,-1.93363,-82.5224,1439.02,25.4158,7744.57,6382.51,1.59211,0.547896,-0.993937,-0.709349,-1.41401,-0.0170318,1548.33,27.5592,7853.88,0.183024,0.969792,0.00642243,8459.75,2424.75,1752.26,58173.1,-0.00113218,0.0735672,14.646,17.0255,89.1578,77.1186,0.593051,12.583,12.3646,88.6029,125.503,0.554928,-48.3843 
53,60,2.5,53,9951.12,-0.262923,19.7548,12.4511,88.7467,-1.29684,-47.0903,139.492,0.0807922,1.3459,0.200654,0.392659,1.66273,-58.3422,2062.27,26.1383,9203.83,9995.1,0.448158,1.71327,0.935385,0.760025,2.0301,0.841108,2139.55,27.6537,9281.11,0.207584,0.977882,0.00545872,10306.9,3569.39,4368.37,85152.8,-0.00120248,0.153834,12.0097,13.0299,89.9397,74.6616,0.716024,12.5424,12.5008,88.4177,125.105,1.52201,-50.443 
54,45,2.5,54,10701.7,-0.278409,21.0374,12.5505,89.0163,0.207407,142.407,199.359,0.41131,0.772131,-4.40636,0.843654,-0.657732,-53.9091,2366.05,27.1033,9801.26,9556.53,0.750762,1.11158,-3.72745,1.18311,-0.318281,-2.72638,2437.46,28.5035,9872.67,0.21909,0.979946,0.00529024,11125.4,4102.22,5350.96,97967.1,-0.00117393,0.176055,12.2005,12.2466,90.1295,75.1302,0.777525,12.4849,12.2474,88.7368,125.884,1.39266,-50.7535 
56,120,2.5,56,9440.47,-0.277856,17.8934,13.2211,88.4692,-0.192115,-64.3959,169.627,-3.04739,-0.0920502,1.81268,-1.21262,-0.851392,-67.6485,1384.65,32.7275,9318.28,8103.89,-2.62142,0.333914,2.6646,-0.786652,-0.425427,4.1912,1474.26,34.4846,9407.89,0.151156,0.960675,0.00670694,9753.21,3369.23,1681.34,82606.5,-0.00135027,0.0684625,15.7859,17.3014,88.4242,77.5857,0.688692,12.9079,12.7284,88.3975,125.319,0.026648,-47.7328 
57,75,2.5,57,8559.36,-0.154858,16.5404,12.7418,88.9195,-0.0842266,191.152,500,0.618033,1.46185,-0.35919,-1.35437,0.905862,-69.9115,1654.55,27.0995,8119,7384.88,1.05825,1.90207,0.521239,-0.914159,1.34608,0.866809,1747.16,28.9154,8211.61,0.194705,0.971853,0.00644476,8973.38,2701.18,2550.29,64630,-0.000976248,0.108042,13.7675,12.8227,90.0468,75.0173,0.623921,12.3907,12.6121,88.5823,125.412,1.46459,-50.3942 
