cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
160,7,8,5,160,21620.5,-0.312941,40.0115,-12.6243,118.531,0.163334,-76.7984,479.605,-7.81632,-3.17349,-15.4204,-5.64395,-1.05879,-252.237,11704,19.4544,11008.9,16851.6,-6.22804,-1.58522,-12.2438,-4.05568,0.529486,0.480826,11904.9,37.7195,11209.8,0.515036,0.994486,0.00616027,23114.7,-0.00137067,1.12781,12.7403,10.228,117.986,87.2855,0.989198,12.5384,11.0481,117.916,136.377,0.0695531,-49.0919 
161,2,3,5,161,22845.4,-0.133938,41.8102,12.5624,118.581,-0.123608,45.6387,499.705,-7.72922,-5.08236,-8.11085,-2.15254,-6.54987,-201.088,12040.7,19.1675,11717.6,17281.8,-6.46302,-3.81617,-5.57845,-0.886343,-5.28367,0.746752,12200.9,33.7288,11877.8,0.506709,0.995185,0.00520372,24078.6,-0.00133641,1.15091,12.779,10.3024,118.043,87.5895,1.01431,12.7059,11.4064,118.057,136.599,-0.0146104,-49.0093 
162,1,2,5,162,22321.9,-0.353125,41.3587,12.6917,118.802,0.0694445,7.1974,222.966,-7.79559,-3.40471,-9.35874,-3.97287,-3.00519,-192.341,11786.2,28.4581,11640.1,17103.8,-6.58447,-2.19358,-6.9365,-2.76174,-1.79407,0.657801,11939.4,42.386,11793.3,0.503079,0.993826,0.00657713,23732.7,-0.00152597,1.12628,12.7341,10.3606,118.419,87.5478,0.997529,12.8045,11.4422,118.142,136.844,0.27744,-49.2959 
163,9,10,5,163,20922.3,0.0398539,37.9544,12.6114,118.447,-0.0849452,39.5229,8.45967e-05,-8.35745,-7.52711,-9.62543,-4.33547,-2.45329,-217.026,11626.9,31.7451,10224.4,15691.2,-6.99089,-6.16056,-6.89232,-2.96892,-1.08673,0.714005,11799.7,47.4605,10397.3,0.531591,0.99301,0.00833856,22197,-0.00124214,1.08843,12.9662,10.3475,117.859,87.567,0.898162,12.5039,11.3633,117.874,136.816,-0.0142925,-49.2495 
164,30,31,5,164,16313,-0.329319,30.7616,12.733,118.609,0.100058,83.3031,270.659,-6.11224,-5.79581,-7.3878,-3.15089,-3.49828,-250.968,8289.94,37.3474,9326.73,13022.1,-4.53196,-4.21553,-4.22724,-1.57061,-1.918,0.743233,8489.85,55.5207,9526.64,0.471227,0.988685,0.0106216,18016.5,-0.00158121,0.77631,12.9101,10.4735,117.99,87.2729,0.791449,12.8418,11.502,118.021,136.675,-0.0313282,-49.4024 
165,25,26,5,165,17871.1,0.0185164,32.4993,12.7381,118.798,-0.00325462,-15.2673,500,-9.50684,-6.07768,-11.3195,-3.41338,-3.4817,-204.911,9080.28,10.8924,9831.94,13478,-8.21657,-4.78741,-8.73897,-2.12312,-2.19143,0.664627,9243.5,25.7304,9995.16,0.480465,0.995152,0.00471973,19238.7,-0.00145777,0.842921,12.9436,10.5122,118.22,87.8912,0.820157,13.0557,11.6325,118.225,137.317,-0.00499761,-49.4258 
166,20,21,5,166,19064.8,-0.0359134,34.7756,12.5818,118.56,-0.050604,273.547,439.628,-5.97689,-5.40275,-11.4335,-4.02331,-3.38188,-195.675,9988.18,13.2526,10107.5,14693.9,-4.74478,-4.17063,-8.96923,-2.7912,-2.14977,0.607054,10144,27.4219,10263.4,0.497076,0.995292,0.00489766,20407.4,-0.00142815,0.935937,13.021,10.3805,118.151,87.0641,0.860535,12.8473,11.4841,117.934,136.228,0.216867,-49.1639 
167,6,7,5,167,21733.6,-0.289528,39.6492,12.7347,118.611,0.163041,8.66773,477.921,-3.41767,-4.41725,-1.73577,-2.44078,-3.60993,-228.994,12040.7,54.7477,10688.3,16482.8,-1.97575,-2.97533,1.14806,-0.998865,-2.16801,1.16472,12223.1,71.3297,10870.7,0.52928,0.989891,0.0119429,23093.8,-0.00131412,1.12748,12.9136,10.3952,118.049,87.4651,0.925607,12.6744,11.3573,118.025,136.668,0.0239057,-49.2025 
168,8,9,5,168,22089.5,-0.228561,40.8545,12.5742,118.596,0.042225,179.313,1.45643e-08,-7.49539,-4.26778,-8.45741,-4.86818,-4.47647,-166.617,11719.3,24.3742,11395.1,16969.6,-6.44625,-3.21864,-6.35913,-3.81904,-3.42732,0.726729,11852,36.4393,11527.8,0.506933,0.994648,0.00578916,23379.9,-0.00140077,1.12768,12.7686,10.246,118.083,88.0627,0.993396,12.5832,11.41,117.994,137.294,0.0881684,-49.231 
169,10,11,5,169,20022.7,0.0136413,37.3633,12.3906,118.384,-0.0473008,14.2953,0.0090985,-9.58204,-6.80305,-10.1518,-9.34802,-3.29086,-235.475,10937.7,37.2615,10263,15092.7,-8.09931,-5.32033,-7.18635,-7.86529,-1.80813,0.762665,11125.3,54.3128,10450.5,0.515637,0.991529,0.00948289,21575.8,-0.00141657,1.05066,12.7398,10.299,117.878,87.0206,0.913117,12.4139,11.2209,117.814,136.046,0.0648905,-49.025 
