cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,97,43.248,0,48.55,-0.2,0.19,0.01,10,25538.9,-0.131999,41.5521,13.7108,114.552,0.140373,-77.3885,404.248,-1.48275,-0.588509,2.74144,0.94781,0.88434,-57.5074,12409.2,95.2929,12533.1,18899.6,-1.12064,-0.2264,3.46565,1.30992,1.24645,0.25868,12455,99.4571,12578.9,0.467018,0.986218,0.0143558,26669.2,-0.000238315,0.960132,14.072,11.6643,114.135,93.0228,0.888502,13.6383,13.0959,113.879,144.451,0.256412,-51.4286 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,14339.8,-0.156695,24.8438,13.2529,114.449,-0.000163868,-8.56346,0.813482,-2.70707,-1.33014,-3.77227,-0.480741,1.26095,-217.457,161.318,93.5907,14371.5,10718.3,-1.3378,0.0391296,-1.03373,0.888528,2.63022,1.87136,334.53,109.337,14544.7,0.0199481,0.636146,0.0136586,16770.1,-0.000597261,0.0242817,14.4127,9.74227,120.347,109.485,1.05204,13.2672,12.9404,113.749,144.015,6.59843,-34.5297 
12,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,12,14515.6,-0.0257685,23.823,14.0468,114.468,0.131591,-106.668,500,-2.17499,-2.03091,0.449481,1.17819,1.4021,-161.361,1390.4,114.196,13038.8,11350.5,-1.15894,-1.01486,2.48158,2.19424,2.41815,0.495631,1518.93,125.881,13167.4,0.0926289,0.873339,0.0173059,16398.1,-0.000509267,0.0864648,14.6392,14.0911,114.433,95.7781,0.863482,14.2219,13.6091,113.848,144.115,0.584367,-48.3372 
13,97,43.248,4.5,48.55,-0.2,0.19,0.01,13,23664.1,-0.0519151,38.7094,13.5045,114.372,0.0174001,-64.0565,499.71,-2.74303,0.450321,4.16208,3.38251,0.949746,-90.6241,11249.9,58.8552,12056.5,17053.6,-2.17239,1.02096,5.30335,3.95315,1.52038,0.449028,11322,65.4175,12128.7,0.452384,0.98999,0.00983785,25027.5,-0.000339617,0.88688,13.9056,11.5437,113.965,93.236,0.88788,13.4881,12.7219,113.645,144.741,0.320534,-51.5046 
14,97,43.248,0,48.55,-0.2,0.19,0.01,14,26847.9,-0.151138,43.6307,13.7623,114.635,0.60791,656.771,424.724,-0.846172,-2.64465,0.635564,1.35595,-0.287764,-121.895,13120.7,100.21,13083.4,32544.1,-0.0786345,-1.87711,2.17064,2.12349,0.479774,0.229765,13217.7,109.037,13180.4,0.470188,0.985769,0.0150103,28111.7,-0.000184229,0.984624,14.2233,11.9016,114.207,93.1547,0.933407,13.3174,13.2659,113.962,144.294,0.245714,-51.1393 
15,75,46.2227,0,46.05,0.2,-0.19,-0.01,15,14365.3,-0.120753,24.7496,13.2536,114.253,-0.350442,367.001,470.43,1.03081,0.0193095,1.33981,-0.630584,0.849647,-194.805,211.967,95.5024,14090.8,14864.9,2.25744,1.24595,3.79309,0.596054,2.07628,0.619505,367.137,109.609,14246,0.0222979,0.656831,0.0139751,16465.1,-0.00141465,0.0135258,21.6134,-85.2879,130.391,113,1.0625,12.926,12.5651,113.568,143.476,16.8235,-30.4764 
16,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,16,13722.8,-0.138769,22.4422,13.9833,114.435,-0.0465636,13.0686,62.1755,-1.65694,-2.5677,-3.86304,-1.13465,0.469758,-150.023,1113.69,103.847,12383.2,10235.6,-0.712284,-1.62305,-1.97372,-0.189991,1.41442,0.360142,1233.19,114.71,12502.7,0.0802793,0.860005,0.0166201,15361.3,-0.00029038,0.0737274,13.4091,13.9106,114.18,95.6505,0.829233,14.0143,13.6349,113.859,144.343,0.320865,-48.6929 
17,97,43.248,4.5,48.55,-0.2,0.19,0.01,17,24928.5,-0.0427834,40.5026,13.615,114.686,-0.00255018,57.2372,5.24835e-11,-2.67981,-1.8583,-3.88241,-0.0513285,-1.00875,-146.075,11985,83.4979,12340.4,17956.1,-1.76001,-0.93851,-2.04282,0.868464,-0.0889572,0.484375,12101.3,94.0755,12456.8,0.46228,0.986578,0.013721,26177.5,-0.000252857,0.901272,14.1825,11.9085,114.341,92.6454,0.882359,13.6394,13.0282,114.007,143.893,0.333941,-51.2475 
18,97,43.248,0,48.55,-0.2,0.19,0.01,18,26115,0.0446471,42.3211,13.5123,114.319,-0.148907,50.2806,1.8226e-11,-2.43386,0.185394,-4.07631,-0.209325,-0.281614,-125.659,12452,100.739,12973.9,18859.5,-1.64262,0.976634,-2.49383,0.581915,0.509626,-0.205755,12552.1,109.839,13074,0.459352,0.984917,0.0152402,27325.7,-6.11312e-06,0.996235,13.7872,11.4207,113.95,93.6157,0.933675,13.4637,12.9872,113.641,145.042,0.30967,-51.4264 
19,75,46.2227,0,46.05,0.2,-0.19,-0.01,19,14996.6,-0.142587,25.1685,13.5851,114.421,0.0271767,-9.72376,361.735,-2.07869,-1.80196,-3.11863,1.42894,-2.9956,-207.085,331.057,123.477,14419.7,11139.2,-0.77473,-0.498002,-0.510707,2.7329,-1.69164,0.31188,496.008,138.473,14584.6,0.0292171,0.671792,0.0171891,16976.7,0.000210573,-0.0106058,14.5214,-7.86252,114.589,80.8631,1.03343,13.5442,13.0098,113.899,144.488,0.6902,-63.6254 
20,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,20,14195.7,-0.168999,23.4407,13.9722,114.514,0.264474,-464.832,350.656,-0.201104,-1.30749,0.735687,-1.43202,-0.659702,-222.258,1413.81,134.817,12583.7,14663.8,1.19839,0.0920066,3.53468,-0.0325204,0.739795,0.361089,1590.84,150.912,12760.7,0.0993628,0.857626,0.0213208,16010.4,-0.000354358,0.0832408,14.1972,15.9169,114.583,96.9891,0.860599,13.9176,13.365,113.96,143.744,0.622886,-46.7551 
21,97,43.248,4.5,48.55,-0.2,0.19,0.01,21,24872.1,-0.138934,40.3797,13.7697,114.483,0.158935,-0.923689,6.0275,1.52737,2.06687,1.33153,-1.17974,-3.32026,-85.3421,12017.1,96.7732,12354.5,18104.9,2.06475,2.60425,2.40628,-0.642368,-2.78288,0.34075,12085.1,102.953,12422.5,0.46263,0.985311,0.0150371,26122.5,-0.000295483,0.925614,14.1585,11.62,114.144,92.9458,0.879109,13.6881,13.0162,113.669,144.105,0.475506,-51.1595 
22,97,43.248,0,48.55,-0.2,0.19,0.01,22,25646.8,0.00128549,41.6427,13.5512,114.396,-0.0173886,-25.0507,6.61833e-12,1.43195,0.226343,-0.361228,-1.54708,0.942277,-78.95,12716.8,87.6684,12251.2,18384.3,1.92908,0.72347,0.633026,-1.04995,1.4394,0.827749,12779.7,93.3854,12314.1,0.478736,0.987374,0.0137773,26694.7,-0.000112173,1.00165,14.0041,11.4721,114.041,92.15,0.885931,13.4757,12.9781,113.761,142.912,0.28054,-50.7618 
23,75,46.2227,0,46.05,0.2,-0.19,-0.01,23,13841.1,-0.186967,23.5792,13.6499,114.334,0.0907469,-836.752,160.252,1.72762,-0.81751,-0.955198,-1.31946,2.8018,-195.537,263.574,118.272,13643.9,12949.2,2.95886,0.413736,1.50729,-0.0882149,4.03305,0.829197,419.327,132.432,13799.7,0.0261867,0.644046,0.0173711,16013,-0.00130372,0.0143232,-17.5563,83.4743,124.073,113,0.972626,13.5426,12.7645,113.618,143.007,10.4554,-30.0074 
24,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,24,11956.4,-0.181246,19.9547,14.045,114.336,0.0337363,-50.5278,427.63,-1.40196,0.0326932,1.97898,0.7249,0.779063,-108.967,1117.02,102.515,10873,9179.03,-0.71582,0.718831,3.35125,1.41104,1.4652,0.462122,1203.82,110.406,10959.8,0.0885917,0.861699,0.0182187,13588.4,-0.000546658,0.0602329,13.9557,17.7668,114.995,96.8465,0.74031,14.1049,13.329,113.737,143.295,1.25759,-46.4481 
25,97,43.248,4.5,48.55,-0.2,0.19,0.01,25,24401.6,-0.0356674,39.8246,13.6033,114.415,-0.0123965,0.114381,499.995,2.10921,0.364569,3.8927,0.223508,1.55908,-87.1219,11903.3,82.6717,12029.2,17635.7,2.65779,0.913152,4.98987,0.772091,2.10767,0.563845,11972.7,88.9804,12098.6,0.46688,0.987161,0.0133669,25644.1,-0.00026545,0.930815,13.8339,11.6756,114.126,92.3709,0.853309,13.6508,13.0821,113.672,143.715,0.453553,-51.3442 
26,97,43.248,0,48.55,-0.2,0.19,0.01,26,23666.8,-0.0206401,38.6032,13.6484,114.502,0.0312111,-72.3345,500,1.33256,0.714597,1.4424,0.686473,-1.65512,-52.4293,11692.6,75.7409,11669.7,17224.9,1.66269,1.04473,2.10266,1.01661,-1.32499,0.532919,11734.4,79.5374,11711.4,0.469971,0.988277,0.0123559,24968.3,-0.000441277,0.900599,14.1746,11.6049,114.074,92.2801,0.833947,13.5339,13.1148,113.893,143.632,0.181191,-51.3523 
27,75,46.2227,0,46.05,0.2,-0.19,-0.01,27,12985.8,-0.165799,22.5756,13.3274,114.205,0.0230009,103.714,490.498,1.57925,2.08955,1.50878,0.495359,2.38708,-66.8593,143.846,70.0645,12975.2,9872.09,2.00025,2.51055,2.35077,0.916355,2.80807,0.777936,197.102,74.906,13028.5,0.0132112,0.600577,0.01048,14919.3,-0.00127206,0.0107362,18.7137,86.3137,127.385,113,0.959038,13.2288,12.6729,113.53,143.828,13.8549,-30.828 
28,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,28,13093.4,-0.0917702,22.1259,13.8555,114.219,0.0783069,63.6126,500,-0.939666,-0.427537,1.60687,2.56043,0.573436,-130.213,1381.4,129.705,11865.1,10141.9,-0.119749,0.392381,3.24671,3.38034,1.39335,0.608502,1485.12,139.134,11968.8,0.0989432,0.859144,0.0209651,15009.8,-0.000659423,0.0771321,14.0019,16.8446,114.493,96.9746,0.809271,13.9197,13.4421,113.603,144.312,0.88999,-47.3374 
29,97,43.248,4.5,48.55,-0.2,0.19,0.01,29,24560,-0.144762,39.987,13.7519,114.275,-0.013525,194.384,372.095,0.378964,2.49419,5.52627,2.95772,2.2404,-63.3814,11961.6,93.0456,12101.8,17986.6,0.77806,2.89329,6.32447,3.35681,2.63949,0.604526,12012.1,97.6352,12152.2,0.466595,0.985975,0.0145842,25744.1,-0.000338571,0.913042,14.0259,11.8406,113.899,93.3126,0.841969,13.7763,13.2812,113.604,144.812,0.295093,-51.4998 
30,97,43.248,0,48.55,-0.2,0.19,0.01,30,25151.9,-0.164647,40.712,13.9217,114.588,0.299156,-49.0165,500,0.439144,-0.1158,-2.9308,-0.0780735,2.22878,-85.4306,12213.2,91.2915,12390.7,18927.9,0.977078,0.422134,-1.85494,0.45986,2.76671,1.66945,12281.3,97.4777,12458.8,0.465911,0.9863,0.0142079,26359.7,-0.000299035,0.902057,14.3501,11.9897,114.358,93.422,0.876021,13.5482,13.2441,113.842,144.727,0.51606,-51.3051 
31,75,46.2227,0,46.05,0.2,-0.19,-0.01,31,13516.4,-0.19331,23.5197,13.4193,114.227,0.386359,-464.004,69.3228,0.156067,-2.63467,-3.45566,-0.98143,-0.361642,-233.163,237.629,97.3102,13447.4,16110.3,1.62423,-1.16651,-0.519332,0.486734,1.10652,1.33907,423.352,114.194,13633.1,0.0267457,0.679329,0.0151954,15828.8,-0.0012104,0.00819496,15.3666,6653.99,124.597,105.711,0.997306,13.2501,12.6402,113.531,143.321,11.0662,-37.6105 
32,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,32,12192.9,-0.228495,20.4183,14.2402,114.425,0.273401,-16.8589,22.1306,1.59033,0.0237146,1.35152,-0.148315,-0.355451,-203.771,1104.62,84.6663,11209.5,9615.26,2.87342,1.30681,3.91771,1.13478,0.927642,0.614412,1266.94,99.4218,11371.8,0.0897449,0.879252,0.0158499,14117.1,-0.000653152,0.0643295,14.4713,15.8887,114.929,96.3635,0.753284,14.219,13.4163,113.808,143.961,1.1211,-47.5972 
33,97,43.248,4.5,48.55,-0.2,0.19,0.01,33,23440.6,-0.0904433,37.4821,13.8579,114.645,0.265264,-120.594,36.0987,-0.831908,0.197251,-1.98856,3.75261,0.835769,-21.6154,10892.3,79.6986,11826.1,17950.3,-0.695802,0.333357,-1.71634,3.88872,0.971875,1.61699,10909.5,81.2638,11843.3,0.449091,0.987132,0.0124819,24292.5,-2.62516e-05,0.832112,14.0829,11.7362,114.281,92.4549,0.834799,13.8226,13.0079,113.91,143.774,0.371011,-51.3188 
34,97,43.248,0,48.55,-0.2,0.19,0.01,34,25777.6,-0.119408,41.8106,13.7159,114.341,0.0751271,53.2667,26.759,2.87645,0.357758,4.92573,3.47382,0.492735,-76.1706,12668.9,99.5396,12488.8,18798.6,3.35607,0.837384,5.88498,3.95344,0.972361,0.607779,12729.6,105.055,12549.5,0.473034,0.985763,0.0151866,26910.6,-0.000137316,0.980621,14.0771,11.5922,114.05,92.997,0.883195,13.5544,13.1808,113.622,144.263,0.428044,-51.2661 
35,75,46.2227,0,46.05,0.2,-0.19,-0.01,35,13471.9,-0.139314,22.9483,13.5876,114.454,0.0576955,107.301,0.00181251,-0.160004,-0.918888,-0.232744,-1.85696,-0.0672427,-189.511,309.785,120.493,13149.2,10352.1,1.0333,0.274413,2.15386,-0.663659,1.12606,0.451102,460.737,134.216,13300.2,0.0297443,0.662346,0.0182499,15489.9,-0.00145098,0.0137827,-22.2157,80.8052,126.446,113,0.936916,13.35,12.9472,113.762,143.42,12.6838,-30.4201 
36,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,36,13141.6,-0.236145,22.2786,14.015,114.446,0.120619,-46.0776,9.33515,3.27832,-2.42974,1.85175,1.4708,3.65609,-122.253,1171.54,114.777,12027.9,10345.2,4.04811,-1.65994,3.39134,2.2406,4.42588,0.727515,1268.91,123.63,12125.3,0.084761,0.854334,0.0184359,14970.5,-0.000594595,0.0729184,14.2787,14.2202,114.373,94.8745,0.801257,13.9598,13.8127,113.885,144.073,0.488592,-49.1986 
37,97,43.248,4.5,48.55,-0.2,0.19,0.01,37,23380.9,-0.00655672,37.4989,13.7702,114.398,-0.0596145,-36.9188,500,2.83131,-0.663622,-0.563334,-0.197236,0.0309249,-126.456,11215.2,105.417,11543.8,16881.1,3.62757,0.13264,1.02919,0.599026,0.827187,0.834418,11315.9,114.574,11644.5,0.462362,0.98259,0.0178025,24474.2,-0.000115019,0.852612,14.2033,11.7317,113.964,92.9047,0.80484,13.7177,13.2296,113.808,144.194,0.156292,-51.2893 
38,97,43.248,0,48.55,-0.2,0.19,0.01,38,25727.4,-0.130545,41.5609,13.8014,114.51,0.236216,-98.8684,28.7773,2.15207,2.84149,1.1714,0.208792,2.2067,-71.0801,12470.6,107.984,12563.4,19432.8,2.59964,3.28906,2.06655,0.656364,2.65427,0.816566,12527.2,113.131,12620.1,0.467644,0.984442,0.0162451,26787.8,-0.000114584,0.936282,14.1898,11.8887,114.223,92.8011,0.880312,13.6399,13.2363,113.837,144.082,0.386821,-51.2808 
39,75,46.2227,0,46.05,0.2,-0.19,-0.01,39,13213.7,-0.240205,22.402,14.0283,114.198,0.0323952,116.07,453.766,0.346762,-0.717681,1.66632,0.712589,-0.744106,-136.817,247.621,91.0922,12915.3,10352.6,1.20826,0.143822,3.38932,1.57409,0.117397,0.473127,356.602,100.999,13024.3,0.0236566,0.668606,0.0140838,15074.1,-0.00045502,0.0245201,13.3992,10.864,115.827,106.004,0.880206,13.857,13.5017,113.781,143.707,2.04533,-37.7025 
40,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,40,12939.9,-0.0296306,21.3492,13.9218,114.415,0.0133709,-3.03436,6.73817e-13,0.73453,-2.31729,-0.993185,-1.07749,-0.259899,-180.452,1107.35,115.304,11685.4,9676.76,1.87079,-1.18103,1.27933,0.0587717,0.87636,0.559492,1251.09,128.371,11829.2,0.085585,0.847771,0.0195989,14618,-0.000328353,0.0684877,14.0459,14.8211,114.423,96.095,0.789022,13.957,13.5194,113.834,143.102,0.588616,-47.0065 
41,97,43.248,4.5,48.55,-0.2,0.19,0.01,41,25563.4,-0.133793,40.43,14.1095,114.429,0.152644,14.2252,16.452,2.46525,0.973803,3.33106,2.35452,2.37766,-49.821,12154.2,131.754,12491.8,18640.7,2.77896,1.28751,3.95847,2.66823,2.69137,0.70425,12193.8,135.362,12531.5,0.462687,0.980944,0.0195097,26354.4,-1.03098e-05,0.899011,14.3887,11.9315,114.043,92.7992,0.834729,13.9221,13.689,113.785,144.007,0.258089,-51.2079 
42,97,43.248,0,48.55,-0.2,0.19,0.01,42,25164.8,-0.0167829,41.003,13.694,114.377,-0.0215655,-39.4994,500,4.10823,0.413041,1.60243,0.547419,2.14401,-99.0532,12278.5,93.4495,12364.7,18306.2,4.73195,1.03675,2.84985,1.17113,2.76772,0.773054,12357.4,100.622,12443.6,0.467754,0.985951,0.0146771,26418.7,-0.000256444,0.938521,14.1622,11.7301,113.979,92.9612,0.881638,13.4967,13.1139,113.76,144.394,0.218754,-51.4331 
43,75,46.2227,0,46.05,0.2,-0.19,-0.01,43,13657.4,-0.234093,23.5829,13.6626,114.344,-0.00894201,-826.53,492.223,-1.27853,-1.39156,1.32057,1.53828,3.1375,-116.591,207.582,72.8804,13590.9,10729.4,-0.544386,-0.657422,2.78886,2.27242,3.87165,0.639269,300.451,81.3231,13683.8,0.0190604,0.678577,0.0108291,15763.1,-0.00168574,0.0130497,19.6572,99.1067,128.462,113,0.952393,13.4034,13.1966,113.579,143.671,14.8835,-30.6708 
44,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,44,12684.4,-0.230574,21.6882,13.9095,114.319,0.0352179,65.5433,77.1017,-1.64461,-1.72252,-2.74179,0.556362,0.291385,-189.684,1196.79,105.914,11489.4,9895.56,-0.450221,-0.528137,-0.353016,1.75075,1.48577,1.1853,1347.88,119.649,11640.5,0.0929467,0.865542,0.0185826,14501.6,-0.000569656,0.0712317,14.3716,15.3446,113.918,96.9358,0.758894,13.9744,13.9224,113.877,143.847,0.0403342,-46.9115 
45,97,43.248,4.5,48.55,-0.2,0.19,0.01,45,23855.4,-0.0465666,38.9346,13.565,114.349,0.00962431,7.53743,500,2.83575,1.28516,0.293527,0.485778,2.65687,-35.3385,11861.3,96.4769,11522.1,17195.3,3.05827,1.50768,0.738561,0.708295,2.87939,0.916943,11889.4,99.0358,11550.3,0.476697,0.985632,0.0155492,24941.2,-0.000239212,0.923471,13.8738,11.6947,113.871,93.3709,0.815675,13.5177,13.2267,113.714,144.493,0.15711,-51.1222 
46,97,43.248,0,48.55,-0.2,0.19,0.01,46,24974,-0.011292,40.7559,13.6941,114.435,-0.0330329,10.0721,487.145,-0.238794,0.426857,1.55707,1.69635,1.76032,-90.5463,12218.7,108.221,12252.6,18179.3,0.331351,0.997003,2.69737,2.2665,2.33046,0.687178,12290.8,114.778,12324.8,0.468797,0.98392,0.0168658,26217.8,-0.000318023,0.922326,14.1199,11.8659,114.037,93.2372,0.847557,13.7216,13.4087,113.846,144.372,0.19153,-51.1352 
47,75,46.2227,0,46.05,0.2,-0.19,-0.01,47,12911.9,-0.0546611,21.779,13.7802,114.389,0.0909515,-80.3177,499.999,2.03026,-3.02761,-2.7945,1.79676,4.51126,-215.71,310.748,91.9424,12601.1,10007.7,3.38853,-1.66934,-0.0779637,3.15503,5.86953,1.00731,482.568,107.562,12772.9,0.0323525,0.719389,0.0152757,14916,-0.0015047,0.0146764,-20.5681,86.6619,125.071,113,0.879921,13.636,12.9171,113.692,143.775,11.3789,-30.7746 
48,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,48,13297.1,-0.0205297,22.1567,13.9206,114.294,-0.00358593,6.05036,2.06578e-12,-1.65614,0.303112,-2.39081,-1.55919,0.23957,-260.191,1141.45,100.549,12192.3,10041.3,-0.0177912,1.94146,0.885896,0.079158,1.87792,0.814147,1348.7,119.39,12399.5,0.0878053,0.865866,0.0174278,15360.2,-0.000591129,0.0689071,15.1194,14.1625,113.823,96.2471,0.808183,14.0091,13.8147,113.716,144.479,0.107359,-48.2323 
49,97,43.248,4.5,48.55,-0.2,0.19,0.01,49,23907.8,-0.13177,38.9703,13.7092,114.463,0.309859,-67.5755,13.001,1.89727,-0.755944,1.1709,-1.78848,-3.04489,-167.897,11524.4,100.742,11862,18073.3,2.95448,0.301259,3.2853,-0.731272,-1.98769,0.140441,11658.1,112.9,11995.8,0.462378,0.983335,0.0170417,25213.3,-0.000254006,0.885281,14.1784,11.6407,114.048,92.8217,0.83745,13.5793,13.2259,113.867,144.179,0.181412,-51.3575 
50,97,43.248,0,48.55,-0.2,0.19,0.01,50,24427.9,-0.0220226,39.4248,13.722,114.598,-0.0267193,8.2634,500,0.960046,-0.401137,5.33398,0.854695,2.44939,-90.823,11733.1,96.0541,11996.2,17618.1,1.53193,0.170751,6.47775,1.42658,3.02128,0.487045,11805.5,102.631,12068.6,0.463998,0.985014,0.0154236,25443,-9.48991e-05,0.903386,14.079,11.6805,114.378,92.2606,0.849459,13.6538,13.1157,113.8,143.369,0.578452,-51.1085 
51,75,46.2227,0,46.05,0.2,-0.19,-0.01,51,13422.5,-0.192281,23.0688,13.5836,114.447,0.0807291,17.4923,281.685,1.91845,-0.553062,-1.45897,-0.0694109,-1.29356,-282.962,190.914,80.583,13216.3,10246.8,3.70019,1.22867,2.1045,1.71232,0.488177,0.772089,416.304,101.073,13441.7,0.0266769,0.701815,0.0136622,15605.4,-0.000379377,0.0238398,-13.4932,-11.0785,119.478,108.056,0.959857,13.4387,12.8843,113.823,143.357,5.65505,-35.3009 
