cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,0,14399.1,-0.189752,23.7034,14.103,114.339,-0.42529,331.72,82.0278,-1.2113,-2.02813,-1.82818,0.666065,0.186225,-91.6888,1179.42,85.9298,13091.3,15474.7,-0.633956,-1.45079,-0.673502,1.2434,0.763565,0.103521,1252.45,92.5692,13164.3,0.0776565,0.88547,0.0127878,16128.1,-0.000397224,0.0832827,14.1603,12.5576,114.009,96.7354,0.873874,14.0912,13.5755,113.759,145.007,0.250252,-48.2716 
1,97,43.248,4.5,48.55,-0.2,0.19,0.01,1,25051.5,-0.170125,40.6809,13.8505,114.48,0.186343,-160.098,293.772,0.256503,1.13453,0.76672,1.53771,-0.141355,-129.782,12009.8,91.182,12441.3,19313.3,1.0737,1.95173,2.40112,2.35491,0.675846,0.716089,12113.2,100.58,12544.7,0.460776,0.985677,0.0145545,26288.8,-0.00024936,0.902723,14.2979,11.8408,114.161,93.2855,0.871821,13.5676,13.3272,113.812,144.904,0.348677,-51.6184 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,25971.7,-0.0817096,42.0057,13.7552,114.589,0.0873742,-17.081,500,-2.33877,-3.13885,-4.47124,-0.442556,0.681211,-54.5607,12646.8,96.819,12658.8,18857.8,-1.99521,-2.7953,-3.78413,-0.0990015,1.02477,0.50527,12690.2,100.77,12702.2,0.469248,0.986294,0.0144034,27043.8,-0.000161376,0.971014,14.1249,11.6742,114.276,92.8763,0.897094,13.6187,13.1295,113.935,144.214,0.340425,-51.338 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,13383.9,-0.0136868,23.3263,13.435,114.371,-0.0087008,0.228225,500,0.458915,-2.00407,3.78968,0.330743,1.55625,-153.02,309.581,94.7095,13363.6,10201.9,1.42244,-1.04054,5.71674,1.29427,2.51978,0.423291,431.467,105.79,13485.4,0.0275346,0.699752,0.014245,15670,-2.73647e-05,-0.0253096,-10.3309,18.8288,90,113,0.950965,13.534,13.1561,113.746,144.573,-23.7459,-31.5727 
4,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,4,13595.1,-0.00996649,22.6946,-13.8211,114.466,0.00182465,3.04883,9.36301e-12,0.690076,1.21348,5.31129,0.921564,-0.743036,-142.963,1163.11,90.9407,12468.5,10211,1.59028,2.11368,7.11169,1.82176,0.157163,0.444164,1276.99,101.293,12582.3,0.0824128,0.878107,0.014613,15495,-0.000532904,0.0806674,14.8381,12.4883,115.113,94.1104,0.850767,13.8884,13.4616,113.813,143.469,1.30039,-49.3583 
5,97,43.248,4.5,48.55,-0.2,0.19,0.01,5,24282.7,-0.102179,39.1301,13.7757,114.501,0.00776092,34.5868,308.741,-0.321307,2.54815,3.78779,1.84585,3.29892,-37.8526,11613.4,100.776,12058,17556.4,-0.0829596,2.7865,4.26449,2.0842,3.53726,0.661266,11643.6,103.517,12088.1,0.460163,0.98468,0.01553,25303.1,-0.000153621,0.887511,14.1826,11.6944,114.139,92.9163,0.854356,13.6151,13.1118,113.906,144.298,0.233151,-51.3818 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,26709.2,-0.104048,43.2193,13.856,114.569,-0.321261,191.39,0.000438862,1.992,3.95383,-0.719776,1.75617,2.57139,-45.6389,12873.2,109.844,13086.9,21496,2.27937,4.2412,-0.145023,2.04355,2.85877,1.01286,12909.5,113.149,13123.2,0.465397,0.984893,0.0156344,27738.7,-0.000254497,0.955986,14.3214,11.9897,114.193,93.3297,0.900891,13.717,13.4901,113.901,144.593,0.292344,-51.263 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,13580.9,-0.00154376,23.4275,13.3242,114.442,-0.0143198,4.09968,499.998,-2.25323,-1.77802,-0.772543,1.22329,-1.38518,-190.563,223.155,79.9445,13496.5,10163.5,-1.0533,-0.578092,1.62731,2.42322,-0.185253,0.271533,374.946,93.7436,13648.3,0.0237344,0.695636,0.0124944,15797.6,-0.00140669,0.0141789,16.8143,89.0336,125.276,113,0.970343,13.3765,12.8315,113.657,143.389,11.619,-30.3886 
8,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,8,13806.1,-0.0142324,22.972,13.9299,114.524,-0.00130567,1.73594,500,0.293706,-3.21729,-1.28538,-2.88598,2.38303,-159.133,1167.7,105.816,12651.7,10417,1.29573,-2.21527,0.718658,-1.88396,3.38505,0.447274,1294.45,117.34,12778.4,0.0822706,0.863085,0.016634,15734.1,-0.000597822,0.0768007,13.3791,14.4845,114.745,95.7755,0.833739,14.1734,13.7609,113.887,143.771,0.857648,-47.9955 
9,97,43.248,4.5,48.55,-0.2,0.19,0.01,9,25142.6,-0.134464,41.0536,13.6744,114.577,0.148604,-86.1222,428.211,-0.0331098,-0.788093,2.83109,2.4232,1.30762,-96.7591,11950.1,79.3173,12710.7,18691.5,0.576156,-0.178827,4.04962,3.03247,1.91688,0.56902,12027.1,86.3239,12787.8,0.454242,0.987595,0.0122824,26477.4,-0.000267589,0.945865,14.0408,11.3933,114.271,92.5895,0.916754,13.5741,12.8998,113.791,143.651,0.480193,-51.061 
