cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
80,7,8,7,80,20837.8,-0.324401,39.6206,12.3526,118.711,0.141999,425.773,6.50115,-6.23217,-7.27084,-13.0132,-3.13205,-4.01665,-220.166,11120.6,15.899,10887.7,17900.3,-4.84585,-5.88452,-10.2406,-1.74572,-2.63032,0.595985,11296,31.8418,11063,0.50521,0.995091,0.00527401,22359,-0.0015081,1.09402,12.61,10.1707,118.22,87.171,0.992124,12.3509,11.0984,118.046,136.25,0.173523,-49.0792 
81,2,3,7,81,21263.5,0.021814,39.5052,-12.3926,118.555,0.0217522,-55.8575,6.45413e-12,-7.15864,-6.29639,-11.6656,-6.40498,-4.63665,-205.25,11403.2,25.5105,11025.2,15976.8,-5.86623,-5.00398,-9.08074,-5.11257,-3.34425,0.680343,11566.7,40.3732,11188.7,0.508306,0.993929,0.00660314,22755.4,-0.00147298,1.11426,12.6994,10.144,118.153,87.3692,0.975875,12.5893,11.1914,117.771,136.69,0.382455,-49.3205 
82,1,2,7,82,21766.3,0.00685978,40.5648,12.2771,118.586,-0.0301233,-38.1858,499.995,-5.63039,-5.78502,-10.1686,-3.78704,-5.0088,-216.431,11702.5,36.2185,11098.5,16249.6,-4.26758,-4.42221,-7.44295,-2.42423,-3.64599,0.664777,11874.9,51.8908,11270.9,0.513047,0.992411,0.00840965,23145.8,-0.00134892,1.13862,12.5723,10.2673,118.129,87.4842,0.987922,12.4361,11.2729,117.877,136.902,0.251729,-49.4175 
83,9,10,7,83,20903.6,-0.3098,38.3997,12.7394,118.365,0.170386,-18.123,451.686,-7.30427,-8.77523,-10.2663,-4.87183,-5.63218,-191.033,11096.7,29.3333,10796.5,16025.2,-6.10138,-7.57235,-7.86055,-3.66895,-4.4293,0.734732,11248.9,43.1664,10948.7,0.506762,0.993329,0.00721035,22197.5,-0.00135916,1.03707,12.9395,10.4526,117.953,87.7321,0.936961,12.6825,11.3422,117.625,137.053,0.328673,-49.3213 
84,30,31,7,84,13692.3,-0.307121,26.3187,12.6239,118.53,-0.0758186,316.242,95.9996,-6.76736,-4.25014,-8.71458,-6.48008,-5.56345,-132.165,7212.1,7.65708,7742.79,11596.2,-5.93516,-3.41793,-7.05017,-5.64788,-4.73125,0.736761,7317.37,17.2275,7848.07,0.482503,0.995897,0.00402736,15165.4,-0.00155042,0.702399,12.7138,10.2542,118.177,87.0511,0.664414,12.9397,11.3702,117.874,136.487,0.302598,-49.4359 
85,25,26,7,85,16420.8,-0.299082,30.0865,-12.9826,118.37,-0.827574,292.23,496.236,-5.53313,-4.5284,-4.38792,2.83441,-5.13343,-242.757,8687.26,27.7941,8892.68,20588.1,-4.00456,-2.99983,-1.33078,4.36298,-3.60485,0.824367,8880.63,45.3727,9086.04,0.494284,0.991138,0.00911503,17966.7,-0.00151176,0.765627,13.3138,10.8022,117.742,87.2864,0.731241,13.0083,11.7865,117.873,136.851,-0.131528,-49.5648 
86,20,21,7,86,17032.8,-0.334599,31.8735,12.7982,118.645,0.17643,-118.022,491.663,-8.4272,-5.61407,-6.10584,-6.50829,-4.27672,-190.182,8917.73,1.73747,9349.06,13957.1,-7.22968,-4.41654,-3.71079,-5.31076,-3.0792,0.843736,9069.22,15.509,9500.55,0.488386,0.997016,0.0029981,18569.8,-0.00155639,0.829756,13.103,10.4015,118.22,87.408,0.81259,12.6864,11.3745,117.889,136.682,0.330863,-49.2738 
87,6,7,7,87,22339.8,-0.308787,40.7513,12.767,118.564,0.12885,216.41,8.77224,-4.43338,-1.07192,-6.05119,-1.89391,-3.5236,-154.842,11796.4,49.606,11478.3,17844.3,-3.45838,-0.0969241,-4.10119,-0.918911,-2.5486,0.63132,11919.7,60.8185,11601.7,0.50676,0.99115,0.00956437,23521.4,-0.00133007,1.09164,12.8877,10.537,118.155,87.5339,0.970337,12.7949,11.5985,117.881,136.769,0.27352,-49.2348 
88,8,9,7,88,20674.3,-0.078478,38.6912,-12.3516,118.49,0.24657,-96.8969,500,-9.16835,-4.82879,-7.05579,-2.02713,-4.72265,-214.652,10913.2,35.6035,10852.6,16334.9,-7.81674,-3.47718,-4.35257,-0.675524,-3.37104,0.778979,11084.2,51.147,11023.6,0.501369,0.991989,0.00847451,22107.8,-0.00131007,1.0639,12.6018,10.1808,118.067,87.2772,0.979281,12.3935,11.128,117.751,136.579,0.315377,-49.3022 
89,10,11,7,89,19420.8,-0.0187569,36.2894,12.2281,118.636,0.00949699,1.82204,500,-5.80745,-4.41146,-6.55745,-1.97493,-1.04213,-192.995,10292.9,11.9483,10086.9,14446.1,-4.59221,-3.19622,-4.12698,-0.759692,0.173112,0.669894,10446.6,25.9236,10240.6,0.504979,0.995676,0.00464156,20687.2,-0.00121811,1.02855,12.4744,10.072,118.22,87.2284,0.916785,12.5049,10.9632,118.037,136.458,0.183871,-49.2293 
