cyc,freq,VVA,pulsetime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
100,43.168,1.62,0.64,0.15,100,11649,-0.0283208,20.7164,12.3692,90.8862,0.0424731,-12.4907,14.0651,-1.16847,-0.599,2.34927,0.573244,0.326678,122.355,5934.93,9.43328,5858.21,8358.9,-1.93891,-1.36944,0.80839,-0.197196,-0.443761,1.25737,5772.85,6.25522,5696.13,0.535245,0.998107,0.00201883,10785.4,3425.57,44174.9,41161.4,0.000373528,0.588225,11.7305,10.0325,91.583,69.6098,0.550572,11.514,10.8946,90.3269,120.2,1.25604,-50.5897 
101,43.128,1.62,0.64,0.15,101,13482.1,-0.0474589,24.279,12.2836,90.6658,0.0316533,-159.261,32.0362,-0.901701,-1.83867,0.383072,-0.314831,-1.21993,82.8364,6943.6,18.1439,6778.17,9872.61,-1.4233,-2.36027,-0.660126,-0.83643,-1.74153,0.905987,6833.87,15.9923,6668.43,0.538011,0.995921,0.00439832,12702.1,4505.48,58758.4,54600.5,0.000139316,0.661737,11.8724,10.4661,91.5982,69.4052,0.624094,11.6721,11.165,89.9955,119.939,1.6027,-50.5341 
102,43.358,1.62,0.64,0.15,102,13479,-0.00230798,24.3672,12.0691,90.7505,-0.00296544,10.0754,1.164e-10,-1.41506,1.89496,3.63238,-1.25991,-0.036948,55.0887,6556.53,19.4615,7121.97,9574.57,-1.76194,1.54808,2.93862,-1.60679,-0.383827,-3.00278,6483.56,18.0307,7048.99,0.511053,0.995157,0.00468983,12686.7,4532.3,52846.8,61229.6,0.000262791,0.637925,11.6568,10.3083,91.5301,70.3487,0.667156,11.4201,11.2071,90.1786,121.488,1.35157,-51.1394 
103,43.338,1.62,0.64,0.15,103,12940.5,-0.0449434,22.634,12.644,90.6197,0.129303,-68,12.5,0.00158668,-0.20361,-0.830533,-1.65516,0.786313,115.869,6617.25,19.6432,6587.67,9602.47,-0.728012,-0.933208,-2.28973,-2.38476,0.0567148,0.635335,6463.76,16.6336,6434.19,0.533057,0.995517,0.00473964,12125.8,3998.47,51172.6,48964.2,0.000244721,0.611843,12.076,10.4745,91.3816,70.1372,0.580455,11.8976,11.3331,89.9974,120.754,1.38413,-50.6172 
105,42,0,0.64,0.15,105,13445.6,-0.0389769,23.925,12.392,90.6249,0.0356249,44.3556,0.0797253,-2.04784,-0.854888,1.51799,-0.523218,0.810003,90.2313,6560.12,19.0244,7044.81,9702.77,-2.616,-1.42305,0.381668,-1.09138,0.24184,1.08468,6440.59,16.6807,6925.29,0.513815,0.995488,0.00441742,12534.8,4411.83,52293.7,58556.8,0.000304302,0.628295,11.8113,10.3482,91.4488,70.0212,0.645212,11.6604,11.2105,90.0085,121.171,1.44031,-51.1502 
106,43.328,1.62,0.64,0.15,106,12224.7,-0.0416414,21.5467,12.543,90.6779,0.0633603,-103.871,54.0933,-0.792489,1.11489,-1.0882,0.0241548,0.239424,104.307,6350.32,16.5022,6003.24,9012.11,-1.44928,0.458104,-2.40179,-0.632636,-0.417367,0.459418,6212.14,13.7929,5865.07,0.546199,0.996129,0.00431341,11373.4,3684.62,49493.4,42497.5,0.000312895,0.615382,11.9408,10.1084,91.4541,69.8788,0.546543,11.7137,11.2139,90.049,120.425,1.40506,-50.5461 
109,43.298,1.62,0.64,0.15,109,12949.7,-0.0353477,24.0602,11.8575,90.9118,0.00223321,-61.5387,489.798,-1.58398,0.113594,1.51106,1.43714,1.54079,83.6334,6387.8,20.6964,6713.55,9291.76,-2.11059,-0.413023,0.45783,0.910524,1.01417,4.24494,6277.01,18.5241,6602.76,0.5193,0.994862,0.00514146,12087.4,4351.08,52902.4,56402.4,0.000309264,0.653036,11.3816,10.0732,91.6327,69.3722,0.653183,11.1986,10.9544,90.3108,119.918,1.32197,-50.5455 
111,43.228,1.62,0.64,0.15,111,11597.6,-0.0216673,20.2899,12.5369,90.714,-0.0206538,-53.6635,410.023,-0.882621,-1.12254,2.07858,3.0926,1.29633,103.599,5417.64,17.7039,6297.74,8316.79,-1.53496,-1.77488,0.773912,2.44026,0.643993,-0.411376,5280.4,15.013,6160.5,0.49342,0.995049,0.00446911,10701.6,3280.76,35201.3,46563,0.000336765,0.513297,12.0327,10.218,91.7297,69.7772,0.575466,11.692,11.1453,90.0436,120.465,1.68614,-50.6874 
116,43.188,1.62,0.64,0.15,116,11919.7,-0.028344,21.169,12.3826,90.6529,0.0141145,7.25299,109.911,-0.477904,-1.16638,0.385492,-0.181764,2.28874,101.078,5973.19,16.899,6044.2,8536.45,-1.11436,-1.80284,-0.887429,-0.818225,1.65228,0.701261,5839.3,14.2736,5910.3,0.528904,0.995741,0.00442904,11040.4,3508.48,43728.3,43889,0.000370414,0.574527,11.9838,10.1903,91.4751,69.5438,0.5682,11.3675,11.0674,90.046,120.264,1.42915,-50.7207 
118,43.158,1.62,0.64,0.15,118,13159.9,-0.0504451,23.9341,12.1823,90.6141,-0.0974107,62.8575,7.17141,-0.573121,-0.289713,0.530527,1.23853,0.14244,92.9529,6636.64,16.7618,6739.02,9690.99,-1.15842,-0.875012,-0.640071,0.653226,-0.44286,0.74014,6513.51,14.3475,6615.89,0.52803,0.99616,0.00397897,12335.5,4331.39,53833.1,55181.4,0.000133056,0.636262,11.8142,10.3982,91.4169,70.097,0.629524,11.5166,11.2442,90.0233,121.248,1.39357,-51.1515 
120,43.378,1.62,0.64,0.15,120,12207,-0.0196764,21.9458,12.2305,90.8386,0.00729167,7.65252,500,-2.72085,0.519389,-0.0570404,-0.266856,-0.926763,90.574,5968.11,17.4379,6385.14,8739.42,-3.29117,-0.0509314,-1.19768,-0.837177,-1.49708,0.825768,5848.13,15.0854,6265.16,0.514733,0.995506,0.00441587,11361.5,3751,44733,49013.5,0.000330278,0.593643,11.6646,10.0274,91.6527,69.4806,0.596125,11.5629,11.0562,90.1881,120.126,1.46462,-50.6453 
121,43.178,1.62,0.64,0.15,121,12033,-0.0209311,21.5878,12.2175,90.6613,-0.0288587,-26.7611,46.377,-1.33494,-0.457081,0.570756,-0.00940611,2.38113,68.2564,6043.03,13.2759,6123.39,8611.05,-1.76474,-0.886873,-0.288828,-0.439198,1.95133,0.797782,5952.61,11.503,6032.98,0.528575,0.99663,0.00350003,11261.6,3684.43,46649.4,45455.5,0.000404397,0.612468,11.5696,9.89017,91.508,69.3806,0.579625,11.5115,10.8725,90.0738,120.154,1.43421,-50.7739 
124,43.278,1.62,0.64,0.15,124,12728.4,-0.0342803,22.8764,12.2558,90.5105,0.0241244,-6.29192,2.57154,-0.841439,1.98205,0.286552,0.179971,2.22404,80.0196,6471.69,18.6562,6467.66,9131.86,-1.3453,1.47819,-0.721173,-0.323891,1.72018,1.89254,6365.69,16.5778,6361.66,0.532073,0.995463,0.00477738,11964,4075.5,51756,50385.8,0.00025714,0.629989,11.7883,10.2256,91.2924,70.0563,0.607282,11.551,10.9727,89.8188,120.976,1.47365,-50.9198 
125,43.258,1.62,0.64,0.15,125,12294,-0.0209906,22.0117,12.3037,90.7438,0.0225451,54.1752,500,0.00376603,-0.686359,1.12805,-1.85457,2.23423,107.463,6257.7,14.1866,6195.93,8856.06,-0.672902,-1.36303,-0.225283,-2.53123,1.55756,0.930358,6115.35,11.3954,6053.57,0.534442,0.99675,0.00345564,11442.5,3825.95,48865,46841,0.000314049,0.617068,11.7086,10.1123,91.5715,69.8779,0.58819,11.5132,10.9045,90.1333,120.925,1.43824,-51.0474 
128,43.308,1.62,0.64,0.15,128,12679.5,-0.0565505,23.1283,12.1856,90.7807,0.0504709,-137.798,62.4203,-0.272705,1.867,1.07384,-0.556619,-0.0825952,125.415,6355.72,14.1322,6564.45,9400.93,-1.06241,1.07729,-0.505568,-1.34632,-0.872301,0.813396,6189.59,10.8746,6398.32,0.523649,0.996935,0.00312109,11820.1,4155.72,51459.4,52834.1,0.000206608,0.637784,11.7028,9.98645,91.7204,68.8403,0.625088,11.4245,10.9753,90.1509,119.326,1.56956,-50.4855 
129,43.118,1.62,0.64,0.15,129,12920.5,-0.0261675,23.3689,12.1366,90.7046,0.0491477,-2.77545,0.00149532,-0.904784,0.281318,2.69753,-1.95436,0.338743,100.411,6522.96,20.2227,6634.13,9237.22,-1.53705,-0.350944,1.43301,-2.58662,-0.29352,1.42967,6389.94,17.6146,6501.12,0.527618,0.995199,0.00496635,12110.9,4207.09,52382.6,53224.9,0.000290392,0.634956,11.7807,10.1809,91.5385,70.2865,0.627238,11.398,11.0098,90.0342,121.159,1.50426,-50.8722 
130,42,0,0.64,0.15,130,14746.9,-0.0385309,26.7403,12.1425,90.8181,-0.0282336,20.546,6.3299,-1.53349,-1.13198,1.41859,-0.275136,2.07076,84.8286,7199.12,14.8676,7794.65,10588.8,-2.06763,-1.66612,0.350308,-0.809279,1.53662,1.13189,7086.75,12.6643,7682.28,0.511784,0.996882,0.00302752,13847.2,5359.45,63627.1,71800.9,0.000216083,0.696667,11.7678,10.3083,91.6067,70.4441,0.714344,11.5992,11.3,90.261,121.635,1.34563,-51.1909 
131,43.208,1.62,0.64,0.15,131,12442.7,-0.0354873,22.6262,-12.123,90.7944,0.0626555,63.7939,6.76592,-3.63394,-0.733052,-2.35517,1.91377,-0.167098,125.554,6042,20.3238,6630.75,9059.43,-4.42452,-1.52363,-3.93633,1.12319,-0.95768,0.594985,5875.68,17.0627,6464.43,0.508084,0.994944,0.00483865,11564.4,4005.48,46461.6,53851.1,0.000268872,0.610348,11.4687,10.0334,91.7007,70.4921,0.632207,11.3914,10.9746,90.12,121.271,1.5807,-50.7787 
133,43.198,1.62,0.64,0.15,133,13297.8,-0.0257989,23.9503,12.1824,90.5712,0.00651775,-3.0257,16.5712,-1.17747,-1.21397,2.29846,2.08258,0.227965,112.841,6745.3,17.3562,6715.2,9498.84,-1.888,-1.9245,0.877393,1.37205,-0.482567,1.42891,6595.82,14.4253,6565.72,0.533053,0.996187,0.0040309,12373.7,4412.09,56159.1,54756.7,0.000357478,0.655023,11.7319,10.2979,91.4439,70.3072,0.638779,11.4018,10.9227,89.8714,121.18,1.57246,-50.8724 
134,43.248,1.62,0.64,0.15,134,13419.3,-0.0428991,23.5315,12.5938,90.7032,0.00550225,32.0779,0.292193,-1.71497,0.157489,-0.10647,2.13667,3.09511,99.426,6528.96,16.0056,7029.21,9652.96,-2.34103,-0.46857,-1.35859,1.51061,2.46905,-6.20629,6397.25,13.4231,6897.51,0.513132,0.996341,0.00357208,12467.1,4248.92,50450.7,56364.1,0.00018622,0.604015,12.0546,10.5869,91.5957,70.1011,0.615489,12.0886,11.443,90.0335,121.302,1.5622,-51.2007 
137,43.348,1.62,0.64,0.15,137,11558,-0.0154723,20.7435,12.1875,90.5502,0.0398556,-46.8425,32.9355,-1.01331,1.76565,0.417635,0.00726858,1.41816,110.75,5740.61,13.7851,5974.82,8290.64,-1.71068,1.06829,-0.977087,-0.690093,0.720795,0.385005,5593.9,10.9084,5828.12,0.52169,0.996599,0.00343601,10722.6,3363.41,40606.5,43153,0.000301795,0.559941,11.6737,10.1977,91.2735,70.0456,0.560177,11.5168,11.0634,90.0429,120.98,1.23054,-50.934 
141,43.318,1.62,0.64,0.15,141,13456.7,-0.0524849,24.0652,12.3935,90.8187,0.293243,-151.982,255.39,-1.62232,-1.51421,-1.88355,0.0157895,0.158232,74.3197,6623,22.7499,7063.44,11159.9,-2.0903,-1.98218,-2.8195,-0.452182,-0.30974,0.631626,6524.55,20.8195,6964.99,0.515622,0.994447,0.00547619,12653.7,4377.07,51457.2,58712.6,0.00016689,0.611238,12.1427,10.504,91.6155,70.2539,0.642706,11.6704,11.3263,90.2151,121.268,1.40041,-51.0143 
142,43.138,1.62,0.64,0.15,142,12252.4,-0.0157494,21.7314,12.3896,90.7433,0.0152306,8.41192,500,-2.81368,-1.28889,-3.31756,-0.843365,-1.45083,78.7803,6028.61,14.5986,6347.03,8768.92,-3.30974,-1.78495,-4.30968,-1.33942,-1.94689,0.660406,5924.25,12.5523,6242.67,0.518861,0.996306,0.00369031,11417.8,3781.2,45104.3,49467.1,0.000385791,0.591203,11.822,10.0405,91.6134,69.4052,0.607928,11.5357,10.7463,90.2616,119.912,1.35184,-50.5071 
146,43.288,1.62,0.64,0.15,146,12425,-0.0322491,22.3894,12.2177,90.8286,-0.00239597,-44.5904,0.617132,-3.08957,0.729298,-0.660007,-0.653996,1.02174,109.491,6112.94,18.6349,6471.72,8908.36,-3.77901,0.0398632,-2.03888,-1.34343,0.332302,0.699686,5967.9,15.791,6326.68,0.517356,0.995391,0.00457674,11535.4,3870.29,46583,50278.4,0.00030046,0.602391,11.7037,10.1174,91.7069,68.7372,0.602548,11.4722,11.1891,90.2026,119.364,1.50425,-50.627 
147,43.238,1.62,0.64,0.15,147,9519.57,-0.0203635,16.5742,12.6153,90.7488,-0.113944,16.0745,495.729,-1.97298,-1.56054,0.295974,0.756807,-0.826691,52.5863,4317.73,19.6121,5319.88,6866.15,-2.3041,-1.89167,-0.366271,0.425685,-1.15781,0.930816,4248.07,18.2462,5250.23,0.479019,0.99254,0.00636117,8868.27,2240.84,22277.6,32406.5,0.000346212,0.411557,11.6581,10.2568,91.6503,69.8987,0.472705,11.9759,11.1831,89.9382,120.807,1.71202,-50.908 
151,43.268,1.62,0.64,0.15,151,13141.2,-0.0406461,23.7669,12.2042,90.5606,0.0378258,34.2935,104.997,-1.31156,-1.19019,-1.01012,-0.107033,-0.363599,70.4556,6668.45,12.2031,6696.06,9484.5,-1.7552,-1.63383,-1.8974,-0.550673,-0.807239,0.714434,6575.12,10.3731,6602.72,0.530872,0.997247,0.00288567,12385.5,4316.71,54676.1,53999.1,0.000164329,0.646677,11.7886,10.2657,91.4129,69.7812,0.620385,11.6038,11.2268,90.0147,120.716,1.39828,-50.935 
154,43.148,1.62,0.64,0.15,154,12659.3,-0.0347112,22.8457,12.2087,90.6971,-0.0323922,25.4183,0.00146876,-0.753889,-0.458242,-2.34187,-0.669006,-0.299486,64.7587,6220.82,13.535,6651.89,9106.42,-1.16166,-0.86601,-3.15741,-1.07677,-0.707255,0.546942,6135.04,11.853,6566.11,0.514978,0.99663,0.0033143,11913.2,4056.37,47994.6,53995.3,0.000223825,0.610372,11.787,10.088,91.5527,69.8646,0.627578,11.4629,11.1046,90.0629,120.938,1.48977,-51.0735 
156,43.368,1.62,0.64,0.15,156,13189.3,-0.0299364,23.6272,12.2692,90.9375,0.012361,33.9642,81.23,-2.62932,0.321086,-1.60657,-3.0963,-1.27666,22.9736,6609.55,13.9607,6792.75,9450.41,-2.77398,0.176427,-1.89589,-3.24096,-1.42132,0.792928,6579.12,13.364,6762.32,0.525071,0.996458,0.00362724,12530,4238.41,52871.6,53599.1,0.000259717,0.632637,11.7038,10.4312,91.7191,71.1262,0.612434,11.7726,11.2751,90.19,122.395,1.52915,-51.2685 
157,43.218,1.62,0.64,0.15,157,11892.1,-0.0316741,21.4145,-12.2303,91.0216,0.0236704,5.95937,490.212,-2.71202,-1.06004,-1.95461,0.0979558,0.572615,52.979,5840.08,13.3469,6240.36,8530.5,-3.04561,-1.39363,-2.6218,-0.235639,0.23902,0.628518,5769.9,11.9709,6170.18,0.515185,0.996382,0.00356117,11199.7,3656.93,43390.2,48045,0.000266606,0.589278,11.6709,9.87174,91.7611,69.5931,0.596654,11.4848,10.8948,90.4027,120.425,1.35845,-50.8324 
158,43.168,1.62,0.64,0.15,158,12335.3,-0.00958027,21.5903,12.5116,90.5147,-0.0164538,-7.53008,500,-3.77545,-0.351159,-0.342598,-0.176564,0.981259,76.3012,6275.6,12.3531,6248.68,8797.64,-4.2559,-0.831608,-1.3035,-0.657013,0.50081,0.800908,6174.53,10.3713,6147.6,0.533003,0.997069,0.00309808,11584.4,3729.55,47762,45499.6,0.000297447,0.600857,11.8631,10.3055,91.1189,70.2286,0.567997,11.7406,11.1197,90.0355,120.812,1.08341,-50.5829 
159,43.128,1.62,0.64,0.15,159,13180.4,-0.026145,23.7502,12.1794,90.8073,0.0234858,34.1328,263.108,-2.48603,-1.70451,-2.79933,0.931391,-1.08658,69.062,6645.41,16.7653,6741.56,9442.55,-2.92089,-2.13938,-3.66906,0.496527,-1.52144,0.62385,6553.93,14.9714,6650.07,0.528287,0.996018,0.00413004,12406,4364.13,54391.6,55449.4,0.000257495,0.645523,11.7433,10.2744,91.6069,70.3913,0.639532,11.4815,10.9713,90.0885,121.49,1.5184,-51.0988 
160,43.358,1.62,0.64,0.15,160,12702.8,-0.0129286,22.8567,12.1362,90.9463,0.0236774,-10.1042,10.2764,-2.1646,0.00193521,-1.02364,-0.594276,0.378181,43.1885,6470.1,20.3535,6424.47,9037.85,-2.43655,-0.270011,-1.56753,-0.866222,0.106235,0.688616,6412.89,19.2317,6367.26,0.533692,0.994779,0.00553313,12016.1,3999.98,51316,49112.7,0.000313612,0.627489,11.7245,10.2678,91.7637,70.4006,0.595938,11.4623,11.1819,90.0683,121.486,1.69532,-51.0856 
161,43.338,1.62,0.64,0.15,161,12195.1,-0.0205555,21.9255,12.2254,90.6294,0.00661101,7.84991,500,-2.86283,-1.08578,-0.484321,-0.370752,-0.00322202,87.8813,5939.17,11.9192,6481.87,8727.58,-3.4162,-1.63914,-1.59105,-0.924117,-0.556587,0.804229,5822.76,9.63662,6365.45,0.509679,0.997112,0.00278099,11424.4,3784.95,44291.3,50349.2,0.000286995,0.588926,11.6793,10.0739,91.4707,69.6101,0.608425,11.4887,10.9766,89.9851,120.3,1.48564,-50.6899 
163,42,0,0.64,0.15,163,12904.7,-0.0290426,23.2324,12.2072,90.4708,0.0319107,4.63255,463.936,-2.23978,-1.77553,-0.259218,0.977919,1.20465,78.2552,6438.69,17.6933,6716.97,9237,-2.73253,-2.26829,-1.24472,0.485167,0.711898,0.753446,6335.03,15.6607,6613.31,0.521198,0.995692,0.00434326,12154.7,4147.15,50879.8,53346.3,0.000337099,0.63136,11.6155,10.1321,91.269,70.3486,0.620114,11.5986,11.0963,89.7489,121.509,1.52006,-51.1604 
164,43.328,1.62,0.64,0.15,164,12120.7,-0.0257674,21.6403,12.3036,90.8007,-0.0126306,38.4757,500,-3.11951,-1.8664,-0.342434,0.192387,-1.11412,42.3162,6029.78,22.2232,6256.37,8683.27,-3.38597,-2.13285,-0.875342,-0.0740668,-1.38058,0.888474,5973.73,21.1241,6200.32,0.522635,0.99385,0.00623679,11430,3693.64,45310.6,47094.1,0.000348852,0.597209,11.7722,9.93336,91.6291,69.9684,0.585337,11.5987,10.9778,90.0326,120.741,1.59645,-50.7723 
167,43.298,1.62,0.64,0.15,167,12873.3,-0.00627623,23.7186,11.8545,90.7444,-0.00531907,-31.2348,500,-1.82594,-2.05667,2.21592,1.50415,-0.0209957,61.2447,6593.18,24.5635,6468.15,9158.48,-2.21158,-2.44231,1.44463,1.11851,-0.406637,1.57846,6512.05,22.9728,6387.02,0.536739,0.993864,0.00658206,12132.6,4276.6,56220.6,51259.1,0.000277802,0.678438,11.2385,10.0473,91.4707,70.2291,0.610416,11.5289,11.0597,90.0669,121.124,1.4038,-50.8949 
169,43.228,1.62,0.64,0.15,169,11418.3,-0.0462416,20.5104,12.3482,90.6317,0.0304235,-121.006,31.3394,-0.982517,-1.3365,0.0903202,-0.416731,-0.258303,92.5472,5385.51,14.5779,6197.84,8364.53,-1.56526,-1.91925,-1.07517,-0.999476,-0.841048,0.83201,5262.91,12.1741,6075.24,0.496074,0.995968,0.00367779,10609.1,3220.42,35372.2,44784.5,0.000259117,0.513861,11.8558,10.3965,91.6316,69.8403,0.565366,11.5246,11.2797,90.0172,120.493,1.61436,-50.6531 
174,43.188,1.62,0.64,0.15,174,12795.7,-0.0236422,22.1993,12.7021,90.9553,0.000924919,-6.5247,500,-2.84434,-0.157238,-2.83333,-1.9762,-1.14696,93.3135,6233.22,23.0479,6732.27,9179.55,-3.43191,-0.744809,-4.00847,-2.56377,-1.73453,0.678898,6109.61,20.6242,6608.66,0.512326,0.994127,0.00571594,11925.2,3915.62,46816.6,51285,0.000358878,0.5944,12.0055,10.1677,91.8814,69.2401,0.594778,11.8904,11.3065,90.391,120.023,1.49039,-50.7825 
176,43.158,1.62,0.64,0.15,176,13744.9,-0.00729063,25.0732,11.9405,90.9287,0.00968528,-11.9767,35.5695,-1.74599,-0.854288,-1.25066,2.76945,-0.0900511,59.4397,7046.66,14.8879,6946.21,9749.83,-2.12027,-1.22856,-1.99921,2.39517,-0.464327,0.414957,6967.92,13.344,6867.48,0.535528,0.99666,0.00356659,13011.3,4846.5,62534.8,59693.1,0.000343496,0.709865,11.3837,10.068,91.6177,70.4408,0.668229,11.3723,10.919,90.4028,121.539,1.21498,-51.0978 
178,43.378,1.62,0.64,0.15,178,11797.7,-0.0128631,21.1635,12.1777,90.6404,0.00569112,9.38851,188.504,-0.533852,-0.608286,-1.39445,2.28874,-0.928078,92.9864,5887.03,16.0809,6039.18,8391.45,-1.11936,-1.1938,-2.56547,1.70323,-1.51359,0.452874,5763.85,13.6657,5916.01,0.525422,0.995868,0.00423715,10969.9,3495.95,42954.1,44338.8,0.000328849,0.574932,11.7374,10.2005,91.382,70.0722,0.571494,11.4255,10.9979,90.0261,120.93,1.35596,-50.8574 
179,43.178,1.62,0.64,0.15,179,11765.9,-0.0284797,21.1646,12.228,90.6381,-0.00895279,7.24771,2.80171,-0.342444,-0.121033,-2.33281,1.8994,0.0630578,102.495,6057.8,15.5431,5874.16,8426.96,-0.987827,-0.766416,-3.62357,1.25402,-0.582325,0.23003,5922.03,12.8809,5738.39,0.53975,0.996208,0.00411793,10971.8,3473.89,45540.7,41173.8,0.000311763,0.592843,11.7598,10.1455,91.3337,69.2212,0.546118,11.4741,11.1278,90.2193,119.777,1.11438,-50.5554 
