cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
71,0.016,47.2387,1.4,71,10514.3,-0.0114017,23.6344,10.4462,117.214,-0.00219185,11.6969,500,-3.84659,-6.65267,-9.41695,-4.49143,-2.59851,-106.205,581.255,18.0705,11064,8037.91,-3.17784,-5.98392,-8.07946,-3.82268,-1.92976,0.648622,794.083,24.4236,11276.8,0.0733197,0.948924,0.00397383,10830.4 
72,0.175,47.3977,3.2,72,10197.7,-0.190696,21.2731,11.4292,117.484,0.155986,208.337,422.511,-2.21058,-2.85503,-8.76414,-4.82795,-3.69336,-134.402,1321.85,18.7627,10114.8,8972.77,-1.36429,-2.00874,-7.07156,-3.98166,-2.84707,0.590608,1591.18,26.8025,10384.1,0.146882,0.971366,0.00473217,10833.1 
73,-1,46.2227,10,73,9583.86,-0.0983823,21.5245,10.9226,117.252,-0.726437,1290.9,470.465,-4.45563,-3.17041,-13.4564,-5.91012,-2.87095,-122.068,-109.703,1.88227,10956.7,38180.4,-3.68699,-2.40178,-11.9191,-5.14149,-2.10232,0.527988,134.913,9.18427,11201.3,0.0133523,0.89355,0.00150811,10104.1 
74,0.012,47.2347,1.4,74,10419.6,-0.208777,23.0632,10.7997,117.29,0.0130934,14.9286,23.2954,-2.76417,-3.71473,-10.6648,-5.19891,-3.04594,-66.8735,1122.48,10.1348,10388.4,8114.59,-2.34309,-3.29365,-9.82267,-4.77783,-2.62485,0.570351,1256.49,14.1351,10522.4,0.118298,0.980693,0.00246847,10621.4 
75,0.045,47.2677,1.7,75,9699.06,-0.158836,21.6119,10.5817,117.483,0.0264632,-71.6451,424.956,-3.80116,-3.52573,-11.9241,-0.34987,-1.9563,-80.3706,804.39,-7.52702,9934.19,7506.35,-3.29509,-3.01965,-10.9119,0.156202,-1.45023,0.410825,965.448,-2.71933,10095.2,0.0970278,1.00495,-0.000496449,9950.22 
76,-0.002,47.2207,1.8,76,9333.74,-0.125509,22.3117,9.93916,117.647,-0.0816677,85.7486,1.33507e-05,-5.02127,-2.12997,-7.09664,-3.52404,-3.75589,-129.686,2161.01,10.7411,8345.36,7446.98,-4.20467,-1.31337,-5.46343,-2.70744,-2.93929,0.671436,2420.9,18.4988,8605.24,0.240179,0.986804,0.00394437,10079.6 
77,0.1,47.3227,2.2,77,10886.7,-0.215673,23.3622,11.169,117.234,0.0919146,-175.527,37.9159,-3.30693,-5.28497,-9.34012,-2.58264,-3.53405,-158.891,1277.49,12.9235,10837.4,9019.43,-2.30644,-4.28448,-7.33913,-1.58214,-2.53355,0.593304,1595.9,22.4282,11155.9,0.138477,0.975996,0.00368978,11524.6 
78,-1,46.2227,10,78,10357.9,-0.188728,22.9773,10.7233,117.496,0.0232829,5.90471,128.601,-7.67971,-5.74618,-8.46,-3.93712,-5.85137,-126.138,-110.476,5.01367,11565.6,8025.33,-6.88545,-4.95192,-6.87148,-3.14286,-5.05711,0.744638,142.297,12.5591,11818.4,0.0133479,0.866209,0.00195374,10660.6 
79,0.06,47.2827,1.8,79,9664.47,-0.0126228,21.5556,10.4123,117.61,0.00918998,8.05173,500,-4.5473,-6.07382,-7.52293,-4.97662,-5.55817,-73.9165,863.26,-2.88909,9832.28,7308.82,-4.08187,-5.60839,-6.59206,-4.51119,-5.09273,0.745345,1011.38,1.53252,9980.41,0.102222,0.997355,0.00028278,9893.95 
80,0.145,47.3677,2.8,80,10933.8,-0.162762,21.9624,11.6542,117.364,0.028632,-72.7303,22.6934,-3.0995,-5.78607,-8.52138,-5.26018,-3.86684,-75.5114,1509.15,24.0186,10475.5,8399.97,-2.62403,-5.3106,-7.57043,-4.7847,-3.39137,0.680318,1660.47,28.5356,10626.9,0.149345,0.970804,0.00492214,11118.4 
81,0,47.2227,1.32,81,10223.1,-0.179965,23.0771,10.5069,117.308,0.120876,363.882,16.0007,-6.51504,-8.17811,-9.31347,-3.38145,-1.69673,-111.83,741.179,13.0046,10605.8,9325.03,-5.81088,-7.47395,-7.90515,-2.67729,-0.992568,0.682011,965.278,19.6941,10829.9,0.0910305,0.965526,0.00333867,10603.9 
82,0.205,47.4277,3.6,82,9639.84,-0.018911,19.7573,11.3967,117.626,-0.000843516,6.15785,500,-5.19454,-4.22497,-4.65326,-5.04361,-6.07482,-119.017,1119.21,13.0849,9592.26,7330.15,-4.44512,-3.47555,-3.15443,-4.29419,-5.32541,0.847573,1357.71,20.2044,9830.76,0.134332,0.974619,0.00377166,10107.1 
83,-0.004,47.2187,7,83,9596.9,-0.0284344,22.1784,10.2828,117.548,-0.0248441,-26.225,500,-5.63227,-4.3189,-9.85693,-4.37673,-1.03946,-128.142,678.523,6.54353,10091.9,7445.17,-4.82539,-3.51202,-8.24318,-3.56986,-0.232585,0.595586,935.311,14.2088,10348.6,0.0921888,0.974103,0.00252285,10145.6 
84,0.16,47.3827,3,84,10510.1,-0.202312,21.5511,11.6578,117.386,-0.257108,1133.14,484.098,-7.10406,-4.06775,-10.5478,-2.51549,-4.45898,-98.6537,1566.02,20.4467,10151.8,17662.7,-6.48286,-3.44655,-9.30543,-1.89429,-3.83779,0.62729,1763.72,26.348,10349.5,0.160707,0.974523,0.00466781,10974.7 
85,0.006,47.2287,1.32,85,9498.24,-0.190371,21.7358,10.4852,117.452,0.133353,438.663,321.734,-4.90441,-4.97726,-8.59842,-4.34504,-5.91003,-103.365,518.992,-8.36753,10137.5,9323.32,-4.25355,-4.3264,-7.2967,-3.69418,-5.25917,0.706134,726.128,-2.18436,10344.7,0.0731033,1.00529,-0.000389127,9932.9 
86,0.075,47.2977,2,86,9386.05,-0.168757,20.7298,10.7584,117.331,0.0581101,83.9817,175.782,-8.04721,-3.41695,-10.1632,-2.80798,-3.23656,-83.148,1067.31,15.7016,9433.84,7418.87,-7.52365,-2.89339,-9.11605,-2.28442,-2.713,0.628379,1233.94,20.6754,9600.46,0.126191,0.971513,0.00395145,9778.35 
87,0.008,47.2307,1.35,87,9803.25,-0.0158467,22.3038,10.5147,117.425,-0.0145018,-26.9048,499.765,-7.4901,-8.16102,-8.04875,-3.72775,-6.37114,-140.08,709.551,3.3202,10339.6,7647.02,-6.60805,-7.27897,-6.28466,-2.8457,-5.4891,0.779536,990.262,11.6996,10620.3,0.0948311,0.979743,0.0020252,10442.4 
88,-1,46.2227,10,88,9722.59,-0.167219,21.8503,10.5325,117.404,0.18919,215.178,10.2179,-4.2701,-8.24007,-6.37473,-3.41088,-4.34645,-155.048,-61.8194,13.9241,10886.1,8817.01,-3.2938,-7.26377,-4.42213,-2.43458,-3.37015,0.787238,248.888,23.199,11196.8,0.0243673,0.859758,0.00380221,10214 
89,0.13,47.3527,2.6,89,10528.8,-0.132309,21.9185,11.1187,117.446,0.0590233,154.026,424.689,-4.0992,-2.9742,-10.4777,-4.49011,-0.980885,-142.61,1438.29,24.2539,10182.2,8229.37,-3.20122,-2.07623,-8.68172,-3.59214,-0.0829072,0.507677,1724.07,32.7847,10468,0.156158,0.967794,0.00573621,11040.6 
90,0.19,47.4127,3.4,90,10119.2,-0.0201719,20.6982,11.3447,117.499,-0.000505144,-1.09542,500,-5.8306,-4.69527,-8.11622,-2.79062,-3.51765,-151.885,1214.37,11.3899,10015.3,7644.03,-4.87422,-3.73889,-6.20347,-1.83424,-2.56128,0.677106,1518.74,20.4755,10319.7,0.141895,0.976951,0.00364164,10703.3 
91,0.004,47.2267,1.32,91,9621.35,-0.0412858,21.9873,10.313,117.527,-0.0199318,10.7476,499.996,-5.15303,-3.81849,-11.5377,-3.97268,-5.19262,-150.848,605.269,6.50897,10162.4,7388.64,-4.20318,-2.86865,-9.63797,-3.02283,-4.24277,0.598006,907.559,15.5325,10464.7,0.0887924,0.97092,0.00272675,10221.1 
92,0.002,47.2247,1.32,92,9827.06,-0.0150663,22.5648,10.2603,117.444,0.0033203,-18.9649,500,-1.61413,-4.22181,-3.51774,-6.18587,-3.52295,-153.276,686.55,9.48059,10343.7,7538.83,-0.648993,-3.25667,-1.58746,-5.22073,-2.55781,0.880387,993.706,18.6494,10650.8,0.0948832,0.968201,0.00321513,10472.9 
93,-1,46.2227,10,93,9622.01,-0.0350267,21.3296,10.5228,117.428,-0.00606173,24.8713,499.939,-2.83974,-6.19812,-10.0983,-5.01506,-2.53702,-133.871,-41.9162,2.09614,10768.6,7311.43,-1.99679,-5.35517,-8.41235,-4.17211,-1.69407,0.611088,226.353,10.1042,11036.9,0.0225246,0.927542,0.0016836,10049.2 
94,0.115,47.3377,2.4,94,9714.93,-0.18773,21.1771,10.97,117.252,0.0341187,593.696,478.085,-6.37501,-1.07517,-5.29476,-5.46012,-3.00919,-109.367,1253.63,4.39553,9621.92,8221.92,-5.68636,-0.386513,-3.91745,-4.77147,-2.32054,0.770672,1472.79,10.9377,9841.08,0.143949,0.98717,0.0020432,10231.4 
95,0.03,47.2527,1.6,95,9721.31,-0.145108,21.9339,10.3774,117.548,0.00349721,1729.74,258.304,-3.94034,-4.15859,-4.90694,-1.78256,-0.545193,-150.71,921.387,11.851,9815.64,7606.61,-2.99136,-3.20961,-3.00898,-0.833583,0.403786,0.687857,1223.4,20.8663,10117.7,0.119611,0.971017,0.00378472,10228.1 
96,0.016,47.2387,1.4,96,9478.28,-0.177618,22.0226,10.2633,117.642,-0.126655,457.481,437.962,-1.09759,-3.14285,-8.00145,-3.63514,-6.72733,-98.7721,448.383,4.32791,10146.5,9244.07,-0.475648,-2.52091,-6.75757,-3.0132,-6.10539,0.64194,646.316,10.2364,10344.4,0.0655968,0.973031,0.00181954,9852.85 
97,0.175,47.3977,3.2,97,10306.9,-0.201698,21.5223,11.465,117.471,-0.198082,110.96,474.659,-4.3889,-5.42088,-5.65654,-4.5925,-4.90174,-133.149,1366.45,13.7786,10163,8748.14,-3.5505,-4.58248,-3.97974,-3.75409,-4.06333,0.800316,1633.27,21.7434,10429.8,0.149624,0.977233,0.00382561,10915.8 
98,-1,46.2227,10,98,9717.79,-0.151556,21.8175,10.4657,117.808,2.93808,3842.36,0.226942,-4.25658,-6.22884,-12.2457,-4.06782,-4.09628,-116.734,-157.557,0.788323,10915.3,374933,-3.52153,-5.4938,-10.7756,-3.33277,-3.36124,0.593142,76.3704,7.77122,11149.2,0.00763767,0.848843,0.00128234,9999.18 
99,0.012,47.2347,1.4,99,9298.82,-0.184588,21.3467,10.4426,117.658,0.0589854,-95.4723,495.91,-6.82929,-4.59346,-5.28381,-0.745411,-2.97879,-154.237,1086.84,0.0326252,9292.33,7439.99,-5.85811,-3.62227,-3.34143,0.225776,-2.0076,0.771192,1395.92,9.2589,9601.41,0.140418,0.988526,0.00177324,9941.17 
100,0.045,47.2677,1.7,100,10090.9,-0.182081,22.4401,10.6879,117.253,0.100858,80.2137,478.76,-6.63133,-3.72817,-2.50002,-2.94292,-1.96904,-125.579,764.794,9.53942,10383.1,8070.85,-5.84059,-2.93743,-0.918551,-2.15218,-1.1783,0.929489,1016.45,17.0514,10634.7,0.0969767,0.97148,0.00294488,10481.3 
101,-0.002,47.2207,1.8,101,9407.59,-0.229533,21.8897,10.5244,117.603,-0.166904,-28.7403,0.0503156,-4.63141,-4.10111,-8.04586,-3.97904,-4.60632,-185.817,1821.56,6.55016,8821.39,7655.67,-3.46137,-2.93107,-5.70579,-2.809,-3.43629,0.688948,2193.93,17.6655,9193.76,0.211435,0.986105,0.00352706,10376.4 
102,0.1,47.3227,2.2,102,9577.41,-0.0177674,21.1448,10.5982,117.442,-0.00477876,-4.16958,499.989,-4.04322,-5.38104,-11.8809,-4.85115,-4.13435,-137.195,1096.42,-6.37208,9607.75,7295.74,-3.17934,-4.51716,-10.1532,-3.98727,-3.27047,0.595611,1371.34,1.83476,9882.68,0.134883,0.997664,0.000341878,10166.9 
103,-1,46.2227,10,103,9721.67,-0.0759315,21.7656,10.5415,117.167,0.147804,180.77,0.62176,-7.48013,-5.14365,-12.2462,-5.89721,-1.17907,-133.837,-99.2866,6.70639,10936.5,8338.84,-6.6374,-4.30091,-10.5608,-5.05447,-0.336338,0.607259,168.914,14.7124,11204.7,0.0166564,0.867736,0.00241295,10141.1 
104,0.06,47.2827,1.8,104,10342.5,-0.189327,22.6093,10.886,117.444,0.110851,-322.914,202.725,-5.90009,-6.61801,-10.5376,-2.56732,-2.40941,-150.609,952.783,14.1585,10503.7,9177.44,-4.95175,-5.66967,-8.64091,-1.61898,-1.46107,0.61325,1254.59,23.1678,10805.5,0.115402,0.968696,0.00393405,10871.5 
105,0.145,47.3677,2.8,105,10770.6,-0.18151,22.2673,11.4309,117.303,0.0714407,-93.4082,376.829,-3.87661,-4.8926,-4.87476,-4.67141,-3.30008,-141.103,1583.81,31.6749,10286.2,8503.24,-2.98812,-4.00412,-3.09778,-3.78292,-2.41159,0.809772,1866.57,40.1156,10568.9,0.16558,0.963753,0.00694337,11272.9 
106,0,47.2227,1.32,106,9100.59,-0.0481124,21.3474,10.0949,117.736,0.0765366,-3.98852,500,-4.15476,-7.21234,-6.831,-4.21742,-3.81619,-124.963,771.699,0.674929,9453.91,7025.18,-3.3679,-6.42548,-5.25728,-3.43056,-3.02933,0.755595,1022.12,8.1501,9704.33,0.10582,0.986238,0.00154469,9658.97 
107,0.205,47.4277,3.6,107,10003.9,-0.159705,20.1804,11.6654,117.519,0.0482418,131.53,427.543,-5.13102,-6.43003,-8.78509,-5.6463,-0.798674,-148.765,1193.2,17.4544,9930.69,7869.98,-4.19429,-5.49329,-6.91162,-4.70957,0.138061,0.673529,1491.32,26.3534,10228.8,0.140757,0.970003,0.00472356,10595 
108,-0.004,47.2187,7,108,9371.66,-0.0423075,21.6819,10.2837,117.517,-0.00740968,57.9058,460.052,-4.44499,-7.16931,-7.37168,-1.76908,-2.95165,-171.583,1044.74,11.3734,9460.47,7272.36,-3.36458,-6.08891,-5.21086,-0.688666,-1.87124,0.69747,1388.58,21.6373,9804.31,0.137287,0.973455,0.00404891,10114.4 
109,0.16,47.3827,3,109,9500.63,-0.207392,20.3272,11.3093,117.478,0.132742,494.136,430.601,-3.96112,-3.71887,-5.52728,-0.588889,-1.6307,-134.884,1380.99,8.39806,9405.44,9618.82,-3.11179,-2.86955,-3.82862,0.26044,-0.781375,0.6294,1651.29,16.4667,9675.74,0.160902,0.982848,0.0031252,10262.7 
110,0.006,47.2287,1.32,110,10405.6,-0.185511,23.1589,10.7131,117.295,0.0176423,-67.8652,5.35895,-8.88302,-8.13248,-4.6391,-4.6758,-3.45097,-149.278,675.921,25.3085,10839,8115.52,-7.94305,-7.19251,-2.75917,-3.73584,-2.511,0.885709,975.065,34.2382,11138.2,0.0895538,0.942108,0.00563066,10888 
111,0.075,47.2977,2,111,10584,-0.218125,23.1163,11.0154,117.409,0.102974,-65.3673,91.6569,-4.34374,-5.43483,-8.12841,-6.74038,-5.21952,-187.485,1181.05,10.6602,10658.3,8508.35,-3.1632,-4.25428,-5.76733,-5.55984,-4.03898,0.746865,1556.76,21.8754,11034,0.136834,0.975999,0.00363878,11377 
112,0.008,47.2307,1.35,112,10415.7,-0.214617,23.516,10.6558,117.509,0.0284925,49.8151,499.855,-5.80707,-4.44988,-1.89955,-1.16089,-3.45426,-164.075,879.672,-2.9989,10733.3,8203.48,-4.77393,-3.41674,0.166722,-0.127753,-2.42112,1.01577,1208.47,6.8159,11062.1,0.109326,0.990226,0.00113372,11053.8 
113,-1,46.2227,10,113,9885.36,-0.0134989,22.0165,10.5516,117.419,-0.0114391,-28.7477,500,-2.00132,-4.6697,-3.10669,-4.30234,-5.9505,-118.553,-105.415,1.3119,11086.1,7573.17,-1.25482,-3.9232,-1.6137,-3.55585,-5.204,0.896236,132.157,8.40359,11323.7,0.0129435,0.899864,0.0013652,10210.3 
114,0.13,47.3527,2.6,114,10905.1,-0.193057,23.1953,11.156,117.536,0.0433887,-91.0954,480.541,-4.10937,-4.69204,-7.67816,-0.352875,0.615371,-144.705,1581.9,9.18003,10461.7,8552.43,-3.1982,-3.78087,-5.85582,0.558295,1.52654,0.455275,1871.88,17.8361,10751.6,0.163614,0.983599,0.0030466,11440.8 
115,0.19,47.4127,3.4,115,9705.94,-0.185743,20.0088,11.5894,117.318,0.113013,131.254,186.91,-5.31582,-2.4807,-11.0981,-1.0421,-3.24583,-122.819,1274.55,5.54375,9647.05,8031.7,-4.54247,-1.70734,-9.55143,-0.268747,-2.47247,0.484889,1520.67,12.8906,9893.17,0.147272,0.985382,0.00239449,10325.6 
116,0.004,47.2267,1.32,116,9242.82,-0.122874,21.4362,10.3901,117.579,0.014849,142.941,499.991,-4.79831,-10.1637,-12.6248,-3.95628,-4.37985,-126.589,568.228,16.3385,9820.01,7319.53,-4.00122,-9.36656,-11.0306,-3.15918,-3.58275,0.645778,821.904,23.9109,10073.7,0.083975,0.951555,0.00435339,9787.48 
117,0.002,47.2247,1.32,117,9049.59,-0.0152733,21.0318,10.2914,117.449,-0.0250047,-49.9453,500,-8.13093,-4.71948,-10.488,-0.696496,-4.02196,-140.926,839.143,-1.88087,9358.73,7086.72,-7.24355,-3.83211,-8.71329,0.190879,-3.13458,0.616706,1121.55,6.54919,9641.14,0.115598,0.989884,0.00124977,9702.17 
118,-1,46.2227,10,118,10390.1,-0.211909,22.9303,10.8904,117.167,0.0231168,-182.843,499.974,-4.85825,-5.1096,-6.2053,-3.21536,-2.55293,-140.584,-97.8443,4.12235,11581.3,8266.8,-3.97303,-4.22438,-4.43486,-2.33014,-1.66771,0.733324,183.876,12.5319,11863.1,0.0171175,0.89344,0.00194219,10742 
119,0.115,47.3377,2.4,119,10723.6,-0.0195549,22.7622,10.8687,117.358,0.000427468,8.75217,500,-7.55392,-6.20016,-6.2094,-3.82973,-3.54223,-123.09,1353.46,15.2359,10452.8,8053.66,-6.77885,-5.4251,-4.65927,-3.05466,-2.76717,0.794611,1600.12,22.599,10699.4,0.143862,0.97588,0.00387575,11122.6 
120,0.03,47.2527,1.6,120,9647.24,-0.0847239,21.2207,10.7625,117.501,-0.0266893,72.2379,0.00104774,-3.23985,-4.25093,-7.37557,-3.67737,-5.27503,-123.534,1008.25,19.89,9671.62,7497.56,-2.46199,-3.47308,-5.81986,-2.89951,-4.49717,0.696116,1255.8,27.2796,9919.17,0.124536,0.963377,0.00504061,10083.9 
121,0.016,47.2387,1.4,121,9889.63,-0.00236339,21.7756,10.7967,117.411,-0.00228173,3.04953,0.212624,-4.37397,-5.70795,-7.43008,-6.71765,-4.67891,-135.947,618.258,5.65093,10452.8,7653.64,-3.51795,-4.85192,-5.71804,-5.86163,-3.82288,0.759468,890.687,13.7831,10725.2,0.0853463,0.973633,0.00236172,10436.2 
122,0.175,47.3977,3.2,122,10005.1,-0.0574407,20.5542,11.5619,117.398,0.0660013,-27.9783,0.827674,-6.24382,-8.61698,-8.46873,-3.38929,-2.37598,-101.693,1295.58,-0.548204,9847.18,7796.25,-5.60349,-7.97665,-7.18806,-2.74896,-1.73564,0.715356,1499.37,5.53498,10051,0.143553,0.993581,0.0010134,10444.7 
123,-1,46.2227,10,123,9300.51,-0.0311002,21.1574,10.3272,117.517,-0.0228334,20.8463,498.824,-6.39739,-7.83399,-6.86793,-3.46368,-3.72566,-111.279,-118.16,-1.52514,10513,7128.31,-5.6967,-7.1333,-5.46654,-2.76298,-3.02497,0.773026,104.836,5.13147,10736,0.0108527,0.9211,0.00087969,9659.91 
124,0.012,47.2347,1.4,124,9697.55,-0.019168,21.3148,10.5806,117.194,0.00908261,-1.34052,500,-7.48938,-4.94312,1.9104,-2.93628,-5.25486,-99.9176,968.504,14.3061,9792.8,7341.89,-6.86022,-4.31397,3.16871,-2.30712,-4.6257,1.21212,1168.73,20.283,9993.03,0.116147,0.970524,0.00372503,10062.5 
