cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
20,15,2.5,20,12108.3,-0.0936075,22.8866,12.7163,89.0392,-0.0501594,-50.809,1.23473e-05,1.53399,-0.376803,-1.09482,-0.53071,-0.600859,-76.8042,1032.4,1955.65,3985.16,9557.07,2.01761,0.106813,-0.127593,-0.0470949,-0.117244,1.06963,1039.66,1974.51,3992.41,0.228347,0.231289,0.476725,4552.98,4653.82,4767.55,67662,-0.00112125,0.217642,12.772,12.2437,90.0081,75.1389,0.807144,12.6953,12.4691,88.8175,125.71,1.19057,-50.5707 
24,90,2.5,24,8880.19,-0.145533,17.4216,12.5867,88.5786,0.0203445,127.906,2.13736e-09,-0.288556,0.9591,-1.08633,-1.28743,-0.405831,-91.9892,520.451,1349.52,3307.81,7222.98,0.290676,1.53833,0.0721361,-0.708197,0.1734,0.947205,529.14,1372.11,3316.5,0.153478,0.180574,0.432501,3447.66,3071.69,1235.42,47028.2,-0.001033,0.107737,12.9372,12.9017,89.5748,76,0.67803,12.4744,12.2018,88.4687,127.206,1.10608,-51.2059 
25,1,2.5,25,14032.7,-0.0829869,25.8232,12.8614,88.9223,0.56117,147.48,499.993,-0.749566,1.56941,-1.13731,-0.900305,-2.69249,-87.2824,1316.38,2158.09,4468.48,13505.8,-0.199972,2.119,-0.0381208,-0.350711,-2.1429,0.937782,1324.62,2179.53,4476.73,0.251631,0.257769,0.472808,5264.14,5890.88,7656.68,85131,-0.0010565,0.274396,12.7069,11.9036,89.912,74.6097,0.902526,12.8566,12.3333,88.757,125.82,1.15502,-51.2105 
26,30,2.5,26,11334.8,-0.0602268,21.7144,12.5164,88.7893,0.0636068,-19.1768,499.999,-0.196271,-1.56357,0.425452,-0.177566,-0.0209667,-93.2176,939.074,1800.78,3825.94,8887.27,0.390696,-0.976606,1.59939,0.409401,0.566,0.195835,947.878,1823.67,3834.74,0.219292,0.228995,0.466963,4322.45,4283.14,3903.02,62429.2,-0.00118429,0.192828,12.7131,12.4557,89.7091,75.6953,0.780732,12.5948,12.4622,88.59,126.696,1.11908,-51.0009 
31,150,2.5,31,8188.58,-0.115949,16.2815,12.4745,88.8038,-0.000416786,143.892,1.03262e-07,-0.185247,-0.345526,-1.98049,-0.964357,-0.355538,-89.8407,324.193,1247.78,3178.24,6613.67,0.380457,0.220177,-0.849085,-0.398653,0.210166,-0.943259,332.679,1269.84,3186.73,0.10605,0.130212,0.423311,3137,2805.15,511.778,43046.2,-0.00113271,0.0656847,12.9882,15.6151,89.9285,76,0.642928,12.4685,12.5471,88.7122,126.427,1.21637,-50.4267 
32,105,2.5,32,8985.3,-0.29064,17.5996,12.9624,88.3611,0.107919,20.1319,269.54,2.14467,-0.333692,-2.00526,-1.42851,-1.1561,-83.9093,456.96,1510.88,3316.82,7497.22,2.67302,0.194663,-0.948553,-0.900154,-0.627742,3.42449,464.886,1531.49,3324.74,0.137108,0.147818,0.459031,3390.66,3140.4,968.499,47100.9,-0.00127798,0.0872479,14.4377,14.1682,89.1736,76,0.672718,12.6646,12.6246,88.234,126.598,0.939561,-50.5984 
33,60,2.5,33,9912.49,-0.114718,18.8241,12.9319,88.5483,0.113649,20.5976,0.000311212,-0.490649,1.18383,-1.28215,-0.474069,-0.901083,-116.45,625.052,1535.39,3466.42,8000.7,0.242608,1.91709,0.184365,0.259188,-0.167826,0.924299,636.051,1563.99,3477.42,0.172083,0.18857,0.453103,3696.18,3416.88,1734.31,51355.3,-0.00110576,0.118698,13.5486,14.4747,89.4608,75.8973,0.69771,12.6436,12.6315,88.3872,126.118,1.07355,-50.2204 
34,45,2.5,34,11131.9,-0.193219,21.3419,12.7212,88.6746,-0.122904,257.711,500,-1.74705,1.78944,-0.00391981,-0.387778,-2.46143,-108.267,798.122,1714.56,3878.5,9869.17,-1.06533,2.47117,1.35953,0.293949,-1.7797,-0.0624507,808.347,1741.15,3888.73,0.191079,0.209668,0.451992,4230.43,4314.74,2808.22,64322.8,-0.00125535,0.158891,12.9542,13.3029,89.8041,76,0.790336,12.7156,12.3448,88.4886,127.059,1.31549,-51.0593 
36,120,2.5,36,8231.83,-0.0567526,16.7969,12.1837,88.6502,-0.10272,37.9698,499.993,1.66959,1.43755,-3.69052,-1.48531,0.309891,-83.6745,437.651,1403.65,3220.79,6788.96,2.19646,1.96443,-2.63677,-0.958438,0.836767,2.88012,445.554,1424.2,3228.69,0.135558,0.151657,0.448296,3286.8,2887.8,868.212,44337.2,-0.00132939,0.0861476,12.628,14.6781,89.4939,76,0.657458,12.4534,12.3136,88.5758,126.514,0.918146,-50.5142 
37,75,2.5,37,9034.76,-0.0742034,17.9961,12.3564,88.8331,0.0360741,26.4432,500,0.30342,0.279845,1.23328,0.972932,-0.812356,-46.7939,586.755,1391.57,3359.09,7269.86,0.598069,0.574493,1.82258,1.26758,-0.517707,0.513332,591.174,1403.06,3363.51,0.166478,0.194048,0.434523,3551.06,3165.1,1532.8,48175.6,-0.00130199,0.117657,12.852,13.9393,89.9213,76,0.683599,12.4631,12.3503,88.708,126.338,1.2133,-50.3383 
40,15,2.5,40,11594.9,-0.0241228,22.0255,-12.7027,88.8997,-0.0125817,42.9076,500,0.330993,-0.0151648,-3.22795,-2.7105,1.26424,-63.2038,986.969,1838.13,3895.94,9125.43,0.728971,0.382812,-2.43199,-2.31252,1.66222,-0.234193,992.939,1853.65,3901.91,0.224311,0.234359,0.466699,4426.62,4434.97,4321.95,65107.5,-0.00125536,0.204633,13.0899,12.4359,90.1442,75.8743,0.794803,12.5665,12.3954,88.6248,126.804,1.51946,-50.9298 
44,90,2.5,44,8291.48,-0.0224816,16.5272,12.2923,88.82,0.00636263,14.5622,6.44736e-12,-0.399595,0.976909,0.535306,-0.22907,0.609216,-115.789,512.689,1337.63,3158.44,6616.5,0.329495,1.706,1.99349,0.500019,1.33831,0.660238,523.626,1366.07,3169.37,0.158067,0.179678,0.442582,3312.67,2792.78,1191.96,42759.7,-0.00114051,0.102912,12.7572,13.0862,90.0179,76,0.648266,12.351,12.2494,88.5813,126.623,1.43657,-50.6228 
45,1,2.5,45,13767.9,-0.0167013,25.8092,12.6782,88.692,0.00724339,35.2042,500,0.738414,-1.05721,-4.34238,0.637775,1.37325,-126.632,1332.73,2111.87,4275.03,10660.2,1.53578,-0.259845,-2.74764,1.43514,2.17062,2.28752,1344.69,2142.96,4286.99,0.262776,0.263929,0.47939,5117.24,5631.57,7843.28,77860.1,-0.00141039,0.278919,12.6255,12.404,89.6441,75.1457,0.86235,12.9247,12.7333,88.5238,126.368,1.12032,-51.2218 
46,30,2.5,46,12986.3,-0.0511236,24.6007,12.6775,88.7101,-1.04967,733.239,500,0.875049,-0.984655,0.135423,-0.0090191,0.232386,-80.3672,995.775,2080.43,4177.58,35207.5,1.3811,-0.478604,1.14753,0.497032,0.738437,0.650729,1003.37,2100.17,4185.17,0.214105,0.214456,0.480355,4686.32,5294.4,4374.32,74244.4,-0.00148396,0.206395,12.5896,12.915,89.9953,76,0.83473,12.9805,13.2294,88.5442,128.037,1.45111,-52.0372 
51,150,2.5,51,7635.57,-0.26562,15.1008,12.978,88.6769,-0.0540069,263.239,29.3894,-0.751804,0.579612,-1.05795,-1.0593,-1.29479,-94.7314,304.893,1159.62,2969.97,6842.53,-0.155305,1.17611,0.135048,-0.462803,-0.698294,26.7532,313.84,1182.89,2978.91,0.10692,0.13165,0.422458,2935.28,2476.87,444.002,37896.9,-0.00119962,0.0541476,15.8336,16.1679,89.4163,76,0.603729,12.6165,12.3495,88.4606,126.309,0.955639,-50.3086 
52,105,2.5,52,7930.37,-0.262987,15.4767,13.0573,88.8027,-0.301437,213.126,381.09,1.14749,0.408479,-1.8392,-1.0707,-1.78561,-83.1947,404.449,1187.91,2936,8669.82,1.67134,0.932335,-0.791488,-0.546848,-1.26175,221.632,412.307,1208.34,2943.85,0.137303,0.163167,0.430561,3002.9,2422.86,750.214,36892.3,-0.0010891,0.0744922,14.5266,16.4123,89.2999,76,0.593245,12.5968,12.3722,88.6019,125.497,0.698024,-49.4967 
53,60,2.5,53,9919.96,-0.267259,19.7402,12.4509,88.7356,-0.426841,84.1447,128.515,0.572859,1.64242,1.12899,0.626925,1.78942,-60.4098,726.17,1587.1,3520.73,9170.29,0.953243,2.02281,1.88976,1.00731,2.1698,0.76504,731.876,1601.93,3526.43,0.190834,0.207022,0.455576,3835.14,3564.51,2371.01,52926.6,-0.00122682,0.152659,12.0116,13.09,89.9125,74.7191,0.716619,12.5411,12.4895,88.4147,125.106,1.49775,-50.3868 
54,45,2.5,54,10686.2,-0.0113387,20.8387,12.3188,89.0113,-0.0101202,-4.67574,500,0.706207,1.15488,-3.90587,1.04705,-0.469153,-60.6978,820.862,1674.38,3809.62,8358.24,1.0884,1.53707,-3.14147,1.42925,-0.0869548,4.80186,826.595,1689.28,3815.35,0.197556,0.218512,0.449221,4184.11,4101.47,3067.19,62126.1,-0.00116662,0.175618,12.125,12.1873,90.1262,75.1494,0.778518,12.488,12.2367,88.7329,125.89,1.39332,-50.7407 
56,120,2.5,56,9441.25,-0.0012233,17.6942,12.9218,88.478,-0.0276647,4.59981,500,-2.96903,-0.170226,0.924368,-1.14437,-0.728811,-79.1406,383.581,1427.35,3407.75,7447.15,-2.4707,0.328101,1.92102,-0.64604,-0.230484,2.74941,391.056,1446.78,3415.22,0.115137,0.133789,0.438318,3396.45,3363.47,680.639,49602.7,-0.00128196,0.0703147,15.2391,16.5268,88.653,76,0.68806,12.9158,12.7527,88.3952,125.308,0.257878,-49.3085 
57,75,2.5,57,8552.24,-0.237207,16.6177,12.7976,88.9041,-0.103468,-14.7448,229.148,0.710156,1.53607,-0.259392,-1.24108,1.17544,-79.5248,531.544,1301.12,3080.84,6972.68,1.2109,2.03682,0.742101,-0.740332,1.67619,0.84934,539.055,1320.65,3088.35,0.165516,0.189129,0.44063,3256.81,2699.29,1305.05,40532.7,-0.000963411,0.108753,13.5708,12.7156,90.0522,74.9968,0.624201,12.3913,12.6144,88.5817,125.425,1.47049,-50.4287 
