cyc,field,FB,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
41,202.5,3.509,43.22,10,41,30136.8,-0.058241,50.0176,13.3594,116.22,-0.0913757,1272.83,499.88,-0.466878,-0.857208,0.35036,-1.06398,-0.952686,7.79188,15637.6,94.2862,13948,25538.4,-0.515941,-0.906271,0.252233,-1.11304,-1.00175,1.07679,15631.4,93.722,13941.8,0.498044,0.989616,0.0122319,31385.6,-0.000248822,1.31785,13.5596,-11.0181,115.487,90.0222,1.0749,13.3383,12.2682,115.586,140.042,-0.0993828,-50.0193,613.114,547.76,1160.87 
42,202.5,3.509,43.44,10,42,27836.3,-0.0907608,46.396,13.2541,115.871,0.109533,-0.963283,214.33,1.25308,-0.921597,1.5181,0.999224,1.53328,-0.442766,14243.3,61.9811,12902.7,20021.7,1.25586,-0.918809,1.52368,1.00201,1.53607,0.653616,14243.7,62.0132,12903.1,0.494158,0.992439,0.00877561,28824.2,-0.000136582,1.21768,13.518,10.9207,115.314,89.3572,1.00164,13.3719,12.19,115.182,139.258,0.132171,-49.9008,559.755,508.407,1068.16 
43,202.5,3.509,43.32,10,43,28695,-0.114029,47.194,13.4812,115.72,-0.0849444,219.841,44.3525,-0.632616,0.205068,2.22578,-1.29197,-0.715036,38.0504,14412.6,99.8933,13579.4,21319.3,-0.872209,-0.0345258,1.7466,-1.53156,-0.954629,2.0609,14382.3,97.138,13549,0.484371,0.988319,0.0130346,29692.7,-0.000247796,1.18441,13.6223,-11.2852,115.066,90.6921,1.00152,13.5692,12.7314,115.161,141.104,-0.0941434,-50.4116,567.224,538.982,1106.21 
44,202.5,3.509,43.48,10,44,29018.8,-0.0821555,48.1421,13.2867,115.955,-0.0972691,233.731,10.9904,1.94425,0.116467,3.19812,1.85284,0.0478558,-36.72,15134.9,87.1076,13211.7,21562.8,2.17547,0.347683,3.66055,2.08406,0.279072,0.571706,15164.1,89.7666,13241,0.503349,0.989747,0.0123344,30126.4,-0.000214575,1.2818,13.5778,-10.9954,115.312,89.9238,1.02819,13.3223,12.2094,115.334,139.828,-0.0219,-49.904,595.897,520.815,1116.71 
45,202.5,3.509,43.4,10,45,28650.2,0.0529657,47.3446,13.313,116.143,-0.0012359,-77.0835,7.81377e-11,0.223261,0.784236,-1.65636,0.167673,-0.424265,4.85199,14963.8,91.7404,13097.2,20521.5,0.19271,0.753684,-1.71746,0.137121,-0.454817,-0.577442,14960,91.3891,13093.3,0.502765,0.989423,0.0126944,29755.4,-0.00023751,1.25643,13.4984,-11.1158,115.474,90.151,0.988338,13.5627,12.3754,115.435,140.039,0.038771,-49.8875,587.139,516.69,1103.83 
46,202.5,3.509,42,0,46,27709.6,-0.128102,46.281,13.3191,115.705,-0.381366,562.771,30.1041,-1.89322,-1.36184,-1.65385,2.08771,1.41188,68.2906,14245.4,62.9493,13019.8,27053.2,-2.32323,-1.79185,-2.51387,1.65771,0.981872,0.369857,14191,58.0042,12965.5,0.492026,0.992898,0.00817376,28841.9,-0.000339346,1.22977,13.4292,-10.8732,115.066,90.1604,1.01364,13.3182,12.202,115.043,140.286,0.0227921,-50.1256,559.127,512.899,1072.03 
47,202.5,3.509,43.28,10,47,30374.2,-0.165141,49.8823,13.602,115.845,-0.250454,550.163,81.8774,0.980512,-0.559991,1.35355,1.0325,1.13639,3.48371,15131.9,108.438,14667.5,26573,0.958576,-0.581927,1.30968,1.01057,1.11445,0.656374,15129.1,108.186,14664.7,0.477255,0.987641,0.0134075,31700.3,-0.000479845,1.22526,13.7977,-11.3364,115.172,90.3938,1.07262,13.5747,12.86,115.188,140.65,-0.0158275,-50.2565,597.177,583.428,1180.6 
48,202.5,3.509,43.46,10,48,31256.4,-0.140244,51.4637,13.5015,115.99,0.0953395,-56.4197,470.48,-0.685114,0.467643,-1.67316,0.778545,-0.89603,59.1402,16087,113.607,14455.2,22794.4,-1.0575,0.0952531,-2.41794,0.406155,-1.26842,0.430062,16039.9,109.324,14408.1,0.496267,0.988213,0.0137846,32321.1,-0.000252463,1.31808,13.7004,-11.2513,115.371,90.7543,1.08992,13.4014,12.5543,115.241,140.848,0.129372,-50.0932,632.89,571.245,1204.13 
49,202.5,3.509,43.42,10,49,28608.7,-0.0570824,48.8381,12.9128,116.018,0.0536351,27.6404,500,1.34362,-2.66875,2.17747,1.70439,-0.858118,67.5508,14969.4,83.1898,13172.6,20577.5,0.918268,-3.0941,1.32677,1.27904,-1.28347,2.55454,14915.6,78.2982,13118.8,0.501536,0.990897,0.0108749,29739.9,-0.000152848,1.34114,13.1247,-10.685,115.444,89.8508,1.09878,12.87,11.6429,115.206,139.675,0.237413,-49.8244,585.492,512.55,1098.04 
50,202.5,3.509,43.36,10,50,28206.3,-0.131549,47.2059,13.295,115.885,-0.519626,325.512,70.2071,1.11415,2.73178,0.667769,-0.662382,0.513002,25.6914,14547.5,88.9943,13247.5,25936.7,0.952376,2.57001,0.344225,-0.824154,0.35123,0.898569,14527,87.134,13227.1,0.492882,0.989612,0.0119895,29473.6,-0.000388202,1.21084,13.5495,-11.1892,115.269,90.2249,1.02013,13.2908,12.353,115.245,140.404,0.0235812,-50.1793,571.71,521.631,1093.34 
51,202.5,3.509,43.36,10,51,29165.3,0.0299075,48.1012,13.3822,115.952,-0.0177366,62.7792,6.40223e-11,1.22658,-0.782812,-5.70313,-2.30567,-0.386604,47.8148,14460.4,87.7991,14074.5,20990.8,0.925503,-1.08389,-6.30529,-2.60675,-0.687681,0.353841,14422.3,84.3367,14036.4,0.476243,0.98987,0.010947,30283.5,-0.000332408,1.20875,13.6379,11.1032,115.321,89.8808,1.06802,13.4221,12.4871,115.235,140.04,0.0856489,-50.1595,570.084,557.488,1127.57 
52,202.5,3.509,43.36,10,52,28346.7,-0.0232806,46.6855,13.4993,115.924,-0.050838,158.355,500,-0.768102,-0.370908,-3.19177,1.08435,-0.203646,24.0826,14075.4,109.072,13703.7,20777.8,-0.919743,-0.52255,-3.49506,0.932707,-0.355288,0.198369,14056.2,107.328,13684.5,0.476163,0.986814,0.0142419,29519.7,-0.00034989,1.15943,13.6699,11.1972,115.281,89.7482,1.01861,13.5886,12.6273,115.259,139.926,0.0218008,-50.1776,552.837,544.419,1097.26 
53,202.5,3.509,43.36,10,53,29035.3,-0.150058,48.0276,13.4862,115.818,-0.0450198,192.115,480.5,0.512847,-0.790646,1.88395,-3.06633,-2.11827,7.26039,14719.3,103.919,13774.7,21366.6,0.46713,-0.836363,1.79252,-3.11205,-2.16399,1.46526,14713.5,103.393,13768.9,0.486037,0.987852,0.013644,30272.4,-0.000356251,1.214,13.6181,-11.2309,115.195,90.5605,1.02962,13.543,12.5574,115.055,140.612,0.140292,-50.0518,578.381,545.457,1123.84 
54,202.5,3.509,43.36,10,54,28315,-0.143333,47.3413,13.335,115.926,-0.278968,509.006,476.924,-2.33281,0.494727,0.823589,1.14466,-1.61007,12.2659,14579.7,93.8242,13327.8,25173.3,-2.41005,0.417492,0.669119,1.06743,-1.68731,1.34432,14570,92.936,13318.1,0.491906,0.988961,0.0126914,29619.4,-0.000451415,1.19465,13.575,-11.361,115.265,90.0579,1.00506,13.4134,12.5377,115.25,140.25,0.015008,-50.192,573.935,526.557,1100.49 
