cyc,time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
21,90,0,21,7565.11,0.00705125,18.2859,10.3379,88.9617,0.0124149,-6.73354,1.86887e-12,-0.306213,-1.17084,2.5733,1.73886,-0.41428,-76.6066,281.833,14.9323,8805.94,6156.53,0.176158,-0.688466,3.53804,2.22123,0.0680919,0.334337,383.312,16.9221,8907.42,0.0466212,0.928283,0.00348739,8221.84,4521.79,418.281,113936,-0.00118957,-0.0138787,-8.91364,7.01359,98.0362,55.6055,0.992732,10.5474,10.2964,88.9066,125.226,9.12961,-69.6204 
22,45,0,22,7936.22,-0.0394465,19.2029,10.399,89.0032,-0.00127691,14.8008,500,-0.367125,-1.01732,3.54761,-0.277662,-0.114366,-74.26,234.734,18.6301,9245.63,6501.23,0.10047,-0.549722,4.4828,0.189933,0.353229,0.0205192,333.105,20.559,9344,0.0389331,0.90252,0.00403669,8555.83,5041.78,451.672,127266,-0.00125886,-0.0145233,8.55734,8.49978,100.41,57.4268,1.0563,10.5555,10.1686,88.959,125.328,11.4512,-67.9007 
23,15,0,23,7779.16,-0.272985,18.2616,10.9482,89.4479,0.761644,-46.7994,474.815,0.0278348,0.83968,0.0476236,-0.746264,0.961902,-44.2134,430.212,20.0707,8795.7,7668.8,0.306235,1.11808,0.604424,-0.467864,1.2403,0.784225,488.78,21.2191,8854.27,0.0590276,0.929393,0.00439517,8280.54,4620.73,445.348,116331,-0.00097216,-0.0111401,7.22287,-5.13653,99.9513,58.1091,1.01567,10.6488,9.92796,89.2829,124.731,10.6685,-66.6215 
27,150,0,27,7720.64,-0.0127723,18.6275,10.3347,89.0651,-0.0397702,15.0208,500,0.0173419,0.678581,-2.47644,-2.2638,-0.881166,-91.3477,259.117,18.7128,8948.44,6286.23,0.592534,1.25377,-1.32606,-1.68861,-0.305973,0.100569,380.123,21.0854,9069.45,0.0454625,0.911517,0.00426442,8361.23,4670.65,435.978,117745,-0.00108167,-0.0157991,9.1013,7.47462,99.7465,57.7706,1.01815,10.4736,10.1871,88.9313,125.334,10.8152,-67.5631 
28,75,0,28,7090.12,-0.221383,17.6727,10.4855,88.9015,-0.0208433,157.13,3.94896,1.37508,0.855434,1.7476,-0.63124,-0.328698,-53.4401,185.147,13.2642,8520.88,6138.99,1.71158,1.19193,2.4206,-0.294743,0.00779961,0.519453,255.938,14.6522,8591.68,0.0327429,0.908937,0.00313168,7816.61,4253.75,418.763,106858,-0.00142584,-0.0131446,9.48493,9.04237,100.01,58.3073,0.95575,10.6606,10.3128,88.8401,126.527,11.1702,-68.2193 
29,30,0,29,7577.6,-0.290304,18.7997,10.5064,89.0963,-0.0761817,438.158,162.273,-1.11629,1.53607,-3.70982,0.583236,-0.49416,-35.0669,273.112,17.0993,8859.2,7516.48,-0.895486,1.75688,-3.2682,0.804043,-0.273353,-0.741998,319.564,18.0101,8905.65,0.0391789,0.910227,0.00371151,8156.53,4722.57,413.384,118952,-0.00126608,-0.0115514,8.81358,-7.76965,99.9143,56.0506,1.02699,10.4705,10.1181,89.0179,124.769,10.8964,-68.7182 
30,1,0,30,7277.53,-0.227368,18.4822,10.3379,88.9373,0.194077,-637.308,499.98,-1.13677,0.023169,0.922281,-0.0577013,-1.15449,-43.186,262.096,19.0595,8653.27,10246.3,-0.864838,0.2951,1.46614,0.21423,-0.882556,-5.42824,319.304,20.1812,8710.48,0.0399903,0.900409,0.00424982,7984.52,4542.14,442.478,114240,-0.00134075,-0.0144209,-10.3468,7.3883,100.081,60.4872,1.01038,10.4073,10.1119,88.9102,127.997,11.171,-67.51 
35,60,0,35,8155.98,-0.29292,20.171,10.4297,89.2553,0.0219573,247.779,499.858,-1.62548,-0.394816,-1.09047,-1.99382,-1.21322,-102.37,297.096,14.3189,9492.83,7025.6,-0.980878,0.249781,0.198727,-1.34923,-0.56862,1.08111,432.703,16.9779,9628.44,0.0485871,0.935748,0.00323767,8905.73,5381.42,489.747,135942,-0.00125562,-0.0160208,8.59829,7.96947,100.863,56.4313,1.10111,10.4725,10.0658,89.1988,125.708,11.6645,-69.2762 
38,105,0,38,7650.98,-0.0175282,18.3401,10.2984,89.1593,-0.0290465,23.9071,500,-1.17941,0.780087,0.822549,-0.0679017,0.225473,-80.0065,254.052,18.2762,8804.58,6171.09,-0.675629,1.28387,1.83011,0.435878,0.729253,0.492127,360.035,20.3543,8910.56,0.0438996,0.909972,0.00419027,8201.33,4598.75,440.018,115835,-0.00105456,-0.0161435,7.22118,8.77276,100.074,58.1394,1.01392,10.5141,10.0749,89.0813,124.798,10.9929,-66.6584 
39,120,0,39,7824.63,-0.0737226,18.3967,10.4965,89.199,-0.116738,60.0579,476.113,0.959618,0.675245,-2.27304,0.0751575,-1.26346,-57.5024,288.202,22.0758,8924.26,6514.32,1.3217,1.03732,-1.54889,0.437235,-0.90138,5.47676,364.374,23.5694,9000.43,0.0439812,0.898313,0.00480075,8284.75,4512.22,422.607,113703,-0.000972601,-0.0111136,8.50982,8.79699,100.629,55.8463,0.985231,10.67,10.308,89.024,125.118,11.6055,-69.2714 
41,90,0,41,7642.2,-0.0047801,18.1187,10.3869,89.2153,-0.00897502,3.10228,500,-2.16791,0.107593,-0.152062,-0.411503,1.23582,-112.349,316.628,21.0243,8736.19,6127.35,-1.46048,0.815025,1.2628,0.295928,1.94325,0.557924,465.454,23.9425,8885.02,0.0561853,0.917416,0.00493941,8284.27,4411.01,405.12,111103,-0.00102287,-0.0110871,7.68912,-6.73698,99.4788,55.2598,0.980244,10.5967,10.2498,89.0844,124.598,10.3944,-69.3379 
42,45,0,42,7669.67,-0.0136364,18.4143,10.2774,89.1748,0.0226815,5.11488,500,0.569116,-0.0778736,-0.953794,-0.378003,-1.54588,-66.0254,337.405,21.8523,8780.06,6164.54,0.98486,0.337871,-0.122306,0.0377413,-1.13013,2.13212,424.867,23.5673,8867.52,0.0516349,0.911517,0.00487192,8228.29,4683.81,428.642,117915,-0.000991998,-0.0131692,7.64355,7.88777,100.104,56.2874,1.03948,10.323,9.93946,89.0288,124.775,11.0751,-68.4872 
43,15,0,43,7409.57,-0.265319,17.3644,11.0015,89.2306,-0.22748,-365.789,446.239,-1.45308,-0.52048,-0.787474,0.365508,-0.82069,-71.4134,395.247,18.0348,8491.08,8927.57,-1.00341,-0.0708088,0.111868,0.815179,-0.371019,1.21588,489.846,19.8897,8585.68,0.0608864,0.933657,0.00424931,8045.25,4189.61,429.485,105189,-0.00098183,-0.0165265,-4.33997,5.51314,102.813,56.0275,0.959349,10.6546,10.0716,89.0873,124.566,13.7259,-68.5388 
47,150,0,47,7590.73,-0.00446548,17.6648,10.4444,89.1446,-0.0161518,7.14425,500,0.654954,-1.70569,0.0226044,1.59824,0.125357,-94.7971,350.146,26.0085,8599.54,6009.81,1.25187,-1.10878,1.21643,2.19515,0.722269,0.715584,475.721,28.4707,8725.11,0.0583434,0.905196,0.00597502,8153.82,4250.67,430.374,106922,-0.00079092,-0.00796595,-11.2281,7.37498,97.7694,53.9178,0.971686,10.3318,10.2743,88.9572,124.502,8.81218,-70.5847 
48,75,0,48,7429.99,-0.14633,18.0661,10.3712,89.6446,0.367145,13.333,500,0.864234,-0.0893278,-2.4498,-1.08771,-0.788006,-99.6505,327.666,13.892,8580.16,6258.76,1.49171,0.538145,-1.19485,-0.460237,-0.160533,6.57736,459.67,16.4803,8712.17,0.0565652,0.940962,0.00347251,8126.38,4415.67,435.695,110892,-0.000935503,-0.013307,8.51602,7.58367,101.043,54.0837,1.01008,10.245,9.96367,89.4789,123.924,11.5644,-69.8401 
49,30,0,49,7329.71,-0.00858953,17.6036,-10.5691,88.9995,-0.0100162,3.14691,500,-0.198036,0.409917,-3.25793,-1.02994,-2.05147,-87.6641,262.527,19.449,8612.15,6057.71,0.353961,0.961914,-2.15394,-0.477938,-1.49947,0.234965,378.653,21.726,8728.28,0.046982,0.908752,0.00456435,8059.54,4301.78,414.743,108111,-0.00123774,-0.0120774,8.83332,7.77218,101.753,57.1777,0.963281,10.7405,10.194,88.8891,124.422,12.864,-67.2444 
50,1,0,50,7677.42,-0.297435,18.4403,10.8726,88.562,-0.14466,520.62,395.5,-0.525808,-0.200592,-1.18492,-1.5118,0.260629,-36.6135,326.804,26.2828,8921.19,8978.45,-0.295263,0.0299531,-0.723827,-1.28126,0.491174,0.593178,375.305,27.2338,8969.69,0.045389,0.887321,0.0055619,8268.63,4610.12,433.093,115859,-0.00120396,-0.00619355,9.52388,8.0819,100.038,56.2382,0.999856,10.7192,10.1671,88.4094,124.161,11.6283,-67.9233 
55,60,0,55,7352.96,-0.273051,18.2529,10.4467,89.0888,-0.0628008,346.064,289.694,-1.35666,-0.277182,-0.362693,-0.0346198,0.187948,-72.482,276.573,19.8651,8584.09,6914.81,-0.900263,0.179218,0.550106,0.42178,0.644348,0.385486,372.588,21.7478,8680.1,0.0465091,0.90732,0.00459415,8011.08,4373.69,432.019,110049,-0.00117832,-0.0111471,8.64938,8.43283,101.513,57.199,0.985326,10.4457,10.2038,89.0059,124.479,12.507,-67.2799 
58,105,0,58,7451.87,-0.282301,18.497,10.4817,89.0015,0.594497,362.593,419.168,-0.308712,0.543855,-0.659114,-1.19513,0.731569,-111.97,214.384,21.9358,8710.92,13328.6,0.396334,1.2489,0.750978,-0.49008,1.43662,0.775341,362.709,24.8441,8859.25,0.0444559,0.892962,0.0051393,8158.85,4350.81,392.391,109538,-0.00129738,-0.00994097,9.03086,8.23314,100.582,56.4139,0.958481,10.5768,10.6124,88.9494,124.964,11.633,-68.5497 
59,120,0,59,7195.56,-0.217131,16.9436,10.6867,89.4043,-0.30551,278.639,332.034,-0.903926,-1.78013,-1.62666,0.484038,-1.26379,-97.2167,310.23,16.5392,8173.32,8665.62,-0.291778,-1.16798,-0.402361,1.09619,-0.651639,0.716163,439.011,19.0643,8302.1,0.0566842,0.929373,0.00421224,7744.86,3901.59,407.318,97911.3,-0.000859606,-0.01138,6.7583,6.89322,98.9339,57.0067,0.926796,10.5299,10.144,89.2509,124.13,9.683,-67.1237 
61,90,0,61,7264.24,-0.131138,17.1984,10.5897,88.8843,-0.171299,136.599,8.54404e-08,-1.65312,1.63569,-0.646905,0.309528,1.74573,-81.3162,297.407,17.0854,8296.86,6690.54,-1.14109,2.14771,0.377148,0.821555,2.25775,0.915496,405.124,19.1975,8404.58,0.0519314,0.923424,0.00419005,7801.15,4081.79,394.445,102598,-0.000897736,-0.0103567,7.60881,-7.1338,98.0149,55.7388,0.959412,10.427,10.0289,88.7256,123.555,9.28928,-67.8165 
62,45,0,62,7562.42,-0.292547,18.4931,-10.6765,89.0903,0.403726,234.494,386.009,-0.542127,-0.125872,-0.634066,1.62428,-1.53005,-59.8511,261.048,13.0778,8828.01,9509.27,-0.16526,0.250994,0.119667,2.00114,-1.15318,0.886395,340.331,14.6324,8907.3,0.0416116,0.930024,0.00301698,8178.75,4548.3,404.496,114470,-0.00125752,-0.00911298,9.94169,-7.74946,100.354,55.4833,0.992629,10.6004,10.3043,89.0403,124.417,11.3136,-68.9335 
63,15,0,63,6841.54,-0.266358,16.1331,11.0837,89.3416,-0.236716,358.737,9.12225,-2.87071,-2.06809,-2.84705,-1.69552,-0.668571,-56.0043,380.856,19.5071,7927.97,8585.41,-2.51807,-1.71544,-2.14176,-1.34288,-0.315927,0.733415,455.043,20.9618,8002.16,0.0606972,0.925399,0.00480225,7496.94,3703.14,415.227,92543.1,-0.000966803,-0.00924188,8.6045,5.59101,97.2991,54.7552,0.905156,10.6589,9.9353,89.1684,123.609,8.13071,-68.8533 
67,150,0,67,7314.34,-0.249592,17.4479,10.7281,89.209,-0.178493,185.872,30.5853,-0.518124,1.24963,-1.61193,-3.77482,-1.04973,-74.2426,266.674,22.6724,8429.07,7173.44,-0.0506381,1.71712,-0.676957,-3.30733,-0.582249,0.766571,365.022,24.6007,8527.42,0.0463864,0.894501,0.0052862,7869.15,4154.01,412.334,104317,-0.00103453,-0.0124537,8.57549,7.7097,99.4,55.6869,0.95166,10.5723,10.2213,89.0846,124.683,10.3155,-68.9958 
68,75,0,68,7658.28,-0.254762,18.6235,10.4835,88.9834,-0.0606827,246.776,480.54,-0.372556,-0.553771,0.0671533,-0.727242,-0.226616,-71.5648,356.8,18.7555,8801.8,6843.19,0.078069,-0.103147,0.968403,-0.276617,0.224008,-0.0872186,451.6,20.6143,8896.6,0.0545371,0.926027,0.00425019,8280.61,4601.19,453.18,115897,-0.00106376,-0.0127009,7.30162,-6.54631,99.2742,56.0189,1.01637,10.4696,10.073,88.842,124.616,10.4322,-68.5969 
69,30,0,69,7399.22,-0.0184736,17.758,10.5494,88.8699,-0.0374856,45.4841,7.87724e-05,1.20756,-3.38515,-2.35726,2.0565,-2.61765,-50.0886,342.337,14.8163,8553.35,6153.91,1.52296,-3.06976,-1.72647,2.37189,-2.30226,0.46109,408.688,16.1173,8619.7,0.0511242,0.935441,0.00343259,7994.03,4274.85,405.709,107462,-0.00105722,-0.0110185,7.49546,-6.05446,100.614,55.6434,0.972202,10.4788,10.1916,88.7245,123.899,11.8899,-68.2556 
70,1,0,70,7347.94,-0.0233686,17.5459,10.5533,89.0179,0.0778558,-45.8299,499.93,-0.7304,-0.721335,-1.50169,-0.0532966,0.296357,-43.6728,308.275,20.2528,8603.72,6143.95,-0.455404,-0.446339,-0.951698,0.2217,0.571353,0.1025,366.128,21.3872,8661.58,0.0458329,0.907255,0.00452794,7988.31,4255.85,433.573,106909,-0.00120321,-0.00971821,9.00111,7.67227,100.198,60.2764,0.956839,10.6967,10.2702,88.8449,124.975,11.3527,-64.6986 
75,60,0,75,7404.86,-0.0474916,17.6027,10.4234,89.4571,0.0427302,54.7359,0.01451,-0.00906808,0.247507,-2.97265,2.33302,-1.16719,-71.9631,306.193,18.6252,8481.19,6049.03,0.444065,0.700639,-2.06638,2.78615,-0.714056,2.79619,401.521,20.4944,8576.51,0.050513,0.918001,0.00438259,7948.85,4281.94,399.639,107684,-0.00104552,-0.00740621,9.96578,0.0630961,103.465,54.0376,0.980626,10.4103,10.1174,89.1327,124.087,14.3323,-70.0496 
78,105,0,78,7493.07,-0.249712,17.9278,10.6582,89.2209,0.365578,58.7851,413.157,0.198377,-0.497103,-0.532109,0.698871,1.09465,-101.485,265.9,19.9756,8692.81,6919.83,0.837404,0.141924,0.745944,1.3379,1.73368,0.844493,400.335,22.6115,8827.25,0.0490107,0.910048,0.00469651,8168.31,4368.3,427.596,109801,-0.00111048,-0.0118442,7.98726,8.47053,100.462,58.3827,0.973971,10.6056,10.2536,89.1872,124.849,11.2752,-66.4666 
79,120,0,79,7293.02,-0.219337,17.4133,10.5258,89.2533,-0.274885,319.082,0.00129524,-1.84871,0.893922,0.00822885,-0.437471,-0.053007,-101.398,317.822,23.4452,8336.94,8821.94,-1.21023,1.5324,1.28518,0.201006,0.585471,0.463126,452.142,26.079,8471.26,0.0571836,0.908317,0.00563898,7906.85,4198.58,429.535,105515,-0.000945785,-0.00169407,-30.4766,0.116881,95.9218,50.592,0.983393,10.3273,9.91473,89.1019,124.614,6.8199,-74.0218 
81,90,0,81,7032.14,-0.257035,16.9884,10.7071,89.4299,-0.586221,75.627,499.999,-1.0809,-1.21423,-0.750045,0.385451,-0.0727183,-82.2611,325.61,15.9538,8120.11,7364.57,-0.562919,-0.696252,0.285907,0.903427,0.445258,0.238437,434.579,18.0904,8229.08,0.0566141,0.932098,0.00403327,7676.17,3930.78,405.512,98505.7,-0.000945448,-0.0116837,5.50016,5.10217,102.625,56.3947,0.944532,10.4224,9.93664,89.2865,124.522,13.3382,-68.1272 
82,45,0,82,6522.97,-0.238569,15.4366,10.9313,89.4504,0.122248,-22.2023,68.1017,-1.97352,-0.943277,-1.32708,-0.0694238,0.646734,-86.8055,323.213,17.6819,7569.39,5581.5,-1.42693,-0.396686,-0.233902,0.477167,1.19332,0.39564,438.202,19.9366,7684.38,0.0608576,0.926253,0.00475648,7200.46,3361.49,364.278,83853.7,-0.000943758,-0.00782523,-5.49906,5.36228,97.6292,53.4436,0.859805,10.5419,10.0906,89.2799,124.15,8.3493,-70.7063 
83,15,0,83,7543.17,0.00395141,17.4047,10.7667,89.5678,0.00309148,3.08823,3.70359e-13,-0.60226,-0.95381,0.228912,1.89656,-0.497761,-79.1267,399.148,19.2974,8606.6,6100.5,-0.10402,-0.45557,1.22539,2.3948,0.000478444,0.599686,503.966,21.3526,8711.41,0.0616848,0.930972,0.0044949,8170.01,4369.79,472.551,109739,-0.000946495,-0.0105294,8.46737,6.46265,99.6291,56.8425,0.987103,10.6566,9.91926,89.4362,124.569,10.1929,-67.7267 
87,150,0,87,7359.88,-0.0107945,17.3922,10.3682,89.3555,-0.0168174,9.58297,500,0.399485,0.408935,-0.377991,-0.145418,-1.4114,-78.9407,263.45,17.9577,8388.96,5875.47,0.896553,0.906003,0.616146,0.351651,-0.914333,0.668028,368.021,20.0081,8493.53,0.0469275,0.913124,0.00432068,7842.32,4103.81,407.492,103114,-0.000883945,-0.00934427,9.51314,9.29166,99.7269,56.3332,0.952321,10.4063,10.2519,89.219,124.103,10.5079,-67.7697 
88,75,0,88,7767.94,-0.0448655,18.893,10.1926,89.1358,-0.00175298,22.6068,500,1.20222,-0.240828,0.614203,-0.176687,-1.55084,-101.142,316.977,19.0207,8977.41,6270.05,1.83908,0.396037,1.88793,0.460178,-0.913978,0.485472,450.957,21.6478,9111.39,0.0532481,0.922503,0.00435759,8468.98,4773.61,421.685,120276,-0.00105359,-0.0129087,5.96768,6.62842,98.3679,56.1788,1.04275,10.2325,10.1513,88.963,124.299,9.4049,-68.1207 
89,30,0,89,7100.46,-0.269175,17.1029,10.8027,88.8954,0.0116607,215.93,430.262,-0.267464,-0.838151,-0.726051,1.4365,0.366763,-66.4898,316.398,19.0614,8274.97,6096.44,0.151204,-0.419482,0.111287,1.85517,0.785432,0.955192,404.475,20.7884,8363.04,0.0520966,0.917479,0.00455813,7763.95,3973.89,391.312,99716.3,-0.0010825,-0.00949529,6.67931,7.29117,99.8324,57.0952,0.930588,10.5612,10.2192,88.7653,124.233,11.0672,-67.1376 
90,1,0,90,7493.38,-0.267237,18.1019,10.6659,89.7316,0.178405,50.0086,398.412,0.325783,-0.972689,-2.91475,-0.077492,0.429353,-105.909,376.997,23.5009,8722.17,6575.59,0.992665,-0.305807,-1.58098,0.589391,1.09624,2.99745,517.292,26.2518,8862.47,0.0622025,0.918434,0.00542694,8316.26,4521.56,448.959,113650,-0.00113245,-0.0101617,7.00863,7.7286,99.2787,57.0863,1.00767,10.5997,9.91771,89.5722,124.828,9.70652,-67.7417 
95,60,0,95,6913.24,-0.244657,16.4826,10.7937,89.1793,-0.0731337,607.42,0.337888,-0.149456,-1.70792,-1.6378,-2.83763,-1.59845,-69.8538,375.985,17.4281,8006.91,7237.64,0.290395,-1.26807,-0.758097,-2.39778,-1.1586,0.856751,468.518,19.2425,8099.45,0.0616794,0.932945,0.00435736,7596.03,3836.91,426.076,96032.2,-0.000953557,-0.0304707,5.51855,0.165095,98.8699,55.2041,0.93746,10.383,9.87853,89.0074,124.246,9.86257,-69.0424 
98,105,0,98,7527.64,-0.135293,17.5182,10.6965,89.3228,-0.791324,970.881,0.0143529,-0.0818653,-2.41941,-3.52434,0.415632,-0.0799675,-75.2887,349.998,14.9937,8556.13,31110.1,0.392208,-1.94534,-2.57619,0.889705,0.394106,0.0946477,449.732,16.9493,8655.87,0.0557503,0.938127,0.00359411,8066.89,4263.9,418.518,107181,-0.0008977,-0.00747606,8.06944,-7.61594,99.4439,52.9513,0.972109,10.5803,10.0583,89.1922,123.926,10.2517,-70.9751 
99,120,0,99,7562.49,-0.00989231,17.831,10.4934,89.4231,0.00869897,13.8719,44.8918,-1.86249,0.475848,-2.07173,-0.616902,-0.135759,-82.2861,316.683,20.6983,8575.73,6094.88,-1.34435,0.993982,-1.03546,-0.0987688,0.382375,0.0605737,425.686,22.8356,8684.74,0.0527606,0.914179,0.00482027,8068.25,4281,401.21,107624,-0.000928815,0.000354499,11.926,-0.0133478,102.193,51.7161,0.97329,10.4924,10.1644,89.4042,123.622,12.7888,-71.9059 
100,120,0,100,7797.85,-0.0147205,18.2115,10.6001,89.3436,-0.0122191,16.6571,500,-2.01728,0.121952,-1.95918,-2.24634,-0.00622201,-50.4001,315.101,17.4456,8914.35,6290.87,-1.69992,0.439309,-1.32447,-1.92898,0.311134,0.68487,381.865,18.7547,8981.12,0.0460897,0.920854,0.00383201,8285.25,4630.25,447.967,116574,-0.00102224,-0.0124249,9.14079,8.35231,100.176,55.8741,1.00641,10.6696,10.1269,89.2643,124.79,10.9113,-68.9161 
101,120,0,101,7413.43,-0.00222993,17.8451,10.4185,89.3657,-0.0230582,8.30182,500,-3.79249,-1.35435,0.177576,-2.06367,-2.37315,-39.4083,255.488,21.002,8625.08,6058.52,-3.54435,-1.10621,0.673863,-1.81552,-2.125,1.08511,307.692,22.0255,8677.28,0.0387341,0.888675,0.00465406,7943.7,4384.41,429.07,110193,-0.00109998,-0.0133912,8.25315,8.7774,102.309,56.8811,0.985753,10.5261,10.1177,89.3011,124.469,13.0075,-67.5877 
102,120,0,102,7486.21,-0.264849,18.1454,10.6168,89.1822,0.167203,223.752,276.815,-0.952662,-1.48479,-0.57975,-0.384664,-1.44328,-71.3291,239.098,15.943,8704.37,7489.15,-0.503522,-1.03565,0.318531,0.0644768,-0.994137,1.14813,333.586,17.7957,8798.86,0.0413028,0.914614,0.00371183,8076.58,4488.71,434.26,112864,-0.0011014,-0.0134687,9.24933,8.55163,100.259,54.2801,1.00054,10.443,10.1436,89.0916,123.309,11.167,-69.0285 
