cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,0,11018.9,-0.0765998,18.8443,-13.1623,114.455,-0.0430479,27.8324,419.36,-1.85108,-0.561607,-3.08396,-0.51743,-0.34376,-153.524,1530.57,35.6082,9535.76,8113.31,-0.88438,0.405092,-1.15056,0.449269,0.622939,-1.06326,1652.86,46.7253,9658.04,0.131529,0.952861,0.00883332,12566.4,-0.000197355,0.124673,12.9775,11.6826,113.883,91.7308,0.781656,12.9173,11.7734,113.654,140.954,0.228169,-49.2237 
1,97,43.248,4.5,48.55,-0.2,0.19,0.01,1,20209.3,-0.00560261,36.52,12.0366,114.539,0.00397966,-3.80705,1.01118e-08,0.523368,-2.04838,-0.511983,1.62281,2.38762,-66.6928,10317,15.0599,9688.86,14310.2,0.943315,-1.62844,0.327911,2.04276,2.80756,0.927019,10370.2,19.8893,9741.99,0.485072,0.996655,0.00374676,21378.6,2.25551e-05,1.0686,12.3405,9.76699,114.175,91.0063,0.938039,11.7169,10.7866,113.763,141.348,0.412479,-50.3415 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,20341.4,-0.0253332,36.6985,12.0747,114.5,0.0206918,0.497564,500,-2.30698,-0.768007,-1.19977,0.00258602,-0.651876,-61.2887,10464.1,13.9619,9677.6,14425.5,-1.92107,-0.382088,-0.427936,0.388505,-0.265958,0.835948,10512.9,18.3999,9726.42,0.488887,0.996946,0.0034727,21503.8,-3.32559e-05,1.0736,12.3097,9.90409,114.164,90.7672,0.93304,11.8559,10.7446,113.742,141.323,0.422822,-50.5556 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,10881.3,-0.0770522,19.852,12.3462,114.043,-0.038073,126.128,387.598,-2.07946,1.04958,1.23695,-0.617156,0.479342,-124.925,103.552,45.2591,10929.3,8135.03,-1.29283,1.8362,2.81019,0.169465,1.26596,0.413196,203.06,54.3052,11028.8,0.0160324,0.681194,0.00898889,12665.6,-0.00026294,0.0184398,15.2961,-11.3425,121.761,109.308,1.00584,11.9455,11.1361,113.317,140.979,8.44433,-31.6705 
4,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,4,10859.7,-0.107731,19.0308,13.0371,114.44,0.0416941,-107.725,5.73152,-1.50885,0.566064,2.87903,2.11694,0.359162,-126.475,1467.11,45.8024,9599.89,8222.9,-0.71247,1.36244,4.47179,2.91332,1.15554,0.51344,1567.85,54.9608,9700.63,0.125132,0.9422,0.010329,12529.6,-0.000356597,0.119424,13.4989,11.3968,113.747,91.9722,0.792709,12.8395,11.7572,113.745,141.008,0.00237251,-49.0354 
5,97,43.248,4.5,48.55,-0.2,0.19,0.01,5,21129.2,-0.0455133,37.7507,12.2929,114.335,-0.0361277,50.816,500,-3.92884,0.287169,3.9407,-0.180744,0.413832,-107.012,11001.9,39.4912,9948.65,15166.6,-3.25501,0.960995,5.28835,0.493082,1.08766,-0.155905,11087.1,47.2401,10033.9,0.494399,0.992599,0.00859817,22425.4,-7.30013e-06,1.08598,12.4125,10.1769,113.976,90.5882,0.903316,12.0416,11.203,113.552,140.976,0.424088,-50.3874 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,20014,-0.0128028,36.7171,11.8796,114.363,-0.00135912,26.9214,68.6108,-1.58459,-1.60335,1.31416,1.98359,3.52017,-80.3934,10249.8,4.58907,9663.13,14200.5,-1.07838,-1.09714,2.32659,2.48981,4.02638,0.651043,10313.9,10.4106,9727.17,0.484092,0.998237,0.00196764,21305.6,-8.75123e-05,1.06875,12.1152,9.89183,114.037,91.0208,0.939915,11.8005,10.6755,113.665,141.706,0.3721,-50.6851 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,11129.7,-0.0274336,20.486,12.1972,114.318,0.00914512,0.451489,3.89191e-12,-5.21208,-0.892799,-1.50563,-2.67561,-0.765723,-194.471,94.4517,32.5618,11206.3,8134.29,-3.98755,0.331732,0.943431,-1.45107,0.458808,1.25466,249.355,46.6439,11361.2,0.0190528,0.75338,0.00750604,13087.6,0.000173154,-0.0332602,10.2404,-12.2867,90,113,1.03831,12.0182,11.073,113.646,140.742,-23.6459,-27.742 
8,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,8,9955.42,-0.0665185,17.454,12.8217,114.267,0.0554129,56.9182,429.698,-0.356722,0.206944,0.136836,0.517001,1.45778,-132.201,1463.51,31.4267,8659.96,7387.78,0.47571,1.03938,1.8017,1.34943,2.29021,0.741002,1568.82,40.9996,8765.26,0.136733,0.956265,0.00854286,11473.6,-0.00029046,0.12358,12.7452,11.5042,113.943,90.9505,0.729046,12.8476,11.5216,113.605,140.429,0.337932,-49.4785 
9,97,43.248,4.5,48.55,-0.2,0.19,0.01,9,20892.5,-0.000589866,37.435,12.1453,114.091,-0.00213585,-2.37694,3.63798e-10,-5.17908,-2.06794,2.55275,2.11733,0.597924,-72.0581,10815.4,-6.95068,9886.42,14800.8,-4.72535,-1.61421,3.46022,2.57106,1.05166,-3.65478,10872.8,-1.73277,9943.82,0.491775,1.00028,-0.000321101,22109.3,-4.28297e-06,1.11069,12.4221,9.79215,113.696,90.3725,0.948999,11.8769,10.7348,113.317,140.627,0.378949,-50.2543 
