cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,-1,46.2227,10,0,6606.73,-0.0130395,16.1635,10.7017,119.252,-0.0284891,9.26032,500,-6.69891,-5.85543,-11.9069,-2.17631,-2.835,-200.64,-67.1386,1.64047,8119.54,5639.57,-5.43554,-4.59206,-9.38015,-0.912937,-1.57162,0.571532,92.6786,16.1693,8279.36,0.01107,0.766098,0.00358468,8372.03,-0.00115736,-0.0133456,17.9291,9.17634,116.988,76.7419,0.867274,10.9392,10.4593,118.634,138.417,-1.64565,-61.6754 
1,0.012,47.2347,1.37,1,6032.79,-0.0881681,15.4402,10.5637,119.195,0.0616206,175.435,2.25409,-1.50367,-7.39607,-11.8642,-4.85927,-4.98566,-193.112,112.35,21.4329,7440.97,5661.51,-0.287692,-6.18009,-9.43228,-3.64329,-3.76968,0.595407,266.171,35.4166,7594.79,0.0338599,0.811126,0.00851708,7860.96,-0.00104635,-0.0113296,22.9994,6.66732,115.515,71.0072,0.809034,10.9019,10.2263,118.493,137.129,-2.97739,-66.1219 
2,0.008,47.2307,1.36,2,6296.62,-0.0076805,16.1298,10.4143,119.179,0.0309114,-13.5083,1.13677e-11,0.652917,-5.71788,-12.0758,-2.70803,-1.74893,-204.149,188.815,2.24473,7646.05,5481.95,1.93839,-4.43241,-9.50491,-1.42256,-0.463457,0.315453,351.427,17.0276,7808.66,0.0430665,0.921835,0.00400084,8160.09,-0.00105026,-0.0136997,27.3974,5.11299,107.681,73.5027,0.860908,10.7476,10.123,118.512,137.909,-10.8312,-64.406 
3,0.25,47.4727,4.2394,3,6656.91,-0.320684,15.4481,11.7144,119.36,0.147075,467.47,499.277,-4.91298,-1.77087,-9.86974,-3.94448,-5.04126,-158.78,477.818,16.1406,7594.06,8129.14,-3.91318,-0.771069,-7.87015,-2.94469,-4.04146,0.59724,604.292,27.6383,7720.54,0.0725891,0.925892,0.00655125,8324.83,-0.00137497,0.0382607,14.3574,-13.1114,119.748,93.0297,0.736577,11.5929,10.9459,118.586,138.006,1.1622,-44.9763 
4,0.1,47.3227,2.565,4,6153.76,-0.0827743,14.8658,11.126,118.903,-0.383244,472.345,0.00132714,-3.85071,-6.90744,-9.81975,-6.86155,-2.76256,-209.456,711.914,1.14588,7038.72,11277.2,-2.53182,-5.58855,-7.18197,-5.54266,-1.44367,0.677775,878.753,16.3131,7205.56,0.108699,0.968535,0.00415313,8084.32,-0.00149486,0.0862357,-11.8233,-9.90951,118.154,90.4122,0.70023,11.4207,10.762,118.308,138.719,-0.154052,-48.3064 
5,0.004,47.2267,1.36,5,5895.43,-0.289262,15.0953,10.5956,119.188,-1.77867,-1708.13,272.98,-6.24309,-7.40176,-12.9373,-2.4751,-4.63085,-215.157,417.563,14.5812,6881.17,104110,-4.8883,-6.04698,-10.2277,-1.12031,-3.27606,0.599845,588.944,30.1612,7052.55,0.0770719,0.91775,0.00781645,7641.49,-0.00140727,0.00861155,-9.08828,6785.81,124.4,91.3527,0.759849,10.6452,10.1629,118.424,138.05,5.97611,-46.6975 
6,-1,46.2227,10,6,6233.98,-0.00990553,15.4184,-10.585,119.226,0.00825775,-23.8309,500,-7.42742,-4.41971,-13.926,-7.26957,-5.61286,-189.504,-126.736,9.64977,7781.38,5319.24,-6.23417,-3.22646,-11.5395,-6.07631,-4.41961,0.633621,24.2107,23.3722,7932.33,0.00304287,0.371832,0.00539837,7956.54,-0.00115686,-0.0168997,16.6322,9.46578,114.167,75.7321,0.851421,10.8782,10.27,118.568,136.88,-4.40066,-61.1477 
7,-1,46.2227,10,7,6321,-0.0513069,15.8671,10.6066,119.19,0.0336597,20.4937,500,-8.26403,-9.86834,-11.8094,-9.04796,-4.69425,-213.793,-55.8652,-14.2829,7911.17,5501.06,-6.91783,-8.52215,-9.117,-7.70177,-3.34806,0.743953,114.428,1.19835,8081.47,0.0139617,0.982003,0.00027308,8195.9,-0.00127503,-0.0164254,19.9515,6.85037,111.06,77.7212,0.85676,10.8538,10.4753,118.475,138.223,-7.41497,-60.5017 
8,0.016,47.2387,1.38,8,6407.76,-0.241482,16.2261,10.9464,118.96,0.283684,298.397,242.038,-4.64979,-5.21918,-16.0677,-3.04972,-4.35328,-189.367,21.9149,10.0072,7978.07,8537.7,-3.4574,-4.02679,-13.6829,-1.85732,-3.16088,0.477458,172.753,23.7198,8128.91,0.0208094,0.806267,0.00534644,8301.66,-0.0012108,-0.0124421,28.8226,6.7745,106.625,75.1375,0.827484,11.1229,10.6228,118.355,138.54,-11.7305,-63.4025 
9,0.2,47.4227,3.675,9,5829.7,-0.0174711,13.406,11.2471,119.347,-0.0798236,-66.1243,500,-4.0224,-6.71427,-11.3772,-4.90008,-4.22731,-177.544,488.099,-0.367837,6604.5,5080.15,-2.90446,-5.59632,-9.14132,-3.78213,-3.10936,0.627396,629.519,12.4885,6745.92,0.0853535,0.966448,0.00339865,7375.44,-0.001224,0.040059,14.3818,12.4361,119.745,91.577,0.655509,11.5899,10.6975,118.512,137.713,1.23243,-46.1357 
