cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
336,44.84,0.33,336,29163.1,-0.535261,59.9108,12.0097,120.705,0.257733,73.2055,0.837291,-4.21955,-4.18496,-0.948245,-1.29148,1.41992,165.316,2519.12,-39.2102,28782.8,24036.7,-5.2605,-5.22591,-3.03014,-2.33243,0.378975,0.804128,2287.25,-47.798,28550.9,0.0852147,1.03796,-0.00309347,26841,-0.00362379,0.318812,10.5516,10.2155,121.73,90.1257,2.55803,12.5327,11.6455,120.15,140.148,1.57977,-50.0227 
337,44.79,0.33,337,28689.9,-0.628658,58.9742,11.9685,120.231,0.922383,115.436,500,2.72783,-3.73375,4.13147,-2.06253,-0.837978,151.83,2608.5,-30.5743,27896.6,26443.3,1.7718,-4.68978,2.21941,-3.01856,-1.79401,1.40271,2395.55,-38.4615,27683.6,0.0914211,1.02891,-0.00256585,26203.4,-0.00339838,0.339282,10.2686,10.1826,121.064,90.4039,2.48792,12.4812,11.6997,119.722,140.334,1.34198,-49.9306 
338,44.77,0.33,338,30547.5,-0.0276841,61.2476,12.0812,119.963,-0.0613177,12.1322,500,-0.283076,3.72189,-0.52276,2.12073,-1.34819,51.8431,1090.67,-36.5713,31417.9,24111.9,-0.609518,3.39545,-1.17564,1.79429,-1.67463,1.67959,1017.95,-39.2645,31345.2,0.0363882,1.07239,-0.00231285,27974.8,-0.00385977,0.165357,10.8005,10.1485,121.673,91.3912,2.71732,12.6687,11.9049,119.454,140.635,2.21894,-49.2438 
339,44.85,0.33,339,30603.1,-0.267662,61.8141,12.1608,120.359,-0.580776,238.364,23.1066,-2.84932,-2.27722,1.08149,-1.78002,0.560071,106.733,2022.4,-26.4694,30351.3,28977.2,-3.52139,-2.94929,-0.262658,-2.45209,-0.112,0.971749,1872.7,-32.014,30201.6,0.0672516,1.03084,-0.00195647,27846.1,-0.00347975,0.259064,10.4631,10.0519,121.437,90.6455,2.65246,12.5846,11.8665,119.921,140.444,1.51645,-49.799 
340,44.765,0.33,340,31282.8,0.0204518,62.0848,12.1129,120.468,-0.293291,208.575,1.68769e-12,-2.00704,2.05874,-1.69526,5.2752,3.97729,146.475,1007.82,-38.3857,32092.3,26472.3,-2.92936,1.13643,-3.53988,4.35289,3.05498,2.70592,802.378,-45.9948,31886.9,0.0284278,1.1115,-0.0026642,28225.1,-0.00367028,0.149977,9.97594,10.6627,122.119,91.9086,2.75427,12.7247,11.9375,119.986,141.233,2.13294,-49.3245 
341,44.855,0.33,341,31235.8,-0.345299,62.3268,12.1732,120.452,0.439336,-346.042,0.0126576,-5.20812,3.83929,-4.67029,-0.58407,4.31743,115.097,2004.58,-16.822,30997.1,29647.9,-5.93285,3.11456,-6.11975,-1.3088,3.59269,0.0803121,1843.15,-22.8011,30835.6,0.0649871,1.02213,-0.00136398,28361.8,-0.0032606,0.239471,10.3722,10.4032,121.623,90.7072,2.64954,12.6603,11.991,119.952,140.404,1.67135,-49.6966 
342,44.815,0.33,342,29969.9,-0.026644,60.5224,11.9304,120.489,-0.0588859,1.08772,500,-2.83916,-0.914417,-7.16138,0.755359,-1.60277,167.116,3167.05,-46.5217,28607.3,23507.5,-3.89145,-1.9667,-9.26595,-0.296927,-2.65506,0.487392,2932.65,-55.203,28372.9,0.107292,1.03406,-0.00359693,27333.4,-0.00343343,0.413584,10.5674,9.85066,121.126,89.9102,2.53397,12.569,11.6768,119.92,140.059,1.20654,-50.1485 
343,44.795,0.33,343,28864.7,-0.72027,59.0044,-12.0687,120.614,0.0402051,888.134,3.9477e-05,-6.20597,3.50389,-3.66387,-1.42422,-3.04286,173.243,2872.68,-22.197,27887.4,24343.9,-7.29683,2.41303,-5.8456,-2.51509,-4.13373,0.663625,2629.69,-31.1966,27644.5,0.0995946,1.0212,-0.00208314,26403.9,-0.00321597,0.34187,10.541,10.3601,121.778,89.8486,2.43895,12.4884,11.8539,120.031,139.915,1.7473,-50.0662 
344,44.83,0.33,344,27107.9,-0.197571,56.4512,11.8128,120.159,0.284952,-29.3445,499.972,-5.14179,-4.44619,-5.42803,1.58859,-1.85357,142.039,2844.87,-39.9587,26306.5,21980.3,-6.03618,-5.34058,-7.2168,0.694208,-2.74795,0.650472,2645.64,-47.3374,26107.2,0.105413,1.03232,-0.00335128,25097.9,-0.00349532,0.35788,10.5847,9.90813,121.039,90.1014,2.42299,12.3693,11.4513,119.556,140.378,1.48368,-50.2763 
345,44.81,0.33,345,26769.9,-0.850441,57.3064,11.8186,120.834,-0.213605,769.698,500,-7.52389,-2.65573,-2.22313,-2.19999,-6.16517,175.604,3065.38,-43.7383,25948.8,27399.9,-8.62962,-3.76146,-4.43459,-3.30572,-7.27089,0.838167,2819.08,-52.8605,25702.5,0.11311,1.03393,-0.00380293,24923.3,-0.00373801,0.395183,10.5623,9.91205,121.809,90.1605,2.39413,12.2749,11.5214,120.245,140.42,1.56435,-50.2594 
