cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
84,44.84,0.21,84,34530.9,-0.881378,68.1476,12.4731,120.204,1.14205,456.194,0.190602,5.01181,1.56271,-3.16036,-0.177621,3.92476,144.108,3741.59,-28.8501,32874.2,44631,4.1044,0.655304,-4.97517,-1.08503,3.01735,3.89784,3539.46,-36.3362,32672.1,0.111876,1.01829,-0.0020529,31637.5,-0.00386838,0.44229,10.6892,10.2654,121.295,88.318,2.7441,12.9609,12.0439,119.514,138.128,1.7805,-49.8105 
85,44.79,0.21,85,29628.2,-0.0790589,60.2649,11.9721,120.482,0.0602513,4.54059,1.3778e-11,-1.83322,1.88245,-0.115387,-6.92595,-2.01188,157.156,2159.77,-39.0404,29508.7,23496,-2.82279,0.892876,-2.09453,-7.91552,-3.00145,0.859817,1939.34,-47.2044,29288.3,0.0714906,1.04449,-0.00297779,27127.2,-0.00383801,0.286457,10.1044,9.96536,121.764,88.653,2.6777,12.5665,11.5169,119.833,138.143,1.93143,-49.4902 
86,44.77,0.21,86,32145.1,-0.866122,64.2637,12.3936,120.063,-0.126048,-271.224,6.39128,-0.214067,7.65133,-8.18556,-3.3004,2.50818,255.505,1017.38,-54.0339,33203.5,27040.3,-1.82291,6.04248,-11.4032,-4.90925,0.89933,-0.0187293,659.007,-67.3069,32845.1,0.0227984,1.21763,-0.00378918,28905.8,-0.00407861,0.144306,9.85575,10.459,121.773,90.002,2.90576,12.8648,11.6552,119.442,138.763,2.33118,-48.7613 
87,44.85,0.21,87,30586.8,-0.870428,62.6368,12.1824,120.331,1.0506,-76.5186,372.45,-1.88975,-0.682194,-0.507955,1.20105,-4.73161,102.829,2615.36,-32.7648,30079.5,27457.3,-2.53724,-1.32968,-1.80293,0.553562,-5.3791,0.828217,2471.13,-38.1066,29935.3,0.0875805,1.02773,-0.00235045,28215.5,-0.00383345,0.330003,10.2222,10.192,121.464,88.7274,2.63768,12.6404,11.8077,119.699,138.472,1.76534,-49.7442 
88,44.765,0.21,88,34007.7,-0.358188,67.2753,12.4639,120.526,0.0155352,381.482,500,1.54568,0.140916,-4.19031,-3.37582,-3.04684,140.058,591.58,-57.6205,35790,27489.3,0.663773,-0.74099,-5.95412,-4.25772,-3.92875,0.581221,395.135,-64.8962,35593.5,0.012744,1.40334,-0.00336995,31005.6,-0.00476711,0.115788,10.1553,10.1056,123.242,90.4539,2.96417,13.0856,12.1447,119.959,139.432,3.28228,-48.9778 
89,44.855,0.21,89,29137.3,3.85877e-06,60.7555,11.79,120.602,-0.0733547,-19.1161,500,-0.956202,3.92387,-6.37334,3.59826,-1.91594,213.873,2094.17,-59.4343,29383.7,23363.8,-2.3029,2.57717,-9.06674,2.25156,-3.26264,0.0751574,1794.19,-70.5446,29083.7,0.066932,1.07389,-0.00448821,26806.2,-0.00423115,0.286729,10.2553,9.81449,122.097,88.8595,2.7058,12.431,11.5045,119.981,138.415,2.11612,-49.5556 
90,44.815,0.21,90,31332.1,-0.209278,63.8511,12.1047,120.321,-0.0756929,180.368,375.547,3.96551,0.472321,-2.44116,-3.51249,-4.11472,192.631,3373.27,-30.8687,30309.3,25604.9,2.75257,-0.740622,-4.86705,-4.72544,-5.32766,0.622949,3103.09,-40.8755,30039.1,0.107237,1.0236,-0.00251293,28936.7,-0.00421589,0.410629,10.5041,10.3273,121.445,89.6582,2.64679,12.7411,11.8009,119.637,139.384,1.80851,-49.726 
91,44.795,0.21,91,32160.8,-0.189626,63.7168,12.275,120.532,-0.155095,741.284,6.04142e-06,-4.0174,-1.00691,-0.249538,0.386407,-0.0508321,141.968,2428.17,-51.154,31859.2,29203.4,-4.91134,-1.90085,-2.03741,-0.507528,-0.944767,0.80223,2229.04,-58.529,31660.1,0.0756719,1.04816,-0.00341708,29456.7,-0.00400255,0.302967,10.6288,10.4117,121.853,88.5356,2.67976,12.9112,12.0286,119.861,138.188,1.99208,-49.6519 
92,44.83,0.21,92,35240.4,-0.235673,67.7342,12.5783,120.47,-0.0812363,349.207,0.00111073,-2.13265,1.06122,-5.44775,-0.175574,-4.34039,127.868,4055.41,-16.7785,33346,28658.2,-2.9378,0.256062,-7.05806,-0.980727,-5.14555,0.555148,3876.06,-23.421,33166.6,0.119634,1.01069,-0.00130252,32399.4,-0.00395215,0.429457,11.3248,10.7253,121.659,89.2956,2.72707,13.165,12.1047,119.77,139.274,1.88905,-49.9788 
93,44.81,0.21,93,33221.8,-0.0628272,66.4553,12.0963,120.372,-0.0161551,12.8786,500,-0.586286,0.923788,-11.419,1.36631,-3.66984,140.58,3528.59,-25.4726,31905.7,26175.1,-1.47148,0.0385896,-13.1894,0.48111,-4.55504,0.294541,3331.41,-32.7755,31708.6,0.108867,1.01752,-0.00190772,30600.8,-0.00405638,0.423146,10.6474,10.2124,121.512,88.9345,2.77169,12.789,11.7764,119.712,138.675,1.8002,-49.7409 
94,44.775,0.21,94,34517.1,-0.993845,68.4168,12.6061,120.323,1.10484,-147.421,36.3987,1.2939,-0.706294,-4.8764,2.87134,1.65947,113.03,1357.65,-52.7177,35590.4,33378.3,0.582184,-1.41801,-6.29985,2.15962,0.947751,-0.563895,1199.11,-58.5894,35431.8,0.0378621,1.0935,-0.00305538,31670.5,-0.00466084,0.17546,10.4747,10.805,122.09,89.6166,2.98095,13.0519,12.0251,119.762,138.556,2.32769,-48.9396 
95,44.86,0.21,95,30925,-0.959038,62.9297,12.4006,120.567,-5.79476,19562,85.344,-3.76962,0.908084,-9.11198,-5.18625,-1.30337,120.227,1792.47,-51.8555,31505.3,3.71556e+06,-4.52666,0.151046,-10.6261,-5.94329,-2.06041,0.538105,1623.84,-58.101,31336.6,0.0568305,1.0668,-0.00342714,28573.3,-0.00436534,0.250954,10.4301,9.90943,122.021,89.0368,2.74832,12.8595,11.7044,119.961,138.486,2.05945,-49.4487 
