cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
273,44.84,0.57,273,28795.5,-0.558022,58.3907,-12.183,120.834,0.360789,277.551,500,-4.41306,1.64173,-2.54612,-2.11359,-0.872056,190.033,2582.72,-45.6621,28340.4,26417.3,-5.60965,0.445147,-4.93929,-3.31018,-2.06864,0.680978,2316.18,-55.534,28073.8,0.0875363,1.0438,-0.00365727,26459.7,-0.00369634,0.324174,10.6925,10.0027,121.954,90.2378,2.49715,12.7565,11.6007,120.185,140.315,1.76873,-50.0768 
274,44.79,0.57,274,26750.5,-0.510435,56.6724,11.6664,120.679,2.21869,-1827.71,499.999,-6.31678,-3.31994,-4.86441,-1.65319,1.30919,163.145,2236.9,-39.1507,26643.2,153530,-7.34407,-4.34722,-6.91897,-2.68047,0.281913,0.670663,2008.08,-47.6258,26414.4,0.0812182,1.0433,-0.00333242,24724.5,-0.00339439,0.296172,9.95531,9.57861,121.618,90.2808,2.58294,12.1352,11.0613,120.16,140.421,1.45832,-50.1405 
275,44.77,0.57,275,29238.3,0.0942519,59.1157,11.9531,120.223,-0.167525,16.5094,7.8857e-07,-2.6431,-2.9583,3.56468,-1.88,0.114577,93.0579,1065.87,-34.4639,30174.3,23092.7,-3.22906,-3.54426,2.39276,-2.46596,-0.471384,1.32697,935.345,-39.2981,30043.8,0.0349361,1.07936,-0.00241534,26773,-0.00379424,0.152041,10.0896,10.2323,122.104,90.5046,2.72752,12.5527,11.5457,119.74,139.604,2.36419,-49.0998 
276,44.85,0.57,276,27146.1,-0.806809,57.0982,11.9294,120.845,0.756265,-107.787,483.872,-3.83198,-5.04989,4.25066,-1.33008,-5.69934,86.2587,1965.25,-47.4716,27377.2,24827.2,-4.37513,-5.59303,3.16436,-1.87323,-6.24249,1.2121,1844.26,-51.9525,27256.2,0.0729402,1.05185,-0.00352358,25284.6,-0.00374404,0.273235,9.89064,10.0726,122.014,90.927,2.55347,12.3667,11.3192,120.265,140.833,1.74877,-49.906 
277,44.765,0.57,277,28115.3,-0.784965,58.3488,11.9919,120.225,-0.539115,1278.15,7.78051,-1.8279,-4.08598,-0.923843,1.21236,-1.89338,134.556,1013.53,-37.9013,29048.8,45209.4,-2.67516,-4.93324,-2.61837,0.365098,-2.74065,0.792231,824.801,-44.8912,28860,0.032163,1.10527,-0.00287359,25644.4,-0.00353267,0.134794,10.2811,10.3127,121.98,91.1526,2.70014,12.3073,11.4142,119.783,139.59,2.19645,-48.4375 
278,44.855,0.57,278,24401.9,-0.0115236,52.9057,11.5478,120.368,0.00952041,3.32749,6.28994e-11,-4.51125,1.82001,0.410694,-2.54655,-8.25676,107.882,1336.84,-58.2644,25346.3,19889.3,-5.19055,1.14071,-0.947909,-3.22586,-8.93606,0.944759,1185.53,-63.8687,25195,0.0518758,1.10409,-0.0046916,22853.2,-0.00396823,0.229904,9.87817,9.33279,121.534,90.442,2.43987,12.2023,11.1832,119.908,140.088,1.62594,-49.6463 
279,44.815,0.57,279,27630.3,0.0420884,57.2489,11.5911,120.39,-0.107802,-33.4974,499.992,-0.0551703,-1.03168,1.97871,-2.60655,0.681233,130.58,3337.72,-10.147,26134.5,21719.2,-0.877398,-1.85391,0.334253,-3.42877,-0.140995,1.05602,3154.56,-16.9303,25951.4,0.123841,1.00948,-0.00120321,25472.8,-0.00309245,0.397074,10.6582,9.84237,121.384,89.6973,2.50348,12.1179,11.2039,119.881,139.606,1.5029,-49.9085 
280,44.795,0.57,280,29865.1,-0.424827,60.5272,11.9339,120.458,1.33794,-1333.16,500,-1.9565,-0.335451,2.51446,-0.247208,-4.84236,103.2,2983.89,-14.7139,28561.7,81579.3,-2.60632,-0.985274,1.21482,-0.89703,-5.49218,1.13858,2839.14,-20.0749,28417,0.104083,1.01253,-0.00130303,27277.7,-0.00306258,0.350601,10.4573,10.2794,121.544,89.8968,2.58716,12.3937,11.5651,119.954,139.576,1.59051,-49.6795 
281,44.83,0.57,281,30968.5,-0.123429,61.3176,12.2752,120.466,-0.585998,570.692,500,-4.19096,-0.84824,2.37637,-6.36923,-1.17202,118.789,3500.31,-17.6918,29478.4,35389,-4.93895,-1.59622,0.880402,-7.11721,-1.92001,1.05992,3333.7,-23.8627,29311.7,0.116801,1.01269,-0.00150191,28541.8,-0.00352233,0.382354,11.1088,10.8807,121.505,90.471,2.47314,12.862,12.0156,119.823,140.613,1.68259,-50.1417 
282,44.81,0.57,282,30129.7,-0.0681321,61.1282,11.8937,120.062,0.0928477,-103.315,500,3.79447,-1.55343,-2.15388,-0.0578005,-2.80738,196.653,3734.58,-15.8771,28296.5,23979.8,2.5562,-2.7917,-4.63042,-1.29607,-4.04565,0.546377,3458.75,-26.0929,28020.7,0.125515,1.01338,-0.00171832,27556.5,-0.00325037,0.427313,10.8734,10.2131,121.148,89.2624,2.54218,12.4708,11.5735,119.42,139.108,1.72846,-49.8452 
283,44.775,0.57,283,27364.6,-0.879292,58.376,11.8904,120.559,0.402102,64.896,498.877,-0.228148,-2.37528,0.28362,-3.92244,-1.00482,233.368,1273.97,-29.9982,28244.9,23445.2,-1.6976,-3.84474,-2.65529,-5.3919,-2.47428,0.834703,946.645,-42.1212,27917.6,0.037933,1.08444,-0.00278706,24955.7,-0.00375004,0.180682,10.0568,10.0691,122.224,91.2437,2.61873,12.256,11.5009,120.113,140.158,2.1103,-48.9144 
284,44.86,0.57,284,23553.6,-0.7992,52.9994,-11.3633,120.372,0.74471,66.3382,394.372,-2.09749,-0.311204,-7.3504,-3.91234,-3.24648,158.299,1223.46,-47.809,24376,21213.5,-3.09426,-1.30797,-9.34394,-4.90911,-4.24325,0.591941,1001.43,-56.0323,24154,0.0459924,1.10854,-0.00429165,21773.9,-0.00360077,0.220926,9.059,9.2099,121.516,90.409,2.49087,11.7752,10.9173,119.884,140.195,1.63234,-49.7862 
285,44.76,0.57,285,26796.6,-0.796106,57.027,11.8266,120.177,0.253682,1005.11,0.00345461,-1.99321,-4.92054,-5.51882,2.49523,-4.98068,134.22,436.61,-58.6228,28362.8,30255.5,-2.83836,-5.76568,-7.20911,1.65008,-5.82583,0.639344,248.353,-65.5953,28174.5,0.0101458,1.85947,-0.00430722,24478.5,-0.00385275,0.103419,9.15711,10.0066,122.487,92.1138,2.69762,12.2037,11.3122,119.717,140.36,2.76964,-48.2462 
286,44.785,0.57,286,28084.7,-0.672798,59.1326,11.8241,120.126,23.5829,-24961,500,-6.38733,-3.80603,2.00148,-4.70329,-1.10961,152.314,1993.68,-48.8799,28095,1.91853e+07,-7.34641,-4.76511,0.0833285,-5.66237,-2.06869,1.00422,1780.04,-56.7923,27881.3,0.0691064,1.05914,-0.00376637,25758,-0.00364001,0.291033,9.93076,9.80152,121.232,90.6579,2.5924,12.2734,11.5153,119.664,140.382,1.56784,-49.7245 
287,44.835,0.57,287,33615.9,-0.859019,66.2216,12.4975,120.651,1.40062,-1452.12,499.53,-4.86733,0.42706,-1.96943,-4.17059,-1.87215,194.339,3586.61,-5.87416,32041.3,93150.1,-6.09103,-0.796638,-4.41682,-5.39429,-3.09585,0.776867,3314.03,-15.9697,31768.7,0.108177,1.0085,-0.000926859,30635.1,-0.00353857,0.414915,10.8637,10.332,121.73,90.222,2.64006,12.9452,12.129,120.079,140.321,1.65081,-50.0985 
288,44.8,0.57,288,26798.3,-0.0632535,56.065,11.606,120.2,-0.0197334,73.468,499.998,-2.07107,-3.18665,-0.15089,-0.952402,-3.87464,143.506,2811.78,-33.2127,25905,21229.3,-2.97469,-4.09027,-1.95813,-1.85602,-4.77826,0.874939,2610.5,-40.6675,25703.7,0.105621,1.02803,-0.00292303,24715.7,-0.00331716,0.361645,10.1786,9.97987,120.81,89.9203,2.46331,12.2054,11.2332,119.693,139.863,1.11657,-49.9425 
289,44.82,0.57,289,29006.4,-0.0138382,58.8303,11.9499,120.536,-0.0719996,34.7774,2.45414e-11,-4.3205,-4.35705,-6.88608,0.638251,-4.00377,170.869,3192.62,-36.5552,27770.6,22967,-5.39642,-5.43297,-9.03792,-0.437668,-5.07969,0.643961,2952.96,-45.4316,27530.9,0.11089,1.02767,-0.00304911,26629.6,-0.00341503,0.373628,10.7924,10.2535,121.686,89.858,2.4807,12.5563,11.6071,119.875,139.853,1.81137,-49.9949 
290,44.825,0.57,290,30681.8,-0.484484,61.9944,12.1994,120.666,4.59112,-3275.71,0.0020513,-1.44132,-1.5376,2.2893,-1.75992,-1.94465,165.965,3680.74,-30.7339,29182.8,514194,-2.48636,-2.58263,0.199222,-2.80496,-2.98969,1.01868,3447.95,-39.3554,28950,0.121643,1.02038,-0.0025105,28344.9,-0.00358916,0.431143,10.6905,10.4261,121.612,89.4833,2.52519,12.6786,11.7998,120.025,139.539,1.58759,-50.0553 
291,44.805,0.57,291,29576.3,-0.678476,58.9471,12.3,120.562,-3.0382,6919.04,475.124,-5.58128,0.889744,-5.43899,-4.24805,-2.88286,152.421,3064.06,-29.9872,28476.1,707921,-6.54103,-0.0700086,-7.3585,-5.20781,-3.84261,0.680343,2850.28,-37.9052,28262.4,0.10496,1.02383,-0.00247673,27155.9,-0.00344008,0.342415,11.1592,10.7431,121.772,90.225,2.39755,12.7998,12.0297,119.873,140.195,1.89898,-49.9703 
292,44.78,0.57,292,31452.7,-0.135945,61.0632,12.4406,120.223,0.0846344,2.23367,499.635,1.96859,-0.0162548,-4.41137,-5.80928,-2.47502,160.415,1879.89,-33.8161,31623.5,24735.6,0.958502,-1.02634,-6.43155,-6.81937,-3.4851,0.617258,1654.89,-42.1494,31398.5,0.0577471,1.04665,-0.00247897,28657.6,-0.00367275,0.217643,11.0564,10.8365,121.544,91.257,2.59665,13.0107,12.1467,119.63,141.064,1.91467,-49.807 
293,44.845,0.57,293,28755.2,-0.0141968,59.3383,11.8145,120.311,-0.0385309,-24.8279,500,-2.62246,-0.82981,-2.14622,-7.94791,-1.99001,161.827,2472.81,-20.1348,28389.2,22852.7,-3.64145,-1.84879,-4.18419,-8.96689,-3.009,0.806738,2245.83,-28.5414,28162.3,0.0848591,1.02275,-0.0018704,26465.4,-0.00371094,0.308767,10.5815,10.2716,121.436,90.2358,2.55049,12.4075,11.7035,119.75,139.916,1.68654,-49.6797 
