cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
42,5.3,6,44.2,42,32262.6,-0.238808,64.9817,11.5939,114.723,0.985286,-1973.38,382.687,1.5527,1.14168,3.99271,-0.815678,2.45723,54.9161,389.836,42.6108,33410.6,87820.2,1.20691,0.795889,3.30112,-1.16147,2.11144,0.472149,312.811,39.758,33333.6,0.009297,0.818047,0.00219232,33646.4 
43,5.3,6,45.34,43,33411.4,-0.0475497,66.2073,11.7171,114.959,0.00301925,12.8402,500,0.212516,3.51886,7.1164,-2.01533,0.36261,57.6204,545.056,36.7619,34356.7,25254.7,-0.150304,3.15604,6.39076,-2.37815,-0.000209728,0.0893943,464.238,33.7686,34275.9,0.0133632,0.887079,0.00181156,34740.1 
44,5.3,6,45.22,44,32006.7,-0.453359,64.6615,11.547,114.843,2.38745,-5453.4,454.396,2.46617,4.33207,5.52876,0.653009,1.76668,36.6727,745.749,34.1535,32593.9,448140,2.23525,4.10115,5.06692,0.422091,1.53577,0.620773,694.312,32.2485,32542.5,0.0208898,0.924828,0.00182213,33236.8 
45,5.3,6,44.5,45,30947,-0.0258198,63.632,11.2907,114.762,-0.0415764,116.715,500,3.76766,0.464551,4.42452,-0.293442,1.67537,36.9638,870.403,41.8387,31689,23545.9,3.53491,0.2318,3.95901,-0.526193,1.44262,0.541895,818.558,39.9185,31637.1,0.0252208,0.921369,0.0023189,32455.7 
46,5.3,6,44.56,46,33903.8,0.0907507,67.6937,11.5079,114.713,-0.124001,321.873,1.55975e-12,2.18155,0.45587,4.12706,2.93495,-2.94519,61.0945,1175.99,38.3536,34124.5,26658.8,1.79685,0.0711737,3.35767,2.55026,-3.32988,0.244799,1090.3,35.1798,34038.8,0.0310369,0.946552,0.00190024,35129.1 
47,5.3,6,44.26,47,33449.1,-0.396979,66.4898,11.7214,114.592,0.188736,-226.924,4.69205e-09,5.17159,2.15269,4.04695,2.02459,2.99285,35.589,551.323,41.2262,34323.9,26764.8,4.9475,1.92859,3.59876,1.8005,2.76876,0.760786,501.406,39.3774,34274,0.0144184,0.879171,0.00211193,34775.4 
48,5.3,6,44.74,48,33159.4,-0.506697,66.872,11.6302,114.794,0.842784,107.736,200.07,5.324,2.35544,7.182,3.20868,-1.95844,63.6711,1243.22,54.2346,33498.4,28273.6,4.92308,1.95452,6.38016,2.80776,-2.35936,0.534504,1153.91,50.927,33409.1,0.0333857,0.928303,0.00280014,34563 
49,5.3,6,44.44,49,32228.5,-0.0134305,64.3791,11.5317,114.341,-0.0718816,176.66,500,4.66074,0.301277,2.8358,-1.89059,0.358633,85.8352,861.314,49.6027,32794.2,24581,4.12026,-0.239204,1.75484,-2.43107,-0.181848,0.419498,740.921,45.1437,32673.8,0.0221735,0.903648,0.00253868,33414.8 
50,5.3,6,45.4,50,33429.6,-0.460443,65.7402,11.8399,114.72,0.457635,-328.294,466.009,0.478155,3.4186,-2.40386,2.13354,-1.28547,34.3688,500.876,41.6799,34288.2,30228.8,0.261744,3.20219,-2.83669,1.91713,-1.50188,3.72106,452.67,39.8945,34239.9,0.013048,0.866378,0.00214172,34692.6 
51,5.3,6,45.28,51,33469.8,-0.0391365,66.1646,11.6259,114.414,0.025727,4.8733,1.03206e-10,2.56511,2.06585,1.53467,1.2331,-3.02941,45.4027,674.963,43.1394,34204.6,25044.8,2.27922,1.77996,0.962896,0.947211,-3.3153,0.637189,611.281,40.7808,34140.9,0.0175897,0.895456,0.00219554,34752.2 
