cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
147,24.3,25,44.2,147,33156.8,-0.476543,66.2292,11.6904,114.771,0.868052,-771.238,10.7927,1.80546,1.47228,4.04363,-0.0399439,-0.25753,39.1477,448.579,32.8664,34143.8,46998,1.55896,1.22577,3.55063,-0.286447,-0.504033,0.359656,393.671,30.8328,34088.9,0.0114165,0.879459,0.00166338,34482.6 
148,24.3,25,45.34,148,32205,-0.0361015,64.0751,11.5581,114.942,-0.0397016,9.248,500,4.36705,5.28574,2.99077,-0.416095,0.977191,40.2367,653.874,47.1693,32953.5,24120.5,4.11369,5.03238,2.48405,-0.669455,0.723831,0.787407,597.438,45.0791,32897.1,0.0178369,0.883357,0.00251789,33494.5 
149,24.3,25,45.22,149,34504.5,-0.139645,67.6922,11.8127,115.046,0.227649,-219.825,7.65723e-08,4.3959,-0.320686,2.06627,1.612,-1.98355,65.624,850.238,56.52,35079.6,27659.6,3.98268,-0.733903,1.23984,1.19879,-2.39677,0.623221,758.194,53.111,34987.5,0.0212107,0.8908,0.00278851,35745.7 
150,24.3,25,44.5,150,33565.9,-0.104906,66.1564,11.7038,114.975,-0.0102138,48.3813,5.06315e-11,3.76942,1.12502,5.36453,1.29306,0.490349,78.9705,1041.39,54.8626,33890.5,25221.6,3.27216,0.627762,4.37002,0.795805,-0.00690673,0.517596,930.624,50.7603,33779.8,0.0268111,0.912865,0.00276046,34710.4 
151,24.3,25,44.56,151,34568.3,-0.455931,68.0166,11.7997,115.164,0.403119,-770.898,431.193,4.23005,0.736699,-1.78135,0.748284,1.25966,65.4489,1254.73,40.9389,34614.4,36243,3.81793,0.324584,-2.60558,0.336169,0.847548,1.9577,1162.94,37.539,34522.6,0.0325884,0.946531,0.00199905,35685.5 
152,24.3,25,44.26,152,33941.9,-0.0746801,66.3098,11.991,114.745,0.355912,-1546.91,489.499,2.37212,-1.22066,4.63851,-1.5761,-1.41747,73.1929,678.27,38.1647,34650.7,43806.4,1.91124,-1.68154,3.71676,-2.03698,-1.87835,-118.382,575.61,34.3624,34548,0.0163881,0.905411,0.00182886,35123.6 
153,24.3,25,44.74,153,33654.7,-0.0734193,66.8772,11.6203,114.998,-0.0355024,64.499,2.42475e-11,-0.0192465,2.11281,4.26399,2.25231,1.73132,84.9735,1426.32,51.2188,33654.1,25372.7,-0.554302,1.57775,3.19388,1.71726,1.19627,0.552104,1307.14,46.8046,33534.9,0.0375162,0.941033,0.00256443,34842 
154,24.3,25,44.44,154,34449.5,-0.535838,68.5441,11.8035,115.078,0.660355,-665.835,172.019,1.96073,1.27795,4.8765,-1.30341,0.507038,92.9323,882.765,50.2744,35104.9,40650.9,1.37556,0.692781,3.70616,-1.88858,-0.0781321,0.0266907,752.418,45.4467,34974.5,0.0210603,0.904403,0.00238796,35726.9 
155,24.3,25,45.4,155,32382.7,-0.0314982,64.1433,11.6625,114.661,-0.0898739,104.106,499.912,5.38437,4.87403,2.46583,0.813952,1.23445,60.2086,565.93,40.4691,33340.3,24656.8,5.00525,4.49492,1.70759,0.434835,0.855328,0.86337,481.482,37.3413,33255.8,0.0142715,0.880498,0.00206414,33737.3 
156,24.3,25,45.28,156,34429,-0.0202248,67.4614,11.7717,114.988,-0.0204967,34.2336,499.563,1.81527,3.13263,4.48426,-0.585287,1.6966,94.4589,876.082,51.6791,35097.8,25874.6,1.22049,2.53785,3.29469,-1.18007,1.10182,0.527628,743.594,46.7721,34965.3,0.0208238,0.90084,0.00245807,35708.9 
157,24.3,25,44.62,157,32785.4,-0.394738,65.1866,11.6115,114.715,1.05767,-251.726,425.52,2.53879,3.22764,4.17723,-1.97144,-0.246162,41.5912,1398.19,52.5177,32632.3,33307,2.2769,2.96575,3.65346,-2.23332,-0.50805,0.406399,1339.85,50.3571,32574,0.0395076,0.938287,0.00283968,33913.8 
158,24.3,25,44.38,158,33688.1,-0.549382,67.0754,11.8382,115.05,0.477127,-682.767,11.7956,5.48885,2.29086,2.02375,-1.51077,-0.673877,61.4718,772.961,36.7973,34494,36453.9,5.10178,1.90378,1.24961,-1.89784,-1.06095,0.764064,686.741,33.604,34407.8,0.0195683,0.921123,0.00179584,35094.5 
159,24.3,25,44.32,159,32334.4,-0.300181,64.2572,11.6994,114.823,-0.129506,-186.237,404.511,2.92335,0.366396,7.91004,2.63838,1.02603,47.0192,719.891,39.2585,33067.9,25257.8,2.62729,0.0703283,7.3179,2.34232,0.729967,0.440861,653.942,36.816,33002,0.0194302,0.910314,0.00205078,33655.9 
160,24.3,25,45.1,160,32262.6,0.0112632,64.9956,11.4571,114.983,-0.00583507,-39.2751,500,1.7821,2.96843,-0.70512,-2.7603,-0.619032,47.5066,1019.13,43.1775,32744.2,24248.7,1.48296,2.6693,-1.30339,-3.05944,-0.918168,-0.15473,952.498,40.7097,32677.6,0.0283228,0.93041,0.00228964,33630.1 
161,24.3,25,44.86,161,32828.1,-0.0401818,65.8675,11.513,115.172,0.012693,-29.5768,499.829,5.27229,1.08899,4.52272,-1.51325,2.72616,64.7019,1348.04,52.6777,32966.5,24698.5,4.86488,0.681576,3.7079,-1.92066,2.31875,0.615859,1257.29,49.3166,32875.7,0.0368349,0.935766,0.00275571,34133 
162,24.3,25,44.8,162,33393.3,-0.435948,66.4555,11.6588,114.77,0.700075,-674.653,191.269,4.26447,1.5419,-2.71293,2.37335,1.82748,37.7128,1562.96,42.2639,33200.8,40597.2,4.027,1.30443,-3.18786,2.13588,1.59001,1.54313,1510.06,40.3048,33147.9,0.0435705,0.955376,0.00223482,34658 
163,24.3,25,45.04,163,31638.7,-0.0433576,64.4752,11.3805,114.978,-0.0464092,45.1831,497.457,3.12714,0.0592247,5.05686,2.70185,1.05632,62.0641,1158.08,37.6872,32022.7,23954.6,2.73634,-0.331576,4.27526,2.31105,0.665514,0.55727,1071.03,34.4631,31935.6,0.0324489,0.946691,0.00198395,33006.7 
164,24.3,25,44.98,164,34141.7,-0.177296,68.1157,11.6875,114.961,1.35515,-2010.28,497.737,5.90159,1.99053,3.9745,2.6778,3.026,95.3464,1408.47,46.9888,34296.7,114599,5.30122,1.39016,2.77375,2.07743,2.42563,0.801423,1274.74,42.0357,34162.9,0.0359713,0.945441,0.00226149,35437.7 
165,24.3,25,44.68,165,32780.9,-0.27635,65.828,11.5282,115.198,0.308055,-190.265,0.000243663,6.60091,5.92755,7.28338,3.39516,0.875444,87.0655,1279.29,50.8667,32838.8,26612.1,6.05268,5.37932,6.18693,2.84693,0.327216,0.702452,1157.17,46.3439,32716.7,0.0341611,0.934504,0.00260259,33873.8 
