cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
21,3.3,4,44.2,21,33629.4,-0.390207,66.7296,11.7952,114.787,0.582988,-251.977,499.999,3.2611,1.87995,1.70962,1.18598,0.0984637,35.6688,434.546,33.3373,34751,30404.4,3.0365,1.65535,1.26043,0.961382,-0.126133,0.814303,384.517,31.4844,34700.9,0.0109594,0.874668,0.00166857,35085.4 
22,3.3,4,45.34,22,34450.8,-0.163364,67.4426,11.8265,114.983,0.0396873,36.0103,11.1493,4.35233,3.41844,5.85697,-0.216638,-3.91248,9.16375,616.338,43.8143,35249.5,26011.4,4.29463,3.36074,5.74156,-0.274339,-3.97018,0.372672,603.485,43.3383,35236.6,0.0168383,0.888357,0.00226053,35840.1 
23,3.3,4,45.22,23,33645.8,-0.456856,66.4828,11.7722,114.765,0.575517,-327.856,417.172,3.61195,1.8594,0.343375,0.024903,-0.371033,32.8165,874.111,55.1954,34114.5,31620.1,3.40532,1.65276,-0.0698989,-0.181734,-0.57767,1.01653,828.083,53.4906,34068.5,0.0237296,0.898438,0.00288393,34896.6 
24,3.3,4,44.5,24,32110.8,-0.0787103,65.0215,11.3714,115.051,0.637704,379.714,0.488416,2.35089,2.19045,-0.042911,-1.79999,-1.03136,42.493,875.274,42.4418,32614.9,31952,2.08333,1.92289,-0.578045,-2.06756,-1.29892,10.3707,815.674,40.2343,32555.3,0.0244426,0.920538,0.00227145,33370.9 
25,3.3,4,44.56,25,33312.1,-0.493325,66.634,11.6987,114.804,0.186918,31.6161,86.5196,4.22118,1.40673,-1.62163,-0.394168,0.480973,99.4231,1191.31,45.4571,33477,25568.7,3.59513,0.780693,-2.87371,-1.02021,-0.145068,9.53145,1051.86,40.2922,33337.6,0.0305868,0.937177,0.00222145,34389.4 
26,3.3,4,44.26,26,33785.4,-0.179765,66.1354,11.7795,114.369,0.194994,54.109,0.0026828,1.67817,1.65374,3.87504,1.05824,2.78781,56.8339,608.662,53.9977,34480.5,25703.8,1.3203,1.29587,3.1593,0.700374,2.42994,0.645253,528.946,51.0453,34400.8,0.0151432,0.855519,0.00272594,34929.7 
27,3.3,4,44.74,27,33422.5,-0.468767,67.6832,11.5082,114.208,-1.00482,408.959,2.09824,0.598394,2.17783,6.45959,-1.2471,-1.04909,38.9252,1252.47,36.8004,33613.5,38733.2,0.353292,1.93273,5.96938,-1.4922,-1.29419,-0.0914923,1197.88,34.7783,33558.9,0.0344646,0.951648,0.0019054,34756.7 
28,3.3,4,44.44,28,33046.9,-0.201573,65.7893,11.6187,114.657,0.630511,-620.383,0.00815212,2.75171,0.0515919,4.93141,-1.08717,-1.27858,60.6706,898.286,42.0847,33583.4,37616.8,2.36968,-0.330435,4.16736,-1.4692,-1.66061,-0.354446,813.19,38.933,33498.4,0.0237002,0.922693,0.00213639,34311.5 
29,3.3,4,45.4,29,33086.2,-0.291217,65.8577,11.6161,115.05,-0.451578,1371.95,431.427,1.55533,0.665047,2.75063,-1.15742,-0.2296,-2.84239,473.548,44.8254,33988.5,45071.7,1.57323,0.682945,2.78642,-1.13952,-0.211702,0.245153,477.535,44.973,33992.5,0.0138536,0.858509,0.00243123,34470 
30,3.3,4,45.28,30,34228.9,0.0419353,66.8633,11.7774,115.006,-0.0971992,-61.8412,500,3.05302,2.92611,1.36133,-1.3299,0.279318,34.4308,775.813,45.74,34846.7,25830.6,2.83622,2.70931,0.927725,-1.54671,0.0625167,0.814048,727.52,43.9513,34798.4,0.0204786,0.904386,0.00232123,35525.9 
31,3.3,4,44.62,31,32189.5,-0.480746,64.9806,11.5992,115.201,0.868464,-434.388,32.2328,4.57648,1.82227,4.73947,1.63377,2.4735,55.7677,1104.46,41.8954,32561.4,36816.9,4.22532,1.47112,4.03716,1.28262,2.12234,0.692724,1026.24,38.9984,32483.2,0.0306255,0.937645,0.00220669,33509.5 
32,3.3,4,44.38,32,32062.5,-0.0178643,64.9454,11.3942,115.079,-0.0753761,126.26,500,2.91302,0.395574,4.39987,1.64275,0.635764,63.2634,748.914,47.8812,32806,24399.3,2.51467,-0.0027788,3.60317,1.24439,0.237411,0.525703,660.181,44.5948,32717.3,0.0197792,0.894285,0.00250457,33377.4 
