cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,1.3,2,44.2,0,33552.5,-0.454118,66.639,11.7095,114.797,0.214832,97.627,139.383,-0.229134,-0.74632,1.57426,0.0548188,-2.4784,72.1597,526.283,39.008,34388.3,26084.4,-0.683504,-1.20069,0.665522,-0.399552,-2.93277,1.14624,425.072,35.2594,34287.1,0.0122456,0.873239,0.00189076,34712.2 
1,1.3,2,45.34,1,34784.3,-0.0243604,68.1241,11.7269,114.434,0.0203597,-27.1928,4.43929e-12,1.74165,0.948345,5.24104,0.470871,1.55188,38.2968,599.759,46.3088,35654.2,26024.3,1.50051,0.707199,4.75875,0.229726,1.31073,0.440602,546.044,44.3194,35600.5,0.0151064,0.875628,0.00228801,36146.5 
2,1.3,2,45.22,2,33399.2,-0.164255,66.8456,11.5778,114.812,-0.199699,202.503,500,1.84852,0.422047,2.98595,-1.20528,0.0540994,57.3354,875.447,50.006,33991.7,26510.2,1.4875,0.0610214,2.2639,-1.5663,-0.306926,-0.167446,795.028,47.0276,33911.3,0.0229073,0.906194,0.00254809,34706.3 
3,1.3,2,44.5,3,33557.1,-0.468547,66.8426,11.6998,114.635,0.653896,-263.736,489.346,1.59846,1.52622,2.70364,1.10567,4.69714,109.538,1026.85,52.9013,33910.7,31072.2,0.908731,0.836493,1.32418,0.415941,4.00741,0.823272,873.214,47.211,33757.1,0.0252153,0.913563,0.00256966,34630.3 
4,1.3,2,44.56,4,32941.5,-0.466127,66.2164,11.6044,114.505,0.185104,40.9955,473.453,3.87961,1.51807,1.89903,-0.875263,2.7917,74.5447,1037.01,47.1921,33346.6,25261,3.41023,1.04868,0.960253,-1.34465,2.32232,0.849886,932.453,43.3197,33242.1,0.027285,0.924812,0.00239481,34174.5 
5,1.3,2,44.26,5,32466.8,-0.459016,64.7391,11.6974,114.44,-1.00195,504.481,230.131,-0.170595,1.05648,-1.41239,-0.854006,0.335962,70.1689,528.684,43.8185,33326.8,41106.6,-0.61243,0.614644,-2.29605,-1.29584,-0.105873,0.378698,430.265,40.1733,33228.4,0.0127832,0.859553,0.00222217,33658.6 
6,1.3,2,44.74,6,31642.9,-0.0140226,64.6262,11.3555,114.669,-0.0935945,158.231,3.13112e-10,2.15206,3.38525,-0.658047,1.83633,2.13411,78.5005,1300.48,46.6669,31916.6,24371.7,1.65776,2.89095,-1.64664,1.34204,1.63981,1.27985,1190.38,42.5889,31806.4,0.0360756,0.941078,0.00246051,32996.8 
7,1.3,2,44.44,7,32620.3,-0.0160196,65.5751,11.5042,114.787,0.0391564,-15.6147,500,4.19721,5.23973,3.86944,-0.946231,0.31952,24.8034,915.737,53.1565,33189.2,24577.8,4.04103,5.08355,3.55708,-1.10241,0.16334,0.697079,880.948,51.868,33154.5,0.0258833,0.906589,0.00287357,34035.4 
8,1.3,2,45.4,8,32389.6,-0.434816,64.6648,11.6731,114.367,0.248749,2164.94,456.19,0.52808,2.34024,0.595494,2.14343,-0.477411,40.9155,494.273,45.6209,33359.7,42103.4,0.270446,2.08261,0.0802265,1.8858,-0.735045,0.977616,436.885,43.4954,33302.3,0.0129489,0.851625,0.00240016,33739.2 
9,1.3,2,45.28,9,32847.9,-0.432665,66.0816,11.5885,114.94,0.547214,-224.494,310.825,2.02799,1.1648,2.93178,0.482603,2.36268,53.8948,687.006,43.3687,33600.9,28927.9,1.68863,0.82544,2.25306,0.143242,2.02331,0.675056,611.413,40.5689,33525.3,0.0179107,0.895963,0.00222417,34136.7 
10,1.3,2,44.62,10,31713.3,-0.364461,64.557,11.4437,114.479,-0.823801,492.645,476.73,3.48456,2.32934,2.50127,2.90044,2.12797,77.1795,1240.11,49.9848,31770.9,37261,2.99858,1.84336,1.52931,2.41446,1.642,0.853342,1131.85,45.9754,31662.6,0.0345135,0.933633,0.00266768,32794.5 
11,1.3,2,44.38,11,32278.3,-0.0255017,64.6496,11.5074,114.513,0.0322215,75.8946,500,5.79404,-0.89166,4.37773,1.99146,-1.56709,52.8599,811.287,43.7507,32823.9,24297.6,5.4612,-1.2245,3.71204,1.65862,-1.89993,0.518381,737.146,41.0048,32749.8,0.022013,0.911289,0.00230112,33486.9 
12,1.3,2,44.32,12,34492.6,-0.167304,68.5767,11.7287,114.782,0.276078,24.6162,4.08034e-09,4.47212,4.57929,2.58205,3.84579,1.27346,42.7082,734.741,46.7674,35323,26404.4,4.2032,4.31037,2.04421,3.57687,1.00453,0.864972,674.839,44.5488,35263.1,0.0187779,0.896439,0.00232178,35937.9 
